,UKF260,ZH1007inf,ZH1007nec,ZH8811Bbulk
LAMA2,-0.00046480181911177394,0.015475344240496606,0.12825523327519087,0.03453858344009964
SERPINC1,,,,-0.0174964225551942
NRG1,0.015468596352017536,-0.025541360215248533,-0.06025025101247183,-0.005082929505895085
SPINK1,-0.03539950387627112,,,-0.039345199002837665
EFEMP2,-0.04019385118833364,0.09373142139327885,0.034669259040319866,-0.06198206954587088
SELPLG,-0.008366909689117866,0.01672587311079364,0.12243905289658341,0.04788530742056866
GDF6,,,,0.004803560808512507
HLA-E,-0.03082639236496141,0.08838328369911307,-0.07595766849789772,-0.05803860067404814
PTN,0.08321817012914137,0.05074683299185977,0.08779097673337402,-0.08562504046092975
CD274,-0.01678703075795413,-0.006934090167927391,0.0361210884378691,-0.027681683305167078
FGF10,,,0.0194045959817371,
CD14,-0.0487700392575337,-0.001675260331486015,0.02537320892106187,-0.0369502041028139
SFTPD,-0.02223057857920379,-0.03279473749771891,-0.04271011445892788,-0.018714845627212214
SLIT1,0.042655376075664754,-0.016270906138104124,-0.012687708313297958,-0.010080328352701742
CNTF,0.036422012248935896,,,
BST1,0.014684914643985832,-0.03632019846271979,-0.03240717417090928,-0.021102706698620403
AGTRAP,0.03808846279741509,-0.006521578700174245,-0.019476615123352924,-0.016333649119476316
LAMC1,-0.0031154121835333323,0.05543814681873862,0.05267669104598429,-0.0681629206566235
COL6A3,-0.04568211394019858,0.013523874421165451,0.007798262886514239,-8.08517556010119e-05
FN1,-0.04250922800372591,0.08185885642066948,0.06753449031706565,-0.05810589524741951
MIF,-0.0081384844780349,-0.04887332958305985,-0.0818760413563974,0.008721771627849794
JAG1,0.020926666090914547,0.06725196989262154,0.040420538325815124,-0.07200005842401423
NID2,-0.0007239238850215893,-0.07763915771948579,0.10667371395439561,0.03028860707146425
EFNB1,0.004638098440684302,-0.03949764358560581,-0.06631484707049161,0.009222104775137107
COL4A2,-0.0011598413839894216,0.053762853526763105,0.09984495683906437,0.029152086312580986
SPP1,-0.10076880191527651,0.020008436318826792,0.017698667965873445,-0.12630451617695573
PODXL2,0.04419875400932678,0.018473848654055238,0.02332320846563925,0.07834750713631229
FGF9,0.07633713950206499,,,0.01320683763556956
ITIH2,0.019065923282692843,,,0.09447531484001977
ADAM10,-0.0010692519075727787,0.0700922084081025,-0.04566305481025563,0.014068940925712769
CFH,-0.04423753315808418,-0.01136883485743776,0.03724524188902827,0.06282251475444879
COL4A5,0.010812493725958987,0.04325209941994782,0.08294546742702082,0.05709170087508622
LTBP3,0.02553209540759861,0.07230869637779636,0.061626769636477306,-0.060744761792582765
GNB3,0.036539745587297785,-0.06495268504623321,-0.061859731391060914,0.016856094386025824
COL6A2,-0.053251621702845614,0.06952104686607151,-0.013447579231932273,-0.08236590950998596
GDF9,0.02275211475553674,0.06111129110918888,-0.002490175351133029,0.03595670216151844
NCAM1,0.10736427465556407,0.030288971805900244,0.045144047329369455,0.003762822782395156
APOC2,-0.028082653708002416,-0.016666326521830196,0.13532602558882903,0.009729480188359904
BST2,0.03413701260443754,0.15752196446733593,0.03644569003216786,0.0039993489848149325
COL5A1,0.015904238355579903,0.1228983001676785,0.017659409945008153,-0.07900171770481719
CALM3,0.04142238885991665,0.007257903871854717,-0.11900414651319585,0.1218145838631323
THBS2,0.026585475071065214,-0.018834818085023474,0.03139103683342632,0.009461466614076916
SERPINE2,0.00019648778330635152,0.07080317151243423,0.010010087321773919,-0.09626057321019962
EFNB2,0.03985206108633845,-0.05260284603890474,-0.04598426480449204,0.0034298237438132348
PROK1,-0.005297054458773888,,,0.023810723799715442
MMP9,-0.046301276198760795,0.11057629965479918,-0.049910721971312196,-0.06628307252696827
DMP1,,-0.02972519046152102,,
NPPA,0.03865681997688455,-0.015622518517878218,-0.07418614745034868,0.09209357831243836
APOB,0.11183188538106524,,,
C4B,,-0.027893244979338865,-0.007045360575382012,
NTNG2,0.02056805977378586,0.007538604589153095,0.11865166496046296,-0.020273693788304074
LAMA1,0.0844487083939219,-0.0058449404005187664,,0.03730019128800025
UCN,-0.00910059150611562,-0.024440962597557646,0.01770939134565444,-0.010324830483196473
ARTN,0.024863675754105103,,,-0.030430591558380304
PDGFD,0.012374884179081957,-0.007565568562593063,0.025718687954677525,0.0558741012064127
EDN1,0.015180060145288004,-0.024443517220771087,0.08370332105256478,0.025405963435418736
ARPC5,-0.04698615443486193,0.03827694817314109,0.04923514415230367,-0.03526053547136946
GSTO1,-0.024408810855957065,-0.03262502694170083,0.043059098574273126,0.01243437848057497
PROK2,,,,0.06197692678627483
SYK,0.010893474596927218,-0.02790499263525485,-0.011828144554433838,-0.013394724507869302
ST6GAL1,-0.022014281670775175,-0.008767695097013842,0.04475306046377299,0.1018295605886992
WNT3,-0.005128563529772747,0.04857331246715147,0.07633075398042083,0.08769347717556827
HSP90B1,-0.025668156388111124,0.07076540743440957,0.052868705584474894,-0.14298498189868383
ZP3,-0.03573565561927024,-0.009025555575386209,-0.002640836344602519,-0.027875196527048045
NRG2,0.05258944755412682,-0.04138923386697094,0.0045429044428348,-0.040952492449791114
MELTF,0.010369027216660935,-0.013977798425675066,-0.09487349175566727,0.03316575902709931
NLGN1,0.03931242555593435,0.11563850131491545,0.041937398984161794,0.02833381339646773
SLIT3,-0.007572206335480431,0.004023378679250659,0.03160188280369211,0.0630193223861836
CCL8,-5.7799998385579335e-05,-0.038010271046821885,-0.011123077356744764,-0.03282181440703281
S100A4,-0.05698380004341573,0.024555467624222553,-0.18517133842836425,-0.007184146203369334
TNFSF13B,0.027385928539003995,-0.07219263394209684,0.04759846352674209,0.03820962642324698
HSPG2,-0.005181864270830149,0.06511029867499064,0.11318067937386324,0.01463694481921911
FAM3C,0.02350065635306535,0.03944487015185987,0.07784790977009004,-0.005884815201161051
FLT3LG,0.05641425261881623,-0.009418599195629047,-0.03131962226200291,0.08337423601254684
A2M,-0.039707278294039625,0.07764365637447555,0.08002893158181149,-0.06106221096518192
VCL,-0.011250989751420326,0.07726426870123958,0.046183111860749214,-0.06239975586407534
FGF2,0.0002472862478367732,-0.008184543990039242,-0.003542632487419664,-0.0011222258651816797
AGRP,-0.019795258621697176,0.00514703849298181,-0.00697585930088056,0.09267008734793052
CNTN3,0.1038344344750297,,,0.09996628552364986
RNASE2,0.012086477019087343,0.05835752174861624,0.014116979324232387,0.005933223787778806
GAL,0.013210371254354559,0.07804959116580687,-0.10724423469594926,-0.044022410180375726
CXCL6,-0.019795247275574735,,,-0.025330382291949796
PDGFC,0.10341968711426372,-0.0016519994595818677,0.0413559387014946,0.043272908461877785
COL8A2,-0.036402866681164776,-0.005291901219449309,-0.04692827028280624,0.05661562153711449
SPON2,-0.002906082528889422,-0.0636156402546115,0.12925092409464137,0.008633349484633207
LCN2,,,,-0.031581347176989925
SEMA3D,0.12361682151826138,-0.026740636459630884,,
BMP6,0.0804539486044646,,,0.02916163741871058
TIMP2,0.05989105560603565,0.051747927383995314,0.07035651761269113,-0.10127737638807775
EFNA1,-0.004906395514996117,0.022636238156664275,0.056123014294633775,0.0661480566529489
TFPI,0.07278663136921609,0.014242745700583356,-0.02970468499438602,0.08024620613240442
GPC3,0.026171790770561646,-0.03408197388877523,,0.09396789301087444
NMU,0.06059369047768423,0.03971437132256477,0.023584431757310162,0.02587850670175262
SCGB3A2,,-0.022518813993708486,,0.018142283818716284
LAMB3,0.0346107894706035,-0.05657855261071851,0.0382639955527088,0.06186827265094655
LGALS9,0.06882838041028724,0.03688675598389391,-0.07204975031032546,0.005391095104432997
VIM,-0.1029927974380153,0.03354913780255817,-0.06293661861846833,-0.13416887302629735
PLAU,-0.007142527484675839,0.025388178781887698,0.019755797133223785,-0.056172553067514015
TGFB3,0.01940794827401205,0.05236978437940499,-0.028737096051384765,0.028693152344142072
APLN,-0.06395212158841751,0.07638108557095595,0.11775698914446975,-0.007490915079330926
SHANK2,0.04859818549116464,,-0.04754067405118561,0.09038293883858084
LTF,-0.09376595507372446,0.015519321462354182,-0.0238073663532025,-0.031220635878444702
PYY,,,,-0.0023000358811124818
PENK,-0.0435104909368926,0.11269945985297679,,
CTF1,-0.006799098711956877,0.07040848796828156,0.013422849879015418,0.02678912533897288
COL3A1,0.00990000411078594,0.027312465601353423,0.10045952384338572,-0.033605225397708924
S100A10,-0.10950739591352848,-0.01765962235351995,-0.044166731020373905,-0.12097166496737051
FGF13,-0.022566702461479595,-0.026740666838122942,,0.07387671832060279
SEMA4A,0.004149708355198364,0.10620332691231199,-0.0484071339773029,0.0406537722464151
EFNA4,0.021064877303653105,-0.08990135722242307,-0.00984630624954715,0.013168661111460348
HSPA8,-0.000523322284671909,0.1068698630490003,-0.006897406891706771,0.04745811819946434
NPB,,-0.0616331960925278,0.006806101919295707,0.02985901638370138
ULBP1,-0.01861650318164462,,-0.03414386873990304,0.04850004990030061
SEMA3E,0.042357477479395195,0.0223809716467442,-0.050655074150205856,0.05583291009095296
FGF3,,,,0.07089753920996265
ADAM9,-0.023023229229733634,0.02543770508079543,0.0038379263766185963,-0.10857975364929848
ASIP,-0.029384437806820082,0.018291094380089797,-0.05476948725000838,0.12236195329520459
IBSP,-0.05722354763607508,0.08220689527954647,0.02139697264539143,-0.10543553222500676
FAT4,0.013972233152556517,0.02354206259353602,-0.025003705086419505,0.0403814986437286
MDK,0.0076698375201778735,-0.0088804981692456,0.01781867242851521,0.025829232038958393
BMP5,,-0.030079715071686133,,0.08771987524059578
CAMP,-0.028783158485291168,,,-0.005588117795900487
HSPA1A,-0.06422896374590965,0.028209062103849814,-0.10381211294668381,-0.06632254394174543
SEMA3F,-0.01728475689512482,-0.034491227219826434,0.09125453546395322,0.09450467474094845
ARF6,-0.04069861485696277,0.003365342806048476,-0.02392571748792346,-0.06269555826312281
IL6,-1.5964119014839472e-05,-0.03376410952571385,-0.04271012864106222,0.006840654177119907
CALM1,0.03663532894229707,0.09703391964634898,0.022861279851459998,0.009966764578795563
VIP,0.07559194937216417,-0.02674069961503313,,
NMB,-0.0032031201063102022,0.05512874171101627,0.013552317015896582,0.14512676498838914
CCL26,-0.0204510039552854,-0.02120787591399308,0.10120329011036043,0.04054500534495785
FBLN1,0.0048448420053516785,0.04646117457822335,0.05975972948003112,-0.02600039420417659
SAA1,-0.06903500204453855,-0.04374384478747816,0.01366219954110994,-0.15370489675111484
MICB,-0.03828722414012373,0.005806425303526801,0.020860731285825655,0.03558962735719639
MMP13,,0.0343877194477491,,
F13A1,-0.013676105541372243,-0.03406997063991822,-0.09973366393386654,-0.08313497363136771
CXCL11,0.016716928137042546,,-0.03529398533352338,
COL5A2,-0.024645538838194106,0.05639109346478408,0.016517666928079097,-0.041988123966499924
EFNA5,-0.0028935383310264786,0.024957355961446576,-0.0013831802082735843,-0.04095354053087032
AREG,-0.06924308172534645,,,0.12078037932826431
EDIL3,0.05242354109112095,0.045791622138181394,0.1594559480734301,0.010088604468899889
CD86,0.02408282099302151,-0.06334436799049148,-0.008807862510929089,0.004209655560636563
AHSG,1.0,0.9999999999999999,0.9999999999999998,1.0
HRAS,0.05715040914728144,-0.0048587487490174075,-0.011481441787103839,-0.0771455544090009
C1QTNF5,,,0.04929363893784265,0.06274583167233662
RLN1,,,-0.03475256129469272,-0.020259505833996393
COL4A1,0.07165792187477957,0.052650159476751224,0.11388608962033533,0.0491457002792941
CCL3,-0.058318750271460024,0.007273135549929655,-0.03485771142085236,0.04303270989582244
BGN,0.09066003934683699,0.02281047244070188,0.1407288317690674,0.023286040024890375
RETN,0.009460096982345541,0.04626016725947185,-0.040226300908101496,0.06204044556834273
S100A9,-0.032208235208101024,0.009144489287861959,-0.08415520072295407,-0.0819947678656658
HCRT,-0.02695408059728275,0.034580865447503474,-0.06327843540852092,0.02276817359201645
FADD,-0.0258516481697023,0.14605399589551232,0.016883853155568954,0.04225692700827222
ACTR2,-0.0005493788810613233,0.1197681652228968,0.061233464868031454,-0.06567060160835968
BMP2,0.03664497806244421,-0.0704056390049065,0.08893034060155648,0.04274992486332639
PDYN,0.01145021000167426,,,0.0977005597602105
CD55,-0.005817816871556793,0.03723208810099304,-0.06825925940899664,0.04319448111534304
OSTN,0.04259568742174252,,,
PDX1,,,,0.07669867599755516
CD6,-0.02796342977463793,-0.040819635208003364,0.17669514960386554,
IL16,0.0596397288513182,-0.007860497704926899,0.005335031002516413,0.00014406321160699383
LAMA5,0.020938924415486913,0.04254448428981784,0.03222741928162963,-0.06368974193097067
RGMB,-0.05265698119893595,-0.033411833644362635,0.0993734560439192,-0.0047753795927012
INSL5,-0.019795258621697176,0.07419019708346451,,
IL12A,-0.031872651664409564,0.0004459222792353508,-0.066625542767899,-0.011432932813259127
S100A8,-0.0463828813094445,-0.02566429301132698,-0.041392407124715945,-0.1037123120097499
TAC3,0.0005830338493941614,,,-0.008971750332941144
MFAP5,,-0.027513876388237046,,-0.03468261628253044
CXCL16,-0.08100862795061917,-0.008965629036862995,-0.0070384790907639305,0.05291916575321775
AGRN,0.024815478939772744,0.07985955157850931,0.13834756881461102,0.10462171728409345
COL4A6,-0.016306306007098537,-0.05013677545118392,0.057429202417164836,0.11724457736424343
FST,0.05305723758659916,-0.017102419500678815,-0.015454764232697697,-0.016424794791931204
MEGF10,0.059256491274569605,-0.019451946060251198,-0.05661149330800495,0.05191369483608749
C1QB,-0.010610447401644851,-0.0804227437025671,0.1030907089005386,-0.005070460546236015
HLA-B,-0.04771840886562428,0.09568626030225892,-0.04911954995543936,-0.1252892319476236
PDGFA,0.00865441310598443,0.05054886047470989,-0.009801037378197902,-0.11890113491554324
LAMA3,-0.04327326117988909,,,0.16161646451226927
DKK1,-0.05938916549900896,-0.05837070146036711,-0.03449524271396057,-0.026976459862243583
INHBA,0.00016889694236707115,0.041081819781342545,0.0847772723552571,-0.015128997141103771
IL7,0.06936957333929829,0.07468917128705432,,-0.030430587777117733
FABP5,-0.01655084324740783,0.021319229460169467,0.05947180073996657,-0.046499442461622416
CCL4,-0.07848060789589606,-0.03384672742020553,0.04946205618889368,-0.037605943854984496
FBN1,0.02120172088457771,0.06513334796981161,0.07492947085741615,0.0014063911647364472
TCTN1,0.020412337473966674,-0.026442207062718794,-0.04888214491409348,-0.0003256987847165796
NCR3LG1,,,,0.0964669856844256
BMP7,0.04199397245316853,-0.025806204896290336,-0.018013273287299025,-0.054111418231661754
NLGN2,0.09545492746183834,0.06414636885654211,0.06724945409612738,0.04274206567270919
CCL25,,-0.02900476084551297,0.03224638665581259,0.01648564274044312
NPNT,-0.021818273568018902,0.07695050465236135,0.06240500515442249,0.026533430947478148
KITLG,-0.007725748876101887,0.012782796313977553,0.14901044195140692,-0.021860522229531127
MADCAM1,-0.023235673459927737,0.0854276944628636,0.07327771535757772,0.02563684520339757
F12,-0.01569058548330038,-0.05218739775100861,-0.017614549619138595,0.02810854349632069
S100B,0.06511401596767295,-0.0781784105104925,0.0014005873271798945,0.15694879325792294
IL27,-0.02171171819647976,-0.026740685624873795,-0.03420370196249866,-0.022714145513249157
CD99,-0.06715263403730666,0.026138246812110397,0.041353659956788795,0.0017632402637048346
PDGFB,0.027455842568026696,0.018203085098200584,-0.004948039922125395,0.019153789392022374
CLEC2D,0.009709803628603571,-0.08496296613327518,-0.03334014743104898,0.10467013975423314
F8,0.040166229746374,-0.03818624852992075,0.053651753517746426,0.13489585909553875
C3,-0.016279817345385684,-0.030310831060343345,0.12704446812694165,-0.08081667408372993
DLK2,-0.013679442922640396,-0.02471253227582911,-0.03590364734633055,0.06061550395739157
TSLP,-0.03784437404782251,-0.035635418306259235,-0.0026436407707251877,0.04120117413886399
OSM,-0.03128997451832401,0.026236076338162804,0.0203047326130019,-0.012504642924538588
SLPI,-0.027922531588015834,-0.0012749449142833436,-0.052997392514267966,-0.16155873855205208
AFDN,0.030388651800561342,0.012449326105776279,-0.024708499706179103,0.009458491733136721
KISS1,,,0.018449213359108565,-0.01791527741714113
ULBP2,0.03799856296385287,-0.03400931728855111,-0.020156099063841092,0.12134338324690826
ICAM4,-0.01891775926285488,,,-0.01571713149460258
ANGPTL1,-0.019795258621697176,0.027548745040723428,,0.13746701049295854
LTBP1,-0.008697917825972533,0.008833606566984143,0.07625439421760452,0.030149338009726943
NTN4,-0.00258148952504065,-0.04919250724420595,0.032709382860606186,0.06370010283691709
APP,0.03629964917755778,-0.040711214231362876,0.07742798299374788,-0.09248235160396327
RIMS2,0.06778937605856727,0.042248342738584195,0.05410516740180791,0.046738154543493754
WNT7A,-0.029163784514229588,-0.044002270248638356,0.11850130954143152,0.05671405614026286
GAST,,,,-0.017915277741307745
GPI,0.02060049615436574,0.10157203820560505,-0.049631774572272004,-0.022910759388559167
IL1B,-0.11035413526932085,0.043557393843223394,-0.06754595718591414,-0.024819682326941397
SFTPA2,,,,0.2196558802840586
HAS2,-0.025698241231173,0.021710935751753688,-0.04319652347610844,-0.12928243492464092
IL11,-0.019506933945537413,-0.046526628392282415,0.1323212107660279,-0.04063899300448001
SEMA4B,-0.057358874191172145,0.04440400852689235,-0.037706880440617,-0.05213688488020218
FGF12,0.10707217051705462,-0.019313968647391957,-0.07611810170812922,0.07624026002381043
CP,-0.0473799007477749,-0.028237489989392895,-0.07771624297882287,-0.026755059866812758
NLGN3,0.06354914403777444,-0.01007362552576195,0.1274880339770153,0.07854987667112705
GZMB,0.032229252813057135,,,-0.02220877608277503
PROC,-0.02118089523573786,0.0034633723314627073,0.03717082114495092,0.15482822152073325
TNFSF11,,-0.004876011497289402,,-0.018924625528300244
AGT,0.048261205479914755,0.06422879415560845,-0.0008895619156852359,-0.12304889570773353
PTHLH,0.05413553419095823,-0.03093069403095134,0.05529027687775579,0.03830701679578388
COL1A1,-0.05159548781259588,0.011040310132023976,0.03132098705759095,-0.029639279696441225
LAMB2,0.005643908987789631,0.03768679279637366,0.04574694198838716,-0.04019342155118149
DSC2,-0.06305188342497589,0.018514742124821956,0.034900064397061885,0.06458594539545869
WNT5B,0.006085524984246216,0.11230384224913219,-0.014513789193445153,0.0223886780856053
LEFTY1,0.009120917832974992,-0.02863853481363388,0.24581227617452783,0.0601614561355847
FGL1,0.10060703564327554,,,-0.025104896917203308
CXCL5,-0.011838084093211226,0.010947722547607163,0.05930671127135156,-0.08077001499814125
S100A1,0.002508100493920965,-0.07075292759674147,0.024151893520070907,0.11567092405635626
C4BPA,,0.09008938809045752,,
NPTX1,0.04366156495928357,-0.008945178917025164,-0.11056237880892951,-0.070959557595157
TGS1,0.04604983833227542,-0.09291688317182253,-0.10197055265825063,0.05089148919833591
SST,0.033405966360834934,,,0.01356789012589686
IL34,-0.027665375944007194,0.011254632067886558,-0.032586697881774415,-0.013102119482293102
DHH,,-0.027893271149849914,,-0.0026910183578969247
XCL2,-0.00309531507843755,,,
TF,-0.03173425557414251,-0.0027993256250588607,0.021258545590761343,0.056288238124959665
IL33,-0.026473586965791444,-0.004571935136018931,-0.062016662842343556,0.037562333847141374
RBP4,-0.011666921814188698,-0.030430595174369933,-0.04378117225636302,0.09561308688221475
CCL20,-0.05861931616975804,,0.0299717813104425,-0.07464544208510787
NAMPT,-0.08419730017893179,0.025396751629840196,-0.017808133086064246,-0.15957534040703125
