,UKF266,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1
INHBB,-0.016090713116860254,-0.07554016986673907,0.016210360391486628,-0.008449881710013459,0.054182898253355205
LCN1,,,-0.026375188276249174,-0.02127806439316885,-0.024817889927001447
ARF4,-0.018577316658245142,0.036262677732324604,0.0358334410737953,0.11637281570807245,0.023070661162684154
CXCL14,0.01347780713106132,0.13041684874747994,-0.030274307081393073,-0.07271201308318347,0.028761201570318407
LIF,-0.016049079260003263,-0.015726895995477125,-0.07967326308725133,-0.02915675576766789,-0.05259583725707496
IL17B,,0.05662136854912476,-0.003656780096395733,0.0013514435041449583,0.07230994310426687
MMP1,,,0.013261629974161084,0.012243505155854928,0.027387259124364245
MATN1,-0.015493633092714109,-0.03448941276077305,-0.033187605444228635,-0.014434227124642143,0.0276006161171551
ADAM28,0.01041046889452872,0.00721131917224604,0.012517812445766635,-0.042266955286829506,0.02398238574317168
TCN2,-0.0441770011357189,0.009402705575283254,0.0026502088664341348,0.01749920742508156,-0.022900461478723145
THPO,-0.02203262182245363,-0.03305482498631446,,,-0.00608298497655207
CUBN,-0.02756272564159453,0.018111786110802334,0.08185633242072002,0.08857093500039553,0.09203282879541536
TIMP3,-0.053452877028672165,-0.01566384972272989,-0.015373737071568267,-0.04054682731843422,-0.07689873776579789
PIGF,-0.0008123266449470769,0.09889576005926112,-0.007869602779086216,0.02122253947128067,0.05412731393084607
CRH,-0.013056613036343905,,-0.035439105484496726,-0.0028085987134108988,0.05046456303967208
BDNF,0.024412864380091114,,-0.015615748686021298,-0.020338025810005315,0.009043080962382719
CCL5,-0.01907249817946368,0.04902651082261529,0.0010940694773418258,-0.05935151237081432,0.05236630192323749
GAD1,0.03812375081031829,-0.03632550627234715,0.02334795709074991,0.06659041762877485,0.04996402782341197
COL14A1,-0.0017934992383754058,0.07374022808700176,-0.027702680142578623,0.025607827466860023,-0.03210837549461989
HLA-A,-0.06059603715231873,0.02474832392137838,-0.014251221850453641,-0.10771824515801488,0.04040665062459824
FGF18,0.0020500991555681388,,-0.02713475438774283,-0.03321513581712275,-0.0073900387269719685
ADM,-0.013837087815663429,0.070724185294109,0.02777706442147667,-0.07797491345812442,0.014274437285125355
CCL15,,,,,0.018303767176711214
GNAI2,-0.0058277878604913345,-0.030133275984516046,-0.006893757937463899,0.026376540273970406,0.031144425264385142
HDC,,-0.03936178364019831,,,0.017584357198003824
COL11A1,-0.032308915121731695,,0.01740608006888652,-0.009897480031550164,-0.062372436919320415
NUCB2,0.03007633775809213,-0.016460156041462122,-0.0016754186091030008,-0.09103378540716153,-0.026593306728588492
CXCL1,,0.001067255890505877,-0.010085511079430997,-0.001032300475083953,0.014295858317319766
VCAN,-0.015343249363149323,-0.1031579643240937,0.014791885128473455,0.09305149876084978,-0.09151734870242788
MMP7,-0.01604907475510626,,0.002847527874409031,-0.04261157008863947,-0.09709098526621375
PTPN6,-0.03691141283026307,-0.014799737279165268,0.03644269619071304,0.030352598014612306,0.01827677475677733
PTGS2,0.04807659047516114,0.03863537387869163,-0.03538312016968212,-0.023216176906018814,0.006001633321716752
CD58,-0.007183678279860695,-0.016523138790678894,0.017554132443351397,0.07633540327407655,0.034679776307140676
TNFSF14,,,0.017874148206723752,-0.03621139156180781,-0.006094539380556471
CNTN4,-0.012684381355605033,,-0.023855883340254024,0.044073047227647766,0.057242151582994207
INSL3,,,0.013356280004153195,-0.021019043175969348,-0.029144000046784923
BTLA,,,,,-0.028180790826029437
MFNG,-0.05261689076488905,0.04960399835413298,0.07130514505604672,0.028165310459831876,0.03124225394296878
ICAM1,-0.03739069568241376,-0.028566082915962403,0.0089979150163894,-0.026146456180816176,0.04852643684691791
PROS1,-0.016327340084002114,0.06454918023310383,-0.0048929643546818105,-0.031063106165142955,-0.013907020415529355
CLCF1,-0.014919217652126499,-0.0023533732682502356,-0.014820178308014034,0.010262752376334746,-0.04714881411729096
PSAP,0.051495507695949905,0.029483265207221904,-0.01501821192369582,-0.07259666600112752,-0.024130531668784025
EFEMP1,-0.04796419557283924,0.11160774721783041,0.05412196656518983,-0.0142656231332669,-0.06789640520882564
C1QTNF1,-0.03309986652668244,-0.04020191592410208,-0.010401154338608271,-0.09399272754437941,0.0512474825140007
ALB,-0.01535189250245627,0.04281540491933361,0.011459530053042196,0.021529371614411857,0.059468664396748167
CCL13,,,-0.016113315881213005,,
EFNA3,0.01045350642777347,0.06944818437527431,-0.034955402692147336,0.040094174381368246,0.10285827826279008
DRAXIN,0.0046627109101677455,-0.11345569287585779,-0.03078949065796534,-0.0596099193622926,0.07306948755438285
RAET1L,,,,-0.021278050448416443,
NPTX2,0.05916866863923022,,0.000898538784262421,0.013569666810116341,-0.01835413907466151
FGF11,-0.010874411327488792,-0.044632314827408905,0.03605210017188677,-0.03856208805744343,-0.004254868899639736
CD59,0.010837447874946476,0.06062130768543676,-0.011701290402966236,-0.040542222797278205,0.009973457312984288
COL9A2,-0.006946010601716095,-0.037135273114527426,-0.008277418442470904,0.07284855085950274,0.030587772206332166
DLL3,0.008491669641964713,0.0018354019660201599,0.05539717471376839,0.11387762527805424,0.04469163643059897
FGF5,,,,,-0.07466239385858003
LIN7C,-0.012854437822298575,-0.04268316407528927,-0.06002763786981678,0.005056356085922592,0.02279900434954822
GDF7,0.011367878191215963,,,-0.01824058112709802,-0.020333004780825163
PSPN,0.04503766447688976,-0.017569243925821446,-0.01642174012787654,0.03517546500223541,0.0523047924913797
ANGPT1,-0.026424738121763977,-0.05725340540377953,-0.024600572813558638,0.08385696303570842,-0.016245267729516785
PNOC,-0.016494688748551495,,,-0.019397114205268854,-0.030079313599634526
L1CAM,0.007299360823618669,-0.0383360614977889,-0.033358091778270996,-0.04562578954319948,0.04252754295034384
APOA1,-0.02381472729478075,0.14533236529233107,-0.035545461949230514,-0.021016605944297623,0.06496330127704364
PSEN1,-0.05790111498452998,0.018603504281263228,0.02496413098689781,0.05864603138124126,-0.04758129519855109
CALM2,0.03406713661081877,-0.007231203329001335,0.025915929117405843,0.057202751249947045,0.10803941212562546
CLEC2B,0.07189022146308882,-0.009311778236759192,0.001301420655595718,-0.05715046219004771,0.03604902387814114
NTNG1,-0.032187904627106176,-0.030533166229533004,0.0030233526020637586,0.07304936933533031,0.0299206957483293
LRIG1,-0.013094973118439851,0.004369321884713489,0.04781262424897828,0.11735271177935581,0.0625375391571836
CPAMD8,-0.030542931142190588,0.056686679176454965,,-0.000960317864967914,0.023107325382270946
GHRL,0.030057361048148525,-0.06276467831062753,,,0.04096135048664695
NPY,0.07998141350248754,,-0.009360842627061874,0.009850553059324944,0.009743326189002552
MMP2,0.0009800225574972926,0.09481829866637807,-0.07522077536122405,0.03967684943861456,0.059880420674102826
PPY,,,0.005499118489385341,0.03298299129190253,0.13085479521522744
ALKAL2,0.008883035750349738,,0.02892243779810487,0.024260832893174492,-0.061580540251426216
CSF1,-0.055699633596406936,0.07049029129014975,-0.01924258559091761,-0.05965751689751721,0.0009621891666050671
SEMA4C,-0.03148906999967326,0.04596103384120802,0.0028926049797929096,0.044950771526417514,0.05213514164851487
BMP8A,,,,,0.03769648077800042
ICAM2,-0.050652095071663926,0.03559683114294172,0.005783437052974247,0.01953032624568576,0.04038199572419575
SYTL3,0.04930794749029675,0.01265939795559451,0.06456725722922876,0.006442286695304952,0.04789709142864442
IL1A,-0.02192914665588006,0.06562202272022377,0.028328567733314616,-0.048059745804630134,0.05966074811699658
HLA-G,0.05012476305317949,0.07255339685422872,-0.011622073010401928,0.018742798527637803,
PGF,0.009840178669302242,0.05052298505001982,-0.019397490499627586,0.09478687452093779,0.09921516401978467
LGALS8,0.011056859258192135,0.011314927420254063,0.07679671073267133,-0.01452181831331207,0.029691331590692264
DKK3,0.03827778897719126,0.06741698961806662,-0.01045779825912447,0.037379401676800705,0.06662821749807574
COL16A1,-0.024801184865286284,-0.04398969479131716,-0.033436424916732266,0.11231384209900137,0.03210506124355089
TPH1,-0.012550633867198157,-0.004820657449504825,-0.013599145627400597,0.07028436236380063,-0.0017716186169452514
TNC,-0.024768019115464557,0.022597650105654878,-0.024460481163187497,-0.09884539749714391,-0.033660207574003904
TNFSF9,-0.0041819615183467515,-0.03353889576772888,0.04905653017065553,0.001426852890998308,-0.04139744832755413
C4A,,,0.07617102631195748,,0.0006181111785049084
CNTN2,-0.03166794033501721,0.07369293352427128,-0.02478697449876364,0.13696156762163675,0.014511432369709268
F7,-0.0109002613277755,,-0.0226023686490152,,
LUM,0.028723198748124432,0.017200546112806647,0.006422471540191219,0.029918990645434535,-0.014209037493388678
BTC,,0.12831720810451003,0.009922907149512035,0.03434279939009536,-0.0093398902221132
APOC1,-0.027698794046702977,-0.055974804408582275,0.0881776897849073,0.00012824123403778364,0.01612872418984829
PKM,0.07525476931320217,0.007095412474015848,0.009631425162277111,-0.10909593086387721,-0.06775015804421654
TNF,0.0004944392897427212,-0.030670637026942667,0.09479719201384396,-0.02127805625200949,0.027829905902804715
GNAS,0.04246160605040367,-0.0045270209422016115,-0.058442053948072066,0.03794172598491043,0.11900812259996951
BMP8B,0.009803502772063866,-0.039105346353596526,0.030589280770343442,0.051744910428664366,0.041514767089157315
LIPH,,,-0.016113321807298613,-0.0066752431158755635,0.03905420369490546
CCL28,-0.023440686248501194,,,,-0.020311983377164226
PTPN11,-0.01226946867238707,-0.04768435796616162,-0.07021335062873026,-0.045428972139147664,0.022758623714722273
ADAM12,-0.04700548763564878,0.10733640101412896,-0.02431043255047221,-0.0021704123844101283,0.006566409749115566
EPO,,0.015625928981831447,-0.017499478996479627,-0.024638353930185895,-0.021600106234888738
EDN3,0.008538573714722051,,0.03992374485028835,0.0003841093844041438,-0.03924723576402183
CCL22,,,-0.01980564114399533,-0.022531397417520076,-0.020334245530051216
CCL2,-0.056719841979770105,0.059219271722986695,-0.032487071518246806,0.010378794146270149,-0.09254184254927895
DSCAM,0.010522275650938733,0.12123326328421294,0.10722044822830058,0.06863436383943654,0.021369837656299892
ANG,-0.025522484317634923,0.005248337293613566,0.10075009489249012,-0.031048956286242647,0.03296443787749616
FBLN2,0.028862150003596907,,0.006076561455037597,0.053672479331790285,-0.011595373682915048
VTN,-0.012550629763129565,-0.012158627503334374,0.0023013933886853965,0.10110024082315937,0.012661130646463493
VEGFA,-0.009923658101251214,-0.10035807148639167,0.012427888608566164,-0.10137302992784408,-0.04298859485594203
F10,0.012687130639065552,-0.031052059551581794,,-0.0024092162371220282,-0.0159224045286482
SERPINA1,-0.012531106709237625,-0.0331978950223882,-0.007512888917100083,-0.05634751499647646,-0.013346681352647813
VWF,-0.04389784018480476,0.028932913909842324,-0.007491360182351928,0.03893670266317705,0.050864638535769745
GDNF,-0.019535541856966796,-0.04529528511035565,0.008451267563599202,0.008477138235111975,
VASP,-0.03414137797805969,0.07400207905340417,-0.021109650717718663,0.002164699314721398,0.02548152256015745
ADAM15,-0.0090368652644449,-0.03997322687380772,-0.06160740708886347,0.0005166141112113519,0.022060026680334077
WNT2,-0.003025043652923434,,-0.021706366462457723,-0.02530482365149691,-0.04426756722409849
CALCB,-0.01272140590493337,,-0.018997040856860624,-0.02996941395458488,
OLFM2,0.008491120353815523,-0.040292419933499045,0.021842901779621633,0.035956957265841395,0.03285922175701945
MFAP2,0.016960445036919156,0.02661956645446907,-0.03736518618656908,0.06552423671508571,-0.014607495109227344
HLA-C,-0.06971869147605277,0.0590769560145998,0.04624226118547071,-0.09936679736423218,0.051268758313081024
THBS1,-0.025004832958112164,0.07395316418844007,0.007078490678128045,-0.0060314502624857075,-0.0708457639953971
HSPA4,0.026660922295304573,-0.021149516269913054,-0.037605131909142095,-0.0033767124356203436,0.04584296510487305
LMAN1,-0.017570770630611007,-0.0372740710202386,-0.029741567971066588,-0.09082865482248278,-0.02907104578507952
LYPD3,0.08023386968841414,0.05479458120449422,0.001444593146380836,0.005357415195934472,0.027095270178149625
APOE,-0.05714704618064917,-0.0749851515664819,-0.009562550493876469,0.029313000182234084,-0.0037628606771370524
SOSTDC1,0.06085515162548604,,0.03767286579812288,0.1142680965257062,0.009486541602486362
ANXA1,-0.031142811415155083,0.035894851728490856,-0.025253249466475083,-0.025210237896626242,-0.026666938032169255
WNT2B,0.02764212065752948,-0.08469377850509717,-0.04656752476390668,-0.008714291400240923,0.03901778978311647
AMH,-0.02284612912046396,0.004881277467168228,0.015841836296205537,0.04059997018231244,0.025912421241883078
GDF10,-0.026335607385922784,0.030788169683477376,-0.02698429961592992,-0.015598640037986392,-0.05707111132558764
EFNB3,0.007576289363508915,-0.0061604696017303045,0.004038257903533924,0.03440615173695112,0.03808236661536145
LTB,-0.013056608695979063,-0.00819432038835935,0.007218465664952453,0.05651427773493922,0.0007840206194739056
ANGPT2,0.007868047617169995,0.06989020095708431,-0.026432596484008943,0.01488551180070166,0.02678644871319484
ADAM17,-0.00851773560565422,0.04664970863707247,-0.003827508201145633,-0.040790101290746714,-0.009470040523539973
LRPAP1,0.06074877863113114,0.032550905349379794,0.003674091373672026,0.019968640947258844,-0.0020918011037954556
NID1,-0.01879299937643428,0.038290086621389205,-0.02782295298706501,0.012851988613871183,-0.024204766961108758
MST1,0.020921092165664856,-0.06732809658706118,0.0043758967521957785,0.06928084510060376,0.028673181637728293
DCN,-0.013937545479211708,0.07522461080855038,0.002217525112365267,-0.012416223381339117,-0.053142705933048394
IGFL2,,,,0.04105982370354416,-0.026808223909345872
COL7A1,0.08082351824406647,0.02406958077253075,-0.022212522838103908,-0.005114470783306611,0.03235943967447357
CALR,-0.05986721452412902,0.0289335680076162,-0.0034666435580593506,-0.017928974231231395,0.006812140632125758
PIGA,-0.00556814343236742,0.04633573897580377,0.01550527175029234,0.06261207119603167,0.03444668733913892
CD200,-0.02835855767099601,0.00024788781804965234,-0.006351743064568581,0.09689710915982164,0.06467577648061919
GRP,-0.01698100880188296,,,-0.023014969312318407,0.03766755946478717
CDH1,-0.01964980532960382,0.04058453157645143,0.03488020330867309,0.035408036395874094,-0.043460661047544064
LPL,-0.008786387828391038,-0.024984113324578134,0.013905645405571907,0.12578547369173718,0.10712732531942788
SEMA5A,0.005779781903210633,0.09602706295104112,0.06122135495429409,0.08831278309838035,0.0774328485702391
SEMA7A,-0.03324186256532592,0.0047660943862082705,0.02795128239907809,-0.01013297821209107,0.04021273639207512
SEMA4G,0.018482974874354983,0.013273115964740984,0.034229669233873806,0.0924600916208335,-0.013714696288747392
SEMA3B,-0.04616825579447143,-0.0020795189141973257,-0.017456943864703874,0.042480735452437524,0.05168037781438545
RPH3A,0.03741013190139988,,-0.04810151037883065,0.09707672188108908,0.024220599727517642
JAG2,-0.010116390153345695,-0.03694885484959927,0.001157311362611348,0.03259547831543542,0.02346100033416629
CGN,-0.02065323856541791,0.0022613839110236385,0.003961390362627919,0.07823150306747452,0.002890264084158416
GDF15,-0.028749140343645584,-0.024877963614571882,0.004703049777596531,-0.00944786590231777,0.02334106653146813
SEMA4F,0.06383553666860914,0.10151845553453126,-0.036267579337211496,0.03403726974994139,0.026964070697491647
NXPH1,0.0022837725975668978,0.030656600136675507,0.0609271520565838,0.08513180784750053,0.1041802688395734
ARF1,0.025637031741265234,0.01307604180705741,0.021853789476119122,0.0025572160907451273,-0.03613038156845752
DSC3,,,,,-0.02160011279137465
EBI3,-0.018228080378767927,-0.06812205517027732,0.017869335426197452,0.03497064795636451,0.0030818672800725193
TIMP1,-0.011552356422185139,0.11588813107877484,-0.03700046673047726,-0.11845436109673825,-0.05083613232201966
SEMA3C,0.002653645145435395,-0.01805645532946411,-0.050349417316671946,-0.013249149970046087,-0.016405021151552093
GNRH2,,,,,-0.023406666051309807
GAS6,0.05177335979262318,-0.025566329457224535,0.010775163494875763,0.058015455968845074,0.008918852297826964
