,UKF251,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1
CPAMD8,,-0.026131531757011862,,-0.017227135950545938,0.03434712746944056,,-0.0486051638651267,0.07528979938145974
GHRL,0.09883569130366847,-0.026145716121040895,,,0.019368436905730427,-0.016011428182012934,,-0.03225182660413579
NPY,-0.05104100068440427,-0.04899561782315389,0.038692771653829526,0.070689789011461,-0.0633313521541465,-0.04047767728960887,-0.041890983211261085,0.06492554824391508
MMP2,0.029985291106698557,-0.05288391141649349,0.12436818393367605,0.0627418819544146,0.07286625881462641,-0.025817860103275615,0.05876021188653444,0.055864649783112404
PPY,,-0.019097898409397223,0.04090181907150922,0.07631871793632039,,0.005165306713906687,,-0.02330439002203926
ALKAL2,-0.013864257350328507,0.032652882745222406,0.01852511975143476,-0.04384517001585261,0.01455511271112445,-0.03352898019045632,,0.07882259791771709
CSF1,-0.02039203563822763,-0.02934770673524148,0.058955508937057415,0.04427681492776813,-0.007392775911422382,0.058539752972522105,0.07075640155651153,-0.024325323015791402
SEMA4C,0.01909469434943122,0.03590221339353561,0.09496829000454123,0.06210596995284515,-0.029722639671906217,0.01415853669328418,-0.05683759601973634,0.008255200585389207
BMP8A,,,,,,,,0.004567704353312081
ICAM2,0.023086861106756094,-0.010470002106940966,-0.04710343933228146,-0.06802758583336221,-0.06459236755803026,0.029203495055426736,0.02706898340258046,0.10583516171454177
SYTL3,-0.005126019720793982,0.0066778126714484454,0.04664658441307469,0.0787918685047756,-0.06292870488849395,-0.027136774093976267,0.11686139312733114,0.08400125238712526
IL1A,0.06895072826468629,-0.011500815929254117,-0.02412800017655104,-0.009183048484286664,0.034692483104957754,0.00904339271070533,-0.03951994070780855,0.0003671008904489039
HLA-G,,,-0.016815854890883813,0.025808662753930886,,-0.02684587745632747,,
PGF,-0.013842824428782817,-0.004130107168354764,0.036002392036641566,-0.03310336510453679,-0.00291780825848965,-0.03590212760822926,0.014365982091051418,0.05118371961173251
LGALS8,-0.015230020725270509,-0.003243751193221591,0.05769663351928448,-0.005655823419512914,-0.026400333896079754,0.04573855937122937,0.021600676148649318,0.10005918595763895
DKK3,-0.04444082933072434,-0.04157458111984068,-0.008198921580680463,0.05242271470470254,-0.042699115029921735,0.020020877386006275,-0.06132744027694855,0.016638184307184646
COL16A1,-0.0497554138997225,0.018877643832675244,0.10977588510777182,0.06148460207129885,-0.038729371189675,-0.05192510068513571,0.08542879684800408,0.06738456367703957
TPH1,,0.02680858847291998,0.04565238887459331,-0.025749788390278423,-0.05091638845797308,-0.04192238935470002,,0.08870550985366679
TNC,0.032647574892399334,0.03509322637499609,0.07483597008859551,0.06622288136310682,-0.04306607637652957,-0.010490141519961561,0.05796186360392752,-0.017333036670741233
TNFSF9,-0.023184198993148643,0.007046433114158743,-0.0037174123831438385,0.03148276882008858,-0.02525311647510672,0.07508396221650475,0.05824071652922647,-0.03182578177442646
C4A,-0.013662604174504081,0.0026322784299093135,-0.01980564410226437,,-0.03574999188389985,-0.014958290225319467,-0.007509394597555528,0.09447898331697102
CNTN2,-0.02037744834525296,-0.030991586742565223,-0.04568080901197339,-0.031065181784648163,-0.012000251668228781,0.06302981064324607,0.07282360048997491,0.03227298099550495
F7,,,0.0103935932642563,,,-0.01480217833404059,,
LUM,-0.020143433614094458,0.03920256626502612,0.07014907487383279,0.04491847613235637,-0.001812787727448113,0.009180936442049346,-0.04265831234494,0.013617264362824072
BTC,0.05639684122174881,,-0.018053318605968652,0.03815824058198659,-0.03067484223224185,-0.01432435366933425,,-0.045541542682210855
APOC1,0.09616592064220417,-0.0021097753460348405,-0.17865564438065784,-0.09070510648537736,0.006192524074549513,0.08110786846447884,0.014477389592694066,-0.0057095582619596805
PKM,-0.004878880407079558,-0.022612537090445157,0.14754968183155046,0.044836222725419386,-0.019592191360581553,-0.014521561337647171,-0.011106811684904697,-0.04687982081147006
TNF,-0.03033666302523299,-0.02095071574015806,-0.01752252753128921,-0.017888112026978945,,,,0.06749681663432214
GNAS,-0.04750527850669511,-0.02277510410233033,-0.013165434132735177,-0.057953357890851,-0.009576282857806656,-0.04964390136573997,-0.023602101459026806,-0.07974481991500097
BMP8B,-0.037847530390265775,-0.03449016998075216,0.07440901224684501,0.0060088012731335655,0.04031816827728983,0.0010250382435090044,0.07694697330479179,0.04921944558831665
LIPH,,-0.018253707022953567,0.02998409299425752,-0.01994370597305956,,0.05541729542115389,,0.009466315018634094
CCL28,,-0.02810770589307691,,,-0.024711768957922604,,,0.0211987985739771
PTPN11,-0.0471848962541622,0.023868491627907114,-0.02952903930533164,-0.04260296483375077,0.06509085448863626,-0.014367570207022297,0.03824672960504796,0.04363149043057289
ADAM12,-0.016269521087405276,-0.0188542644973402,0.09117263439066405,0.07598258508973434,-0.010432288616246182,-0.019815545473741362,-0.03221451997491114,0.02422804725440237
EPO,,-0.01909789924302426,0.0032198125089007257,-0.02071305903338326,,-0.014161718747907491,,-0.022019813989042365
EDN3,-0.049913629846621364,0.06854195121178287,0.019523689020880284,-0.02159013335417324,0.010477525815552457,-0.006832233276265313,,0.06826084234018016
CCL22,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0
CCL2,0.03579625522064776,-0.007695937451760399,0.14929296988718424,0.039805635539755614,-0.015807312371419472,-0.018273738059156896,0.019286304786236035,0.012644737391603012
DSCAM,-0.014958892335493353,0.011211834030668943,-0.04838919815128792,0.01243248488056107,-0.08033429456069771,0.021934507921138977,0.14753338415811693,-0.069265139198454
ANG,-0.003407829974082388,0.05751549983276309,-0.0316643129666998,0.026216646602190936,0.11620646065724977,-0.006879396683340137,0.052914966665757804,0.02802752739640847
FBLN2,-0.03141110858499825,-0.03422601861857152,0.06248410343186719,0.07638359869946564,0.01313727733754369,-0.02853293981662279,0.041056537934801005,0.06581390676246221
VTN,,-0.013108405179909462,-0.02208426812598715,-0.014565005550566407,,-0.018337514371574232,,0.012941723173986792
VEGFA,0.02581998134089519,-0.008469377111153744,0.11433697695905477,0.05587304070047303,0.034842737664857015,-0.04424098573058332,0.08670477373429264,-0.0703998126594302
F10,0.014592744667710222,-0.02094043374830009,,0.040943131767209234,-0.0265395165426079,-0.024527183831381503,-0.017471651735689913,0.028807779431756678
SERPINA1,-0.0030180232557895053,0.01774296062334541,0.03505854773162973,0.09381671112544586,-0.01234111422214753,0.027161087999167898,-0.09322371778844027,0.007620522436379644
VWF,0.029764252092156693,0.011993979405268244,0.017094211907441335,0.046013487482479444,0.04732170684384713,0.03116808219236475,0.007404639538077069,0.07647801025539801
GDNF,,,-0.0020526338588225195,0.03645753861886692,,-0.019830704280880043,,
VASP,-0.03721097408091576,-0.0290733892876426,0.027222894562250816,0.009025579601773257,0.021672243898736822,-0.03650921188837988,0.004448775453860323,0.09985862853259139
ADAM15,-0.019354557039729298,-0.005231423393749669,0.08428123929505929,0.068186559474963,0.05310247006702404,-0.01161176938846317,-0.07025929597453195,0.06100113860734307
WNT2,,,0.06857065863909392,-0.02127334916967214,,-0.017004309369448946,,0.035566058883003585
CALCB,0.028370562244154917,,-0.020973534156228706,0.07174240754863039,,-0.004445625147666138,,
OLFM2,-0.07050147204100683,-0.04434637967220812,0.009301227555988166,-0.010291836832031569,0.01923852905714821,0.020743454948611895,0.016542777704011146,0.021834112735938084
MFAP2,0.039486388726169476,0.003272793549395632,0.13921515811193874,-0.013612419737155133,-0.004552790240816118,-0.05856085481658711,,0.05782851952102849
HLA-C,0.03190366937349498,-0.010389897367369654,0.11682239916285433,0.022502350038963323,0.03529567917436283,-0.021938749106738445,0.029046582362404413,0.08070024239623094
THBS1,0.018606509901858307,-0.004759401975262002,0.01773763328419219,-0.0059885862816298875,0.011465889949605457,-0.005115795755235976,0.09759211105755344,-0.015334994911019568
HSPA4,0.051385471934517014,-0.052710449741299896,-0.09979750542630572,0.05117109334894375,-0.02094428184957765,-0.015279566218665736,-0.020768639097473177,0.034793454562746684
LMAN1,0.02378677232548946,0.10081205719901389,0.07458595016982901,0.0032566166347407755,-0.038789692025114744,-0.02806381346002136,-0.060034096124791284,-0.021346960233961383
LYPD3,-0.015921932746795403,0.03521787681032657,-0.04029734601369899,0.03844348044435978,,-0.022555128915548273,,-0.045664249376251825
APOE,0.040540292782483264,-0.010199001656811098,0.14755534171062365,0.040244117348942884,0.009241581087306154,0.058998635665111085,0.08337562341354615,0.005010271552731707
SOSTDC1,,0.039991145347918255,-0.017832241833563325,-0.016562508398962665,,-0.007293889755340659,,-0.025477992555505098
ANXA1,-0.041548488069196116,-0.02009698421931205,-0.011752850386490968,-0.007762344640980483,-0.06169261574065385,0.056784033653045976,0.17538192101446592,-0.061072454290478875
WNT2B,-0.022426636140220283,-0.012857689652546876,-0.007615956129170084,0.043992456927285005,-0.015542159231147249,-0.02117722671952758,0.036807523041908104,0.020006154559637775
AMH,0.010368601923353834,0.002864326067848138,0.05636915617174697,-0.020353982111538976,-0.02471176580664678,-0.012530517204335125,,0.09124228321690062
GDF10,-0.01791243477664682,-0.025719422670244883,-0.02979180462583598,-0.03190009373513386,0.03633735681068333,-0.030648860472889086,-0.048605372302227286,-0.019369901394791254
EFNB3,-0.03062840976242394,0.04586976708319788,-0.05675665594202141,0.03339303076588723,-0.016152364305535995,0.010367967526364062,-0.003265381501048141,0.07186530038277494
LTB,-0.026132184896260575,-5.432854089298772e-05,0.1232804298576587,-0.0009367542660152581,0.12942470726396435,-0.030225450949214347,,0.051711987004359805
ANGPT2,-0.004725115554029688,-0.013306549815968698,0.044818140852892416,0.0377670336350522,-0.026052786571960883,0.041722313091210404,-0.03293746415975862,0.044630389971166806
NRTN,,,,,-0.015059605160894106,-0.012609994394499852,,
ADAM17,-0.029039083809055895,0.0008395591791881011,0.05914026574629456,0.023298337232530504,-0.011462346950601264,0.05221313048679692,0.08522422268444997,0.014148670890685128
LRPAP1,-0.04183434532915741,-0.007717570992637477,0.021159662917693972,0.0044980334496561285,0.07542380600126589,-0.07119980493967483,0.012361136841834965,0.04258942989734394
NID1,-0.00025168287991819547,-0.019179797938081174,0.17371733016543775,0.07580776116927633,0.008898747842959423,0.0012361688468375234,0.04258155814177999,0.011250009758959118
MST1,-0.0028659135633277134,0.009011391610623427,0.04429358127805425,-0.04474229676136941,-0.06641221061311499,-0.026305471581924113,-0.04451354240633598,0.001071390858136959
DCN,-0.02610800158976747,-0.06331364312920992,0.11794913396348829,0.08492674282098701,-0.0024455903032143977,-0.005565173713803844,0.06015335180706177,0.03212540105411193
IGFL2,,0.09126284462325683,,-0.02052319292493752,,,,0.028489393286418543
COL7A1,0.04916973598957358,0.003969126885956363,0.15859092388668344,0.09807928455555934,-0.04780526010430678,-0.0688484248303629,-0.040052292833059285,0.05001785801737519
CALR,0.00525544384182035,0.005503587453510308,0.15630565764835322,0.0909069316361796,0.06594147771412152,-0.06214096493451859,0.07585310526926052,0.02868749344422745
PIGA,0.013727532297266231,0.006108697136326651,0.010229360295883309,-0.036083243198560766,0.006670035583179193,0.004611184840505222,-0.042597180114529606,-0.00877242976991096
CD200,0.02786013282548323,-0.05813310007117126,-0.04523488608300121,-0.033081129477048096,-0.044986881563641924,0.010459933097438636,-0.0056041460771696985,0.018896412067616178
GRP,0.026525291127951777,0.01449406350754486,,-0.019348306277616592,-0.002838185614364426,-0.01383110274258041,,0.03942168279139434
CDH1,-0.001363209931810756,-0.006368817824284732,-0.04766330505553087,0.07089587372371343,-0.023205337951425837,-0.04807341127211604,0.10131724102504298,0.004886374335974122
LPL,-0.0010590471808827181,0.009931075635016029,-0.055958212814907725,-0.060366998257341355,0.016867502819689514,0.010290427977510003,0.05662081782653632,-0.021427444734745834
SEMA5A,-0.039269580785860625,0.005283610603739538,-0.08284497274414215,-0.004717277545030964,0.03449198748809617,-0.006979012617876642,0.008828860660958844,-0.011213909041149162
SEMA7A,0.024216724892073955,-0.011257370139711299,0.05192599082041952,0.05912360915828285,-0.050397335038606994,-0.03383619783288996,-0.007679545658096358,0.02898956718659078
SEMA4G,-0.024755234746841877,0.013512621385686983,0.01802685759862932,-0.01234454184162599,-0.015136350692064553,0.018993580292714453,0.008007810223054804,-0.016610485852941264
SEMA3B,-0.020718621329891874,0.00894980648117667,0.14442665859934628,0.05028786486672631,-0.04811071874781034,0.004011327156657691,-0.06170679027926901,0.017811124883762682
RPH3A,0.00011858108832310532,0.006266617275366042,-0.004425129258875871,0.03552976100664504,-0.025960715605743853,0.016972984016310894,-0.06412168105738686,-0.008753951883312612
JAG2,0.04860629002872799,0.06641862522689844,0.03008160262543918,-0.014024715237400577,-0.011195547318797688,-0.063490243724885,-0.0650323581333736,0.05316664375261423
CGN,-0.020701066269489574,-0.033243012868163495,-0.018014108395236466,0.006803386011439417,0.0040934854398660125,-0.003023817126102731,-0.034125451338879974,-0.007402429742408392
GDF15,-0.009444893841772896,-0.02359772078224419,0.0483309186730515,0.069796656487127,-0.04181668988702758,-0.06244661406561597,0.06618770025121656,-0.04294465443402439
SEMA4F,0.06144807001468309,0.0008465864799715041,-0.09446867017440638,-0.006005640102025923,0.018115362540196873,-0.03844107038830746,-0.04763004707127023,0.03221438254884125
NXPH1,-0.02646679889106749,-0.08396740085482203,-0.06494534333210428,-0.009559004486512562,0.016607673877652756,-0.0806395620054697,-0.0019210809913634199,-0.044053654099977274
ARF1,0.04278545938462709,-0.017411040143149644,0.06933847294140473,0.05824459936983509,0.015147216194394195,0.01999036579487087,0.11926825612278232,5.332402568682841e-05
DSC3,,,,,,,,-0.022019820672926165
EBI3,0.09541729388507393,-0.031921888582412516,-0.011873477112653623,0.03272917370474669,-0.04444310364296122,-0.040867040112141664,0.04064446082731947,0.053252662708082196
TIMP1,0.025129908334115676,-0.005674021517970492,0.1565554928828603,0.07124366030482508,0.03467358224030322,0.01705458935830574,0.07572322033894627,0.02148036650061976
SEMA3C,0.0611054012075889,-0.006152638398446072,0.11733533914070632,0.05607566127848797,-0.045379130119574854,0.021293317371589224,-0.08449653021422902,0.10299948250095535
GNRH2,,,,,,,,-0.02386147674222907
GAS6,0.01663604895542931,0.04303447179845637,0.09544660384200053,0.029867193347717903,-0.0455307075727644,0.052757337883815834,0.013552315112562724,0.03749578139831071
MEPE,,0.010210873599673626,0.05898381512210593,-0.015851347245584464,,0.06721386600070016,,0.011476741044454144
SERPINE1,0.01115459222548081,-0.01613113164898839,0.1323995625266261,0.05546354685148995,0.05622258741752147,-0.003436051159468604,0.14139904183786534,-0.05509664371390483
RSPO2,-0.023799188050142264,-0.0036995043064112446,-0.0110193775450434,0.0020751589308950578,0.06374393613678558,-0.015098855668488294,0.04851186951181171,0.09241525955414512
SHBG,0.032634755707010285,0.03423158971206291,0.1264393727233633,0.016732766449673645,0.011008337207634817,-0.0011737673347247946,,0.0006519928460935007
LGALS3BP,0.045071147210029326,0.00022063318434923567,0.16463587946804212,0.03795022960231,0.03510432466713289,0.0036235062905284545,0.0612553565562571,0.013978081767962117
LAMB1,0.019446741244321126,0.02716331204624228,0.13560913472533048,0.024263622677938343,0.0013079003632994056,0.009279491609033026,-0.019125623676621406,0.010544996952834222
SPTBN2,0.04987365998525944,-0.04481343135642165,-0.011169005804216895,-0.03692848826009127,0.0519029193165956,-0.058921050552155664,0.030029065064348052,0.05022777323380233
COL1A2,0.042736029409186096,0.009859598584860463,0.1440583689223032,0.13549212657076232,0.014620153059262234,-0.003664467620183608,0.01278723061885261,0.0006169431002101448
DEFB1,-0.013458057033250256,-0.006048563071020514,,,,,,-0.0096293083868928
SCT,,-0.018539223834265584,,,,,,
WNT11,,,0.03235193913023916,0.12650996539749434,,0.06497099495290924,,-0.014530000157952276
LGALS1,-0.0047985641405741,-0.041119731300244364,0.09919177048780643,0.05009919766422512,-0.09048355809200599,-0.027142607249635783,-0.04725169372519944,0.0247339659410738
BCAN,-0.056642889495290054,-0.03001438646261006,-0.05747681100816404,-0.03122632653443731,0.04238907675701988,-0.022041295646735664,-0.02368376917310811,0.024047729773742074
ANOS1,-0.02255528193365968,-0.0453259747341374,-0.08310775189961825,0.0042898638756997155,-0.009569925685153954,-0.007488280535148665,0.07252507844866256,0.006690484573467263
EDA,0.05833745246953774,0.010468539873570725,0.005325690179106189,0.11695081140185416,0.04610380548462139,0.05092057286527202,0.026782993274600216,-0.018627428712318195
FGF22,-0.018531536020839862,,-0.029457202778820562,0.000795923431869228,0.15078440433736845,-0.02123076433104697,-0.04138131974395993,0.08637362180908091
SHANK1,0.027598308785166756,-0.017034353909871732,-0.008570191975999708,-0.024875696310932262,,-0.022293366450582,,0.0036994380923920512
NPVF,,,-0.021866264435237624,-0.017670357823791005,,,,
RAET1G,,,,,,,,0.033007234007086356
TGFB1,-0.027983318910968894,-0.01732353849242163,0.1335320934531354,0.047961598064199217,0.03390689316969741,0.03589022694136481,0.04123737332274155,0.047496500259869415
MSTN,-0.0007722376298079934,0.0089446034093712,-0.02475896277474508,-0.036340529387052435,0.023682814381060215,0.05163777733815004,,0.057308612523341546
WNT4,0.001223114739734856,0.04340729303444732,0.05801520382037306,0.007773071296866189,0.05908738071640981,-0.036836121091911464,,0.029595000986721142
TNFSF4,-0.022039192836679704,-0.01409281457776802,0.14070682075563423,-0.03149116702972795,-0.037089830180378654,-0.037968971254683105,,-0.0025469822221310156
NTN1,-0.035994914293363975,-0.007920649428743532,0.07924813539157194,0.0012288646048138892,0.005817878306926988,-0.012447598310681299,-0.043107625257100955,0.016440811486173896
CXCL12,0.02897927565140744,-0.003227584346763809,0.07483861360103293,0.05063726675706469,0.009734467787298971,-0.04889895518689559,-0.061365822774240526,0.01663147604200185
GNRH1,-0.024281317552179306,-0.00903413851330278,0.027348857742407348,0.04728576147810747,-0.024394914817354774,-0.01995065474654684,,0.020785631267180714
FGF8,,,-0.019514636536370183,-0.024390196994722474,,-0.02551401231509934,,
RIMS1,0.03332714470322612,0.01596545343032404,-0.104690814407053,-0.027470189025701235,0.05502510368750736,0.0007489432878897221,0.018145552670608803,0.027549929628773603
FGF14,0.0011443116010233462,-0.0036924009910193345,-0.05220034135093523,-0.005242317647174085,0.02906107420265291,-0.0018429640801381115,0.02184884098898127,0.0025275315279292424
IGF1,-0.04149062870701174,0.004276521316817527,-0.046520224190848225,-0.01249533268609029,0.02991728494912666,0.016474755326224853,-0.040470895121344094,0.06890750745194284
TNFSF10,-0.04793171955518733,0.02570622315499253,-0.05899530579520591,-0.006243607702812145,0.005333132145030097,0.02287193958654233,-0.045117420051029984,0.042163077248414386
GDF5,,,-0.043475619401454016,0.06516636190764602,0.015996204089100765,-0.02475809930365152,,0.027840696399756393
CHAD,,,-0.03385195612297356,0.02324162852369522,0.01041314638582507,-0.019710111713771978,-0.0317536984539554,
RGMA,0.0067255579810483156,0.0003320516820024549,-0.03595858870564451,0.011542239283494475,0.04259641589710922,0.010630503900393789,0.04791484512544418,0.011892782787536502
WNT16,-0.013662600840773214,-0.03189069464066818,,,0.0005121203993882056,-0.012609992730109319,,0.08507115444656028
CX3CL1,0.054310053791846516,0.01794409521506122,0.06074517256592185,0.02008768034177711,0.02582155132539336,-0.02700903669133728,0.0007690764498186792,0.07379461186339331
FGF1,-0.028090460277059193,-0.002595910643327745,-0.02861671531087301,-0.02422654211913662,-0.034431580897603675,0.05756897641013379,0.007396651570836252,0.04977589246735541
ALOX5AP,-0.003492670553503499,-0.01759370642227491,0.03877640285317259,0.05896332077338786,-0.09134835862938126,-0.03116063865310709,0.03572998469048236,0.030095082511004196
IL1RN,0.10570842494281561,0.02112267765237864,-0.0018511579228673643,-0.0016077138483995158,,0.025364005401442628,0.03334600028099288,-0.03055074362256181
PCSK9,,,-0.019073111858029516,0.07090570070322011,,0.08028947705738453,,
NPW,,-0.003449373091764877,0.08270007826630413,0.07097382370022871,-0.005040949423771373,-0.028917775658111364,,0.018489249434584056
CXCL9,-0.021645570086630452,-0.003932759353370296,,,-0.02935463307480907,,,0.0649581979683403
ANGPTL4,0.05755467911516107,-0.018481330536643942,0.15692006412945428,0.058345753146633025,-0.029928547136698975,-0.06439233713424292,0.12183966551095074,0.02055632020414675
UCN2,,0.0007585524238827186,-0.03297943694161908,0.04828777038514933,,-0.01383110274258041,,
OBP2A,,,,,,,,0.04627139964203068
COL4A3,0.007142238829320713,0.007560712921097955,,0.09248302886826461,-0.030431195605773988,-0.01934436601891687,,0.17175389820591333
NRG3,0.038669313258418596,-0.02478234779982604,0.044283243664221726,-0.046617716130137994,-0.06699115021091387,0.05895979889954893,-0.00863445278388876,0.04954377418092258
IL23A,-0.018224424288017328,,-0.01907310520452878,-0.02406172670122872,,,,0.010622752489153368
COLQ,0.02884422929662931,-0.028213171597329955,-0.0050002812221126,0.0433094892916204,-0.05654642418507466,0.00013070244623346634,,0.09045760780219743
SCGB1A1,0.07888811482095183,,,-0.02356146952309611,,-0.014161718662665966,,
TNFSF12,0.004604398700974667,0.016760883801594035,-0.03147790988199876,-0.05473791706259404,-0.07806387942714751,0.05011242833034003,0.050924550244676924,0.03389957499147072
DKK2,0.0036900574189514886,0.039750396560426955,-0.022514476483690413,,,-0.016300760524218343,-0.03163559722111362,0.026277438622814984
FYN,-0.026393842718245533,0.013277797203568602,-0.04415689536819622,-0.054745457362462356,0.044584995082038566,0.007177483432805575,0.019050507176572307,-0.0014917484133673243
ACE,0.01727784089418066,-0.039130495682080574,-0.07059958514093417,0.0033771038271720706,0.017102604163205044,0.025151307847716395,,0.04522430995001883
IL18,0.04047130765180139,0.03420457202798405,-0.06108969977551995,-0.047792370943549316,-0.008089223741300606,-0.0052320067655157775,0.03921882350285341,0.08609669798592792
PPBP,,,-0.023353183090869433,0.03351900335865693,0.1295912396437488,,,
CCL27,,0.023248097591546574,0.012481034878126357,-0.038971729269543426,-0.030932889977558907,-0.03334395380211782,,0.06857380961201974
SERPING1,0.022220565294046767,-0.01904284624220962,0.02462351693227376,0.036214776464510594,0.020990476036155965,0.026608164413839192,-0.0005990207291638862,0.0061261601323126715
AZGP1,-0.07037816053263254,0.024954327552258924,0.1645572798895653,0.10411935071806676,0.044265406161436635,0.020361634377090813,-0.05173431242497982,0.03611422648796637
INHA,-0.02124541766343925,0.01563763379382215,0.028255510348324655,-0.035356490420513365,-0.025024888862593214,-0.0011663405755758163,,0.04522024318841525
SEMA3G,-0.03492009677681499,0.046570968465167194,,,-0.02308738100271968,-0.0203067515763988,,0.005174005416126994
OXT,,,,,,-0.011858964411542544,,
COL6A1,-0.05706989587465691,0.0264120500994199,0.15736895289285166,0.11064671670558499,0.06764050598634382,-0.005731766874389201,0.06038954116294821,0.017135068179468676
FGF17,0.07012171529872069,0.0056015528766110885,-0.01705183189833337,-0.0039649161991271355,,0.003763669372042333,,0.09827541388118431
TNFSF8,-0.013458058418755506,0.0578724485601987,-0.025339961517820617,-0.02052319071686513,-0.022407039025925706,-0.012609994394499852,,-0.0057260640764413735
FGF20,0.012076074844489986,0.008998098231168015,-0.027555065728669385,-0.03202994512309434,0.06637089292962486,0.03485178121645906,,0.002365297017129472
ICAM3,-0.03918826424836312,0.008821233455227633,0.006206219656028493,-0.008873856176289092,-0.08046159709165741,0.00958603209803293,-0.04451354017228435,0.06634312302027412
LAMA4,0.05382574657593525,-0.01863295324030924,0.05817832496155793,0.09222247599318778,0.08558116125859783,0.004254431155269896,0.07255698354168444,-0.015046253009426833
DLL4,-0.013220826370006248,-0.02865024793131718,-0.05271255618183381,0.02547803985590844,0.011471332046162304,0.0017160617587458182,-0.045714298147854104,0.05231914531644439
SEMA3A,-0.025336789499059084,-0.027368840888650995,0.009124688449334723,-0.029242609689598804,0.05486640501321855,-0.051402088185761335,0.0012190558870964255,0.013380213434771058
RLN2,0.008312703431049418,-0.02422560828638546,-0.017522521842566,,-0.03730921946938128,-0.013831101217409544,,0.20050017602704945
C5,0.05611540886704965,-0.03149427073343731,0.01793058904209555,-0.03853915251434558,-0.010740856980335393,-0.020933182735078576,0.007449374526005056,0.05241208537855778
COMP,,,,,-0.026833030068183772,,,-0.00738662959493453
EDN2,,0.04639473150645587,,,,,,
C1QA,0.0704307315926836,0.003400878975875982,-0.032571865548137055,-0.019831893263014704,-0.00033412139755776394,0.028373055875709662,0.03212019342995323,0.02626030199126116
UTS2B,0.08011269825513789,-0.02094043323953386,,,,,,-0.02897666471571453
COL9A3,0.005238720518525284,-0.01933684502634522,0.054121378847989274,0.03650154034674787,-0.0005332039697399707,-0.07945651883617234,0.0624030797620312,0.05268959202931592
DLK1,,-0.05124857211801187,,,,,,
HGF,-0.010246832449393315,-0.03393956610546866,0.004324676957351937,-0.008747037287382369,0.016265300593047472,0.02790121399240557,0.013080129374840842,0.022194574734630313
P4HB,-0.04232726969782478,0.052512965467772364,0.15833772665614143,0.09495994047912619,0.03549767557018973,-0.012134678860995715,0.004483241327137445,0.0030822910451080102
ADCYAP1,0.01063860414854036,0.014835348446825835,0.0455824095003479,0.07895160062610045,0.0029476149653352816,0.0654786430266364,,0.11731241971242733
GREM1,-0.014567365699865081,-0.029629744880125968,0.18580906905260777,0.10742249469239294,-0.006146112115567153,-0.0205511519834344,0.10325315528912046,0.0046430780188291085
EGF,-0.022853664792219563,-0.006259718962889733,-0.021424172905713953,-0.01788811602503928,-0.017343069615435563,-0.01741396604204339,,-0.010681184802984849
VEGFB,-0.01992762340777238,0.03283949500095243,-0.01450152528662353,0.029699828860107105,-0.007381285314330859,0.056548708326505895,0.105465827296622,0.006026869601217276
FARP2,0.05339219216249301,-0.017049332652920392,0.02884557067681053,0.0385685481131984,0.05451986146966273,-0.0192033748545869,0.08784888357702166,-0.021943012240085324
IHH,,,0.09442900899444298,-0.021820536106861074,,0.041048362711469936,,
LAMA2,-0.047665979359476106,-0.059258630847002426,0.013976093131442699,0.017328175711042,0.04901519751050768,0.027178585589950247,0.11823546293202247,0.042728209741158214
SERPINC1,,0.026243238923429404,,-0.017888117448078347,,-0.01349287326402919,,
NRG1,0.038910742047846926,0.013990238368147508,0.014089783385089484,-0.015200245881346847,,0.00679362145936478,,0.029280103745017903
SPINK1,,,0.0007575603454309152,0.007454450138038233,,0.006490173699562339,,-0.016413722068162558
EFEMP2,-0.03991371591615044,0.026107957857947166,0.13469580922983135,0.040389450670549915,0.05614363129856883,-0.02087997941759273,-0.05464038743018363,0.05094923256868616
SELPLG,-0.010288163918935148,-0.0118282717158086,0.12575100491513014,0.03647990218543534,-0.02598807927363989,0.06708983500509585,-0.05572812781490462,0.060024596672562616
GDF6,,,0.05120777761313642,-0.04280780814413814,,-0.019973074169340313,,
HLA-E,0.044431355134889224,0.05098994244595,0.11664121991563375,0.04699942243551486,0.002003259502687592,0.09498797866166842,-0.07048102860976062,0.061105272405572
PTN,-0.04802450246448362,0.0045262097243616685,-0.054752568080413275,0.02905375169405381,0.04772759879669873,-0.03762134094251041,-0.025362992867214485,-0.016600193282944663
CD274,-0.039819223111072284,-0.016119271868088522,0.15821004113661058,0.024524937845491944,-0.043612807928955145,0.09804634050922606,0.022748697378757204,-0.060314617505694536
CD14,0.020425470371933395,-0.03778029308667455,-0.029717425958280728,-0.04251142688650944,0.07266268078922343,0.00449646065453132,-0.0301207061225589,0.026897945017688874
SFTPD,0.033122650332664566,0.07169428558178767,-0.02116808916243442,-0.047783124217999094,0.02559276898759764,0.01142292019798333,-0.0426582601965862,0.004262290932558393
SLIT1,-0.036733835712958636,-0.021403426517994054,-0.027322853681191802,0.017495629220152773,0.0019590439863702426,-0.04163529541910874,-0.0006684480733451203,0.037796897746337564
CNTF,,-0.01909789741698423,,,-0.023087390113146384,-0.01383110274258041,,
BST1,0.05055980236911424,-0.0058396845492142465,0.04131071317365295,0.007268252131742081,0.004622740599424577,-0.030205607092721052,0.050675425179718056,0.05472290870783721
