,ZH8811Abulk,ZH881T1,ZH916bulk
BMP1,0.007855745160584328,0.007511801466279603,0.04545502476344081
NDP,-0.027456476134933766,0.026597373193696573,-0.0743439999459833
TNFSF18,,,-0.023696195631443196
RTN4,-0.05543784695437196,0.03237086351127425,-0.0887217938033879
HEBP1,-0.052446964675399776,0.006653783593850654,0.01191743615243621
WNT7B,-0.01445093277229337,-0.021233128265882844,0.07564909023976303
PTMA,0.027036836842327813,-0.024873482413230057,0.1168990260946368
CEACAM1,0.05640618372542537,-0.014092736038323499,
PDAP1,-0.05517839641093717,-0.0034117023776640168,0.0428230678014871
QDPR,-0.055568986055904185,0.04589489503701716,-0.14690922435703038
POMC,0.08965109891364688,-0.007074413052824129,-0.02739344240420806
CCL18,0.06572922839072132,-0.00835875887926347,
CCL17,0.12349953575753124,,
TNFSF13,-0.029995916264518543,-0.01582519804013937,0.04479275938181607
WNT5A,0.03418433209165888,-0.0466988418133721,0.10152337803345082
CXCL8,0.10946099912596668,-0.011916817258768605,0.19759995117800075
GRN,0.0885617026093974,-0.02061523460898284,-0.05610149019191443
MIA,-0.015642235677332084,-0.05175259052314113,0.03651713879282645
COL4A4,-0.04130479359577047,-0.02840173401762474,-0.022250784525961614
TAC1,,0.05374093587812211,-0.06353225883012004
RARRES2,0.07621686393681798,-0.04235161208077101,0.15202018195370207
FGF7,-0.031772131207905334,0.01539992657125624,-0.03619882978993562
HBEGF,0.04070246592483713,-0.008779205828540112,0.1333949988395693
CSF3,0.15220521557265657,-0.020203862159878266,0.27884363222366193
PI3,0.07105049416520338,-0.06901932952895293,0.1757272045228104
PCSK1N,-0.07279153552368638,0.003856142161363264,-0.16489819928763505
NTS,-0.03646838343957493,-0.03039336512175757,
SFRP1,-0.024676851588097945,0.055974257119371915,-0.00013668277887157122
CXCL13,0.09577727582644249,-0.03295670352302261,0.06877953256956654
MICA,0.029367166345191525,0.004359377693383215,0.07134445538332497
TG,0.021190511680250396,-0.016628089021860547,0.03126016049424437
ADA,0.0040995093671358646,0.004468916145593865,-0.008215493839608672
LAMC3,0.06763891994476623,-0.01537825358407752,-0.008135735515408976
CCL7,-0.02342912116266258,,0.16851589300403505
NGF,0.00500925363470363,-0.03468561620139771,-0.03588731560259713
TNFSF15,-0.022840762270194014,-0.012546251543768311,0.04565612442299272
HMGB1,-0.03360723970011279,-0.026552485271323756,-0.05520623848805253
ITGB3BP,-0.011776513060889964,0.013795969835733068,0.02651924839484145
AANAT,-0.020553950135923087,,0.03754753569601318
RELN,,-0.015154512198385092,-0.024704898789385935
IL15,-0.03765567877896029,-0.03060416888644179,0.009739978685783043
UTS2,-0.017503192834779007,,
BSG,-0.019524101672106862,-0.018133236671299395,0.0811458214367894
ADAMTS3,-0.008537043579361404,0.003654279704810274,-0.07746428458084219
