,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
ADA,0.029530055579394157,0.11789381659969966,0.00690617043049696,0.005384094289221096,-0.009689430179155049,0.06274043316930113
LAMC3,-0.09483589204148656,0.11190361055125947,0.016003272911208486,-0.04505064982445833,-0.02846400992086251,0.07309858287497799
CCL7,,,,,-0.017837368337822464,-0.05109287529404189
NGF,0.0855668091036375,0.053035748084998294,0.0749628821854919,0.053616230634206785,-0.037096115718735584,0.08576007441885448
TNFSF15,0.07566999988798968,-0.012904955934635556,,-0.015962501139348485,-0.02810218579566931,-0.018022844242845882
HMGB1,-0.030927129188288445,-0.01910087861657171,-0.0041480829659701,-0.0192211429228036,-0.00032263082264681934,0.030193394243121688
ITGB3BP,0.07558756902158832,0.0010141065737395466,-0.03195942221375271,-0.05835342920193419,0.051008828373693124,-0.028858535109098152
AANAT,,-0.023658930148092925,0.026727792887438245,,0.09054429601542065,0.03494039368045571
RELN,-0.0037122079898748578,,,5.4016591311969217e-05,,-0.020292666289868803
IL15,0.04889464605436931,-0.02160325669359456,0.0208774189350843,-0.020039600248905585,-0.007498524209847617,-0.023192633306150217
BSG,-0.020889798763735697,0.09023795470357353,-0.04903598001698693,0.0007997440141889692,0.09061082997445156,0.0188761704656693
ADAMTS3,,-0.028329160273412105,0.06506883806938851,0.014982739754321316,0.03098137043135042,0.02980856107289591
CD34,-0.1084616070730539,0.12485767504067512,0.053396490325295726,-0.017883384943744186,-0.019716424155454715,0.0404528202562444
PLAT,-0.018223704274346636,0.09275505252279972,0.05664180818334375,0.024391208270714202,-0.005939330920069579,0.11020380046401099
NTF3,,,0.02789860995812576,-0.009007232900735414,,
LTA,,,,,0.041604805012693265,
CKLF,0.05181953845214658,0.07711616434546903,0.029703840878918773,0.02542332538501246,0.023917003274594256,0.020409260670846203
CD24,-0.0604935842441316,0.03203654743912395,0.09158572267146381,0.006148522954475616,0.039731059562459065,-0.0239723547830822
HSP90AA1,-0.09150325592257952,-0.08024648223768462,-0.08165216270071933,-0.002501661927456277,-0.04680525339661207,-0.05865211439410378
BMP4,0.0995044456305984,0.12891805843769058,0.038089838869175434,-0.04857011236671983,0.048294244558993636,-0.02214700222353771
SCGB3A1,0.015206314369287727,,0.02956274070018819,0.012782759986315482,-0.037400192449290805,-0.03702243681057404
IGFBP4,-0.08956439253564817,0.08332444606640257,-0.0036641517047437495,-0.01610082186523697,-0.021086006788236886,0.041250612403123214
RSPO4,-0.042589642862856,,,0.09445443738432861,0.029131587797445277,0.06463358640372846
LEFTY2,,0.08465072716740858,-0.024832617407599983,0.08427260038920832,0.009259193731978635,0.0817662709634018
PF4,,,-0.0197951040228477,,0.04170296997007811,-0.01819854553124793
ANGPTL2,0.025576446996047407,0.04593882670077612,0.09616863385357162,-0.018108571759013824,0.00406698323858764,0.07366888518167367
LRIG2,-0.05453384185675432,0.1134941290187702,-0.011381403155215478,0.007694426744283377,0.04572723537398773,-0.014143203106941697
ICOSLG,-0.013662328005658322,0.0725214307103821,0.07189662707078347,-0.016124233395697147,0.02032330962562015,0.06000941189154114
WIF1,,,,-0.02075277889869996,,-0.033393942225632856
NPPC,0.04994363580857752,0.04739592511399803,0.15442154015625623,0.014839605897992904,,-0.04373530854225721
LYZ,-0.010045454504942535,0.031072661111980395,-0.014285602246257653,-0.018093400229717442,-0.0016733890251993105,-0.0014188467988090695
EREG,,,0.003185565715094842,-0.027805532775407836,-0.03835954622046848,-0.02095191691238307
SPTAN1,-0.05344794381439681,0.05542284147503217,0.0528041667868861,0.021980117984959947,0.03359620004238796,-0.015328767838970357
PTH2,,,,0.008427165943082035,,
LIPC,0.056472316057722106,0.08746032320139546,,,-0.03211493141416461,0.00797049034152926
COL8A1,-0.04829921578138438,0.02792157844134971,0.07374373876821207,0.05404882694724962,-0.022396468561292952,0.012958735488386936
GSTM2,-0.07081563851783557,-0.06090523290887018,0.01801551138602824,0.033709769419768644,-0.022691063939433452,-0.03186610225037138
SPX,,-0.056648197392617596,-0.02457815182659294,-0.02790453528588128,0.06167052634637376,-0.021224847729591167
MFGE8,-0.05640176060697054,0.09706991291966827,0.009428808344209835,0.010495776995621634,-0.016654099932277615,0.018398149459985438
TGFA,0.09669879914857163,0.007789872429085974,0.0041924860104855305,0.0390981211894098,0.05589560480775549,0.022155982292593673
SLIT2,-0.035466791448263355,0.12147170296385806,0.054102529204218354,0.01828956121750848,0.018384018090441615,-0.011505398987317764
PLTP,-0.06382958935783378,0.003645336771586402,-0.020531367821394933,-0.008099494702025353,-0.03795815235496928,0.07500336176258492
APOD,-0.020040629524565107,-0.11168266681042739,0.09619234882224394,-0.04176211418587618,-0.03051594135293853,-0.00793869504464768
B2M,0.024468533289036264,0.0852819226324781,0.07273441685685574,-0.0030452790350011007,-0.09922695938328041,0.09878947898878788
OMG,0.04606887552899876,-0.09453095414554478,0.09323241183714172,-0.07413938604110289,0.026008584969497664,-0.008090828375985746
CXCL3,,,-0.057648271019169174,-0.011529483730032479,-0.0244472447512416,-0.026015887150543912
CXCL10,0.057968939533275185,0.019213248390606057,-0.026550973025785133,0.044294760759397055,-0.02324482758688606,-0.030552062777657648
RSPO3,,,0.015120702342922274,0.002092174297317649,0.0744744998497528,-0.034806273451794
CORT,,,0.061592396026992895,0.036296462427336924,,
NCAN,-0.0006054174715538433,0.00624584266544758,0.06633593614555437,-0.00135308150218659,0.04164763192339405,-0.003979114927131012
PRG4,,,-0.030565616015030765,0.007586212971503175,0.06678893962039709,0.05301778603420141
ZG16B,,-0.026300809519785986,,,-0.02257054877189974,-0.015525225777557166
TGM2,-0.11487398671375065,0.043579244498334085,-0.005403629265975442,-0.07761743525612995,0.0397142154875327,0.04576907155417101
VEGFC,-0.05488645735332182,-0.034091072558453415,-0.04150444918758609,0.04100108481772283,-0.05334263774823537,0.04267562903714979
WNT6,,-0.025012072941128616,-0.03849895467643109,-0.02962824592064019,-0.02725857641520644,0.01538889337230692
NRG4,-0.033991579094601196,,,-0.02948007260338998,-0.01810144296444347,-0.02412503252468772
PMCH,,,0.0002844959140012655,-0.016973408642468022,-0.017604743963364387,0.0037440723268807948
COL9A1,-0.06587677297245755,0.03775266452165604,0.07088223561366006,-0.03458116608661506,0.0944373122137793,0.04788813189053732
GDF11,0.02734684413621601,0.004432846944101025,0.0077189535773201584,-0.053814654022262015,-0.0025894291390597397,0.030241054981252614
RAET1E,,,,,-0.019857154317772914,
IL24,,,-0.019479481153404324,,,-0.026970983802182314
SORBS1,0.05626735823607115,0.0237980275883386,0.025735713327986097,0.03116079466529842,0.034403111862068715,-0.009737341939986162
DLL1,0.00686712379484157,0.01049885237993439,0.06219952353496559,0.015654397828060274,-0.02046054622646563,0.02823902263389343
TLN1,-0.08111104671541636,0.06117541103721239,-0.07730753413080658,0.02343826010372693,0.003400131317285603,0.02310113118782303
COL2A1,,,0.019078682507704153,0.008411731595358397,0.05518804951140022,-0.021735359406067207
SHH,,,0.008486893968691003,-0.02555403614254974,0.06749189893295354,-0.03255186758831293
PON2,-0.13074734766381257,-0.04733907005463336,0.05890945202718057,-0.05694388282308509,0.013135509235146666,0.02117215278204587
ICAM5,,,-0.06217137046045424,-0.0013984106479270992,0.07298810007736456,-0.0509133010796925
HPX,-0.00164031861762814,0.08768862447240222,0.04831628243158829,0.020020758052810703,0.00872828254960422,0.020310318425920033
SFRP2,,0.1216064813423442,0.00861459647283405,-0.01878006808757099,0.030992288267500348,0.16018831440680542
CFC1,,,,,,-0.021346857890634948
CD70,0.06823135681002904,,-0.05028314432118732,0.12451681752306383,0.08031625282939388,-0.042380856715702214
HP,-0.058389853106813876,0.03685160864178186,-0.011868324458044302,0.05186304933245346,-0.0270777788423691,-0.040233054408600734
CXCL2,0.08472339550210295,,0.005951411406411067,-0.023803059180062737,0.008787410492330876,0.021983776447355743
NPPB,,,0.0006346201826562325,-0.025368513496991398,0.004920837240020662,
CCK,,0.03520153852049053,-0.010627495271797769,0.0651546142260445,-0.023820338503309613,-0.04779628011365212
SEMA6A,-0.13999798777402678,-0.01502961451985764,-0.007765393091565469,0.02110895992327391,0.009677262057343795,0.039010427719418615
IRAK4,0.048083573458831,-0.004357761919101106,-0.013946964030595537,0.06532761033057993,0.06374027042309112,0.015969817290335375
GSTP1,0.08759134706739422,0.005273739746132398,0.06803141787822778,0.005610108438333777,0.08321074055666305,0.02714036179207922
VCAM1,0.09584785722648448,0.0009782508851798122,0.010927541663314238,0.06001389732878653,-0.02902943227601064,-0.06788055048665316
NXPH3,0.013847760389239763,-0.005953832924031754,-0.01716897875493135,-0.01843257299837693,0.0863172138919593,0.1129138332850122
MTMR4,0.059887937218632795,0.02401046766611193,-0.022800665972996438,-0.0732322538639621,0.0367335863995082,0.041458682638408635
LAMC2,-0.03399159947271576,,-0.025582024591946625,-0.016475340562700343,0.060410021976418975,-0.023231509002665095
IL10,0.08057306411827052,0.15724179865471694,0.07928445539748641,0.01532505105411622,0.0038026000940914375,-0.013903587465659646
SEMA4D,0.06162338359113376,-0.03644869377657494,0.028653411981845588,0.044023525037930174,0.011261348531271696,0.01909650208172339
TRH,,,0.0658470236677504,0.07653923304104251,-0.02056655705276504,0.08626141825791553
SEMA6D,-0.04985618324320849,-0.011836157858211299,0.019888006281155408,0.053787482482223085,0.04480179907626577,0.031837867492844514
CEL,0.0031792366643812117,0.04618274377781467,-0.03180283602556374,-0.04170601923113544,-0.042992310187549565,0.07394008523836056
PDCD1LG2,-0.009907019147149837,0.01678181352624246,-0.012253462847922848,-0.02227410036930791,-0.029169943060816075,-0.01450343540547912
SPINT1,-0.056312456856786396,0.15653978210546252,0.022724480441242853,-0.013546209813011726,0.005472619864448801,0.029456811181932944
CTHRC1,-0.0333750231623483,0.04224178437589164,-0.03514937473311731,-0.03236343274724361,-0.006621668228529936,0.08257653835945813
PODXL,-0.1578108828508495,0.0679035388045449,0.005760341194741186,-0.0037628159183038345,-0.0029902021494536608,0.09421554604736873
JAM3,0.0224247860692906,-0.06987148586988827,-0.05275036376510285,0.01965705593787374,0.03576040637677229,0.05731057346586595
TGFB2,-0.04115395470505827,0.026569369999282808,0.041369467703042825,0.03433557503872594,0.022247914282081237,0.06857363640877696
COL18A1,-0.05756248479161942,0.01842337201190881,-0.012411245035495833,-0.05077274096029346,-0.04858271750441749,0.08428305536033985
NODAL,-0.09491835481309786,0.10891825519052795,-0.02406174786223043,-0.018840787606827735,0.11983701544952914,-0.007987610472995819
INHBB,0.04722011714779867,0.05147382684612207,-0.015795351302249985,-0.008911246146970185,0.10557126896177224,0.024713821100763745
LCN1,,,-0.022723277441492704,,-0.0207980219062024,-0.016294921500403594
ARF4,0.16635164804553537,0.05671767796349777,0.14022949573214957,0.0045239346572585335,-0.02307917958332068,0.04076895747966907
CXCL14,0.01677678925072461,0.05668861992195126,-0.0016673213898093012,0.01905347892595465,0.042687253775364656,-0.021161972619564196
LIF,0.07409222818105178,0.09345748914970628,-0.04623860173279492,0.023190412571479486,0.023292441948390263,-0.005838711656679045
IL17B,-0.0324577615762664,,0.06404062823734014,-0.023439690507012223,0.02491080019102349,-0.01842364894975208
MMP1,,,-0.037453661446940914,-0.01697340729827792,0.005610227667955223,-0.04123071385380885
MATN1,-0.008644731300867901,,-0.0401911747924741,-0.024157117436697205,0.040931672257864676,0.012690759136323775
ADAM28,-0.04851138913435113,0.07761084916463623,0.06035753689501671,0.01484499628924593,-0.0005845130697435953,0.057357383336779366
TCN2,0.017976938334367358,0.0529133370049872,0.0616793734194492,-0.02923361914775,0.027216303645989513,0.020129679068266612
THPO,-0.005730388707336051,-0.000780124336584683,,0.06893195572642964,0.004407827471510472,-0.025160826472650263
CUBN,-0.15489378911554277,0.11237741072657201,0.04221969286809351,-0.00580381923431122,0.07867610050884118,0.012876674918318395
TIMP3,0.10932464406690294,-0.05945410510578141,-0.0017368442900115156,-0.05125075520481423,-0.015649132645079267,0.03750147284799364
PIGF,-0.014476299039971349,0.03482637429445443,0.0210385246349288,0.06123566139908881,0.06166096782827965,0.024393227603931877
CRH,,,-0.036060250076300114,0.019439381924258065,0.036200967540743104,-0.023237214302819872
BDNF,,,0.006318736622476455,0.021141202141708948,0.03419263483803469,0.0014338636253805005
CCL5,-0.06067584004849376,0.04320004981793956,-0.0035912458760759586,-0.01542117347471873,0.0554814940976147,0.05752803665652687
GAD1,0.01342553011067603,0.07232140092746958,0.05063588467405188,0.0471194536807265,0.013508823188273176,-0.06385270257221135
COL14A1,-0.011097841987827277,0.06375240222793495,0.02569651108763742,0.021891747836967554,0.008804623585224419,0.04327013367223701
HLA-A,-0.06963406310264415,-0.01912636409691067,-0.08406791437228464,-0.0528406942613624,-0.009492626242432323,0.02392156301436832
CD5L,,-0.03096668386828879,,,,
FGF18,,,0.011285405794866712,-0.016772682939908624,0.059215223550540944,-0.023049167215276115
ADM,-0.027270057050878885,0.05046147250051583,-0.07396386575666292,-0.047461445335714184,0.01793001442702693,-0.03608320406148265
CCL15,,,,,0.005564848854234936,
GNAI2,-0.056580575388697846,-0.016120918100999696,-0.08216069796013326,-0.06367009375720015,-0.04106054326811253,0.024915453125004226
HDC,-0.040477317860986774,,,,0.07049840090959217,-0.016789648685995636
COL11A1,,0.04459039477704425,0.037613990569885236,-0.010171774428045904,0.05027780185369335,0.03515935442071291
NUCB2,0.04440776804053576,0.06850222120459637,-0.05475432813962087,-0.010026001318478627,-0.003686905982033549,-0.019892248769886038
FGF16,,,,,,-0.0165440161393615
CXCL1,0.06178117413692359,,-0.026863076125519397,0.011330793776100261,0.026562670193417483,-0.04356261725526053
VCAN,-0.08246733320728554,-0.06984329994297768,0.04824428753179287,-0.07701773644098735,-0.03406133701553189,0.016399872215772427
MMP7,,,-0.05955497594896849,0.04342504715262283,-0.055075245692224356,-0.01322285275476648
PTPN6,0.07601058616228351,0.05202396526268746,0.09018537166758106,-0.009488309783856315,0.039058254071920345,0.04049207523057432
PTGS2,-0.02672775061545009,-0.0005695891014843161,-0.08826314432972018,0.008964710615431084,0.07647994812689769,-0.03163422048520834
XCL1,,,,,,0.057145574505170244
CD58,0.020194323080178576,0.0858314566978531,0.02055483761129264,0.013741062709859775,-0.014937669111097842,0.005329140793321177
TNFSF14,,0.12133162110709508,-0.038670881044314036,0.11284942496695485,-0.0319765644315487,-0.007771013607717329
CNTN4,,0.1477449591287268,-0.013880915052420457,0.07708358383151813,0.025264405034666506,-0.02770430443647294
INSL3,,,-0.0224466634190468,-0.024508706986966576,0.00878954562696797,
BTLA,,0.04797820946970229,,,0.04822238627623092,
MFNG,-0.012906742704456685,0.027430422769170144,0.05572072464389089,0.0030703656136748052,0.029961865268507935,0.12599919529324433
ICAM1,0.006469908096163612,0.07906530077717062,-0.0888702971555093,0.02693349804053022,0.06606948071390857,0.020204739301681394
PROS1,0.01295290251131236,0.11582742782415523,-0.023415780593085203,-0.0032591984679175724,0.022877122933175422,0.023498143915916713
CLCF1,0.008980283507147292,0.06694287663457625,0.045290402465495455,-0.00970964265646544,0.05814760620397061,-0.008575326025839403
PSAP,-0.05262998603794898,-0.010510924600753022,-0.08496349856507815,0.05803214568739342,0.03294719180835143,-0.023344658755535257
EFEMP1,-0.07649793253867714,0.12618839800080633,-0.02874551693892274,0.06479727496155832,-0.025315881291130216,0.024857916110004964
C1QTNF1,-0.059510959959034236,0.0187387198460768,-0.10526333164340564,-0.01733034603343093,-0.001481419705264029,0.05101575398257929
ALB,-0.045411583813087304,-0.004671381297660359,-0.008499172932252644,-0.041026967464977394,-0.027617030543000482,-0.023771128374449498
CCL13,,,,-0.02749160769951848,,
EFNA3,0.028181234721951737,-0.031019320034650674,0.08019354511594114,0.050967851147236766,0.06721358350462978,-0.007996752053248827
DRAXIN,-0.05032334310899762,0.12854872446482235,-0.05322721034408276,-0.010052078392990263,0.05114714215527922,0.026434527113588794
RAET1L,,,0.04915479535748785,-0.029775793795544035,,
NPTX2,,0.024909076788600614,0.022399834695277957,-0.006004188316901774,-0.002180591010751911,-0.008876721353648247
FGF11,0.013716998598371404,0.09142187644221131,-0.058817246061987245,0.060849876814262294,0.08221102188506293,0.006192802144092466
CD59,-0.09621257930159746,0.05907684114039615,0.023305170282318658,-0.03945812476212172,-0.029547114018944602,0.07196916180865594
COL9A2,-0.020455334512097155,0.010308977582159729,0.08642504423044658,0.006501326470173299,0.05377759948135443,-0.02081917398065906
DLL3,0.0634798860390829,-0.031385607738887926,0.09378271356580858,0.009973858596714189,-0.006392376550470563,0.06007998758069084
FGF5,,,,,-0.012831637590730898,0.0062168277465353
LIN7C,-0.04963843981843818,0.010956441787562847,-0.015339210062559148,-0.01688134644500894,-0.03385487465527145,0.01546287707976031
GDF7,,-0.03940749110129685,0.06517459436575675,-0.0199241482198692,0.0652306694383301,-0.02566521620707874
PSPN,-0.04490076892759469,0.07529266610866851,-0.027049878729377756,0.083956039345687,0.060231092360089805,0.0803162993818892
ANGPT1,0.11443504543767836,0.024960293354522187,0.03456366900980774,0.036205394804358255,-0.00016774025873558587,0.017229519646187193
PNOC,,,-0.02071457250557752,0.03835056776498221,-0.025207228535899788,-0.07707194870327394
L1CAM,-0.044509884481989,0.10454097373708222,-0.0024259286741442326,0.0817092260534837,-0.030678400684321004,-0.0038834577223386194
APOA1,-0.03483552634370129,-0.0370030780796872,-0.002390580282214873,-0.011446840721266806,0.08420906114992219,-0.010660513734082345
PSEN1,0.07111568636194927,-0.007673108666745384,0.017786213867149337,-0.02581112063131731,-0.04754407647693098,-0.012985778148910365
CALM2,-0.046654317101169816,-0.0462451498569036,0.1346078831614555,0.10513097836684886,0.023940053765072505,0.017906463533472198
CLEC2B,-0.03448232413486175,0.06164653593899231,-0.034013455002949056,-0.008702093784352993,0.0305383915242615,0.027093736614849876
NTNG1,0.029017267694925845,0.1334711658696619,0.10095720307802956,-0.012451997440656415,-0.0020087928514757373,-0.02521723087829336
LRIG1,0.016663225336961254,0.07667567860329785,0.09884763022214725,-0.03447212028836256,0.08984724888226696,-0.0211966298434097
CPAMD8,-0.040477278535321036,0.00032703325406255204,-0.02188363083603032,,-0.025591043607402632,-0.018198561889482216
GHRL,-0.06454346321408348,-0.025677365023674136,,0.04642302234483718,-0.035130764695923765,-0.016042221662416527
NPY,,-0.03507853292325291,-0.08045037663485442,0.05402796027913336,0.09076009649748161,0.013137299914988625
MMP2,-0.103714465050618,0.04360488042282045,-0.03438901843023773,-0.015169961775995867,-0.0034954949557055286,0.08149841496997377
PPY,,,-0.061256555244733404,0.057630519979642254,0.05116328559673206,0.14205837060105736
ALKAL2,,-0.017199157813585077,0.06528873717431247,0.008339437641578636,0.08050738757206301,0.03236512620166625
CSF1,0.10759164356829536,0.04929187124925448,-0.021288819268948756,-0.03583872709020199,0.021530724743060385,0.017602867954366202
SEMA4C,-0.026864801509761536,0.009571815385866135,-0.006867632088771618,0.04366799573350175,0.03413684532289212,-0.017197824714182908
BMP8A,,,,,0.05524723514957354,
ICAM2,-0.04476097275867135,0.047631117965442366,0.15837514442395936,-0.02591399487099558,-0.025346776941389294,0.03949618526935419
SYTL3,0.09352092644515357,0.012806128908311683,0.040527380355282146,0.061615645649941896,-0.012411018816392288,0.0304448262360487
IL1A,0.10419038259879139,-0.01366561246397118,-0.043594587743187856,-0.03178003716808663,0.022547523905116707,0.10325730816668044
HLA-G,0.01734455128078035,,0.05029275711497587,0.008728637428312579,,
PGF,-0.05500374247505454,0.11394042829309078,0.08285857466263309,-0.03616909522634744,-0.019233008834804225,0.018155777740606824
LGALS8,-0.061484011102456645,0.008932797510103768,-0.00662841142470764,0.019640328469211404,0.013369727852700328,-0.0282106901635499
DKK3,-0.057581422631687924,0.07132098725310373,0.05714235309244805,0.00915191302275625,0.0038542910808905396,0.004318345267607347
COL16A1,-0.029273212674840822,0.06159452394201678,0.01334091825722928,-0.04471608872564861,0.03085967621574073,0.06734513346854006
TPH1,0.07581514412783048,,0.016134002256744762,-0.007854502972269688,-0.010204662170523989,-0.011011676520007528
TNC,-0.08925184448701215,0.08493760322874828,-0.10419947850965425,0.0754533063957374,-0.0004336204803417658,-0.004430353922723696
TNFSF9,-0.03448940619932807,0.08776704021234531,0.03009961505661856,0.05417884513169705,-0.03469211281498254,-0.04550190882625628
C4A,,,,0.10822015685479869,-0.0295204169449322,
CNTN2,-0.10411758023989247,-0.1402093236015285,0.06620229835356813,0.049873420449731184,0.024938999998504494,-0.044364382894833645
F7,,,,-0.019924150146485648,,-0.022494450910012617
LUM,0.03055904936116823,0.06273952712142337,0.04041734714510678,-0.03898119024400948,-0.04759604228606967,0.05028725347581579
BTC,-0.024773074497972204,,0.01702438459978989,0.05676349368809605,-0.038816164465165344,-0.0004016278103530293
APOC1,0.007701787796182083,0.09384671577274512,0.061686072039447,0.05312726940161997,-0.006134898899379713,0.07669288663301209
PKM,0.017466609803958248,0.03612935603072459,-0.09142879537994329,0.021854847845106034,-0.014870235108662692,-0.06603496986887235
TNF,0.05865217499218006,0.160606196672144,-0.022723268747383153,,-0.020549473227501378,0.0942323371983559
GNAS,0.030766669973203868,0.004048257909299139,-0.06315614735080655,0.02653951587734837,0.023856773267158758,-0.01299941102503226
BMP8B,0.0706974550698546,0.049697434722556666,-0.010532846362214103,0.01640034449592053,-0.034324177569385474,0.05996113009275294
LIPH,,,-0.02533448974162981,0.03860840233642344,0.015604557372492013,-0.027916556393227196
CCL28,,,,,-0.01702195780863155,0.0517755255985997
PTPN11,-0.07580868313710533,-0.03607102722962874,0.011536556235040386,-0.015038060553476278,-0.024795395020013378,0.008546458537879553
ADAM12,-0.07900660142279695,0.11445892354026596,0.021912940983789347,-0.06796387621452056,-0.024022416921853654,0.04484601229244657
EPO,0.031406245276672816,0.005750570605774447,-0.026311798935858378,0.001003259466958213,0.004152312616162714,
EDN3,,-0.027128656490652447,0.04458282318646741,-0.014780156793133185,0.031829479260629706,0.08028047904426326
CCL22,,,-0.024061737252153926,-0.016726139631590888,0.002414227409894885,
CCL2,-0.01660942888526905,0.09830770151869113,-0.032244765062473014,0.00494573222040569,0.0186818498469416,-0.050390108808240734
DSCAM,-0.02503420112985227,0.0036948306711190723,0.05503275864214052,0.018996136308568733,0.04782831011611139,0.06439386426296105
ANG,0.10375853561340591,-0.008860767094588249,-0.011870284125638179,-0.05989280690067923,0.06571863316062676,-0.03576720116002439
FBLN2,,-0.048849102812436616,-0.00548812259489192,-0.022358134774069727,0.04901510691884817,0.04538318967596637
VTN,0.10152829702694652,,-0.01850192658305613,-0.009451231434498587,-0.01578411320887288,-0.010891288526895753
VEGFA,-0.027697969646578363,0.035811904403287284,-0.1264185323403752,-0.014826608770607128,-0.01120951980051809,-0.033777242065042505
F10,0.02977320793659449,,0.00680829515340424,-0.03301428224270712,0.06196488145130332,0.06300378439192292
SERPINA1,-0.02507514589990293,0.03988948589876497,-0.029609267532927187,0.030483878991562758,0.008783787167794167,0.010874660974863407
VWF,-0.11306834664604351,0.02716458277712269,0.08119118502179361,-0.11081939310821112,-0.029185007287373412,0.03397069910033722
GDNF,-0.04657897796947116,-0.007257146027299785,0.05689507181138987,-0.026692688108896433,,
VASP,-0.008436554401563238,0.0159793157376116,0.016734863117893524,0.01927656808578005,0.016281546343218104,0.06900305671611229
ADAM15,0.010585131277787561,0.008398097534155357,0.013149249655002445,0.00015663338575730822,0.03756087494292234,-0.029529733158368605
WNT2,,,0.13684062838124023,-0.022888280722511156,-0.004550527777857614,-0.031910855362833716
CALCB,,,0.05865234337215962,0.046641861853935096,,0.009289031690613049
OLFM2,0.05532004773134427,0.023710878882148925,0.01627304112900571,0.018212491490157003,0.05161331529639355,0.005774897499331972
MFAP2,-0.07339536253066323,0.09430752815726122,0.03171894634387531,-0.00752096046910923,0.040778713963382576,0.013010994780142705
HLA-C,-0.08783062823759093,0.05123242641582117,-0.03184039353003053,0.019284568605623956,-0.04099694640457141,0.011994449253150331
THBS1,0.05802507116432856,0.056035209603886776,-0.0018247099894993443,0.057520986816054054,-0.08888601037079315,0.01424122951075998
HSPA4,0.000261311544434609,0.0028797486306624716,0.033801824634554674,0.01181668094982107,0.0027585260036451973,-0.02601797327882927
