,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CCL17,,,,,-0.028169177894876007,,,,-0.0023735520174503013,0.06397738554701793,,-0.01870784014350061,,,,-0.025964807908353225,-0.015671293632167876,0.02668101646972764,,,-0.0382890430543793,,
VEGFD,,-0.030027650888936528,-0.00871126899623096,-0.030931690001913228,-0.021969665481585285,0.010593053365267899,,0.09391307381200348,0.025248237454310193,-0.02646236031938961,0.01300906355518624,-0.02164452793665211,,-0.08054371862926742,,,-0.02146388541997863,0.07655178711665575,,,,,
TNFSF13,,,0.0309385963612347,,-0.019430468467068137,,0.0197039486012507,,,,,,,,,-0.023528631193736622,0.019045036910690864,0.12439143492189234,0.08373332637250169,,0.013849010462025017,0.020357589040288938,
WNT5A,0.21627653015709497,0.02674139527131282,-0.017024956540899784,-0.00019707146377292094,0.04940671317408452,-0.021715316760816276,0.030037966195521213,0.22794076150121093,0.03779349129896719,0.014695097230227785,0.006232548060405545,-0.01953001526623461,0.022270020208715286,0.0021678251012091443,0.021575370487517884,-0.038331175729709045,0.003933929915610034,0.06715725326898024,-0.024944486594418207,0.029716572392443037,0.009259951175527656,-0.008902226890786543,0.02007143056229842
CXCL8,,-0.10426919330735944,-0.0660007487789962,0.008105579830133932,-0.07466687704411465,-0.09373894622905869,0.046445401114862686,0.06141329806674282,0.018372014694354618,0.02375184110676081,-0.022433179840150953,0.0036417622387378773,,-0.021391423123392483,0.03676533155304699,-0.06733548449259717,-0.143854190783945,0.09730554982601317,-0.06685131333604083,0.020616655107696127,-0.03740575615999358,-0.09287041194359437,-0.07517111087320151
GRN,-0.2942280969351582,-0.018981010239039062,-0.031537276513387745,-0.025395705737312223,-0.015071819046976473,-0.05940035525219661,-0.037700665450398504,0.2510951854846296,0.013027842986936449,-0.010826576984703667,-0.10892629889713226,0.08609042853930626,0.08602238320473964,0.11522003864264489,-0.027886230558025308,-0.021233059986984132,-0.052037574887875276,0.18620558482660146,-0.026938811891040068,0.05597413943979225,-0.17176407150385045,0.04860867949542926,-0.024877784569549546
MIA,0.045552440749768296,-0.03589029977151082,-0.023290203394157404,-0.040798711968507005,-0.03655205655608517,-0.018821483739926453,0.043973588415825125,0.11973066635962512,-0.004929315233282392,-0.0300953619421134,,0.004776720783969701,0.08904238742390891,-0.0665873156990845,-0.060996811823878894,0.12883448242339235,0.12828612947731238,0.11287486719035757,-0.12146217507307973,,0.32678139872512957,-0.0010095150866360353,
COL4A4,-0.020889154347546113,0.06525388073816979,0.04778757835463207,0.0644754490473412,-0.01946654290655395,-0.004412851114618794,-0.0009385058465313313,0.0022780290886252053,-0.06471076528182544,0.01914687617724029,,-0.04312107236344015,,,-0.04478229457195324,0.06750074715065933,0.04774236599652729,-0.039229255964715964,-0.004822786754349892,,-0.06059735180568331,0.06267682442479257,
TAC1,0.07846079807363651,-0.03785830241094893,0.14223750720571698,-0.012404154150825401,0.09282948131801282,0.030978083617251517,-0.025652527008199852,-0.22176120343018269,-0.02605502024671843,0.04955356209693373,0.06515509310102696,0.10407115854392121,,,,,,,0.006224205443566892,-0.012392461968750369,0.007758696220875863,-0.0016435867106028633,-0.06636110458090204
RARRES2,0.3957865843109701,0.033649473782836704,0.03240255318007743,-0.02393882898166446,0.09118331109484269,-0.08125700143124177,0.011203699572934473,0.3044383304860169,0.004327037654106408,0.0171312270200094,-0.10617053356196259,-0.03574554643904193,-0.007665568201443467,-0.027697999810587806,-0.02860004068249036,-0.07792487748950332,-0.06730445897485508,0.00022868826119133582,-0.08576449006878463,-0.048562828938903506,0.007644666227623017,-0.11784076225940118,-0.09386412156781714
FGF7,0.012802452724052775,0.0072544093305218875,,0.025463970951059827,-0.007459862402673961,4.356783276541021e-05,0.05390673794092864,0.15102344361362513,0.0368462306511663,-0.006297130954337724,-0.023892487924910562,0.0012612995977395328,0.032806800156233766,-0.004424650350629141,-0.021169950643798223,-0.014712204020883099,0.0009989401114863887,0.007275040474575322,0.05169933107769468,0.018694648950541855,0.14579238764686944,-0.015434925639837857,0.08089924489099834
EFNA2,,,,,,,,,,,,,,,,,0.024016805878870305,,,,,,
HBEGF,0.0038354895737793505,0.03662491609248434,-0.02842334141685658,0.0074102171710119895,-0.036224376364128744,-0.06219319036915652,0.08975233209893409,0.12754735461459304,0.07492887694069533,-0.04941670700467284,0.0008688656350037708,0.009238946349891098,0.08325574420570626,0.12717117445334314,-0.015643879427015957,0.006180829225834633,-0.002149120515285213,-0.0038005491366238705,-0.028895896984338733,0.048371911862430124,-0.14225674318550263,0.0008139601132583602,-0.0027737535891814514
CSF3,,0.04708578627244855,,,-0.024708069645499858,-0.07185461119854063,,-0.04810481770716235,,,,,,,,-0.02900260054975254,-0.0937447031018971,,-0.04475585616595047,0.06382925390254006,0.04075001635172679,-0.020179387125932643,
PI3,,-0.035809629476562535,-0.048930808845813925,,-0.05232870488311815,-0.07305428204238648,,0.012787358150218987,,,,,,0.028130382951590503,,-0.10213549536075842,-0.20279320596102518,0.12939642414990218,-0.13997989360648513,,-0.10393747937178965,-0.24225596780610106,
PCSK1N,0.32315820020522074,0.04193115313740481,0.0815603230104191,0.0547080937150565,0.006993926274376307,0.05323299664968081,-0.032673355294602725,-0.09494433183906224,0.034052405559510536,0.06701026826535288,0.11492701169956046,0.09721000275505817,0.07350312911266943,0.07688951384849162,0.060373292963734906,-0.05773133871334665,0.014485401452625949,0.09275140763683189,0.022691027541205555,-0.06391356152544787,0.18906170000668332,0.033459250696234184,0.015894293170096645
NTS,,,,,,-0.06930994898275936,-0.04917061212679267,0.017309059942979536,0.06731700002055321,-0.010911924496356825,-0.027704224886488445,,,,,-0.06057319401329563,0.007332675546640219,,0.08488136771960912,,0.22685507427835852,,
SFRP1,-0.055317646059232,0.0294942155749568,0.036454279523426926,0.05657253017986271,0.03633394113384853,-0.018932461648573262,0.016636041769160607,0.11415233935800088,0.014544379647095223,-0.002780114071126401,-0.05455069954774274,-0.024695840322597643,-0.051207317679101146,-0.05263296966656519,0.027927140538752365,0.041750461414234115,0.0332988996378042,-0.04381233483647591,0.0667214746825234,0.02633849547816969,-0.015979085337768616,0.009778518087896561,0.046731818538914005
CXCL13,,,,0.03854198197260171,,0.023533108757210368,,,,,,,,,,-0.031998773062551195,-0.011996005907914878,,-0.0067780327643082085,,,-0.010533408337491246,
MICA,0.016592058977619624,0.041730383360678525,0.020750763334512506,-0.02580421264200436,-0.007056227555956428,0.03677978501427964,0.021231335351812906,0.17971868102923602,0.07951031607004583,-0.0314921613246557,0.04594890499624835,-0.07051275028533,0.0928358649732515,0.03396379065713127,0.0256077494971368,0.06464088427377891,-0.001884474146311325,0.10891318136469318,0.06904227401362406,-0.015160727332063759,-0.028279026539901046,0.052518279130185426,0.023292566857532927
TG,0.06336176212907897,-0.024096578325144488,0.04262598562457642,-0.01360006355331155,-0.026524307688040566,0.0732623643936646,-0.027066888431480373,0.02735002314117411,0.00226223192710444,-0.014691833572880673,,-0.01495909898755432,-0.03814986240034763,0.0014780067825836492,0.03839986709739208,0.04280807457059122,0.040031868569068214,,-0.029956126963570757,,0.01076927020829089,0.07015525818421083,
ADA,0.07814100702888493,-0.03563490277876981,-0.0016592214428685324,-0.0041461108734790805,0.015202289069358286,0.044004194864673794,0.03217683635538432,0.21806738043446128,-0.00035289528803815386,-0.013293612646143569,-0.024871306940786805,-0.048768516421362276,0.11728308210944124,0.10281518097410484,0.01776809749767358,0.06118119917182942,0.06535451245090051,0.15163428497262593,-0.017422946257003986,-0.050737578807021,0.06925945825778923,-0.010543596839778423,0.04808647253372993
LAMC3,0.1506527996746474,0.08712522831558864,0.07220792970104085,0.026905711266924814,-0.018392215580152495,0.05083544335822142,0.01302696325506616,0.18497465487147371,-0.021005785030890654,-0.0007186423887779415,-0.0034525057258090863,0.00343165356814968,0.11087492282819719,0.06955886523374799,0.02120918816430198,0.04919469761163938,0.0845945324495962,0.12475470643245971,-0.008093154544018736,0.11720089287810795,-0.02138281468625961,0.1877364495071861,0.028529380205578037
CCL7,,,-0.05280759773127801,,-0.019177032079789613,-0.0434569455650745,,,,,,,,,,0.006120792377885667,,,,,-0.0565185739307222,-0.11044812404476403,
NGF,,-0.017415237236406752,-0.0681847335779194,,0.0257366377170588,-0.018406140658535994,-0.02802044895723992,,,,0.08033179167742477,,,,-0.009290767225809618,-0.044944012381252355,0.14605985672900745,,0.03440481884869261,,-0.08054253856394537,-0.08056826375262072,
TNFSF15,,0.0834476766021024,,,-0.021354563157469943,0.0005540610635665384,-0.002765967417257503,,,,,,0.12343115365580329,,0.07151121789691103,0.04095722565314944,,,0.013843106285010828,,-0.02927602797808062,0.013702028540955664,
HMGB1,-0.08577368971470957,0.0938691125821323,0.12859312433659786,-0.06161471153584989,0.03953394344357713,0.08711769432402929,0.03241193016866264,0.29555729690712046,-0.006934481814668099,0.02386993066569345,-0.045177123901629195,-0.03461182096074287,-0.04627695065621512,0.028913155349385496,0.06358175672920699,-0.05736631750001554,-0.04213691462082831,-0.09484820001091289,-0.11435412777089222,0.016562936933792714,0.12794402093095855,0.03788998220552633,0.0595696549044619
ITGB3BP,0.05582864482307988,0.038711422991398424,0.0158062122558115,0.0382882464379045,0.011740654488452006,-0.00014041376373745274,0.07270244352077788,0.26811705628054977,0.026852542015930476,-0.01051746304802793,-0.030813687646260392,-8.733359630481154e-05,0.08399597650256475,-0.05136451016685774,-0.03887776154384194,0.017653973032822144,0.043462712173543305,0.02721500552373698,0.014052914082969614,0.055133483478533335,0.11519284200165261,-0.05465684278232917,0.09107595123718959
AANAT,,0.00557181098245222,0.0057109815457228,,-0.019430470540845055,-0.03387268954595136,,0.028203814735831497,0.06790486217529043,-0.01142135402641948,-0.03858550735714715,-0.02332556315606276,,-0.03847635710454349,-0.036891700992509435,0.04360419888425584,0.032995027878208384,0.10020795968063376,,,0.010817268681205586,0.011549278007323168,
RELN,0.03670598722221445,0.1117386080811703,0.00014045443754930067,0.020261772478882098,-0.024953537309187503,0.01471473475354989,-0.0069994092942567135,-0.08720298312276269,-0.030247305859076527,-0.008617888206588733,-0.005508424745768534,-0.029275627858822824,,,,,,0.02492458716461652,-0.023485597932087512,-0.06173992096325779,,0.04697143079249211,-0.013764995792670253
IL15,0.09724615050322608,0.05012165968768887,0.03913999271534484,-0.03695859169767654,-0.005066469422184737,0.021647883186372084,-0.046793914548036775,0.061773699589277455,0.0071743154391903565,-0.041576644513975414,-0.056136690141016056,0.017129083534027003,-0.025419521985522206,-0.04034778098216673,-0.062363133520439366,-0.040608312562766424,-0.013213404481342941,0.042769337263595504,0.02993633487630365,-0.011108685043569932,0.0912239001762201,0.06081565567792166,
UTS2,,,,,,,,0.13071313520041478,,,,,0.02058751350156051,-0.04752039335973633,,-0.014027736367658514,,,,,,,
BSG,0.34499731218228546,0.00898662097169315,0.13307456559463973,0.01865356135473805,-0.0013981989422676806,-0.02255127306894759,0.053308273225530146,-0.030734854034948272,0.011278985166603401,0.0063725928473125255,0.05897153152913473,-0.04002625452713695,0.020357025585254658,0.04829289991096803,-0.037825410985881304,0.03450403629546205,-0.058988329210031706,0.23210861432544855,-0.07852471743761508,-0.08907563089966063,0.08119328917203723,0.054368792666771026,0.039107898040756525
ADAMTS3,0.23087304284236293,0.028781810333757017,0.021659630658123947,0.06236433858691211,0.08761872316956422,0.019233838018334254,0.12422682583128462,0.3368643123076755,0.011839361209576078,-0.011732053707372014,0.06965171455094328,0.0739219890636687,-0.055541089943978605,0.00953164780028614,-0.04417405620768694,0.000983328204000579,0.06984762619856301,0.11343034595615534,0.043396570375380236,-0.021785214554169947,0.2782116817582381,-0.016094069782602104,
CD34,0.09198479968127675,0.06139959377147876,0.07397175147239615,-0.03224573575306163,0.024641757735557036,0.0660405297874466,0.049769380060728084,0.11597909759155123,0.05141952743750141,-0.013194407519172691,-0.07211040637003299,0.0041644387391408764,0.11646810417613415,0.1106197603909778,-0.004109811837866622,0.041177762058119266,0.05355425195432887,0.13037805666254612,0.009261891731693653,-0.01960066132629267,-0.04834305997132856,0.07052074693553209,-0.04532121695718824
CCL23,,,,,,,,0.08546656739784125,,,,,-0.002097859164442762,,,,,,,,,,
PLAT,0.19590838336233868,0.08305527386631843,0.16496653471102307,-0.015044311312957246,0.0054213729441020524,-0.030369015229615368,0.05222210955328945,0.26255019344983194,-0.021816720910855306,-0.01741597205253709,0.042734693632163104,-0.013461487989276641,0.0712391581169459,0.0373688450799376,-0.06092855536452498,-0.006438808882322848,0.04912641336865297,0.13877780340305385,-0.08315230560732234,0.028779412300693405,0.09793866900689654,0.0984939165447516,0.10919897752792683
NTF3,,,,,,,,,,-0.012298927668377398,,,,,,-0.014309306486447368,0.1131040998395145,,0.027325636386471532,,,,
LTA,,,,0.05556333018085713,-0.024578695403316014,,,,-0.012349692921628436,,,0.011349428481407266,,,,,,,,,-0.03991751077702972,,
CKLF,-0.009584106622555686,0.0076254804556416715,0.07535466745312443,-0.014036645922006588,0.03716119059828197,-0.05853030290511439,0.10826079768264972,0.3428893424896976,0.0522686534733126,-0.06519436340128336,-0.05963821313393506,-0.04627654580199671,0.06270122593730226,0.04617315774685267,0.014832129859138763,0.06581453949352327,0.08361372373184249,-0.03513982765118908,0.02753051445489444,0.21334533120663657,0.21221595705666751,0.1153092878876966,0.052184968749627796
CD24,-0.01719156953629993,0.017896266195168407,0.04333211005703884,-0.003744970438330978,-0.06226089020608824,0.04308946623083546,0.11796141399900302,0.03709628891338271,0.05044719436586665,-0.0732679893811546,-0.008497927842351115,0.02747255597304107,0.1745567076498027,-0.07158839299744546,-0.08144505214803122,0.018070240852554667,0.029446534452704565,-0.0263953451239474,0.08930388192682046,0.030381341427489755,0.07081653996629253,-0.04091550199714592,0.05267978206346918
HSP90AA1,-0.2591090868057942,0.008321063254384467,-0.051589477868215,-0.04717580769686831,0.01991413607961521,0.0308739688287363,-0.001318819299929532,-0.3076317977107616,0.06457908870515734,0.016108140622797723,0.10225563871990215,0.08335747557122279,-0.030898774727856158,0.056647343171071285,0.08841943289914023,-0.15656701329892891,-0.2085694081222777,-0.06124526513567953,-0.06781228257779842,-0.047017854170684464,-0.02326249539684251,-0.13617675336464488,0.029803906192463814
BMP4,0.036041991799491545,-0.021003215896788677,0.03847156883740848,0.04480464991361032,-0.05734504692640975,-0.004297429359432805,0.06468786503995257,-0.002229155864843032,0.03379746381092663,-0.00962335977273384,-0.012256382469823768,0.0025796073208765786,0.005138365800759884,-0.04161151931582017,0.07352929076954819,0.04929266903257298,0.010932612490648546,0.13081597431538253,0.07138751777507917,,0.03841859512792834,-0.03718955122778115,
SCGB3A1,,,-0.009298925186601015,,,-0.04033819167917276,-0.01744999123711746,,,0.021184359339295186,-0.013501789422062226,-2.023013002058311e-05,0.01571296224044096,0.05571739536682192,,0.09031857148529225,-0.02675956883891206,,0.0040589307019721355,,0.009432582186433714,0.0007948562024675048,
IGFBP4,0.21288658513519237,0.09510563724680748,0.00347357617727978,-0.016532235964314235,-0.042083842283830435,-0.03320464677701428,0.047354367294825804,0.2540470571932368,0.03676705711237442,0.02804672527105277,-0.07207904509156172,0.03875258729437442,0.07630652840244509,0.13139995512352542,0.02322894030886725,-0.00906918380578776,-0.09463291080446201,0.15730621408813036,-0.1438412841132059,0.0671556599870061,-0.10793875440623008,0.08545444726456854,0.051740099316712335
RSPO4,,-0.021274497760134684,,-0.04496052063318221,0.012147130699014451,0.015669286243224407,,,-0.01246559360099628,0.03085727970131809,,-0.025627050366417062,,,,,,,0.054287283717043125,,0.05169356100936896,0.02863258815611766,
LEFTY2,-0.026414851710163858,-0.03563492136599144,0.06920491595783046,0.018910625802131487,0.027687461099353133,-0.0470508875230748,0.06454768183695059,0.23985010503252543,0.008707728606676795,-0.01640468221626902,0.04988145256027959,-0.046513397417337565,0.08612299588987074,0.07072344743434722,-0.017053765988254622,0.15444569254887147,-0.015382700344881017,0.18951027695027642,0.08540586049376513,0.03571466936276417,0.046852298936840384,0.059127733829381114,
PF4,,,0.02226577481475411,0.019725723917989622,-0.01673158267955651,,,,,,,,,,,,-0.015852687073234676,,,,0.026389071409910887,-0.048514220897553695,
ANGPTL2,-0.01431339909155417,-0.0049386813423547725,0.03112164753685183,0.06242280705186629,0.030373469862963756,0.027105413466676283,0.03821715837632503,0.24828576795418086,0.03628664208011072,-0.01171703069246874,-0.07397558470179698,-0.04557411054491648,0.04768475294855213,-0.07925308324380397,-0.011542173211863845,0.09619527418702725,0.14195311690647244,-0.02412832189224979,-0.003512717850780846,-0.04868881455348564,0.02263791327930278,0.025009657379055812,0.04171546074511742
LRIG2,0.08494210456800778,0.08847114889856167,0.07681772180172862,0.001386759062736901,0.03659526571205486,0.010286070199199733,0.05966709179038116,0.1662462159762385,-0.029722436413860055,0.006922296256924181,0.011698887465600301,0.04271851480685615,0.004618286682242009,0.06573694498115729,-0.05449836017731842,0.009755894973100176,0.06595841270989976,0.05700465752355411,-0.004190477512999276,0.08438684418657953,0.07601087224790481,0.03826356753284869,-0.06527311286108435
ICOSLG,-0.0507499795043004,-0.01865852661051983,0.010290718566944105,-0.019896184510268814,0.008182057200486866,-0.034572126227786056,0.06544835488463217,0.13441898806735011,0.024966023954458336,-0.0365909154654885,0.01932084828913424,-0.06028420399495174,0.036676842564818436,-0.006714034367097242,0.02712205633713264,0.05824946668952844,0.0833294935861333,0.008160494473931855,0.00047722738633486947,-0.05326803755289006,0.08065800284762932,-0.07143105541887546,0.08494710196355432
WIF1,,0.023890482687589424,0.02665117589624181,,,0.08941152861719283,-0.09685626772590981,-0.1797690865975992,-0.021090488552852615,-0.04777068758324206,-0.05424410589764994,0.09392755480258493,,,,,,,0.05636322619270587,0.08009797937782892,,-0.02053900953245486,0.13889647067583952
NPPC,0.19027933519092757,0.03812723210364887,0.08438022872958738,,0.03022055412982301,0.050831980526061624,0.017853280137448222,-0.02721462960243713,0.0007222654057395265,-0.01848750178153143,-0.013004670969164512,-0.05740143928557291,-0.0609760744597855,-0.10062165102974178,-0.04417397136876679,-0.01068727698742707,-0.0410806778885215,0.060345943299490834,0.047993942816663505,-0.07171099960247351,,0.014945698650421809,0.05988985341685425
LYZ,-0.24935763777733252,0.04089125851488358,-0.06787662923216638,-0.007620098203455901,0.05437219456806381,-0.07307522919031229,-0.009521522368366906,0.18274842931892069,-0.029050765988900655,-0.0431048658036446,-0.10130686685095273,-0.03220838719854271,0.039107736256344346,0.0138748012429752,0.053098628639406016,0.005954154304498938,0.026467235649290606,0.0550472970385625,0.013918128778048334,0.011178831903969979,-0.07490401730369817,-0.045490116163333226,-0.023333860489830917
EREG,,,,,,-0.059396542877877004,,,,,-0.01607308653788651,,,,,0.0019251855304293982,0.004044945719285299,,-0.0386990959208887,,-0.0009425638274532767,-0.018924564173495473,
SPTAN1,0.27096685328812053,0.06960865197908625,0.12054270836208797,0.011557912212723231,0.08734480370067378,0.04630572653463182,0.018836235748198715,-0.10856303990471868,0.017985580342669345,0.06063252140805873,0.06764643810444547,0.026906679711328412,-0.026306125121164283,-0.033079333482052393,-0.061667427423852963,0.019488879373251673,0.12389713889045628,0.0858904194906636,0.10004915290665999,-0.02240303302506458,0.19038737240505912,0.06625580061092033,0.02679844263415003
PTH2,,,,,,,,,,,,,,,,,,,-0.031955011303862774,,,,
LIPC,0.06052040767781137,0.006624623551693289,0.022727088643759313,-0.0130761011611933,0.11918242227491804,-0.029235679486239757,-0.06043562823935053,0.11602312651062846,0.01608234071096241,,0.018353182796285828,0.06779589009215198,0.000963721747858999,0.0027956598030127533,-0.005743552835679752,,,0.005373660775266099,,,0.018090665256281467,0.013357921941285322,
COL8A1,-0.08271616369664404,0.03236424329903509,-0.06015379912795732,0.05328244607873255,0.005011144308903747,-0.005735623699090106,0.0645479742972615,0.13941388285866552,0.00243926392849935,0.08945782498411166,-0.048734658788855696,-0.0640729157736723,0.022380309338347917,0.03836887481154801,0.0621519471764617,0.09631550596594979,0.051270712469485766,0.1441498028658377,0.011052712678275513,0.02573423745264172,-0.11438504052537969,0.06983482929037409,
GSTM2,0.1347373892282618,-0.029603055818764275,-0.022763129654472726,0.01962426224281,-0.0013903108432350088,-0.053236455512136745,0.06987603820108451,0.17395890586263918,0.02298293388709149,-0.04601661100928315,-0.026649842581400244,0.02126133008131803,0.00692758799216107,-0.0005968821966503255,-0.03395229401187949,0.030298954878611426,-0.011513236234855413,-0.03943977477031471,0.05701923869079738,0.062011057502867464,0.08629675074039836,-0.0028894193371875264,
IL4,,,,,,,,,,,,,,-0.031558067646644906,,,,,,,,,
SPX,-0.0524218625225959,0.03274849342317788,0.044140809897377974,0.05648825693738176,-0.010226806541324754,0.012046451817864227,-0.02065678954148225,-0.08340934783806704,-0.023603593369078097,0.020081478262418965,0.07350352311480055,0.1040598393044837,0.021506918795339284,,0.034349365828681235,0.029415336737715,0.047364473639154546,-0.13673486219186298,0.08718076384754916,0.038102622284842375,0.3029915998817328,0.09411682102595977,0.03838644617265939
MFGE8,0.10678352179451296,0.05083910668866512,-0.027617057175016897,-0.04013301084925395,-0.01990151971036134,0.0012265742736635062,-0.03326848496547945,0.09748717356683921,0.009297421820673552,0.003112194302934766,-0.03416309152283515,-0.006367289133298199,0.06055623803658536,0.08208543088455157,0.05587856495465422,0.06311564398175706,0.0228632596422709,0.18636489194791006,-0.05627014412329363,0.1119298112942675,-0.01897670653433604,-0.012200733755087925,-0.003791158200681672
TGFA,-0.09202587989867274,-0.028458541906438047,0.09151403461451967,-0.03693685310242874,-0.025630962125457925,0.07302560394892016,-0.02664592190688183,0.13453233762769415,-0.014966004393221604,0.015967729932372974,-0.09312418876608758,0.005153180374943298,-0.014316950144550542,-0.011074542573732577,0.028755815042915984,0.0857168194321725,0.09363442227619799,-0.08905374899301198,0.04899393518318806,-0.08528286216899184,0.19122848480751986,0.05553420906924052,0.03728106489702015
SLIT2,-0.014094423493787462,0.009454088244424605,0.013719325016420557,0.05369465764689918,-0.032913700999994765,-0.005210207405479642,0.03935613922972502,-0.08691854819709471,0.01030903304452604,-0.031516072057633744,0.029282441756961042,0.060668401734329275,0.11162226456710304,0.021245300572668952,-0.04995685499006151,0.0656086627915307,0.04364046042446243,0.07413967026654922,0.00782260733955374,0.024546436213738063,-0.07149584970329104,-0.008356547533974783,0.02107421895875776
