,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
RARRES2,0.029409964377007578,0.0336089150912992,0.004641770786154323,-0.011576236044656874,0.05308773411183627,-0.035891063771710065,-0.0010082939267356576,-0.08363514177690307,-0.033156559433624215
FGF7,0.05509886678670629,-0.02349737715052596,0.020923144398564457,-0.005065002979681666,-0.038265950732488806,0.05150322935081668,0.017499683019573588,-0.010731171559655818,0.021506660459875822
EFNA2,,,,,-0.019422872294744355,,,,
HBEGF,0.06839081633272763,-0.05170617237291781,0.12559853005906366,-0.006522520711675552,0.02096317874915276,0.026717857658571622,0.11366269816742759,0.16243838239421504,0.07591988321933076
CSF3,,,,-0.02133804622122797,-0.020041362901034206,,-0.023861288130032042,-0.023002407862544927,-0.04751327834180789
PI3,,0.0784537946098573,,-0.029809035762656033,-0.03119841016746913,0.2779743468294245,-0.029779659478892925,-0.11665853077311582,0.00766819164061919
PCSK1N,0.04455780774863978,0.022328946267408695,-0.015054914894583143,0.017848764103156934,0.018135997202360695,0.037012011291043506,-0.04995798812138569,-0.1204700193583923,0.08636040302721786
NTS,,,,-0.034069880147518716,-0.023663084140398773,,-0.0476116143622621,-0.007990003718091164,
SFRP1,0.002308978430564715,0.02795673050222506,-0.007540339262718968,0.08695642082618416,0.02999091231019252,-0.012757527166173838,0.05220685052427119,0.07619545557769657,-0.05752300521729811
CXCL13,,,,0.02244914948333637,0.07617162510538208,,-0.012075975924824322,,0.0003394230936418634
MICA,0.06105929094236594,0.007301518307970453,0.06715097786731015,-0.023345287429589096,0.1048023905206695,0.06870229471422483,0.06446559341001373,0.11137991941606949,-0.013005835642730695
TG,-0.01586509753667545,0.06193336995988762,0.006813583412053437,0.07263560122651808,-0.029143674882689534,,-0.010143152864892688,0.04070370826607547,-0.05681820154325928
ADA,-0.027032393056595223,0.0758107980186706,0.10898313081777575,0.015605077261566881,0.0584162154323722,-0.009171635959003395,0.11796793869492414,0.27003312011025016,0.07822863368639843
LAMC3,0.07375713895735948,0.16595627742880242,0.1468503053657786,0.0226756446194361,0.1319299996699039,0.14724089258641596,0.22131063841804527,0.3148946978264934,0.10741697709735575
CCL7,,,,-0.02188820218193122,,,,-0.02994399674000503,-0.09145733655517238
NGF,,,0.037413773900853486,-0.025279121237056824,0.04592469546617842,,0.13124329552554298,0.03028948137463363,0.07970453045787271
TNFSF15,0.07155075540520416,,0.06930573355539109,-0.021338539294259096,,,-0.02139522541395033,0.09193228498271143,0.045140653451848874
HMGB1,-0.11618150392859507,-0.013579218370008127,-0.014281404432989763,-0.0071494773923981,-0.008595014538178094,-0.0779327574090492,0.0651422736402269,-0.099799316257894,0.06093810107197931
ITGB3BP,0.022599312973476227,0.06587083148943845,0.1156589351940412,0.053208635142143954,0.047353334564649636,0.06627086275807048,0.0345783696581923,0.03735619609400157,-0.044286069483443075
AANAT,,0.18429534304288125,-0.016858021302638,-0.019202129396529613,0.08536461443246993,0.05520702233706115,,-0.007779274549063865,0.04029125462850428
RELN,,,,,,0.015676514273629327,-0.02261699970486679,,0.025020981009491825
IL15,0.005407422710946227,0.014450035096159298,0.04115755881408696,-0.01106331816030567,0.05368473420700137,0.021267744257949486,-0.02681524481899309,0.19378549483281649,0.022618605129043682
UTS2,0.0031762979586617843,0.0941777771332159,,-0.016352018538685734,,,,,
BSG,0.06421035365296783,0.012802493030731731,0.05038967056209057,0.046809949788022547,0.04944798499574551,0.1485693028027552,0.009074816921272068,0.08763047176907049,0.03841708398233633
ADAMTS3,0.03499258634837589,-0.058266665294214516,0.13627958699394824,-0.038213525416652176,0.017536227574985,0.021340056403973115,0.02215418965058412,0.08185312996045409,-0.021939896881527227
CD34,0.13980523893625277,0.17282806467077516,0.14105476310532444,0.026209789557920662,0.15337253672832293,0.17265731026982456,0.08976937241791684,0.3156923846434465,0.04662748394028917
CCL23,-0.05616860800098782,,,,,,,,
PLAT,0.100514658816504,-0.009404231296953067,0.13259718168946966,-0.01803391570321433,0.038691039530110514,0.12333714425295515,0.09375269305460456,0.1861697021879107,0.10935411045468277
NTF3,,,,0.003942918277341942,-0.008040196511302037,,-0.07480599301881873,,
LTA,,,,,,,,0.03882807212212446,
CKLF,-0.025065186231530395,0.08391134037789402,0.14324167026849327,0.020292953060641137,0.04831346792533366,-0.0013916926938688456,0.04860363954933675,0.04816190575631397,-0.06376373319345231
CD24,0.03293510962241783,-0.027295200928883413,0.09875776129124948,-0.01821048486699326,0.0032681286065261105,-0.025195370408704953,-0.027653188221009397,-0.1010627202074436,0.057673438792798674
HSP90AA1,-0.018829666697458516,-0.10474686378907859,-0.16016712354171672,0.001253256492691222,-0.07044931832564295,-0.08336342117849414,-0.05576748743828259,-0.1838573261447919,0.07249274692488004
BMP4,0.025952039029625274,0.1033332765467668,0.09112067231373282,0.033352023152472016,0.018343463941581074,0.19929652190416092,0.18074110810217203,0.14132847610853144,0.002327444449649685
SCGB3A1,-0.026652265269372342,0.06494145517272754,,-0.03331476904212254,0.07315528664562738,,0.034068181218880424,0.1358145653923009,-0.049849334181440184
IGFBP4,0.17271629152497725,0.20726837688727376,0.12986107252043147,0.03999852979709884,0.10043327447312406,0.19018547829413884,0.17585349860955432,0.37156066003039445,0.16720959679200814
RSPO4,,,,,,,-0.01442077880959287,-0.0006146026463565789,-0.016999690916958552
LEFTY2,-0.007946756103810276,0.06118823218323569,0.16915589476573947,-0.018580605009300522,0.013612496308553754,0.16791939339064124,-0.03329960516100257,0.16609598735302186,0.07205647870965191
PF4,,,,,-0.017802407166226036,,,0.10680844725269932,-0.03833779448372748
ANGPTL2,0.084904640508256,0.009038461548145357,0.049736067564164405,0.022415776414158515,0.05544755334116023,-0.0007868729762223384,0.09765122904273381,0.24402858494690532,0.08280406736515994
LRIG2,0.1223333020007465,-0.05285645120013511,0.2022273112183685,-0.011374950322403656,-0.02264202929870628,-0.022801968452325967,0.038171200853954174,0.1121471907403364,0.010099940210517641
ICOSLG,0.08034706744690147,0.12071966079595436,0.05999453426577283,0.06863128917030083,0.08608017686717628,0.021259074465243097,0.05128846395569502,0.20918653729205772,0.07063601509057758
WIF1,,,,,,,0.05747671115352626,,-0.037712785588237166
NPPC,0.09289528025034745,-0.061918863044532195,0.05795615305312997,-0.018817932326532304,-0.033683347831975276,-0.0021768073460733815,0.057363801362537103,,0.057952752645444854
LYZ,0.14469151200888986,0.09723861406634463,0.11801415254334083,0.05416801770759697,0.056246866934466004,0.06297715023215796,0.050393639224096676,0.14624796525714578,0.030705933303905312
EREG,,,,-0.021645068146576137,-0.023728806683928856,,0.04736197253879072,-0.004302641102014046,-0.007335392645495874
SPTAN1,0.10527280578844611,-0.04898364787070437,0.08990024715961584,-0.03721989292051736,-0.0187181301130899,0.04690976304935919,-0.030434096993092092,-0.0324269025617451,0.04309203896463725
PTH2,,,,,,,-0.013962529365980138,,
LIPC,0.0661463407869833,-0.04464130362344422,-0.005533892546932973,,,-0.01595747671685189,,0.05249704964690956,-0.059785495636649554
COL8A1,-0.019243116205784252,0.01658673202143144,0.15024169344539923,-0.00118335479970857,0.03662726327598383,0.13258438940221934,0.03990038847823933,0.035906274609398235,-0.017921427577158464
GSTM2,0.024075884047679585,-0.0067157286850634225,0.1874487172497328,-0.04446810221390732,-0.0550321365189838,0.01640195808617101,-0.012261969304309794,-0.008484017947701527,0.022092242323481
IL4,,-0.04267282578265555,,,,,,,
SPX,0.013971749323605268,,-6.223412778646422e-05,0.14068699226731804,-0.022103963975400428,-0.12453364953615828,-0.01741695180219394,-0.08292680312088656,-0.0590362450447188
MFGE8,0.08814062427591798,0.11922407414571236,0.13407584616416293,0.01323770340872096,0.04384526405453191,0.15299250092388636,0.1680614629092635,0.3488175872650448,0.09105630430913532
TGFA,0.056203118448651515,-0.09786419931937694,-0.03266743146506659,-0.031262717750783896,0.03599736015568012,0.040333935523984385,-0.0015480332800471034,0.0653346227502396,0.010500428332117138
SLIT2,0.15170762555044962,0.10303120942040261,0.11970396453581544,0.043851387067068356,0.038020006820980716,-0.04123613669267245,0.03610955474430557,0.11511722771475852,0.07406180317206448
PLTP,0.027800879741899216,0.007282076107442727,0.10411210412055182,0.013672309336318241,0.059935321852849104,0.14318718433229277,0.08471376924481834,-0.009892082956387854,0.045398076628542894
APOD,-0.04626707524055195,-0.0677923806147113,-0.2016678810174405,-0.016094467370869735,0.09170696938629865,-0.11140995165749466,0.17058198744693268,-0.14931152186609034,0.01907899052864282
B2M,0.027370324228161092,0.20209687009859303,0.07862767720908802,0.051148612798472694,0.09380250208694474,0.1765060329398062,0.13261052471009618,0.21952570940955393,0.010329931282361194
OMG,0.02162897018961918,0.1228586633172025,-0.13060928767303087,-0.01212628408765436,0.04992319277172504,-0.1826576056042265,-0.04634596154980523,-0.014795175712600882,0.052566021513056796
CXCL3,0.05041056850961467,-0.07041797516543351,,-0.02053746731948146,0.014503046401495499,0.056748813750349125,0.003104993526743601,0.01871167565809335,-0.011575094416788301
CXCL10,-0.0008575992775658181,0.08323849701007467,0.07555560238511094,-0.002811413707123398,0.009591528475303092,-0.03977788225268318,0.06092309570645846,0.17303080340920798,-0.043686134406089754
RSPO3,,,,0.038060803787664556,0.06418222331861038,,0.0005180115015350997,0.05515747625035667,0.04769765528727
CORT,,,,-0.024958342921151334,-0.018629314272458397,,-0.00750804130639509,,
NCAN,-0.06126957066156675,-0.08867823821081644,-0.012396038532300991,-0.013934942359376286,0.018385288806538284,0.08797512918011556,-0.03700430954210349,-0.0033345244528811043,0.042937503334816426
PRG4,,,,0.05128903660356569,0.15133744417475056,,0.13768764809556605,-0.0010771887371769052,0.04411968948846295
ZG16B,,,0.10743300713971625,,,,,0.05815236145764861,-0.03270607061160231
TGM2,0.10646556838408655,0.029598765525130365,0.14852253105463611,0.008314413693703733,0.08950022629429483,0.12493459308081989,0.1759022432132743,0.1927129879567485,0.06381221861424416
VEGFC,0.035215713641297955,-0.04837263736352898,0.050036910722433554,0.10021903467241236,0.10573174567590918,0.028809189470622047,0.06437759678081291,0.13945574440016392,0.07412538597699174
WNT6,,0.07010968955940389,-0.049584088441226304,0.010200210509906497,0.08027205771648643,,0.023276247604648356,0.05274755046337978,-0.03379518347102823
NRG4,,,,,,0.01809619201471564,-0.03923817901527021,-0.055185059921114,-0.006338007278713245
PMCH,,,,-0.022247850832599576,0.03535489865531854,,0.08032481041960837,0.08072130683403142,0.06755524863086498
COL9A1,0.02951409765242933,0.03277844793339221,0.05850071900372364,-0.02460946882780701,0.04552693452667576,0.11953216917908303,0.02299113728320737,0.0588801773504544,0.03294527800340669
GDF11,0.07898008078024832,-0.10971490103143795,0.02707362094287367,-0.014671620873346948,-0.02228644218795633,0.05335448881888541,-0.024949432203687196,0.20366330204032881,0.09122353239341394
RAET1E,,,,,,,,0.06825089802561113,
IL24,,,,0.16624301876939956,0.03059659768446406,,,,0.0285446438835102
SORBS1,-0.005951013559533126,0.0005233915039249651,0.09027655691453239,-0.005101080299837145,0.014510494388034069,-0.002684658236552997,0.05506941401251858,-0.12982286556569264,-0.023045002188919812
DLL1,0.011200262847308821,-0.007399120090193626,0.08551902024091104,-0.025536567632558748,0.014355279181036093,-0.04313200751527122,0.05069913988646189,0.2085955380173515,-0.004284865781476925
TLN1,-0.006934142627424505,0.13363580466060915,0.021753649269114876,0.04981385006102285,0.047511628048466835,0.06972996002929734,0.12783581514468287,0.1566710776900623,0.09109572590073094
COL2A1,,,,-0.023581940924487153,0.018650480642683622,,0.0019255657125439524,0.11449282009901582,-0.023666433339817744
SHH,-0.013353853844719476,-0.0532541162938991,,-0.04149595964519456,0.011669521742872767,0.06738543206975128,0.008830007033216004,-0.03651240587701698,-0.027371885725184914
PON2,0.06325699105630084,0.10869714045796848,0.014754665211084652,0.00636403984338389,0.04919135264573307,0.10484556492067482,-0.002610096536258051,-0.15457111277250118,-0.004871254195624636
ICAM5,,,,0.022541250635678255,-0.022120821762656503,,-0.037811410082116984,0.06672360654702275,0.052640745579589594
HPX,-0.021776951333825338,0.02508542674147142,0.047900800352952154,0.00043551835351958267,0.11314377998085924,0.0541939095858674,-0.04186820458985232,0.00863501496305265,-0.056787671953552755
SFRP2,-0.016210427690608216,0.08578396536188117,-0.01009979848562131,0.039140801760123425,0.04854536557683731,0.049319602986546605,0.059041658232850874,0.19598881313588273,0.042073926757904646
CFC1,,,,,,,,,0.04851330463945515
CD70,,,,-0.06364117489469026,-0.002012106966804614,,-0.034623275144913084,0.01831422577183759,-0.01945585352984225
HP,0.059231670976765544,-0.009222833734002865,0.10252503238293134,0.06136587525854017,0.05263627671784543,-0.01415072082390517,0.052555641680904756,-0.040019442144419416,0.039772022238573325
CXCL2,-0.03981240032978278,0.09970472042119652,,-0.028475826688843187,0.07355227624732102,-0.008701846267724037,-0.05911544528450408,0.005322905137149889,-0.04020366381680083
NPPB,,,,-0.0025853545495978293,-0.03489656508194708,,-0.02654146296418426,-0.07917991873096579,
CCK,0.04451163267638069,,0.1667243363439762,0.009634392644894003,0.0354513335643494,0.07171081121408333,-0.0398627110672016,0.02308108959925569,0.025053524487289428
SEMA6A,-0.06539848431140867,-0.020605399564033063,0.029680104537034808,0.016451650036873617,0.0033875820659389102,-0.04719631882608926,-0.03896427309099287,-0.11142474972724774,-0.0397760054863062
IRAK4,0.051533224918254614,-0.06839583138288961,0.07612593874292972,0.0023716478978552087,0.06095056776699654,0.045075436151424036,0.07583189888891631,0.1454462221026601,0.02088308339954944
GSTP1,-0.02364722796224231,0.13818975376992565,-0.05866214759843244,0.028433042765464964,0.034155802162634225,-0.0005054360543348468,-0.01761073888525895,0.0050006958734216626,-0.010388590688623193
VCAM1,-0.04794706391189514,-0.01644743432937885,0.10386326631111951,-0.027309263640928325,0.02018425738123658,-0.0010291399649775509,-0.0013130419134823113,0.1564812377696566,0.08213916072687631
NXPH3,0.024916299336020232,-0.06919060944693388,0.08606495750073964,0.02774803128442592,-0.004826756560100457,0.014741258561324525,-0.01161495487778124,0.09424929116881497,0.04196231075455871
MTMR4,0.04743250872866233,-0.05706493057330887,0.1892199400744795,0.06733735870517589,0.008733192627029977,-0.03357190445303251,-0.057034674795075686,0.06890800288892182,0.06176466623319268
LAMC2,,,,0.08658060178754705,-0.02300678073712516,0.12302839168013371,0.010484159397501358,0.050501596913218975,-0.016236357562597968
IL10,-0.0031834890383168643,0.154377992201636,0.13883607057122702,0.01855741816346159,0.06959274036262074,0.03845163972931629,0.06147673500547079,0.07268724082981846,-0.07230350857217438
SEMA4D,0.03619212548656011,0.08580826355784965,-0.0187766123281227,-0.013897493558448546,-0.01518595029686106,-0.03618071876704618,-0.024590127162623782,0.09158291491280772,0.07394361570420897
TRH,-0.05029515323558403,-0.0832587329110968,,0.044796116741882094,0.05515267799003646,0.11888514213576433,0.019697776316166052,0.03689682839987767,0.043036084495182134
SEMA6D,0.08847435885690239,-0.03739185359856232,0.01460843455009535,-0.02918918473908779,0.04097415484289554,-0.002845061970070663,-0.03174226106713379,-0.09689270017291703,0.033026508193305555
CEL,,-0.03252686486934477,-0.039849626768883165,-0.025119174938965847,0.02881289746804249,0.010414084288412773,-0.007747077858979954,0.04483086285185478,0.0004003498056727107
PDCD1LG2,0.022199665168789202,0.04664526365380862,0.11563165406518003,0.050251438564659565,0.050408708227503714,0.07015566726595415,-0.008491481447429958,0.15611433078819104,-0.039293631454190674
SPINT1,-0.00752711738835576,0.04357711806207743,0.09165386046841265,0.01313156913753595,0.005267990857393322,0.053644918202367324,0.01123770335081011,0.12067080942948641,-0.04641164754457808
CTHRC1,0.06397501463058394,0.0833602119242234,0.16468215840008482,0.04043739393934824,0.15339634176271394,0.10954719643063075,0.2048770099765241,0.32987553971929146,0.06601186416941107
PODXL,0.06804904958565772,0.014507823991745944,0.1867453720703052,0.04388830463824697,0.09553024423289504,0.19229098114479704,0.17431017039948435,0.2759527784221042,0.08888832760936603
JAM3,-0.000470581556760631,0.07259766083685269,-0.1076179100757519,0.05564064634416363,0.06465818883553298,-0.10207274722927698,0.060630212031073334,0.0667080851103199,0.05082076212857261
TGFB2,0.005708180888758979,0.021010983983028843,0.12812804013993773,0.053357195126969945,0.028601542046341223,0.10799910850258605,0.04561043942446937,-0.14526370223577134,0.04030285624049927
COL18A1,0.14672933372754576,0.14383640900337585,0.14343455398820393,0.06178628110925442,0.11425366232458796,0.1982582028424929,0.17347816128123456,0.3609787058687812,0.11375388549146623
NODAL,0.1683138117336045,0.2183460126153356,0.11887710410690622,-0.024796600053033177,-0.02163954440856088,0.07590818929042718,0.13176299256922053,0.13295453251463785,0.05912229615622589
INHBB,-0.015191969656103883,0.007212575642608873,0.11649149923564892,-0.019689577141055258,0.024751290093429936,0.028136058104846963,0.0058013575885112875,-0.003932955675537635,0.05342300099445646
LCN1,0.08317305882812587,,,0.03916507536319219,-0.0007706290850778505,,,0.11032003851270393,0.025541727438834223
ARF4,0.07723612805894395,0.15933939708090308,0.10828674423895744,0.002864310152289101,0.05751022577113596,0.056161784530651564,0.03981100957213545,0.16504736037648124,-0.03533654896091434
CXCL14,0.016326422420039958,-0.08352253202428883,0.13270129127157942,0.04758181609277518,-0.04543011374099341,0.14554886504128453,-0.04124487586299045,-0.15357383872772581,-0.024968439771017186
LIF,0.1552677846023943,0.06104491881756858,0.1504802614687606,-0.014904770312992562,-0.009654733626151896,0.032446540047810495,0.0614963696109595,0.009178933415820503,0.0268266858331767
IL17B,0.1403097254157169,-0.017235828036948196,,-0.022951997202704248,-0.032720933303478174,,-0.00857545760395042,0.21400740052157816,0.001493143709681992
MMP1,0.1956587612718209,0.25072867240480395,,0.013902857686636436,0.1469680191833708,,0.02417277893557135,0.3488360855963859,-0.03270919096498483
MATN1,,,,0.05771105721252901,-0.0014181997873014866,-0.030584890476474114,-0.04316897158237967,-0.02417614392783552,0.06707884743989594
ADAM28,0.020915051981256542,0.03459322844914278,0.08560946997164216,0.08278439650916104,0.022297981922817046,-0.0031361497212554572,0.04638223442816488,0.18332108881086465,-0.0005817737054461007
TCN2,0.026647035666479336,0.16642677049203405,0.08022799087483626,0.06157931940430905,0.10412222408834299,0.12127154192293915,0.1623761236744749,0.15288559815856168,0.08027613279975188
THPO,,0.1316698009133064,0.0025827065260315817,,,,0.07863776879199616,0.04895108017363779,-0.024534727835779525
CUBN,0.08735161292914426,-0.03154647092980722,0.2404084617414542,0.009563477268708005,0.008384520754507241,0.05861776108136546,0.06592889213939852,0.15985539160820067,-0.03089329557875817
TIMP3,0.08417778481723041,0.17168280543687459,0.02850059767374055,0.04450979368045741,0.09392989996244892,0.09756253362625003,0.09191138328370434,0.23762177761818315,0.11961889827548038
PIGF,0.058887890983848404,0.07157109739486207,0.04376709321166036,0.0270521082312998,0.014886764256735968,0.009232734356860103,-0.035751603324655004,0.029419539179609766,0.014440828657520412
CRH,,,,-0.04484137187287009,0.11989166878394444,-0.007962833099796307,-0.04927331611718833,0.018403028910669875,0.012697712792545215
BDNF,-0.02579089982034347,-0.0709141504032975,,0.01578625529903581,0.05193876198887068,0.09099837100867077,0.010017450256101736,-0.005404095366191181,-0.040062646919285974
CCL5,-0.0026220271179846974,0.0342195871362778,-0.00035267594590215537,-0.04286072910036791,0.20172739052662764,0.02516820528415802,0.029493786117676703,0.2758435774088927,0.007874826583484325
GAD1,0.003365893104929824,-0.021340100833347624,0.13229962663724412,-0.013070905521110603,0.04938632711369039,0.03470647328479579,-0.016706620294603687,0.0060791906682757324,0.07807139146537509
COL14A1,0.047432688263333585,0.32052584051705396,0.028941725041930284,0.0691428861478863,0.03846525748428163,0.07703872133292738,-0.027198658493846287,0.23037035957187804,-0.018017105340135203
HLA-A,0.03447560700634864,0.13191907504236425,0.05403741153371216,0.0368289362810848,-0.005440456017162565,0.21049407189433778,0.03888424671041583,0.23484285222364065,0.04879621083089668
CD5L,,,-0.0034615182449653026,,,,,,
FGF18,,,,0.036793469444648154,0.019458303688755216,,-0.00032595399811818356,0.0335055312983546,-0.02746624531581413
ADM,0.013436213369499262,-0.08499635416762506,0.09491448296564912,-0.0180813373272366,-0.0716394555071866,0.14083799159432514,-0.08519019930746688,-0.0037552855312911367,-0.06595014835730072
CCL15,0.02586702820817708,,,,,,,0.08336397854171627,
GNAI2,0.021628162779256745,-0.08663719677553579,0.0857653086104601,-0.07205091573549285,-0.0032241577876965842,-0.0018447336663117422,0.07945073089225498,0.19150132221494967,-0.0030202851587600318
HDC,,,,,,,,0.024914887641367837,-0.006087776205793818
COL11A1,0.05652855238498362,0.03638235737558516,-0.021876358385524933,0.03129755553474469,0.033095606315059284,0.01226777883711614,0.08902797460007451,0.006027910235996117,0.019384042681331048
NUCB2,0.03314909368422492,-0.07220240683962471,0.06996393415008557,-0.0008565569480081801,-0.011531656807687892,0.014941339556628148,0.02846009333436041,0.12034230751032086,0.0037366409049870205
FGF16,,,,,,,,,0.02494840883128307
CXCL1,0.059184280441234624,0.06900934450406343,,0.0029064340835905497,-0.02582598543735667,0.03294841179617805,0.03136656678348696,0.10897931155640736,-0.036782344438495033
VCAN,-0.06466856002603054,0.02359043033037381,-0.04532317990550226,-0.021666786875843558,0.015370315200169293,-0.014770378512730014,0.061396123596912676,-0.004877328587043674,0.11171115862302752
MMP7,0.16090327998276643,0.030092450655102045,,0.08871524494533298,0.036897949389223215,,-0.021922501327592114,0.24788218587367503,0.049180045230827765
PTPN6,-0.0010386826520285646,0.15425109730996184,0.04477025623496997,0.0003308884780246539,0.003972946988087396,0.07118116186929226,0.06727593365871894,0.1363455655066284,0.05299146606639328
PTGS2,0.0581623586635413,0.038728197704157794,0.01656978671928614,0.011440054732376404,0.004454988854934697,0.07259593234460375,0.0012100475029876569,0.02748245196263633,0.005726205111862391
XCL1,,,,,,,,,-0.006422835168481947
CD58,-0.006368961669855312,0.018290247731602458,0.1328439016603398,0.05520762560623892,0.005107512837562973,-0.04485091364394284,0.011188406277085557,0.05886483977747304,0.070146315809695
TNFSF14,0.037545465098002204,0.01013277231665602,0.04208503799703315,-0.021706379541709064,0.038831813091905136,0.03797774851980168,-0.01386716454138061,0.03010167435339466,0.02656959822767342
CNTN4,0.019383573132425957,,0.050728744474949634,-0.0036905462774218965,-0.04847656109221806,-0.03838167179831486,-0.0029946385810894756,0.07056144592188193,0.017783902776434702
INSL3,,,,-0.0241402012373804,-0.020187044293774613,,0.026128254324508805,0.046792382932103325,
BTLA,,,-0.02241275082121742,,,,,0.09271850710492562,
MFNG,0.01647595922124487,0.01247876667348867,0.0401090865760302,0.029187787478780723,0.03385846749072976,0.05993413763439661,0.035541032614633095,0.13955200118754527,0.07700234050380558
ICAM1,-0.02279916089926868,-0.01952223259637152,0.10110892574730061,0.005957432920660957,-0.000987337206760352,0.037938634270201305,0.03894131633014604,-0.032973820286648615,0.03792380525873108
PROS1,0.0216505701584472,-0.05839565239178253,0.15706663402009596,0.04318075277278683,0.015955048529227984,0.14536621330139782,-0.004421655665412356,0.012599400245958096,0.016333924294985702
CLCF1,0.038715158857260484,0.020223151054510755,0.11591829274440697,0.024917700257463954,0.002300627650735841,0.013416654997103395,-0.005473883824800191,0.008865848252568661,0.018406021623674666
PSAP,-0.045076076974616616,0.056862369844552806,-0.01091369260362671,0.048978569289320796,0.06256799660227468,0.06269217164161783,0.0003116202633861154,0.06887850114076915,0.08211155383077605
EFEMP1,0.06268582262836907,-0.026396197189899186,0.14769261309772402,0.009094629763523864,0.06321274315596839,0.11193286068650811,-0.023493972611899085,0.007769930496160525,0.020155497634882533
C1QTNF1,0.07695585117269967,0.0523426681293741,0.03169539265632208,0.03439938180089187,0.04365471376677873,0.10675552502325705,0.052406352069490715,-0.07842437037997917,0.009651698946709709
ALB,-0.05756068183412376,-0.06041930816689438,-0.020338534682069778,0.04265486407720906,0.025389316796318687,-0.03671717575314876,-0.0364578886338439,-0.08052394166334143,0.012258852449975212
CCL13,,,,-0.016113318287977987,,,0.025684840246305716,,
EFNA3,0.07989772149211265,-0.05189155090465253,0.14719639388821537,0.026008896226466086,0.02663405418747254,-0.034092876137329774,-0.05399465263821242,0.0388712941014381,0.1127673575947768
DRAXIN,-0.023904325418900592,-0.04788524873816743,0.07570577775959215,-0.0030764730812762008,0.00929465234159864,0.0800417990179793,-0.009727302034399657,0.22479891971777297,0.050985281342920116
