,MGH258,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,0.029400009666609935,,0.01713133316792998,
BMP1,-0.03658548701104584,-0.004552955370765908,0.08920620592248978,0.1732076684236819,0.013896890948415477,0.07179881053240895,0.056523263938021505,0.11870860258554589,0.1647592986652064,0.017493307221644595,0.12597099689940205,0.23979990499353554,0.1265490279865854
NDP,0.04167101578342354,0.06102701468091916,0.04713982128134357,0.0011958542871730582,-0.009178267921547354,-0.03024424564628716,-0.057069653176305433,0.0717851914259968,0.02742642933109952,0.006096703321420864,-0.01762063701714473,-0.01834201845452335,0.0160749141058413
TNFSF18,-0.02115380653898456,,,0.11415901245613909,,0.03001160951532387,,,,0.020443813560095645,,0.0475482692540959,0.08155305201970414
RTN4,-0.11472670285410143,0.03965799894220097,-0.017683885849100786,-0.008098470885264645,0.04139057491416124,0.1276654722178565,-0.01294527951696423,-0.04145898390709499,-0.08622809823948696,-0.07934702635311755,-0.018518921352422793,-0.08454407713700893,-0.07237889278068832
HEBP1,0.04720946934653486,-0.0470339108454664,0.04634749651424794,0.039846642176092816,0.08527349622721388,-0.024729684359918822,-0.04736679984672156,0.020740205214643256,0.008875480997211277,0.0428815916848589,-0.008179323561360429,0.09644252240977598,0.030070618674693482
WNT7B,-0.018635841005200295,-0.012182917288277043,0.10311669174117571,0.028302265681532938,-0.05908597293752606,,0.008593938994200351,0.03830172912607671,0.0519693310514431,-0.010778868050643592,-0.03725581573803772,0.04102071760937421,0.018197671325510277
PTMA,-0.01637871586310121,-0.012328940141722654,0.09126563510821621,0.12343039004089619,0.06090942196321074,-0.06017403759636141,-0.057891399839206104,-0.02106200380738997,-0.01301973757271315,-0.015632482091295488,0.032897708827433585,0.14743359789322294,0.03123911490087056
FASLG,-0.018635846273504803,,,,,,,,,,,0.016954909927820488,
CEACAM1,-0.025876035645858858,,,,-0.018483022662010306,0.03859388950868821,-0.004738120681234048,-0.0049309004808402316,-0.021886941805885185,-0.0421240954820535,-0.04639849287789361,0.038611891151745036,
PDAP1,0.004875721496823543,-0.0442398122767382,0.007909893224517864,-0.01767532382360145,0.0528279826124966,0.013259597754982281,-0.018736847682929752,-0.04045726591848149,-0.04120840808111051,0.014339471299531514,-0.02223247930541547,-0.003434469051105284,-0.048021861005789486
QDPR,0.015781455563845345,0.00794731104917881,0.09467044809471524,-0.09978415618439655,0.0068582638910342966,0.02738949792595463,-0.08759957186367122,-0.01526727267442747,0.0029296857498416705,0.0036500474093047125,-0.052975195291586945,-0.02261198107386835,-0.05962700547098
POMC,0.07698415475076935,0.02289022001378771,-0.024573166670515928,0.0385535576903424,-0.021049824590508286,-0.012956609344946943,0.05082416185174684,-0.03891288050680977,-0.026728233135046076,-0.013372756728002677,0.03298760490484015,0.12468424278247366,0.07558929377660212
CCL18,,,0.0183976882890221,,0.17553768658566365,,0.1387744089734159,0.09169683041726581,0.12163864536036546,,-0.026389536058165623,,
CCL17,,0.1919841234299076,,,,,,0.057275844437742335,0.035768784509948096,-0.034461186005462295,,-0.005612291414015052,
VEGFD,,-0.011060655549680325,0.007468689426888867,,-0.016623505235375466,-0.032049360051673574,,,0.08346743148427828,0.017163098656752144,,,
TNFSF13,,,,,,,,0.12314147096074345,-0.057217609887955746,0.009500712526656211,0.004356924445319992,0.06836555152132555,0.08164419561493527
WNT5A,0.004609148630907857,-0.029859479702190984,0.043616720993938846,0.07109491580475043,-0.03608497985604591,0.03620884080764068,0.030335505721098607,0.018208081504029167,0.11023380822873846,0.017181224566755283,0.05563051767086113,0.13524381164181654,0.09926229767856226
CXCL8,,0.12686070474015115,-0.00986189479492316,,0.0006859294440274374,0.008726731493258049,0.019745298723333842,0.0538934695725718,0.13547111925712707,0.01671794213446994,-0.001273644560816722,-0.054460931157852784,0.03930606953036636
GRN,-0.02935357836263598,-0.01280347169716672,0.024784890530145313,-0.01573237667554136,0.010469856759886098,0.10509796044070302,0.034544976821382446,0.11756639232187997,0.048027162256425705,0.05434603533137339,0.11348726957430515,0.16330749175171697,0.05371085360641502
MIA,0.05566421929344727,-0.012579166335391842,-0.03264694950680372,-0.018690411021138567,-0.010295244956007647,-0.002479683717697367,0.05855446382861539,0.010272534760396738,0.08157363490312684,-0.014545030147138037,0.08356258780972453,0.006069084869167033,0.04841082718285243
COL4A4,-0.02158258075049148,-0.007865065276809526,,,,0.09198464141030925,0.026827213213716696,-0.005061623056989772,-0.006677798473454531,-0.05692710038762228,0.09021200750881574,0.013705441385930748,0.08831573099403646
TAC1,-0.01863583613450764,0.012967239635299608,,,,,,,,,-0.04253891356930993,0.10210166639490202,-0.025051114935693043
RARRES2,0.054299591021486945,-0.05005013755455891,-0.10538655140174198,-0.060894266971472065,-0.06316196613998946,-0.0435512452603863,0.1025762766155848,0.09730049391718712,0.10383679156982599,-0.045719795556785986,0.028846236279132208,0.07364809556594314,-0.004251533480479006
FGF7,-0.017691351795524835,-0.0373904825136202,0.031652362786139795,0.052250930865857886,0.02251790400847131,0.01741024078262354,0.008154702421300512,-0.03375447472127171,0.0015560550492901856,0.05725671566611561,0.04155943013462608,0.06228643062123084,0.04421673259678145
EFNA2,,,,,,,,,0.027205834293177925,,,,
HBEGF,-0.003452524270521988,-0.006203335152779901,0.0660984149666207,0.026436177843529862,-0.0073370278029349315,-0.02991128331167316,0.0887888061677727,0.018069503814276383,0.014129702968222803,0.030605092630842715,0.010266156909136638,0.08848992609211558,0.11692239796282072
CSF3,,,0.008776160189382435,,,,,0.049752103522960375,0.09814214165595761,,-0.027427788721337623,-0.01082681977012297,0.034254095065761055
PI3,,,,,-0.061069152282135164,,,0.037974177789556446,0.06625228233460248,-0.012810113672322968,-0.01319155206828594,-0.0892900350147495,0.026849229322717647
PCSK1N,-0.04423337548511865,0.03749255033082381,-0.03122251267352799,0.04324797549613966,0.08609106560347878,0.10766053233481161,-0.0034919107138952758,-0.06181014525547992,-0.10829780097308828,0.015117014686404072,0.02055995483042117,-0.039564348247427314,-0.054574425380229455
NTS,,-0.04180518890075928,,,,,,-0.02688302842568724,-0.02169075344262843,,-0.027018480170809565,-0.027653382702208153,
SFRP1,-0.027115612312958923,-0.015079036542419258,-0.006463351469687859,-0.05531328651239023,-0.039127203749399764,0.05231943162055116,-0.07526488398813372,-0.03134338011373131,0.028218634006561338,-0.01438515382425021,0.013898870894579763,0.05958425977321345,0.04192993338788718
CXCL13,,,0.046943368086615485,,,,,0.05191893826752549,0.14904359944492146,,0.05538906235469638,,0.011944479323319594
MICA,0.03359997681714934,-0.05037723782070195,0.014757792075456496,0.028130607850288578,-0.07460791076997648,0.039564816256005,0.1670904716061783,0.022359653408990612,0.11583282481541589,0.03143623466213786,-0.027434664241702298,0.17003902136740134,0.06984399409114982
TG,-0.021582575886773807,-0.01091263315330695,-0.036067181743723344,0.04054848359677356,0.07312964103582784,0.005816830685627317,0.0445566020870919,-0.04379752226645247,0.013900667433465212,,0.025536907008602453,0.04602248087671867,0.0994371139857706
ADA,-0.02010396603538777,-0.017722993835512787,0.07814903080802615,0.06609679771322978,0.012372451475884009,0.061920391849304375,0.10371681317262824,0.053962163944300465,0.013214783745133752,0.04059733406750308,0.02863468327775495,0.23818689546322136,0.06682636990858885
LAMC3,-0.025007410017845344,0.04241922654434542,0.08296136565887524,0.15702715665183004,0.04157065214711831,0.0925572076099779,0.18379757225258594,0.12451919391526578,0.011266874590126317,0.06882097543412158,0.16499880798415734,0.262847905129234,0.13473758762610102
CCL7,,,,,,,,0.03802951404490804,,,,-0.019014394334620897,-0.0013297112428090746
NGF,,,0.03798754875765943,,,-0.07278438597944037,0.10746521492133038,0.15631656257782997,-0.00556643448429172,,0.09379362915614523,0.10969198958072773,0.037566531739376886
TNFSF15,,,-0.023030644701587905,-0.04584861946092437,,0.0741960226016381,0.02461819510678073,-0.0010347955884186732,,,0.012442588126623522,0.11557116684352055,-0.03691168375914646
HMGB1,0.0002737183650190136,0.024699933037083396,0.0855709197658517,-0.07788944817979782,0.01047821831120603,-0.060010893869129465,-0.07951546470786645,-0.04501379323764254,-0.07345219817472651,0.030103247506380867,0.020871115996777958,-0.09208312481743826,0.004416595171922855
ITGB3BP,-0.016038515698285426,-0.008330123169779729,0.025673970841827896,-0.03293568607120462,0.026980642012719738,0.024738628200227812,0.05819016318443859,0.06259242046846132,0.023812592044882636,0.12446252518957489,-0.05553767212833585,0.07634563531020731,-0.009347825026205308
AANAT,,-0.01257916703507719,,,-0.05195588643671411,,-0.041406470239634625,-0.03351864251938781,-0.006344176071383642,0.08740327575297699,,0.04396302011942413,-0.003253335798243357
RELN,-0.017892527610674832,-0.015214317495407645,,,,0.04080714983732413,,,,0.00300346460442687,0.0645309062507491,,0.027723322391572346
IL15,-0.049870750513301386,0.015207463299019014,-0.015445032618918974,-0.002834717052016689,0.015209867905189224,-0.01491961143305969,0.03848995740370354,0.002337946626030147,0.062083635756709464,0.0398142062385775,-0.00693016251853198,0.0774994544640526,0.02070479667983793
UTS2,,,,0.04309278307434056,0.01120194085378343,,,-0.03690646037263135,,,,,
BSG,0.011755023591421816,-0.016658821701100286,-0.06049297842772907,-0.05474349589373275,-0.00889907961907033,0.07966230782496125,0.03381281196233556,0.04672467802666917,0.14327591418552457,0.10260716954406503,0.008523485719167482,0.11747862491284516,0.07541358883685557
ADAMTS3,0.09971035670420933,-0.01577169801663534,0.016647705792256287,0.09847999578935253,-0.05503380505349977,,0.02587005584009164,-0.05418311420764097,-0.024859333274541873,0.014806316958991924,0.027691839639461764,0.11105498307756122,0.10284432246806487
CD34,0.004401134111050116,-0.023535279971922497,0.1183941822744556,0.1436246513621776,0.08325390259230014,0.14230545611060733,0.08789193066174071,0.008538566620803163,0.0062009149786264005,0.04069897165962426,0.07909224901050652,0.2321043650161644,0.08401422630021574
CCL23,,,,-0.043263193519254006,,,,,,,,,
PLAT,-0.01948856137583577,-0.011062811011899163,-0.02057766474827152,0.10937048904303011,0.018275784197099722,0.12665747096246427,0.09765729865504327,-0.03957084005697914,-0.14152305437571386,0.0893735544937837,0.012380825305799393,0.1476383869007885,0.1450564409119922
NTF3,,-0.020305776411802454,-0.049056639143526856,,,,,0.034936403559810855,-0.043527413779750286,,-0.006847096796497083,,
LTA,,,,,,,,,,,,-0.015296964697845285,
