,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
WNT5A,-0.07500005768297795,-0.01569458925340531,-0.027390597234864447,0.023782455647662896,0.04537779263077669,-0.0383480821531833,-0.05957177327123391,-0.18931770335239043,-0.007151716408123342,-0.007728739675452154,0.08085407043914436,-0.015942761174048737,-0.10029075377540153,0.016379663955844684,0.029625867694144856,0.07389604860280122,0.06090831537136932,0.1258151866138,-0.06864215311704136,-0.032570273515758086
CXCL8,-0.21954633226706516,-0.042820537867303506,-0.020021969370852735,-0.12027258057933872,-0.035429744150253975,-0.10980465964888599,0.022670747771257525,-0.08967727053750019,-0.05792264016210231,-0.026359964367694517,-0.10821868929275598,-0.03815874737044635,0.01269544583177093,0.02645118715780347,0.05629535179542787,0.036764762421602246,0.05205505434946789,-0.005921560003154375,-0.19096430634983969,0.02235443602236321
GRN,-0.09457163420699927,-0.012997819434261676,0.07915352209025632,0.04578585629593302,-0.03889955152082417,-0.05796719640426214,-0.0690007976708202,-0.27691886359885814,0.028666038225460037,-0.05463189322478096,-0.2602392645862711,0.02226726023871561,-0.051084361733065894,-0.054643055186714376,0.006429719522017267,-0.04537266056872643,-0.0825405735300876,0.03327918115397369,0.09546419822701237,-0.045771842549637495
MIA,-0.009400955165034138,0.04696025475975499,-0.028945124135215532,-0.00666384862022413,0.033575337822415126,-0.007343920124186504,-0.00040812086866998863,-0.07698815927218867,-0.04283105803344206,-0.032192341432458825,,0.0035426387669020044,0.002189385598159119,-0.07222414719515748,0.014006741724490615,0.0683082083983965,0.047872421711952357,,-0.08596075487708141,
COL4A4,-0.03384383987984799,0.04262770508542747,-0.042138350087620895,0.0057746193338033495,0.022155081343864222,-0.030194317936473643,-0.01325216961940261,-0.03245556008179153,0.014772194484490159,0.04492366985570175,,-0.034782563544768746,-0.022671223877255148,0.0662364613940706,0.008305118117552013,-0.06783622286964483,-0.010129661822675698,,-0.04724599253547431,
TAC1,0.3305988037905552,0.11799565760323097,0.011524603863358884,0.06993119959967212,0.07562207140048023,0.21000213457601605,0.11791304831465448,0.37691685346610704,0.1284579252964609,0.06521650856197693,0.26338971927157573,0.28888132082265655,,,,,0.004058019445392217,0.001190830072587525,0.21181506809025344,0.05065152178696433
RARRES2,0.055030135161133524,-0.0009229668873107259,-0.005315542180455697,0.0010329879183419964,0.0312721146206821,-0.14704586357301666,-0.028753995028463337,-0.32495484190829566,0.08816215052410843,0.005422047928480667,-0.10677946220911619,-0.08178106479327914,0.01895597676105091,0.17179253633098043,0.09162344225679614,0.05784381114824422,-0.03523673501576221,-0.012745171342538454,-0.17411825243207718,0.02490146127371624
FGF7,0.011768063233017946,,-0.0005486960805211585,-0.07369591886580273,-0.017970370588398756,0.12862056928308963,0.026450184272641397,-0.06482054342777789,-0.04933267294928422,0.07718428505142332,0.054842282545025094,0.02407342881470478,0.07591683055313321,0.04414461468401448,0.015816436471180237,-0.031020163010270836,0.05945996174771273,0.17297687960656272,0.15633459610821174,-0.0015464973508516834
EFNA2,,,,,,,,,,,,,,,,-0.03281722794194338,,,,
HBEGF,-0.0751906235908638,-0.0337022627966293,0.04511743355335438,-0.025937295558311656,-0.02184880592958868,-0.0705298050900903,-0.024203147924360752,-0.14939059021700177,-0.11703746973793472,-0.027371114199032966,-0.14669335438194706,-0.06675229205620263,0.0671392610131509,-0.004098463597276003,-0.030263304922730373,-0.005721925157584298,-0.03443139985560961,0.05222155527624782,-0.0800266899433569,0.08644032734307255
CSF3,-0.07615272976378443,,,-0.020568726989129024,-0.0018977992355077493,-0.006776315755905216,,0.0023307360300731357,,,,,,,0.05038289225377569,0.0427638928134144,-0.013188518520896638,-0.036606589946143665,-0.09823582982160968,
PI3,-0.06917650846730267,-0.039044021270647766,,-0.007263297677233937,-0.045838947879905396,-0.042508292577376934,,-0.058813759674626265,,,,,,,0.07265500015002394,0.03442302159338781,0.023881947527439305,,-0.029209979740900158,
PCSK1N,0.36818700833896817,0.051982931992289476,0.004577956418532282,0.03527624736641736,-0.013598689303763815,0.08420331078346716,0.08152004014075111,0.2305248298863852,-0.0012900031931292145,0.0644891922342469,0.4006671559812011,0.2709079456144272,0.08719262588179083,0.03877412158225395,0.032246545026174946,-0.03696603064750108,0.12931463693042652,0.06742826455024427,0.2718537246570333,0.10702614342517751
NTS,,,,,,-0.08740036257169878,-0.015148531264501424,-0.04105740100790586,-0.04155050294904183,-0.03999114387207471,-0.062166669166516426,,,,0.028361892192337895,0.02075930548104376,0.051647401432455935,,,
SFRP1,0.12962932479411884,0.049205732487783704,0.023889767624119908,,0.009957600534160588,0.0771399208835935,-0.002993845673000328,-0.017006943860987746,0.021921829560857486,-0.023648470451253036,-0.15279355342207493,0.03529569973988329,0.057010100046289994,-0.07058707248071015,0.07578581144164165,0.04287155366289442,-0.06959042918266775,0.012577278412376405,0.013938706268526193,-0.0683236415103312
CXCL13,,,0.002347504699838586,-0.041603620502561126,,-0.008200760035926376,,,,,,,,,-0.031215915881801018,0.04999572134775134,0.0016057798106637192,,-0.02994627229440027,
MICA,-0.15345989807024127,-0.017198887852509618,-0.030745028110985582,-0.045987349893952534,0.02311372498515392,-0.04513591651476823,0.02312546324688503,-0.11291718759683152,-0.012813760689708784,0.0158272364959016,-0.028961678835477324,-0.12459370151814811,-0.003037970584512643,0.033184545258328625,0.10727770653317015,0.04433167971007617,-0.022928611387988036,0.029129781196092015,-0.04162316239917382,-0.03738828891955742
TG,-0.02883777299564404,0.02189282422823021,0.02276021042279384,,-0.015925559440380994,0.01148559320886629,0.035105876623278465,0.008199901691074237,0.0881175368661765,-0.006894413638516829,,0.026064680799377616,0.05506183803593921,0.006981426754901697,0.007183437635521358,0.009339453983293302,0.019901349366900106,,0.016940483715406202,
ADA,0.011475754776518693,0.025119960646851527,-0.004693543179887873,0.004450708423897042,0.04618219789588469,0.016011144445427623,0.0021053919674468655,-0.21716272230603673,-0.03611897447582062,0.03043813751651159,-0.1660077864602236,-0.09276185513899414,0.024128429743077353,0.053938479171026336,0.023793115882485248,0.08532490458939264,-0.08356257068964974,-0.030144568783141566,0.03708079136468856,0.03344108852282097
LAMC3,0.05135076172382558,0.042312431741941076,-0.004009157372114782,0.010062233860238523,-0.005830313981855833,0.07799868824235608,0.0011788511561892955,-0.13659537794008308,-0.011117650366143891,0.0030775747418125116,-0.02786126371238005,0.010247560511909658,-0.05119196419347846,-0.001093888107471327,-0.044893008808915474,0.02272770599916595,-0.12141858128161682,-0.009235864733054109,0.12269484847032773,-0.09589342347680893
CCL7,,-0.043364160658324116,,,0.022938865491285484,-0.04137513679041334,,,,,,,,,0.020767762706677687,,,,-0.06306885314953958,
NGF,-0.04387375237237242,-0.02875873403483268,,,0.053111713227556916,0.017614845203157842,-0.013050787803712346,,,,0.0975053829514229,,-0.027340337721026023,-0.023119871442224202,-0.015890666646362482,-0.033051115425848675,0.0818135125529461,,0.013079780659877374,
TNFSF15,-0.008050692332384403,,,,-0.027114224637495028,0.020847991808858102,0.03278117713075148,,,,,,-0.06056220554626886,0.10008119836018582,-0.006010650230161198,,-0.04837709197845146,,-0.013534380406723464,
HMGB1,0.11170439011203083,0.0815846645325307,0.004755604106226219,0.0036663007653044144,0.03673196836554154,-0.007435540976545396,-0.07316603260665996,-0.3029175982129072,0.037998502593353384,-0.029236763434309487,-0.13068588855034474,-0.03160140499048222,-0.08082871464402624,0.0017084199659138514,-0.036977353341951416,-0.09422011370823463,-0.05111505800271537,-0.014762519953967204,0.05098411788421862,-0.17439960660915632
ITGB3BP,-0.2195057319408195,-0.013357767953587842,0.024472162252893538,0.02052191301315009,-0.004279778944160532,0.024294933866261293,-0.06400386080620982,-0.19506962275750486,-0.0005909028242574922,-0.03439618867852386,-0.09719948723356549,-0.10008312737569547,0.1059899171782205,0.06501019173315814,0.01706355259776602,0.08078846898207906,0.0660542941121215,-0.02808228307247467,-0.09798453686431796,0.07805863680325995
AANAT,0.08547937523624675,0.07090217938609117,,,-0.012676774530427705,-0.022012741263117846,,-0.047114547953002836,-0.03625519041072245,0.007014848962839895,-0.019719779049843175,0.008764190853340929,,0.01835650977642466,0.09135833367757025,0.04060832481575168,,,-0.05996564069922053,
RELN,0.06656708983913232,-0.006468577711765971,-0.025994645438225487,0.0641416279458267,-0.008178433300264033,-0.0007292728807064488,0.04747654473329162,0.22479412618871558,0.0716445694574611,0.01638938564955696,0.010920968786214054,0.09832764799981435,0.01442607752883314,,,,-0.02877171287046196,0.10556821050631658,0.10836709473560237,0.021211346442093167
IL15,-0.04425266471699055,-0.011060310215280577,-0.005067457693396388,,-0.01774247780464867,-0.015790810264279573,0.027155113558453823,-0.10316787229616033,0.0233711191376765,-0.019825070104348003,-0.052062694388618956,0.013636275861319512,-0.049660945288071634,0.02630545284927747,-0.048418601391967526,0.1009986741802017,0.03484628441970899,0.06392562443737153,0.009882998488249453,
UTS2,,,,,,,,-0.13682442130304656,,,,,,,0.026376808289931553,,,,,
BSG,-0.13940515786408034,0.11203144373977181,0.030144493765194676,0.04790614920368761,-0.044387706380590426,0.014403437843722696,0.04185590928688023,0.13110761460276676,-0.04465983864151082,0.0025716403957871956,0.24120374095554473,-0.11887259177663874,-0.009054444565737566,0.10644295041636398,0.19590029870921466,0.11299817771694806,0.10802391105336187,-0.06394785236888607,-0.02518508089853405,0.22540905842825307
ADAMTS3,-0.016799252437822036,0.02007109602463513,0.06657551031839669,,-0.02049645320466,-0.007374720035985395,0.08898923061327782,-0.2572480265646356,-0.02743010398177245,-0.008972708398960147,0.06657167937829289,0.04584659539913405,,0.10344516690947826,0.06476480657131324,0.006698622581038525,0.0391813366546782,0.04498634915171733,0.013635363468469034,
CD34,0.15261691958052823,0.049500906196827475,-0.01369391605577996,0.00449794513677353,-0.021618680771226306,0.015313875704626743,0.027765751524212835,-0.14319733185621458,0.014368086137339416,0.049897339696855725,0.03157458323016532,0.041670018840883,-0.006346312567907384,0.08455521281028633,-0.019541038896193658,0.03097937207002615,-0.08589722406355263,0.025980072458782838,0.031775298852904234,-0.0341767161817434
CCL23,,,,,,,,-0.0038184396868585295,,,,,,,,,,,,
PLAT,-0.062342270841930496,0.05778832172894488,0.048482645778191204,0.06297358244864112,0.006634691011062459,-0.00988469897788675,-0.12093956793546538,-0.248526631327749,-0.13773469191417514,0.01341236649038442,-0.021937809684274275,-0.12894666786409975,0.036451001881135564,0.07199606617838696,0.05921496689626528,0.018673858787902516,-0.01783553484013862,0.032294219656982474,0.07272073594758378,0.048207542680674224
NTF3,,,,,,,,,,-0.0400048851474335,,,,,-0.011035677215523126,0.06401331112369146,0.0820684091076145,,,
LTA,,,-0.02272368102364565,,-0.031207956048913844,,,,0.03012551044763799,,,0.002665620877120632,,,,,,,,
CKLF,-0.026243769287986617,0.06791870342513139,0.0024969053159339177,-0.026810268250053292,-0.004266406044202605,-0.049325506981881165,-0.0431320990124438,-0.30323347709672277,-0.029206595391634806,-0.010128610455545745,-0.16887175835225665,-0.1793970877605189,-0.0517608447302276,-0.00033347536155653294,0.045823922886725404,0.022501546261669118,-0.04660602618570534,-0.0676833864576462,-0.038253581890990346,0.004149661882943127
CD24,-0.09576695930277083,0.03401824428414159,-0.0012352232181701453,0.0868165225237893,-0.023017049005822535,0.0643631794704388,-0.02558681772430053,-0.008694013065663567,0.059837657286763206,-0.049874705892155334,0.034120225449971696,0.0034584420077838894,0.13042305756152756,0.09267957114719014,0.018561331043555007,0.03144283153975032,0.06402067706256757,0.0972708404576658,0.048217396191549244,-0.02534740523539155
HSP90AA1,0.15774028213999403,-0.010030935529987016,-0.03936737352032941,0.008466239474791266,0.02114841640591567,0.14674800953964579,0.1246658156450144,0.3396815751292036,-0.015552654521744855,-0.01524231372059924,0.40701386209798723,0.2812453684438685,-0.0491587205408713,-0.0903655552383311,0.047194513983748375,0.003139040053500958,0.02849421760948862,0.006444537666607106,0.16537797986066352,0.107488717705512
BMP4,0.16676995578066287,-0.02991137136684696,-0.010717425202238628,-0.08465059994548507,0.002317462057550478,-0.023845322528088134,-0.02869091534116382,0.02609375772997555,0.0010952576921954308,-0.012538513618936424,0.0538708894671259,0.01287714215451883,0.043802606904668265,-0.011781473654139526,-0.0027474281055582836,-0.002228123464187831,-0.0526165551291833,,0.06593436375425493,
SCGB3A1,,0.05098474870715749,,-0.007384110036576211,,-0.0027741890686278476,0.11449275664764452,,,0.0753582498682145,-0.01074539194324464,0.0983839551022662,-0.06713163742097224,,0.012070031910799797,-0.0026732262405958856,0.045298047282099685,,0.08840031218505773,
IGFBP4,-0.04097032814587743,-0.006755904385546007,-0.00729186924164446,-0.040826154571363044,-0.061469621229966284,-0.03467771701717094,-0.08291827663399076,-0.1582862082181143,-0.10537452339743485,0.003785894592763189,-0.12427199899516424,-0.12185609361668806,0.007365162675059311,-0.012045505236104532,-0.04161278779933799,-0.012523530686817521,-0.07615493638945242,-0.108071476140629,0.10980029486022937,-0.013578261354903833
RSPO4,-0.00041918080767645253,,-0.03673542565695367,,-0.034741791822350106,0.02604110465672835,,,0.026120385620964946,0.0064997065719389095,,0.04309324469092653,-0.017545228732738075,,,,0.003939790792195813,,0.03356602118085646,
LEFTY2,0.012283178410176555,0.08441865047967152,0.03424454913759111,-0.06138879760150121,-0.003578304137465644,-0.013531384252833475,-0.030319294454647355,-0.21349743378229494,-0.05106095854534316,0.0442486651139686,0.0111959219874375,-0.05115216665897711,,-0.03687909021671187,0.020539621064801818,-0.03621263251559737,-0.08251169760049706,-0.04263444481123335,0.08121109626118984,
PF4,,-0.013022496939351922,-0.020670276362282074,,0.032600862569831475,,,,,,,,,,,-0.05304385144431997,,,0.02996709555802403,
ANGPTL2,-0.06893204160668409,-0.01635926027506498,0.020541298405287733,0.014427110982476994,0.05146784908078457,-0.04401877470016565,-0.12800156567935725,-0.21754940106221365,0.01964566079275991,0.008721325098301135,-0.22591110165201433,-0.19838574037746093,0.08728876123349223,0.05607372406278041,-0.0132577283364169,-0.01927473951480706,-0.06702706576628707,-0.0657975124996079,0.11776945724950401,-0.11595034925365483
LRIG2,-0.02008620188011892,0.03610275622957053,0.020534498365474566,0.07509718500961297,-0.030224980128063492,0.0431816799782759,0.03278406449195894,-0.1057965374294929,-0.025730221857565832,-0.026160985564212754,0.07859850332233935,-0.005585193161553808,-0.03692566242995664,0.03523650498420972,-0.01878071973826152,0.08404488747706501,-0.025008577057088324,-0.01570642402043079,0.04828032540432125,0.00893057654729105
ICOSLG,-0.024645742009449488,-0.04076010336453973,-0.013580921694123274,-0.03558564771845944,0.046628585408677106,0.0191467549677538,0.016013726444420104,-0.19545531377510592,-0.04785146440427214,0.04429460796259521,-0.16374558420631496,-0.13970453631722787,0.04389559119106743,0.02977698445703541,0.05147398495206939,0.09205017067167112,-0.021029736763728213,-0.03394576839847589,-0.032319003807167346,0.024504210145839884
WIF1,0.5070404137778926,0.07563766909090239,,0.03559652243751217,,0.08510480311759992,0.12277559954133335,0.39732269311436497,0.04368411245689734,0.09850961753425007,0.2756950381776805,0.3792318264825747,,,,,-0.055076560022538516,-0.014354962083920852,0.0012315844974699866,0.27376799015219627
NPPC,-0.016570823758864546,0.10693376223761579,,0.10417611052473903,0.011065628109067116,0.07724458653050639,0.05258012315423996,0.12190537876603624,0.08958021284147842,0.016030674236048748,0.07640143508210766,-0.1161822650950938,0.16928592635290746,0.08959638811878705,-0.014922219285389499,0.0648655215120835,0.0832315142761,0.1100294170449089,0.059796606469634236,0.06535583312637401
LYZ,-0.042656763195422026,-0.05682335982418697,-0.017637549298734585,-0.03489626611243637,-0.014419764920527938,-0.10218295704235997,0.001393023467643814,-0.17879155384778606,-0.011153854840601949,-0.03206998036279967,-0.2836052518921458,-0.09270087946837967,-0.024522294267103485,0.015219337636743067,0.06166572346283543,0.07430086188375548,-0.04056034191895603,-0.050521408403015514,0.04792680731844094,0.008991943563950219
EREG,,,,-0.009949117859873137,,-0.084970003799643,,,,,-0.0409814232241386,,,,0.013797127264639853,0.08361906199336257,-0.08303536902316906,,0.01178083659853425,
SPTAN1,0.20953233806348495,0.1339439250131723,-0.00024911716904587054,0.04637143350035872,0.017936202827606357,0.11413241644415086,0.1439998323561463,0.14467161275578755,0.09203430394963082,0.022275761942854088,0.36741631088723603,0.21165460411894838,0.04283561293187501,0.013619618345476012,0.018774090951962943,0.002229123365035229,-0.030450432285743827,0.11298834326433733,0.24974265137237311,0.11553609253929881
PTH2,,,,,,,,,,,,,,,,,0.06347260395679942,,,
LIPC,-0.022168543967266464,0.01933801004125994,0.011610765322569995,,0.003944911221889472,0.04393386122675307,0.018234277030775438,-0.08066968989930164,-0.011293914406715903,,-0.024081417593161587,0.022201994879877913,-0.017882807011388887,-0.010433097149293597,,,,,-0.04326799230973492,
COL8A1,-0.26686473481811657,-0.05130205133159637,-0.019243390906831373,-0.05524193996153291,-0.020660968051215117,-0.08753732475741569,-0.08740809076485319,-0.0805856970069719,-0.06884946508345333,0.07221140109678698,-0.1582907117831974,-0.19028134810058503,-0.061380744238023845,-0.017155296489499858,-0.036931827403692996,0.09945418185936838,-0.06259467136387972,0.011738849389428143,-0.11127550220179637,
GSTM2,-0.017775653957844743,0.025816689130386306,-0.022973526677705025,0.04278780366867868,-0.015942037724166996,-0.03336284547256822,0.002656004239600239,-0.11326092293152382,-0.02482844681071689,0.0026622542013536596,0.010221317638092139,-0.032270262479133685,0.015376279468175926,0.09411030234044383,0.04112076998295676,0.01848707508366654,0.023787781494057293,-0.06941581788045968,-0.039666076375359814,
SPX,0.1993373039382342,0.006587152724646947,0.07230300620845787,,0.02409973856260939,0.16479671974629503,0.03800607042946321,0.17107628374025502,0.03699646629547278,-0.012135292618832122,0.09333934060684511,0.24560013903514527,,-0.0165085409171092,0.1514550930603568,0.0423427524499244,-0.03284993226766634,0.013213222763158547,-0.0068637536430761386,-0.10118769153991276
MFGE8,-0.22374390464845537,-0.004036389564127795,0.036808150849484106,0.02553930871201065,-0.018880381657530768,0.09032840870204879,-0.009048774800122169,-0.08711799498993616,-0.061885542999631254,-0.011062688751960321,0.1735345844961498,-0.11291592606451764,0.0651764647681595,0.04784503453428362,-0.038639079034180415,0.08335397278600253,-0.11793648755784235,-0.011704394528720498,0.034838190380613296,0.1449946291503483
TGFA,-0.2392565292448658,0.11601635010290624,0.005725363990660905,-0.0638672604882886,-0.01894403202698245,-0.011637702028038429,-0.06437086476050478,-0.19183523543354222,-0.12145551529922521,-0.05497996671556061,-0.17538676723177823,-0.06200215852342385,0.0068303364010587776,-0.03096189968842031,0.05556647590259999,0.06460053746358568,0.015007996984115982,0.03451762256043285,0.05843322651217183,-0.11031463227978566
SLIT2,0.4285045069349623,0.020161161031696302,0.010192254376794862,-0.04552059916462791,-0.0011391473942887263,0.017864881757779366,0.05356383827556712,0.09998359638792344,0.013612726357304674,0.016387649250197544,0.20494381497550992,0.24081396210685796,-0.04353016510616097,-0.03907910021091935,0.05194118954202868,-0.03054071185933643,0.11708006543981084,-0.052750351184191586,0.0514661218744551,0.15738692167567409
PLTP,-0.07986143835237199,-0.01332017614121079,-0.006855929650093901,-0.029250683228078788,-0.03971956634046981,-0.08458093735102566,-0.061959018533649754,-0.3012482670545418,0.009772157218558257,-0.07870184054800376,-0.39073596493595003,-0.039098670051228815,0.04547672423106037,0.039035594872416146,-0.022250129600524065,-0.030158484814603606,-0.12167963439476658,-0.05463373912538632,-0.019846648465178085,-0.059094880503285624
APOD,0.19690579735903826,0.09645133094048283,0.025262479964080806,0.07670618115819643,0.018178607358002162,0.020258192335427836,-0.1391553361192061,-0.3269464393054643,0.020326197147390233,-0.04546497395039546,-0.3170816756785865,0.10121402525803676,0.028054142616144088,-0.15907187967343348,-0.020075024198947366,0.008450124478539458,-0.20875136090019578,-0.016898809662720914,0.08534872855473268,-0.2085497500515503
B2M,0.05196274380001211,0.029226400219126935,0.007180615377807175,-0.0007159616761681472,0.04945746927393024,-0.09979834641277871,-0.19274587123944673,-0.39458474674858357,0.0510250591393249,-0.04652391507019884,-0.43330997320508063,-0.3176688027767295,0.009493195799271562,-0.13404904848596735,0.03523766633684168,0.004732657287993881,-0.172539246196842,-0.0049803072463030125,0.11390963981950615,-0.22529807167573024
OMG,0.31527504665723,0.16737581836441512,-0.004691771373267664,0.01754645681556243,0.12087186240904577,0.11761151535332842,-0.015818751799088534,-0.01859912026476976,0.12245243798681803,-0.021390974060449673,-0.08502620486318398,0.1945329656842483,-0.043359738643831074,-0.08885225293527858,-0.1098135140040675,0.04197466227009188,-0.03780639706889959,0.005192325808718573,0.2850455947486138,-0.08280827495531867
CXCL3,-0.19160684814831846,-0.08646116805060633,-0.001996040257161038,0.03265817802661931,0.011070685739371944,-0.05336032256561015,,-0.05342766882136968,-0.10950813755151652,-0.029049631228664934,-0.03999771128807235,-0.03637166683453822,,,0.08699211826332058,0.07965285155782345,-0.022667528685508254,0.02407509446834593,-0.12484401473581892,
CXCL10,0.025167518378029215,0.04758851739881577,-0.026845281065552673,,0.012918703903478804,0.02059977205287257,0.09189935959147229,-0.25929952476853035,0.019459767696470842,-0.030220768217981964,0.014049039505148419,-0.05779898021777165,0.050685481410966036,-0.030959259938804762,0.10709959784600358,0.06455594561823176,0.009145246792110012,,0.06071962752503905,
RSPO3,,0.05330242668011943,,0.037983791007930624,0.03397620321189974,0.1687607564898408,0.15018656521432094,0.20682732254402644,0.006062316649340291,0.07040786965694268,0.10904550349996717,0.07872005114522562,,,0.025301387756947246,0.01648411255861898,0.04674204063540251,0.08571282340292163,0.08132361215686462,0.04872465732524592
CORT,0.04575925044171785,0.03598610712786656,0.017921590316057,0.013777306970959304,0.123499059926797,0.14565987177106446,0.028264028158289555,0.1951973535803531,-0.018958489283745095,0.02343774705698456,-0.012126955236587963,0.12338545000219839,,,0.0012861452033114886,-0.013122873923588164,-0.015114410287803574,-0.07484542843323098,,-0.05717259910676554
NCAN,0.07725215625046218,0.14268336605769713,-0.0026242301102303747,-0.04551940081744699,-0.015909801379861956,0.22052209650913548,-0.01360680906052579,-0.13249826773209047,-0.044707548510715865,-0.030456173111697425,0.22300529648746006,-0.27114916696241614,-0.03841397253432861,-0.051473048571159925,-0.029153327469148404,-0.013935923667922429,-0.019280371306246644,0.009985676764810282,0.17203858630300575,0.01645610839247145
PRG4,-0.0115448951014493,-0.011185819139504182,,-0.0055725990729526996,0.013434369477718798,0.09444173872726375,,-0.02789122899869212,-0.02334898678848327,,,0.009324239314088482,,,0.006013684837180976,0.017321804992770567,-0.04451862647952585,,-0.027758301251105844,
