,UKF243,UKF259,UKF260,UKF334,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
SPINT1,0.07822196759700031,-0.030196271866068596,-0.02738881851076295,0.10244830789198388,0.05920917753043219,-0.039173869229981936,0.015847282357778464,0.03581661429395486
CTHRC1,-0.03754843792853793,0.0681701014397838,-0.04728556191913166,-0.008866160128441384,-0.010117706529357142,-0.015254660793118331,0.08455554466944833,0.15689360692794652
PODXL,-0.02101171927554406,-0.024593929416515035,-0.05050336897448381,-0.043688767186602785,-0.036296386091260346,0.020084252274954507,0.08724796356536034,0.07823633389143227
JAM3,-0.04579676364381618,-0.04606888379767076,0.004387129720264644,0.009717977191760818,-0.012049070959407316,-0.00103870928795011,0.04320594254236763,0.04677080004909998
TGFB2,-0.038529707961429224,-0.02982485011719941,0.004670419462260098,0.01041342332579556,-0.05962297511439743,0.08102748797735711,-0.0678648811553152,-0.04341029642474204
COL18A1,-0.04159354441010678,-0.013509806274816202,0.010962978021272662,0.024820293075330707,-0.02410371161333874,0.05411555352747241,0.10623392773820281,0.1446004041524832
NODAL,,0.018784053289887987,3.2746369740727953e-06,0.04708392750575003,0.008904199671889415,-0.02654227988431387,0.04308143903613909,0.07079337004771535
INHBB,0.016433639177559325,0.007154125841675945,0.002686217239345188,0.044051354302294544,-0.003217201435681298,0.0025101326448382314,0.009765781165942877,0.013337219529295136
LCN1,,,,,,0.0033520849540260595,0.07592195885226975,-0.02394863527463786
ARF4,-0.006693833571367209,0.019858213828504355,-0.029745004969471016,0.016108757662097326,0.01001541610462216,0.04633442572263546,0.02808915536840563,0.09142853022012057
CXCL14,-0.06539016423290592,0.01917760506789803,-0.007837847682819378,0.026867261320577453,-0.052615187131983994,0.008002833299226252,-0.0709394659773637,-0.16485315291985855
LIF,0.06357418937509994,0.03848533959739288,-0.05700813971391576,-0.023907048279913887,0.046524208428647816,-0.04316907654063345,-0.05305864384997158,0.00496988432932747
IL17B,-0.0004952717747945458,,,,-0.031107643989767477,0.04681981114447323,0.07085746074084276,-0.027077224588940133
MMP1,,,-0.022065095975820077,,,0.05472268933165433,0.09853409526544225,0.03640352338962375
MATN1,-0.018985860720305017,,,-0.011753678155072559,0.07801799388462193,-0.009403568791523442,-0.008681144117850486,-0.02467574666516292
ADAM28,-0.013392869178149061,0.017409143997665265,-0.01962158215675964,-0.048771915324671636,-0.02384391965985468,0.06024573919957139,0.10858026492008342,0.10824784054631367
TCN2,-0.032941296166155896,0.034154385980572424,-0.012772601148871464,0.020917887806110275,-0.06516064021212332,0.018812812067349825,0.09998342636990092,0.12923263873421081
THPO,,0.01425902050997673,,-0.011753679505247175,0.0573899340151668,,0.07894446206639458,0.045327175422250704
CUBN,0.04666299492152503,-0.01108128929548271,-0.025846160050321785,0.17096945061718985,0.07720199921473382,0.0323523844756521,0.07991556547395509,-0.06229218454230974
TIMP3,0.049388368911289,-0.006031911925962367,0.01604744582209855,0.010304552091350217,-0.03558026247247798,-0.022022198042500024,0.08499921895859029,0.08898799255789658
PIGF,-0.0014004920674775846,0.0031466259280018365,0.05083413018685029,-0.019733718592437142,0.09062434601473819,0.03233275452868789,0.059561099929134914,-0.05186173735331788
CRH,,0.06050185779832122,-0.022422159420637605,0.06889208008055635,,-0.03696974784398428,0.0540271612848041,-0.054043779962482746
BDNF,0.03326247947475867,0.011387931139983867,-0.04888385233782735,0.08850375189887429,,0.04265912984649905,0.04291907621394991,0.07114063710957726
CCL5,0.0036572257318053377,0.01658685743417747,-0.05152026379418522,-0.015945279694517218,0.0274366352168342,0.014036541414621144,0.13520587745502433,0.051808284842744294
GAD1,-0.005246477745356329,-0.003681710563122929,0.04054358259139132,0.006760495301764139,-0.035801167335959845,0.0022976736819511753,-0.02438249361041925,-0.05821817848418549
COL14A1,-0.0008401563316284269,0.00016443779573613993,-0.046227948166544866,0.009331001342640081,-0.032270824071678035,0.029236711994929082,0.04031082287984224,0.0659639731939007
HLA-A,-0.012348996765202824,0.026955600149275914,-0.030273765017221073,0.04673283309243841,0.03448017070769303,-0.008211112092508807,0.07842291427607462,0.10920058363064834
FGF18,,-0.012248531569963835,-0.01770901646261735,,,0.06053624781821836,0.030030686300923537,0.08652549191490784
ADM,0.05785379274995339,0.034067879795470726,-0.006086522985510395,0.019107122017641615,0.043016446220475436,-0.05889280832728174,-0.025384980748648915,0.026430651405046232
CCL15,,,,,,,0.04503336799910895,
GNAI2,-0.09031605254384494,0.004223642743843287,-0.020986982206492116,-0.013954751023593217,-0.07977224225744586,-0.048781816301686605,0.050133267367187956,0.021190865826713853
HDC,,,,,-0.03879361769053555,,0.07321524722830844,0.01632204397405532
COL11A1,,0.03631261960428563,0.05055548685636554,0.004973726841880574,,-0.011923548794013094,-0.028816391359017108,0.055815707822467704
NUCB2,0.05073829649882421,-0.018517414853489365,-0.07266293171677646,0.034032233843071226,-0.1024063305571458,0.025068787007105884,0.009333824588498388,0.07897095474766389
FGF16,,,,,,,,0.16721426090145125
CXCL1,0.01963601049763338,-0.04054870341427504,-0.026954016662587635,-0.015945282397904104,-0.06791937587999794,0.0011661172075783553,0.02816240987377872,0.17238259222641394
VCAN,0.017307528409017153,-0.026633372804832467,0.017319848072018855,-0.03359365367387794,-0.1532712252277903,-0.0587523456492069,-0.03858393268031755,0.004148239318527252
MMP7,0.018778701076811524,0.024446837631326268,,0.020080279878486006,,0.027636638463686407,-0.007710310500735863,-0.03232774901460839
PTPN6,0.013239084803684272,0.05076498640082196,0.04394337861405385,0.028500732154321466,-0.019673640239689098,0.04325234905011937,0.050563524262473764,0.023669141490471227
PTGS2,-0.0012781702762676103,0.013756191820309882,-0.09592256439043938,0.022274460307134862,0.0039907724644211925,0.02998178193675747,0.00430014429823894,0.012216872615303182
XCL1,,-0.013326840702252643,0.1502542458796849,,,,,0.01587137477157559
CD58,-0.01315924244555647,-0.007517315244318273,-0.015714666303331324,0.005832231029927392,0.04508006142006391,0.037688919569932824,0.02794073365386219,0.06374788078763972
TNFSF14,-0.03735917932831518,-0.020403073836677124,-0.0007701382772265517,,,-0.023234507950242643,0.002537627945142584,0.019160870544641048
CNTN4,-0.03140814150015446,-0.023950730376376402,-0.006438994765579873,0.06860049310003206,,-0.00796808116258152,-0.04113482003392349,0.05150612930497177
NTF4,,-0.016857869874818698,,,,,,
INSL3,,-0.012248529167485858,,,,0.007782889029831475,0.15945830756066565,
BTLA,,0.04286473313738987,0.006235692183160807,,,,0.04530316936452396,
MFNG,-0.04488645105067982,0.020213958464729637,0.020151077390063356,0.07452894537433044,-0.10173573983259401,0.020417873853114027,0.08277572003054617,0.06117449104188238
ICAM1,-0.02921807419119935,0.02560973619644582,-0.042866042881882366,0.01668808716732752,0.07530160348671987,0.040623587794668764,-0.048029107843172,0.05761021997745326
PROS1,0.00028330791512989163,-0.026356159471129684,0.020458766817786064,0.04766841627990441,0.025889315574896096,0.030358566287666228,0.005900856926259679,-0.038331906444944726
CLCF1,0.021938467242377812,0.0203910784830844,-0.044729063972534136,-0.00485674309041929,-0.05766253277558164,0.07220350310395966,-0.07621336630552535,-0.03287959208736991
PSAP,-0.09727590031850547,0.027569887278901715,-0.05639489741484656,0.04167412497808899,-0.08681898609787579,0.01624458070386369,0.07892077952445418,0.01679179242422366
EFEMP1,0.0377634290940646,-0.00993787920287367,-0.018463392736988233,-0.03815877968123364,-0.05729269399257199,-0.011644839652467164,-0.042181397504558626,-0.06778010989654737
C1QTNF1,0.03841290205465884,-0.016685596165020213,0.05867782719047991,-0.049521459931782814,-0.021254002288715042,0.00678817965913244,-0.03820188242015601,-0.014934299073838878
ALB,0.01749030677128416,-0.008601010772161825,-0.04365915358690789,0.0013024179392459214,0.04621309377231157,0.10066948249736792,0.0673515530521897,-0.0066087934445660124
CCL13,,,,,,0.03169400442259171,,
EFNA3,0.06348099625394324,0.04325884442962423,-0.018083137719848652,-0.03991513545600068,-0.004334887754595334,0.04630250933234965,0.009099449117426038,0.10811654647215865
DRAXIN,-0.019484680682838706,0.039729196958275474,0.013391962093434195,0.06604872689278847,0.005910144147224808,0.01844001590349406,0.11514431811576087,0.020387879033579158
NPTX2,-0.04432902312442949,-0.035667587265000814,0.031098186485136743,0.08754264808114753,,0.06811518501117693,0.022464119520231668,0.03757456547498759
FGF11,0.0279461569340052,-0.06109110436315555,-0.010251870941595402,0.01373980752112509,-0.1069791823289627,-0.01063159890296848,-0.04176273356998725,-0.056219942916441654
CD59,-0.07763972648143083,0.0008959753738589925,0.03176221401120039,0.029156574701540892,0.05032291321646578,0.036013754305392824,0.07538517215887779,0.06858534304146037
COL9A2,-0.004933580429454677,-0.06079997094124348,-0.007049038769984574,-0.02791703300169674,0.04753422725184928,0.05383784880875298,0.082195403594813,0.026490033134352886
DLL3,-0.03552858637484503,-0.04302187224516287,0.019960045145165636,-0.00455595210451461,0.1448004302262643,-0.011882104740901922,-0.027797063545600117,0.01721332686529931
FGF5,,,,,,,-0.023292259164116334,-0.00543060522391444
LIN7C,0.05686228489185711,-0.05526903108756966,0.08097764681817281,0.035651869351517006,0.0127942862947493,0.05891050717565379,0.004253878553889759,-0.014991912680384877
GDF7,-0.018985873640811172,-0.02185495200248678,,,,,0.00720442005546975,-0.008550130037176458
PSPN,-0.0011247777999136659,0.01747541906692309,-0.05644251002079639,-0.01884975306422323,0.02044025043480558,0.0427956473426079,0.03814137021303128,0.046754537033877205
ANGPT1,-0.004326859475848186,-0.03409274533592028,0.0011370067096503908,0.0700049607115011,-0.03804838472513865,0.09825955200175082,0.09707636334721725,0.035149313153280584
PNOC,0.026994810086937337,-0.02922912772534378,0.05223313107231338,0.033616408794812994,,,-0.02177984444716936,0.012796253911086864
L1CAM,-0.04080218422338416,-0.029066607436616085,-0.01565450753904137,0.017715840175888526,-0.08593101819722507,-0.008013813486771364,0.03971898669084618,-0.030132738160693257
APOA1,0.08190098186710262,-0.019075060444999428,-0.018196114444849608,-0.026854326441937713,0.05488146400633619,-0.0564328449366678,0.04346001437667065,-0.0323730042047162
PSEN1,-0.015376209420939091,0.024813916039905255,0.034780173675130976,-0.044183540113832756,-0.05478627084798907,0.029513329563172184,0.025725929369723958,0.003382075251695272
CALM2,-0.05905333189637123,-0.05264081450959975,0.04319132374387601,-0.006802231755923871,-0.022463266239886395,0.049758925001220866,-0.0016930864724388757,-0.04461312759076112
