,UKF243,UKF259,UKF260,UKF334,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.0029950387870106357,
BMP1,-0.05037379529704148,-0.03896049769936748,0.02565251974796995,0.03494476735362312,-0.06653868784989349,0.04352248690056337,0.1115796705071591,0.04747315723049667
NDP,-0.050090984266916404,0.010144581792982972,-0.02260045845583519,-0.0015982172731327771,-0.045773931071346495,0.025634908293624435,0.034972177116199536,-0.07425766583093774
TNFSF18,-0.019872593381385046,,,,0.04657015246605595,,0.03723563502735565,0.06904722871683187
IL36G,,,,-0.014145039711353464,,,,
RTN4,0.008254128376809857,-0.03801020569189505,-0.009433373728609562,0.0009411222157557164,-0.08495130310354837,0.0375889663473636,-0.06883642226997262,-0.014063613530773827
HEBP1,-0.03882414029906275,0.013526980433189425,-0.005484182832845723,0.03510434667525505,-0.1162654674011475,0.020695700581072476,0.06850246615719646,-0.002716965602672888
WNT7B,0.0044497581959612705,0.039957579220891305,0.013169866445014737,-0.015547028736949568,,-0.039322372234286244,0.027766496876159525,-0.02619170261217321
PTMA,0.0017126855161116853,0.019763337939903213,-0.04578706020096984,-0.004733977685037553,0.03585487126400399,-0.08771279660451546,0.039325759594411744,0.05938920477329864
FASLG,,,,,,,0.11768124025018237,
CEACAM1,,-0.02443968017970965,-0.0013034983550380592,,-0.030603808580405262,0.017802106349535878,-0.033635597105027504,
PDAP1,-0.0053603294295218465,0.018758642082312725,0.02533956449086579,-0.03244190585694385,0.05909769386852788,0.0023173411108088323,-0.04118157504047704,-0.061256225001429604
QDPR,-0.036323903294127005,-0.012508272597940967,0.072155718784409,-0.01017946424548067,0.05244937903926189,0.052470944137797786,-0.013826239346114575,-0.04035558227196096
POMC,-0.037522772775315495,0.017956221550559856,0.01731445364116438,-0.006323136183167987,0.017561350940779853,0.016010813330538835,0.07481744658110054,0.08853426067094748
CCL18,0.08137012969679766,,,,,-0.040322433961310716,,
CCL17,,0.0872921448141209,,-0.01292189535386264,,-0.01563224425643847,-0.021911684569838878,
VEGFD,-0.03002764139597678,0.004926470254864694,-0.026348662141641298,-0.013848795484950969,-0.041605207118469274,,,
TNFSF13,,-0.013326838021673237,,,,-0.029995928728995324,-0.023650444496637637,0.060639458052260425
WNT5A,0.03332256122311987,-0.031784796963343236,0.012521853328041298,-0.016466147310869175,-0.019849430653780045,-0.05860479798913488,0.029686461573750236,0.13054042769572113
CXCL8,0.058545748398335117,0.034774736798913596,-0.032637120018516395,0.06938576382277979,0.06280300472940784,0.010375320952819574,0.004568406060162976,0.0476741364752438
GRN,-0.03932027857919161,-0.03062493457504332,-0.027763163377021487,0.023752901856567553,-0.0804708243157856,0.08989339460351993,0.07446917822110921,0.09022943939338379
MIA,0.00482289848833074,0.01108121281635155,0.04548303646779863,-0.018966560073149848,0.08333334386186511,0.026360542024113538,0.0783302865816695,0.04939233207382937
COL4A4,0.045034073982541716,0.04927847826158041,0.06351160218492057,-0.018398266913233957,-0.03257769655633889,-0.017953116215094152,0.05915610373947333,0.10691678837493493
TAC1,-0.03785829044240226,-0.023038299784913913,0.04021586209880509,-0.01053472834231749,,,0.04684614260238147,-0.026240050725939275
RARRES2,-0.058988362530859956,-0.020506455805103057,-0.023614234519245783,0.006979374333109003,0.12225322368771634,0.033184168665664364,-0.022067640882510595,-0.029668078696734535
FGF7,0.11459148811670483,0.0010732247999333739,0.06560820950410026,-0.04949645806608819,0.043817724966083126,0.09903552610900357,0.0074510889861436665,0.014606680224356931
HBEGF,0.029169334042730664,0.010331327303249855,-0.029711936954169984,-0.020618508880957367,-0.053308366216074536,0.02107584328669514,0.001366201408716396,0.10866647080339817
CSF3,-0.030228037586319836,0.06798220807413143,-0.03963351365126265,,,-0.01923072927046602,-0.02306962357572551,0.0141129138978386
PI3,0.012686723257340885,0.06318818329303155,-0.012865701942760786,,,-0.013481575656466885,-0.05012262789896516,-0.0484711308792109
PCSK1N,-0.058839817860889945,-0.02906842588357482,0.012019092493778073,0.011488564776838735,-0.02319961802656275,0.02091832790097198,-0.04710210730317542,-0.09465334368485814
NTS,,,-0.03162027063002252,,,-0.03646839859361506,-0.03416296671369175,
SFRP1,-0.046672500019076184,-0.016857869809098886,0.01779284135566419,-0.026348629567616935,-0.03161300289796105,0.020872252502320023,-0.020731796002985595,-0.0076334199718166166
CXCL13,,,-0.02978911105544257,,,-0.009751709143158378,,0.062333105613017394
MICA,0.06295892721062879,0.0482048216891022,-0.019174139982242117,0.009207729340976084,0.00867132316568921,0.06212108260527846,0.06592483990359133,-0.027330638725613535
TG,0.24610105635321106,0.10876890601029886,0.022161577188025677,-0.0017433872736891951,-0.0022111208447842773,0.06454504496812757,0.011139544473159943,0.12989836817404396
ADA,0.035690447023284146,-0.004094378714657113,-0.026230154656862396,0.022935864888865922,-0.002603673140787002,0.04165992850797872,0.07739884492657217,0.0849571786559605
LAMC3,-0.030098413045484156,-0.0026248176189197893,0.01652557981793567,0.0077118080969277225,0.0892097279310845,0.07624273981516273,0.13662402969046109,0.11613218414491498
CCL7,,-0.01315301279003853,-0.003100863322816844,,,-0.023429130898379072,-0.024174729260544373,0.011040253808824922
NGF,-0.017415231730743098,-0.0003237228419262158,-0.01555707405260421,,-0.0573376045043632,0.0056474102079321275,0.0442394027475167,0.04815760645430692
TNFSF15,-0.021544815131171024,0.005136233922834182,-0.01636966348748893,,-0.003270179376243652,0.03399538025996133,0.06916422307651889,-0.04907905867204279
HMGB1,-0.07472784540768962,-0.016173977246355855,0.020671523333135093,-0.0438429418263316,0.037041079471082,-0.0017255772391318056,-0.09446123740649413,-0.04929162779044889
ITGB3BP,0.058108186526284585,0.05611856601294402,0.02578743884284937,0.058908761358316804,-0.016018601438061657,-0.027603854913514417,0.028160041680550023,0.006716496917095523
AANAT,0.04298929776867865,-0.013326839444021294,-0.02634866590306131,0.06098479885687529,,-0.02055395867689353,-0.025577871696523414,0.10252441856134516
RELN,-0.03002762581038813,-0.010097661055295469,-0.0025726789803105915,-0.019189665807984972,0.06952813919318543,,,-0.02527752348071414
IL15,-0.030625582814978642,-0.00645234136889018,0.022067474731615373,0.0657881898708863,-0.047524037458433116,0.012112344252578821,0.1069299262501769,0.0859224837330005
UTS2,,,,,,-0.01750320010804043,,
BSG,0.01037120509379012,-0.02315254322199419,0.0010362528404488426,-0.004250525677419731,-0.04377075447224747,0.01987015554782587,0.04099037768155754,0.023991875594571586
ADAMTS3,0.02557351106818276,0.003958736403293155,0.07177279841994352,-0.00016036793794416335,,0.0030649946536561675,0.0730299028014344,0.07903416359786924
CD34,-0.04999564122064427,0.012340744788488301,-0.02655461113687435,-0.027733149786499597,-0.033896713758854904,0.06916936541661912,0.04773620284406957,-0.00588303197015173
PLAT,-0.04139662567195393,-0.039569492772660725,-0.020432839302611906,0.014749579362759394,-0.04220652266215129,0.013945198144069401,0.08069927710070021,0.033843387347291046
NTF3,,,,,,0.03718160215318355,,
LTA,,-0.01685786902046124,,-0.0160760096879952,,,0.052615507959472424,
CKLF,0.03817659004081302,-0.001341343287294843,-0.03580127734129797,-0.033797965620591994,-0.03381535629581098,0.05408064757027115,0.07044867679948767,-0.0001708579076374341
CD24,-0.004860886428129079,0.02992606672250354,-0.007879158213784687,0.013026986619377515,-0.015960153114545503,0.047384485184480164,-0.010194595596250168,0.001170735571241528
HSP90AA1,-0.0554755556475802,0.01243869381339853,0.0036143933048716614,0.01553670290230796,-0.06533532273320176,-0.028483012029113436,-0.12936638329807937,-0.04770757265144271
BMP4,-0.03769082145563337,0.0361818889636655,-0.005073008724412123,0.08436208041927522,-0.029174400782507326,0.03833844442668676,0.11706465872604072,0.059653371920213645
SCGB3A1,,,0.026852124345264686,-0.01121762696394628,0.042412394866938034,0.01612304746554386,0.06657798980356315,-0.018544447081718485
IGFBP4,-0.007922534279025242,0.0033080040002605882,0.021504776173905647,0.01700794826943244,-0.015936719084901133,0.06759190590786308,0.11214955215346824,0.08644618075612398
RSPO4,0.08493551177208947,-0.025803922041248983,0.005209715489985633,-0.022299956312857735,-0.018166567646410243,,0.06265742406401847,-0.03414331451025288
LEFTY2,0.08220480269072017,-0.029489313845174288,-0.049530667271660195,-0.002709971580274326,,0.02430850908153901,0.0455307772448107,0.07024090818855129
PF4,,-0.011475744529505331,,,,,-0.009113993440078924,0.010189916144707033
ANGPTL2,0.0005679704158516961,-0.021161931081543593,-0.003137381795512507,0.030656551281873452,0.07745070535384106,0.031810455916636664,0.08724416451480589,0.006425282537293681
LRIG2,-0.005776687987862149,0.0007840732713270985,0.019600355697767306,0.07306109211301265,-0.03587975303002481,0.05702175119713094,-0.006396281537284863,-0.014912518258275755
ICOSLG,0.030939361074831404,0.016101174222817104,-0.0007236844087935765,-0.055740650967836224,0.07278924168451364,0.021805547885273065,0.052651772872097595,0.0014031166974151606
WIF1,-0.04950914080346638,,0.02811000697976718,0.0008577101067631882,,,,0.05927588024520856
NPPC,-0.029400599025616064,0.11498623266722809,0.010542201367417504,-0.012069693864055325,0.02404979572229981,0.04599136443826907,,-0.0469368725661929
LYZ,-0.03697074894071563,-0.0020442206486552383,-0.011449243033145772,0.004862801059594642,-0.050831317306573295,0.02974963012667516,0.02332935524613671,0.05280730712252876
EREG,,,-0.050963551271005665,,,-0.007989120580400874,0.027522483564887262,0.2190475460913615
SPTAN1,-0.06524755627871856,0.003972920027407143,0.06822878733307888,0.004900335364071399,0.002679869382192185,-0.012029915517426777,0.05920729385453543,0.018580549717402924
LIPC,-0.017795743048020805,-0.02062276760259393,-0.013484427580174688,-0.025253907877766314,0.0357355937630969,,-0.02400165444692485,-0.02963243812543293
COL8A1,0.001541016066661393,0.004565470152517129,0.0014470694627876223,-0.0361953930649241,-0.12780931199825896,0.031137296954661605,0.01995409926275813,-0.07173370173659667
GSTM2,-0.006260725949832263,0.03298648924467112,-0.02929827706279649,0.022317702717771927,0.06303345276213031,0.004889733013517856,-0.00033356102285570714,-0.012610293158308049
SPX,0.0012835526849394494,0.03022710412924678,0.04160622770239635,0.009105632481762275,,0.10597239269010597,0.041037512898107274,-0.048379075886555704
MFGE8,0.009275603600317418,0.04518207759907827,-0.010514287107868102,0.03528790615304481,-0.033512196635046815,0.022562175052165102,0.07239757830846516,0.053560097964297095
TGFA,0.07945826885501511,-0.020651345744460783,0.0415269540143615,-0.03617032501853088,-0.01356342670510003,0.076963827154712,0.013998987906623137,0.06195226303177328
SLIT2,-0.04311419318525668,0.015808503965707037,0.040513557878789595,0.015465333687073085,-0.0339915098346969,-0.01850606877974794,0.04570863590671562,0.028733996938562233
PLTP,-0.0253973509823513,-0.0034222448536600967,-0.013081451625099737,-0.0011772260880538506,-0.11404001495261043,0.05629418533476332,0.057370674301640605,0.10937699374539285
APOD,-0.08126478299031006,0.005080599466480574,0.017216000564766264,-0.012803643221423851,-0.03177949645841244,0.01226873384500447,-0.016942821789850748,0.09638480487313142
B2M,-0.08390804275003293,-0.000983852429766146,-0.0021460828382842746,0.015577336183810105,0.022052742885565246,0.040066354890435085,0.0845497772023471,0.12133577493436581
OMG,0.012967936150541976,0.0010133244555084538,0.019903840380994582,0.001472936077236585,-0.030369550131490744,0.04177920919516363,0.022304090548351516,-0.035986098408109964
CXCL3,0.10167352659006797,0.09889373001496046,0.042243993522197286,-0.01157763812190448,,0.016777417162469603,-0.009560516773119105,0.06662841984890915
CXCL10,0.016811553936982252,-0.005588847256485361,0.10080482854975034,-0.018398268075551397,-0.056543973295128544,0.12308272848081725,0.16062190185156214,0.06610045499137113
RSPO3,,-0.013326838459318743,-0.024180772272685395,-0.01209840870027317,,-0.007039526563041872,-0.024532623061805044,-0.019611003777734445
CORT,-0.023852452768961342,-0.020405619717985195,0.010173138620821764,0.0340441240212928,,0.09085537431600123,,
NCAN,-0.06159077239655315,-0.031863719907599466,-0.025529141648143294,-0.012353835734980993,0.010341519734793726,-0.030063020552425827,0.025825689415182877,-0.01588898933705361
PRG4,-0.014386291382442943,0.07451653784210065,-0.025104531807404986,-0.014145039711353464,,-0.02566138183327284,0.10427521290750524,0.07470476582859893
ZG16B,,-0.015265682331827886,,,,,-0.004022538815062776,0.0438415718280055
TGM2,0.003830951500077327,0.07781164463127947,-0.033539424304491874,0.026840189208621197,-0.05495109355704226,0.007589069674422441,0.10821611724130838,0.12220175760455017
VEGFC,-0.02335742579704563,0.01340877651963315,0.048261500173857975,0.0087212367226676,-0.05260339260287001,-0.014519243593960387,0.002020625470350518,-0.04350898837126013
WNT6,-0.009659477216372789,0.04578017333181238,-0.023934350396241116,-0.01259864251786767,,-0.03497547208952483,0.030728187394580667,0.12479802194405369
NRG4,-0.022076437242892162,-0.01600782075611183,-0.035758122576333685,-0.016840784143652063,0.08531816002456719,,-0.007239007740424326,-0.035456544231171165
PMCH,,-0.022180395195909166,,,,-0.02381409880227071,0.015378664675085812,0.03306262804314197
COL9A1,0.034488412085226065,-0.016719000437330413,-0.038107911188604175,-0.019189673168441702,-0.09523798621446475,0.026236318364188656,0.128228230952394,0.025477504627248408
GDF11,-0.05029162680642943,0.03544639875479884,0.0707917937457938,0.02886274242627697,-0.09468849181307577,-0.010871012888371705,0.08642012777969423,0.037672780312487934
RAET1E,,,,,,,0.01919373286528263,
IL24,,,,,,-0.017755218220293908,,-0.03963923692793681
SORBS1,0.034300513501966015,-0.018480370985972525,0.04888440798035021,-0.04296595230527071,-0.0699171571420147,0.029964998795569995,0.015126699633288448,-0.021795957827710988
DLL1,-0.017580024738169112,-0.0053942108833120155,0.03040842031940877,0.019231711028339992,0.0056072936101202765,-0.015490555590207719,0.017947869197493898,0.07747592090760844
TLN1,-0.009475679928419226,-0.018876602550459684,0.004064149514594968,-0.003992696641033263,-0.009007852579183505,-0.019242913354612506,0.07558478766592497,0.08243368833569166
COL2A1,0.15736554467767197,,-0.02242215530653264,-0.011753679617761748,,-0.01646879526863633,0.02227417694928503,0.20552725483465104
SHH,,0.06899479867728137,-0.029391098286783643,-0.01121762598345585,,0.03939410278473195,-0.003486443166880796,0.022116495737321003
PON2,-0.04586369186830003,-0.011727742840666204,0.006502966991979261,-0.01727446604471424,-0.025185752312506995,0.00866167357434337,0.028986716590596606,-0.05386179107114742
ICAM5,-0.052654722894645345,0.034096210194846134,0.11879368739087517,-0.021907417603485496,,-0.01270458635299937,0.1276656862230302,-0.045558936968533234
HPX,-0.035983762635145244,0.0010939550971255864,-0.005485686880227512,-0.015367814009867538,-0.04238047976908186,0.026991140676066935,0.003967254721245001,0.09385281647329269
SFRP2,-0.029419579345054302,0.002578517511676898,,0.009234279048654037,,-0.0027207656478964574,0.015108120393396717,-0.017399882650761526
CFC1,,,,,,,,0.0024616277498554313
CD70,,0.050390648568633435,,,0.020080362012583328,0.030646703020041195,-0.015322456870633364,-0.029682087039413458
HP,-0.02272354122311554,-0.0006847514486664686,-0.02475737459614721,-0.0391825893504563,0.07973309606062488,0.09193330332970408,-0.03669812497526084,0.03143034810199913
CXCL2,-0.011888490523292423,0.05160623182399305,0.022680277123869316,-0.022202377915868897,-0.03209422804257985,0.05385752430359989,0.053665336191516845,0.0524463961076932
NPPB,,0.058893455821376,,-0.014435577894726773,,0.006277489459060138,-0.024885616681647127,
CCK,-0.025239621759583122,-0.0689454957929639,0.0003112984445383004,0.005539178926479315,,0.08124583360880296,0.03235450597785824,-0.026590200880147852
SEMA6A,-0.025967757319582944,-0.029632610252165695,0.10928548496863062,0.01833308563382194,-0.08311384636043591,0.04367176911592382,0.011023529701356052,-0.02573938576587324
IRAK4,0.08517116179627562,-0.01464300787479753,-0.05134852484560177,0.09713560396984001,0.005929848957180593,-0.006784937074860105,0.09361829614358824,0.018557491494411476
GSTP1,0.07931112968244892,0.03256608172224826,-0.006580384505546393,0.04046431107356567,-0.0025069478758696687,-0.008195401121397067,-0.00965749806124491,-0.026844246125988697
VCAM1,0.015243453044207654,0.04600774594852884,-0.040866300670458176,-0.0009034910185872449,-0.043275444482193635,0.04418681415763659,0.05421508085966496,0.022068294770407358
NXPH3,0.06825344329949855,0.028031335713184957,-0.030236283133850246,0.03782451286087851,-0.037314294825931425,0.05050088161597577,0.06530458802161601,0.011693795679421765
MTMR4,0.042412045092129154,0.03811910974445052,0.031622301089702,0.026106044564733966,-0.052341854938805714,0.05541292139956125,0.06230213696533159,0.013810594984736916
LAMC2,0.12325806143971663,0.03487304209516779,,,-0.032577680150722266,-0.02182842112603322,0.11326001258470915,0.1321248094901224
IL10,-0.03198474968066647,-0.03432268321980406,-0.058667174967597976,0.013015637814285113,0.09128250429042704,0.08080214166860246,-0.020741313145930345,0.09050160068522078
SEMA4D,-0.04942993626750452,0.003718961299922653,0.03996345221586866,-0.009013638239490293,-0.005244832078385012,0.025583533702840385,0.05314489164818577,0.023930090587815547
TRH,0.0066670671037966315,-0.014995660312863195,-0.022065100789258173,0.026356136536890496,,0.019063305539265534,0.034170506097080514,0.06968081908469935
SEMA6D,-0.018274872577739465,0.004248416200667964,-0.005436990910948516,-0.03729055893745041,-0.05094558838768632,0.09565847468819609,0.024394701826238978,-0.03623111738676695
CEL,,,0.018653890737831497,,-0.02416873581367677,0.02293318052026082,0.00866589416444457,-0.03647749348147046
PDCD1LG2,-0.02211898883318037,-0.026065765628231853,0.022954320632077665,-0.02210443545411023,0.016008822322063153,-0.02309227215294479,0.02900315148805275,-0.022429549673437917
