,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.05183804512894814,,,,,,,,,,,0.017402106970292472,,,0.04687814101996702,
BMP1,0.020250305452909054,0.06858563264149224,-0.0058371539094636635,0.02532631681890813,-0.07081405714185723,-0.03512703364688851,0.10069255035255573,0.042317061119690164,0.02248285216950186,0.030526014416665023,-0.04531074144265293,0.04260412068208742,0.15059345013862474,0.07906428469147969,0.04121630608694217,0.008594355895297816,0.06389799405966679,0.11553598929674963,0.009660780227970565,0.002477531412870566,0.19048237690831493,-0.03437844593079993,0.13270390611354033
NDP,0.05412910230023231,0.12307594558895496,0.007292484996676306,0.06021489546228652,-0.12391417879310113,-0.0427748438543304,0.04924972625224621,0.05857427210443207,-0.01407020895551777,0.010203327421589189,-0.035062479332666624,-0.0661303372540339,0.03755971477110032,0.12467882171240127,-0.06181528237802061,-0.06449752662447775,0.015869306286425227,-0.009268579644907186,-0.014406943068974365,-0.06161449948215993,-0.045885179049459726,0.03612451927821667,-0.14588425846104938
TNFSF18,-0.007660341583267706,-0.013538717586040484,0.03211874198445308,0.0035471114837695226,,,-0.018038167942665672,0.02083851856282897,-0.013506325325882383,,,,,0.1641549870675318,,-0.051267604500687215,,,-0.0019294063363768225,,0.0526135749537592,-0.02496811896415205,0.09720729805842279
IL36G,,,,,,,,,,,,,0.04470584456143273,,,,,,,,,,
RTN4,-0.05405226904896881,-0.20568507645827766,0.06643734220238581,0.0022606319323898783,-0.02813013650293868,0.02054408922702803,-0.06439686217491902,-0.038790700542131976,0.005162525732590315,-0.04653540337447452,0.14445956961829112,0.0439489753205379,-0.1561648951312998,-0.08522076011594676,0.07295136662877046,-0.037000259219262456,-0.08755377142588854,-0.0801066783480464,-0.07397763924313999,-0.0030879898730225798,-0.12069836236860679,0.10844024088080077,-0.16827411778089932
HEBP1,-0.036963943093768395,0.06711047800169617,0.022508089128611977,0.06642126254701651,0.009813285538193049,0.02469184368707946,-0.05894468872105514,0.00954365333669291,0.04104888588127406,0.032820794295460365,-0.046649576022329546,0.06734290836678783,0.11460799210623719,-0.005578337516313785,0.07732380442314807,-0.05775488265117214,0.048133702095535504,0.07090902403119459,0.0366302821066246,0.037839377786921334,0.06389667607177882,0.0437953127245713,-0.009580898761559925
WNT7B,0.022362811209621865,-0.13011776606652667,-0.026982154227861262,0.00871344989535449,0.018164884035899862,-0.03453682904693604,-0.019200084855349374,-0.03390354287885266,-0.024331999439196596,-0.016214409250998856,,0.08592033732293744,-0.022871030631454972,-0.051847979561431626,-0.03562264258773299,,0.014043096587365501,0.05757568365375972,-0.044499589035250586,-0.009837162421233614,0.04936141735200745,0.10033554127589178,0.09675319737673047
PTMA,-0.032130531646382014,-0.07050714118620424,-0.09303822767312449,-0.06222860991127733,0.06643836148334675,-0.004052903507539071,0.08381182485872432,0.012967629356102489,-0.023727753287255588,0.01667015116932774,-0.16731852612569945,-0.12031186643014327,0.19089686873817935,-0.02428944681925274,-0.15116828851660427,0.08473225450291995,0.008533316302054257,0.008671958912560467,-0.0481575140007014,0.03885360902220179,-0.025651576646018494,-0.035671838665644044,0.23359845151852737
FASLG,-0.0446603218210285,,,,,,,,,,,,,,,,,,,,,0.06839499091191072,
CEACAM1,-0.05387221017826724,,-0.02719600945178758,-0.024790028878431875,0.021436892749748537,-0.00849776435554085,,0.046573175252544195,0.004121641322835483,,,,,,0.08686194825516126,0.10118773535891493,-0.0002970837445591124,0.0012198939627365297,-0.046728216073414264,-0.02907688036978713,,-0.049953575641343874,
PDAP1,0.07350996258936801,0.06682869127301239,0.013153721674980436,0.012431123620983064,0.022753237930498098,0.043815768457371666,0.04720846257943666,-0.012688857611179608,-0.04729614986401478,-0.023171917479905255,-0.020641553594699307,-0.08941378517109545,0.09970252071271948,-0.005067097497256186,-0.08314482506942196,-0.052426606920716254,-0.0275567628815966,0.00737835647511314,0.021630671226512136,0.005343668823115174,0.09134984248906505,0.009021405922802438,0.11028760107204566
QDPR,-0.12841393082896743,-0.06218045400351714,0.00016880782003879879,0.0420241368501597,0.002857161270909233,-0.008611238192365867,0.022269342327007422,-0.02004404508092549,-0.005180068763959473,0.01778912438812179,-0.08851500074570702,-0.035412482123102614,-0.0531800627842304,-0.02868388791687637,0.003189707286982738,-0.01755694673473034,-0.06288679730401202,-0.04660461202322002,-0.03115713482456601,-0.025938785487069668,-0.03610808029771813,0.04923778099458112,-0.2799443818771886
