,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.018697407999496173,,,,,,,,,,,-0.028964091389442313,,0.12110369681207908,,
BMP1,-0.044961239837123204,0.041965931150202015,0.02012681350306443,0.04169379865895072,-0.025674823765909856,-0.007125213132164382,-0.037404486416700966,-0.026960355173437277,0.1029008203564133,-0.010639783035031145,0.018356008744413153,-0.05273954223814631,-0.0326385677984177,0.1345510811374488,0.04520011819518048,-0.04248193320589139,0.11739896552710107,0.001425617009859326,-0.025924087281060465,0.045495677728931025,-0.0317914483239388,0.014047831826617226,0.06319593677066343,0.06972369458600376
NDP,-0.03689810786645118,0.007367757917928202,-0.012178984535008833,0.025058463412958133,-0.03846057623691609,-0.027105151192334212,-0.014245331775242004,0.01886361344482992,-0.03484879079852215,-0.026054094443228502,-0.004372604766754513,0.0929161430066399,0.008175567061150975,0.1289672251645371,0.03629052695216788,0.06145423119758193,0.08297473329656099,0.028299887717790965,0.11472179212191294,0.04095134172282563,0.046911146856638046,0.015719318737464513,0.0218006168445456,-0.04856149857531018
TNFSF18,0.0021222903065840552,-0.034571972207135315,-0.03830536674049677,-0.01753246690675286,,,,0.0499342390809027,0.013912234277307832,-0.014907369759529584,,,,0.071725334155091,,0.06328709067435788,,,,-0.029870156203695875,,0.00628495010806678,-0.052325552985329704,
IL36G,,,,,,,,,,,,,-0.016478488078918153,,,,,,,,,,,
RTN4,0.008461089688037078,-0.021972336160992367,-0.07060164957603214,-0.018523554098059718,-0.105369129662701,-0.03955754511192533,-0.0261809538058544,0.004731372505361121,-0.07314580242045046,0.09521620158263396,-0.07306678165192206,-0.06901477685445538,0.08059115607752476,-0.031050060024817104,0.049638279671163854,-0.005892748258598346,-0.04296822429575486,0.05851535199559458,-0.10728005673311142,-0.08026687958110776,0.022497433904328557,0.07754103944771801,-0.08927626611807449,0.14112015442375994
HEBP1,-0.020615602133902837,0.0403436078506494,0.05504549338657338,-0.010860756077194927,0.03526724201017731,-0.006632623657170411,0.023716572238960777,0.0703207596731132,0.009161016824816215,-0.01589460170145259,-0.029675470920196192,-0.03377172667771894,0.015083633825542153,0.047674321367067514,-0.019142837728677888,-0.054676445438770975,0.024301743044144737,0.02890740283430836,-0.0213365249712649,0.01788871624074568,-0.014354213668659951,0.01774264662339223,0.021833261757438403,0.07194346528754793
WNT7B,-0.018408444099929436,0.02067321065058186,0.014054992009695684,0.06867329651522279,0.027148145866197588,0.010643931074801044,0.029536074818939814,-0.06517854462471732,-0.01649331746378138,-0.016229657267491225,-0.015511130365345682,,-0.018111757402758662,0.013973594321552688,0.031188468508641536,,-0.006394077828333347,-0.04075406607613683,-0.004395030714716988,0.04005460679219168,0.016733882671797953,0.05994018640114168,0.007552216807499064,0.1038249862853286
PTMA,0.043245411612822145,-0.029938446153742613,-0.013166299240562174,-0.009750145529453814,-0.04105146955053303,0.03434959464740918,0.0657326856344125,0.03765691910000242,-0.053363716430300384,0.017418665321355373,0.051674058804651146,0.05106383337343805,-0.05540050031074773,0.04428304848893889,0.019865203004885024,-0.027765189426739608,-0.1472091896685254,-0.03013085436524349,0.024081810732923817,-0.036718248341288645,0.04448865673995002,-0.09692668513224088,0.05581061865101409,-0.03846048333878541
FASLG,-0.01840844930394943,,,,,,,,,,,,,,,,,,,,,0.06328974758979121,,
CEACAM1,0.08502195212937919,,-0.024380316145049874,-0.017144215435994332,,0.05883527290511865,0.06594073377145306,,-0.004156473839075124,-0.011251791396668988,,,,,-0.0637547919615346,-0.02633120206660385,0.01783739560049399,0.02091637289630008,-0.03239170123059983,-0.007830975307561671,0.003635977532583263,0.05079776182246339,,
PDAP1,-0.06092379408769624,0.019609387449262817,0.06215502970715551,0.0323487236007411,0.03651420113389635,-0.031082546517638455,0.03594512612079267,0.02986184186637874,0.07164469488755364,0.017069546865160826,0.0021615408947045786,0.07289761146716478,-0.023965566480974535,0.11724670584669708,0.003055806721618942,0.038497619598366166,0.03569840844453989,0.02957753637301167,-0.03489627202092309,0.056464875403384664,0.023874442265389866,0.09164361329763508,0.08629838498253946,0.007160818192056171
QDPR,0.04639193711497022,0.02062853913383353,0.012452542502565542,-0.0007730510726868562,-0.0009491024593000494,-0.04819439894775314,-0.011538845994832453,0.0251886561330795,-0.10118153816750816,0.06892435179604048,0.013363985814951337,0.012310666342157174,0.016125991051256026,-0.05776331836645473,0.047591235366872216,-0.0154963667658997,-0.13808619270011793,0.01041314971743875,0.04265000860592548,0.007119850831927748,0.009226493166067816,0.12723418031449857,-0.15597573653637659,0.05186676555668418
