,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.03129608062213639,,,,,,,,,-0.009808754281596057,
BMP1,0.023179371919155294,0.016227027385665307,0.0043891053753838,-0.024395232544374378,0.11696712210438265,0.07391929302202824,0.17623140434362938,-0.010171270616259515,0.04404809563057042,0.0519444346181538,-0.0004897958101896859,-0.06516505726418058,0.07278247604893295,0.04890888598698063,-0.0006608394392999881,0.10657759515586926,0.05908449560937249
NDP,0.022063177786530483,0.06977973017356812,0.057089286920345005,-0.008826315507321722,0.05759211606516659,-0.031036340459070152,0.049185502243624134,-0.01076336496399276,0.07669932701386681,0.047533632003521925,-0.11526849812431501,0.07328131949829067,0.08309895562067798,0.08528436992822296,0.0034946822467652504,0.13463388615632588,0.07956190200116381
TNFSF18,0.02179789339462627,0.015146192724743405,-0.0025464376052563146,,,-0.011239801128108504,0.0654827355007756,-0.01325936928265575,,,-0.05071180398300628,,,,,0.03813930422267486,-0.004791591753475533
RTN4,-0.08893703609550876,-0.06893036715869265,-0.04246877940863707,0.006641400528943706,0.042015539128919074,0.01946341765222852,-0.2201312014941038,0.03638544608686246,-0.11935012624592178,-0.049091532807625564,0.09826927578026289,0.001472792199171545,0.024279886342752206,-0.04811508308965806,0.011519121249160002,-0.01113591953602607,-0.005426310876148248
HEBP1,0.005518192805134096,0.01674300716990663,0.018492133037220772,-0.026380710582374355,0.046361786668677726,0.04157391033767478,0.053736506252541325,0.0384213411355903,0.021807886151775743,-0.03186706933266681,0.06116011854700395,-0.03425967418576602,0.05891563690541248,0.04328522562191341,0.04020929251563331,0.12518569184127035,0.03408568965290701
WNT7B,-0.024567490458698868,-0.019254808514582278,0.04536128453382952,0.1285709272945936,0.017600293943725486,-0.053126236901516376,-0.04666648483160589,-0.009049235679495104,-0.028233069813687544,0.03232371265833953,,-0.03318915936382009,-0.052081380758151,-0.007347308403375882,0.04050439261137186,-0.05328654264368243,0.08337973353084623
PTMA,-0.05019614732967175,-0.043143553896193086,0.08613270070730211,0.004819386311980153,0.010106842258159283,-0.004791543737824707,-0.19108987016705611,0.0051430848818711005,0.0081613392739123,0.047015816927978155,0.01413564824909789,-0.047770407935023365,-0.12758927234913717,-0.09311718535977585,0.02406808706591322,-0.037291463823392865,-0.0735345499011695
FASLG,0.015564885984129735,,,,,,,,,,,,,,,0.012134057074826276,
CEACAM1,-0.03411218515231998,-0.01893650103930529,-0.025409890206204457,0.003217933691167118,0.06210158442651303,,0.029896278356864016,-0.0072188961531116395,,,-0.009590381042882025,-0.029764569719796862,0.101725848541947,-0.009377364701448784,-0.018873232578635064,-0.005806522819969696,
PDAP1,0.02141354293128167,-0.005005962580119258,0.030772137706891054,0.01588449748479782,-0.004995901812532046,0.017719360280823434,0.16410611323352517,-0.008633468369666027,0.05823002287721515,0.07073051818983252,-0.033823129324476515,-0.014247741846190794,-0.04489878544508852,0.005988291808696192,-0.042979891007853474,0.017577142342842484,-0.009772624926546635
QDPR,-0.05765253890827368,-0.004320475136698308,-0.04006495406637986,-0.03976926915953673,0.014792417806038481,-0.05986674767738681,-0.19182096825984787,-0.0038763292441049116,-0.07160835652565718,0.10442706185968657,0.055102627780629264,-0.030344703582472966,0.03092378026653875,0.08583600821925558,-0.06061143898484837,0.06932130934509641,0.003035549046889707
POMC,-0.053830268551360534,0.06222377475065536,-0.009115428320592417,0.04094996875293132,0.026482858369303548,-0.02965286233607186,-0.02387426047392407,-0.015385123589369613,-0.004335132412259706,0.012510008903657124,-0.010490927466543022,-0.0006990810637791279,0.04708137331944847,0.09491040301605214,0.004449849350031037,0.011714546857911614,-0.021127401655710445
CCL18,,0.005048014057898591,,,,,,,,0.066668646990529,,-0.021103569307806182,0.05193268733526381,-0.0034711436874487436,0.02538333082842603,,
CCL17,,,,0.019308830924619335,,,,-0.01653701501537699,0.08274965438425166,,,,-0.004445240736107544,-0.04938136005244296,,-0.008953914362157587,
VEGFD,,-0.02363097160411224,0.06170912775436826,-0.01815098513899226,0.1587761439859822,,-0.004152241497308952,-0.0016877924639316921,0.0209284950748104,-0.022073549489897443,-0.029232056321601647,,,0.01295439605749398,,,
TNFSF13,,-0.01783268948589374,,0.04067447992507664,,-0.01090026233948228,,,,,,,0.06892035139328405,-0.014728032175203236,0.008227366340378397,-0.02947523731895015,-0.019035486412203657
WNT5A,0.010417356761069599,0.008266294014648328,0.05324528181798554,-0.02064003457452141,-0.0356814515293635,0.04632999645631659,0.11584416350500926,-0.02107973328989777,0.0059086782535290065,0.03744103734708411,-0.024548559703338194,0.013512069003734273,0.056187227308127946,-0.012373628164984645,0.0894027862869971,0.08100185973885626,-0.010461028617039857
CXCL8,,0.005254921368615641,0.030354014946182978,0.08176146975643063,-0.06162134600833416,0.008948310889872546,0.08874439690219522,0.010863075415375015,0.011082797786343059,0.021002685627110017,0.09632461223150286,-0.03715615638057717,-0.005520516887534422,-0.10651444804720878,-0.022161777326943227,0.01865961473603489,0.023955937851498545
GRN,-0.055455556431918414,-0.008319068345348193,0.02993464850242656,0.01968293823829377,0.0274820139948146,0.018718691466241853,0.13057999808409818,-0.040550565156611575,-0.016628680375917065,0.005888086775790432,-0.017017144336089477,0.03907632166447481,0.032653078340612436,0.06761520861974497,0.00881152623195681,0.0196186036265544,-0.010755889575586394
MIA,0.12933100714160897,-0.039389082914532816,-0.012194326040843336,-0.014825377737957474,0.0418385604826537,-0.019709776547596574,0.0657315362121595,-0.0325037217628492,0.014212708069492935,-0.015823239882001475,-0.012054093166392,0.034653639388608166,0.10464007984824282,0.060177128445366296,0.05257749834419757,0.11946821346098713,0.03640087494067719
COL4A4,-0.011628742150364883,0.02363110766083563,0.018569165247862524,-0.0027666936932394057,-0.004357530383741201,-0.010371118037894292,0.14434284498634023,-0.017265155309328685,0.0013503600763884855,,-0.037958943321815326,0.08323748319252806,-0.03988590957352003,-0.014955382091991423,0.07451674044344334,0.16040542134037367,0.023702120137163878
TAC1,-0.024567484037701,-0.033899548913376265,-0.004942167402223728,-0.02763185201982867,0.09788528164306201,-0.03762175382611423,-0.1409100072252678,-0.03140527563472639,-0.03858239466422752,,,,,,-0.05463083989898535,-0.012561486914650994,0.011929480254670522
RARRES2,0.08453255049839327,0.0502384057275123,0.008739316237295349,-0.06493034032510935,0.016847830228741117,0.0479778332103722,0.16792631555523854,0.03730848248194689,0.0322573753226353,-0.017461008285656218,-0.03589061298357057,-0.03544234441372993,0.08123871751436894,-0.037353021320363104,0.05466828274401407,0.02865312423797199,0.01301571458895881
FGF7,0.01814368361070529,,0.07268498788191669,-0.018634995633980543,-0.021405675442998345,-0.029725368409425967,0.04084909939734166,-0.03214133426101575,0.037291204227046196,0.039752356042447784,0.09865150069557502,0.008469804675542461,0.007306873866275656,-0.005308466247363674,0.01294203545679939,0.0672882399920947,-0.03537273639815235
EFNA2,,,,,,,,,,,,,,0.07563062475468031,,,
HBEGF,-0.008672864128687473,0.0074572908696300825,0.03452229215503586,0.04460053091697396,-0.023448946488348856,-0.03946856903443651,0.10789472152999526,-0.05375039568699318,-0.006662823335898321,-0.009352394507797865,-0.011826493996740309,-0.001648605843728001,0.018722571728076107,0.022790548200364556,0.018227829317106838,-0.013065306962873944,0.05141115637805997
CSF3,,,,0.10172667948319805,-0.02468877527405709,,-0.02055433476347956,,,-0.013627016986498462,,,0.03916569660531034,-0.040288015560854304,-0.018183479444771514,0.01231140778390397,0.01714139047826585
PI3,,-0.024860770556283353,,0.04798171478184734,-0.021698028882649077,,0.07667170507219354,,,,,,-0.00021063200565298734,-0.05740619166635915,0.02688287069693175,-0.07617722042694798,0.019426247307444897
PCSK1N,0.10979921113361159,-0.036845719444792216,-0.08729717398765408,-0.0474179468787477,0.014291811947969945,0.006706904663873455,-0.04360158521696247,0.027116887138281025,-0.05056062778219291,0.06506448650534603,-0.09053404777275521,0.028239548470353364,0.08601458264818529,0.024857064601483486,0.0811139858412769,0.07295687304476671,-0.06092840658776477
NTS,,,,,0.02086217107410994,0.07654989408770102,0.02387008572589397,-0.019723432995175726,0.0009213826293474596,,,,-0.01144071303094174,0.05055090579881218,0.005738002002714217,0.07355667548358762,
SFRP1,-0.035746309844267535,-0.024707547816823723,0.04764128830157283,-0.014215319874970442,0.017296327841973706,0.003913481906050921,0.029723781985661495,-0.0366222772341041,0.013875192726011816,0.044491734649553416,-0.07241777729656503,-0.029950772982854736,0.08294571347515083,0.014400922761008695,0.015809332107223274,0.07203712554774173,0.032569436647533284
CXCL13,,,-0.024812236852114984,,-0.019350028369694253,,,,,-0.013608236061333458,,,0.06382839485204503,-0.021317774444663134,-0.02267090087406659,,0.14619918254125958
MICA,0.11514713102236422,0.027110674536880944,0.05454020765078225,0.007422904309450227,0.00026334646036459667,-0.026872918117105328,0.10868200180597778,-0.013660964229717677,0.07617232575112619,0.05737290788435482,-0.009081520296014629,0.04882685299487631,0.052154031836665914,0.06239737552892351,-0.004176533476268716,0.14079338258101562,0.022087373588892352
TG,-0.0117954384577582,0.021543097757478865,-0.0065815519290123425,0.05919060892419069,-0.003492479730518351,0.01028531505349837,-6.665969182333268e-06,0.050391192700190185,-0.0252892740201841,0.022032193012418173,0.10376940827997429,-0.0343615448023717,0.20290372951549898,0.013946844933872746,-0.01463530945895159,0.02213232093775362,-0.023153089897368404
ADA,0.061644451289275516,-0.00788812785474173,-0.025488103357217386,-0.009204860149835055,0.026304689995675798,-0.014967361936110857,0.1818703016388758,-0.006097050069137798,-0.04107181477354932,0.0038914110030637047,0.05108018776914221,-0.05639054637586258,0.084577512139666,0.11896379249985883,0.023517682671696127,0.09555432453069973,0.08116954177049762
LAMC3,0.03537929333112084,0.00752907025711578,0.023108751818891892,-0.048014427544683345,-0.0331649718707641,-0.04297133098938834,0.09946642895057103,0.006718865985523564,-0.005772438853622718,0.04916650991721383,-0.001110712378473511,0.03492610515754092,-0.018066207095503044,0.08530824596757587,0.08135400633707178,0.07416793686045914,0.07247689716238435
