,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
CEACAM1,0.001902932838979937,,-0.02147423575210984,-0.017880852223200277,-0.02212174738930993,-0.022083522841220154,,0.08954847077477075,0.02599626818483689,,,,,0.192249700780991,0.00985181806660936,0.03424552424071173,-0.022522928423168432,0.09942847145802144,
PDAP1,-0.002844851087664485,0.011171600773060073,-0.023442046216472442,-0.08132980173123439,0.023429412132235407,-0.004951725375613845,-0.023547574294791995,0.12395660649869293,-0.009917200284871478,0.022251603168557614,0.027851371615955772,0.00995502583864852,-0.007886793953787849,-0.05097063578835359,0.09407365089935989,-0.02630937980871193,0.11710338236866584,-0.014154599097552378,-0.05516453075310649
QDPR,-0.027923974244661143,0.0010639478040752,-0.005790794577259263,0.09168245782381834,-0.03556725484481578,0.047231777215114304,-0.006764553041462507,-0.15889224872900326,-0.002852477618691829,0.05321292458246453,0.030544362659961428,0.0772631744251498,0.03897917276017166,0.050840715353164985,0.034903681156775515,-0.0288332085458048,-0.00784090787769563,0.0353592255684589,0.01189964645291708
POMC,0.0494187075541834,0.09863986879969674,-0.0013362975515484568,0.00815225352355947,0.050017947650635185,-0.003517820223685655,-0.024057093660215752,-0.01874956607374641,-0.03282012173455039,0.09043255745670128,0.04472656110009089,0.04072991249114714,0.0011357818262798531,-0.04400776875529002,0.03373331311587092,0.02531330946764246,-0.01452989946315556,0.01517220111261127,0.03538221626133957
CCL18,,-0.019735495893437986,-0.026797817246358862,,,,,,,0.030160023591490587,-0.002688363190836801,,,-0.03871213890124321,,-0.042205677568192775,,,
CCL17,,,,,-0.024890448243283535,,,,-0.03527737965691564,,,-0.02660145732182467,,,,,-0.015004593777640017,0.055111213893735654,
VEGFD,,0.04307854401414705,-0.02679782575592097,-0.025610733385687243,-0.006517455935160042,-0.021128264326082093,,-0.02297525547542361,0.03642250910648619,-0.007811591533620556,-0.028764774733383902,0.02068345607920363,,0.0866387419238458,-0.08269271560089149,,0.032647992305239085,,
TNFSF13,,,0.01320495376458194,,0.049314707485649395,,-0.01998914234231137,,,,,,,,,,-0.006201664433312551,0.14087909407642732,0.10333341441049473
WNT5A,-0.002331538782655443,0.0011838179749494204,-0.01537462771746704,-0.05337176125094267,0.05905750974017749,0.10966467702838528,-0.05807160164025705,0.16305646191568446,-0.0007112544797290578,-0.009775289930892748,-0.04919344559264228,0.043429885785115745,0.007047641272533629,0.06291325732043093,-0.0638365202624216,0.007528774803026173,-0.016099930579750493,0.08120230908169238,-0.04396457645615558
CXCL8,,-0.06950098969603279,0.03258938446217569,-0.0239803727457781,-0.006207769306504549,-0.025736023981916826,-0.028433258503044557,0.07788279872437924,0.014154371861760157,-0.05897116898292539,-0.016564436064340462,-0.035801749327412834,,-0.005575432490564716,0.08102190827540373,-0.03429400832659373,-0.007821571089086158,0.025938262808013243,-0.037255231064693015
GRN,-0.05929638315719379,0.0687051205339267,0.003947729256603874,0.0059144711191438095,-0.008726368929725009,0.014863752917187919,-0.008193485707977063,0.08766267345169734,0.014751472841277051,-0.0033993183909619877,0.007112522972472096,0.01918932547786493,0.02028860065779741,0.13202342644825293,0.07105707981204967,0.03254589618175465,0.07543469280415556,0.13234579970808738,-0.016060504695683563
MIA,-0.0060532475154098705,-0.042460625736953146,0.006663520100896013,-0.022776395242333238,-0.04584672181771586,-0.05122728909659039,0.008466630917787288,0.07798406831134737,-0.02936371781039236,,0.020791705228875797,0.02189175524157466,0.06937341557683305,0.05423101651293257,-0.030584927302379276,0.012780567247796673,-0.003873980472332264,-0.036557415161130855,0.040328162970682736
COL4A4,0.046276564741794035,0.02417826922300789,0.014189055253726473,-0.001264993093598939,-0.010598112858426639,0.04498774534029333,0.06033278781973519,-0.018746711123864522,0.019103101253389515,,,0.032578550868176424,,,-0.047360927157293564,0.02999090816442395,-0.00939872919401185,0.08025115805255045,-0.029775577947448437
TAC1,-0.026608834205224783,-0.03273901142642171,-0.006122823877223393,0.0669402028576223,0.01877974970179153,0.048676358202778575,0.10469159382203466,-0.0679873123812565,0.04686646422141949,-0.038902383162227515,,-0.035008770066438044,,,,,,0.03969452117594913,-0.021530680625037355
RARRES2,0.05695649197575683,-0.0564553339239232,-0.06700725662084349,0.008192288990290422,0.09324879444298656,-0.05782925566005211,-0.005008566011189316,0.1510555845520008,0.05604365653027479,-0.003179053921579121,-0.003186909818043063,0.09498170107266612,0.05572162434072772,0.0707353903732826,-0.05521656260519206,-0.04648702170203187,0.010026188107657642,0.03199134404445567,-0.06319208191073714
FGF7,0.08385096931588214,0.06253936488275966,,0.02689469551005834,0.004667342766082273,-0.0025368614759106534,-0.02666191192723243,0.10055150569324407,0.005229531546229479,0.04177025991374817,-0.017073226478164286,0.10397013838632145,0.10651688639754187,-0.06993311716137454,0.009533842094305547,0.045202491768802366,0.005623445398268986,0.02251962297576844,0.07891296585998649
HBEGF,0.015044930298347158,0.10119893492877163,0.027670485025715563,-0.0037947680585034664,-0.031884836792599576,-0.02562596783032599,-0.06674869276362139,0.09136295293252142,-0.010349945832310036,0.003047452712443414,0.0202118247105234,0.06879193184354844,-0.007721882714096037,-0.06882775088486644,0.0316339407382432,0.03569717102547926,0.03633362089308741,0.03190967380334414,-0.07887293494996289
CSF3,,-0.013441325739720148,,,-0.02966724403221055,-0.05978424396748199,,-0.033930767722081284,,,-0.043214075847973835,,,,,,,0.03001268413892297,-0.0051898856344485
PI3,,0.03833331442500151,0.023804010598235583,,-0.0025234891460712903,-0.03855764283969544,,0.025367369100356297,,,,,,0.051646010483407785,,,0.02694875028029346,-0.05165297867877831,-0.02554832681282142
PCSK1N,0.08303485808789426,0.022512164640250205,-0.009028027993153425,0.0009331128205853605,-0.012498387607901822,0.053392171493536325,0.05932154797751204,-0.017154487412208975,0.06434610035307152,-0.044720676199494436,0.041036376665108266,-0.0364516908160269,-0.02439615530835045,0.01825772562533854,0.015148556639996404,-0.006403174714520008,0.025235566767638894,0.0319115436563102,-0.012946966063934815
NTS,,,,,,0.007677832899524368,0.043574375366430905,0.004815955321577022,-0.03540558678609669,-0.03388176251917079,,,,,,,,-0.00961978338372245,
SFRP1,-0.03871652590208495,-0.004013641316179253,-0.0026954408998227253,0.061925352011070314,-0.02171787819745836,-0.024103690670264116,-0.05848304718782974,-0.016625339972762443,0.01668208295546983,0.010228278060838989,0.05019099740898689,0.04971381654789091,0.0314670396971122,-0.00257699037673483,-0.00931174297686953,0.081746964489906,0.00855386024007724,-0.034387935922736104,0.0055260448256464435
CXCL13,,,,-0.04323743473150052,,-0.02388706527242294,,,,,0.04670346899557207,,,,,,,,0.02805772042008177
MICA,0.008987501066295468,-0.021685690263812757,-0.009844875072903356,0.0389404772630775,-0.021720341428877805,0.05587443179564392,-0.015792224883578315,0.17409566399951565,-0.0035506911938397736,-0.03568351564994961,0.0432765613559291,-0.0016555826934911715,0.0010723248784166844,-0.04677387711079494,0.04988792731299824,0.008051670823104042,-0.060390220586726155,0.11525324150097051,0.04334306389652376
TG,0.0642140789793029,0.011673670412865418,-0.04220006101026002,-0.024314356312465993,0.025650940604723414,0.013112460807527104,-0.026799249624874264,0.026703589782222856,-0.002823951504764927,,-0.01607523715463585,0.012751809885630945,-0.033304824672642584,0.05364825006931603,0.1045379510064552,0.0534551289981007,,0.036301559201985426,0.05832788817636881
ADA,0.03768111433013111,-0.030427300876118616,0.017999907598491897,-0.050230222862695344,0.005282330309798566,-0.04066047701543284,-0.052354966592961474,0.08510184834446512,0.004365469299411403,-0.006651886210195482,0.01680862403979998,0.02118901392316656,0.027438266775522212,0.014297169997750419,0.03157451394248877,0.11311244215947996,0.02505873337492871,0.02433386097148188,0.07208977095331365
LAMC3,0.04819997970987081,-0.05769914265502749,0.025616866265898732,0.004927141181391696,0.025035305559339943,0.057188006195817986,-0.04122552722699418,0.1097223637513838,-0.0024947620301772454,-0.027447572030820523,-0.02104623807205646,0.04008250006779419,0.02609316386234518,-0.03601117922369696,0.022607078507937285,0.07147543995677295,0.08514677108722007,0.08776091452864104,0.008944739302775942
CCL7,,,-0.017045675588398094,,0.033425334565901195,0.014293526584498619,,,,,,,,,,,,0.05832944770640764,-0.041467208670527674
NGF,,-0.006624478514183776,-0.029266578512605564,,0.06572867870224133,-0.03380425620140979,-0.025573672157103197,,,0.07915090636149846,-0.005078733185213741,,,,-0.027375537343108183,-0.05043066679540568,,0.10313596703586468,-0.023693895115191523
TNFSF15,,0.09202560703055519,,,-0.018869015312144407,0.009266898828702535,0.015873520956494414,,,,0.07127698926999539,,0.09257005060979205,,-0.018732786825740203,-0.013882598649961579,,0.03527372479509614,0.022463815851856347
HMGB1,-0.011311231664860836,0.03189582514726164,0.023979764326687216,-0.03431925389930199,0.046705580789535316,-0.007271814214076992,-0.05312491731950614,0.08830461680093947,0.03804234036825349,0.019450284904068412,-0.021585536656305308,0.04812807384170888,-0.09576468796444249,-0.1206545577914622,0.016537562494316434,0.010458690240192511,0.044127131635057174,-0.1667232374241137,0.0007778966903547148
ITGB3BP,0.009044627729087993,-0.02464536216884914,0.019902073069121468,0.007081172862117622,-0.010818170179944001,0.005813653461578377,-0.08966230872227385,0.11532199797203863,-0.028102520678445427,0.0362218170509878,0.022542333012444155,0.06498770511943633,-0.009156763643522369,0.02264649660651754,0.03390371126221332,-0.08742483059554186,0.0008624870673131099,0.00841582972302866,-0.05771362485099894
AANAT,,0.03016653023662757,0.016584401266968064,,0.032902219107197817,-0.021128267342260892,,0.06324739946760241,0.0038653064062018545,-0.01504067299865701,,-0.035683310540351655,,-0.05272061235581135,,-0.04395898237078785,-0.008614399573492505,0.03712278950599355,-0.03208696040483033
RELN,0.03183501967963502,-0.06742067064586421,-0.040139134538414833,-0.004957400640407707,0.07894222885374891,-0.0378554216764505,0.019893011153152007,-0.05895156654475612,-0.010112048380803705,-0.00922192829877695,,-0.022173760487744536,,,-0.04417881075132878,,-0.03604086084355204,,0.04341095810851931
IL15,-0.06300198873474144,0.0015843550163575444,-0.00018192896979494965,0.0008302369913212629,0.028538673275839366,0.029804134012032826,-0.022095375750685202,0.12270663225987817,0.006817168613211769,0.03328921088153186,-0.02986808386271407,0.07154284583349037,0.02027754459291394,0.04453638940668208,0.010924148820983146,0.028118501599310633,0.07694482772212127,0.11586670509301822,0.0508731502861208
UTS2,,,,,,,,0.05571719928993555,,,,,-0.056735095676410004,0.11609227459354819,,,,,
BSG,0.06105512425626181,-0.06186189053873541,-0.04809661550377663,-0.10409669903617752,0.004319430730487235,0.050791483247232365,-0.054915866590400875,0.007986646948365261,-0.050258791812265474,-0.07868151478721348,-0.019106210628196486,0.07187056497232704,0.010551616800739495,0.061783016713004915,0.0443965255524052,0.09292317247545887,0.04797929612580985,0.07124768194934862,0.08078993124035357
ADAMTS3,0.04243984066662332,-0.017564020326439195,0.0664532033168803,-0.009136042107304756,-0.015271848278491946,0.0725761862081453,-0.0019199033338677467,0.17738101123966457,-0.0012202125346905894,0.023404609976016576,-0.021627778893702817,0.01920238799630921,0.009233665900279513,-0.049337309354374456,,-0.011428641264660403,-0.048807820907116314,0.002386791250750638,0.041043097257044366
CD34,0.033309159417768006,0.04842903605920778,-0.015242932565702307,0.08558584971121957,0.009981419832015196,-0.012095600225411632,-0.028356465578645837,0.12402337333595084,0.04211187061296007,-0.013672889680429026,0.005446966037495875,-0.0013079378912542532,-0.04596105088039874,0.059401428741618516,0.06793790502004259,0.14742334613145047,0.02475541519173322,0.07826177081289523,-0.04259674179654217
CCL23,,,,,,,,0.1430644851998298,,,,,-0.028967507509947844,,,,,,
PLAT,0.06679622389098952,0.09368535761933446,-0.006165684365780508,-0.02584295709603151,-0.07395748113087172,0.0008600113603635807,-0.10256244251498649,0.15561100589031232,-0.04900442772464147,-0.06562474390914222,0.06854220463216569,0.08259363607610341,0.0312384321481658,-0.02944010746819508,-0.05456691547077999,0.06319342939576353,0.09543094248371153,0.08421913449950638,0.03674410241676783
NTF3,,,,,,,,,,,0.01785474402652068,,,,,,,,
LTA,,,,-0.017880854058095995,-0.008434468199131337,,,,0.0424013314962589,,,0.007020922731399119,,,,,,0.1416146991976719,
CKLF,-0.035556412386126286,0.06653635238072542,0.003996154356497524,-0.005406916017279171,0.030148466107183417,-0.002615866359532018,-0.11021120804845212,0.12311351656989819,0.029315258765013397,-0.07117432279274401,0.04147641571914134,0.046822772365393985,-0.01314158084503236,0.03392994820855292,0.09563144251372703,0.06707032779790953,-0.07867424251257503,0.013343263415741009,0.004867171299562716
APELA,,,,,,,,,,,-0.017507752671188554,,,,,,,,
CD24,0.029423136650370017,-0.06955367898523687,0.04406686595021809,0.01424810194869267,-0.011685066821348324,0.06549575459154018,-0.0869565649894443,0.023193917669522564,0.06912614978135372,0.04205976852366674,0.006926679718401716,-0.000865661256557884,-0.0069916655293180115,-0.025736683975673816,-0.06988126270882491,-0.0018147070631969345,-0.0733782571003635,0.07896055101789716,-0.05281022836141186
HSP90AA1,-0.00027035893153612466,-0.12885382854775324,0.07635762946979333,-0.0012465733036413362,0.04127738070537141,-0.03614464102505512,0.08301554238498102,-0.16874313558341897,-0.007058045857233687,0.020343138218722513,-0.01722712012302045,-0.06114404556546802,0.020753994637093435,-0.024087070131136486,0.07559560389025079,-0.10481398212955288,-0.013069127894679887,-0.18187430304030855,0.010941482608056897
BMP4,0.057016471116500926,0.010452988769048393,-0.0528882934347223,0.04931634272653173,-0.003270535747432992,-0.03172880451574035,-0.06042262739891946,0.04219945401306703,0.018771151424995254,0.07951188920560162,0.005728863718042147,-0.0036616274251844425,0.023862800428093307,-0.0398451846374531,0.023209843103829914,0.0455568130318768,-0.012916213499715754,0.1580844986407392,-0.08310428744717249
SCGB3A1,,,0.023171352696353807,,,0.03444964545981634,0.06410270381789185,,,-0.056071708901517726,-0.03525770219992771,-0.02309299191502636,-0.035748231407117595,0.012650644487637275,0.038930459278327396,,,0.01608635869689406,0.018060309262540528
IGFBP4,0.11198968253994218,0.026113470498223938,0.007070810521634084,-0.058219411002354754,-0.031911951167878316,-0.01571016355032604,-0.04454809650566176,0.15317530760585288,0.03478606219739642,-0.025354776105929944,0.013242292665634394,0.027327380545673574,0.07298913344081814,-0.05459171287664999,0.09842804637991732,0.08456848327006194,0.04572742487621809,0.09140035739399846,-0.02587400613407494
RSPO4,,0.01455841958142696,,-0.005532919873257201,-0.005530765445490227,0.01061446602506219,,,-0.002577373927152888,,,0.013951370633130672,,,-0.04107877767198247,,,0.13277226355173463,-0.02802371753866222
LEFTY2,0.016157117991956644,0.06081355764180952,0.0774890560284173,0.03660128526380851,-0.029632550745659115,0.015349864557369714,-0.02861271730410302,0.12377382391477158,0.010183568613789296,-0.0003026331456226586,-0.031116102042686673,0.012608165500298597,-0.023797091071247917,-0.02641512558246291,,0.02282436451874352,0.09339094131320179,0.107178135944146,0.02450924700387629
PF4,,,-0.017682150423604104,0.042818475015685795,-0.014784123067697844,,,,,,,,,,,,,0.04720249830173578,0.031259008640072625
ANGPTL2,-0.0022951953886551947,0.05788159656061736,0.0015242373572061682,0.021048573672771433,0.00482812389618888,0.032210698220308476,-0.09366323879989052,0.113615629296638,0.010379548273429214,0.016554858245570504,0.07618089025413084,0.1003565514430224,0.05136942487578459,0.17862466551757736,0.03945980661988647,-0.023771249825071786,-0.029547798951927336,0.0926646677084646,-0.011718800225911437
LRIG2,0.06781563157535916,0.052363160448636266,-0.039381931631998525,0.0370111705263486,0.025682168254989535,0.023331033175556497,-0.0349598322894263,0.08442881129941862,-0.04050501317672505,0.003237156478680822,-0.0216095204898056,0.03049522339006658,-0.05375971138289504,0.05146803929775862,-0.04952297257892941,0.08777567507511312,-0.012629745493393189,0.042112238318933154,0.025555782248960723
ICOSLG,-0.03548270078754444,0.03996198263366836,-0.02890995699358374,0.02766214256272725,-0.021950301318153047,-0.005644454990632185,-0.028582700982338838,0.11564267776703085,-0.015698154093860488,0.07356761037185247,-0.013717441284208855,0.05096980865294166,0.07353012540654852,-0.08175404699862002,0.0166573877765121,-0.01674051502229377,0.013134474346754525,0.0802182496319166,0.05150328734833521
WIF1,,0.021034072333520944,-0.03181615963889364,,,0.08338309695464002,0.17688006626082559,-0.12961660230323202,0.014687247169913795,-0.03844520679874674,,-0.027147104216469688,,,,,,,0.07595539146044397
NPPC,-0.034029474236340194,0.006839538486464991,0.03171687747957703,,-0.022933820737743082,0.028145512062497102,0.021778688724415535,-0.05755142008906628,-0.01459208826265409,-0.025965171223687855,,0.048873102743388915,-0.02559378706503471,-0.05448553482325338,0.038638300189192315,-0.025830928709133116,0.05379499219222525,,0.09145281022037233
LYZ,0.011241621649219258,-0.07659931822405487,-0.06199367934208551,0.01761925428799256,-0.0003865467132736868,-0.035122924883235804,-0.0360336997858735,0.16866268337618376,-0.002473076441438988,0.013981357107068623,0.014779975857822807,-0.011294140463507,0.0611145100917026,0.09097397243533191,-0.0039023338837979988,0.027971935281902494,0.005165155740007435,0.15128969245214524,-0.09770825459814154
EREG,,,,,,-0.03125538691453332,,,,0.02870754038927142,0.026456984802578937,,,,,,,-0.029636510816394717,0.018485447296598335
SPTAN1,0.016449200722980936,0.07872403077456994,-0.025394627921502967,-0.025735857438112842,-0.039525566240814505,0.07671880300705092,0.07380579711936705,-0.04221532125978095,0.051928397508357496,-0.019418020811699153,-0.03767217792978644,-0.02349154106815463,0.027752433041878882,0.034728601341137595,-0.07728427494788842,0.10413886363230633,0.019823421404345485,0.0013747940002780494,0.02293804320489586
LIPC,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,0.9999999999999998,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.9999999999999999,1.0
COL8A1,-0.02579738299519629,0.05814821500561209,-0.028546755568129224,-0.0351567021270946,-0.0013221990514879116,0.02378853512607684,-0.0631142813776685,0.1231344260186045,-0.0037675558218270566,-0.009094746814176238,0.002993110634042874,0.10015687283936565,0.04121559385542976,-0.06740313719781035,0.024054028309003685,0.07345394351077468,0.0339673366122726,0.17056362317250162,0.0025597027748632383
GSTM2,-0.003784573926838654,0.015447062058172006,0.07664068374819352,-0.026728270505317626,-0.0024448401550668094,-0.027975576086859695,-0.01868461539724709,0.03159454534453628,-0.05278966350781571,-0.025474921698455465,-0.023656467896383503,0.06916603909410357,0.07817786666228461,0.04050898980968092,0.054808298282268665,-0.05494892267942254,-0.0358833788493126,-0.027363357553925542,-0.04915684751730315
IL4,,,,,,,,,,,,,,-0.03754997460976181,,,,,
SPX,-0.051693667264892586,-0.01127864965842582,-0.02496160228917203,-0.0020483664495907173,-0.03663874200628188,0.010656818459253536,0.017621691992746037,-0.05209191184372361,0.00648127790822915,0.022646038068260224,,-0.047206631219769736,0.010853501734709574,,,0.00877243311177861,-0.03353562459210698,-0.008670436893805561,0.09553253528304177
MFGE8,-0.008661028460960006,0.024475484449490235,0.02993960127958499,-0.060706384516854145,-0.009333602336759816,0.002969426228636164,-0.07043926781337496,0.02982493210000284,-0.0021344497361838357,-0.09529199025456744,-0.0125503377518236,0.02821422102733957,0.046263286352784525,0.05619577909772382,-0.013117721953080228,0.06211988472610267,0.0431935270875855,0.03988144299053514,-0.04791239136566794
TGFA,-0.022419566136875877,-0.06689118908818838,0.057630002160179904,0.015545563990483569,0.007727046625629338,0.03172687811814414,-0.00706713498878383,0.043994949413427624,-0.01738267873442834,0.05186619702083178,0.07564370043937452,0.07747648171657008,0.058958004389662096,-0.0001377367190574294,0.053823141655583835,-0.06361263723473647,-0.04498889788178942,0.06802464976813455,-0.043993067091344866
SLIT2,-0.002382709168480077,-0.02758819045044138,-0.06045903751638987,0.008781086822085825,0.030644199873469048,-0.05612837362057973,-0.053125574622950075,-0.06132797528318002,0.005379896398092209,-0.05179908179266805,-0.00019313170321359443,-0.009848265319202645,0.0003872994027558946,0.023959935107410374,0.008835921026008432,-0.012382465837808653,-0.00388653990193855,0.13953570191834455,-0.04069417052953837
PLTP,-0.007497907518921015,0.011318282036732066,-0.008926463313725716,0.027227536474431376,0.022048455275575397,-0.019256915414004903,-0.044038485683405695,0.17887989251309225,0.054840400265956823,0.022656993173012997,0.019300806248763024,0.07401197154500541,0.047944886737731764,0.0363689195686646,-0.048851021505762135,0.0481657089744562,0.06730260543753136,0.028156431743746917,0.0832615384992043
APOD,-0.01746966491738542,-0.06628649177262896,-0.06808178608278163,-0.005949270036927289,0.04417242047632498,0.03435029864389759,-0.007160159421753713,0.053126955293320025,0.02766656387039346,0.01689156574018983,-0.03507105003346111,-0.008997650281464178,0.020873801839894818,0.007862867568052635,0.046888340829111,-0.03859899955568211,-0.04669143466256973,0.07986022137823542,-0.022863035829666683
B2M,-0.016608907558123782,0.05578905482533319,0.00479104980891021,0.022996896484091162,0.025965325709890654,-0.016965538732550585,-0.08250908834797144,0.20636944375807026,0.0031616243825779472,0.0013285432024238118,-0.06287742915374651,0.10156423651362222,0.06081365995973292,0.141893302966219,0.03801165954355445,0.138215715396219,0.07057588658742611,0.08872071072511079,-0.04169230845930586
OMG,-0.04965926908996242,0.10850802422355874,-0.03972502384893288,-0.009329713448570554,-0.0171805483871879,0.016765732332632757,-0.009935912308430371,-0.06729800107622508,0.013584023409891266,0.05087287900165885,-0.023043089408778184,-0.010623561678713964,-0.042011765570133974,0.03418980101663847,0.02265836908118961,-0.08741453769429706,-0.014016872239671397,0.02394355638184793,0.05255668118716172
CXCL3,-0.024816449713384398,-0.03396729872599785,-0.01823578328794868,-0.0334394298923844,-0.02610261102332437,-0.035050573681583756,,0.05887680336229456,-0.0272599895341689,0.0084006749611022,0.061491999653223474,-0.023834123242246326,-0.02637696418402097,0.04992628531800885,,,-0.01979876961543341,0.05066926945404636,-0.057806947117689945
CXCL10,0.03825842127920781,0.10598257088876657,0.07527017716679447,-0.034871592144262005,-0.029541927194186267,-0.01418088364029462,-0.03020187551066433,0.19885282043928681,-0.026506426969566163,0.07031184389420751,-0.031398569885076055,-0.037875306184163696,-0.06660441416878822,0.10028704346712511,-0.04990796066655811,-0.029489167982461137,-0.046614146359807276,0.07949725518452697,-0.0010375077378857113
RSPO3,,,-0.023154382146966766,,0.06875612890440033,-0.028115546813454125,0.025666025119960748,-0.05025744780641984,0.040699852866814636,-0.025844343070755362,,0.004038397800501077,,,,,,0.009422264942212216,0.005122491340351713
CORT,-0.030816288548661933,-0.04136089685461739,0.05132459518020189,0.06316433995995632,0.008407771197654216,0.03147100911766895,0.0046298262783818515,-0.05159411768702916,-0.000550944348682554,-0.02287693943147835,,-0.020683739754004636,,,,,,,
NCAN,0.02505191332043792,0.13124543289622692,-0.02892132689938628,-0.06545397480826193,-0.017410272844337972,0.031590176154665965,-0.05318055793881518,0.0027335299621267886,-0.0021626868492488982,0.004754751340361472,,0.07410370107758817,0.03446202491829835,-0.052294523661960426,0.051056270162870156,0.136881395418633,0.09462468765973296,-0.12034948096155904,0.07453544916581178
PRG4,,0.024292301465504165,-0.025634660396352586,,-0.016944938918953014,0.10712892288162723,,-0.03425193660216327,-0.007673429991329094,,,0.08801209213686648,,,,,,0.18186675051722115,-0.044114996486872046
ZG16B,,,-0.02363720496410189,-0.019572364629250293,0.009607138078344983,,,-0.005376438532392951,-0.01290335243306616,,0.00018161987784948846,,,,,-0.048867671309766124,,-0.017956564355832233,0.009602383751457137
TGM2,0.0003943810879172777,0.060578527893774464,-0.003989551384883535,-0.006654184677403483,-0.013043741310820745,-0.08160358139132741,-0.002871015557855318,0.10541972610750727,0.00459059226864661,0.02389140786119772,-0.0027073924125532852,-0.013430926032117018,0.001095470504345781,0.015028213788821493,0.05665359529195205,0.030879830110758347,0.012619977583057461,0.06541733380087622,-0.017245700025530504
VEGFC,0.03026942826401432,-0.05244414998847591,0.009598116195433956,0.08101807527847667,-0.03020041832594291,-0.030987711106370865,0.01904107101193708,0.06711230990016234,0.048016339043028364,-0.039385382423888234,-0.05459414764183456,0.019474614398760557,-0.010524113839628696,0.007383342714910107,0.02796124901845756,0.0416447053166068,0.0008154486295677881,0.08457776373488217,-0.004256437138130371
WNT6,,0.016752285950763942,0.012056905837208323,-0.018100458626209907,-0.023437032403779378,-0.014806352865920658,-0.022663047451847246,0.08138366960777199,0.05577951881537006,,0.015058320788230002,-0.02593599793793417,,0.048363419829385655,,-0.02955105172810759,,-0.014897107720866963,-0.027939408304180426
NRG4,,-0.049567961642581954,-0.01569966564857317,,0.03541948965751285,-0.0014811099629939875,0.05725736701766166,0.03725310215725495,-0.03374673757539512,-0.043877646545832906,,-0.015611605273347642,,,0.07580219908912819,,0.03554773206731124,-0.02528165922427765,0.06181650777147169
PMCH,,,-0.018094709552040063,,0.024958911410607507,,,,0.03461282890273062,,,,,,,,,0.016892658061654436,-0.01389003739164635
