,UKF243,UKF248,UKF251,UKF255,UKF259,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
QDPR,0.057772382247042765,-0.0656229056019882,-0.02312601672302668,-0.022810690287212422,0.01715576100579422,-0.04555747443354625,0.045377907453033384,-0.03704118450460959,0.058204114724230635,0.02006237649741919,-0.014926291937102768,0.006111770400508228,-0.005393952815451603,0.02186977767760333,0.04296205940288486,-0.011685234367659615
POMC,-0.045488270476889664,-0.04396019119754504,-0.02592366115476933,,0.028474157395527954,-0.018911677940338774,-0.0027220121915230338,-0.0245547336435898,0.03019006219570202,-0.03230614824328773,-0.07542981610403605,0.036450835645265564,0.025908243145913477,-0.027561961545142132,-0.023810947372784785,0.058336357333003436
CCL18,-0.04053829082769038,0.006957647102742721,,,,,0.079793892694137,,,0.07148826519756449,,0.10211646355476893,,0.06381727239362407,,
CCL17,,,,,0.05176810124968511,-0.020327604146218644,,-0.014899819213958946,,,,0.05379169639764185,-0.014856135947039849,,-0.014130076102098328,
VEGFD,0.01985303817737686,-0.02314582154832177,-0.020896892234648582,,-0.018604480703326952,-0.021657342885382135,0.008174828052436635,-0.015968597748717988,,0.045873818567450604,-0.04572197584763641,-0.015175142431838467,0.011754085805474379,,,
TNFSF13,,-0.017466579685420286,,,-0.011518565903562625,,,,,,,-0.02381136739412697,-0.003747090582798436,-0.018919756080905438,0.012469160048682698,0.02623826939692773
WNT5A,0.05413424495927813,-0.034440908721282526,0.0026815963680542143,-0.004982182900632536,-0.04293793927752997,-0.016942049894053894,0.014676016225407052,0.04883679969991055,-0.04169321655528314,-0.010966094209855412,0.029635041745969492,-0.019955473163445953,-0.009243796154749125,-0.01726088753844831,-0.05066757176011461,-0.028714376640573684
CXCL8,0.01586210051823715,0.030607295494420875,-0.019566611290221036,0.0728549716836258,0.0019594240878723665,-0.0029505157167362636,0.02651333083521383,-0.048011463269453485,,-0.010623518657083244,0.06349888156899956,-0.0588071529422244,0.02240206829427853,0.0077706022071166985,-0.019516827830388373,-0.05576253189386421
GRN,0.04327203688474385,-0.037094096615332535,0.023408929762579533,-0.04380645083410571,0.0314966855574702,0.032539378790743645,0.026373526600410726,-0.03537611745163591,0.0005819220524129644,0.013825502685282962,0.10664239227786462,0.04194905479500665,0.057687503722754024,0.020168354696960843,0.015878859871594608,-0.0026763546495810605
MIA,0.02572562239517348,0.0033524322040277134,0.05079342499101006,-0.04702569812745198,-0.017878019567464914,-0.03995417484108562,0.04138838839732362,-0.021869726418744743,-0.036830038528894736,0.010934822491043144,-0.0726159689434726,0.09569135533402261,-0.0018560966737228301,-0.009393117830201279,0.059965050339288284,0.06663098338974313
COL4A4,-0.032769986783929485,-0.027797934798004093,-0.009921204145950987,0.021449994289699778,-0.03160692802593207,-0.021222647637719277,,-0.021214445973314955,,,-0.03580120754787283,-0.0242977758021437,-0.048454190513083216,-0.023249145474050527,-0.002590367560885645,0.0038123124638079586
TAC1,-0.013448398614104382,0.026514294460849564,-0.04328141902677898,-0.03784872737601147,0.012078492142725975,0.009058899293755847,,-0.037596438071795774,,,,,,-0.029068492779083986,-0.018575421842821627,-0.042166183125498434
RARRES2,0.04507392738320621,-0.02045984239302203,0.02874254892243162,0.01804439679255192,-0.05733614266703217,-0.04791222870440554,0.006458116477228589,0.021125087601919845,0.12168161666494863,0.03454063852312791,-0.15087857330158427,0.023746409830332316,-0.012976000908081039,-0.007644377434842099,-0.030101286807680053,0.0007399881851409355
FGF7,-0.06094411292002751,,0.030742341741778364,0.10215550351273853,0.0718072823804883,0.01900643922655806,0.02290627466352118,-0.027471503429211477,-0.036166332727889904,-0.09361325706878099,-0.04860180850168844,0.11713606555815007,-0.023117865252224173,-0.05975838276731835,0.061134392227235844,0.10735725665662342
EFNA2,,,,,,,,,,,,-0.01442295731423432,,,,
HBEGF,0.02905607815269164,0.041412024780582694,0.032856268534184725,0.057645579615458686,0.037916185378885206,-0.004270007838285472,0.06001301026905899,0.032799918589845156,0.027062689576550877,0.1711010924505198,0.04216541956700274,0.03917624094096867,0.006543412598118467,-0.0743184665542174,-0.05781811167217205,0.024965681036991448
CSF3,0.006229938741066292,,,-0.02504741013395523,-0.019903699153726143,,-0.03571329083119233,,,,,-0.042860837321659795,,0.007232021411587202,-0.014876790313989089,0.0009427409928849327
PI3,-0.05446972361876432,0.031864162311608324,,0.024885934851064863,0.019238135069730662,,,,,0.08093675189666677,,-0.04573980500049758,-0.02672632130066475,0.014565960526984957,-0.032322323023233554,-0.0007673824830974801
PCSK1N,0.030671346811522417,-0.005658207512238148,-0.048089293144829084,-0.0492244792611302,-0.04093907438295866,0.006874770185054024,0.11062228512059215,-0.03162059532229491,-0.003249262038966035,-0.03685526909357184,-0.019913438983370117,-0.01630442158206587,0.030936463151345146,-0.057095078477301275,-0.01501906187437139,0.003197769714947704
NTS,,,,,,-0.024244407951349974,,,,,,0.006278442923513234,,-0.05584890330901353,0.11290342081332097,
SFRP1,0.0020354501385228506,0.022700729657309026,0.08002862890836622,,-0.014570484316984624,0.024031288475681634,0.029906264167239547,0.02638919606366412,0.12889997523109883,-0.07092781219258364,0.19796374648250326,-0.0022946894161823416,0.06431522905680978,-0.02083771177350949,-0.02151856488101419,0.0435543500034595
CXCL13,,,-0.035279271408594715,-0.018187383436756986,,,0.06764374873400127,,,,,0.027640003596570494,,-0.020990863378408667,,-0.0157119382834951
MICA,0.005716176232112009,-0.04504229973117563,0.003502367220524279,0.019032256995393917,0.011482917003376598,0.04111519548521138,0.009798031932189389,-0.01247016938592634,0.0013035961904947217,0.08348375381054138,0.007820007068111836,0.03861229964923799,0.12670502753800522,-0.019513161350232417,0.010637855220819616,0.035790944863127325
TG,0.02908128421436731,0.028180593889282884,0.04745115950421379,,0.1851915135080188,-0.007060232080272648,-0.019215883460736223,0.14886085843620023,0.045789706625330946,-0.02453308505348715,-0.04265921449555997,0.0518551494534936,,-0.019879649378619236,0.056007384539847126,-0.03467913476566245
ADA,-0.005684649246406532,-0.019972986593550585,-0.024032848874544026,0.10341654037019253,0.05234854630448878,-0.002284670248296539,0.06230479356723275,0.004377529734661612,0.010388706708768602,-0.014874860062936757,0.016569786716291404,-0.010728570797842351,-0.02226364542650565,-0.01146758399680997,0.03724489573894773,0.05800515869041894
LAMC3,0.058493694331771345,0.018317628486585635,0.02028168481839933,-0.001347991625886472,0.0003063762236967139,0.06751017759624833,0.011537706222545446,0.03263766653417596,0.012463376875785134,-0.05738058317907759,0.04576164367873334,-0.020820480298207593,0.033549941950165786,0.038939736530745665,0.0032796317396077577,0.04556850894592227
CCL7,,0.07746692951652025,,,-0.011368326410666397,,,,,,,,,,-0.015589434171999263,-0.0580060497293029
NGF,-0.026490169624434425,0.02835008486178357,,,-0.026047739413730547,,0.0516854754147704,,,,-0.024770106391883612,-0.014229088502957014,,-0.0037626058129221376,-0.02940748345970341,0.02864309946141694
TNFSF15,0.03903374784819622,,,,-0.012659187475999282,,-0.022742925569085904,,0.051904912635027466,,0.0841910979637762,,,-0.01499962391217502,-0.02998840234032591,0.05458774699813531
HMGB1,0.06481079603451195,-0.08383439431468154,0.020883085781187086,0.007487330183329512,0.014810391348001552,0.05214138352209425,0.0674980782829252,0.02112687786637729,-0.03712806701877922,-0.07658138671411463,-0.033992522571534796,-0.08149035700137011,-0.07198634638765185,0.01092623374295203,-0.03449868772208034,0.07094049088808932
ITGB3BP,-0.039418784731209806,0.002867059146616481,0.03922035096256983,0.034569735872543444,0.028354972420349123,0.05292800151252255,0.09912369723201243,0.07772123724010964,-0.014174239808303185,-0.012046005611179087,-0.012937186995553997,0.01637882309666053,-0.003757979214148376,-0.017962376864483362,0.043428991627020505,0.010639370676383934
AANAT,-0.022620913824529205,-0.02136038784021783,,,0.08938004547231009,-0.018417146895804468,,-0.01998668229242436,,-0.04917058136364918,,-0.019409394149937687,-0.0389090713205783,,-0.016494271467337042,0.01905183603604343
RELN,-0.04567478133133553,0.024308170293189695,-0.046555911379508784,0.009714736975739038,-0.005534034695198691,-0.013923999841207495,,0.008307724731437361,,,0.09301737711536603,,-0.03688861085940919,0.04265724074668946,,-0.057431041207166376
IL15,-0.046584328946011194,-0.04655274242013578,-0.02527473887556266,,-0.0253523758021204,0.024519102628038192,0.00028274262991301313,-0.0007050933144211975,0.05850449645097571,0.08140927931732253,0.02675297872024634,0.0007974404384398416,-0.04845418437265882,-0.03658869916961966,-0.004146418147868832,0.009440687804627942
UTS2,,,,,,,,,-0.051819612989101586,-0.01955910704623698,,,,,,
BSG,-0.062077456162959115,0.023940945468701135,0.034171258362744164,-0.08810278546022679,-0.007697552320750543,0.02709845627396648,-0.025796757348649238,0.05879696762321077,0.042663417358391596,0.04245536280435424,0.028573396754031918,0.06095940535098259,0.06853160256525083,0.014496170791911057,0.019980705071463566,-0.007813239754918305
ADAMTS3,0.03150789457754991,-0.049888876192933945,0.062127576317047684,,-0.006734998883139965,0.016067894764409785,0.02594450489560118,-0.0076909866379437485,0.09892790203878248,-0.02075837688565464,,0.07443101779799752,0.06614463600512882,-0.04349070357957897,0.027577771207381425,0.0329792729432894
CD34,-0.027210906059940837,0.007812902066775998,0.014650752989284062,0.024604426857702553,0.061864488804106686,0.008855694879343925,0.04748047537926567,-0.010905598377000713,-0.10642960027839397,0.02543623679930991,-0.04117299211219595,0.026046786481543568,0.050576443739301785,0.06278252616791985,0.009829491784375758,0.03546383019618999
CCL23,,,,,,,,,-0.026457786146794678,,,,,,,
PLAT,0.07645105649580272,0.003320860399555414,-0.007892541848492392,-0.05223743769174568,-0.03544628489576928,0.04315588459777145,0.02987905210116699,0.007530429704198184,-0.029971360289805633,0.008301348544350579,0.10276053444440203,0.011013924333030285,0.10728350507382367,-0.009172030922536776,0.05711751214070702,0.027308686860596242
NTF3,,,,,,,-0.017279316503709258,,,,,0.01788781014265419,,0.02582860641021738,,
LTA,,,-0.014589753236989704,,-0.014570483635354466,-0.01773763182753996,,-0.01853672634497697,,,,,,,-0.0033787380563631867,
CKLF,0.005528320563216451,-0.0631303562705595,0.031574042745038014,0.014663969978866384,0.023602912685765164,-0.027685282417634835,0.014253831857651356,-0.03065881224536731,-0.010201641934687547,0.025104670004683815,0.0008091981888693199,0.015057146561363827,0.01948660549438414,0.02766715063272415,0.0038989126761519726,0.05605312560156272
APELA,,,,,,,0.05568325796179542,,,,,,,,,
CD24,-0.14301370083790202,-0.042772396035517815,0.004970983324194172,0.07016263362516342,-0.03993474711354756,-0.018894532163866114,-0.02494352515934136,-0.032966569954634505,0.024813625167106522,-0.12986079824860616,-0.09850395417951831,0.0036204270320057404,0.020591544562175088,0.005964319412652419,-0.012192140017484882,-0.015617950929668317
HSP90AA1,-0.0121549712621736,-0.003204141515315347,-0.00158203746067074,-0.10483507786152106,-0.014944276865428683,0.005885230902392926,-0.056153223053597115,-0.09318439748770076,-0.08190744050169277,-0.017490852449529408,0.06332594008679081,-0.061875312161095694,0.09487105666950839,0.010350818080876475,-0.01784810223038384,-0.009008160679303165
BMP4,-0.024707923505604065,-0.043904701340011336,-0.015465993682626902,0.032130224663177526,-0.03399468743557318,-0.017546613664390052,-0.023294874813723665,-0.015795205401051022,-0.04463842604447999,-0.03958260554383258,-0.031789939409620535,-0.02063792454895205,0.11559844794423169,-0.01920819614902443,0.031929968996727544,0.1307335390978642
SCGB3A1,,-0.014722691664617045,,-0.02677320448484306,,,0.03777182495790934,-0.012934682505571346,-0.03265103362347758,0.010793405514396993,0.07095983040297917,-0.01289291590732861,,-0.007681383760613375,0.06903673225549023,0.05201495175184745
IGFBP4,0.12484790116904397,-0.028814339119075508,0.060736500493612004,0.08319153913390631,-0.046173933293705435,0.03742061387172548,0.016197237188433095,0.08008485306727314,0.025780946943847062,0.09545113348780372,0.09415543176558014,-0.022137500526598613,0.09469745870249666,-0.028359559706705548,0.009912658421752285,-0.04195725270864106
RSPO4,0.09253307674556933,,0.047104864167203914,,0.04145450911487162,-0.02062994565496895,,0.027749699927009402,,,-0.04485696170023568,,,-0.020977853053128208,-0.014403078559565713,0.04004890786163978
LEFTY2,0.03555412760039553,-0.009639261439810991,-0.014768937604660698,0.07161674007764517,0.012997730144879236,0.048450686885961505,-0.025715195338040068,-0.022883381661492445,-0.0290300340637528,-0.10148562479356275,,0.1553599767481174,0.09234544172498638,0.026948305741541365,0.07471603830121036,0.04217351837121254
PF4,,-0.01527242926433669,-0.013271363523905599,,-0.009918640823921354,,,,,,,-0.013219638926348446,,,0.07240030742482154,-0.023399571007315455
ANGPTL2,0.02661528943374979,-0.014130377924714261,0.004290722244375807,-0.022867477653680385,0.007598533107065019,-0.05532659664067092,-0.03330960986919813,0.05069998196883895,0.03551492304611961,-0.1028798038509769,0.054067019420554634,0.053047797641586486,0.005745298545009261,0.011872492277440907,0.023504289809875553,0.01810536513531148
LRIG2,-0.04195737539480286,0.06930219785658576,0.03969338866955532,-0.10774189500772874,-0.006727418228548303,-0.0629831956127986,0.022241237135472665,0.004018733407780199,-0.018133464488106262,-0.03154964372551819,0.008914905379800015,0.01922157984191646,-0.02370647303217911,0.025527676834452007,0.014742914706770752,0.043452336217278086
ICOSLG,0.05512301588174869,0.022096603155112252,-0.00889837441673611,-0.047966422805135314,-0.024777549274565464,-0.0015941392526228123,-0.008971112056101162,-0.017844336347576446,0.04343728825368636,0.021604145881743222,0.029281601549220406,0.013238760462866773,0.026034246751147613,0.04358683909734458,0.03963769628053987,0.048160744880368866
WIF1,-0.07530795789117363,-0.014889178073332543,,-0.004301434694675774,,0.01913913267162393,,-0.06190270820440526,,,,,,-0.019500946367714787,,-0.030237880740152757
NPPC,0.005985518811981068,-0.013545405291679262,,-0.0335892012143897,-0.015386257918461323,-0.021558587054714643,,0.04048544147759345,0.007437541669386433,-0.08030279048332899,-0.02052968900449321,-0.02501244309331854,0.047821505388632786,0.009671487625577752,,-0.005899547690839491
LYZ,0.05381299591376686,-0.02118383192109506,0.0048243662316229995,0.0872850934555721,0.021207919541689556,-0.011959975220599536,0.04266169351901492,-0.03334726162940939,0.021105996401322907,0.06621111654649113,0.011534415192925428,0.02821173933221821,-0.043309247522962606,0.04721249106264178,-0.024894759257388255,-0.0663716159249355
EREG,,,,-0.033762064341820594,,,-0.030069907328822525,,,,,-0.012912311619548889,,0.03144398317259705,0.017908106080906986,-0.026939837949624432
SPTAN1,0.023934002784198685,-0.017188040341010527,0.006235128739771957,0.005751881525799938,-0.03453910894992014,-0.026778919338515478,0.05925530305861425,-0.004764631281015111,-0.035668101208783894,-0.033038539964923924,-0.011000867957048056,0.007934581610865521,0.035284351040047915,-0.01215942586967619,-0.0234333791682558,0.05393964041364815
PTH2,,,,,,,,,,,,,,0.013068490861641469,,
LIPC,0.03410538142413181,-0.018697467698039122,-0.01997411138584028,,-0.01782453627469765,0.040937538531292395,0.03691397548080235,0.005981667912360412,0.12511145113987887,-0.05789546311917749,0.012108442055474043,,0.02637877623685659,,-0.028067683513481167,0.01954135429839703
COL8A1,0.06793957864615266,-0.02933707520266379,-0.05114063907864009,0.08867803388975627,0.022477173091972644,0.004494603266449692,-0.052648424286991194,0.0458682693346038,-0.01952132381808143,0.05309279596262744,-0.04722783875298617,0.056766899898113135,0.13032004601729058,0.04761890900265388,-0.04707473080251765,0.07203219771972033
GSTM2,0.11516217109088227,-0.00025534727967198935,0.005205052593584719,-0.0416784721193387,0.005172798449435133,-0.036603453494037735,0.06823666960679382,0.012979383227269535,0.07566354081229196,0.005360808759465592,-0.027918333222859214,0.0029790196993439047,-0.05647410177789052,0.027157109679451022,-0.01004239368379816,0.07628862945037351
IL4,,,,,,,,,,0.09897863178804417,,,,,,
SPX,0.01060705249512635,-0.006945740568114653,0.009257044690473006,,-0.009811379613710102,-0.026559531247639413,,-0.050474720983880984,-0.03098985219639971,,,0.13116217429785976,-0.006285141527393707,-0.0016676072101897053,0.028057226393899667,0.07297292593711217
MFGE8,0.03738271029278816,-0.033237848516105076,-0.043093569582674386,-0.04728972786548945,0.011434722717717765,0.024752792851578265,-0.003416993189802049,-0.05266167112490431,4.6459772881711074e-05,0.15087023999123633,0.09317348750187023,-0.005965170729742776,0.05762830560392062,0.033826102200460825,0.00154776754623874,-0.00599961065741209
TGFA,-0.06071157821856959,-0.028779456472442903,0.05129700620367548,0.0052141048333832676,0.012666363627678616,0.0178743229703642,0.07675961708199167,0.0009051490259012455,0.05960935546728545,0.13055969542343887,-0.009255537790061965,0.04524088704649915,0.009516998178793508,0.01257522782426155,0.04600440000306829,-0.04400077521833516
SLIT2,-0.06558065424314348,-0.04211339513404013,0.005311546895542835,0.03225670589678965,0.0029559048221146477,-0.020719964776688318,0.022505567061031875,-0.025890937018821118,-0.005681384226618566,-0.0022767768608139634,-0.010976743546146321,0.013490864348502283,0.02824854133057978,-0.00273885453086561,-0.061474041972226,-0.06725721624601792
PLTP,0.07931483197349518,0.01986619556166259,0.04646564734911891,0.049278059645859955,0.015042654310699132,-0.03992264559470074,0.03634590847714357,0.035470226777868964,0.005102826533001884,-0.11042756770321126,0.057091299108639436,-0.002591680560406163,0.05565347731765291,-0.04070837674765149,-0.025559166277256396,0.08588486613530619
APOD,0.09319299869283838,-0.032432866657759366,-0.06339405191257341,-0.04497921842383718,-0.054063572657159026,0.02718941421690002,0.031748245819560886,-0.03717964499972408,-0.06179108169485223,-0.06064690240302677,0.09856350717839645,-0.0025371568692395107,-0.030454202242339565,0.011037459823848622,-0.04661686919899851,0.021694109642187296
B2M,0.13442704488686472,-0.049078653075375116,-0.06246624500453009,0.039938547138015305,0.045332283319751164,-0.05462715434923746,0.09407073640745638,0.01466616654390865,-0.019677678812394253,0.014224544577419989,0.012655232829846683,0.03769545920302477,0.06671849777683113,-0.026574863778561317,-0.015249361106185064,-0.043549589936635734
OMG,0.05987163866019434,-0.007273943891504022,-0.04608895605444248,-0.02117222873185581,0.02071426025180935,-0.019200269592224376,0.0019291372690995337,-0.02966489673767762,0.056964716066790225,0.0470004046426314,0.10225491667345711,-0.024270079532128928,-0.07226847456767715,-0.020573007011864885,0.02985352611362879,0.05310397748960816
CXCL3,0.022635806107154783,0.0672135938035074,-0.02728466039319912,0.11906143872932325,0.012320862914593838,-0.00946799340217044,0.0937692964980466,-0.013349799717225733,-0.024091685394155123,-0.040361583715434496,,0.022636536069534342,-0.027399786761635948,0.033273991964773986,-0.030209454762455658,0.013298739449014402
CXCL10,0.05163170415087724,-0.010487923964287394,-0.028257881600568007,,0.030263821288313012,-0.014074920262832927,-0.025948634466559213,0.010508601269589333,-0.03643745283207034,-0.10126603162317861,-0.06990345962505866,0.050116902412989585,-0.009365248016807349,0.07957060795915903,0.05590379263943901,0.058975626165359306
RSPO3,,-0.019998905960381036,,-0.025047410915211885,-0.011518566281825541,0.0036617496822221145,,-0.013950283412314851,,,,0.06583438155687742,,-0.011303748355494187,-0.015820227319471074,0.047281275008079195
CORT,-0.0037997413759737406,9.046767762635775e-05,0.07120327353891631,-0.03324132678805522,0.044364100022348044,0.05040892100514359,,-0.00945520421471605,,,,0.015565796498234818,,-0.012809120569719567,,
NCAN,0.13272845843851164,-0.022544698404099853,-0.03172831545327986,-0.04955072580244636,-0.038627824536381146,0.030393587129988985,,0.06556275889739398,-0.088348878640439,-0.0051688107798059085,0.057992586790824856,0.021267273336955935,0.06375205975094476,0.06426537641230087,0.07268097967189703,0.07146514607268399
PRG4,0.003277400079046312,-0.022141172212626663,,-0.00990524514347025,0.039119669626615124,0.015705262123152937,,-0.016310187375912798,,,,0.019286676437016537,,0.03910635766927219,0.013277083949921642,-0.016964093801421967
ZG16B,,0.01369777283675554,-0.01596992902449505,,-0.013194335199095776,0.06565588282577228,-0.011387472597939778,,,,,,,,0.06475087310922648,-0.01996223392483617
TGM2,0.11107240195448449,0.0005376964224738718,-0.0133354046536583,0.10008880068318704,0.020828582423946067,0.0056137646561573796,0.04823442040036191,-0.04958311294625426,0.043209226117001516,-0.05512618945971193,0.1330113548913818,0.0027035689361143583,0.07191302404271172,0.02714804633986248,0.013354553123538263,-0.012375209077033142
VEGFC,-0.03552879346770989,0.13754262413512455,-0.020506003861827344,-0.037243374569001626,-0.005683604114274704,-0.00027654242857362164,0.024852181817934672,-0.016645196338958668,-0.03987503442414627,0.12218393862040317,0.08014764953892649,-0.013131076814841847,0.0054053328918353604,0.07141643862180587,0.036933157546657915,-0.013487999287205874
WNT6,0.007886660705478,0.05089752233126096,-0.014768937992264131,0.03828879299141099,-0.015723861694550444,-0.013658603341649691,0.045729084479659496,0.0791577996839753,,0.029395925456519593,,0.036479861389184604,,-0.0008123236844800059,-0.02382334515939859,-0.02062697674669917
NRG4,-0.03358029202878953,-0.01356011725652418,,-0.018774380915400624,0.06782547852578989,-0.027077160876130647,,-0.019418563011866157,,,0.0684669915511506,,-0.029020516482789156,-0.027701799241501075,-0.015820229092541112,-0.031019809283435323
PMCH,,-0.015628764888423654,,,-0.01917081481861264,-0.007445905076072941,,,,,,-0.019409393461641458,,-0.015949552261399106,0.09475580321092753,-0.03972533007637416
COL9A1,0.017280798510826652,-0.0048998112771771124,-0.018199059381202875,-0.0025336129089184893,0.005173958029227885,-0.007533521943867527,,-0.022126990906119012,-0.04407785817698374,0.003467364156844403,0.045921713848615923,0.00016635923145487709,0.10811521614154433,-0.030970763134429823,0.016866840096669902,0.09669897048497754
GDF11,0.033186205190048015,-0.008834388805234211,0.04039829437643015,0.0073010106805724544,0.004944357243166331,-0.03858409506605229,0.04275203238639612,0.04714028405150634,0.08225860863286676,-0.03484040764875807,0.029538091173672426,-0.014016979479573071,0.0631996457235998,0.02471425663326229,0.006810066494743297,-0.0030019188954769405
RAET1E,,,,,,,,,,,,,,,-0.017354678908757804,
IL24,,,,,,,-0.02139173583033177,,,,,-0.013008858504779376,,,,0.08479527221465269
SORBS1,-0.0367243174653248,0.011772930299883334,0.026360127995526245,0.042562345114560036,-0.015471378594290198,0.004566672937350841,-0.0024290105729676617,-0.034779148372048777,0.08514440155207535,0.04288783852758863,0.046517897282009536,0.05488629047126402,-0.0976702709274593,-0.06888607992921897,0.0160609194941404,0.016976487936668453
DLL1,0.03982661879909926,0.03419243582539923,0.016804694869468752,-0.02392015976401727,0.05526319117342181,-0.04800529372376799,0.03491979058339965,0.015049272627030838,-0.03897171966127877,-0.036186363086667686,0.01416019568681165,0.03193869463992203,0.0025641912082602428,-0.003340437286290696,0.021330544844379004,-0.028165402455829314
TLN1,-0.008661826001401349,-0.03452780186503912,0.024047269828063295,0.05092230610844588,-0.05932110201833325,0.015052630605176502,0.09073651730095103,0.03531290276533601,0.0035358106423564943,0.07939440861804564,0.04909239077420617,0.03062823672840168,-0.023263859704961195,0.018611624422581467,0.0009281887083188727,0.0027959985583880295
COL2A1,-0.0010206225625944692,-0.06112060552236614,,,,,,0.08355778113130201,,,,-0.03390506477072106,,-0.033600301364594166,-0.023023777839020317,-0.027947183192112784
SHH,,,,,0.0124639435559962,-0.03770145186570411,,-0.012934681374999575,-0.030621157126204633,0.05428607831962989,,0.04173066872625572,0.030991740688411724,-0.020049087176968208,0.05404434740982638,0.028004750213091106
PON2,0.08491302573601005,-0.027037332934831293,-0.04407635129670467,-0.02541929337612143,-0.01288670930664994,0.06198791999465077,0.06475650455378215,0.013194560951193037,0.014361194198233156,-0.037469506752053613,0.04696580521090012,0.06854719584666256,0.08672960076982572,-0.01972078202000264,0.05301507190619353,0.1513726629633322
ICAM5,-0.06367982588415141,-0.02243786433504227,-0.019010940059679095,0.072175719028239,-0.01841227096587622,-0.04579567696614676,-0.020249906338710554,-0.025260734033035068,,,,-0.041519512506467536,,0.003999580818537462,-0.00890491750272738,-0.006214340430882851
HPX,0.004910829588820052,-0.017247814992307254,,-0.025047417500092296,0.04675479478211392,-0.017108083575097747,-0.02086109002812767,-0.03287737853029607,-0.024091672789903103,-0.02233473222303268,0.04070288349845667,0.06049915691647188,0.028205273017000636,-0.01680654443834931,-0.02483217704015378,0.015870833597794575
SFRP2,-0.04474988671866167,-0.019573857803198758,,,-0.013454364039485793,0.06172326736555747,0.017005581379231704,-0.025374534697923546,0.005888207172597075,0.2185516652055597,,-0.0009123844581992968,-0.06037536091707703,0.020820575661500293,0.029737865165861153,0.03180248347426591
CFC1,,,,,,-0.017737632899516683,,,,,,,,,,-0.02744765048049045
CD70,,-0.0061516778612573896,,,-0.022868590724934884,0.002038584842789268,0.10788293374991532,,,,-0.03885466169777133,0.04786358392576441,,0.042218190094973844,0.06697298006614531,0.002526449177911982
