,UKF259,UKF266,UKF269,ZH8811Abulk
IGFL3,,,-0.015200534544499236,
BMP1,-0.002246345343120054,0.06993723358268657,0.041549740459477465,0.07857987373736144
NDP,-0.03041944121245926,0.01513648536724083,-0.022160292307126055,0.045304654579527356
TNFSF18,,-0.0144534926715926,-0.022572337466029442,
RTN4,-0.06848171653087061,-0.06735190319315108,-0.047527335215044396,-0.04745605493687149
HEBP1,0.03061911101224194,0.025879355546713334,0.023249467326121213,0.027919449739819163
WNT7B,-0.022423415378701413,0.0001549490885820108,-0.005815107712536461,-0.03199836395608129
PTMA,-0.05726854672117359,0.09612855459585574,-0.01675687142992219,-0.08349242590577861
CEACAM1,0.022950956984978628,,-0.015928703130660395,-0.017930261543639334
PDAP1,0.01956423429186063,-0.004839234147397511,0.041599157765258056,0.021200965075308328
QDPR,0.005339355869668306,-0.01569497667324059,-0.09627038928561593,-0.022538904949534387
POMC,-0.024112254637149867,0.062109204651191394,-0.038289987387320035,0.10726659704372359
CCL18,,,,0.06101801381146657
CCL17,-0.015007680523775602,,,-0.012720652716158772
VEGFD,-0.016720213397451188,,0.052783085016725365,
TNFSF13,-0.01035196214349223,0.08989870374069946,,-0.024409021890957373
WNT5A,0.05241590381469303,0.06306095043665069,0.03099600478065913,0.05370596170856487
CXCL8,0.011911582479524686,-0.01993809232563682,0.07474862912396817,-0.02068773340399728
GRN,-0.03279552408796725,0.0059438430472962475,-0.010827012513758364,0.12803946037423866
MIA,-0.022011629848477817,0.06087123421153142,-0.04342172983457326,0.06261281921711517
COL4A4,0.01894380273855828,0.09727412796997677,-0.014978998531386949,0.037020079297510076
TAC1,-0.004134155250732717,-0.026300186453777456,-0.039387579919792436,
RARRES2,-0.040834190623867415,0.04490753516748033,0.04990056495806805,0.04099893017169308
FGF7,-0.026602506183832537,0.03811255465757902,-0.01424426013424753,0.0871000033847526
HBEGF,0.032253232273512414,0.09298706642180607,0.04788187185587282,0.011086191538249532
CSF3,-0.01788784661909202,,-0.015847492136287177,-0.026926099071402778
PI3,-0.03086902275560002,,-0.017844485309715503,-0.0002581157089391067
PCSK1N,0.007724607729085798,-0.029658984706888,0.007972276793012044,0.019106757696462553
NTS,,-0.016280757139851443,-0.019478474151954615,-0.029675958615651896
SFRP1,-0.013094781357731369,0.06327554847710427,-0.009847921961559957,0.05006498219144543
CXCL13,,,,0.06262381079967641
MICA,0.028561202395142996,-0.013453425919289679,0.04803864340111666,0.07279743231904437
TG,0.0062979865112939406,-0.018792285563095656,0.10590811407120068,-0.016902567114324574
ADA,-0.01208429886787539,0.12261527914050867,0.05278353181976261,0.010856043330849099
LAMC3,0.05276815041003051,0.022723886658551892,0.016364180593292924,0.05670956297371816
CCL7,-0.010216938950853445,,,-0.019065326303160445
