,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
PLAT,-0.06711669161670329,0.058909459585285644,0.03859404076918653,-0.0033549322094017205,-0.10796966585379142,-0.16604586237051014,-0.08972614105261514,0.01951708098641711,-0.030922672392046612,-0.09615234983345948,0.00033868126230706536,0.02436507492387076,0.008214122389434203,0.07276213743722679,-0.056710024084996175
NTF3,,,,,,,,0.021922338207535703,,,0.03504733289798223,,,,
LTA,,,0.00218708044370567,,,,-0.0014939766659368971,,,-0.026007233183265845,,,,,
CKLF,0.04411871218147507,0.01135915344838111,0.05937417190538,-0.095555387404998,-0.05588809698169216,-0.193584720545347,-0.0016276494276443998,0.021202851013286422,0.042911210831688945,-0.09971012573236325,0.03015961766420482,-0.0030524108256392915,0.010524274190060334,-0.028349367928105544,0.004067410585595049
CD24,-0.012229858852427212,0.035612156695561385,-0.07321536369742448,-0.05233906839272301,0.024562871543127918,-0.027149603896894407,0.028008789964200625,-0.03740779416612719,0.03594566508373976,-0.04544987587180631,-0.0025162260669124538,0.009316861034592422,0.012600549292910561,0.050238124250670035,0.028305370240298607
HSP90AA1,0.0188039737817346,0.032623528368037676,0.037518336716868404,0.2155731538906954,0.14758701196727114,0.25684124489326204,0.006684091453448224,-0.06435974010199148,0.04050183017675418,0.16580437934851222,-0.05407483464433682,0.03207595065015267,-0.06598046113597822,0.04106424732324851,0.1226481303272702
BMP4,0.0322172817024532,0.05378540256636798,-0.0211326167034065,-0.04999373208966717,-0.03255093561311621,0.0441286993794315,0.028655862200522794,-0.008886478290229184,0.09427621677470412,0.023559458174905006,0.0351465710827863,0.02758467587635407,,-0.020882306174352116,
SCGB3A1,,-0.021213081998197436,,-0.03067838571181382,0.03287998484142858,,,-0.006112042218617887,0.04894794602338145,-0.018147503384008192,0.07320761720112418,,,-0.0443153648658555,
IGFBP4,-0.06901128635340387,-0.01849757232450775,0.005180921183149927,-0.04294000127662804,-0.06117091426660522,-0.12253150838127119,-0.06143683531832418,-0.028162728832661278,0.07516798184869941,-0.0707486161313185,-0.0951742661838806,-0.04375939451756397,0.028309787629385554,0.05635580809781415,-0.09873714588615282
RSPO4,-0.02064611070376345,,-4.391472743132973e-05,0.005819674344729514,,,0.00216521859584622,0.07359947624126134,,-0.026109012920125026,,,,0.06585007439796832,
LEFTY2,-0.017914450567009594,0.061016786018877875,-0.03556220049609717,-0.027398681103955276,-0.024600363659292076,-0.17491178572803087,-0.016277827002530578,-0.02267415187582918,0.03201236286067591,0.05462298997292098,-0.016829257112218183,0.010433789444171263,0.12717617160325065,0.15045562102803928,
PF4,,-0.006053853889246648,-0.010834362619716823,,,,,,,,-0.013415295282633093,,,-0.04578772679550626,
ANGPTL2,-0.010544378497656482,-0.01355810233041264,0.02219695089391674,-0.04032447083226977,-0.09202205168934063,-0.13865247131191308,0.055198440640006965,0.02496124749649899,0.02358118619470206,-0.12204604964387082,-0.00734404364795299,-0.004080264080351824,0.0358689309019976,0.08587988820029176,0.02058619048274916
LRIG2,-0.07536750880988921,0.01782728443235823,0.01821346220539589,-0.07099860629145394,-0.033793098410939214,-0.04477412809822357,-0.030632855225151474,0.009789290051337532,-0.03574608928735113,-0.05965660905328745,0.037665971724836975,-0.01757779781370378,-0.09573314526216285,0.004384238097934445,-0.029295386436934
ICOSLG,-0.03465222730135181,0.030691049029569727,-0.04108183820042041,0.03744655128367306,-0.002864000120642667,-0.0968411652852978,0.011554275705118947,-0.039243799438087625,0.10383293324228389,-0.028580728096568107,0.02779741651194214,-0.0176189597644493,0.04871224744648765,0.03876600189597826,-0.016739709914792705
WIF1,0.24746324618038354,-0.020604103093826265,,0.10165406823250506,0.07576663916249214,0.30540797943271103,-0.02194331354404317,0.025258212104051967,-0.005487386051943571,0.1443081090743313,,,0.04196646409973252,-0.0018339752771667059,0.1352485137923537
NPPC,0.06619794271257776,0.05053074982049502,0.01835899384187127,0.11746740024247875,0.009362366287357952,-0.022377350061710613,0.067512267272932,0.07248038518223347,0.07036793271443866,-0.09258118470379548,0.03805922567136161,0.023017065012097663,-0.04115534655287261,0.05484667559989883,0.0632639149859487
LYZ,0.017208126490806254,0.02137678959268654,-0.06989860690053211,-0.04412341200180533,-0.011279122428088111,-0.11193337289824358,-0.03715785968422959,0.012456608204091628,0.032849220782451664,-0.03450826922956626,0.07833597423279832,-0.09874915185637476,0.029284807950634706,0.016339295159315245,-0.04044811298586796
EREG,,,,-0.020172812796917284,,,,,0.01291623982018882,,-0.008136586827104955,,,-0.05271523736768418,
SPTAN1,0.09442342675900436,0.050842599236119446,0.041141638421938916,0.13243610198622485,0.11185330391295947,0.08176138670835958,0.10050951452377915,0.026676709660592976,-0.017887184193296848,0.12845552620484943,-0.03153718483372279,0.07872435501084434,-0.0756748882017189,0.05738415871435884,0.057133971937420064
LIPC,-0.015820498769235566,-0.026940108811106353,0.07148048926193842,-0.01325786974605769,-0.06998324976931024,-0.04384619843743802,-0.012647105344127921,,0.022514910396097824,-0.023976589574421028,,0.06610266406552853,,-0.00926867385848554,
COL8A1,-0.1081609886987931,0.034377263590101736,-0.00011511896105094385,-0.09090166587009232,-0.07824388519782122,-0.06506101033153332,-0.03566849133039375,-0.04828826768728122,0.03970657146008641,-0.10627535708032788,0.08866732711488996,-0.009337272451797952,0.020860513337478705,-0.03242050511966803,
GSTM2,-0.053854091481343035,0.06095235589843439,-0.03411501846928189,-0.004595649950179526,-0.03816250579259104,-0.036672904892488846,-0.012749542090150574,0.032782039987240656,0.04932166698858442,-0.03867849311656577,-0.012147153816202344,0.02834170302908754,-0.017839831951097722,-0.04830874719629578,
SPX,0.11272473839067022,-0.011457631048689899,0.025706814861664765,0.14362821768187214,-0.0015902183598281684,0.09129494325687845,0.08837274505028492,0.007333169393325806,-0.010705147523934666,0.1839769812513002,-0.016656803817477417,0.0288911413492206,-0.02296585183598361,-0.05547219027417515,-0.058173777829111525
MFGE8,-0.08366245446975783,-0.009572693524612555,-0.011334995892611324,0.06733211408474064,-0.043506167976867516,-0.06855602800236645,0.000747095836046949,-0.04758708258131229,-0.016105120760528866,-0.05662204868341739,-0.03300255903937127,0.007090619647892332,0.08758617289378427,-0.05662224348292293,0.011104851799553481
TGFA,-0.06998071746568893,0.044977006168795894,0.034844124421577465,-0.07630169735636833,-0.03488474309145431,-0.12795387539660985,-0.03502692790023687,-7.543411154624519e-05,-0.005211864949893899,-0.06869711274375509,-0.01864381676589462,-0.016224141786943563,-0.05866525457580411,0.06463184468733005,-0.06357282477777745
SLIT2,0.10497419675347532,0.015235051293317084,0.07401449354091726,0.06289968505702191,0.09212489663903595,0.10427973709806468,0.04222537822605625,-0.021992739339563926,0.021366056964590163,0.11569679751809614,0.04199067228129331,0.02303710113486434,0.0008233106561019246,0.07363998293097775,0.08382160464262292
PLTP,-0.048450631392699305,0.015172515511948143,-0.03448269554741743,-0.10827059455580566,-0.11152217405980246,-0.18284642451320404,0.007134494057342748,-0.05947640410335211,0.04705146575333823,-0.03547319148685901,-0.08603810759639578,-0.025732131587575476,-0.061793072962240854,-0.009510094064837802,0.0008535307779507352
APOD,0.04107050278279909,-0.0037649072393560927,0.0011554380746009358,-0.09885211917650676,0.0074703953993518965,-0.2236736497703712,0.01921318703881847,-0.05882718964653626,-0.07086882876500573,0.10181472267065685,0.020741013858400423,0.001459097610300306,-0.025129719441875056,-0.05395744662091281,0.010385484327974885
B2M,0.05435458412402553,0.07550056360405781,0.04130401281954349,-0.09459787946343787,-0.1478448338528173,-0.2649813408100266,-0.013652413046741833,-0.09809116801465585,0.050481869449664436,-0.10984020328743423,0.04780529640824478,-0.016561352262268358,0.10540207959627104,0.06259311167405018,-0.09431895168160612
OMG,0.139138784011746,0.054630374579100506,0.04238111431545825,0.04183839617658857,0.010145877079241722,-0.04555094498144253,0.07350899195960861,0.016931974570793838,-0.0065166691578764984,0.11915641936770219,0.037563592714100265,0.06078641172260367,0.08761685845313312,0.08754392225285036,0.1340129272484306
CXCL3,-0.004408857508853915,0.030377292393414503,-0.02337216380178232,-0.031081369237325056,,-0.039418954148641085,-0.041069046898635095,-0.022121549628378298,0.022423127491161612,0.01694185474796462,-0.03891483979336379,0.04993716057706583,0.006381539133402485,-0.0632669503923823,
CXCL10,0.012212385262098622,0.014358667228123942,0.05227014675555696,0.02111490653571102,0.14052581989964047,-0.17928299666681272,-0.043607034520374066,-0.016539506809698123,4.268967089391602e-05,-0.029764105477394248,-0.01799380002100605,-0.020516475767129543,,0.013977694447621505,
RSPO3,,0.02131799748769485,0.3293396375708731,0.21925247383604227,0.08909777047327318,0.0809108819119405,0.04324616317179455,-0.0017627258235825274,0.014559475683926668,-0.01957240274926056,0.06320819481831894,,-0.06590153391917879,0.054879642825906495,0.06955595389539025
CORT,0.08111785624775365,-0.0004486527513627396,0.05394970321496131,0.22320291759439298,-0.00558260599249119,0.20530214731510366,0.024998050234496156,-0.0070257350293498,0.08841958614017137,0.006766985636267942,-0.014038424666083009,,-0.0027560344519396655,,-0.05205563665468392
NCAN,-0.04044083146042664,0.024233442116978417,-0.018447692063236435,0.17647190831978865,-0.07005162019568398,-0.09914682451229517,-0.044405011393738154,0.032511248537084106,-0.011572116541235635,-0.10434014049009974,0.00766309610458802,0.011702732181274786,0.006270033265726415,0.046332125089653474,-0.0004540185274633509
PRG4,-0.013378456675631548,-0.010525847953916635,0.05822425585159941,0.019826295260425824,,-0.006414837675807086,0.025659239815343002,,,-0.022883374251412354,0.057070433562900376,,,-0.03841714959178702,
ZG16B,,-0.02941614221463349,0.005768974112733947,,,0.04983795878169774,-0.01942710606506833,,,,,,,-0.0390616269372046,
TGM2,-0.040459746580677275,-0.013796546503053524,-0.010707974179952041,-0.03816093327708842,0.02583690984270686,-0.08998663787726444,0.039287745312981605,0.005472284715397079,0.0474688705833781,0.09712430782482738,-0.02777791475804856,-0.04794918926505677,-0.041504892856253923,0.03874723572509701,0.12369978940685915
VEGFC,-0.02266752224440691,-0.03147931888813199,-0.022132004848181917,-0.017687401751494025,0.04160372916674587,-0.048997782460794705,0.010073682373471586,-0.04546707751775926,-0.04616209279252721,0.005787351400608173,-0.012689423855199146,-0.034528848727963635,,-0.04546457579695918,
WNT6,-0.02874845702972217,-0.024146515041370064,0.015949328147885963,0.02190296733922792,-0.03074001685142506,-0.0120849845226377,-0.03603673380914519,,,0.029330293917762287,-0.026091039706632055,,,-0.04036237995986563,
NRG4,-0.021424369989599054,-0.019537995213139692,-0.01511314009973182,0.02958421978504383,-0.008044652502882603,-0.012713863928460658,-0.037322616279542725,-0.003400680424435124,0.03604354786801921,-0.027244459832595738,,-0.027726166794117286,,-0.01748835926339554,
PMCH,,-0.022518590938466386,-0.0072129235928225545,,,,-0.01808121635574363,,,,-0.019696660854008036,,,0.015771980547349445,
COL9A1,0.054141635918395443,0.05702386546791638,-0.015784571790659226,-0.013108815062514208,-0.04633304394259899,-0.0781955141811628,-0.00041902156596527004,0.03600802363854483,-0.052535244098879115,0.06993110360812302,-0.001968892381438374,0.04222833784435014,,-0.12627546660015826,0.033672186049190804
GDF11,0.08059565229313786,-0.009626282978089335,0.002187597266280203,0.00346446435656565,-0.02633483157352807,-0.12346462380072253,0.0012851380382639442,0.05972973735324361,0.027769964580645685,-0.07067962938313585,-0.027421054514878734,0.004203349821478327,-0.08863092613638267,0.045395146892451256,0.008384925440001977
IL24,,,,,,,,,,,-0.01320139521993841,,,0.008994766414749023,
SORBS1,-0.00180935649491293,0.029952612704902765,0.03081345615748754,0.05260970813914032,0.002879146676623354,0.06769574445194342,0.027415817919607822,0.024324337224195646,0.005415343737268306,0.02215351848863148,0.04935839771050599,-0.06769487227530772,0.037231891023187975,0.033722886859628425,0.004845916227124339
DLL1,0.04640528450680716,-0.012424425344732159,0.06166842190655978,-0.021561774716876255,-0.0604934592499079,-0.08216152385119688,0.017205701467205656,0.06724532920275171,-0.004973733189372076,0.025936283372552035,0.024601645104065914,-0.0839554406187037,0.032223164217139624,0.003022545522803472,0.067918655118287
TLN1,-0.037459719533332166,0.04776958854921698,-0.0075125493605510876,-0.11040900161401201,-0.09225666584024739,-0.22162905226735494,-0.06141038222544998,0.014525580824907722,0.00501348988734969,-0.13835472736282114,-0.0861115026539781,0.012546826907548617,0.04312034672022609,0.001025936120361287,-0.029352174816213602
COL2A1,-0.02192925351863604,-0.0009621872536352363,,-0.021922217660569083,0.009396349425295127,0.00300938845154541,,,,-0.019014711518169622,-0.034406874348848974,,,-0.04524590617866255,
SHH,,,0.23285932690286357,0.01871628776224897,0.03847524999958721,0.04874570359863607,-0.07997023345755962,0.00015378303003260021,,-0.018147501797803424,0.14863311709363888,-0.06982404345414751,,0.04162400824893604,
PON2,-0.06613355480853536,0.028039064117386672,0.09802988227578296,-0.10350249950673221,-0.0732783602925917,-0.2532009868802629,-0.011868346072163968,-0.04048221252282533,0.05142370093595111,-0.07970696783261971,0.03492269438963411,-0.007378620248932122,-0.04416800190618482,-0.033173402476622614,0.0085252259856769
ICAM5,0.17969094353937257,0.05088468729829418,0.05396405112021093,0.242267114429865,0.05560554409776385,0.09512400700313578,0.07767583061980443,0.04756973654484303,0.03561197096865252,0.04049377154303649,-0.03228788398081656,,-0.03178298683506219,0.007494575181117125,0.11201398424163095
HPX,0.03752353149569983,0.015356211986516538,-0.012577417352511642,0.04445265009588681,-0.004872268409202271,-0.05740222926486129,-0.02304570361460632,-0.006796298062329001,,-0.006827575076037648,0.018183696354061554,-0.03717366505495445,,-0.05414020763817383,
SFRP2,0.05121152908821682,-0.028202849048194912,-0.014696515521552767,,-0.03537311586458753,0.03201772838094166,0.04750087381785608,-0.009712826490469726,0.06954480307401346,-0.02571358410978499,-0.026218228856487853,-0.026918977959451352,-0.03021457495371704,0.065898487046018,0.10835908806866643
CFC1,,,,,0.052685582226230744,,-0.024449197958551133,,0.06731650923070016,,,,,-0.043028324527194045,
CD70,,-0.008646370676503635,-0.02497989481767345,,,,0.025565786219887268,,,,0.020254848159675484,,,-0.09550757591960146,
HP,0.047789635315224566,0.05509307243746348,-0.07085946095425551,-0.009682211329954844,,-0.05672071300996978,-0.0512190738148243,-0.0170275296003978,0.10683278747322832,0.00019245820403078088,-0.031099932598883842,-0.0058685095077436215,,0.031164782852485116,
CXCL2,0.10924245434786319,-0.005320610448219919,0.04685371944320664,-0.04580559801639033,-0.04978855855375496,-0.023669397414136095,-0.027629648333085097,0.011154068971679051,0.08467697166466594,0.004332049458326839,-0.05159187988132428,-0.07888887639803684,0.0018450170895625245,-0.062254106542063745,-0.05997852578688427
NPPB,,0.01060544990538887,-0.020554590545392236,,,,0.03361707695880301,,,-0.02335339725029588,0.05080258524053712,,,,
CCK,0.17038083367310575,0.022778893923133512,0.07055666093821188,0.2518069895407421,0.09970826178140191,0.23163633565649575,0.11365394140797007,0.06515559876896845,0.005090454900438089,0.2225246173439944,0.005698311960429305,-0.019398724191182378,-0.044364298177004914,0.07983076539967641,0.028636090434556283
SEMA6A,-0.1282326765483487,0.016160304163083214,-0.012104597844756551,0.046543203150869,-0.0727357440744719,-0.1853731984843406,-0.01049477103174743,0.001136042788633351,0.025946430078828474,-0.12371749193420688,-0.01062464642064771,0.006808517385125725,-0.0011862504190377023,0.04744760587966665,0.006859776187235264
IRAK4,-0.0061679162877783765,0.09348936673973393,-0.005449989814185709,0.015660780224636846,-0.0751293549104156,-0.09404459997822649,0.08848381571176724,0.014313832839745131,0.039623134835105996,-0.01633858991766647,-0.0018350794390153203,-0.03244677422762632,0.10743395755814333,-0.02879568182048873,-0.0387571567446949
GSTP1,0.015218301108017734,0.0014542591160605326,-0.04201158382380796,-0.1273073673478385,-0.0985020050464437,-0.2178002422334181,-0.006629008480160393,-0.08658488835276208,0.003165376821883263,-0.11070990762373221,0.08699593566079776,-0.04813270701894154,-0.044792949772120505,-0.05004350441366428,-0.021678403998478
VCAM1,-0.02574659063194426,0.027224851298921,0.049152575121365706,-0.11262192796669053,-0.04740015895737843,-0.1935150913531461,0.028082197809329325,-0.04903448684392039,0.031389547176744685,-0.0156676566046438,0.02678300183353126,0.04714034194536769,-0.03594656933025362,-0.01700915126575121,0.002178133765409229
