,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.07117644534260734,,,,,,,-0.019010180945427682,,
BMP1,0.04742815778839985,-0.037273140801236754,0.0230322437767317,-0.02269801807122011,0.12811284927659725,-0.019772641094875604,-0.06256931746004551,-0.18534636429193338,-0.4432779545535978,-0.11867414329565866,0.004233888377078283,-0.10627024898913902,-0.28644659952628093,-0.17051821017729302,-0.03325265611052921,0.013372053350231809,-0.0615613170334845,0.01329098541214293
NDP,-0.07141723874788314,-0.04074453001098981,-0.00019002621930160459,0.03493717761876815,0.09031730091729322,0.01918955235798947,0.15586260877688063,0.09447858898309644,-0.08893109496002129,0.0909352103500157,0.05567654406030011,-0.07146142671521788,-0.040914520888693774,0.16143757271832812,-0.030069077891863957,-0.03472183722500287,-0.008279908227650939,-0.0025941613701026094
TNFSF18,-0.020370400816920577,0.02236086095133042,-0.026284748579162243,-0.021802839285795732,,,,-0.024887975492846312,-0.08376619052980265,-0.06894529296514938,,,,,-0.0184844427136318,-0.018436081462129526,-0.08089682112980899,
IL36G,,,,,,,,,,,,,-0.037596438908335736,,,,,
RTN4,-0.061522459109425325,0.2290519432562793,0.10124332053279822,0.036033282310622236,-0.018303873127354917,0.139968149055145,0.2394059964706085,0.41894397510491543,0.5565629638216357,0.2714819168041096,0.14564932961479798,0.3733853488210097,0.373709989887561,0.011888903543411267,0.0068461370170804945,0.03480692105258903,0.43034013734464455,0.16774814430124388
HEBP1,0.08250116530445588,-0.01864319624326386,0.03523764587576958,0.0560368755921291,-0.08934733435040187,-0.03689028382621536,-0.044082626552113376,-0.13912055410030832,-0.17372656519462587,0.0021288000431244716,-0.06061230557550325,-0.18791390575583428,-0.027023009080846674,-0.058007372719939984,-0.0297253087000608,0.05076925119428271,-0.015201920783695146,-0.0321473539251355
WNT7B,-0.01794568510101146,0.3236130134575061,0.0847592821531811,-0.026086951380443528,-0.012602982394362541,0.04929062014686131,0.043958411180415616,0.03238336077907241,0.3994952960044187,-0.04559505356182821,-0.02871987440204175,,0.1001546048009153,0.03638914095518774,0.09735015108821075,-0.019557268858612396,0.10152299022393703,0.0854382318401749
PTMA,-0.011358371772423582,0.0001441697169766525,0.05652945367121252,-0.08724025860690258,0.25974251227980083,-0.055838583941273216,-0.24119982855046207,-0.4336121631930753,0.08942025381207103,0.1828818512294972,-0.09790891616970084,-0.42178885972362634,-0.37555834115543735,-0.14955310676810202,-0.007882552372458908,0.009276476557316334,-0.1796721181650082,-0.15155260837695678
FASLG,-0.01794569017421067,,,,,,,,,,,,,,,-0.016487523448552484,,
CEACAM1,0.05081921059723511,,0.0036794810406580595,-0.0174718038055183,,0.047582524880264127,-0.01204899035295685,,-0.10251301951764052,0.014576607874354497,,,,-0.008682392242822938,,-0.02293996730224659,,
PDAP1,0.1020541120641895,-0.08128188615297711,0.04256631641768214,-0.038075088299180826,0.011552301419917933,0.04229911411840309,-0.11316239165797994,-0.14444379799812823,-0.35333355975211295,0.013420939049849817,-0.058704930471304345,-0.025780280688983036,-0.19564269126437364,-0.08356790715409883,-0.023991608528548012,-0.01889036438663139,0.0009435367198877381,0.07045497274025071
QDPR,-0.08264715066169893,0.12354094766668217,0.04021402776751613,0.0021106823775559756,0.1622224627851205,0.07999841070569122,0.240115949120694,0.23775506864045545,0.16928270520310598,0.23683183173733038,0.04369318777819873,-0.34649825110264115,0.11374148477301488,0.09728122986055691,-0.07723378736224265,0.00190429091854922,0.2028009320696203,-0.010045404027938479
POMC,0.0012882659479341223,0.12827941800666212,0.03441553943781924,-0.053854560636970424,,0.10807943167268305,0.12214577562541518,0.022299660365338245,0.03731358024511468,-0.027447938053307884,0.00017687334390717672,-0.08889722427371041,0.11865483508231285,0.007559605781593205,,0.04159309543624654,-0.026498234242818237,0.028680408960347282
CCL18,,-0.026234119314385754,-0.05236620455333463,,,,,,,,,-0.15566078073333417,,-0.019663568219660487,,,,
CCL17,,,,,,-0.017405899748332114,,,,0.03287035364287391,0.0007922940685610941,,-0.024184442030499773,,,-0.01494408813376212,,
VEGFD,,-0.009926618205895936,0.09394014865196046,-0.020426012784621795,,0.05552211326460568,0.0075258330646518065,,-0.10695096013114803,-0.006377216305320577,-0.03621494043937975,0.0770151842717234,0.009785137636925028,,,,,
TNFSF13,,,0.030054852500847187,,,-0.03595447250573189,,-0.011746189300488328,,,,,,-0.02766491229292216,,-0.007586178764901062,-0.025298005486179147,
WNT5A,0.015312583437622672,-0.07549493598828373,0.011625126740875947,-0.04544706615839422,0.15705443666251492,0.1416983860118159,-0.03801936086818548,-0.3162788438264533,-0.3673488076478364,0.004104350235885952,-0.0349244537917885,-0.008263657616912003,-0.054000565193599574,-0.06054022184260887,-0.03761925976547414,0.0680329514264794,-0.09815018147806663,-0.02966702739051807
CXCL8,,-0.08641772071554643,-0.02022391621462608,-0.024494869182590747,-0.2738406452827399,-0.09551837328443273,-0.21073882462557522,-0.016151756092406006,-0.13745760150238642,-0.1892539571232323,-0.043683757092178685,-0.13841486829074776,-0.09344767847090114,-0.0052581271806367074,-0.019904761560087147,0.02443739742499169,-0.1635765168964529,-0.038526151812231124
GRN,-0.11142094830348245,-0.03871448083794264,-0.08006718183469999,0.018157070566392798,0.18060604686041878,-0.08752853620203266,-0.10196309991690866,-0.21882813313385477,-0.45350654666787427,0.03558581914129001,-0.05065937726157115,-0.2920904554753358,0.009025464454646616,-0.0943549993378971,0.04833363423456674,0.06522730155693798,0.045354524280940285,-0.06420474700129407
MIA,0.0784835783957219,0.05218637880348195,0.06507827840470515,0.004147556238049975,-0.0006583087073088016,0.029875816765400853,-0.09449537231272374,-0.036005992410577406,-0.14734660420285323,-0.05351719304906217,-0.05109801050956719,,0.0023369878266882448,-0.21623035946552382,,-0.019486929907271376,0.014404894985452782,
COL4A4,0.06958743320717374,-0.04620807688649895,0.06245449168521246,-0.0579779107011221,-0.0714908825152322,0.04751214353261528,-0.10239699300998972,-0.02478017379074148,-0.031355773883118276,-0.02500278073574716,-0.03845601742013102,,-0.04890119307812598,0.05756017270762073,,0.030491778523579056,-0.1381919422716396,
TAC1,1.0,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999998,1.0,1.0,1.0
RARRES2,0.11567758719041518,0.10129779985970712,0.05012426684432672,-0.0382582008363219,-0.18163096528594824,0.18544837607827144,-0.2619411565950697,-0.2774372700090111,-0.4989796904921308,0.21874900394764019,-0.017908030993445557,-0.135484970212701,-0.17455902047885236,-0.03155696838408258,0.032014637900098446,0.051802540272745834,-0.10179876389760509,0.10516408682441607
FGF7,-0.025252714148143555,-0.07014254522401274,,-0.03637399276073785,-0.04132542867504324,0.023819483933123307,0.15327518852903138,-0.0495031990855825,-0.09965952459493567,0.005925045669544585,0.013664233655709382,0.08052300577025062,-0.024327170336326975,-0.02334928920627248,-0.03652335067833498,-0.017674223888774532,0.10834697145583105,-0.014188985537149536
HBEGF,0.09372442850076511,-0.0329577537588683,-0.035894534706606716,-0.03142611153467118,-0.010558341544037253,-0.0010174080313914192,-0.18103548972079614,-0.2062528684893841,-0.18731587331793975,-0.3246420698918181,-0.05799293412760358,-0.24805858826667304,-0.07048539136399143,-0.035239162212275375,0.05535528298918689,0.04644636806685274,-0.1801318530855125,0.03344299914358231
CSF3,,-0.05758592704939601,,,-0.05107641008100882,-0.05241417574463843,-0.04192317395280541,,-0.0352394011734978,,,,,-0.03531949952307824,-0.009570932401077916,-0.01573381940715357,-0.10153852248520424,
PI3,,-0.06821911786007662,0.012052287259513362,,-0.15397267083456959,-0.09641259636223325,-0.14191536675483624,,-0.06017997157430722,,,,,-0.1215332509659451,,-0.03418436252267606,0.020959924074001855,
PCSK1N,0.11430172949523515,0.2573992060337387,0.1098047727013186,0.14651638635589212,0.2658011431001073,0.039323260029111635,0.07871260458288773,0.2588155215044685,0.336403991962324,-0.14591598116611879,0.15016912084846587,0.40215785909693724,0.3560772462215836,-0.052071504578725544,0.09663558408255615,-0.046912795577351306,0.4083466427824109,0.09916713426051399
NTS,,,,,,,-0.10841855329333523,-0.013469141840969819,-0.08183251405993215,-0.04228665800476319,-0.05197673737942374,-0.07565636724051909,,0.045618584404504676,,-0.023299641059224375,,
SFRP1,-0.026111418301630863,0.22951280322797907,0.01500879130905237,-0.05722142687692333,,0.032207530482040996,0.07564093742504405,-0.12631141315755756,-0.03144396117344151,0.013618958695726135,0.01860067224377155,-0.09741893495852591,0.07402319152978148,-0.029702898010297178,-0.12535048283607642,-0.0227582164292944,0.038693988520627325,0.044280655780658824
CXCL13,,,,0.022442215242756566,-0.06226013755230909,,-0.01043790496359008,,,,,,,0.00875546519317018,,,-0.020291019038143635,
MICA,0.029565048645882556,-0.0693797845677657,-0.0065734810457656525,-0.0407382591191417,0.0683181461410494,0.002953016299060028,-0.01708134289184923,0.023501768004128155,-0.14249220366026258,-0.033145762078174816,-0.003298837679609483,-0.07547219681934428,-0.11878291623258869,-0.004098167573804875,0.02772120436191336,0.0003337424208024511,-0.005852648093321426,0.0341086144268017
TG,-0.02078329120884036,0.03218162234414591,0.0665407790461031,0.026114856640039374,,-0.018569911871913973,-0.016265375270710036,0.04779893906705658,-0.025491069886053534,-0.015176439054015826,-0.031409993101471106,,-0.051591658525458176,0.020907794264968634,,-0.030683948950101757,0.07807583158522545,
ADA,0.023401488884374516,0.09330954755811291,-0.021512236653677668,-0.018927298453468112,0.058199508644133945,-0.0013182927555317806,-0.008503372138350824,-0.07453821012906181,-0.32046271916416247,-0.02753454448604113,-0.023231146768478435,-0.1192858710827684,-0.11665148727290103,-0.06196152785723118,-0.04497912408271139,0.028473033953214953,-0.03371753005824347,0.16137992345765115
LAMC3,0.12472837734256323,0.0640260269380823,-0.030235286422295306,0.05870979195420395,0.18896941911168552,-0.036525890757344394,0.07548397232279297,-0.07047267570358116,-0.2610183132722283,-0.11626315152492087,0.052457228793994795,-0.1018686147378714,-0.004396368092503496,-0.07205391356958873,-0.010539237136014812,0.09564126451897824,0.052821057108165266,-0.040836406755464946
CCL7,,,0.03566202413605262,,,-0.0247809250935387,-0.06817295557872097,,,,,,,,,-0.016487517585785944,-0.059372362181495865,
NGF,,-0.03317688953942428,-0.03486506117439441,,,0.017877926101306115,0.035349463329961445,0.019325709949873895,,,,0.11773794654165144,,-0.053784429538327835,,0.04023974108573497,0.03957077597686934,
TNFSF15,,0.06309767335804568,,,,0.013603282614325016,0.010633583947128027,-0.04705083695928009,,,,,,-0.021932802842840934,,0.12484207540671892,-0.07926296926767551,
