,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CCL18,-0.021531800859645872,5.643853496207189e-05,,,,,,,,-0.09346843395408704,,,,,
CCL17,,,,-0.004158395460940521,,,,0.00043417203143956225,0.09947259849592902,,-0.014128610306485741,,-0.0019030761413759386,,
VEGFD,0.024281369534369084,0.012327800410932994,-0.02047658373162345,-0.003689832023503464,0.062424489748073186,,-0.08290260338497128,0.032671068101146006,-0.027862338980432375,0.007069084684253995,0.029272861635428037,,,,
TNFSF13,,0.03718723094940473,,0.058136680799888,,0.028448466822068384,,,,,,,-0.009984255941948144,0.017959449338570518,
WNT5A,-0.07813392066770201,0.05351009537289204,-0.04613450784206207,-0.005692027418538069,-0.06693241410044747,-0.12167702814786918,-0.2803732263152205,0.005817536756442076,0.008712024092742295,0.044298185999747,-0.05050791428826035,0.028746469940449344,0.06661806431038869,-0.04940524129079312,-0.06946604911739744
CXCL8,-0.07944475944471456,-0.006261900689382275,-0.01917305932046778,-0.046118469602673545,-0.07328927737257848,0.015166612544218805,-0.11617982050829685,-0.11232329064588532,0.03478027509762393,-0.10436052235585558,-0.06003747244086705,-0.04861844148244172,-0.04965603236835415,0.04030492321972633,0.02377980165087161
GRN,-0.10600220117808315,0.0062106568053480835,-0.03128207243512304,0.020086374794236778,-0.04007038530665767,-0.10068023490355946,-0.35851749764860386,0.047819350028674594,0.00325853905995644,-0.16494351284954134,0.025528007802198185,0.034755706036762375,0.03270747532718172,-0.055179730573928124,-0.1231517915957665
MIA,0.02581937854841569,-0.040106821144819886,0.01731822535504772,0.027769304452534057,-0.05519903938220571,-0.017856100206857572,-0.13449018389610304,-0.060661209734171974,0.013646838798417051,,-0.04038456723743351,,0.02771706887296945,0.039594795430757286,
COL4A4,-0.0244219703383273,-0.025097321000344154,-0.030624538830044797,0.017248465999963034,-0.08443132326151498,-0.05232414824267009,-0.04876494405022209,0.04739570871444175,0.011165018430664924,,-0.004934570630523792,,-0.004128439083833957,-0.058029633210894604,
TAC1,0.238153442256512,0.07192083215157001,0.11477229847769284,0.12495193142087863,0.12442599041732656,0.18414199817716462,0.4173853383268194,0.08948818881056327,-0.03802688914055203,0.17767586369732102,0.2745753756567066,0.03629605399772861,0.03602984788592804,0.0772417648549668,0.13861791216082217
RARRES2,0.0162995584333882,0.004776749667143732,-0.024706780946383525,0.03485999025976921,-0.10978299244157065,-0.0969713231602186,-0.3333316500604979,0.05623056054957378,0.008340282498121873,-0.05505456379991309,-0.12235149320824551,-0.0018703916713336953,0.031621508212175235,-0.0016156340178417198,0.06373593614445958
FGF7,0.02277399298959713,,-0.02311161102389202,-0.01871886082655831,0.04641568682997616,-0.014629527315622075,-0.05867854175369238,0.03272293296777719,0.008574820124652304,0.03246457678152297,-0.050041678111617666,0.028018072313020587,0.07751060738486158,0.019432436515202503,-0.047430004335147075
HBEGF,-0.01916945199307645,0.024737417445627803,-0.020743647779720015,-0.023368761368917343,-0.06515703312331145,-0.11177017384677218,-0.15911928628685465,-0.08730553794008712,-0.015371708913099599,-0.09437064319173408,-0.04347459691945903,0.04262164529556319,0.053612266698568264,0.0021396066341507333,0.03550109168404349
CSF3,-0.024421951003380436,,,-0.038328135264498575,-0.03055210431949761,,-0.01882012438390219,,,,,0.06115862768180343,-0.04326559416628505,0.004344945876673851,
PI3,-0.02893144278885236,-0.010114620734219293,,-0.029282905064097104,-0.021157741254202948,,-0.05809369203888383,,,,,,-0.09400176253877798,-0.02447619108721966,
PCSK1N,0.1613392983602426,0.04313140600754579,0.010494323068826712,0.04329315742121463,0.07144915044188557,0.11112600844153021,0.23756322648912415,-0.07503010846351643,0.004319883383990789,0.3026406458031073,0.24410074947736213,0.03787292266650456,-0.03728448877326131,0.04631786987123357,0.13376506867676996
NTS,,,,,-0.05476572274930996,0.028311011866708514,-0.0634132315463825,-0.03248393933115856,0.023434205074076564,-0.03201680791442281,,,0.004020919369993918,,
SFRP1,0.19161500226465214,0.06011525620614447,0.0036528197912225864,0.03658042715985049,0.06357988379572484,-0.004442029760305217,-0.02904628214519555,-0.02062075196678185,0.05187798203650498,-0.09108261825360853,0.04140314443221276,0.04805226405226902,0.03698222398357492,0.06447226569513893,0.0008220614433958889
CXCL13,,,0.004072366957281642,,-0.024672520052985182,,,,,,,,,0.002541493797916317,
MICA,-0.01699115577838802,-0.0396424826460263,0.042841366225915396,0.00879468705723941,0.03517724768150628,0.0019259683148232225,-0.11490428332722118,-0.015018871101623612,-0.03752014015441094,0.012448282053350928,-0.0993423003889836,-0.003395729920481723,0.10114192442186715,0.012471335565117241,-0.038505883525428775
TG,-0.019468192980809883,0.0375986217875607,-0.019440089645811485,0.01806744800314872,-0.020216511226897303,-0.01279703025654466,0.029573608732163324,-0.015892526584295914,0.004578281622499868,,0.02297828905106658,,-0.03493488590603304,-0.05801661555298708,
ADA,0.010769520669840079,-0.027507445375431976,0.013954923480745398,0.04074901953682274,-0.007157003600605787,-0.032463898356740406,-0.23057046516393104,-0.009500846175915362,-0.03277947477600869,-0.16050981244020215,-0.0587424210464283,0.045800476761292716,0.12503269578540843,0.0557766840549272,0.009752514392332455
LAMC3,-0.007113898785715773,0.0075474561425917614,-0.014100034554800554,0.013815892062817952,0.042752780031548754,-0.06060873383579393,-0.15556784294765416,-0.04304294813446588,-0.00957905059850595,-0.0179231167009274,-0.017473050203360423,-0.07086317571829674,0.04686336195766784,0.015680937753000515,-0.08603820013636371
CCL7,,-0.03236422234528045,,0.016985222895930643,-0.03271120637425528,,,,,,,,0.012183315536359185,-0.005684295426462126,
NGF,-0.014070180203600331,0.0498939062824986,,-0.012754133140714474,-0.03491580817876389,-0.03581524578207213,,,,0.08316585954171207,,,0.08360544407363416,0.02418021202234132,
TNFSF15,0.015193825233218102,,,-0.00012696976225617286,-0.024219266196551972,-0.008174468957912186,,,,,,,0.11589188564689851,-0.008531916632820744,
HMGB1,0.06343136775360199,0.017693664845827527,0.02257540361837694,0.05314508935130975,0.031769911431122504,-0.0514856895687221,-0.2897489873161902,0.06426229664619552,-0.004274442719206066,-0.060683130430142694,-0.02164704597511682,0.009212394388843557,-0.05825998824903691,-0.008471924000341104,-0.06620908942250849
ITGB3BP,-0.08450027223176623,0.028650879497141797,0.03506875440457334,0.0018062467122905023,0.04136723763797981,-0.09061155378876744,-0.23640970123191515,-0.03386997176620583,-0.00048248646395161184,0.017031686243133396,-0.16962267393900776,-0.0042186114854714275,0.13376824798931292,-0.014593622643787687,-0.047408056888358904
AANAT,0.01951963408923059,0.000878746569780631,,-0.008934522504281079,-0.02182300729460384,,0.011420077923283818,-0.030255081981030926,-0.01735541686090465,0.04331250979913641,0.03653148198173148,,0.010751136244130502,-0.04265872342022752,
RELN,-0.024260033559737996,0.04367099932302182,-0.03817302698566697,0.016027548726589073,0.06305479259007084,0.10519194676213157,0.19639081342120107,0.14401098612641267,-0.021263009415498562,0.009991267476543653,0.12693551015095253,0.057875939309752045,,0.062288982345493536,0.05187781777875345
IL15,0.0002874271383894488,0.011440496343149146,0.02987647514213381,0.027198851025395127,0.01714374294243416,0.010585036170844218,-0.11689811325221071,-0.054250177356049395,-0.006575928503696266,-0.034560669080762475,-0.013522910122790117,0.055635009655404584,0.05688441696223911,-0.05183032899987392,
UTS2,,,,,,,-0.14265568557479202,,,,,,,,
BSG,-0.11698915813229088,-0.02297944927975206,0.010412259375159372,0.01152654767903878,-0.04464869073640998,0.05125474704856154,0.18675340632747733,-0.12075199573527745,-0.019365472146466965,0.19469552941276483,-0.17288349344767515,0.009157807764677645,0.03697127650995738,-0.0484340572534337,0.22058273506974174
ADAMTS3,-0.046150167193564684,0.011852417305824717,0.005955727996693062,-0.0041388752644466115,0.01419578334282855,0.02685585115366508,-0.30883183952428406,0.018159217311804764,0.016202429637140803,0.10377613084053779,-0.010855250501870892,-0.007742021792481895,0.14338711549662125,0.015534726162410459,
CD34,0.08476255591507487,0.03534880449957841,-0.03287844842547036,-0.005476861556156858,0.03793074642702979,-0.009289438747940033,-0.20409758705619005,0.022204328834849293,0.04000282992786881,-0.0197883499466688,0.0796653708100399,-0.04592833452733579,0.08441967116952553,0.10170563966669786,-0.06735193677130545
CCL23,,,,,,,-0.05295253332933656,,,,,,,,
PLAT,-0.061445064919677314,0.02774231154705569,-0.014938738440516094,0.005946624532010022,-0.020898838021435776,-0.11528633811488878,-0.3104155237617658,-0.07695899503596734,-0.01481117276062473,0.019798322093924934,-0.09883716517433672,0.026969689739057005,0.06846807805182789,-0.050447238739232333,-0.031620419714309254
NTF3,,,,,,,,,-0.01834293776384149,,,,,,
LTA,,,-0.014296303030438055,-0.028058074196749515,,,,-0.029138797020390694,,,-0.024491388186227692,,-0.03769532047666197,,
CKLF,0.0081737201734241,-0.008431066425198136,-0.04339358817240002,0.010754212743457853,-0.07060996769635412,-0.18513668618664594,-0.36262532647783974,-0.030607628177468683,-0.00665484718563515,-0.08364639349135564,-0.14229332024401453,-0.07022156826239873,0.044768306764029306,0.069384210595843,-0.004511588251607398
CD24,-0.05980246962457635,0.03625036943265488,-0.09381575221900253,-0.06863028628253763,0.022533671868702063,-0.0860048473910917,0.00397642914510432,0.0813523888707747,0.043989160318848426,-0.03289400960443919,-0.009702329801538092,0.15022326613003198,0.020441978155463243,-0.0596387308353421,-0.06353658993806802
HSP90AA1,0.01733076989169095,0.04270703579225805,0.009532913312853932,0.01421276374388224,0.16915599853707372,0.16866933648190602,0.3433554068451225,-0.05752929735298041,-0.08568748036018307,0.2639508327489429,0.26378046970349667,0.02146664475173959,-0.13737595351509546,0.05924475851965668,0.13709881029708165
BMP4,0.08799819438191835,-0.015344503847041866,-0.01515491926162937,-0.006453234143972738,0.013141838140171041,-0.07270376532193135,0.15533988749905442,0.0274633822392255,0.027087833213846224,-0.022297728047976407,-0.006430089055009712,,0.03806725619706414,0.0679210516042375,
SCGB3A1,,0.0013517082145178207,,,-0.025988507646300354,0.01301158531060039,,,-0.011010087175573127,0.001134395484024042,0.034316445232049866,,0.0729353365252047,0.02095602417587977,
IGFBP4,-0.10376581652955934,-0.005234890476251715,-0.030459784086183016,-0.027394775032669856,-0.011802632258525863,-0.1077950654421677,-0.18224970362089532,-0.0207935697228586,0.02707566036075009,-0.1073709062180089,-0.09797248891139766,-0.03386325225976825,0.11589690988115595,0.008937022291845065,0.06726624469418224
RSPO4,-0.017188167646687083,,-0.023111606636154136,0.027755025418898144,-0.02999496238992652,,,-0.0338901948595244,0.02226718421732844,,-0.03178896020221106,,0.015543322153161485,0.026733546577504444,
LEFTY2,0.011534737418669623,0.0477770003892413,-0.014471883383095926,0.013193472220240293,-0.019773704900582476,-0.057041095924172204,-0.251481649882895,-0.026547290502584985,-0.019219741602409125,0.021967150063235436,-0.002248578941339042,0.10970606101239068,0.09992324111082092,0.015738068368242073,
PF4,,-0.011569117256717321,-0.013004430676992302,-0.019100118234457206,,,,,,,,,0.0025255711455230896,-0.029390360350445573,
ANGPTL2,0.03552753164341437,0.025802192306926163,0.00626424088313967,0.005478579071709183,-0.04919270996664128,-0.20683288494339738,-0.2448553952475752,0.09214731148186861,-0.0014056010471508002,-0.08187038011467743,-0.22455167483809943,-0.024199469150337563,0.11745151138142594,-0.08703155511406906,0.03002318669683972
LRIG2,-0.028991872279244706,-0.0449598976990611,0.0016273191381287401,0.031543710514361216,-0.025459897140125733,0.03543487501789791,-0.11680204016208381,-0.012584775632385447,-0.0455940342756712,0.03010888690443338,-0.0742576626612135,0.09498305113206876,0.11733354715942709,0.03296014217964454,-0.02907763438493883
ICOSLG,-0.04790079819729801,0.039371815098014594,-0.03429766880279661,0.029133300582929043,-0.015982993889457536,-0.03729639244966271,-0.184921885123703,0.0018589174318916087,0.0050340643572849625,-0.07087740534288395,-0.10787127999717121,0.08612820179524917,0.09501575812156568,0.01798677407552973,0.04454493355158624
WIF1,0.2784347417176987,-0.024015979395014337,,,0.1160560467513096,0.1987160398325505,0.4348047293882795,0.01864897232929416,-0.0117722035594111,0.17352997089296454,0.2471509374127466,0.07542434794431738,,-0.0063654019713956225,0.21554033942649498
NPPC,-0.017364521081454865,0.041914040103315155,,0.0619101735672877,0.025310108947623547,0.11998735174980635,0.07087489492983869,-0.0176906153687422,0.0052082207148554036,0.04693780438891153,-0.12592047324088915,0.038548288059381576,,0.0012316105622373126,0.049858402283197725
LYZ,0.011499888369540493,0.01663349562224014,-0.07899020655297066,-0.03679541740323093,-0.10752852745862927,-0.059345044901850365,-0.1804036278145385,-0.01445937116617212,0.018825964341171075,-0.20253333964547723,-0.0644959175080831,-0.05605373603135893,-0.0013490209117462196,-0.05495391568138935,-0.06777263295643156
EREG,,,,,-0.023830456441728248,,,,,-0.0011635744767179439,,,0.025131802142108736,-0.06058885563643061,
SPTAN1,0.14657115328370568,0.001810498266580729,0.03451547860372284,0.04333203484309393,0.07967294789943109,0.17418478102709617,0.21650052644824685,0.08737340514429638,0.030914128046008578,0.2854296666665105,0.21270427764849473,0.09127608810310142,0.01184531457965006,0.070693116258752,0.09615170571120339
LIPC,-0.03604931896588032,0.029174847261071238,-0.019572363185123627,0.0011901428361113043,-0.0290400604818249,0.11075909618153015,-0.0830787151137891,0.02634506907340392,,-0.0300236373043655,-0.04658135009672474,,-0.05217191275860034,-0.06305183882936786,
COL8A1,-0.06502740293855735,0.031968788553547955,-0.011838737092075802,-0.020731426965829653,-0.09965967824688979,-0.1263009114209526,-0.08628699033359577,-0.009338422545836788,0.04272708591051583,-0.09788435054140289,-0.17120704330455022,0.026231876276199148,0.004392248559573373,0.037936688433114235,
GSTM2,-0.014996445255671386,0.05575765581866752,0.018796500563450315,-0.00617735941006695,-0.05140276317312789,-0.02463753484040762,-0.06445988516980627,-0.06392217278914407,0.04673030238067783,-0.02790095584677841,-0.07757177022080171,0.07989617948511779,0.023378896499211835,0.02805602902449122,
SPX,0.05417295800112474,-0.014981411825684363,-0.01679196924514104,-0.017009491662477685,0.15894297585622902,0.039719698861461684,0.13136500478020205,0.08290616276057615,-0.010493593398285294,0.05471139325337798,0.24414909915983316,-0.08821159878402023,0.0318027317709278,0.06088448175544848,-0.010329198347686443
MFGE8,-0.09391827559722107,0.003685698473653172,0.037600450971904585,-0.05122472659288339,0.06798357036624297,-0.07639159925906841,-0.08439549159335089,-0.008731279398307768,-0.01738817179220181,0.06496628873560371,-0.0922772395568551,0.09814587824457242,0.0825878580656113,0.060675889205717565,0.08698306168090479
TGFA,-0.12034429578606137,0.016215211418298073,-0.014225978328038975,0.055407729937536766,-0.04496640003765167,-0.06536181604618022,-0.14696218822279888,-0.03864532593022497,-0.037163873957021316,-0.08959523666982672,-0.09212987596331096,0.13139509537568111,0.08957929779555344,0.03978225298882011,-0.0423049956822288
SLIT2,0.26772214242894743,0.043326469755523456,0.04650430082666639,0.015433797043195833,0.013236491243800953,0.08003378900900353,0.09930011543218388,0.020351412991487825,-0.024792697493954685,0.049207934816202746,0.21122024536161904,-0.04761844441644408,-0.01865473862323608,0.0022092116717246425,0.17218797042179784
PLTP,-0.03050206715071049,-0.009194564821687241,-0.028371000019109974,-0.023896830753176567,-0.07873590529705041,-0.06638010400474559,-0.3415829651531854,-0.002768894857972571,0.029514961305616913,-0.22070153092512254,-0.03644668036990225,-0.04415416740768996,-0.006792441851554281,-0.038748702678789076,0.03443573563779036
APOD,0.06226140078896029,0.001903814346964536,0.039424393983131974,0.056721494637572596,-0.051964907019597925,-0.028975249324012048,-0.3643975817475247,-0.016085397087799696,-0.04570650348287323,-0.16636802093633335,0.1324725357796226,0.03604218179097082,-0.17209312056729406,0.020587003856088568,-0.13222837294413528
B2M,0.018633540288331002,0.03477739718212145,0.031755505800421455,0.05229616038017463,-0.11763967447890414,-0.19769168515276192,-0.44676318288606637,0.051643598291507026,-0.028265573329800293,-0.2836857526421539,-0.228056735518473,-0.032863547164095584,-0.018937350103567386,-0.08319668812355306,-0.15668460896027603
OMG,0.17852225681972791,0.027245634854321594,0.028610369675922998,0.08748394637374741,0.043342124609062366,0.04057351971152949,-0.09972992844393538,0.09104005704494965,0.021504666752531914,0.06412630036646647,0.17527326662484535,-0.01197649817162229,0.0585214804699927,0.0781117419513293,-0.06374303250035228
CXCL3,-0.06723834741547656,-0.019093418146629473,0.08431629050660915,-0.031179030522888385,-0.0383052581023457,,-0.05386657526940011,-0.06573687436278555,-0.016010427690935986,0.009268257096049021,-0.024651697692225524,-0.01024819062249642,0.05493720574125341,0.03034486708381916,
CXCL10,0.0176041392408548,0.04368792945197885,-0.02813598309526001,0.017406773322182108,0.017785457840513098,0.03738702416748067,-0.2879908391066142,-0.03503271932643502,0.03315899796137103,-0.07134613487788123,-0.03917453092621017,,0.042098351798097115,0.019802699626646998,
RSPO3,,0.0713821438732676,,0.05602745458662073,0.13609567719871363,0.06523656126478057,0.19129401176182695,0.04261849021114876,-0.023564216340878155,0.07418355838644151,0.04290568124290664,0.10519356866544183,-0.00825807141381909,0.05613037749333396,0.09979348536484327
CORT,-0.019270964288388003,0.04496003101902887,0.004388116294714961,-0.012255620010544577,0.09122396182439438,0.05773409339599867,0.2005978929038272,0.027820055710281844,-0.010764032357753483,0.03474291267852175,0.061881674481765334,-0.03544607800602457,,,0.041810787330786435
NCAN,0.009034201006415688,0.03566528428905201,-0.06541439225128731,-0.020422204395277997,0.14528807884682754,-0.11664600906675367,-0.16749114246954375,0.01605036764800975,-0.026827913311486436,0.171957811937976,-0.20594182733159785,0.026976444693948064,0.04317572130004168,0.056679292099152956,-0.11358410108708211
PRG4,-0.026300341619702686,-0.03401398325560812,,-0.02189175072106973,0.013614172117274713,,-0.035098680230387494,0.010032928983263146,,,-0.030118340125788175,,-0.012105821318691723,-0.06647239906851092,
ZG16B,,-0.004812361248605373,0.026905299212106992,-0.002403057083042098,,,0.056149503293591044,0.03888394745019382,,,,,0.026310257475647008,0.0020043702736490575,
TGM2,-0.04289469843767278,-0.010824892898369695,-0.0017080626543734573,0.03168287709002399,-0.08475513505040852,0.049967710496893324,-0.10158064175551666,-0.038012603342649165,0.00215260771478082,0.016472532579801365,0.14766991562401982,0.013864476699625938,0.03962128952288505,0.08119614560471748,-0.04223831944903576
VEGFC,-0.018871020215969998,0.023504582827496394,0.01240950294093722,-0.014780707479146452,0.048213485226864104,0.03169678082520907,-0.0034722609306998857,0.06844282549779752,0.01246536050167619,-0.028133928383768526,-0.030736966611287914,,0.048715437280317284,-0.0017755721263402584,
WNT6,-0.02393348103671516,0.08425988066416502,-0.014471883762903317,0.04107907725702119,-0.015947787493015137,0.009532706812317673,-0.0585768046959981,-0.029194771741664013,,,0.012474717149677997,,0.05968755915329815,-0.03325008804120328,
NRG4,0.014769367671762124,-0.02980858500808382,,0.0501547061891501,0.057975234575568003,0.002430560227903047,-0.04372996322231405,-0.03790483741980867,0.00811306760211921,0.1707261175033901,0.058741024415406434,,0.009933664888611648,-0.054740315386022226,
PMCH,,-0.0343559983984495,,0.004366216885958411,,,,-0.025082785668621706,,,,,0.07827921163523299,0.01667827114687603,
COL9A1,0.09899337629145344,0.017411283864858487,-0.035944600129341406,-0.0068852916138784255,0.004501892193023782,-0.15879827365800764,-0.0954734357761068,-0.020925560225926714,0.039986831677923024,0.036457948191943944,-0.00822647391127636,,0.07943037683909408,-0.021815701468917842,0.1539437906117942
GDF11,0.06284681159897773,0.0033411020738334752,-0.00042860119489373036,0.002780443419978584,-0.006349012983151108,-0.145791834779246,-0.19963178894547992,0.002431681070683625,0.043381016772593976,0.010741895835648073,-0.060702644980724176,0.05010092715336915,0.08084773450761881,-0.01696261003201933,-0.009027202316971806
RAET1E,,,,,,,,,,,,,-0.000704061974689852,,
IL24,,,,,,,,,,,,,,0.04434786114612878,
SORBS1,0.05334399630787735,0.053013950882720554,0.006938042523073993,0.007127378496452774,-0.008812172059403465,0.04246796797496131,0.002623141751779067,0.0016580462774518408,-0.011534116306078685,-0.05709386505055074,0.009154917276680549,-0.037587213265973585,-0.01690767113012035,0.0541786725731444,-0.0778927599634504
DLL1,0.0843533099066776,0.020173306496279533,-0.024056016144355985,0.041454462705571106,0.03478569246925372,-0.10640906546405308,-0.137270878288651,0.011756871086407413,0.03915368486464774,-0.01512570764728156,-0.05560700576932108,0.00750834642941819,0.10107722539855776,0.05566466036076767,-0.02372394377340034
TLN1,-0.06847056825625042,0.0057720895114304486,-0.06721183332443864,0.001501878679478229,-0.1192674137854131,-0.09385632247742008,-0.3377617861614314,-0.013442875119558292,0.0018413411877561399,-0.2184042478081337,-0.2011291679351367,-0.0746687204813215,0.011589684674732101,-0.015406863165170159,-0.022013093631501
COL2A1,-0.018256401472085095,0.0009736335518523783,,,-0.018570915909573646,0.02258631900849823,-0.0611018171603603,,,,0.060183358777185725,,0.05536943605795307,-0.04541301692507584,
SHH,,,,-0.02274912331961898,-0.014692956010705315,0.01157798797417513,0.013152040670496093,-0.07006633152422867,0.02265074513405297,,0.1533622545912729,,0.1020465836039687,-0.009197031083688498,
PON2,-0.01275145027292596,0.016871942250448545,0.02044750570888209,0.07622909688690285,-0.011161622065184755,-0.0009508556133202448,-0.3919939140220744,0.018527509071202125,-0.01793094573658495,-0.09922610531812838,-0.15288308762931327,-0.01691236641593252,-0.004802339810856479,0.045372471429299274,-0.049501518781703696
ICAM5,0.2957598924546388,0.10550484873706036,-0.018628564552935777,0.1087246137914395,0.22747696516850122,0.13090737319844542,0.24838309661130975,0.09476789004419936,-0.035112146065462174,0.17606069197333035,0.10799884799060455,0.007757734092521979,0.0049252627256272195,0.025591838117017315,0.18462283102793997
HPX,-0.029072138258505426,0.04645104477665151,,-0.026990740138959333,-0.02184114091942715,-0.04531670467255858,-0.07414689657048332,-0.02048204568611015,-0.041473861678560195,,-0.042706442608720474,,0.04761491591710505,-0.010913581883365992,
SFRP2,0.09689813059033336,-0.03415513421739318,,-0.0019439663482292665,,0.015309284101315716,-0.008304040293866001,-0.037868893757370695,0.05693472938391143,-0.15196442253352524,0.053265549311566726,-0.051904223282606556,0.11052313656321827,0.021063116438261593,0.029591692187522393
CFC1,,,,,,0.07266241459587855,,-0.00027814207466447897,,0.06637543308746531,,,,0.1434035431373184,
CD70,,-0.06435471146315923,,-0.023699726801621974,,,,-0.03141346828276793,,,,,0.055076548889143075,-0.05627353794146785,
HP,0.0077305350902666355,0.006062042617870785,,0.031055196471406813,-0.05913558155740069,,-0.10662480813259115,-0.057581937542503056,0.023621833725115088,-0.060388271270619416,-0.08342956804277572,,0.0070864667002583205,0.012565140593322442,
CXCL2,0.04607149947225517,0.04763147773092078,0.018317770055301757,0.025632842273762637,-0.04627055832642329,-0.016584693109105573,-0.11701056302903737,-0.07815141090342775,0.03276730739001801,-0.06395441823480394,-0.015223848544557042,-0.01806467428806997,0.07600813335678863,0.029434524695407565,0.020694924881193923
NPPB,,0.0028649694757201124,,-0.0518611305312678,,,,-0.013878332813288525,,,0.027739208077651505,,-0.046671372352117685,,
CCK,0.20177960010078375,0.0768598541647979,0.14529376582200393,0.16537207572980772,0.19378522858832856,0.2686065037813529,0.4032689788854052,0.17173248648846579,0.020582205264282706,0.3095567021600863,0.29334244385168656,0.052202033613388814,-0.020768065944978365,0.092265018343857,0.08718068809487817
SEMA6A,-0.09520808523183324,0.04773100974349679,0.022770176286689193,-0.006338522898719915,0.10557772697236409,-0.13152015428588817,-0.33648989637228505,-0.00642714407834434,-0.02098357667932249,-0.08573503096209945,-0.2081210278755217,0.027780454613639212,0.021757046355944755,-0.08797604377751873,-0.06233107409780867
IRAK4,-0.06400775101661924,0.018483757399680407,-0.005467436077381361,-0.03256822012046897,-0.0220530972149226,-0.06882968967311665,-0.21660552831032526,-0.015320957518658713,-0.02897539694013305,-0.06870621950508478,-0.030623812091184803,-0.026190888551111596,0.11511511024427522,-0.06250460824848195,0.005360536025571863
GSTP1,-0.0035801326507843008,-0.044465418892851355,-0.040484313250437144,-0.04552550481222774,-0.0766062460131699,-0.14377945211845974,-0.3677269853957817,-0.05198312851932651,-0.038733492267303736,-0.2085915977040328,-0.15795277729550258,-0.024222536629119218,0.07287116687058202,-0.0023591990005960594,-0.017444176437372047
VCAM1,-0.09765586148206375,0.040355037715848315,0.018477181924505103,-0.03128033512839858,-0.11551637819491506,-0.09152080994827191,-0.2887477086659672,0.12431905404200243,0.00860948631649921,-0.10469768517663187,-0.04605917866639355,0.06297130002618821,0.09645265149589631,-0.014897638950971433,-0.06762628916181804
