,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.009866794618852858,,,,,,,,,,-0.006640149519469253,,,0.05046811633812526,,
BMP1,-0.02385189904277295,0.030470899904177447,-0.012800738107979343,0.0193970722912187,-0.01928813463894491,-0.08586544617422717,0.043975672559317246,-0.22820043625576408,-0.07549787978312884,-0.009763393945319939,-0.023582721703341032,-0.1302211917496133,0.1049255306198891,0.09852829985955872,0.10555258917081041,-0.023384249265727918,0.039009772687094935,0.0444373361456493,0.04737323457973184,-0.0482656821824511,0.02417752946851933,-0.0417225197410385,-0.012877830916117147
NDP,0.07315362920075232,0.02217999824217708,-0.026120086500075784,0.04303409578831808,0.07299006112511443,-0.011759997443800307,-0.011104654483881581,-0.03024990311580461,0.076604082571396,0.08063655515434408,-0.038468143595467026,0.010683788304839834,0.03698620325252035,-0.023297305556563862,0.049484683894214204,0.05649691666425598,0.03490273823993135,0.04291693855233195,-0.004521826760009222,0.13248282668257452,0.2329464449472247,0.11114639548075354,-0.016084988659422286
TNFSF18,0.13142733099358375,-0.03160129549778788,-0.0008409515188153721,-0.025925632207778188,,,-0.005646712520716301,-0.06609548150389938,-0.038598006443943206,,,,,0.07430191204839079,,,,0.03733322400309526,,-0.041949351372595194,0.012879694273155003,-0.025251555930426165,
IL36G,,,,,,,,,,,,-0.03051052243868065,,,,,,,,,,,
RTN4,-0.019651055160646445,0.07504372024358465,0.08497007387900479,0.05416751689946171,0.034733753739530325,0.07159791042784734,0.12500103465519133,0.32573592065826934,0.038450734145123976,-0.16994666365179079,0.22728500566067988,0.22215880057450535,-0.10775513699966369,0.03821483581337965,0.016265871964559243,-0.032902774300445574,-0.08241948920406462,-0.03610704959633211,-0.04175965871537905,-0.040425070425095286,-0.1008096631296737,-0.025210888096494518,0.02798924033080813
HEBP1,-0.007224544521408006,-0.030101200597807565,0.014624521186546688,0.06727530095823116,-0.05116553939894563,-0.03493245959570286,-0.05206983651862409,-0.10543652336863597,0.029655194898115873,0.0644988378367228,-0.11631931159538095,-0.002338456991064245,-0.0018965586079482447,-0.08658049419180303,0.03784081900617888,0.018963714540799818,0.048353786093754896,0.016302471099511724,-0.03303353574507505,-0.002024209750219922,0.18906593714053332,0.039157171423685785,0.045936667187718494
WNT7B,0.022311515602831032,0.160036696156869,0.015416260068875335,0.007965099192142699,0.026557981099504697,-0.03170126261977077,0.027630924279869472,0.1286043985065069,-0.005190933586295311,-0.05514746515406575,,0.039199135784739256,-0.025771410730102313,,-0.038875505066956126,-0.019783768842283837,0.06312358517887164,0.022878122507605313,0.15075165953223232,-0.016178893374022164,-0.0529105742101565,0.0498000205126436,-0.036739213776001485
PTMA,0.05954399317075528,-0.08559119757785845,-0.0013813059369392363,-0.018557933707704945,0.03260351374742776,-0.06780256536581394,-0.11281469320128121,0.07594721968517863,0.04683229162667569,0.07275969853443495,-0.24505073415976783,-0.19955955869906103,-0.13186678389292444,0.01412750343718349,-0.028378560037799445,-0.023781868024192493,-0.04261935775036507,0.021403130946071495,-0.01900883055108002,0.03014551013976448,-0.18683971930069165,-0.08981064920246667,-0.08718429026900142
FASLG,-0.02098696908598513,,,,,,,,,,,,,,,,,,,,0.003962776533637341,,
CEACAM1,0.033581815341977635,,0.0029622720575357966,-0.016892170423922652,0.04737226256135139,0.04347541936370566,,-0.0823382243244055,0.05561144783935905,,,,0.01818356843388326,-0.013564556308639675,0.10496161261166913,0.05158744506101329,0.048987650832471495,0.06657587176234626,-0.018811730762101197,,-0.008311412792590489,,
PDAP1,0.041355380113790564,-0.05330128265034459,-0.018517942804587257,-0.06843283782081078,0.0332203641885668,-0.07268200190604131,0.01651077374743045,-0.19215274554327857,0.050108501094469404,0.011860965533589994,-0.036850574422872276,-0.10596577933750094,-0.11414525177323336,0.11024198010106079,-0.07938936476300157,-0.026434553145830725,-0.004206762645216112,-0.021215879636767267,-0.03332552847955138,-0.0040727449998703875,0.011666749169714453,0.003254787380582629,-0.09898888068687065
QDPR,0.08291575790308855,0.14212453054138896,0.00907711551944079,-0.010668674761315198,0.05385723870456088,0.05409974213548076,-0.027054527742468013,0.11039274168776689,0.05160467760617748,-0.08704818000465689,-0.1679989824441235,0.00668082015328434,0.099749107503108,0.007272122297213791,-0.06622694690735101,0.0349020444489911,-0.03581956189597315,-0.0365168066471708,0.030894252741513487,-0.013934525264292013,0.11622335174680748,0.034468816759405004,-0.011736097215470524
POMC,0.010920752478081507,0.011359495863405806,-0.014660189133265446,-0.03001469182256245,-0.0028420914667214377,0.06570391714466381,0.019041400203335335,0.014978169229643215,-0.04024100240024999,-0.027534718622633444,0.0070236571316281745,0.030202887843294807,-0.025422841073577958,-0.03968163444797719,-0.03560859038306625,0.03989736741680428,0.04313813889731802,0.050859548887086645,-0.030773520311905847,,0.024194468965720143,0.015801959698733666,-0.09178363426451168
CCL18,,0.02568011307745405,-0.045553925353373825,,,,,,,,-0.0787071955749526,,-0.03140754293817572,,-0.02471927374125722,0.006529656771650492,0.0493929650003739,,-0.032567084594730775,,,,
CCL17,,,,,0.010758365623000055,,,,0.05801107381608552,0.025923711394354117,,-0.02787222844117312,,,,-0.025425481276024762,0.0058875722654451465,0.014470353957282626,,,0.031255605272895316,,
VEGFD,,-0.03603122730880215,-0.006981207856543327,-0.011042782877245236,-0.03304375621130369,-0.0105348473834128,,-0.048537111067611105,0.036837917761433615,-0.024245458530152666,-0.052091939487786995,-0.029871530516323005,-0.016777222293680595,-0.05212914399521088,,,0.0025672518752518103,-0.017811101338241413,,,,,
TNFSF13,,,0.037590905032185214,,0.016404976721761937,,-0.015439648315239696,,,,,,,,,0.0208244723145939,-0.011887058264070164,0.020880457084546184,-0.003133579150505142,,0.06479436805175867,-0.017428097890735947,
WNT5A,-0.027887294785918032,0.0030537826174087367,0.055595889619372216,0.023469921876116,0.09525622224455096,-0.03252875300222227,-0.10311915492728266,-0.2550754416922114,0.05766956134194599,0.05221913262251937,-0.024394431922438946,-0.019486942783285926,-0.026227723297227553,-0.08435918100220835,0.04987720322003197,0.01161722684932898,-0.015200847698731899,-0.032916316013949204,-0.022588092881572527,0.06936911356897221,0.042129019811549574,-0.031041546624152802,0.03272232866316097
CXCL8,,-0.08982934099897899,-0.02839624733412889,-0.02265443157822671,-0.00460951745078461,-0.010241335697962628,0.050359068641651974,-0.09217412588122441,-0.04471597174449259,0.003963245757503219,-0.08839066192259576,-0.0822167509032267,-0.09485297475967115,0.02656421328646852,-0.043522173303864105,-0.00011838408378444149,0.06207346836342072,-0.03326989379433211,0.01834394881938941,0.07812710613265675,0.007230706828062198,0.043313133057139894,-0.05029335671334918
GRN,0.0026784009682245067,-0.06509957624801388,-0.054153034840464215,-0.040517714582043785,-0.0027138445808761896,-0.06784861816670563,-0.047508526631293,-0.2678871652200279,0.02568324650637366,0.07083935530547056,-0.12093436264807825,0.014744745146389513,0.13632583868241452,0.0519290527134501,0.11971545337424871,0.047873472626590016,0.02632223559849299,-0.011547103841202664,0.021736575104038224,0.10782113794447039,-0.034379128566058535,-0.12984668694052898,-0.007378148905668938
MIA,0.07389093030686412,0.047264786714239615,-0.029425696709799994,0.05520186134426263,-0.052298093206797396,-0.03956474945636437,-0.020114680019920794,-0.0999750313286035,-0.052715900973878675,-0.0533152197350884,,-0.04091042998146889,-0.06465710779448622,0.02531405785286436,-0.0046059538517651795,0.009382106172812602,0.07716298390335627,0.08067833084615082,0.021070565864571632,,0.11091980079516785,0.04412288374751653,
COL4A4,0.013104483954270748,0.0009217537732333189,-0.01383607287458248,-0.017984325596494644,0.028706589107389595,-0.03904292277537893,-0.027590858563990035,-0.026670861585103723,0.036538065370612244,0.03426335511900005,,-0.005566441220687087,,-0.015852126693910118,-0.031252885626898215,0.016065040553518484,0.012404316596586515,-0.06269163492741515,-0.027416999430235914,,0.058587475454988984,0.07660544153141943,
TAC1,-0.020986957667838778,0.16469403365266125,0.09914922026134979,0.014376801613202457,0.19401889114943052,0.09893046513740918,0.05656953786152059,0.3579459942594051,0.06228191748321827,-0.04791199892425617,0.19843608618488043,0.22183043247826764,,,,,,,0.05118105897291667,-0.02008476810985072,0.01021480679298613,0.03453792867410891,0.012031708287918347
RARRES2,-0.002018857749402901,0.03582893400831787,0.03520197605731246,0.02687072939056651,0.1531532650920186,-0.10070902794825148,-0.03041632720390769,-0.31724190694385046,0.17656272648955246,0.02969850932102323,-0.005560233665610868,-0.09332826625892328,0.025030115237562517,-0.00233751340329185,0.02007979507273117,0.006031134175858565,0.009879206899278925,0.00425393754080994,0.030696931296110178,0.05551138305005154,0.08879364742140923,0.1267909975300161,0.08619326410303114
FGF7,0.015607914826557424,-0.056440730735528195,,-0.027308130739699697,0.04709227727262651,0.13568264333788724,-0.0068674395197366915,-0.0724365054075852,0.004881947896462955,0.06977413201407112,9.634733026858027e-05,0.023559324707957296,0.05139446555989733,-0.028290079552195806,0.05458706848773561,-0.015374538075633225,0.023204821434429757,0.007403175685362723,-0.06919701076974936,0.04188356082049563,0.17383466439604245,0.01480867481542141,-0.04506566717255891
EFNA2,,,,,,,,,,,,,,,,,-0.025835056220161873,,,,,,
HBEGF,-0.018068436833494274,0.005273555334121553,-0.05587122238326468,0.055902124667492434,0.031924093890245586,-0.05473835234206393,-0.06929647833742397,-0.061922200212725154,-0.11231582702261382,0.03308529035883478,-0.05893881698373336,-0.012869790701549439,-0.028283412296975168,0.0006418307342190895,-0.0460502040066191,0.01783890587768915,-0.024065828340816362,-0.025103409207320335,0.0192408564935377,-0.052951094204099165,-0.0908852928723709,0.05091779336434605,-0.033862993380921615
CSF3,,0.0036483116563593796,,,0.02519103560644185,-0.022525623292855134,,-0.013372720869208696,,,,,,,,0.04926663999222947,0.07433587498093495,,0.0417025078792222,-0.037702892147293,0.004158721844187921,0.07669965026927271,
PI3,,-0.05694427009515292,-0.019226440853024617,,-0.016180480383121983,-0.023971085432503515,,0.013551294943852361,,,,,0.0013170551402033814,,,0.030803030064793367,0.012362144984543976,0.01821817014116597,0.0021728013086122384,,-0.0381499205864255,0.08823629483116785,
PCSK1N,0.015346781810507483,0.12059275556535279,0.08187004618276526,-0.018759190635044182,-0.026233826044305967,0.0644990752988775,0.017606874915608053,0.19121178303531822,-0.04958207104753758,-0.08518889377195592,0.2821624242258744,0.19037918898143355,-0.04000159010689202,-0.0278040863317533,-0.00883368873578901,-0.015764775168915144,-0.057957396704234485,0.09168710485177252,-0.023707895752000042,0.018376033939408138,0.18561962423861755,-0.08593153047125686,0.10991308232942862
