,UKF275,ZH8811Bbulk,ZH881T1
BMP1,-0.04815430435615921,-0.02161908595886185,0.020214915220328707
NDP,0.01731692202442451,0.05199610960695599,-0.06635133766441728
TNFSF18,-0.01249094276819463,,
RTN4,-0.010115659592276085,-0.0437068227528184,0.09084877231945793
HEBP1,0.017336138984458713,0.004415054360686439,0.034514229435951005
WNT7B,0.025565708154321617,0.059880433313396826,0.045126995515454106
PTMA,-0.035910333713752074,0.03654991551247817,-0.05293051225245698
CEACAM1,-0.01964527720664331,-0.016893071826819338,-0.01446408586617523
PDAP1,-0.04036858946687184,0.033811534476092385,0.009291998539230495
QDPR,-0.044074578159934624,0.024406900931954408,0.010002716382137117
POMC,-0.014493502227726319,0.028028632922057754,0.03796605660812016
CCL18,,-0.0024335540895829054,-0.04981063364779577
CCL17,-0.015578637543796976,-0.02438620971949971,
VEGFD,-0.016597720643623432,-0.016893071826819338,
TNFSF13,,0.005395908777652036,0.006209604608371741
WNT5A,-0.008162671660771446,0.02398276269781327,0.011941115296945384
CXCL8,0.03953834450749257,-0.08221354734897583,-0.04578228854625425
GRN,-0.04035399490968737,-0.0749208166448836,-0.020211033714741318
MIA,0.02439016928094424,0.08002885625711458,0.01965662916978318
COL4A4,-0.01626457957807339,0.0025774014701788915,0.0867557237664575
TAC1,-0.03500836437924563,,-0.024954668683983747
RARRES2,-0.03944609266708358,-0.03742340520948218,0.0011075272782066438
FGF7,0.08650961320956305,-0.0473724720469702,-0.0019416434851503312
EFNA2,,-0.016055734235042148,
HBEGF,0.05219157082921338,0.0016123055019770923,0.05773069979399392
CSF3,,-0.0550629687856857,-0.020736242863994784
PI3,,-0.07974588085731589,-0.011229125342615031
PCSK1N,0.0090700374294675,-0.027433003674605685,0.04459956438712801
NTS,0.055125530260179696,-0.019560865374298346,-0.01680558310740427
SFRP1,-0.02524456602705308,0.027750466756455674,-0.07224346288786405
CXCL13,,-0.0014342573704160986,-0.009389979742139825
MICA,-0.015635730798339086,-0.04563342159075467,0.016135896769095652
TG,-0.015694887775309332,-0.02409134403234232,-0.01706624652221956
ADA,0.015605221003303318,-0.015789402213691617,-0.047587677139304355
LAMC3,-0.04640162327702701,0.00561094202104339,-0.045471466487911914
NGF,,0.03466127195809424,0.050053367344314696
TNFSF15,,,-0.012876850821175708
HMGB1,0.022031501273380452,-0.01757500704680837,-0.02670936683092569
ITGB3BP,-0.013913208018678135,-0.028111486573914976,0.00948835374545763
AANAT,-0.014114504297545336,0.09014111501977597,
RELN,-0.03107558228609828,,-0.015553840297679906
IL15,-0.007963430911438635,0.03587949131184386,-0.031410602272877196
BSG,0.04689594710033562,-0.020378759027031984,0.04631506420200131
ADAMTS3,0.022047537038101486,0.1375849174052092,0.00522419956687627
CD34,-0.026191998307234666,0.026500853258038987,-0.023031619392761327
PLAT,0.021300375741140878,0.07225692677767591,0.034494476980129515
NTF3,,0.07131402439084497,0.043090791344371146
LTA,0.06742412469666263,,
