,UKF243,UKF248,UKF251,UKF259,UKF275,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
MICA,0.0215335007098552,0.06750380049416609,-0.043152118765402786,0.03198483653335756,0.009952714128050434,-0.006985145964204551,0.04927568556578039,0.06668001179290908,-0.0629795426839111,0.045226325833901904,0.06218475044525238,-0.04397320205665058,0.10343183015466834,-0.07687111971486496
TG,-0.021510378700169145,-0.05958129492824053,-0.01639358584181937,0.025946538679962855,0.0352855509432945,,-0.020446256805602903,0.009275177153615964,-0.01879468622415671,0.06179649329580615,,0.05417384576991633,0.0513244769126356,0.04842740766467474
ADA,-0.03181033603078798,0.041589835438360076,-0.02253921645767847,0.08332713328392816,-0.0025176873031483747,0.11194935975640036,0.025369607323861117,0.0811391920567515,-0.0010508827366199054,-0.0010958913677407136,-0.02215451772909789,0.06851741118345668,0.14312752676306442,0.001312759546667595
LAMC3,-0.015528923842584532,0.05877471185983768,-0.029152184471101957,0.018551268032476732,-0.028376805457634616,0.024881903191171496,0.030493995756540934,0.04586400983187974,-0.012597229321491373,-0.011834393784778166,-0.07902673144676405,0.05859849947286429,0.14973990207742396,0.0513184428125235
CCL7,,0.13853842509233016,,0.10137206193364556,,,,,,,,,-0.03220742789958992,0.046789891311374544
NGF,-0.015546122069849936,0.04386782281617699,,-0.031106495730871604,,-0.020181955600634863,,,-0.029154498128185075,-0.015839915994817214,,0.07297787273388277,0.12384922074740454,-0.0030670043507527184
TNFSF15,-0.019232493209393728,,,-0.01876352482030134,,,,0.07258247888939992,0.004259332742277221,,,-0.015140622663899232,0.11414004163655717,0.030465957069105654
HMGB1,0.018019478319157418,-0.11391811436884815,0.016598099454670015,-0.011849070130518342,0.010429040705441527,0.02681906504183417,-0.014861480885349629,-0.017425942928852682,0.0488532207886015,-0.0018662758646720299,0.02679968678613027,-0.03616967155121221,-0.12793107284361488,0.01988596869898872
ITGB3BP,0.03977575968616788,-0.001366100020528376,0.021294234598321585,-0.02309145275266302,0.052660474572644354,0.0464188967708912,0.005423387258398074,0.033734571195392235,0.11106108674584879,-0.0018190599624025093,-0.005114676956785996,0.016673411948364355,-0.000660541108684451,0.05285416746655193
AANAT,-0.02786396566305623,-0.034916680696124955,,-0.017072890396999135,-0.002531099494573576,-0.01897400634804581,0.019430569057409603,,,0.054675849590937665,-0.03567133946417541,,-0.034076801837663644,-0.008412942328006365
RELN,0.22186086378739994,-0.059591660924348956,-0.01934866395571596,0.010745845111744269,0.005129851119111534,-0.009516525437514977,0.04611104807113756,,-0.04951216048625772,,-0.00916480518018673,0.02312178229043803,,-0.017042983136582018
IL15,0.01727970050643544,0.09908598871317996,-0.020885177555235074,0.06461206857755346,-0.026336412972812338,0.04667689921002422,-0.016933825003240758,0.013532696637667718,0.152095870794593,0.06852907222523426,-0.03267436206529316,-0.004105694534547603,0.09195479649350208,0.05279649002407638
UTS2,,,,,,,,0.06211440441785265,,,,,,
BSG,-0.04999616873965123,-0.07582098028328434,-0.021732687202375058,-0.014116338140218164,0.009821239759304838,-0.06331655025135603,-0.0008281324809880484,0.03675423006349934,-0.05245444586270734,0.09931228425493746,0.0067377184228932,0.0537754665699028,-0.06328647052620134,0.09198006003014808
ADAMTS3,-0.05099125401048915,-0.010941838473366211,0.019748336237371378,-0.0031209690222620007,0.031282445136466074,-0.03046779579314788,-0.003287356705458032,0.040152959405188905,,-0.05342738079667763,-0.022541497093941813,-0.03941226940729656,0.04885573086970251,-0.03147893166559256
CD34,0.03601688001813566,0.04587602594812481,0.037365669294516964,0.01157584260053356,0.06725997302364255,-0.0434277051646818,0.0813259342715664,0.017086027448294266,0.013566611929089546,0.04476703288716376,-0.023578952009866483,0.05756813456600513,0.17322827864460136,0.05626213225717356
CCL23,,,,,,,,0.05966463377092961,,,,,,
PLAT,0.03531394596226796,0.013538154940433986,-0.022443038523519438,0.0017954308201206305,-0.021076267076897335,-0.028763743613848227,0.08178253837196975,0.019544123170310214,0.043047527459088304,-0.03670259627860296,0.011097859822268503,0.039667502978494834,0.06014187019722148,-0.020860156752912407
NTF3,,,,,,,,,,-0.028854780924827017,,0.03245208070128627,,
LTA,,,-0.012055894557083224,-0.021596459634877715,0.046984887029356985,,-0.016933827093560016,,,,,,-0.04586223977620597,
CKLF,-0.04840941889738079,-0.05575136410531147,-0.00029716200894549334,0.0007389073513010791,-0.0358253886236301,0.08358541071984667,0.009703741995928737,0.11271071131340596,0.11072279478132412,0.00934539369800591,-0.03818475708258086,0.009961608147736802,-0.0010094354915483185,0.04051278897987791
CD24,0.08123830544362845,-0.0003784988452789201,-0.08408889379231643,0.000559538337287896,-0.006627713856378626,0.0030346889739837524,0.034543018018173104,0.09355230603840511,-0.06867025527348353,-0.02396972914483203,-0.062004588375120295,-0.04331909517465499,-0.07948150927739579,-0.042049053037765995
HSP90AA1,0.06016089262898718,0.061881630891124494,-0.027183561193485244,0.005516186921843124,-0.05872918114465353,-0.031100895508593518,0.03392382106922855,-0.09077119187672374,0.05261988147916697,0.004443664824076697,0.08648318094243164,-0.06226778221744302,-0.15353374260452582,-0.0232917155256405
BMP4,-0.03364561094112949,0.063976607823634,-0.01277995494711579,0.06781555618005285,-0.0033398147488803488,-0.030263951839735424,-0.014429369684315508,0.018592345167101582,0.1277762035558704,0.05830315149150576,-0.017019330815386324,0.00897029443358122,0.09306454911471644,0.040869123020984666
SCGB3A1,,-0.024066394659418847,,,,-0.0012245254405127317,0.043876449315357155,-0.01599481313432623,-0.01962193351418736,0.07918664469625979,,-0.006722296482978493,0.11228078635104378,-0.07339097098188573
IGFBP4,0.08127855815857282,0.06353977100470098,-0.06451511011966121,0.03287629959651535,-0.007173671086534303,0.033999632620423055,0.015411745248944512,-0.05166872548683972,0.023533432817397934,0.03587417940986428,-0.08268212827661554,0.09023914026259015,0.19597250122118418,0.042086416171067724
RSPO4,-0.01899118195544277,,-0.019489730460877177,0.07794176574490813,-0.020103245228313287,,-0.008530199361805567,,-0.026264134765748095,,,-0.021175048070260882,0.005579676250203303,0.007684235724711889
LEFTY2,-0.03181035262310955,0.10892466775489865,0.09349700284477491,0.046122995340555216,-0.049507270400002176,-0.020181955600634863,0.07533185826889963,0.06654715125101739,,-0.018461207164562683,-0.021818794497033583,0.010246564599859023,0.10918784076888974,0.005883366444541983
PF4,,-0.02496502123772115,-0.010966474667116349,-0.014701469872071035,,,,,,0.012462857441885078,,,-0.009809942929079829,0.05642001942555518
ANGPTL2,0.07431374949692665,-0.004858116575596307,0.00931024370067317,-0.0691500408599073,0.0193230264123129,0.0588354380993142,0.02992354400282057,0.0604635188382496,-0.09072926228768967,-0.010927606312014547,0.06130980153398186,-0.028479286151858105,0.12867810002152358,0.10496131277114659
LRIG2,0.0009486580358992545,0.01462384220872933,-0.027990069275839174,0.03481965206577524,0.03836535233660919,-0.03289193764806138,0.024557245829289476,-0.050276678722771855,0.00817459176598132,-0.03804400294073954,0.03727153231249655,-0.009705914449301961,0.03243745729807986,0.016385972506333394
ICOSLG,0.02072037138329055,-0.014181965861916774,-0.041125355266278,-0.002658227097072638,-0.01491289434184876,0.015981332379057595,0.131423071371274,0.05618334908846222,0.1217858838086372,0.008101662276685954,-0.03926023979023532,0.038540951508439905,0.08323555150229076,0.028400662608284177
WIF1,0.04378892853875338,-0.04492050356202139,,,0.056089985856702634,-0.04623113588145323,-0.023618350195862503,,,,,-0.019684258236824837,,-0.04143916151791918
NPPC,-0.038758241343499915,-0.049318945430262155,,-0.022805605248516776,0.007921031490432637,-0.002534352930795491,-0.04179160744901057,-0.033712110250277996,-0.03654491736181082,-0.02784401807192194,-0.033841698012644326,0.014226405947647722,,0.05373578177851981
LYZ,0.05307784898570381,0.08616205283282724,-0.04265526108143041,0.027150403599932083,0.054361135645489445,0.06974601031030721,0.048287904656656555,0.10104480799835752,0.027426867461627483,0.05998067936157914,-0.06355807462104421,1.3898495435962668e-05,0.09843822843698864,0.036330882317134126
EREG,,,,,,-0.02076133437139363,,,,0.004056996739295185,,0.0036750016323462064,0.08472524827198978,-0.003817825422910126
SPTAN1,-0.005510697387330293,-0.028382249052752773,0.000793622733758691,0.001913193535999451,-0.012436493827449982,-0.09703958751216357,0.0011368027415715003,0.009217613326520546,-0.005133563607646587,-0.0728331793456124,-0.009518133641521763,-0.07156746510043772,-0.00043834584062770956,0.00850703419593637
PTH2,,,,,,,,,,,,-0.033675380728342086,,
LIPC,-0.024990998164926018,-0.018590207384335,-0.016505130472570708,-0.02641963628666856,-0.03758506422262009,-0.03718317145967762,0.02510466394832003,-0.03574824200989104,0.06810945107636208,,0.008166652886279189,,0.01252298238497451,-0.04757633403371514
COL8A1,-0.0030741525258503326,0.1396268583382122,0.06557049505618938,0.015754331878674886,0.0032279733850713666,0.005730986687415652,0.027136086632153583,0.07020554817782243,0.14390354977526792,0.12380483581843482,0.039248240124326844,0.08803595973440699,0.006271305772685682,0.0006013159775351123
GSTM2,0.06453146296872382,-0.04144624058294843,0.0029830338488260944,-0.007397640938816636,0.031839055358701476,0.03498438948065057,-0.047056766384245954,0.126188731581662,0.07948728332248081,-0.01606193774199818,0.006838510196649551,-0.011207970153400639,-0.005276558834983622,0.0319543454640196
SPX,0.030132185316802562,-0.012828203978407438,0.045040175584750985,-0.028088838377778605,0.01245430353564567,-0.04286753892065127,-0.007962272814260816,-0.044691869041004834,,-0.01827203089972867,-0.014130837229959916,-0.05211064019827985,-0.019928775190176364,-0.06874847907430648
MFGE8,-0.06046115831796359,0.08928240035218926,0.02322943255311007,0.03278493841670578,0.04033911423811214,-0.011005022391116764,-0.013776884120155188,0.026535316752937983,-0.011123602612640402,0.07105685214012654,-0.014970473104779681,0.029385804068029365,0.1883770167752666,0.03714140228942676
TGFA,-0.07121925877434691,0.028366197269606267,0.03943045045946948,0.05262181013281761,-0.001952753962115466,0.042683865465391324,0.005725161158480707,-0.07472694969006505,0.027738493999807847,0.00979313563673435,0.07860551732728117,0.021904746100877143,0.0058540261410542456,0.038697998942855284
SLIT2,0.04495496508529278,0.07656331462634476,-0.028594741131507756,0.03154777418969071,-0.05173303544771788,-0.008013714627143889,-0.002486522181767887,-0.0119163900987727,0.010510733474410547,0.04533206403473674,0.14456513216169095,0.07213369894460842,0.022584894801053502,0.0481202839121881
PLTP,-0.06876949134898155,-0.004013311403089126,0.010353245740013898,0.007279813679765114,0.03450860636624804,0.070997346938869,0.0021998123522439413,0.0572923719484283,0.021082862212597635,0.007981988859171287,-0.004318198692679787,0.09802987121570789,0.052105601072143896,-0.02988774381400223
APOD,0.02709289579278878,-0.08473348642019621,0.012550342469758306,-0.028518559352680235,-0.022910364174000417,0.10259201042057375,-0.009227949963519876,-0.035473433489732316,0.11321669866985892,-0.04597807664840803,0.08864105629847516,0.03800322981514369,-0.1107091889455125,-0.04704107298836461
B2M,0.0673895411202466,0.1118185920435341,0.008070336677700506,0.11914724876966663,0.016084593308592243,0.05360674394687522,0.068517519784225,0.17983640261140368,-0.030337862045087215,0.03271743667320355,-0.0011793866283836573,0.07261614029802048,0.1467726116419001,0.051014118351552874
OMG,-0.017237292231440285,-0.1244881922806489,0.029519102872940503,-0.02678617802013472,0.008190555886924519,0.010006472874700958,-0.005746747351822129,0.08415917053833609,-0.0020130916838258426,0.007539441794650836,0.04068762120055173,-0.020787209077566777,0.006190698258390878,-0.03143820003851159
CXCL3,0.020583106667832658,0.07470301531025315,0.038039284279194764,-0.028282842343421263,0.0010359712078109357,0.0835050932316901,-0.012195421992967756,-0.012463616730022553,,0.09463136209873738,0.0587462996478292,0.0030719517346423867,2.9332983489865237e-05,0.03625712964531489
CXCL10,0.009512320027857868,0.016038265119423686,0.0001758730124471843,0.06986561861266867,-0.024579913525681,0.09797977751932833,0.015551009996206427,0.08371914702351647,-0.025042122662819674,0.02099453550327621,-0.03384169433291682,-0.015911256686230172,0.1305688689701556,0.07397104485801431
RSPO3,,0.010038546993357019,,-0.017072889135505837,-0.02096553353101692,0.009695014072522221,-0.012743980938916514,,,0.028929987051444072,,0.029004925903287078,-0.03268424146286015,0.0479884534875544
CORT,-0.02129246099878229,-0.013328473635479,-0.019585429307927983,-0.03828726483052866,0.007992812360819558,-0.05080252041701615,-0.013150351922640592,,,0.08892692943545714,,-0.03521694486972792,,
NCAN,-0.08219715081224752,-0.08737260358425895,-0.05349711114450844,-0.021579004193223294,0.002659897809634185,-0.029706951864453154,0.09250812459298685,-0.08322837458587211,-0.04725289284902739,-0.06394840268621127,0.06849089489631112,-0.08908016405997858,-0.05355539135783132,-0.07011641465112255
PRG4,-0.029059210001733303,0.042623347843196636,,-0.016850205308786264,-0.004153513679437402,,-0.014899820375355272,,,0.04905636716773411,,-0.025725462656239644,-0.003787057748832569,-0.03017153281267894
ZG16B,,-0.02251047692995222,-0.013196369895776267,0.08728241728265093,0.06788442054472849,,,,,,,,-0.030471936892529923,0.03363712090155604
TGM2,0.020009898983858552,0.10347395336699501,0.10666956814105119,0.059746334871327106,-0.03242447296914155,0.030397341365876785,0.07690622350665863,0.04238064687073215,0.023685394864503717,0.08505390883933127,-0.01999771208845817,0.025385422928907515,0.11297301846786899,0.0719150912509881
VEGFC,0.1800855306751003,-0.016147542183916713,-0.016944647132108748,-0.01971076020838567,0.0006492314937004109,-0.023460217442103696,0.028652451528104455,0.00946738899453304,0.04886311631945369,0.02182883897947197,-0.03313339639943216,0.004585480717305332,0.15748308944205736,-0.06497103331558633
WNT6,-0.026444069114196916,-0.029580902718159698,0.04087867507399929,0.01362078597830546,-0.021390965828551118,,-0.013270907280583399,,,0.02862885546203589,,0.02821679864265841,0.002845450100729566,0.0032578679579791563
NRG4,-0.01970705837003173,-0.0221659966096964,,-0.020507470688146793,0.017326607470816574,-0.026136070426693782,-0.017739409986890543,,-0.004829883776450904,,0.012412925769745637,0.026212932607320785,-0.03268424512598383,0.02919685835857806
PMCH,,0.0016668327038778302,,-0.02841509854849861,0.03635280740748111,,,,,-0.021606665942014772,,-0.016099480484438884,0.022973776393089895,0.07316824974724531
COL9A1,-0.03070113796720616,0.03353586416738303,-0.018679204059571495,0.019522447936854124,-0.02877170082475336,-0.020473524722178792,-0.02021363595339087,-0.012618273447079699,-0.015756279115218035,0.001569782001055492,0.05953658480852706,0.029030791571192857,0.004309992554812626,0.014993983255799816
GDF11,-0.004863780397091315,-0.0590201604424916,0.02636486966027183,-0.007876321910821051,0.025020067288474553,0.006791634357614826,0.02857052209546307,-0.008719801069586924,0.0467165608794353,-0.024977765921608042,-0.031245763582791533,-0.04483794846145454,0.057901417996036875,0.034376452498518964
RAET1E,,,,,,,,,,,,,0.07351015584606532,
IL24,,,,,,,,,,-0.014481547842038277,,,,-0.043467057962288835
SORBS1,0.04217747425469163,0.07815301750944027,0.07159525586038733,-0.01180553797294345,0.001441572980617665,0.08231486800990989,0.05121801521209597,0.027516621739982976,0.04043559106150487,-0.008528580162287431,-0.011750144528551783,0.026684992788571116,-0.12259133568522568,-0.018949438922505137
DLL1,-0.040026255801026096,0.010781210981200938,-0.01834430489813056,-0.01636438362927927,0.016909080498501913,0.0192379111971461,0.025264062181919403,0.09766505145272766,-0.06514118032283973,0.027638822084381332,-0.057728213662587624,0.014951242919071682,0.0921039729689978,0.039534399036256225
TLN1,-0.05355614403256291,0.11038640193368186,-0.01079082919568354,-0.027151032660301062,0.01064715167881528,0.03418288080789494,0.03724550557690154,0.02673110478521138,0.08611632853196467,0.008446006136718644,-0.06288868387424311,0.07643045318602382,0.10149129775674896,0.14686828240618865
COL2A1,-0.020171471987871125,-0.031788211214610625,,,,,-0.012380857079783158,,,-0.03774334369031795,,-0.022676345966869425,-0.0033652596928857104,0.045233041477103754
SHH,,,,-0.017510129884748933,0.03779582106448888,,-0.011816199572579171,0.21979866015675978,,-0.001290332652196215,-0.050175621834194,0.01936965509741577,-0.016678547657822503,0.07270973379096976
PON2,-0.0935180812842362,-0.03473189851106667,0.024220697206988023,-0.05508315357007229,-0.0026802817505376577,0.05378461268714747,0.03302700981090639,0.014402376557574438,-0.01783315078748947,-0.009715469626922565,-0.028555548546386828,0.042430150206229277,-0.09779998833815959,-0.0911074288481059
ICAM5,0.010646218465368024,0.038068939725318655,-0.015709236823104083,-0.02729078022750911,-0.03842333689310863,-0.00927280486059597,-0.023076399489909735,,,0.029239726551113468,,-0.03578819396701626,-0.015859342105697276,-0.019820453198029827
HPX,-0.03212176416067726,0.0012006329448850368,,0.044440168165239026,-0.026952756824281915,,-0.008150254645616204,0.14075559958547995,0.09430290308462878,0.008174669387334653,0.06983472466721992,-0.009242366115500708,0.028530790162376602,-0.034782110475188845
SFRP2,-0.02626208934874361,0.02439443265495257,,-0.019942140368399402,-0.01001280231446699,-0.05243876350377585,-0.008427440498674818,0.03221133939124259,,0.03364770983400804,-0.03497479741441382,0.0023182899444056,0.0582095686884282,0.006402287512733979
CFC1,,,,,-0.017284775729057445,-0.021326131949164013,,,,,,,,-0.005099714861417283
CD70,,0.10456741394485321,,-0.03389596453059537,0.0988326857482371,,,,0.06961606856018852,0.03269969829093504,,-0.0010503981956148899,-0.041342412317475714,0.013085385731883606
HP,-0.04244272497893241,-0.00875726113386989,,0.007161014973327219,-0.00788380488520773,0.010555863247816594,0.05004557696598021,0.040345056770300446,-8.615289744482674e-05,0.04471433866180368,0.030046445387672534,0.04083385051917431,0.024009138495358892,0.020200803153234272
CXCL2,-0.03173427165978938,0.01456496678629034,-0.030978978540513288,0.0022299088764021653,-0.010505676826837639,-0.009604120740814754,-0.023387098912608685,0.10641783284311841,-0.04711546145825602,0.07678627304955725,0.07260218401400907,0.027455734525726153,0.0027790483356315682,0.10283122781067958
NPPB,,0.050318539499793924,,0.03446913831833035,-0.015135252577512928,,-0.015205861703819675,,,0.05440422746101453,,0.0075284239001943585,-0.03315452662872691,
CCK,0.12384190292419313,-0.08802999288193283,0.013624907651159502,0.0072375238951115865,-0.010134876543469347,-0.018194471287690347,-0.00039118455607565963,-0.03574827086361616,,0.036041892205601805,-0.011131376289691684,0.005510050836747867,0.1015359121490107,-0.018054731259882568
SEMA6A,0.02943052163107447,-0.02647882741975232,-0.06265382160483937,-0.02202116201389085,-0.009059796592256556,0.061373537558805,0.040411162941314964,0.020276377407783874,0.07294172663973517,0.0002549883785773229,-0.00407294020490681,-0.049239794302923315,-0.07583837537054541,-0.04686903083298894
IRAK4,0.05069306135101982,-0.006730556661255969,-0.0460832509157101,0.038636392695149235,-0.016843369706568724,0.00021968729332524445,0.07298531023413998,-0.03091258298047857,-0.05360423678752101,-0.033820677033786245,0.008110456880338564,0.044155852314824495,0.08018758668294931,0.04709953876548557
GSTP1,-0.05818141170554612,-0.09029608522241094,-0.08401201110013189,-0.007195114097452885,0.02054791527130017,0.037676200618860685,0.014026511536310819,-0.011523574429749201,0.08106565493628008,0.008495092485792548,0.03603686912693456,0.030110325127161327,0.0015539333757685892,-0.02180588882336706
VCAM1,0.0933164453774605,0.04107269322665444,0.023298867784899976,-0.05010280671746689,0.06660651970344275,0.02448001761458393,0.04648287486762039,0.05214643242615272,0.04752940502342406,0.06384484243475251,0.027374476858645715,0.012716592058439603,0.11611820468304851,-0.0065077733989662
NXPH3,-0.1047990171474354,7.164934077583994e-05,0.00014052104935328427,0.048409906334879495,0.03365454430787349,0.03695501394275028,-0.005486830976690967,0.016766935064600405,0.018889098066723467,0.04606704228909675,0.05205940912118231,-0.03548997289863431,-1.239200687418731e-05,-0.07450864722249301
MTMR4,0.017966549239554964,0.023587039159826517,-0.030778780850102636,-0.016620547246917455,-0.006273150631188293,-0.015254770761395874,-0.020392867513865622,0.011519976273246373,0.020503119955381573,0.03768710219215675,-0.04517696373302969,-0.040168046313048,0.002269369638333212,0.013768712461287634
LAMC2,-0.01799642122592708,0.04609540756734326,,0.024092349354722604,-0.01905359444296665,,,,0.028577779742202606,0.06823133743953584,-0.02572353997788923,-0.01562705697192892,-0.0015024890365986027,0.012231282304816704
IL10,-0.028551949844655776,-0.022126284015527176,0.019263304815642476,0.014006896516460343,0.024133198363246476,-0.013047563092531442,-0.013611408052235345,0.040538710511358565,-0.048777862477754785,-0.005757499900970948,-0.003373296557181903,0.04057098056971813,0.12646016703631902,0.12965638904830507
SEMA4D,0.03979665795642735,0.04862106300531714,-0.009862838576266415,-0.04680133896159215,-0.003086045039882104,0.09480603936269553,0.06932398238546446,-0.01631151219841117,-0.07861466623136024,0.004181284156277823,0.0672138034212931,-0.0541565774399697,0.10389348259290651,-0.08028578792394539
