,UKF259,UKF260,UKF304,ZH916T1,ZH916bulk
IGFL3,,,,-0.019607129420563266,
BMP1,-0.02229756310706917,-0.005910027999144236,-0.035071269106208766,0.041748641733903344,0.027233654087898178
NDP,-0.06960742805459189,-0.01034018363607894,-0.004272788085803523,0.04382359135525335,-0.022749278322428547
TNFSF18,,,,-0.006987451522626431,-0.009687725476171784
RTN4,-0.069592826219719,0.04052587502432428,0.09090856236884594,-0.002436149509014684,-0.10622411740749467
HEBP1,0.029637664652746948,-0.025707250834956806,-0.07058934278444544,0.06474242413632947,-0.008626071995756482
WNT7B,0.020455981177756658,0.00539674674461785,,-0.020941197283214256,0.06871987888112295
PTMA,0.05403815282265229,0.005580790373081478,-0.10068366880167048,0.027179144859675517,-0.044778820881748276
FASLG,,,,0.15296841335287564,
CEACAM1,0.010729972486890609,-0.018932381020228352,,-0.023660317021170746,
PDAP1,-0.06797873180328921,-0.02124684208848639,0.03200247383787339,-0.033279528604419364,-0.052256326638527
QDPR,0.018275781264802355,0.042048784128120305,-0.0748171304111918,0.050377157041100934,0.07473295927057733
POMC,0.018042662787256226,-0.009375042541819822,0.0015778775722633108,0.050509298571940496,0.07406377026303862
CCL18,,,0.008524431108186162,,
CCL17,-0.016898967561937258,,,-0.01541335513597267,
VEGFD,0.011429117861005181,-0.01811343024360434,0.1606095584739032,,
TNFSF13,-0.011656529614162338,,,0.008786541167333085,0.10830709348811349
WNT5A,-0.022483018762845124,-2.077038538288831e-05,0.011779779528652693,-0.012329861153369145,0.07747425541394487
CXCL8,0.1473248299957731,-0.032501393840776736,-0.04586256853569038,-0.03729604836665818,0.043818640915673536
GRN,-0.04621074205568102,0.013810522359770384,-0.07412256127967379,-0.004400848988934622,0.002677482854327835
MIA,0.10321919823138045,0.006810028855934464,,0.05659640398170638,0.05561159072406778
COL4A4,-0.033582412879833,0.029984520073877093,,-0.007731629114998848,0.01104115094548145
TAC1,-0.021789475420212104,0.035947555479133114,0.09319865564441769,-0.020262422622153924,-0.13236593043497857
RARRES2,-0.033408340937256406,-0.07320465583351374,-0.07571553989998428,0.006628784906129569,-0.09203628633537347
FGF7,-0.029954987937984387,-0.023275510088259024,0.0398808362462096,0.04759443186204169,0.0013774992923395238
HBEGF,0.017886675489648382,-0.03399439418920052,-0.04366613397902755,-0.012117741638081868,0.048926721368544784
CSF3,0.28648370490203007,-0.06034917644736633,,-0.01622788516750174,0.021064673045939876
PI3,0.14689337177186854,0.00955310959701214,,-0.03525780328265481,-0.08319273611674088
PCSK1N,-0.09611101013981287,0.04708919366800045,0.09043501700312029,0.019945647069717385,-0.08114477444376708
NTS,,-0.03291936518043782,-0.018120712158524968,-0.00626684356280782,
SFRP1,-0.014745002403562081,-0.020664287081560127,-0.0526771409721805,0.047164215147784176,0.00873230448547345
CXCL13,,0.07088999918202056,,,0.09587548394078561
MICA,0.03595936489468724,-0.0033787714573994838,-0.03969241520660247,0.02050816578284212,-0.0199349670710814
TG,-0.015912193706745504,0.00942405365058055,,-0.03164747142205943,-0.03158786654896903
ADA,0.022745224019502876,0.0025326881556720997,-0.07783982305235458,0.0311503873112534,0.005129197784926075
LAMC3,-0.04673209816129272,0.01894862062350749,0.015548680789213698,-0.0019673780957030745,0.05397268516051398
CCL7,-0.011504490626598793,-0.027150806093309516,,-0.01700525061051937,-0.051379359052404
NGF,0.11519714221630102,0.02256132705253387,-0.018120724089811635,-0.02482089078836747,0.00930595516620299
TNFSF15,-0.012810812990146497,0.033869715633546765,,0.07712045084972252,-0.03911028530324143
HMGB1,-0.0689418593639672,0.013089111501695849,-0.023734945634937707,0.021028301276831154,-0.014128010009701255
ITGB3BP,0.028910502798627214,0.010201409703086287,-0.02085538119608257,0.031011235803344663,0.00017048947091778644
AANAT,-0.011656530858241556,-0.018113432829398587,-0.017036145590393476,-0.017992264301920725,-0.021577394111115096
RELN,-0.020233127147618907,0.018185535839525948,0.023483875595658853,,-0.0641859140797255
IL15,-0.04045947178475875,0.06179273420689526,-0.0349108676058128,-0.041103415685990935,0.002568178410746814
BSG,0.003689198972687672,-0.02708744355708603,0.03609845854773515,0.062089939798130246,-0.035079484580256365
ADAMTS3,0.05198858385220686,0.004998359552478598,0.05521946231518924,0.03742892848123552,-0.0032715337796697026
CD34,0.007328062806316561,0.04889059908036137,-0.014761457493394152,0.04016945295018185,-0.018844078826542255
PLAT,-0.09528054205180723,0.009879634388167823,0.03296042803214812,0.04000252929610621,0.011956211809523401
LTA,-0.014745001713767693,,,-0.024214876251078793,
CKLF,-0.016721952365318267,0.024883294458016375,-0.05044835937047379,0.053675741820267346,0.09685381563312588
CD24,0.02530802754558935,0.05261050144312654,0.006445582689404284,0.024152158723905272,-0.059717823742307455
HSP90AA1,0.00828533492834973,-0.006731296118991614,0.0645588118478389,-0.03311678650397774,-0.0936737229855501
BMP4,0.07139075275119637,0.009691006786225871,0.05091392662289882,-0.006560243998873132,-0.001469733214426436
SCGB3A1,,-0.021570862403733557,-0.0299883837703574,-0.024043259133368383,-0.019430347287140996
IGFBP4,-0.06676222813318973,0.0009770040582897648,-0.004186380940335961,-0.0018005580147030546,-0.033110801310675335
RSPO4,-0.02256980845315253,-0.024896281668962066,,-0.03193688703603073,0.047277717736762655
LEFTY2,0.028912856662137824,-0.028315205759750814,-0.018120724089811635,-0.022937396157579924,0.011799744202712514
PF4,-0.01003744141972736,,,0.09343823178881752,-0.02131375339312293
ANGPTL2,0.00109773159150804,0.01928653139240382,-0.018704366883174145,0.046302309109433254,0.030249859707536072
LRIG2,-0.012195188620523566,0.017972328652745995,-0.0542075304448887,0.021456492729091614,0.027522430939234246
