,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.22055330800691825,,,,,,,,,-0.031395419096001756,,0.035447209472235286,
BMP1,0.04084555848467526,-0.015897601692557765,0.09496157392173321,-0.02382982660887867,0.077707006481575,0.021890510728994395,0.027445538734390793,0.11693485437454006,0.13003871056445748,0.030494052124017523,0.03675180514931116,0.05098143630313556,0.09567586685589136,0.02934147064073885,0.021588780085723933,0.05957370907103979,-0.012391839975452427,0.10111727265699752,0.06911435326054319,0.05029006169707635,0.11744675998574157
NDP,0.02524557938505342,0.13623533531475338,0.04604358378743332,0.029951464553951528,0.05891888845399653,-0.06179779917899829,0.06856198748907243,0.025001649523659818,0.0837792827554836,0.04002650550011994,0.016646506398028924,0.04881260508017644,0.06599373890970134,-0.06331738049089308,0.05134834065908467,0.030079799022921936,0.15201649211415338,0.06588141617150277,-0.03768195403286244,-0.0007329099877242282,-0.027544867776782497
TNFSF18,0.03231001884000816,0.11426457897348677,0.063879122128056,0.09293271776147526,,,,-0.0010584869454813288,0.09602410987592158,-0.01433915937630401,,,0.0829072317442869,,0.02730443351421961,,,0.04873267871369676,,0.009482610399791026,0.1326438647387559
IL36G,,,,,,,,,,,,0.10617859756362322,,,,,,,,,
RTN4,-0.0653980455206934,-0.023852029078643727,0.04025134330676118,0.07062258684711602,0.04585156220167599,-0.0038438138065123206,0.009614337847316655,-0.13524024905020635,-0.18079278376804475,0.030134501445080165,0.046240353252211784,-0.03352083003531375,-0.05401383152092528,-0.061867518869391194,-0.007347019697805959,0.03665016347101237,-0.029297117408777534,-0.12891691005893263,0.07183538546813051,0.024015486403237186,-0.15773880904627596
HEBP1,0.010042268791033414,0.03285558064314268,0.008878498151005195,-0.059369574517987064,-0.015809635034934325,0.021344869201421535,-0.0025325534124999096,0.04575160787583492,0.14551352690856634,0.03227585828655797,0.004762026965357718,0.044549648044349466,0.03430268250172677,0.0907628718938325,-0.04202202328687704,0.0933285249289054,0.06452018763622604,0.03938427674958131,-0.04137190023453169,0.0768041884413884,0.0078930398891527
WNT7B,0.031674245397489864,-0.07597904960147697,0.032244166569088316,-0.0026280865695441284,0.006796916485731156,0.013090826509441166,-0.030282433380921008,-0.02962133451443218,-0.015835316009481046,-0.041101865553327024,0.00930110154391812,-0.026223787697367523,-0.0242415533453692,-0.001773866898418365,,0.00400909946616357,0.04262538026449397,-0.03705541655675329,-0.007943133041441307,-0.03278254401288011,-0.03131293898516575
PTMA,0.013780193892758714,-0.11552915381081784,0.09523552207424578,0.08789579114125301,0.09999973204090977,0.02638752967840489,-0.00188220301106224,0.17633448606701552,-0.04478121749625884,0.02737573315406377,0.061610718123532235,-0.0014865872311250335,-0.07664308040873427,-0.11422728567945695,0.060141155598073835,-0.055516121552987734,-0.008544307442823546,-0.15297251844513093,0.06399353231689413,0.06146135108191887,0.08012721490387123
FASLG,-0.01997335894878535,,,,,,,,,,,,,,,,,,,-0.027252346143737723,
CEACAM1,0.056712308304875184,,0.034428918997732226,-0.0037906267829696696,,-0.01004617764033619,-0.014777319648623886,,0.06196717573134387,0.15430226353570708,,,,-0.05295752557986769,-0.016643289268086284,-0.05706851807448758,0.060366024666101255,0.04523189305299819,-0.03135389446344288,0.021699365250548802,
PDAP1,0.10272802581419982,0.0029186614707430478,0.0624690726776595,0.04831072936268492,-0.006007375827458181,0.021075254838686577,-0.03381216587960639,0.10915534043191151,0.1401441579250687,0.014990431389745673,0.03554740948509288,0.06795356479882582,0.05558253032842133,-0.0430688188786144,0.003054360014824964,0.011591894885933028,0.01568878801090171,0.0017165741650850368,0.0661241410187416,-0.005627515981104803,0.006717178968577418
QDPR,-0.10465502795247246,-0.01675199471055571,0.03143188886707842,-0.020471627658503154,0.06375168419970559,0.01078244545345637,0.060001462499035076,-0.08456453328336995,-0.1502373503020966,-0.023046060250214186,0.02672644825371293,-0.008310909116414295,-0.005081587879847518,-0.01647710527754537,-0.04515804062561872,0.026257872783968343,0.09485288188864278,-0.12890560702291531,-0.01912260931601088,-0.006054076261151359,-0.16035155569903697
POMC,0.016389099162527294,-0.06146548512372148,0.03992565291286855,-0.004620590035176917,,0.06809896356900164,0.048961202103137196,0.025405611364168683,-0.0036300433065510323,-0.01663802662624982,0.08273893749003096,0.008802105722323416,0.06625649707857831,-0.04219829792041777,-0.04794961251295753,0.10894519147747768,0.08467933517653899,0.017829613079270407,0.05620798949419168,0.012113704664563416,-0.03975272906312898
CCL18,,0.037921708723713594,-0.05226801832499812,,,,,,,,0.040105880258181875,,,-0.04598194639020272,,0.055462287786786066,0.016022400397702575,,-0.054287938845593846,,
CCL17,,,,,,-0.025845679209053975,,,,0.13942137340445837,,0.08814366395895414,,,,-0.04830247027882185,-0.06865679060571248,0.06055083958148472,,-0.024701190806164654,
VEGFD,,0.08774423986268592,0.00807996644227458,0.03363191195117429,,0.04157007830126191,-0.014138102775176672,,0.030896547785040102,-0.01905359475333553,-0.015266420804920695,0.005466642786313893,,0.047627141399198054,-0.03722630853701146,,0.07280446843174894,-0.03099840246879313,,,
TNFSF13,,,0.022600004497548162,,,-0.0017804055270076074,,0.019076831260275914,,,,,,,,0.00504620691953423,-0.003643582874116266,0.07222854749659688,0.06370693106895577,0.0003071508492380585,0.07746429434915902
WNT5A,0.08509537062396814,0.018995853889445666,0.024296745317493033,0.02316308596882712,0.06779250619186411,0.04076746547518655,0.025604067647949806,0.1254490918758188,0.1421049616877726,0.058129425632870296,0.013709840816955388,0.0355429572745958,0.01980286036294603,0.06253530335526569,0.045717749973724804,0.0045680507162779655,0.017278761431375012,0.07054399905639852,0.06495811191474492,0.03326164757931304,0.06543922029503157
CXCL8,,0.05531221422790684,-0.10258710746933147,-0.02107455100397348,-0.08176146701452414,0.010971417948811188,-0.050165402337045986,0.013603816735552525,0.012030970660488879,-0.02586061125474053,0.028878934954780153,-0.0033360083429658125,,0.017352440710111203,-0.0023805702477336065,-0.08285555863544675,-0.26904809550947484,0.057964833944826495,-0.03038749577125507,-0.00819145531035624,0.09492520079992338
GRN,-0.07623798571143081,0.07424758400186073,0.1696293645608752,-0.022307342251545414,0.07613705252164074,0.0308076313443273,-0.04577696948895805,0.07180799605850728,0.1892320341731608,0.022131303691357556,-0.014260536286236178,0.04077425073861348,0.025557533493719597,-0.05640308123464619,0.07212741021244477,0.08818942955859346,-0.021029995954683824,0.14534682161661044,-0.0021881295991454156,0.03004895132018816,0.030379544107299004
MIA,0.06123588163084151,0.021340483217638526,0.02334598259299077,-0.026903982419715807,-0.022100387993941626,0.00035086571942619067,-0.014726975439219301,0.04164933155105208,0.14272587306096018,-0.017431994717609832,0.056183475406272006,-0.03199164632181914,0.025538582670491132,0.07205168349572302,0.015810755484867586,0.0959357369273433,0.21126447848390903,0.0814761246562153,0.018722140950769097,0.009732486818275675,0.10635598066692742
COL4A4,0.007682176929717994,-0.0014941997350092634,-0.03604699096367456,-0.009048987324909809,-0.022150773484191373,0.07067376157188622,0.019898189726834926,-0.018146642465724932,-0.030750636512172125,0.07188393453131667,,0.07233942872258244,,,-0.04389805883586729,0.046698799545140744,0.06323083704728301,-0.018605970298122117,0.08385807064586334,-0.001375048401477622,0.011563397717681105
TAC1,0.05120577574727905,-0.04119748858474575,-0.030786580393501402,-0.012314305768424894,0.018815019804368133,0.0077937004291875785,0.0018719719280115862,-0.060248197598100094,-0.10493434372723434,0.026844658281225443,,-0.042606424108742415,,,,,,,-0.04928852902656874,-0.01958548093727856,-0.10338740281149321
RARRES2,0.11974105578148236,-0.06427064958568596,-0.05338789483118724,0.0419014711102989,-0.041910500018954584,0.032714171560506704,-0.05472980513201151,0.031085622287109663,0.18006152339424614,0.07591356148403418,-0.02274857795902623,0.008466014863793562,0.04283164828741605,-0.008383379815005042,-0.056133152018261655,-0.05275454304853573,-0.04417479597540539,0.011426867391946195,0.007920214886410383,-0.01829460820336761,0.011585688025575564
FGF7,-0.02574800779726221,-0.03275551922872305,,-0.010314840773818548,0.0340292713507366,0.027420080158842834,-0.027070355058689582,0.02668082714048842,0.1497941031575694,-0.020794939169127544,0.03932846041337513,-0.004120638369319281,0.0013423464206366073,-0.06637914954215376,0.009852194560654596,0.0843697934899084,0.055858013957882785,-0.011049552743530386,-0.001743974655128756,0.04922257517048611,0.034188940006786274
EFNA2,,,,,,,,,,,,,,,,,-0.06401716671646653,,,,
HBEGF,0.011382251914857717,0.05090988010563164,0.07097577107547992,0.07977061801803761,-0.011814680073881322,0.012746278090101875,-0.050744344846378193,0.13318656326410472,0.08010913293607717,-0.008809940043931274,0.006249226434788224,0.03976149460657182,0.004291150991120242,0.05587608843143995,0.1344470478050893,0.08056412545582055,0.029060528182372012,0.03956140399006112,0.0004841852051014111,-0.007689236896512374,0.18865925197067232
CSF3,,-0.036234376248006864,,,-0.05036593807961034,0.037373202644804274,-0.029518304712222686,,0.061799057807934314,,-0.022935144554609155,,,,,-0.045617489735208815,-0.16326119459048796,,-0.04360918763600616,-0.009783657336164136,-0.022825513316747533
