,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.02056084861863702,,,,,,,,,,,-0.02315319690347748,,,-0.029280425964191642,
BMP1,0.06198920444966514,0.029491918016173346,0.009041738057180204,0.015575921139015982,0.02485728064086697,-0.03772635363484777,0.021468027947360187,0.08513393504241722,0.07998634826634733,-0.011186624847538778,0.04890145017677703,0.00021839911660553754,0.014823888695402255,-0.04836478635992906,-0.08650662648507161,0.045463073213929436,-0.03194987395545044,-0.04314001860634359,-0.049165869970195446,0.07662553866117866,-0.020032038667303177,-0.021781749240620905,0.06908236003847765,0.05217142062751323
NDP,-0.0001816137824157188,0.05118015971659599,0.023526305163276827,0.0054547986839350165,0.09130705071516726,0.015526370710021851,0.06682971516793645,0.0528902136178659,0.008353719129252838,0.004096649666036799,-0.012897025104667484,0.033919071631635773,0.04544055178643118,-0.0021089220207219338,0.08100020328737342,-0.043163161298402496,0.05340644970457907,0.05853070665374388,0.07638779211394055,0.033657094990434754,-0.0036568965644038632,-0.010059529304539051,0.057048900411200504,0.056150636060831906
TNFSF18,-0.04681648341809462,-0.019872599663920746,0.0028090459574263748,0.02813672712920695,,,,-0.0216319108944234,0.007594844501691461,-0.023002481155994355,,,,-0.030036623291446757,,0.07212657132451586,,,,0.08244851617039582,,0.04677999043802008,0.10553213796057684,-0.010220581362167863
IL36G,,,,,,,,,,,,,0.016019021705163002,,,,,,,,,,,
RTN4,-0.08524956811825093,-0.0593594933372554,0.056231950370479254,-0.09229307839440339,0.055825638343534364,-0.006999094450338709,0.029603574363180347,-0.128040259844645,-0.11286052119231192,-0.007843681280337245,-0.02124467873892442,0.07939092130344388,-0.016434447956177826,-0.009919508887512125,-0.1520671406731452,0.009392734467713883,0.003005120480605442,-0.022124386011595422,-0.017747913406695178,-0.021518303151785465,0.10532801122968713,0.03345743145220336,0.011254207878959015,-0.04110018842363608
HEBP1,0.09836593495712972,0.03029027624871359,-0.013924129276573083,0.01121556938059475,-0.000712490347973005,-0.002520719502709521,0.04668241892626153,0.06713140287073643,0.010271922558427078,0.006028188681034607,-0.00610339242357367,-0.03506819898735193,0.006965782923359786,-0.06220384877493855,-0.10810656416751017,0.01729750785439318,0.02414625796215026,0.043644885059292336,0.06008873608393348,2.09808405449323e-05,0.0017503100545480665,0.14041748925487335,0.04604216766574166,0.06362773779341789
WNT7B,0.007953921146213842,-0.04638286852274462,0.01592959149279132,0.027630111581731037,-0.030693677089971096,0.06806838339154697,0.06760590426637318,-0.013834109826270653,-0.004177952070222975,0.004154980856556103,0.07472743761054212,,-0.027889546222485174,-0.03306739050695559,-0.05908582410283251,,-0.045938141623824466,0.004443646874722765,0.012457544648769187,-0.019574447906236265,-0.04765992158005093,-0.04469140357064203,0.014346090932184734,-0.01943658526593297
PTMA,-0.07357431621873872,-0.02154036106139196,0.008458797438662036,-0.0367981139598621,0.044083540980758756,-0.027194043645114952,0.024626262017892763,0.2011195949275368,0.016306046469313433,-0.028556027561236288,0.05321645273865798,-0.06262279846039705,0.08106732948855491,0.0331025963955281,0.11420913925801579,-0.015198029032344495,0.0120304484019104,-0.009025863365802947,-0.03186869324317755,-0.07928568029909101,-0.001637097362125398,-0.0752914864583893,0.00907264258017326,0.02246524486676231
FASLG,-0.018650071367467574,,,,,,,,,,,,,,,,,,,,,,-0.008464902985607292,
