,UKF248,UKF259,UKF260,UKF266,UKF269,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
IGFL3,,,,,-0.01964879450100679,,,,,-0.026672797300429762,,,
BMP1,0.1323312087015127,-0.01637042220318115,-0.04123812004439654,0.058355522421389736,0.037115644096101734,0.08473615723481286,-0.006314256246343429,0.00703442077636512,0.02336917004941494,0.10802033580755548,-0.0006807519092753567,0.08699047223200887,0.05369058734319344
NDP,-0.029364478614457925,-0.008642746745438223,0.07094098300453898,0.04930204628448618,0.04802831747792353,-0.046271965074547144,-0.005641810673182475,0.07706424345921901,0.06548550450988143,0.04848138705962702,0.0024128107122310593,0.07648100215858673,-0.028537981127722004
TNFSF18,0.042749498896941164,,,-0.003046105233568588,0.10349388220816258,,,,,0.010711231655269719,,0.00015926876047044953,
IL36G,,,,,,,-0.01489981883417245,,,,,,
RTN4,0.022214123526780465,-0.019168307573066316,0.0957485881746263,0.039179300453954916,-0.08795293536874083,-0.13443792361693674,0.036965885379508824,-0.043451664486561986,0.030739442565339465,-0.04118601488790297,0.02358060833285581,-0.009228220806526934,-0.035645517458730534
HEBP1,-0.016742031848229696,0.02416741591299129,-0.007988349027453273,0.01587267577304918,0.020505448329721353,0.0071080429877149395,0.069114166179982,0.02099808210798238,0.06775492904267598,0.018982109340930548,0.006437000191371548,0.023630989542329253,-0.0623675514625278
WNT7B,0.035429427010649044,0.024030535457098313,0.06192838236094491,0.0602548201209675,-0.07495896094577324,,-0.016376617974730046,0.05148906937024122,-0.006937396631122579,-0.012314298027264083,0.04238504234784542,-0.006578951323105483,-0.017254119681805537
PTMA,0.08507242128064678,0.031060805052000165,-0.02969122738440488,-0.029119338644571727,-0.014403892494910973,0.14404949598532718,-0.018959659148837245,-0.05487707140447673,-0.04770175795663564,-0.035440578090427347,-0.05043948450573068,0.05999538420491328,0.06668996999561991
CEACAM1,-0.01930157810585074,0.014941462250282738,-0.016010994097351305,,0.0994018796902888,,,0.0341635071425957,0.009696571938048985,0.014321626372360128,0.1086906148664203,,
PDAP1,-0.03347446815048783,-0.010529167212874531,-0.08481561254961564,-0.008542834415141063,0.09380928547786592,0.07673822527009144,0.014038624616409928,-0.034527329232857985,-0.07158987821813372,0.01391821267861113,-0.03057289631530616,-0.09838589304749301,0.05518677544491433
QDPR,-0.033100094526651545,0.026348904456854144,0.07865900511757418,-0.01887720131074828,-0.036918794737408785,0.108926544431187,-0.023018083950769954,0.02828525043714894,0.06252634674411431,-0.0466231132916278,-0.039251606787683344,-0.003183677771468727,0.04692152196710305
POMC,0.07277093366127245,-0.02584265374061574,0.014282189014519034,-0.013127157383085779,-0.009466623488543125,0.040023476697936794,0.011128646012770606,-0.030046190777742177,0.041691691686803554,0.010625004351130425,0.010783440780988703,-0.03746423989775543,-0.030767486917262974
CCL18,-0.03783522191690106,,,,,0.10789645352636622,,-0.03253854473534499,0.03824018967088512,,0.017108884612618624,,
CCL17,,-0.016084696228621076,,,,,0.0347350592313588,-0.019516677282223407,0.012020521912427931,0.026936846168447617,,,
VEGFD,0.05758454099511555,-0.017920127827192277,-0.015318412639343542,,-0.020916127499866394,-0.009400322615504544,-0.01458776701995775,,0.009561079056218374,0.02016713404119364,,,
TNFSF13,0.10712584337191698,-0.011094863472371399,,0.0524498711759701,,,,-0.002192429484151509,0.017759883096476827,-0.03771156896954943,-0.006790658700690957,-0.03453645720635856,
WNT5A,-0.02783821328558489,-0.02700296191398486,-0.09927053977998081,-0.021729540643617498,0.06533001327229279,-0.026545038597928068,0.06938687882374263,0.017726116705670925,-0.010882048536687323,-0.012567038483160908,0.007019137532241207,0.020995850796357997,-0.10616734460719854
CXCL8,-0.013702479555630233,0.04774243745377132,-0.02648409993822022,-0.02859258204524884,-0.005487405597256158,0.12333580226299133,-0.04385983362366777,-0.0404428595752217,-0.10240355139215608,0.03390905188209718,-0.03266709044601622,0.019554318408892695,0.09702863163355582
GRN,0.13085038684173345,-0.06352007040788141,-0.041891297609957155,0.00020705637106690588,0.07865357346092824,0.038146349237975434,-0.0035042924012588694,-0.00044881908294280154,0.03084431105408279,0.09205968262312074,0.007287049339124634,0.06333105884298679,0.0758531715565421
MIA,-0.041331529788741064,-0.01647958563397189,-0.04648135691095748,0.11773143404400804,0.05984255205863615,,-0.0024739794423686273,0.13398712741708804,0.02114485280270083,-0.003136345237639594,-0.0636565321408927,-0.0035516149598367164,
COL4A4,-0.006268755196509769,0.02519927730845363,-0.02875704495692069,0.01900513021230428,0.060865845243698945,,-0.01937999818055689,0.1617640942494526,0.04963505758253319,-0.04453813763625813,0.025934137547965246,-0.012233001016579448,
