,MGH258,UKF313,ZH916T1
DCN,0.03500808048260076,0.04397360833493694,0.052804119502893945
RARRES2,0.0872669195619423,0.03507797192931355,0.0018812319406749298
SEMA4A,0.044692581537488604,-9.16053780958648e-05,-0.0019143387183353062
GDF11,0.054532138249394575,0.019268448671398326,0.02841001056326323
GPC3,-0.029538977864245926,0.06690588835811294,0.010687273382243373
GRN,-0.139214955302974,-0.03657437243273729,0.04139141727284035
CALM1,0.09143899347915539,0.015745989199451936,0.06147747592590073
ANGPTL4,-0.018196345724819256,-0.02751639128763486,0.005835061748660857
BMP8B,0.009563246698947427,-0.01258878015588211,0.06797148671213735
TNFSF4,0.06406800451073676,-0.00401638100394306,0.07123442176581313
RBP4,,-0.0035601350233945028,0.06558920490844954
DKK3,-0.006041773466927491,0.012652738190617293,0.03855074266758449
COL11A1,-0.03046209301390863,-0.023767557314390397,-0.03989580809360423
COL5A1,0.006618798577421857,-0.06764216246799566,0.020935096166691834
MEGF10,-0.05692367351206995,0.09246662000311968,0.03855125537097723
CEACAM1,0.029574987207176412,,-0.023182387261551383
EFEMP2,0.07212985341738709,0.013136789450809802,0.0030614162651716897
IGF1,-0.013648169476156389,0.06461591568578665,0.008330937436762382
COL6A3,0.02204654121568799,-0.06513903947264764,0.04167972987176945
RLN2,,,-0.020882621561344503
PLAU,0.022200314025849877,-0.007923944863014929,0.04921510645788176
CXCL12,-0.012795460697180521,0.016960310140616833,0.08676670070400962
MMP9,-0.010333582412500625,0.028219871513918204,0.053673444222871014
TNFSF14,-0.03863919427090835,,0.015150714192314712
HBEGF,-0.04685787354874194,0.03610841310664745,-0.014753424110783772
NUCB2,-0.020397640740619647,0.013071288647244446,-0.0006380962176851762
VCAN,0.01068667647696816,0.04641315229767092,-0.07245659886339485
VEGFC,0.10209165869070352,-0.014765924169498774,0.16783637991015632
LMAN1,0.010380127109999651,0.023746699710583914,-0.03701886362360799
IRAK4,-0.00494505035362997,0.04838296644935029,0.0846665322395865
MICB,0.03865481660557486,0.025353247020009666,0.039837259978103
COL1A2,0.008977509015969306,-0.07082732890911182,0.014812718999675739
ICOSLG,-0.0552171351020221,0.048681770769410944,0.06117517420412201
GNAS,0.10881803505778599,-0.024884305295562865,0.04221758142141676
C4B,,-0.016257461254882054,0.06647159574721685
COL2A1,-0.024742119557214486,,0.07827235236665918
GSTM2,0.029776108031274597,0.10025044119105314,0.05881537428205014
NLGN1,0.03503063952962551,0.11960155089245382,-0.009381999889049246
SCGB3A2,,,-0.02773151790244952
LEFTY2,-0.026081801941686883,-0.018821765561810026,0.07181301425268384
ACE,0.047550088452399546,0.020100555008007625,0.06197467871137513
RPH3A,0.09090159741980938,,0.00405619829077616
NCAM1,0.07011047689989758,0.10691344985577199,-0.04087189025298699
GIP,,0.05338409525450539,
EFNB2,0.006628673570227964,-0.008940599114162456,0.021047440725725577
ICAM5,,0.08981659078681233,0.10675613867858483
CCL5,-0.04954785668400251,0.009896324471028586,0.11152733045486544
