,UKF269,UKF275,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1
BSG,0.0837510289502344,-0.018939997386630374,0.07646043020297091,0.03688878384649534,-0.0011228916211221828,0.06149439011863187,-0.03717545889713638
ADAMTS3,-0.042256787167697096,-0.021653180808970288,,0.0004926786481052606,-0.030473911269054188,-0.010541401093135897,-0.002974691062783902
CD34,-0.01725150734505193,-0.00925770369114288,0.040609306783823296,0.0027530426318363955,0.027573025423600496,0.024071902957414352,0.08695047286172412
CCL23,-0.014362153112759382,,,,,,
PLAT,-0.0512213422425566,0.003328154553635484,-0.008947360322974789,0.034031054703698056,-0.021414917911837677,0.02275826512209366,-0.010383333426040616
NTF3,,,,,-0.05920790754556747,0.08376379436991867,
LTA,,-0.011587552317307227,,,,,-0.021667659096887688
CKLF,-0.044473550711218245,0.03308786378270483,-0.07270358672589367,0.0631623896041252,0.034497531856012245,0.04343212851896812,-0.025430738026972256
CD24,0.025138309969003972,0.016690849614495972,-0.07171647993396574,0.15062709723466985,-0.009504545692024798,0.008525421630694236,-0.043406300363443374
HSP90AA1,0.07223494038017803,0.08053974971145764,0.0557315066418051,-0.027566325917209585,-0.08053410727154738,-0.03887534476975132,0.017077440027767052
BMP4,0.026777981958870878,0.012950968180268764,-0.029114380642935908,0.004356159394785664,-0.05560810005909379,0.09519690634307375,0.08323883761694374
SCGB3A1,,,0.015547559516601363,,0.15107916783350817,-0.009492381653663515,-0.031904785798813395
IGFBP4,-0.06381798675285645,-0.010540763479933078,0.04253097151162962,-0.025490028560500984,0.019387366019544564,-0.03061594019366615,0.11593989524610718
RSPO4,,0.0069746158364235745,-0.044299464800466946,,,,-0.028577374244549224
LEFTY2,-0.07044717133693515,-0.0005001135280171583,,-0.002420511862500426,-0.018125155281072534,-0.020783762259708245,-0.0010644115166959698
PF4,,,,,,-0.016567594513462264,0.05369901732322431
ANGPTL2,-0.055838997305753445,-0.029039225650064403,0.04125043935972628,0.028665565628520427,0.06102644061854225,-0.01567424630355967,-0.024992924830786814
LRIG2,0.006615770220090162,-0.021868275278041964,-0.07390630800006026,0.030665734586773533,-0.018180133999047478,0.07210707426464617,-0.0076055360438454
ICOSLG,-0.05514707743198743,-0.029658893075907588,-0.012872935420704286,0.014133090573037632,-0.006187122609887294,0.009762273611449516,-0.010006110439789133
WIF1,0.15575132936302138,-0.0103999038947841,,,,,
NPPC,0.01405353526446031,-0.020286908067015743,0.010027221689689803,0.30225366292037414,-0.03187420227054436,0.010245441322530835,
LYZ,-0.07751612789005986,-0.02607650351150152,-0.045605843159376866,0.13083751860205622,-0.00541017066595458,0.016256306043074202,0.031146676032779808
EREG,,,,,-0.0335838361873516,0.036293240790277376,-0.032723176683197415
SPTAN1,0.06400538622533454,-0.02046722945928292,0.027936530652341515,0.06742348591445434,-0.0053635431612099145,-0.04368541157351236,0.0009987243859071332
LIPC,-0.03301340142045729,-0.014357136410411565,0.1906234080513887,-0.001493472646344007,,,-0.02739611591843385
COL8A1,-0.03511082424557649,0.0391294670849555,0.01110183353249461,0.04132432977314185,0.009345972282951483,0.039814749008412656,-0.06194066089607066
GSTM2,0.014937902823022091,-0.014074134739356708,0.096322615736407,-0.04268022963414183,0.02303920466186378,-0.026075675026740984,-0.03874218076943364
SPX,0.04233200621156318,-0.007437014934861599,,-0.00441924161818463,-0.021527743584576244,0.09722708975242009,-0.04821586609645958
MFGE8,0.023718407496781266,0.055824103819549546,0.009744381597033783,-0.04316802370937847,0.024707578492361,0.050746187074664155,0.08895244258406297
TGFA,-0.033266719212038026,0.022385328741767643,0.07394148843362709,-0.015262206590250163,-0.035398965904108695,-0.05179320715442664,-0.05765383765426258
SLIT2,0.03861376625187105,-0.034681346197868695,0.12593205446925446,0.06657414692436128,-0.0003267251018377898,0.012208946088511953,0.02756446695699578
PLTP,-0.0694135142016787,-0.0017896715807782107,-0.059532733215537446,-0.019788701443801102,0.0611128806858158,-0.04035462139277891,-0.010274670109804125
APOD,-0.08658833969584737,0.06497857013932552,0.06743773865242784,-0.13212630002865397,0.02591707168456914,0.0352209249672093,0.023076927898228114
B2M,-0.08396540123834664,0.012538837949097143,-0.030273561937003268,0.05388976615006261,0.03362427265521122,0.033326026309462645,0.083146117265376
OMG,-0.06346924950397696,0.025109453129802527,-0.041542975437711085,-0.08586797183061814,0.0675691941028745,0.04545267167041832,-0.06323145813211353
CXCL3,-0.016572452717717512,0.008865011746999652,,,-0.06565920020501151,0.022798828204147956,0.015544998061841196
CXCL10,-0.06285830118929299,0.039457429262554536,0.05053115989007937,0.0035403677324122662,0.01698756298527759,-0.02222194713002578,0.07038929288960331
RSPO3,-0.0019187565166948676,-0.020355014726886004,,,-0.013073406208525918,0.014757561339608684,-0.015441701175375994
CORT,0.023652585272897236,0.07011585737328839,,,-0.0060800505377376175,0.02902399896345444,
NCAN,-0.048462579916011925,-0.02418886935594323,0.024721252797497113,-0.14660928375797366,0.017383242310541707,-0.00805464451308799,-0.02024305099336886
PRG4,-0.017954742105519735,0.046552829687009,,,0.07065574808125794,-0.025582019251160677,-0.03497961475549528
ZG16B,0.0007478429435889668,-0.009207362216511491,,0.09158832519526035,,,-0.019254139531647965
TGM2,-0.04813644204797138,0.011378187591620261,0.01763132524682554,-0.01677711323262437,-0.02673536626275557,0.05484705887213959,-0.03334006641506721
VEGFC,-0.023672200163575418,-0.0018697159970725776,0.010091180474858871,0.1450365769589425,0.0374879766235418,0.06445610732171791,0.06248978830105985
WNT6,0.09058711344540707,0.0061245757469472325,,-0.02323736292879058,-0.03187420657094593,-0.0063994237332324925,-0.023253330658308934
NRG4,-0.0046377690949669795,-0.017688833622601097,-0.007735771934805232,,,,-0.015441702906022285
PMCH,,-0.01347702812684547,,,-0.021702509192201305,-0.02432494279278664,-0.03329817761636379
COL9A1,-0.006947441557536191,-0.024676933280141707,-0.04748412721206809,-0.04189316435898845,0.0404799105705988,0.008491232577815727,-0.029335777439952984
GDF11,-0.016506296338858892,-0.014167254388704949,-0.0859857209050284,-0.036067576079978396,0.025402826719935802,-0.01186543568385388,-0.012066523955628555
RAET1E,,,,,,,0.08237820179456566
IL24,,,,,-0.016180867889853828,0.10984635102946944,
SORBS1,0.0019414935601864964,-0.009963216687636134,0.07172968220346462,-0.053784754138503324,-0.05272522283881087,0.023167487590744107,-0.014659057685209894
DLL1,-0.06392011595859566,-0.026460617872122744,0.02269372130268416,0.0033174329479520987,0.04073308504117351,0.03541768106158841,0.00959295826928368
TLN1,-0.08304688802866195,-0.021609583447834813,0.03660671082338608,0.024767941127686835,-0.04784452227897949,0.0612135031330825,0.031601525575677705
COL2A1,-0.016572458357506842,,,,0.07859323923715925,-0.010840353035778388,-0.022472894361057913
SHH,-0.01302796592799524,-0.03495236836173415,,,0.025720613277682394,0.00403207728102447,-0.053796335125939926
PON2,-0.07168020647557456,0.026563296620842985,0.07956050288838405,-0.011214392775239583,0.019330257151435257,0.028225677809195108,-0.04817499194349916
ICAM5,0.03045634398247704,-0.02991717315542706,,,-0.024911808212015503,0.09051208560596444,-0.03329817621539252
HPX,-0.024132952051349358,-0.018068877697203146,-0.04599512416881067,-0.005355693995815257,-0.007604932871246808,0.0540097931586152,-0.03563543568553174
SFRP2,-0.01322636222888735,0.07685518202594038,,-0.021500556366478008,-0.010190036893349736,0.0056071823681800945,0.07548285456372872
CFC1,,-0.011587553017602873,,,,,
CD70,,-0.02161484355372483,-0.0383717633333474,,-0.007002537937076429,0.013651013614845376,0.010897324394261946
HP,-0.023028460101070347,0.05479620027441276,-0.009354724740607253,-0.005075497872002901,0.02736880625387834,-0.005415898710107499,0.07008016570976189
CXCL2,-0.009060718844692086,0.02284950149855998,0.0480155109737655,,0.0059394992922972185,0.040664281145106417,-0.012367905430589932
NPPB,,-0.010146532672790727,,,0.024006857075549937,0.018567735979341807,-0.015663887852303424
CCK,0.06638394684407525,-0.012409593331308554,,-0.030411952421306895,-0.015015157151470879,0.008227541041824323,-0.020320291095660695
SEMA6A,-0.09699987059073802,-0.03252147385178779,-0.016925557027339326,-0.05943933055616794,0.011423380030517113,-0.04108394907762149,-0.11322238087398646
IRAK4,-0.03583761742855913,-0.0039763709647178385,0.06221532680932854,0.014661321710657342,0.03878394137347993,0.012695850057548766,0.03319856707749169
GSTP1,-0.059099754602235224,0.009505405478876218,-0.01447002472916212,-0.052819635290815035,-0.03145086890150592,0.03938539960975099,-0.05175141130065208
VCAM1,-0.07197783692992114,0.019090878851294294,0.021278232768535698,0.03505321792895064,-0.020006506104928993,0.03751928218110289,-0.012543931002701425
NXPH3,-0.04271137016346742,0.03571237809713975,0.014170117953834526,0.05925945652590176,0.0004469754749008673,0.005532873581441128,-0.04816897798392865
MTMR4,0.03531220183706162,0.0018392114954030193,0.0021569173696259604,0.04217141890713322,-0.006209284316472476,0.016391880308716758,-0.04555835365300731
LAMC2,,-0.012773352645392935,-0.03535624069922443,,-0.01989290101096776,-0.021410981714650244,-0.029844509882768724
IL10,-0.021746765594171626,0.02332884595407482,0.0035408532044837876,0.07905541806794673,-0.015046344843852298,0.10443263446714171,0.05336927442732905
SEMA4D,-0.042048577636061624,-0.0010651703031224731,-0.00422247964683264,-0.09809003727390343,0.01741841078998378,0.0016739219463980535,-0.039164071276720926
TRH,-0.03433342401605603,-0.0336598374078337,,,0.036868618493463935,0.04881451751068899,-0.017544604837988906
SEMA6D,0.03679580865355852,0.008264529122627066,0.10749095950180844,-0.06318048660445678,0.005191765754498812,0.030244910662326707,-0.04089383194205016
CEL,,,-0.017565366625853677,-0.033779646582151816,0.02904115896909083,-0.026617515676680494,0.058503003442363824
PDCD1LG2,0.03572443387235907,-0.039639159036720176,-0.045595026052512054,-0.06235237310594151,0.0002713361250238765,0.023181686305003602,0.05173153263213091
SPINT1,0.035818394759435074,0.015324618604835088,-0.0042193998701159415,-0.05945561829329884,-0.04751019647213025,0.045931327817701394,-0.057617694983671607
CTHRC1,-0.054400320018331685,-0.03553227338753802,0.00951626396725105,0.09637840627179008,0.06544801322070681,0.010077196195357071,0.06937416390713463
PODXL,-0.07574454818815407,-0.045972300592743334,-0.03557883537546874,-0.007412392141752049,-0.03549478240707169,0.017572624654517765,0.026094383470165176
JAM3,-0.0748860206627231,0.00315483946605472,-0.04313016993135438,-0.06718636799830867,0.023545192738235656,0.042915765079452224,0.0005771691272448938
TGFB2,-0.07079671614171425,0.03687230955479721,0.14728409680918747,0.060982888176305754,-0.02270270753496553,-0.03410070060019106,-0.014945955922391332
COL18A1,-0.05879724340184772,-0.005541505190200097,-0.02888589835480096,0.035515936908304506,-0.03095534865692869,0.012295360862865725,0.10535683783507409
NODAL,-0.04367411363079811,,0.048137301482207434,-0.03365442582192034,-0.006473018195442695,-0.020138579792583104,0.011246145429688012
INHBB,-0.0039273265085767685,0.0535899825084047,-0.07017108684264839,0.01983851200898435,-0.04826049070142979,0.04530009656992502,-0.04703967504011709
LCN1,-0.01454329349591038,,,,-0.02572868075285114,0.002673761435445678,0.028225957155832246
ARF4,0.003269555378352048,-0.024675575539215365,-0.0678722782586739,0.08687981425308984,0.0007948629853116207,0.03181013329998033,0.02891491794087963
CXCL14,0.053050457081925295,0.07453873906202908,-0.017751204620458448,0.0028538241806176164,-0.016489971279925346,-0.03149992507676074,0.019764249652768445
LIF,0.007088509689733063,0.022221778342709376,0.01645942941233219,0.026838319427478035,-0.04801414727703146,0.007680077672846854,-0.07280132333176524
IL17B,0.04224395165518271,,0.13510293096791473,,0.016374839540820727,0.03684587215707764,0.07037090919022619
MMP1,,,,,0.0014877936616329217,0.0386116095284152,0.045349150601795916
MATN1,-0.015247654504938113,0.1226871440203253,-0.03689072907597362,,0.050265910182300345,0.055304498581651075,-0.021337988542554438
ADAM28,-0.03256369834504491,-0.013674913892387359,0.038039320351052494,0.012442389539610063,0.022871185622961674,0.050744851439799954,0.02677827307847605
TCN2,-0.04614805886162463,-0.015140415759530877,0.01921411383593293,-0.05524730734493031,0.040861656209175104,0.012138005028844242,-0.012121806781083513
THPO,-0.001703324916147534,-0.02109200500159041,-0.008251656165132808,-0.025203821458289075,,,-0.02309910565401302
CUBN,-0.03712008800024991,-0.020196404176162214,-0.006975850072170312,0.0007274592382078954,0.047796000227172834,0.04257202692945974,0.02633669067394593
TIMP3,-0.07658597851276097,-0.017991927059526267,-0.0655286586427785,0.01303451709932687,-0.019452291654868108,-0.0018237140277532742,0.04530276499008868
PIGF,-0.061448995233099366,0.01622880827882875,-0.00475093312094076,0.06302077419309401,-0.002134734150922158,-0.013310315422148116,-0.11192367818473262
CRH,-0.022363761037471824,-0.016173619388897303,,,-0.0051878773461505046,-0.02064224334411356,0.03718831982741939
BDNF,0.13680279021213554,-0.05116995476759449,,,0.0035706070928416215,-0.043999975679948976,-0.018013258405095812
CCL5,-0.03301339960269202,-0.040059000984628605,-0.07103607259395833,0.047798514405761536,0.04580467386119638,-0.006563497802848658,0.04895133588060008
GAD1,0.0816778208785993,-0.02262376081668243,-0.03885466011659349,0.0482802443349205,-0.03577242650310391,0.03872268993425921,-0.057436342860223345
COL14A1,-0.02579896185268643,-0.022317275674822983,0.10994235265855896,-0.0669805158778999,-0.015955132489862325,0.04788134209620064,0.02415145453704619
HLA-A,-0.07412632824585039,0.01688064211705753,0.024396843200610665,0.06459055657575515,-0.01642599183428791,-0.009208371049847248,0.05468691640428196
CD5L,,,,-0.02876946958543779,,,
FGF18,,-0.01100895843875662,,,-0.02646962841125717,-0.029687700040263484,-0.017544606245578784
ADM,-0.04845464677837369,-0.008247546867344111,0.011527070052878672,0.0688770598026137,-0.05800241057783624,-0.011863730538119495,-0.03477576371340292
CCL15,,,,,,,0.012600181904280585
GNAI2,-0.09348726910709945,0.04593743011799873,0.06899444783588912,-0.010042896440850258,-0.027466025958011172,0.005785623163972968,0.04243995783264007
HDC,-0.02922821031921158,,0.0068427275278822525,,,,-0.051503146555778465
COL11A1,0.03314552575935415,-0.021025895113919123,,-0.04538310056612109,-0.05604647607224513,-0.016463748289065244,0.020595028605466355
NUCB2,0.007252656444398001,-0.011906156310015292,-0.04692998150821608,0.024906130336002915,0.0028841613823375684,-0.0664254336385856,0.1136127709855332
CXCL1,-0.002797996382948941,-0.01159156068195319,0.1394387098210871,,-0.005230131243446674,0.045710396851055934,0.039979153507049565
VCAN,-0.023879067947616805,0.02687695188118728,-0.009527924746134104,0.04323560773732698,0.021020405224800618,-0.06372950974261699,0.0313074819286324
MMP7,-0.010615404874918624,-0.010146532617353855,,,0.04378649040417899,-0.021016493710615525,0.09848165217187677
PTPN6,-0.03459793752683861,0.023540759347823112,0.006768929530523931,0.016067522410372733,0.0287936599534277,0.014102472392449161,-0.013389631742315302
PTGS2,0.12889721245063612,0.0149870262107752,0.02746667081482869,-0.044448807169458635,-0.008410468157394442,0.06534302305061951,-0.04965982084040397
XCL1,,-0.01666530017654128,,,,,
CD58,-0.08741065667963535,0.014711764338496202,-0.023879227856482426,0.026067497919244766,-0.02311597714008952,0.01802790536672855,-0.013131294057217274
TNFSF14,-0.02211875611153225,-0.016809695705092255,,-0.034361520124520845,0.05909316955198857,-0.018891869649343182,0.03985922150013225
CNTN4,0.1157078668909796,-0.028108508381714015,,0.07365671519619234,0.031634900132802464,0.055369982006536665,-0.008918695259717656
INSL3,,-0.01170001927627365,,,-0.023548474106459178,-0.018786828161029008,-0.02083475186274302
BTLA,,,,0.03463204704776061,,,-0.020146163299946875
MFNG,-0.038070044651625445,-0.009049284630268195,-0.012382014610984845,0.06355508288007021,0.017820813877429946,-0.021407527014908907,-0.00849395207437354
ICAM1,-0.059218289565578536,-0.0007490529382672628,0.011227243222262148,0.05525100845137798,-0.020720879456741857,0.012122543414705407,-0.016782437357558935
PROS1,-0.04560707525844606,-0.029934350770713783,0.05043910883556781,0.08771164324607929,-0.04294076078395735,0.01788943396302384,0.019420549633738796
CLCF1,0.044069041580613165,0.0420955629382375,-0.0020580087363569763,-0.0013182399342975123,-0.052887270520717136,0.09594525979018466,-0.06311539073903494
PSAP,0.0056727977794018185,-0.003086203124646941,-0.03483101920602854,0.014211528859137124,-0.020648173439101854,0.04195074739759905,-0.04757046497933496
EFEMP1,-0.0607121572556383,0.027472851198580676,0.0037500076589685174,0.06679474315795662,0.023787159454779667,-0.006730286744489548,0.00756407982870339
C1QTNF1,-0.05348701404587806,-0.03744262881957609,0.007643840122698807,0.00797686936645515,-0.019279318111911106,0.02499893114366227,-0.0062795162881746575
ALB,0.11130349467646822,0.07469814758014184,0.07618884494507375,-0.04630347859582682,0.06568681316075056,-0.005948983613054888,0.03152797772194761
CCL13,,,,,-0.01571834694923863,,
EFNA3,0.09629461049623143,0.025857926526661835,0.07836523725956598,0.03206346770471519,-0.03138918346154835,0.08335237384052344,-0.0434661495687001
DRAXIN,-0.061789860301057715,0.004110643678057045,-0.07597727790499094,0.0238462877332149,-0.02179424894577213,0.0027099311689142767,0.028926959169761592
RAET1L,,,,,,-0.01901832895196337,
NPTX2,0.12362101433849236,0.025380324665101543,,-0.02136675863277024,0.028249578676640585,0.04262483614109717,0.11263676227701412
FGF11,-0.0629371034685156,0.01656177444988133,-0.019487947175391332,0.05949397414656562,-0.04839813361363304,-0.026552447151956593,-0.03742981902842139
CD59,0.12002938516886259,-0.024375817682997764,-0.006328863223260233,-0.07899990945583032,-0.041673044249360365,-0.00588082656349731,0.12285198337791267
COL9A2,-0.00368186364638908,0.014390429768289813,0.022870453714550334,0.02981602427431449,0.015037869349545019,-0.02226982010914167,-0.03708081976495284
DLL3,-0.011936544825963971,0.01794338231194542,0.018613729926108276,-0.013686847354060437,0.016335198005669283,0.03626801411309263,-0.004551072868305245
FGF5,0.14715476707171526,,,,,,0.004217133708259144
LIN7C,0.03995610967325428,-0.004530216143666559,0.009155780489457234,-0.029122572754937882,0.007093014862898529,-0.027963570869072172,-0.035635708373337904
GDF7,-0.025363596252286867,-0.006826314911749518,,0.041589736651343745,,-0.01630343780747744,0.026124730074207025
PSPN,-0.0032720864321300544,0.02879683429484528,0.22116385120500245,-0.07147215347653042,0.00888719334940846,0.04950558288296763,-0.013361156129947675
ANGPT1,-0.04303437611491212,0.008927826294978255,-0.06123965873463522,-0.038490699008492224,-0.006097423852240301,0.040107478777297215,0.05469417067157743
PNOC,0.0914216519747954,-0.023506190666806252,,,,-0.017337147478285964,0.016250552927167556
L1CAM,0.11507493878964765,0.03557757123545865,-0.0019981926495038884,-0.04962353829383606,-0.008418747041261684,0.003501810273905585,0.04108213054322886
APOA1,-0.030344824487417325,-0.015235460408015067,-0.026415970820083522,-0.01595576718584991,-0.01548278760118444,-0.06523238421036197,-0.04243804096064707
PSEN1,-0.016565420138798692,-0.05533141413115279,0.021417062620127818,-0.03266317212500287,0.029354442800731618,-0.025993925542965552,0.04554904062694918
CALM2,0.05194180512820991,0.030184546879966762,-0.03282509852884955,0.03669041038948265,0.02870405991758095,0.01624973609745893,-0.0450424295798572
CLEC2B,-0.014974295812114846,-0.01848358184321252,0.017596479006372373,0.11941897942296215,-0.02607344755202775,-0.016921198420051405,-0.03892813066277359
NTNG1,-0.021401914626849178,-0.035775681196457694,-0.03265902991791391,-0.0023482622376182977,-0.03762883266963688,0.01886291323577283,0.007952304322133962
LRIG1,-0.08150532841752245,-0.0672309573057615,-0.04220082425370612,-0.04941549398576248,0.06724760512188407,-0.02825838842275709,-0.06215107339968351
CPAMD8,-0.01282665301368531,-0.012978022746126892,0.09445116638152731,-0.017345452723102138,,0.13553188765185445,0.015478868314960545
GHRL,-0.027277686635472614,0.051842234773595675,0.0983800045855678,-0.034285599459457916,,,-0.0299688169811334
NPY,0.08693004575670944,-0.03309794104111099,,-0.03258956594544361,0.023737576144835678,0.0708174452810671,-0.026309195895134346
MMP2,-0.06518329059271352,-0.01339974029104564,-0.015326607488391118,0.07321484075206199,0.026281181178420692,0.06630674570471809,0.03916672092337761
PPY,,-0.009484823249745835,,,0.11622703018557573,0.10635318712247262,-0.041681549486494204
ALKAL2,-0.014543291138861133,0.024806645390062297,,0.05583369935369754,0.013559136639554782,0.03273278279475142,0.00032262134059470407
CSF1,-0.0576840103230674,0.02231459030767003,-0.07577718305672623,0.0916943094135891,0.030392489300273558,-0.029904393435281895,-0.06905910788885888
SEMA4C,0.08722741632632686,-0.018503382882639797,0.026109091159944968,0.013414658108198443,-0.05276089502227282,-0.051687286097105996,0.008298975774942511
BMP8A,,,,,,,-0.018700311314962727
ICAM2,0.05079099908489776,0.0031209132410662923,-0.026230736235606785,-0.041416289593917535,0.05632763655333515,-0.017857012371675356,0.05206799963602238
SYTL3,-0.0439854051706179,-0.0022983647752858032,0.046994831892812165,-0.06855349417971479,-0.016007526049124313,0.02584179672643824,-0.024877200449908373
IL1A,-0.012582885847570509,0.010681086978339074,-0.03963578559995705,0.09008978012619777,0.038628547592162034,0.06641349976632616,0.0014176424441737653
HLA-G,,,0.06432075559441332,,0.0018936723188259822,0.07508969331943377,
PGF,-0.056673332008997344,0.008346243091203845,-0.06060155344135615,0.09451967842325422,-0.012887753325793158,0.06038495885411498,0.06836844942600066
LGALS8,-0.015187207212158542,-0.016636424666844247,0.042558558699595815,0.057527450894751524,-0.005940964532737272,-0.019039485951872437,-0.04395398901164247
DKK3,0.07603245339224439,0.008769061591755818,0.02111318398793577,-0.11371311521178719,0.0004757714110445052,-0.024237431176364,-0.009186237559454831
COL16A1,-0.04629525711908197,0.006971962596212404,0.03669482112840192,-0.06575326816097662,0.015384701071414675,0.050082755521738485,0.023219674004555053
TPH1,-0.015247654361006677,0.08053099462028276,-0.035356189828353216,,-0.025392955268595325,-0.02307377192445147,0.04615378788076089
TNC,-0.06979238344263879,0.0021830004795943443,0.028180843315574584,0.0787770700588588,-0.023928468253347965,-0.004113999952253259,-0.03172094230738844
TNFSF9,0.02270715722246126,-0.02981588427251519,-0.03587403258665608,0.001015942695455164,0.03074311706042373,-0.030057286698380075,-0.02959461852424974
C4A,,-0.011243782216114565,,,0.07897620273227476,,-0.02518282708295483
CNTN2,-0.07051890965789495,0.04180050146130165,0.10262345621394478,-0.11380037791431404,-0.002753227031943037,0.045822832770000446,-0.03735097132236181
F7,0.19635415445440713,,,,-0.022048340324168598,,
