,UKF248,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk
CXCL13,,,,,,,,-0.02482520513401024,-0.044814264990904566,0.04678996310225942,,-0.024474470025784564
MICA,0.0209151211475591,0.12409621871604282,-0.0369720028547228,-0.011197905922703203,-0.07096486133405389,-0.061653594456771973,0.031004647437209525,-0.008271671191816862,0.0909904117181848,0.04384781241324018,0.01941684999087676,-0.0523976312145164
TG,-0.025395887664620226,-0.021202555678642678,-0.015859673271291348,-0.015030085972733134,,-0.016241927212020862,-0.07583660520730458,-0.0260986181595517,0.03886577163324808,0.0052545080070631215,,0.05038024835322395
ADA,0.05526927313309556,-0.009930811973429581,0.010246580761309586,-0.024410068340037044,-0.06602025092514409,-0.049493922466995285,0.05125767498189567,-0.007976828037333832,0.061561695215859365,-0.06312324340051625,0.0191390578650634,-0.029266764059670883
LAMC3,0.04084052174304721,-0.01774679063473557,-0.03258396295201217,-0.024580502558556917,-0.07874147574500776,0.0228447792263541,0.03271301147752313,-0.0004544860388889553,0.1054538001989947,-0.028843056077010223,0.07246959231967606,-0.03242064545573457
CCL7,-0.016909164854150102,,,,,,,0.01360344584676974,,,,-0.016793790205164364
NGF,0.018639885759304593,-0.031585423026843605,,,-0.022291519648400464,,0.11767999174574326,0.028432500364136196,0.07202831294325021,0.014413889689266686,,0.03062921695566711
TNFSF15,,-0.038351628123453545,,,,,0.00021761365272741,-0.03845252227859738,,-0.04641145104413774,,0.07956741715401028
HMGB1,-0.03810379698949112,-0.05914182637074099,0.012597701258940127,-0.019398354326381116,-0.1472989444568001,0.00040415967236494526,-0.00405853526043101,-0.0041971084785024275,0.03265860812343392,-0.02619685165532723,0.11475134448710368,0.01072972878720874
ITGB3BP,-0.03891403395635225,-0.04549882153539616,0.007940571001889342,0.05943165874510414,0.029225139971544516,-0.06574785646303141,0.009088290444150684,0.04597691927944271,0.00027165572410522705,-0.011138535054436304,0.0020962381387022175,-0.00829698839422268
AANAT,0.15645168500392556,,0.06303862517594916,-0.017325420853654048,-0.02095730679850635,-0.014503958220159017,,-0.013325826140406694,0.05656376221943354,,,-0.018423648095298215
RELN,-0.052962921088226825,0.03728896514143923,0.023712504095144037,0.013032467069558275,-0.05863062792710184,0.047312640527478335,0.04025384307222149,,,-0.008975645157114553,-0.033905038425409054,-0.04327607698476768
IL15,0.06273700554833507,0.04046954969160683,0.0027995437376984933,-0.012257323577109276,0.00908098651726366,-0.013451750887153408,-0.05894976530169778,-0.019286654855981907,0.05351182811207612,0.002604329284759676,-0.010564027108913273,-0.026158855598368596
UTS2,,,,,,,,0.02536955480483949,,,,
BSG,0.060138640624072336,0.00846460764009221,-0.007461664086805586,-0.0070953954684387765,0.12192773087142654,-0.09685600814807266,0.018620352856210207,0.02756171903574545,-0.06612750616526433,-0.10623135351241109,-0.03028151378759824,-0.07685806151623377
ADAMTS3,0.0121463573074568,0.06199984153619221,-0.039501590324307466,0.0297180171062913,-0.0020667750741893342,-0.022352468524854868,,0.15930623462433074,0.13269417648387694,0.12557943890995063,-0.020505964379718564,-0.0336674186633247
CD34,0.050819227228825724,-0.03791190437826117,-0.01593137711772196,-0.02380238059073092,-0.006247886364455711,-0.01906565105805623,0.09449519300339385,0.06302144963122568,0.0447248721598716,-0.042312573831261704,0.13257239594279244,-0.042538849926564294
PLAT,0.0515744344220529,-0.01646478570805579,-0.006710860631865583,0.06257106690371049,0.02635177507475165,0.048310824971410794,-0.006342081538826314,0.23161067666614593,0.25955438480703596,0.0918647610167301,0.025736401281719418,-0.0024857464458396972
NTF3,,,,0.013963376693149824,,,,0.15050361668037399,0.16069889555586891,0.206562482969764,,
LTA,,,-0.013736463478853522,,,-0.013451752547643815,,,,,,
CKLF,0.06930970426465517,-0.07675394018548387,-0.05196760432086102,-0.02062946838429338,-0.07646836546537839,-0.056932005825213294,0.07857059769069141,0.1593236408874926,0.15248328934679575,0.010969800672797129,0.039809623940839194,0.03336601459052619
CD24,0.006256481245408966,0.028643141262023424,0.0357301848420672,-0.06295668850769592,0.03512864929979315,-0.010187591335091534,-0.12811145589622824,0.21851132926257796,0.1987912597661374,0.32475040520184834,-0.030161181656365495,-0.008651156419113685
HSP90AA1,-0.05094255053397443,0.08916257109514021,0.02692525542773943,0.003821806134731045,0.18134097972985336,0.1188660732476079,0.02502547609108933,-0.1964388914108105,-0.2734707977099378,-0.015388344993667341,0.028575782414389492,0.03713755707452759
BMP4,-0.047495511323071817,0.059644770127250314,-0.017167037920022908,-0.021927828287559438,-0.000638976247662795,-0.011462282527125982,0.042815963840183435,-0.002751033233007938,0.014820642748133023,-0.03353149762525213,,0.01507014742770896
SCGB3A1,-0.01690916316325621,-0.02434248485444056,,0.06360143829717012,0.022890594231250925,-0.009386455035758334,0.040058685042235254,0.022700947944769165,0.0942288610642439,0.002672352438346263,,0.006346947195908074
IGFBP4,0.05075297376981744,-0.02126361676019933,-0.048802910631442056,0.03528592459409587,-0.059096770084508816,-0.02522027277289342,0.025384567050984488,-0.04148644555312095,-0.07319255260688946,-0.11570750946887437,-0.010622257041766522,-0.03074235899178827
RSPO4,,,0.0016011892809111776,-0.01461415980696665,,0.03773966774068165,-0.06839327731742507,,,0.029154012835746496,,-0.023231490470836308
LEFTY2,0.024289676849659735,-0.037126638110557914,-0.016459494981814142,-0.016024604963440478,-0.022291519648400464,-0.01660603829581265,,0.030097003600661115,0.055444504300817606,-0.05925415821165788,-0.05810777960887636,0.07508846841596406
PF4,0.0019222090536032978,,,,,,,,-0.018934623531068676,,,0.009214148857970332
ANGPTL2,-0.0003707203968222666,-0.06951768121214659,0.006440547706896957,-0.003356562139703983,-0.10834057032621176,-0.05765640712321657,0.04156159648502522,0.07910790913787251,0.1833972645247448,-0.0749897951454226,0.11483408173011603,0.004510823118296064
LRIG2,0.023891102025657238,-0.0241664493744849,-0.04720871897702453,0.02651420329244582,0.022284991988221522,0.026551167141246303,-0.12096566650191376,0.10230383502805572,0.05910460775006997,0.017406157644309615,0.011281964751692223,0.007342308239004105
ICOSLG,0.04588599779877605,-0.03980272302853149,-0.016986636781700683,-0.027734946237623914,-0.08606735595585292,-0.03803607239420449,-0.0036063676868536886,0.10116818459918862,0.08291319506317288,-0.02255420055810093,0.006962624750111378,0.09310166271339315
WIF1,-0.03156135910073177,0.07650704078225727,-0.012328565698979846,0.06822351977300892,0.0024180207921581398,0.04533248937065244,,,,-0.031879536642642294,0.06719988580472461,0.030085700032094535
NPPC,0.08793351710124035,0.06945009489926142,-0.024049114440259926,0.03615367275500893,-0.010661618629156093,-0.041477323205741004,-0.07857106870597279,0.0526547202559636,0.012812228466565921,0.07180243830728113,0.06493406559075525,0.0437859436879508
LYZ,-0.014574872749094603,-0.027767661868159668,0.015851714378563194,0.03575680935655204,-0.09353807337765153,-0.030707217971867123,-0.017451091397596003,-0.005005754554244107,0.08491229290141958,-0.041813181236873186,0.03329759721235687,0.054998274773775155
EREG,,,,,-0.022931459281001227,,,-0.05975634312951374,-0.09261838902324349,-0.02245268392657794,,-0.020951911732954877
SPTAN1,0.00041776437066274507,0.049819342699224854,0.016857380021048536,0.013899863452365413,0.1699839874623253,0.08204901324962863,0.015251364552898935,0.18266694410414988,0.19453018745419418,0.15400707575581882,0.07180752405319774,0.0021181781504334444
PTH2,,,,,,,,,,0.06008481816619814,,
LIPC,0.04206750715829414,-0.014427256029776233,0.060204603835162414,,-0.012602344538007447,-0.021131445316705924,0.11510848968887293,,,,,-0.028379535394291406
COL8A1,0.011392113401499548,-0.05287210426966466,-0.0006810624395632965,-0.029199377093747425,-0.054318180910489754,-0.05826800205525174,-0.010767815461381237,0.04665240404321606,0.04113839423551651,-0.10266416052551186,-0.013824052530174408,-0.05196668239735344
GSTM2,0.033762391221878636,-0.02307691589187769,0.012719401605444427,0.007848267911232224,0.0235665151921926,-0.0043669622926666455,0.01961424420810247,0.020125922090358586,0.05540618878138893,0.1055043357284292,-0.06728526710147008,0.0045416310220136305
SPX,0.057072637451530794,0.015342054773955371,0.04844259087877436,0.003498896201855252,0.07666830734361599,-0.003624119487666798,,0.10271573170463297,-0.011590597536838068,-0.1146415903974986,-0.07205957491007092,-0.03445427410425434
MFGE8,0.029346485404633155,-0.0015727091135516829,-0.023515376334849403,-0.025443757853872876,0.0005794730623874683,-0.06028668800749242,0.042382463528269555,-0.14324320179313257,-0.011199575595503983,-0.07482550799639252,-0.07256540916206322,-0.03929524909364646
TGFA,-0.024645120235103218,-0.03127135635420587,-0.03403065401966644,0.028539032579513613,-0.08298381154183426,-0.05699717092057634,-0.014374988796249646,0.07551979779089017,0.19958911054201892,0.05989547044290103,0.034268638416262466,-0.013272802185873752
SLIT2,0.010080493241459045,0.04971307754822309,-0.01703036865587037,0.007038671467031671,-0.03290833719007609,0.05413247611749644,0.08147760152632785,0.13987838413869044,0.03517499030976594,0.04797018666965168,-0.0006941003785825368,0.027033522780715268
PLTP,-0.03415253855531185,-0.03592402139679827,0.029160751072792042,-0.008259482606235444,-0.11216142791727243,-0.021542000591599508,0.06435839943919049,-2.164487103509105e-05,-0.09487368011048135,-0.19891624340095873,0.02234111876825907,0.0026791162506011497
APOD,0.0556905740045008,-0.0009059233596901621,0.04074099980766401,-0.040995429588202625,-0.12131716827693714,0.038484869142036304,-0.06921571432700732,0.10776197890849175,0.2717123150021095,-0.16938470674941625,0.046210491455651904,0.013704526330384416
B2M,0.06932066411089326,-0.04652476195638931,-0.03333096682300397,-0.007223805742408868,-0.14920218275040037,-0.06503489906277815,0.13375311599302042,-0.001064700102114023,0.09601170169431,-0.25022255894276685,0.061062377783736466,0.13349743928443975
OMG,-0.00043640647908658434,-0.035811799400314065,0.042572371616013786,0.06673804062183351,0.035995447477940354,0.05625691185803027,0.11919760312194003,0.1202519428734947,0.28560581635340754,-0.03681937412074813,0.08044870277530274,0.02362307883808785
CXCL3,0.022639843890166475,,0.033366236086426845,-0.015634061900758188,0.0522355459205783,-0.009687697763601476,,-0.1425082524563291,-0.13537491622279335,-0.098528642547216,-0.01351861742159687,0.012309973787015352
CXCL10,0.03981221641637064,0.043916420673277404,-0.027633121719182842,-0.011520693944036011,0.008893568449730745,-0.01539492412985701,-0.04814515149160049,-0.015594292804146672,0.018868371003594144,-0.03667394595021226,,-0.003469396240750487
RSPO3,-0.02296894967809517,0.11491000420293525,-0.012380726724083668,-0.021006504092240377,0.020118549234906906,0.05637198340750454,,0.11906515048593647,0.15426874908553406,0.14329470725689739,-0.015969939363611588,-0.0440497301191643
CORT,-0.05014171473643394,0.01096585442501355,-0.014450277636827186,0.004168333550309467,-0.03679963677559455,-0.013572920058131994,,0.07203501954334865,0.07908205854470311,0.0696833847547722,-0.027238676128713155,
NCAN,0.03854337250882767,-0.010092401362876802,0.01859385383967111,-0.020918778555225656,0.025598827332103485,-0.06657650553107165,0.14070262858623578,0.1967548158257727,0.34947754524511226,0.028585861363438506,-0.041888051952315784,-0.019268255282333786
PRG4,-0.025429364554908452,,-0.02041713247580165,,,-0.011835995229326756,,-0.049175371540883715,0.061820021587805606,-0.054991656580697115,,-0.025329889797760224
ZG16B,0.07630715068575926,,-0.010914867209253486,,,,,,,,,-0.015525221939636635
TGM2,0.050525488593321684,-0.008549099167338117,-0.02419055810896266,0.010984297378046707,-0.009583285551692928,0.09211674180766337,0.0526267826917376,-0.15305049034660675,-0.11435922235890131,-0.06635124908652745,0.03081994443171444,-0.0048314809297915675
VEGFC,0.03187632124542963,0.010978686966779247,-0.029391044507126908,-0.012889262107131304,-0.025912449140951976,-0.012079104912680145,0.0042336079147115265,0.018486786390282048,-0.07859300454277457,-0.008617984988145798,,-0.030402456214384668
WNT6,-0.027282563681321675,-0.014801946154620323,-0.02429064766674498,,,0.021479683602526684,,0.08622777774267101,0.0497775097520977,0.013977121363245,,-0.01604221216633483
NRG4,-0.015573934469775345,0.05687671051636053,-0.020969227183333362,-0.016669671400475386,0.06583792219653631,-0.014091684777837564,-0.04899487763472013,,,0.02437227795127235,,-0.024125026560848032
PMCH,-0.017949797602135636,,-0.01597634250948652,,,,,0.049078130829489246,0.02643246507301002,0.03970879791083913,,-0.030895568521201608
COL9A1,0.07182743809271111,-0.0764639724008473,0.010345442036266745,-0.0120273262809521,-0.022613565684492177,-0.016057139796625063,0.01195325197520586,0.19755174009795007,0.20863881250450783,0.062438458324196824,,0.07085829677669667
GDF11,-7.670044907066091e-05,-0.04162482046412153,0.03509100076261662,0.02658719109086653,-0.054770022691306985,-0.028796990026968523,-0.04832463743001236,-0.02770842709143894,0.06518597356780184,0.0011596973576913315,0.09470467711718279,-0.005413471701851646
IL24,,,,,,,,-0.05729207190056248,-0.0953351301964666,,,-0.026970977134807943
SORBS1,0.0024227687504524984,0.059407996352092096,-0.0015783585972073792,-0.0034514126572921257,-0.036235541885043195,0.032126856444200984,0.005357378308434086,0.046716183631757204,0.05716386631382839,0.01926233028436141,-0.059200014183231994,-0.008300228819383698
DLL1,0.0748626458385251,0.012936299714712815,-0.02529473638210473,-0.000395918372022381,0.0027289002314712313,-0.061526928235019665,0.056713471804231655,0.10022511058131678,0.20837531703431772,0.08626671201764792,-0.0629395652024234,0.017356384528323075
TLN1,0.026889594444775976,-0.02639405795817911,-0.06090146520763522,0.014561854843547505,-0.13893907983279508,-0.08322989861182727,-0.05569271744093422,-0.08553490528755871,-0.048319795304743896,-0.1568424690907785,0.08166631142547646,-0.015346577943752838
COL2A1,0.003840806447446255,0.01863028561265501,,,,0.12643910710607614,,0.022716680277916616,-0.036471249616963256,-0.021739383613582165,,-0.021735354032967755
SHH,,-0.03309910760933901,0.037633665388893546,0.00035477542196661393,,0.13399790709006593,,-0.004863068586077966,0.08236704675902311,0.08660073472701806,,0.03507279498458849
PON2,0.045662198539813445,-0.05050369703297399,-0.008577332909543172,-0.004869062825049431,0.0010509644947285666,-0.057721863185251965,0.08755071333618444,0.08527232646715825,0.1492143153294527,-0.23843123521141535,-0.09166244452983638,-0.05538163208003831
ICAM5,0.0266232228544344,0.005274255463678829,0.01281586858066275,0.03707027238196441,0.10109908599831409,0.07588657067447843,,0.025767843883594693,0.06492599334520209,0.19073059686541313,0.024234108302591952,0.04728053555447705
HPX,-0.016531412623605402,-0.0142183377567935,-0.021419750417936444,-0.014614160454739816,,-0.023858493251404243,-0.05615966385606268,0.053748407595505886,0.13298590464353055,0.03968959178660112,,-0.008609247890064958
SFRP2,-0.022480777487454955,-0.046807478538154604,0.10369315616077908,-0.005482492490681919,-0.04407995854286162,0.12999710530784087,,0.06843212122845604,0.10085222653662124,-0.09146498242285647,0.011001564357423207,-0.005982642963684186
CFC1,,0.049995834205461706,0.10635609997229359,,-0.02355529358880445,,,,,,,-0.021346852613575194
CD70,-0.015665016929802673,,-0.025623315515340115,,,,-0.021790166587355424,0.010180107841894,-0.061800131241487324,-0.011051096749201777,,-0.04238084623892317
HP,-0.012073949249027044,,-0.01422927787979166,-0.02121063598138354,-0.009181570208089074,-0.03278640075166638,0.08672744024032393,0.04604266269924249,0.0941281373142386,-0.017885632908558536,,0.009240196335299993
CXCL2,0.057975255037616774,-0.043260657513997075,0.002035005552407753,0.007860748936132075,-0.06103880914601674,-0.01857804887468847,-0.04239500180175826,-0.10835400031318562,-0.04091860334479287,-0.03780170625836296,-0.08735873523771363,0.015453179858381696
NPPB,-0.021814457027386592,,-0.012028206792957382,,,0.10088192306509113,,0.07759382157150566,0.006278500471553304,0.010685980223117293,,
CCK,0.10810783129188788,0.05133668492749172,0.07603357111774857,0.04551275791811748,0.17858557893575164,0.10430596493988045,,0.22052241376496556,0.21177949448459715,0.15300584235298936,0.08603413368877699,0.07316940887464173
SEMA6A,0.04793220609146668,-0.024640390084953355,0.0004992404593944889,0.004822503964089949,-0.1000985827747718,-0.0614115309199733,0.026853287885578645,0.14436325167148065,0.16510766535309626,-0.011505918881004475,0.016098095833610052,0.004850593686378235
IRAK4,0.05982709881590565,-0.03286285936978391,-0.05343296320004278,-0.006043371077123789,0.02385330277784688,-0.04924997145136925,-0.018281188236822333,0.02696192119044032,0.0953620195219243,-0.03640273117481009,-0.02361846045205925,0.014483521135453273
GSTP1,0.05197032850582851,-0.05069118858923833,-0.0039344300130598345,0.01588837004626358,-0.13434072199736488,-0.04308925985445223,0.04307387171411827,0.060441374592075776,0.11171566466021042,0.06130022427948793,-0.018437559129497547,-0.012655136674888419
VCAM1,-0.01519283260578057,-0.03656541200040292,0.01555324508896215,0.01814410645942068,-0.02675814223990767,-0.008744320961532166,0.046755924172171816,-0.05249121225576053,-0.07005938646812385,-0.03858371486861898,-0.008114046465193888,0.005648058841488812
NXPH3,0.0280068088695222,0.004805583491919185,0.02623187613180968,0.020268723353683363,0.036706268749596975,-0.005286566559010179,0.015071643610335647,0.1707967212589771,0.10767391786376544,0.04173364828486295,0.12817958082631997,0.011263027253332496
MTMR4,-0.03061245770691197,-0.02622074775776121,0.0015925123239526567,-0.015142699194878038,-0.07869724066652595,0.04754849121291259,0.02559286857167419,0.1568664752140241,0.18806015540453033,0.1190130869444341,0.03748514503084805,0.05113336591471736
LAMC2,-0.017122067777841626,0.15482724965238118,-0.015142170435242658,,,,-0.04736368241874579,-0.0038837360944832234,0.067486232683816,-0.0902474755435526,,-0.0008192115084116302
IL10,-0.03617704720394478,,-0.021273164307766664,,-0.02541186035185886,-0.010812516977530067,0.02753503475724275,0.06467190937118299,0.043437562764236985,-0.051955946470667785,,0.04300558034621773
SEMA4D,-0.021723003152525292,0.05959749185823379,0.00944456645142783,-0.00478568737634887,-0.07492198545304683,0.05306867428744852,-0.07026001076308776,0.23800631094649666,0.2467619950916655,0.00643255782488597,0.027977561329939518,0.033821720007021286
TRH,0.000632775511714772,-0.04428557471424537,-0.024019603207867807,,0.16085044843243412,-0.014315269685627428,,0.12273196771847085,0.20334358184487453,0.16773888648364066,0.07157958880572296,0.017376980642580402
SEMA6D,-0.01269945209860095,-0.03602586953302592,0.004347834466742203,0.01636183127934107,-0.022521379161395745,-0.05649091012588428,-0.02335167191682036,0.0772236369896241,0.19484137535956056,0.18087137278290377,0.012317092500237825,-0.03377061107671968
CEL,,,,,,,0.003717265281507913,0.02864035494105041,-0.021725232765548184,0.05988404839050263,,-0.024819691771878247
PDCD1LG2,0.029919003298572545,-0.02693245380877234,-0.0018536182172169142,-0.04532052541837513,0.008387168942402585,-0.01849609459716222,-0.02060863250184054,-0.03323413423554354,0.05727556886506093,0.014153010976412564,,0.051903844888459894
SPINT1,0.008371883687313213,-0.03483549330850565,0.015717543136067737,0.046396392220304096,-0.005051518801594006,-0.015870447188013344,-0.02069426905954577,0.14102948514904687,0.07743609450721733,0.13163028069116017,,0.03987734867409895
CTHRC1,0.06781105532365472,-0.07750642564311373,-0.016492329221044023,0.024544405615986014,-0.05533693178799465,-0.03098167909757511,0.03189285804836101,0.010671592323140166,0.02776703602637377,-0.08420164260619342,,0.016474886574231677
PODXL,0.04778555915583115,-0.044682538151476665,-0.014060799874026076,0.02672813749570586,0.060899265448099656,-0.020200770855885297,0.10322461400722681,0.07314137090688033,0.07382970646373731,0.03444207683277259,0.09484913886976132,-0.007946895684829734
JAM3,0.00625266605420336,-0.0280139586998109,-0.05225572559674154,0.00691418091747916,-0.13419234843870417,-0.06846634813203284,-0.018667211511878105,0.045256741906909814,0.04151588519557638,-0.11509687836666156,0.038048370167506264,0.08126075257280678
TGFB2,-0.009503692489588766,0.011443319366455764,-0.069976906427304,-0.01914782678142195,-0.054695828422974394,0.020286983917384108,-0.0472474984843163,0.1949863530370585,0.1917426476656018,0.06813260387072884,-0.02458251751356208,-0.07211437575094468
COL18A1,0.02038993366984252,-0.00353331586333274,-0.019068315158466083,0.011374609953804883,-0.04636044597790023,0.03520056204518971,0.025076117744250063,-0.10061213620636893,-0.1298988504473377,-0.10743366792476977,-0.025463944473264322,-0.005608660320417162
NODAL,0.056967399409057706,0.037537571201203226,,,,-0.01660603643824496,0.07058491479017401,-0.03300380512987024,0.03463925732353918,0.03182154621146014,,0.04683085200437719
INHBB,0.08033336987973215,-0.016327330818384344,-0.045968219293285366,-0.019259563829842393,-0.015347411875943821,-0.04123603305541421,0.019484492744244596,0.08378102519524536,-0.01261105320186358,-0.0925401467796083,-0.006211537085489921,0.006413949734668929
LCN1,0.002396114591734205,,,,,,,-0.03618649383122164,0.027153339813674363,,,-0.01629491747221008
ARF4,0.043071728596901,-0.02617125745380531,-0.020430223021086855,0.04886362947904245,-0.06329805602257399,-0.004534855303807319,0.005999338458892167,0.033811963901325355,0.17670178394522004,0.015903919859116943,-0.025544575916099453,0.030994679865605
CXCL14,-0.05226578359587678,0.016592768325608402,-0.011113125098016825,0.0332688151744491,-0.007827805624585384,0.046943411422922986,-0.007401536682552813,-0.0008054752216914881,-0.050872813476658355,-0.12045528404311728,-0.005626038110629292,-0.04373939460166509
LIF,-8.957248984527613e-05,0.011547086164289072,-0.03452579369761077,-0.017325420853654048,-0.032048300632353595,0.03360045593675955,-0.05624494804278053,0.025562702722904004,-0.07869137958704947,-0.07221649019500373,0.04147926346113219,0.018471013281565942
IL17B,,,,,,,0.06340752950233587,0.021633203751437898,0.028645596194872707,0.03388610596291133,,0.09041675986796843
MMP1,-0.009450155970265673,,,,,,,-0.05867022413882754,-0.010612835758721618,0.017950454500596007,,0.06380573924950368
MATN1,0.03697606483950595,0.014906696884942984,-0.012179271638335206,,,-0.00983500091970895,-0.06493199457177244,0.048513973866961775,-0.006090797183706516,0.0646333165677344,,-0.016789652139377415
ADAM28,0.0035389827994589235,-0.01027909011931368,-0.013071963835849397,0.03564871326301167,-0.08739106566836365,-0.05377672180035674,0.06878764570651037,0.0583871270660043,0.09862969875632463,0.00943452943435995,0.1820603754255829,0.040711008854147766
