,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF296,UKF334,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
RELN,-0.036410087473319634,-0.04309308753365592,-0.015437039832076616,0.11986715921029065,0.054285487488836,0.03348494168017202,-0.04147940547574051,0.06279113774600602,0.023498450762875295,-0.0685207259622439,,-0.0011358146580284212,-0.017243091186764693,
IL15,-0.037135142027412714,0.038215772187978836,-0.022903862726902313,,-0.03949619158872164,0.012194222561617899,0.028452147735787157,-0.021125929722493584,-0.022232448940530513,0.036651228915948304,-0.03700140698770001,0.10230018359748314,-0.023199779036522403,-0.002735289428021838
UTS2,,,,,,,-0.00030272390637167007,,,,,,,
BSG,0.054105008753235324,-0.0558508240658622,-0.0008085738091842186,0.0980030457520327,0.017832494247889998,0.061659516181860406,0.03992121423929213,0.0371745800855452,0.01829439605175294,-0.02854489791203478,-0.050298213362266614,0.05670502035497515,-0.08456325333390755,0.02475374986311949
ADAMTS3,-0.002519294429093874,-0.0013170586296138746,0.008935154351342525,,0.06642896790631155,-0.07775914488445147,0.11940741504672178,-0.019193321729958912,-0.03694315478650775,,0.05151581337372137,0.08140699945320533,0.08216540856554129,0.004691371925032046
CD34,-0.0402496575897479,-0.021104465531171724,-0.029904403666209674,0.08360064546020884,-0.04156750932344348,0.028587938589779434,0.020291191769742242,0.05836528667830809,-0.0009960472671241203,-0.010300581881755502,0.009948130125668506,-0.06892640220951991,-0.030128388984252068,0.029291185391798164
CCL23,,,,,,,-0.016084503181558678,,,,,,,
PLAT,-0.09208095650678388,-0.033165176407685154,0.00012798340252545958,0.05578187820963237,-0.03433453183205901,0.012801072719014569,0.08299914570897214,-0.04146794638931249,0.021195090121117997,-0.047456976101939406,0.07985491794273276,0.023911367242473548,0.10842526521898427,0.015039790553001165
NTF3,,,,,,,,-0.010599396380799304,,,0.04482355179185668,,-0.07165236594019823,
LTA,,,-0.013221173401814302,,0.0659553249521236,,,,0.023336579913437586,,,,,0.03587692829337792
CKLF,0.0029638491562785285,0.017407331426511224,0.014947901570202479,0.018069670680113645,-0.05530487748131188,-0.010195858946698562,0.08372524315429815,-0.00409755500223471,0.08490405558089802,0.06680415618580186,0.055869659805613064,0.022291547583456906,0.06262700604906549,-0.000350030752317892
CD24,0.020207453089706062,0.025960455140960202,-0.048608901108791236,-0.012487351998888258,-0.01231257858002509,0.07810793834205046,0.035301683477248734,0.009412226789370494,0.06023633870238643,0.013250379064660395,0.07382302009922967,0.10530716531370159,0.06308832792762299,0.007157839665082256
HSP90AA1,0.018415418951108837,-0.02094525591738073,-0.029209219368108167,-0.047539009761172105,-0.02315901665666146,0.0008197989708293266,-0.0598477089557524,0.033959923782413366,-0.032147337081849615,-0.06824914288832257,-0.1250179404371081,-0.05045795236705036,-0.0009030522978856481,-0.07780432997970511
BMP4,-0.005775258673312768,-0.00019715632997773308,-0.014015218831183245,-0.03535506700801891,-0.015810768729686148,-0.03240791274586525,0.09585298264761402,-0.0188582387421101,-0.018944345101546127,0.06263258810183464,0.008149106455646772,0.09766783242784711,0.035357605881666664,0.04679921963470152
SCGB3A1,,-0.013758078922822981,,-0.02359924374362372,,0.026123643552053582,,-0.012199241827541866,-0.015513510773856093,-0.04279002800727968,-0.02022940907730431,,0.00894804292886717,-0.03190479230105819
IGFBP4,-0.001140689850378007,-0.004532493348302631,-0.04535376987099247,0.021356708386466437,-0.0016415335145536624,-0.02300352786230149,0.05763071336437509,0.010132698344306,-0.006344626817708374,-0.00011829740918542164,-0.07671474220508086,0.015941656456019027,-0.023886313038506513,-0.020620325510181135
RSPO4,-0.02579644772464684,,-0.021373536800426456,,-0.022032454687712054,-0.042911547533390174,,0.07906541483536697,-0.008906235952646151,-0.018440064120515024,,,0.05416728744691077,0.07206961900833797
LEFTY2,-0.04320921680756422,-0.025597949201439908,-0.013383549526851593,0.030180073485483207,-0.013624736207811471,-0.0019282166839180283,0.07400632833108065,0.07335371807080776,0.037046876767244094,,0.11429057882802546,0.007030376883821352,-0.027150987730661488,-0.0206254581217058
PF4,,-0.014271798387719678,-0.012026454154359115,,0.04840744981570261,,,,,,-0.019795103129314415,,,-0.02166765849873214
ANGPTL2,0.015707929545767302,-0.03340377925709444,-0.013425224405564457,-0.012109455492782226,-0.018997930318626732,0.02451116299164264,0.08153600958010337,-0.007411121042259466,0.041458811242712126,0.0768548433589564,0.10494427719003066,-0.003411485556967728,0.09519556898454853,0.0055770976664304365
LRIG2,0.02234311506824162,0.07003377013136762,-0.010369651062146181,0.020985345391058407,0.0037881306538576766,-0.021324883739812877,0.005261477257947953,-0.006764825824291867,0.046808793270726595,-0.03103767043039945,0.026558127163388876,-0.06730102542691131,0.02410691497413391,0.021266601427640135
ICOSLG,-0.04514518026904266,-0.0013213567087724956,-0.015505762991920835,-0.04228000813010394,0.05414706808333798,0.02323159426469435,0.00029067932096775873,-0.02315187949256578,0.014778954321897892,-0.02263453046594207,0.09510340703814896,0.0026152857965337003,0.02617386551592146,0.06263470230757089
WIF1,0.011011925839795048,-0.025679784695850447,,-0.03826886781636994,,-0.01319401260693078,-0.06943636473178723,-0.022956443966305654,0.0018555634396339358,,,,-0.01855933759592778,
NPPC,-0.05264679939682728,-0.02547509338950539,,-0.02960720473564377,0.06032238958625904,0.03872531630284563,0.08241282716954842,-0.016953958246814484,0.06681124169640788,-0.015738371437450178,0.05218056687283351,-0.02201727164518404,0.05053442141688341,
LYZ,0.0022932952772547585,0.018885043843505134,-0.044370131661950904,0.012650190939391069,0.012342527574483566,-0.04984992972940204,0.05917296515998028,-0.010449052584295874,-0.017363494239657582,0.030739273461291117,0.010619205405322574,0.02021127200250211,-0.0027016524663349075,-0.03250404438909918
EREG,,,,0.006049428161653066,,0.004785673537140917,,,,,0.014272739923181134,,-0.02486665869339342,-0.03272318335223153
SPTAN1,-0.0046369441278474475,-0.013921802749077304,0.0031497138250702723,0.054793032088024385,-0.06576230613253964,-0.03396268699960823,-0.054613330838258284,0.027278879569390044,-0.052734682381311425,-0.027763593975822495,0.027500418128066105,-0.059030763378516364,0.04459856122841847,0.021015494456691184
PTH2,,,,,,,,,,,,,0.004290991922905679,
LIPC,-0.054103752728505206,-0.017472432494445415,0.017812193410818813,,-0.017608570976653522,0.052161238043711346,0.01854624650817225,,-0.015593302030130856,0.16466190541662984,,0.01308000308477036,,0.0030177628243222856
COL8A1,-0.05926038225370202,0.031328818737447854,-0.033718943078662654,0.102899495438607,0.0027276711785191904,0.05572325124500817,-0.006721988307304802,0.026441891172669624,0.07673428410184137,-0.012321109447839172,0.023017088657874694,0.0568522006399774,-0.00499412691820277,-0.042367624595244145
GSTM2,-0.048773081661203956,-0.011427137480119682,-0.026353067249747827,-0.022913656338739385,0.04529838203839081,0.038433619392497086,-0.051784152736017865,0.0817533940798062,0.026342199123422835,0.014184706794651558,0.052902925616037044,0.022738867413640507,0.05985378462724587,0.0115723275209832
SPX,0.007729532756689741,0.045839554365979154,-0.023884979924243835,,0.011097061480983874,-0.03248242059629662,0.014163235548515004,-0.006910082492225009,-0.06053802460582543,,0.008144250561843834,-0.005034787481275873,-0.049132609019043476,0.04930117588235264
MFGE8,0.010368775260367887,-0.005896042908564754,0.03461731624423038,0.07315361658299817,0.019223435604918012,-0.01657234647410632,0.018620423211537496,-0.0021722709793913645,0.02522127028444039,-0.09280203286140815,0.031367075286743894,-0.05880227168702518,-0.019270114651407544,0.036213733450948485
TGFA,-0.011210619755314878,0.05692669137398562,-0.011787020052851375,0.05627374622106216,-0.03796729377540617,0.03019184725273309,0.012031870190377913,0.031499283211448424,-0.024335754276575233,0.12731556560279753,0.04796762953662235,-0.03266294302374146,-0.007008462020457578,0.03953882737016548
SLIT2,-0.014390631593305673,0.016322972870260934,0.02273789631132197,-0.017540614238044493,0.00044498818673111576,0.0020107799999033843,-0.012857556159528567,0.0032442461599401463,-0.0023163853176625337,-0.044619802533749996,0.024743069024278547,0.05435357821010429,0.06687912250501572,-0.009120912200862825
PLTP,0.053975644105439105,0.023461707980388987,0.011084574113318391,0.03359138759702811,0.001189639895617432,-0.0771540884993001,0.08070015938640263,0.00032581333407549095,-0.005436682141397199,0.05252612067788914,-0.0448497018301757,-0.029575268141087865,-0.03891511026037571,0.002409475559735253
APOD,-0.02811654865403496,-0.03995763189624773,-0.044681029380233994,0.05230840807465546,-0.0170225574211482,0.05792232339156034,0.040393771223176896,0.012446229149707744,-0.0654864853664179,0.036956703126832635,0.07451205424955898,-0.005407125301546437,0.04247340767117213,-0.087713749724922
B2M,0.007027090244548188,0.030838262386836887,-0.004186950266016636,0.047653467657727544,0.06595287129407691,-0.09621404750285593,0.13977245600825214,0.0007547809757732218,0.13194346105375626,-0.008147872595426658,-0.025815424218843707,0.01826272688577859,-0.0568742488044734,-0.04683179798845804
OMG,0.11668250391909583,-0.018271654426957887,-0.028627579541525974,0.04527463083734623,-0.011624359574570857,0.0613832048454072,-0.026650862050232454,-0.019321241880132463,-0.06582771527583567,0.06511026303540372,0.05915871843732738,0.02012974287809175,0.060812994405983055,0.048129480936136004
CXCL3,-0.022000883515634125,-0.003473387478496155,0.05433876612335674,-0.04156991376201421,0.06698872340452268,-0.016083563067841516,0.0020782940715755043,-0.013050608211190709,0.026034891759691304,,-0.03253401111774149,-0.026590528984434512,0.005089606698014514,-0.039835529994748695
CXCL10,-0.007325280341133133,-0.008816837398657396,-0.008239548095780262,,0.037990972718810904,0.06634541562584452,0.09306665638368128,-0.019824829069009325,-0.011571983089730146,-0.05710150576006718,-0.026550971827297962,-0.03582311443839366,-9.719098806390973e-05,0.02345230498077746
RSPO3,,0.09109797784471836,,0.16473117566187767,-0.011379005254163537,-0.04154541523418712,-0.023212031425597957,0.017789037820646492,-0.016731595222540238,,0.05563122636342066,,0.0543869793298446,-0.015441704322418624
CORT,0.012622775591951556,-0.040797623277336006,-0.021478485549374253,0.02642779643528963,0.019390526566975076,-0.03484174533039445,-0.0401736209012382,0.005266652900505252,-0.04438840254189562,,0.05688702700880415,,-0.033204358582926544,
NCAN,0.031076161976211648,-0.05411066496576864,0.012673373799883248,0.036855985028775046,-0.01553625815366446,-0.011584673301064946,0.08097250212569988,-0.04004893766837962,0.012113763402946127,0.11596378064739915,0.10803783376019081,0.04589191530884401,0.03804641642694862,0.07990712347174492
PRG4,-0.03947223471861948,-0.003949150627461786,,0.01787129201597699,-0.011230587466515077,-0.029746368151976066,-0.020107925619016902,,-0.019562000649868922,,0.0787018320036376,,0.013801537781826289,-0.008803505802273208
ZG16B,,-0.01907830301265522,-0.014471882931659562,,-0.013034470252830006,,-0.021709737034203237,,,,,,,-0.019254143455671443
TGM2,-0.03782920760978191,0.03593420668722443,-0.003527089716855491,-0.009959397261720229,-0.007011892043772951,-0.008835100935426738,0.02325827494722999,0.05797777153565525,-0.05100037856553688,-0.0819147322345444,-0.05607206613420593,0.02331309580359132,0.03700920809066294,0.002968882402624947
VEGFC,-0.028322116500059422,0.0003239294945298904,-0.018582454989583615,-0.032828176200817544,-0.020015913964463148,-0.010697762034373132,-0.026511037436807317,-0.021473502131278816,-0.01996380140186356,-0.026713391693938906,-0.04150444731411239,0.065126348340956,-0.03407448220815212,0.0016023590858892168
WNT6,-0.0007756241170203123,-0.02219835841197744,-0.013383549878096201,0.01419444297822083,-0.015533348548798167,0.02663658204286198,-0.019773511827377882,,0.0017119673744062254,,0.026075602261112583,,-0.02649672225105132,-0.02325333539737376
NRG4,0.06386415258546103,-0.01267167496731286,,0.10832045367100256,-0.013668138699778025,0.04082513864117981,-0.009996085900321928,-0.03162722707931529,-0.023290102897201514,-0.04276387812593391,,0.006719706241857098,0.0034171210224076096,-0.015441706053065269
PMCH,,0.1455760925357334,,,-0.018938537766786747,,,,,,-0.029063648968872487,,0.008949768070151881,0.018740326185288817
COL9A1,0.05913483440603853,-0.01800223267881575,0.018966884477468762,0.060421690386473936,0.025771786659846654,0.010399683644569847,0.06384943727556706,0.019769919093807774,0.023940253327378598,0.04324884058772786,0.06058512500884148,-0.03168089539171334,0.03476774343031704,0.0772302501371428
GDF11,0.11025989757603702,0.0021584944821398493,-0.023156344465859117,0.041257428399926174,-0.03802978756507169,-0.0017645796394656038,0.08191213663320443,-0.055763228827377706,-0.014560085087727449,-0.0682924574073109,0.02469264636793692,-0.07249783392566843,0.015924925730034786,-0.014283262960113025
RAET1E,,,,,,,,,,,,,,-0.016939441823931544
IL24,,,,,,,,,,,-0.019479480274117972,,,
SORBS1,0.03152635235923999,0.04947785769438519,-0.013205780395825836,0.07865539665773498,-0.07125411686597169,0.024042694930680873,-0.02586671799510451,-0.034883035546811825,0.012937367540711068,0.07317550367256713,0.042689448986918926,0.017845019484778006,-0.005110949322415988,-0.0007477611471555074
DLL1,-0.05403992119373951,-0.05535119366962489,-0.004274820986479634,-0.017424934875199253,-0.0329259772296676,0.06648710345802804,0.08027669602842058,0.025910648433810624,0.04011444237968848,0.08841487317414944,0.11396435731803346,-0.056038637176778615,0.006719762695152765,0.013864145843356485
TLN1,-0.011172284124942365,-0.04798281715209274,0.0003187221332440006,-0.030200176026798364,0.03988921737482501,0.03232470961671891,0.0800468854706381,0.025936599448430835,0.05020110295963893,-0.014479074734946718,0.00801298323914287,-0.051384033838230744,-0.02245448049541652,-0.0607833533772383
COL2A1,-0.027399680751053278,-0.033301989078818386,,,,-0.026568019337136883,-0.018559874489901863,,0.005187358014986554,,0.005615862468009094,,-0.03197790120498097,0.014991553095002184
SHH,,,,,-0.011670424283683534,0.07002457288245956,-0.014590316491746216,-0.014006905260278634,-0.015513509417878678,,0.10231675836997588,0.016516862268802238,0.1049327423171046,0.00338616937211886
PON2,0.04398381256305743,-0.04551879257763878,-0.01697590678580824,0.02158622574058387,-0.05795477745048523,0.06876461270140088,0.10333858947350977,0.0479569178982793,0.020910004353297,0.05430832621283307,0.058790578745972405,0.04738730091118092,-0.06378583102587108,0.07217046345849988
ICAM5,-0.02983239679644947,-0.018450996951754478,0.04135342816574224,-0.023599245413739776,-0.018189184568253674,-0.004467621203413073,-0.03626780847750946,0.025131741758240664,-0.030297045900292294,,0.028993274900441787,,-0.0033595460442748045,-0.03329818300161244
HPX,0.04507500755839249,-0.03437919090040954,,0.0018200115523520455,-0.028395729956028713,-0.033826085137331624,-0.02702704399561675,-0.012199240583858543,0.013463076483814623,0.013077597489696384,0.07723639304936801,0.002708513113428021,0.05493485867298951,0.06639246149127151
SFRP2,-0.03567279891342994,-0.01829140259234844,,,-0.013291348536866157,,-0.014812505038815366,-0.019380596385261878,-0.03043353536109343,,-0.0128559625868714,-0.050261047327457876,-0.004594180205662912,-0.028100904380926058
CD70,,-0.033417939770350576,,,0.06857289087924444,,,,,-0.04641122364694985,-0.026657898209493498,,0.06561466480971728,-0.02355911268787454
HP,-0.07699600575390884,0.05789040358609815,,0.06728272571981701,-0.05441995144051051,-0.0554081691982642,0.10942090421940395,0.012627987619534124,0.00966261804909155,0.04822766908560833,-0.03914167223427683,0.09073951979720343,0.05452600995977407,-0.023099103329778603
CXCL2,-0.009175951591429789,0.051073033138426746,-0.014746481501021053,-0.04097209186610606,-0.010300879042164864,-0.04357631162357775,0.008140945208894877,-9.991263793265419e-05,-0.03070496372451009,0.003400220310701264,-0.029911718816726784,-0.007119091493872524,-0.014021412720304426,-0.04601441362944832
NPPB,,-0.01774925338076398,,-0.006675114030180343,-0.0020281184369522086,,,,-0.019963802853888084,,0.00017012100938120392,,-0.0062836316383108074,-0.015663891044628044
CCK,0.008358477127383067,-0.007392246026719465,-0.008335268942375419,0.05316515295091367,0.0580139438131352,0.013606227905200887,-0.07354678709033531,-0.02680202712404104,-0.03285278077971802,,0.053981953397065394,0.016893364124765498,-0.003472622576288215,-0.020320295236967514
SEMA6A,-0.025617356122064824,0.0660260599266623,-0.02482234013336867,0.031048986927379573,-0.06739326589562541,0.007548155853143213,0.10383929860616482,0.059960942892095914,0.04907030894163031,0.017487292183831764,-0.0055124137007093775,0.008787650529170262,0.009350848750103436,-0.00547063061998953
IRAK4,-0.1174152761120616,0.009729007062678574,-0.042510067230108105,0.027002319943743112,0.0020125182393873793,0.029310083223029477,0.001963203536815588,0.009435162121942656,0.04570989831634009,0.021974765121129027,0.0035620825476564985,-0.018818021543397043,0.02259052030177288,0.024430614797888862
GSTP1,0.041903290248142044,-0.02561789197198658,-0.03594611592726942,-0.019664723932893143,-0.010408309258745215,-0.02403589651312111,0.07386134300095365,-0.004644044972230781,-0.003252708373280579,-0.048208362125176464,0.07081263779078255,-0.10830226693115216,0.003143487704609069,0.032377387384975684
VCAM1,-0.04918724806036055,-0.0360680107453634,-0.03529621801439929,-0.035954500274506924,0.005521001949421944,0.02921619388775816,0.07225690391563835,-0.006604994252559042,0.08287709004572384,0.013860569600870095,0.004642369883569336,0.0022058871893628294,-0.007120645422644921,0.04388808854917587
NXPH3,0.026394724260761712,0.07918252866495397,0.009218725685374789,-0.015350041059488995,0.009157984124939903,-0.0350750719991694,0.05972652277864906,0.06260887215092535,-0.053317660385456454,0.06351188203303502,0.05632303977803498,0.011468245412520488,0.02522100671263178,0.0189206469008456
MTMR4,0.023816575596616454,0.039240592669589375,-0.012644889775356615,0.06501173274900532,0.024423352255974598,0.02167183919852746,-0.03081445791058978,0.020127655306225997,-0.005117818443121281,0.022173096186079762,0.04667319336232418,0.009091458084741212,0.03172589787893461,0.048292489765411103
LAMC2,-0.0011283874251379249,-0.013931307985800173,,,-0.003232221585445452,,,,,-0.04276390376308379,-0.02558202343719692,-0.02722964480806763,-0.014733998227591258,-0.02984451596512609
IL10,-0.03878320387496014,-0.017377186455212558,-0.019169548740291028,0.09140561893313728,-0.029306124921327066,-0.01836898453933588,-0.02435469930182777,,-0.017870441821155846,0.04156412358075921,0.02168603001878579,-0.02626560740978789,-0.025646939161359766,0.023891553930997924
