,MGH258,ZH1007nec,ZH1019T1,ZH916T1
SPTAN1,0.0543629302009461,-0.03200372008283321,0.0807756615307531,0.0519054250689385
LIPC,0.04459885538560948,-0.047615969005518365,-0.04291323498167621,0.0468428014153089
COL8A1,0.016495978243457676,-0.045383527592978576,0.02408105958437252,0.000630070692941657
GSTM2,0.011114578303892767,0.01698122735077486,-0.0496224362526458,0.001957348275112453
IL4,,0.03343600964221219,,
SPX,-0.05396914852575659,,,0.08675270200523533
MFGE8,0.0552707187504049,0.14224056593825157,-0.02582835650257107,-0.021539906680550173
TGFA,-0.05873852511112428,-0.025104023265223263,-0.01112362849213115,0.010943704308070344
SLIT2,0.022594895545681684,0.015816282708441747,0.012722954117696231,-0.018718084562629793
PLTP,0.06513761597642356,0.033038826082082674,0.08054552641659136,0.039691913065083496
APOD,-0.07495982679633592,0.05273465375767461,0.039430416129867696,-0.0033431322012728265
B2M,-0.020084609241916674,0.018915780105628038,-0.08036902087334072,-0.038198347383605696
OMG,0.04042335605744499,-0.050040799380651535,0.007689318129198305,0.06617682432631179
CXCL3,-0.016953930882370325,-0.001679834138852392,,0.06578669900501201
CXCL10,0.009703268795784457,0.003536729824132509,-0.06655082748546443,0.0304148975647418
RSPO3,,,,0.10602172388114774
CORT,-0.02105285937913249,,,
NCAN,-0.008963434099420891,0.02833997243866186,-0.011091180732564605,0.03684761801386195
PRG4,,,,0.027271997654138767
ZG16B,,,,-0.016979255841019385
TGM2,0.01986400354309872,0.004050260207257403,-0.009079953454931611,-0.037625719618055664
VEGFC,-0.021052860734659583,-0.05159593951031818,-0.05780837351122987,-0.015318177859856235
WNT6,,-0.01421056838574707,,-0.0001236252905821893
NRG4,,,-0.035801142855475136,-0.013617260009537497
PMCH,,,,-0.029363985643639665
COL9A1,0.04004535125477385,0.05332767066106456,-0.03600494408235781,0.12794852747211824
GDF11,0.023972662192962194,0.020508345143752618,-0.04221136852267425,0.020377255324502606
RAET1E,,,,-0.014938037477220395
SORBS1,0.008174291059173945,0.021903861173765627,-0.06544049866005658,0.05928633783970365
DLL1,0.016589243102864894,0.09057357266970921,-0.058418633621638655,0.016702979705538707
TLN1,0.016938753158570102,0.0023754323027430275,0.05670527606118942,-0.029440118894944377
COL2A1,-0.019774019034985768,,,-0.01981771359958277
SHH,,0.09526438704359587,,0.054400144058862177
PON2,0.0151032701797799,0.062466244142972416,0.1568728670948778,0.08611425241409855
ICAM5,,,,-0.02936398440819367
HPX,0.061465367024778936,0.018417074557854775,-0.02525779152830617,0.03669563177272754
SFRP2,,-0.020564315980216265,,0.023502296119824073
CD70,,,-0.03885463434791253,0.019718253985232557
HP,-0.039236054774413186,-0.06282070244770194,-0.04303588901725872,0.0005936123591808207
CXCL2,-0.035222317381257855,-0.06444523819943275,0.06921675147627648,-0.03321402784327465
NPPB,,,,0.015470642959143145
CCK,-0.03471594814821385,,,0.0737358748648891
SEMA6A,-0.026688681940247868,0.04493398246831998,-0.0205417789722711,0.06623549750720184
IRAK4,0.023205863881275778,-0.01885177029010415,0.048608434771261415,0.039676479458698934
GSTP1,0.08174237754798369,-0.07149837939253688,-0.021297847663316986,0.04960268260153793
VCAM1,-0.01839379900707226,0.1073830096004632,-0.012014755245207452,0.04276354242225286
NXPH3,0.0009185437022961209,0.1348633997935497,0.043665660184976314,0.05966721847532424
MTMR4,-0.025927768478994778,0.05156494126189555,-0.03854687867639436,0.0531515294421384
LAMC2,,,-0.03580116431843185,0.0835007195441979
IL10,-0.021867511878548507,0.05983515300245238,-0.06235158191072098,0.1003466361078124
SEMA4D,-0.025034306641573714,-0.04657077593606893,-0.02034308661022606,0.028865895367985513
TRH,-0.019330566083612694,-0.03241551803065611,,0.14672374234553115
SEMA6D,-0.01899754094568845,0.08237044051546857,0.11854527800955234,0.02023973267689031
CEL,,0.1533227955842436,-0.012309772154715562,-0.04427437019386467
PDCD1LG2,0.010651584299050953,0.04139644599967362,0.000985938676503946,0.00643226639818257
SPINT1,-0.016283289340151306,-0.04478572373329943,-0.008876047714049987,0.08470434192003198
CTHRC1,0.021854268443943597,-0.0506165172466099,0.016443484277606262,-0.00799017447477688
PODXL,0.03041668305331933,0.10791542982252404,-0.016848720411122103,-0.001388533371130872
JAM3,-0.03441923943419341,0.04400130919757693,0.0059252650989205175,0.048697408535767685
TGFB2,0.008674359184983495,0.05919365941213328,0.007521904861235921,0.01352954983299249
COL18A1,0.043945232458306484,0.12747788743423205,-0.018735252803944044,-0.0739579706994294
NODAL,-0.030581948628781004,0.0918193438979511,-0.02387541242113614,-0.02117443295789822
INHBB,0.020549377692636685,-0.098577124508886,-0.059396701270894275,0.05992773656079666
LCN1,,,,-0.0156458284865536
ARF4,-0.013711902153292835,0.016529558311928153,-0.08503493309970288,-0.013731114107794413
CXCL14,-0.06854036084501529,0.0132917971309749,-0.07516660134918202,0.09822822003038634
LIF,0.04604082088035808,0.06712705453940811,-0.029470764572299243,-0.011633548774106535
IL17B,,-0.018601993028790544,-0.034185671566680086,-0.026427993514754822
MMP1,,0.007016908111521552,,-0.05613240805606953
MATN1,,,0.06328080497123291,-0.018816897322326748
ADAM28,0.02456464392695228,-0.030906431602600933,0.09908273567416616,0.04289680155744449
TCN2,-0.01722073465190261,0.05538180756106315,0.03692481158688833,0.021364534558912903
THPO,,0.022684668086639256,-0.03580118234734531,0.06204210494088288
CUBN,-0.026926925280723248,0.10281205440588737,0.07251624777338113,-0.031009307918094673
TIMP3,0.05791902795835889,0.0338730886012383,-0.06395939313639215,-0.04263932399761309
PIGF,-0.025198900700632763,-0.02201169081836441,-0.07327935935281821,0.0747053489511054
CRH,,,,-0.023200761177801142
BDNF,,0.022965556801532883,,0.06157834894799
CCL5,-0.077013576470516,0.03780113043840621,0.011516007068440581,0.019593549689706898
GAD1,-0.002226925138444744,0.17513029078215045,0.008705455734008551,0.07274190426288861
COL14A1,-0.03747392720647498,0.028713512683287076,0.030079084728309807,0.012186167097454395
HLA-A,0.08599887975024362,-0.020414508364132722,-0.03372870756914278,-0.04519335153749541
CD5L,-0.010305176669707865,,,
FGF18,,,,0.1442350285801528
ADM,0.009696252649317212,0.039307926720589616,-0.06253173946703872,0.015886377068629536
CCL15,,,,-0.01341860814948807
GNAI2,0.04622683035274357,0.028088925916610333,0.10183516482705947,0.05390902278097932
HDC,,,-0.04263215413189868,0.08272883020937506
COL11A1,-0.024345448889680772,0.08025752792665354,,0.023923535747084498
NUCB2,-0.05044313467746758,-0.054494754016519105,0.010950117300666468,-0.019572028163800565
CXCL1,,-0.04332887537301665,0.0158993039924748,0.06717947760716048
VCAN,0.07975005603457976,-0.08381124979611121,0.08917033709239866,-0.006005356964443955
MMP7,,0.05022200505566161,,-0.06716786675626422
PTPN6,0.003593972927676714,0.06656720172155493,-0.006067472374873311,0.05195846970977268
PTGS2,0.054594690113879296,0.09617689676217485,0.03220621258977659,-0.028359331146423777
XCL1,0.030160764283311832,,,
CD58,0.035889887992314407,-0.061188784365028066,-0.038721768240635515,0.01003564778845875
TNFSF14,-0.030880626910020203,0.05037159566852341,,-0.005898136875161641
CNTN4,,,,-0.022832596239610366
INSL3,,,,-0.018373118241934265
BTLA,,,,-0.017765886671928344
MFNG,-0.09709295682620998,-0.014976742527200878,0.06807362335998328,-0.025655171823205748
ICAM1,-0.08589328275354413,0.0396711875426877,-0.004371667186936932,0.07283046299549184
PROS1,0.008856782401780243,-0.08490358454572608,-0.07340857545520123,-0.021610495205768094
CLCF1,-0.04236853524603163,0.05095844564412404,-0.0033804976113492387,-0.002186556509861627
PSAP,-0.025802438238577405,0.015988200667903497,0.06561037266249233,0.08010404273576939
EFEMP1,0.042050169099880484,-0.034550339652886945,0.0584079518524375,-0.00936437677189451
C1QTNF1,0.06715784080174589,0.018181570938992135,-0.003973207610723681,0.014534894850417162
ALB,-0.028419705292689057,0.11326056787021349,-0.04782909893244532,0.02035574298854152
EFNA3,0.053470379432731405,0.00018455320982176118,-0.026671842111028795,0.06824768846136862
DRAXIN,-0.018007165874398472,0.09715239158816263,0.03273118329140372,0.027267101049780335
NPTX2,-0.008696419957162173,-0.023633342253402776,,0.09906861549993702
FGF11,0.00823300121296761,-0.030900638691111124,0.015453528230009448,0.045652652391111465
CD59,-0.04138356248351853,-0.008913186123301753,0.05115767912561018,0.016870235310602708
COL9A2,0.017890472770163732,0.037678628847391635,0.006352543062517098,0.0678737904203537
DLL3,-0.017932391028278136,0.0793581756112272,0.03183862538597353,0.12844365995207405
FGF5,,,,0.06056061485349181
LIN7C,0.022070019941258498,-0.01877885626972061,0.016374432429741854,0.03156094974371311
GDF7,0.1505546233013889,,,0.03811055350542777
PSPN,0.033555254320544216,0.05797491477695153,0.0522297343500975,0.043719053492264355
ANGPT1,0.03502675922657542,0.024403882592195447,0.005278300357019687,0.046929973292478236
PNOC,-0.027613536942768437,,,0.003199803751992977
L1CAM,0.0340679739115501,-0.002452083074331182,0.016078160595928273,0.05157979109377958
APOA1,-0.017623808504047298,0.003922440786758799,-0.02785068623569617,0.08191406842969276
PSEN1,-0.021440592939571252,0.018990600510633063,-0.026540959439224715,0.03437111116525699
CALM2,-0.051961928327069605,-0.10463348291618155,0.04000095015692019,0.06654080280481976
CLEC2B,-0.03773357066538933,-0.016342609606552577,-0.061491895100509876,0.0009713078476570956
NTNG1,0.025150339454895095,0.0823818142187101,-0.0330700117842977,0.049596939626281235
LRIG1,0.08382280269367261,0.03684266633291283,-0.039220378513370145,0.07763822588704322
CPAMD8,-0.017205358184743776,,0.11446086103405649,-0.019251498093380212
GHRL,-0.02744991207779611,-0.06551476049042317,0.007382578819892563,0.022901717729206874
NPY,-0.025240931950381927,-0.011459538587163856,,-0.023200754691775568
MMP2,0.027100437751413967,0.07261468688083607,0.03936477776971608,0.010842697573770757
PPY,,,,0.03446881700393319
ALKAL2,-0.025765165460342642,-0.03764651784596275,,0.02204694089350532
CSF1,0.03342576090846573,-0.08588571524652498,0.04900234413443664,0.04770813459755545
SEMA4C,0.01972582040974003,0.0033178627984799033,0.10840487345212095,0.04225220088875828
BMP8A,,,,-0.016490862632503496
ICAM2,-0.0171081559007139,0.04815128328047377,0.0587149626230495,-0.03364748388579463
SYTL3,0.022333656547641606,-0.08079151550954634,0.10925516137057943,0.020451732585160406
IL1A,0.052040587765975,-0.07151842036978578,-0.05454745052523722,0.09322977521693894
HLA-G,,0.08018681325790514,-0.037354932115981856,
PGF,0.020773643316529773,0.05652204781739957,-0.1227966991121415,-0.0354466000762014
LGALS8,0.0168135733610003,0.03659898156100434,0.028616610167714968,0.022745912927800056
DKK3,0.010150875683115757,0.10849305367368829,0.04456107633112946,0.07659464518543106
COL16A1,0.06452430422986144,0.04669085625840287,-0.03274518754818095,0.0364437097306725
TPH1,-0.03205268221317077,-0.04832686335414055,0.14654595869943698,0.09323846035474845
TNC,0.005505954735381384,0.09252214454524824,0.09789508688634876,-0.0172141889085245
TNFSF9,-0.017205350018800847,,0.06455626038640694,0.07395649745939938
C4A,,0.016193754888133023,,0.07176054846464468
CNTN2,-0.07520881780216603,0.06048411302140906,0.02439461411526776,0.02425176920989082
LUM,0.04814267114253356,0.09125097181957438,0.06284047346362596,-0.022373851468784
IZUMO1,-0.016440256986114093,,,
BTC,,,0.07173739818780506,0.04103943128788292
APOC1,-0.06320491134810109,-0.1222104732791206,-0.07885198651235754,0.07795407497233427
PKM,-0.0006362156271746467,-0.04429431591939481,-0.06687500249372734,0.011293913869915255
TNF,,0.0354358316195935,-0.017185439935045187,0.03982148755257327
GNAS,0.08524536503707356,0.06505619654195861,0.08676534406472763,-0.005796915638250809
BMP8B,0.03457976679113483,-0.00281291196164904,-0.009330089199250722,-0.012836620279337432
LIPH,,-0.006522106840496356,,0.019046761618770846
CCL28,,-0.04692522276502389,,-0.012805190492648633
PTPN11,0.06006524361694516,-0.0460271337565748,-0.04374088883005104,0.0699137670976582
ADAM12,-0.018572226367668032,0.1297533553754895,0.062358489705389826,-0.03228230753867696
EPO,,,-0.05105619160812991,-0.013617255876162164
EDN3,-0.005130271630280601,,,-0.024742454783278568
CCL22,,,,-0.02104222874209916
CCL2,-0.008803767649793626,0.02750685500313941,-0.07423764897692578,-0.0033564140789200734
DSCAM,0.10435466550568084,-0.1215471896768128,0.019422255002347222,0.04586582006720528
ANG,-0.03238836977592435,-0.004953856235421082,0.023092106742787177,0.1239812120565595
FBLN2,0.10168799643153148,0.0672128896273584,,0.04169321429321848
VTN,,0.14143238222206456,-0.03589474346753685,0.014674079420230444
VEGFA,-0.00366111233686921,-0.009414087395224903,-0.006797346207222735,0.009696037302596622
F10,,,-0.03363201731447914,0.09785897329770456
SERPINA1,-0.01016451277529016,-0.013069357898838665,0.014006821465524006,0.03250824370368471
VWF,0.09008258510741553,0.01888957920713839,0.10231726292336067,-0.06462747517934618
GDNF,,,0.03498500984791426,
VASP,0.08169563968124045,0.13418045453526595,-0.0900897262329353,-0.05292336056464345
ADAM15,0.026002272311407146,-0.011882829776148938,0.05905695466455357,-0.004977628341085455
WNT2,,-0.036549016002974645,,0.03497486737802649
OLFM2,0.008491126161677756,-0.032794383502068564,0.02854220980878301,0.031829706675045595
MFAP2,0.09155055048291603,0.08408179200784385,-0.0839336024369542,-0.016670125445481875
HLA-C,0.06230058516566717,0.009673251670306584,-0.03286460795383272,0.004829825582207273
THBS1,-0.03734573407834973,0.004031880628023651,-0.016055233361187533,-0.022336375000704577
HSPA4,0.05531881740260823,0.05572731273065966,0.036980491223329234,0.030390218625311227
LMAN1,0.0044801182584000105,-0.004306152667680007,-0.09803978555937286,-0.004137748380064141
LYPD3,,0.023593508564744226,-0.024635997205713512,-0.028239192595302328
APOE,0.040318305494526155,-0.03480378301061466,0.18440769387254075,0.08360993786262169
SOSTDC1,-0.017205356755702925,,,-0.022708742137525766
ANXA1,-0.032398914321157275,-0.0004681624669892208,-0.0829113962599916,-0.000764524619990241
WNT2B,-0.038362326449473384,-0.0562502225632422,0.01680783785592719,0.06653165177350198
AMH,,,-0.036689129001450445,0.053134702642903056
GDF10,,0.054352304615537854,0.028024218008199226,-0.03597907888074174
EFNB3,-0.0052009170890881555,-0.06632740338397344,-0.0023740747630759365,-0.04474516579764221
LTB,-0.005186349854517497,0.02662775544303944,0.05621681982422915,0.014270154723647562
ANGPT2,-0.030469845449396647,0.06420725273356308,0.03454004559052279,-0.03545559571514663
ADAM17,0.005804123708827656,0.050798641786826755,-0.06640738881538605,0.08044277590400552
LRPAP1,0.01819563620475727,0.011316820224472298,0.013955038243512081,0.052586705893406874
NID1,0.05478141319624537,0.07250961069464165,0.008236629654358988,-0.05466722875762892
MST1,0.050201268626636826,0.12252631158483669,0.028114935076850554,0.11875704384289518
IL13,,0.09937618615321409,,
DCN,0.07463857706027967,0.11202935768632645,-0.025836866503807013,-0.026367385480736045
IGFL2,,,,0.035272105478189535
COL7A1,-0.027776343243037255,-0.005150932488693338,-0.11974683955524017,-0.0028241291639697587
CALR,0.0474537141319617,0.1178011359829906,-0.05469924741380456,-0.04815232971636251
PIGA,-0.0030647931679952624,0.05454772233741105,0.055041380284003634,0.02639856716860165
CD200,0.055098451398814655,0.018172739038687637,0.03666901311085361,0.03471298283598735
GRP,,,,0.0852443268125733
CDH1,0.0021311645875317,-0.02670711702166551,0.07342162053315668,-0.01167878743954086
LPL,-0.06065765277726496,0.004853869985137464,-0.021079762622654347,0.029418561985944502
SEMA5A,0.028518646742920505,0.019941534032183676,0.08503324346123546,0.0384936826234175
SEMA7A,-0.022990741524442714,0.029801893943527016,0.0010089598024837219,-0.0035210944223915373
SEMA4G,-0.011692589752938418,0.09993132375518611,-0.0310852512083011,0.03959853920052907
SEMA3B,-0.011069484713217321,0.04672592009007943,0.12408895894456368,0.06046396853756671
RPH3A,0.09393229499346144,-0.03311174121824928,,-0.005630689212378078
JAG2,-0.03726253188092082,-0.024733387288356543,0.005324717981682861,-0.04189256936017674
CGN,-0.01727275051818062,-0.0431202463145787,0.004044555608246247,0.07523405250460577
GDF15,0.04915592403204995,0.07496046377491423,-0.04598241551855207,0.039817514282110986
SEMA4F,0.02443796792825422,-0.017417755614532585,0.18442746150456707,0.02651438892299255
NXPH1,0.11149567500245616,-0.03315841671161039,0.07737099904476745,0.053342822434857703
ARF1,0.08124937392788273,0.030744148974802436,0.03870256005790028,-0.030512873292136693
DSC3,,,,-0.013617260009537497
EBI3,0.0331926361597343,0.1155992112026928,0.026704356597530347,0.014085914409834872
TIMP1,-0.01520621905700167,0.001301776258185339,-0.05556191887455584,-0.057469732477326174
SEMA3C,-0.0497153878766671,0.07577751585083373,0.04455175382087279,-0.012054488994143409
GNRH2,,,,0.042202784832534534
GAS6,0.03252081426931361,-0.10139658269988833,-0.09939444016084696,0.04900998915167171
MEPE,,,,-0.01881689991756681
SERPINE1,-0.03946418947196059,0.05608261666886966,0.044763189206818085,-0.042520102194175784
RSPO2,0.007446360820937207,,,-0.010437199138754938
SHBG,-0.02042258665190793,-0.04406850507758799,0.009615614171210944,-0.028549360750041098
LGALS3BP,0.07538574546841728,0.03189686472597661,0.05454456357871011,0.033983549541265326
LAMB1,-0.006877470115951581,0.11987418281343497,-0.06328470219038679,-0.0597374909761813
SPTBN2,-0.02498795124193804,0.02457991130836255,0.10668630616626552,0.04379697769056907
COL1A2,0.003411791009355384,0.09477595014947332,0.0935516684526825,-0.06396088385856906
DEFB1,,,,0.07274228375137021
CEACAM16,,0.02612971239146066,,
WNT11,,,,-0.018071808751115272
LGALS1,-0.12615697066492132,-0.036492699832146265,-0.10208719690216553,-0.1142457282581251
BCAN,0.0799490401541242,0.09022088184653755,0.18553479482719784,0.07773092715859484
ANOS1,0.0841529684249983,-0.09571619645286619,0.04785344479194152,0.10991476797163172
EDA,0.10676773000020053,0.019355962164006767,0.01276015543534435,-0.02684613077439671
FGF22,,,,0.006697715161711698
SHANK1,-0.02166644239076003,,,0.04612517310852157
RAET1G,,,,0.007762395212786084
TGFB1,0.06269715951943465,0.14149190479597606,0.004382298562933263,-0.00925520472726297
MSTN,0.012672878932927826,0.014812308235322586,0.13989030944702288,0.05782288275600236
WNT4,,,,0.05022158229398708
TNFSF4,0.038308644752829205,0.08932543591533343,-0.02503561658466443,0.04018258463574031
NTN1,-0.003560764843777558,0.0703923892646296,0.004129018981154998,0.06833267470900595
CXCL12,-0.03775323837309515,-0.009375659673320023,-0.002510015106975311,-0.019003445822661856
GNRH1,0.03906161985226658,0.01217051326357921,0.08517953276592008,0.03906364501367474
RIMS1,-0.023231057196620303,,0.012662946403747115,-0.02936398437568194
FGF14,-0.014361791315907516,0.06628780752142091,-0.03369766412894982,0.07257047365066786
IGF1,0.008834386004869632,0.005083050776604747,0.19662860420793402,0.03558857938702956
TNFSF10,-0.03215271503520443,0.07926742008337442,0.0465665446740685,0.040241688618853196
GDF5,-0.01817843887944299,,,-0.014911795646381693
RGMA,0.04613240344347842,0.07311357034877126,0.13446559824924534,0.10578842127270029
WNT16,-0.01996353996600114,,,0.06572601843407996
CX3CL1,0.03408864783705919,0.11235307608462185,0.014361155283828525,0.028873488054627843
FGF1,-0.001416981401538853,-0.05003765253667956,-0.020224023364186453,-0.004856141441125846
ALOX5AP,-0.010354918359978952,-0.12777115024901886,0.1121508863581234,0.006679799769505848
IL1RN,0.09930783161045338,-0.019244458896232084,-0.05204897154399281,0.06944638730504124
NPW,,0.06725983874711018,0.07192413150876407,-0.020650525104823507
CXCL9,-0.049182757681377684,,-0.01257331159565339,-0.04255902925843338
ANGPTL4,-0.016514526401158656,0.02838764190298003,-0.03247094167887084,-0.046247481686160975
UCN2,,-0.006099996849017137,,
OBP2A,,-0.01108108905664923,,-0.015295742434129844
COL4A3,,,,0.04058238919169448
NRG3,0.06675032311320052,,-0.03249940566063147,0.03689678693845051
IL23A,,-0.05533506926868206,-0.015763664529562793,0.18943938056189424
COLQ,0.08289131852356452,-0.06738976780153742,-0.06904400239490988,0.026028071139543356
TNFSF12,-0.012602229877595572,-0.036119601493845965,-0.05756969431644517,0.02108031228114941
DKK2,,,,-0.008230968349706944
FYN,-0.041888045409260596,-0.03599727463701504,0.06150739065201812,0.07314027825745506
ACE,0.03759781004718921,0.12817686926319735,0.009572101936562374,-0.04308815173032217
IL18,-0.027853819283589598,-0.08954715770385441,0.011952008488826786,0.08543902467859754
CCL27,0.1846876519028575,-0.005268380739828721,-0.01628224276883116,0.085962033745293
SERPING1,0.028724168639300655,0.00857808470937276,-0.006128760874751845,0.01162161848868584
AZGP1,0.0577187091510527,0.029048211136339264,,0.013816601365125582
INHA,0.049820801066381384,0.07953886800952577,0.008816966280354926,0.07105830631306684
SEMA3G,-0.027938359363192503,-0.044273648122924156,-0.060978599470073794,0.021331164640452743
COL6A1,-0.049709406323265655,0.1423166723152136,-0.06914327786773054,-0.08827667994833503
FGF17,,,,-0.014572151234663523
TNFSF8,-0.019992349602223,-0.05771792051561564,,-0.03393762720226115
FGF20,0.10040785501612084,,0.11109566101328784,-0.025086971460250653
ICAM3,0.0159361585509124,-0.04731562633237262,0.024981598114592832,-0.04908791104124041
LAMA4,-0.00537320521889147,0.07130090711995958,-0.03641392813308466,-0.00653794241665978
DLL4,-0.025003799689054047,0.09709673621411304,-0.002987304622920423,-0.007675148663987291
SEMA3A,-0.03875808864969634,0.06959652694717186,,0.12144197107693944
RLN2,,0.02974771571393034,,-0.016817897404509473
C5,-0.03720802297581001,0.03781108497992088,0.005213997361242405,0.07736654178534348
COMP,,,,0.11963636324951053
C1QA,-0.06391333888434603,-0.06168438465376932,0.04351442379520144,0.03956900356723898
UTS2B,-0.01695392757056471,,0.06599911530842671,0.02864478899704989
COL9A3,0.041500954363030446,-0.03146453473122558,-0.14897079375386926,0.051283060901571614
DLK1,,0.052124264586579275,,
HGF,0.002732450438759259,0.05306170508052892,0.05375698203128502,0.013004034337203393
P4HB,0.06552068010410363,-0.01843236210071976,0.02386147956846788,-0.057676549546928954
ADCYAP1,0.03063664827196562,,0.05575121711940204,0.0736124380936652
GREM1,-0.06124757634961707,0.022720940200822316,0.03158324224302478,-0.00031364497459531577
EGF,0.1328047110751242,-0.016718994280245175,-0.03934360316610003,0.05143584821211421
VEGFB,-0.01455270049851068,0.10122213334730783,0.016622894807552836,0.01220405786595278
FARP2,0.04017972355936202,0.08480191683764446,0.03012549822561857,-0.008131967082878206
LAMA2,0.007817452885800416,0.07754436527293464,0.09768944847197197,-0.009943409995722559
NRG1,,0.057111479674683184,-0.00571471204232048,0.08105460870450032
SPINK1,,,,-0.023443463619129593
EFEMP2,0.029977680574379176,0.019649145905419944,0.025153962241673454,0.05578603834836619
SELPLG,0.025265541829677808,0.0526427947601042,0.05266065836323859,0.06942174712175211
HLA-E,0.052987742589862045,-0.037988408515748966,-0.043821456855580504,-0.024262488979945845
PTN,0.06717121719324136,0.02614197424986521,-0.10583805458276202,0.07145836451642071
CD274,0.004139557221197303,0.2355464622127527,0.041359753894621765,0.042891472430784984
FGF10,,-0.05122963052183149,,
CD14,-0.030711741778499953,-0.11411280229315836,0.16054216685552997,0.0459449150445044
SFTPD,,-0.05593851435744545,-0.02277119411095269,0.08403704949525573
