,UKF248,UKF251,UKF260,UKF269,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,-0.006966979253882898,,,,,,,,-0.004209172104563045,,0.01788711429926459,,
BMP1,0.03236213892715141,0.006393136406276647,-0.01689335283103071,0.0021669029241193826,0.05645901049750487,0.07804866943586822,0.04129307251656657,-0.04778855525198362,0.06578794006713842,-0.02259395582845573,-0.05045205943890768,0.08560383640177524,0.015480945353194275,0.030759846571025668,0.07662218462909531,-0.11843343343500705
NDP,0.0390590953452398,0.04878233307998618,0.006309239037571239,0.005563006065452782,0.002932194182400769,0.07062152534753825,0.03691783115800119,0.02343828273210811,0.010861999920321356,0.034972880035525115,0.06381847761689856,0.03738780871111812,-0.02230157231695282,0.0165611484119006,-0.010388229602090989,-0.00022627907136561152
TNFSF18,0.04759526525418577,0.021333791037764255,,0.049573610062989916,,,,0.07404622111438254,,,,0.008202554028774485,,0.0931914433660162,0.1325431133477359,
IL36G,,,,,,,-0.03200581254149724,,,,,,,,,
RTN4,0.022950961518564624,-0.0253849435018206,-0.010574598486806589,0.028548036523267064,-0.04877450647953524,0.06314252773392123,-0.06558885665358169,0.003626861121346402,-0.03638860881362806,0.014500793604043478,-0.042438911575604116,-0.09293635862861814,0.0624357632360679,0.012940266216861373,-0.07202513252681354,0.07140541059210755
HEBP1,0.05803449790609045,0.011929212277787267,-0.03990405490670013,-0.06937654766292893,0.0368695130391002,-0.031159416405699063,0.029834297189435748,0.07550587320217665,0.07872197720608698,0.05378629333455556,0.027214865156402264,7.194940619705783e-05,0.049814165270000606,0.057476643772693924,-0.05447932031149084,-0.006214650139695743
WNT7B,0.0340691493049231,-0.0027656076531556396,0.08248621151251068,0.0023188852628078177,-0.02307908308021749,,-0.028517593857972763,,-0.0388755244809861,-0.029757663961540514,0.06019639312102635,-0.0022405056670715584,0.04403193359527845,0.0672676090135883,0.06536308108417459,-0.0027511180537789066
PTMA,-0.0214990044067811,-0.05052080856517319,0.0053616704428384974,0.01494961812047983,-0.027770072574213774,-0.054525130782330344,0.030783145566208352,0.03621157661240107,-0.14548178793362085,-0.06965373112708483,-0.03402710286429057,-0.031167600036347033,-0.040784577040087006,-0.019217265677363423,0.06907450132832131,-0.05288905068362452
FASLG,,,,,,,,,,,,,,-0.021597240199215346,,
CEACAM1,0.02629113759845523,-0.00614051281968761,-0.0028611091723620427,-0.03474533679117346,,,,0.017161212155698883,-0.03486419303736159,0.1453666150830827,0.024023907151503696,0.0690590869030682,-0.03233262618121201,0.043378367584194014,,
PDAP1,-0.006463551730720757,-0.0035732443474822692,-0.021603905720600263,0.001270629604914698,-0.015177646039169563,-0.04873999460420092,0.028505021726449895,0.03404661112031069,0.0950614255770822,-0.014142233996570382,-0.0013803149723150105,-0.00795777110664486,-0.030211581719756447,0.03113833071132792,0.035671747730922444,-0.014845136876231166
QDPR,0.01321269397643819,0.06425114807600243,0.032915733481565915,-0.04634341238355808,-0.013556091608837546,-0.07042035336254325,-0.0116090263082177,0.10883811794062331,-0.17153914108667587,0.04561991520936757,0.0834014809746451,-0.000533320694421439,0.03490498695250452,0.06673867900383074,-0.11030787367718622,-0.06926560361363193
POMC,0.009035337949046346,0.004927545316643435,-0.010774729500915247,-0.01144758055539922,0.033883572509287994,0.01284646867562784,-0.03331153412898268,0.03995891971134217,0.01650273534086343,0.04682628043238725,-0.006514140143930817,0.0872428970543767,-0.05743399543464195,0.08601113001514137,0.019899454183108293,-0.059636180759079234
CCL18,-0.012954347193963286,,,,,-0.06725646501387873,,,-0.024719286085809925,-0.041485242865271,0.0035384476901726227,,-0.0219429171287939,,,
CCL17,,,,,0.05476126844073952,,-0.016638661586827426,,,0.0033901915886957374,-0.023360345294281708,0.018718961378474053,,-0.017615477941615023,,
VEGFD,0.06454972136198112,-0.03230657025820316,0.007117103852702056,-0.036804857405382974,-0.020953092129942726,0.03170780566018485,-0.003391578673318146,-0.028763499170130834,,,0.025623750605375174,0.11344457762917806,,,,
TNFSF13,0.00817891788106997,,,,,,,,,0.05111468821394555,-0.0007362146783048362,0.09280602046363615,0.02180249639195191,-0.01900803307801527,0.05005745130300933,
WNT5A,0.012051716786731823,-0.01655604080130724,-0.02245526545390632,-0.05288419300353798,0.03216311453529602,0.04508527051220011,-0.01929101238339593,-0.09664430990906071,0.02456984466611229,0.03950877780676426,-0.0481934411161189,0.05094550474067819,0.07766397434011188,0.05288774527346001,0.08228568591059057,-0.030733264172156695
CXCL8,-0.03499811543166595,-0.03828723257336456,0.025835165143276464,-0.005191135779322743,-0.01951243046213727,-0.04530043160093137,0.05602134676093945,0.03603917068142839,0.07807308200604439,-0.03423206244567873,-0.11955091450656433,0.009539644681936563,-0.04604135122227866,0.08468556788854155,0.0863233799475186,-0.07110827770457112
GRN,0.009015874431901846,-0.04058630577082184,-0.08270388069928081,0.005017033016784275,0.0012933767668408605,-0.04071176799966731,-0.08739189289111754,-0.01874110795629168,0.06581536498406633,0.003994815477522691,-0.030903523868483156,0.0804050372177109,-0.020994768942588258,-0.04870419482589443,-0.005544073378260762,0.04742751020178125
MIA,0.0023737874011385894,0.04754777100960515,-0.023756615785741085,0.011915456391647287,-0.023829729617694948,,0.07841614321332854,-0.024406937261524004,0.0002964558829586795,0.023897214998001518,0.11694748742586085,0.04712446878951088,-0.11684143754505778,0.07248138967247544,0.16038512297633323,
COL4A4,-0.010681849292633279,-0.03698023173490306,0.051745512342013564,0.039067958088094754,-0.032328142323463545,,-0.026383683213004668,0.010114331069842256,-0.03125290123426993,0.06775296853957095,0.034083745574727584,-0.06249576456305055,0.05776128124033604,-0.029127522762141807,-0.05534360727154043,
TAC1,-0.018783312027027165,-0.01687650886890235,0.011553102664872864,0.007666231798284085,-0.015631413223377483,0.014292899214377744,0.010383840916665978,,,,,,0.04868963438495909,-0.04114020991437965,-0.02362378692426698,0.028032486345202147
RARRES2,-0.018900294980638218,-0.011059068558710501,0.01451276748116404,-0.010024667486514862,-0.009642776265956323,-0.005089309496579839,0.1074621555248862,0.07105782151922158,0.10437098356907185,-0.05358197119197727,-0.04390801239191068,-0.021096274684156712,0.0042715042817136565,-0.012597306867233657,0.06994383699226997,-0.010500996650994862
FGF7,,-0.02356743671035075,-0.020512850329540172,0.010134316470714947,0.001488860725993684,0.008531938233276729,0.0005867812514850109,0.04381578479205931,0.036865860271275655,0.02529855532301483,-0.01243432747705542,0.03831453539940214,0.06500338223313952,0.05461981396763056,0.006879823548011152,0.08828464320642801
EFNA2,,,,,,,,,,,0.07901817366852998,,,,,
HBEGF,0.024843774661019533,-0.024289682288198663,0.005145531954313581,0.0237017342150346,0.025644467946234466,-0.07610505088797155,0.03795822397209859,-0.013395063658603877,0.007853977105698323,-0.05431203798812883,0.01862708720373955,0.02886547677362951,0.05220015773616071,0.030702721077766715,0.15633872260962303,-0.021110163914046794
CSF3,,,0.020009599997435346,0.043559388371719784,,,,,,-0.03580923628028543,-0.0718625444209599,,-0.06034428899822633,-0.01947562438504148,0.03273569460171261,
PI3,-0.05338113307908727,,0.02064905029054493,0.05309607374718658,,,,,,-0.06752728352131458,-0.12973742348112835,0.07051612531797288,-0.07767381150923565,0.05267896596109379,0.12078467081189719,
PCSK1N,-0.03919894506016915,0.05274429823778822,-0.005870053086667244,-0.009164438292115083,-0.04137357273541173,0.09153462013107971,-0.0401501811407807,0.012060585685074796,0.00573531043382256,0.05285453859730205,0.004306346413610592,0.008432055671110128,0.021527656417767185,0.008349116813085077,-0.07589259446392928,-0.02555845306076907
NTS,,,-0.017840338461758063,0.0030391253271431578,-0.026704493500053078,0.0142117495474009,,,,0.03878539142744152,0.11520659280193403,,0.11505619577813034,0.03429490933127459,,
SFRP1,0.05624772461579122,0.04264629921745126,-0.03948861096743431,0.07870002003822191,0.0030802576414196625,-0.021652729221451093,0.004655011732395797,0.04933385477053621,0.04354503881095618,0.07136783593559486,0.008317875900553749,-0.029523936517484462,0.04256428829749764,-0.010757575759742642,0.1075326135119989,0.10156946324664409
CXCL13,,-0.004819781281942529,-0.02066777871015755,,,,,,,0.0011730872710170998,-0.04403956011185371,,0.0003518114718810507,,0.07277362639864737,
MICA,0.007888646309174437,-0.020299048287491097,0.03167666354285977,0.010124942483328942,-0.05441148885643028,0.07713868063503553,0.08038788606006879,-0.02905474034778404,0.07792463982209878,0.07177269680998878,0.008222175116280463,0.057097579510055806,0.06058800202563468,0.08697232169712552,0.05194944859628611,0.03495934392782956
TG,0.030247664133603032,-0.029770563841339755,-0.0008727213977322644,0.001809247130001025,-0.020672681362734997,,-0.015025261742604505,0.008373072171674231,0.03089418334074018,0.010315272084841304,0.10791458287973489,,-0.000807066971834579,0.014693236072343683,0.029647697406708442,
