,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,ZH8811Bbulk
IGFL3,,,,,,-0.013231782459339776,,
BMP1,0.020426636772238514,0.020661144048144574,-0.06588105597262514,0.030696938768591323,0.09904932624731344,0.08703559374552193,-0.01210030648455655,0.02702192859740107
NDP,0.07517748837923026,-0.0027912906815956567,-0.03716622535938695,-0.032399182192059596,-0.0108534910474861,0.032034453497263304,0.0005157568208227062,0.03360260625598824
TNFSF18,-0.019872584944846474,-0.01633734191928898,-0.011417735920833115,,0.04921412437668909,0.07969849520373978,-0.012622089446573373,
RTN4,-0.0355108686173372,-0.003586727625043986,0.043541662801609746,0.012281516106714758,-0.1542648395208174,-0.09404093269686524,0.018715793619497028,0.008794112795545785
HEBP1,-0.0030249171465998883,0.03147726360879867,0.06334469331193637,-0.02465270586901756,0.09966316097005432,0.02513309404636584,-0.0027578373551975493,0.03137194960216196
WNT7B,0.035249857217034775,0.04905922568027092,-0.015709239525174813,0.05063553914972719,0.009149832263842486,-0.025354623632372272,-0.0015191590769049954,0.02252913353694846
PTMA,-0.07372357324876096,0.024424608021712396,-0.025568289563572624,0.0582046109366371,0.1773581891763992,-0.06143448412814064,-0.015795988451448164,-0.01638580438148703
CEACAM1,,0.09827434737986161,-0.012055896488437145,-0.01546648073634749,,-0.010707181338134962,0.05232313794707757,0.012920139288823441
PDAP1,0.04353705975949842,-0.003400716823565966,0.002678273722437113,0.02814512580866037,0.07119842532313951,0.12279390106579174,0.030880043959370072,-0.00023848900603044748
QDPR,0.06608255380564683,0.0410463551394242,-0.009163481531801779,0.0050997201684627475,-0.06614090556344501,-0.08799794364081467,0.06733947767427616,0.047916117613244255
POMC,-0.021816535044680146,0.04381248968108686,-0.021421404630910947,-0.010939079272875109,0.03032691433657941,-0.010028921353891355,-0.014645674462481979,0.03894433289963674
CCL18,-0.02665077041896611,-0.008263963468604127,,,,,,0.05902479796159267
CCL17,,,,0.010116168559945002,,,0.16086846339989616,-0.021243757893112242
VEGFD,-0.03002762864830213,0.008687574520028088,-0.01726765295281577,-0.008208205284859323,,0.014135254228114473,-0.01677198578689285,-0.014716199527839858
TNFSF13,,-0.028312843521228412,,-0.013326836700940576,-0.016454360629477208,,,0.01313901017974186
WNT5A,-0.010885901012212,-0.03820398313749551,0.004286678817118032,-0.03524963698535196,0.17227987419398647,0.02808369475712484,0.027091196175360426,0.0754265418134214
CXCL8,-0.04109709719673769,-0.051306509586878636,-0.016168406738585335,0.02899585914848332,-0.00772910899709857,0.0018602758336521115,-0.01954230018631611,-0.027412520378124167
GRN,0.06092689631474306,0.0008345705614410565,0.066712146697236,0.016240150928445447,0.05697270587700648,0.05621851241850328,0.009313566200017737,-0.04906668268017987
MIA,-0.0022344020492151805,0.017894056332775816,-0.015356642960508524,0.00642236668276287,-0.016936998143688577,0.008153114921437101,0.05264295800839266,0.07651654210132433
COL4A4,0.08626059568728756,0.01849724545159792,0.06813632611591253,0.019169600423742564,0.14851626901798182,-0.013038939482414861,-0.016435346959405277,-0.02356293645302848
TAC1,0.02501505316382589,0.07095456235306136,0.021001081991248498,0.004675937574437997,-0.11649161807687156,-0.060588936650212116,0.01804458487196621,
RARRES2,-0.08674741477022091,-0.004674437771334648,0.01492026923198227,0.04125350819216231,0.03602235223596497,0.09882512413162797,0.017889004414970384,0.008396035188425216
FGF7,0.014409342470260442,,0.08391735892587074,0.01870624250700297,0.031113120620568348,0.07402971109929354,-0.028746348184613853,-0.029611412114732078
EFNA2,,,,,,,,-0.013986762797855025
HBEGF,0.003459740082277463,-0.01140624567712594,0.024680970849404318,0.004394591528434796,0.15423762506687475,0.041420638972122385,-0.03404104927922636,0.07803792386239931
CSF3,-0.030228024753570726,,,0.13076152367324598,,0.04058253271495556,,-0.00757344244830052
PI3,-0.01882203665162699,-0.03947128149873328,,0.03660603495206726,,-0.015533292400067922,,-0.06274032817993826
PCSK1N,0.04488755162332965,0.05905532085527107,-0.03951852766046384,-0.03145489088400355,-0.021749935148583678,-0.051430842241497465,0.019928414934505922,0.0018474888028807228
NTS,,,,,-0.019111927075183627,0.027987445153865087,0.042413951312649245,-0.017040216293189556
SFRP1,0.00860691277437629,-0.02201534958976359,-0.008050237198276751,0.10460984522714929,0.052149746409530365,-0.021859823578425475,-0.03486211516793087,-0.037092452574817796
CXCL13,,,-0.02915219202316253,,,,,0.03889621978636294
MICA,-0.035543025869144804,-0.03978567681397286,0.011887481129030732,0.056067371390856456,-0.031643219299119694,0.03419683518625936,-0.0013411695770560023,0.002480515710491171
TG,-0.024096560477488316,-0.02074210109715447,-0.016393590150347106,0.06217334314794281,-0.0049246800249300735,-0.01664926682781837,-0.01585967376764452,-0.020986889140607874
ADA,-0.0011869473797132574,-0.016079215178677633,-0.023096432413513255,-0.00911944539354902,0.07079605875890674,0.04289976674114466,0.012548868090954594,0.02816747309480686
LAMC3,0.035067733742799964,0.0038493747104381116,0.014494269011516748,-0.06446382755565948,0.12272790367529324,0.051096505740905906,-0.012869682352628808,0.02066192958812685
CCL7,,-0.023865079168482885,,-0.01315301148653251,,,,
NGF,0.11558312889907736,-0.0409751558142607,,-0.03013690875251007,0.10007411914771502,,,-0.013798757174725177
TNFSF15,0.004644380904436444,,,-0.01464652159580512,0.04949634332569055,,,
HMGB1,0.07059289188662073,0.02629421442525152,-0.027627847098741345,-0.007785398049042815,0.10521334293277512,0.11322797576071168,0.04161397097040915,-0.12545432318422783
ITGB3BP,-0.06103792455430351,-0.0652670507792311,-0.028587964289735444,0.07284787255871436,0.1270946382460437,0.10836937281400122,-0.05944999848815551,-0.015534496498197969
AANAT,0.11566175797550127,0.09657485615360681,,-0.013326838123288491,,-0.01244341551534497,-0.014262697303464704,0.024325524224792828
RELN,-0.01092762522294926,-0.011759817240199972,-0.03847037691425044,-0.023132406502710354,-0.07603775787761262,-0.03651288536864908,0.00515148901566492,
IL15,0.008004922921393065,0.007066342559116136,0.09200995850030103,0.0017584991879369943,-0.018188138071137498,0.05783012052627248,-0.04045520577072669,-0.02179484256785853
UTS2,,,,,,-0.0410464014750114,,
BSG,-0.06669609381193904,0.007698530738673306,0.0011814721806528681,0.04509109013733829,0.03447922699814328,0.059736076284119095,-0.00320271080180185,-0.015712595601307514
ADAMTS3,0.07087384137657461,-0.02092179495974301,-0.005317612969202678,0.058222228263609094,-0.016662270921840916,0.09572692027024346,0.04781504359931446,0.08242094603867399
CD34,0.022305355686112204,-0.019068175706046023,0.07788638270309478,-0.04397742018908998,0.03088170023486988,-0.025324615784411985,-0.002908113791369544,0.075857344904205
CCL23,,,,,,-0.014158631594259584,,
PLAT,0.07181501363125706,0.005141141031042146,0.02687805264727681,-0.06717903341119073,0.12690784266100266,0.08938839036550404,-0.04596794143790377,0.03876494168510145
NTF3,,,,,,,,0.011987242767882714
LTA,,,-0.012055897725588065,0.017807988306416875,,,-0.013736463908757535,
CKLF,0.0383588286447493,-0.034294234878182964,3.4793690020707388e-06,-0.03202642044083691,0.10056671073326366,0.08487328666503208,0.03684843295829911,0.03197118724705351
CD24,-0.05452373394837312,-0.0336819421382256,-0.04443268705258404,0.06082166490952909,0.07962116958381509,0.07119749276039122,0.007875721652253514,0.017262107301032302
HSP90AA1,0.015517746026983015,0.031772495801503056,0.007828452490355369,-0.04514513815943551,-0.11413791868481157,-0.09103117938315392,0.039575708913965876,-0.07100472659683814
BMP4,-0.00501653667923394,-0.0013140418133180186,-0.012779958305916658,-0.017461731772826658,0.13481106271264287,0.023468844055483357,-0.00206067612675284,0.00760940781709446
SCGB3A1,,0.020339684029113226,,,-0.023217479928920776,,,-0.026774258291823068
IGFBP4,0.03178964929102612,-0.011819908281919792,0.03640431823779206,-0.03339313095354859,0.11792302777566786,0.04215928182333641,-0.004381842861984555,0.004875731972586804
RSPO4,-0.02127448200271402,,-0.019489735583127124,0.02225200157724272,,,-0.01597634378052218,
LEFTY2,-0.035634894972209896,-0.01623804104423191,0.0411461767220809,-0.03766743847148693,0.09733538287376058,0.024979555422004696,0.020693665419048525,0.05875688326412032
PF4,,0.0313006880704459,-0.010966477549302144,-0.01147574339222201,,,,-0.01281983645293361
ANGPTL2,-0.021223320603226768,-0.0068975417884527945,-0.020713017473424175,0.049489972194568015,0.170535144004701,0.028010052337455734,-0.04148935249085332,0.025277767120837888
LRIG2,0.024698986277089482,0.014925568553090544,0.007816616815711816,0.0030749307663359778,0.11496977106241932,0.03893678479097008,-0.025806987320902294,-0.032846999215936784
ICOSLG,-0.05928873223205216,0.01311171899180527,-0.011736891898049879,0.04681391855498494,0.038647084914246496,0.02128069485167236,0.001774045696644841,0.032429239343992215
WIF1,0.0364541219365624,-0.0278602975873781,,,-0.12392236256948382,-0.053675197982140224,-0.012328566084821505,
NPPC,-0.043418124783056,-0.012001064734359615,,0.03057074331368483,-0.044542653166583,0.06830977685303552,0.000445561948487934,0.02769033843686519
LYZ,0.0553549840117511,-0.03982889872627951,-0.026520188872662765,-0.005831407974760397,0.06057940792686635,0.0685201020611368,-0.005363116076241603,0.053280003540506785
EREG,,,,,,,,-0.04073558036256132
SPTAN1,0.04034762915008836,0.05056147575038459,-0.05830293690443369,-0.039840637781541184,-0.02490282924706392,-0.03915068802593508,0.047884084593068824,-0.022910327644618127
LIPC,0.02800785533592067,-0.01863835231506677,0.0033690081056014383,-0.0206227655588111,-0.028205138466409933,0.017238461879777973,-0.029869401691816518,
COL8A1,0.011893729946570255,-0.029937350564610384,0.01627703972833491,-0.008768118160258864,0.13911376211753668,0.02228754490299157,0.013857111324345408,0.06081302575248604
GSTM2,0.041577206596703345,-0.02342958418933917,-0.010071949310593277,-0.008094402930940697,0.08257678339977881,0.03834247106380482,0.03481376934593323,-0.029057567441669156
SPX,0.1352190774861196,0.07379800960208914,-0.028298776601689817,0.04458520829906909,-0.04250064049992674,-0.006690635031782913,-0.008160313283842547,0.009491600961523456
