,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1
RAET1G,,,,,,,,,,,,,,,,,,,,-0.001860836610777504
TGFB1,0.0040504196121022035,0.05584948696713131,-0.029926910235204572,-0.026675085628586243,0.02612316965575541,0.03523385415963477,,-0.05266002944379302,0.03491733093970783,-0.04130268927997354,0.05294653350110719,0.018066847020756907,-0.044005786281804966,-0.050713658377766827,-0.017439224055307193,0.0010293022018392983,0.033850299514504655,-0.042435144041482374,0.06049230587021574,-0.0313625931896076
MSTN,0.0435571063231734,-0.0014312539979001839,0.011671687744590648,,-0.014350847147534205,0.01309530824039947,-0.029109376484330148,0.09089110234226219,0.0008504036117016796,0.08098082976042172,,0.04236491968755685,0.019374332953390493,0.06151965332027315,0.06849864280182952,0.06678752305042938,-0.04242618871444794,0.026150614054899976,,-0.021352433784954317
WNT4,,0.1293877976695389,-0.020510448704738966,0.0042307947520107735,,-0.033924909153435726,0.017913599452591404,0.0020824014528328942,-0.026156087648894755,0.03329075840779188,-0.02224454160099192,-0.0037211710151298966,,,0.09031279539351222,-0.02178930652995798,-0.031447788982029004,0.024014484055359667,,0.04187175725923462
TNFSF4,-0.022740895938179236,-0.020133615537911397,-0.007966953370914905,-0.037942566906639476,-0.03581214840459244,0.003437845974346295,-0.018641178359860566,0.009521968913816124,-0.04475337627642622,-0.01982856978049901,-0.026612584444141114,-0.030205441335763687,-0.02404318841713187,-0.04236696001815782,0.07092855093354306,-0.012048647356041256,0.017936169707381162,-0.007231115765180909,,-0.03319739004417293
NTN1,0.04441348686856964,-0.05659777954716304,0.040210763519667625,0.03892377857195061,0.035808168974295104,-0.037235515491987586,-0.011878874542993537,0.11358928575023114,-0.04415985612693207,-0.0014563320845919563,0.016626234570926983,-0.02380730781703414,-0.017078860146234276,0.05359299941801223,-0.006918912988025337,0.044365929326391274,0.042485565770594445,-0.03714485762013594,0.13442029611262377,0.05313460101759703
CXCL12,-0.05244929634714212,0.06902033415320369,-0.02915027039615056,0.005484505133669232,-0.03905304273181781,0.12523847476026576,-0.05373062786391701,-0.01676625727341203,0.023565129161412363,0.04729112340889979,-0.02105604048356868,0.04745490849950158,-0.03969357406001157,-0.08211312121060756,-0.013309262513635527,-0.05471760136017192,0.021581541041132093,-0.05375928546875407,0.07532527390504674,-0.027191707077171695
GNRH1,-0.041647453620580026,-0.030609042969619867,0.04550818777479106,0.0057005928347603155,-0.028454689553916113,0.030219505168623526,0.031531072529002585,0.025400230667128265,-0.004685706443660588,0.018764757699644054,0.048533206481401636,0.050296350218295975,0.0719210060409092,0.0751577119696655,-0.007997656155423824,-0.04146357534499132,-0.03186670739935875,-0.03883050627079742,,-0.018267208443637956
FGF8,,,,,,,-0.0040027204283554045,,,,,,,,0.05572756783761766,0.047399559436445575,,-0.0010188229942290484,,
RIMS1,0.0881914060678614,0.043716441333197055,0.0315079436358019,0.08568604808442354,-0.021809623359341036,0.11296930371068681,-0.03378644071254391,-0.058639060005852325,0.014435978726662165,0.06824454037525757,0.0663744435548243,-0.05322424070967072,,-0.04465376875606242,0.002675984502926286,0.014870739037271456,-0.009716150955596695,-0.01565882513508091,0.057065567708360056,0.01176117725883119
FGF14,0.029612679417078683,-0.035000782689853766,0.01008981525290035,0.014891968112250143,0.00673462250229002,0.03717285737628147,0.010990705341610013,0.027263276995849958,0.0328393121747783,0.05091239123746824,0.07519724065554217,-0.039161066458626756,-0.07415869727917213,0.04777964460302228,0.09699096301496432,0.054560811444959,0.10140183871636113,0.038123178110452724,0.0038983114495715655,-0.04114957464344833
IGF1,0.016416541468261884,-0.018353038963146297,0.05590756046715694,-0.036180658823327695,-0.0284698852912579,-0.0008691427460437717,-0.019053979902410423,0.02011584229676661,-0.011252355169252567,0.1133686794097909,-0.014152889013696875,0.009292441301669653,0.06729112409960872,-0.026682835882913657,0.025014799226190956,0.11093150350951368,-0.03400593158165243,-0.027560836607338154,0.00042242470386178127,0.0989492746749278
TNFSF10,-0.020040758104072992,-0.05808039592079535,0.0037574813843928565,0.011825737117442819,0.017337857093050805,0.08780870838027828,0.013351751072892201,0.04629051530844844,0.03708777093618428,0.0056839040512380885,-0.0056006754377623084,-0.03989531372033897,0.05296796114641964,-0.03140420134770028,0.051859334469646634,-0.004302801327934134,0.06167358656407662,-0.00808892417565898,-0.05518810195702538,0.08032718515452486
GDF5,-0.027098433343678074,-0.012445221043123273,-0.03144321517839676,,,-0.02475152061381117,-0.01796939492245424,-0.042837143539498475,,0.045277273838821436,-0.035695280758483154,-0.014799234814387446,,,0.015633002892874608,0.017016258500827747,0.0412454771620237,-0.004438733931310527,,-0.00013222309043583305
CHAD,,,,-0.0011470540314186658,,0.04272308100151138,0.020533670976825243,,,0.014767543489709404,,,,,0.05147851036765919,-0.0031129059221846078,0.03743276816788292,-0.009717410737816318,0.002440978433822558,
RGMA,0.02953346007972542,-0.03583833059477635,0.023120140017116462,0.027340270013150644,0.007052229355230997,0.0018385736334652727,-0.01016241528823377,0.08799958622359444,0.020177841057781035,-0.007751079250492976,-0.011342571039556866,0.010484802807079323,-0.14475188832333385,0.017719044913275465,0.09663633610443,0.0529537922138504,-0.008384509005228951,-0.005908836235216882,0.0848365762768287,0.03682888506099009
CLEC3A,,,,,,,,,,0.06440054961499145,,,,,,,,,,
WNT16,0.02681179026005632,0.04235218368944977,-0.02466873846271203,0.003412152588500043,0.009233433688071719,0.007327642446596221,-0.020931561381512653,-0.01906555746822663,0.04784549927244975,0.018188010446253945,0.06862425205087158,,,,,,-0.012366506257265809,0.04169811542165374,,0.04026165066337292
CX3CL1,0.05019795761778711,-0.012354578099204257,-0.0059268275322250695,0.0719426331900174,0.010205862209972476,0.03136439180536199,-0.06220641596646793,0.003858733089690499,0.023430800243153655,0.022621210878953846,0.09325877388559194,-0.02356919516812025,-0.00136336744668291,-0.051078929271422914,0.10385223043492511,0.021700876824371156,0.09731381712336983,-0.04821235666060253,-0.06435114009682212,-0.001909285415772389
FGF1,-0.06347323169441323,-0.050905860369270826,-0.030867102497967435,0.029713418496589945,-0.025069573128707046,0.12953184852805416,-0.014545073950882267,-0.06354269380358428,0.00822908928546129,-0.04216624107509098,-0.09863449242137486,0.019342981229077214,-0.09179753736316065,-0.04196511007176924,-0.0128766308832606,0.08947997101254124,-0.019159940129018643,-0.055283889396848356,-0.022105182618450854,0.07139214513823162
ALOX5AP,-0.04561025147088061,-0.03156386044746021,0.033937418079534216,0.026726273387471727,-0.06068452741549108,-0.07207633437751314,-0.018927289805014545,0.033146284867009344,0.015541971130667239,0.007687103466123461,-0.11474696689568294,0.03203595543101649,0.07478469865138777,-0.052089104199344184,-0.010141626013984533,-0.06927435671013286,0.0030589840897444704,-0.04537180461669967,0.051239707264123024,-0.01177630884060184
IL1RN,0.05170000877617942,-0.017042364279401253,0.0016794019122439378,0.017420851673781313,-0.037948177497741396,-0.07273415383143127,0.06502569359122522,0.03781585522162924,0.021866689993599895,,-0.04869986763249248,-0.015893920710462618,-0.06714899686395666,0.04378032487951771,-0.05901897514700172,-0.06839990352784547,,0.003154235975257932,0.005068090109007812,-0.05458291896090451
PCSK9,,,,,,,,,,,,,,,-0.0063425419892721635,0.011713918084255044,,-0.0386064167093621,,
NPW,,0.11430852773737493,,-0.03527244618335211,0.03166907507091834,0.038626536875334974,-0.022087825296388742,,-0.02361437673585098,,,-0.017702367184601674,-0.03399629645332554,0.004528968583783198,-0.032703622757864065,-0.058148596398606804,0.10948359603170818,0.014037735887374149,,0.03686122369124917
CXCL9,-0.011559957191871466,-0.034647612474393345,0.013274835915023899,,0.0013695614480936703,0.013718450371990785,,-0.00398596030101838,0.009445709395991656,0.006201056715503456,-0.02464875972416007,,,-0.008439981172600815,,,0.028117227256212244,,,-0.07773848748101175
ANGPTL4,-0.003695059233249938,-0.04113074533921032,-0.01375435199516245,-0.021297791115198545,0.04761243227298119,-0.09207861581909407,-0.008082516396741558,-0.0004219913858290152,0.012594898112917387,0.02026684908941369,-0.019279890319693876,-0.011401416371829336,0.04108064099164308,0.001628859581203507,-0.03466237773197446,-0.10292711243530682,-0.027673479568969542,-0.03779715161059988,-0.09277946544424867,-0.03873262959761385
UCN2,,,,-0.021155923438374375,-0.014817039884836717,,,-0.011631149294734395,-0.016066205984923844,,,,-0.04142351114866833,,-0.06697649136795254,0.011690741537463575,,-0.043625058853276805,,
OBP2A,,,,,,,,,,,,,-0.009866667416913374,,,,,,,0.022740328064167425
COL4A3,,-0.0023399422528872426,-0.032734248984385386,-0.00912561539222906,-0.0027708247992064717,0.02436091242932246,,,-0.017711604617778456,-0.030629440306726097,,0.06351573758267122,,,,-0.028259445314765597,-0.018483449334309097,0.005215913849256887,,0.011156764501244967
NRG3,0.05715634211741963,0.1802586861374083,-0.0040413293540489375,0.024113953630003987,0.07882231336320498,0.08235077578665834,-0.06062991787430187,-0.023589966967683448,0.024675791468002542,-0.008388243627194357,0.15474953395131552,-0.01977454399587699,,-0.0308566785401482,0.01919692261696584,0.0571897457574631,0.031684866113753644,0.011932292717311601,0.022714924838957016,0.051578537428429876
IL23A,,0.11532690211660876,0.008088586582460502,-0.005052676587159403,0.04024357021453366,-0.06442979421512016,,0.05548940501922475,,,,0.04511040105021117,0.009096914642570625,-0.03125164873624717,0.08740858829698613,0.09133180449411873,,,,-0.028261254540021492
COLQ,0.011602381297194772,-0.03236046787114986,0.01186857353620818,-0.02526835896314266,-0.0005586626246701697,-0.034222941555842615,-0.01058711857240698,0.06392304343732597,0.0016577189792595253,-0.013933911147404403,0.09091568288928653,0.06305358135673465,0.0407723385647217,-0.0598168376384336,0.06724750397541282,0.11242369536541812,-0.04512415884365238,-0.012248268140119745,,0.055722261653931605
SCGB1A1,,,,,,,,,,,,,,,,0.08507740844010793,,-0.0007665951496883224,,
TNFSF12,0.04157603518353555,0.0910143779201422,0.00856305729215951,0.016631582281431082,-0.029666685053426557,-0.030023241940953092,-0.011399023971788083,0.03881354305206175,-0.02863779672963555,-0.036055971838558507,-0.004140244515964127,0.004429019547997604,0.0886956315299187,0.07030556046145423,0.08542762051801615,-0.044549477598214086,-0.0003617469336462147,0.008587537516223504,0.006811424772317006,-0.014388750471381438
DKK2,,-0.019497885084339465,-0.035194306085563544,,-0.015035482092162053,-0.02575384658854247,-0.01745967092217021,0.04282686065797186,-0.027345005605210745,-0.014650106188533579,0.019666846005048446,,,,0.08312956139237404,,,0.01273959959194294,0.07590503348943466,-0.02470766430953054
FYN,0.020828460459779943,-0.020088968573771317,-0.03040349001696162,0.06483090743665051,-0.013071263657399267,-0.00892434133072397,-0.025504744143718987,0.07861051609631507,-0.03497960472575378,0.04052351577532539,-0.005022019032565848,0.016093473419618615,0.007460151411648501,-0.0353811856139385,0.13694304813859784,0.12286537528376967,0.0500186771510498,0.01649526329300096,-0.0023740562450130873,0.008357050550388077
ACE,0.06233988976074934,0.03310405999065836,-0.0004483318693372706,0.06904778831133725,-0.03715642689886457,-0.024451302063021204,0.005510453292555186,0.09509317996200421,-0.026837752250513325,0.0032515545164638246,0.008961238652477355,0.018217265817086457,0.0067015969108335125,-0.019702937810268807,0.07203138948291181,0.0029995327458499092,-0.007089629351414235,0.019477356819355498,,-0.009931920759317966
IL18,-0.016159583777018326,0.09840616322754585,-0.02153570175230701,0.03727975682479154,-0.05915625759512937,0.02523315138064255,-0.010773126379764398,0.055651614376646154,0.08775838389084833,-0.003978307363349257,-0.05852806011653062,0.04096079397186497,0.08184575711799685,-0.008260312485383932,0.09410966319180034,0.06428184888504247,0.018996537510940412,-0.01009175774358663,0.040184428996049855,-0.010141538818343693
PPBP,,,,,,-0.024380022375359658,,,,,,,,,-0.055733264266373504,-0.020651300690826845,-0.0102493293766081,,,
CCL27,-0.02744990660908079,0.06356931636821636,-0.022285064245590132,0.030628933880948766,-0.0174972121557857,0.029047482908028468,,0.00983542044514931,-0.022860904643889256,-0.015091717171019722,-0.030177377342216077,0.007103324427116968,-0.012886065524087326,-0.09202766345258476,0.04858569275902466,0.06386920035837852,-0.0404071652355256,0.06409225991748657,,-0.050270118655580384
SERPING1,-0.030030081733968563,0.03207154269115866,-0.06409840845484378,-0.01950751100531993,0.029998031627761552,-0.018212728306339115,0.019561903625271312,0.07842630017805893,-0.0054159812822502,-0.05266892175938067,-0.0695758192104782,-0.056859857226684844,-0.055215232040623424,-0.0027361296823915442,0.014394662057136074,-0.04638550801374175,0.0739737163829718,-0.0011070443566740874,0.0008613824629954141,-0.033026405779848444
AZGP1,0.10508449995451923,0.08760928676168049,0.037763023129661046,0.012311711500101618,0.060894672943793894,0.02342255808367372,-0.036736145781775476,0.036166812125345414,0.006302453550870643,0.009728309609698439,-0.06417856687534987,-0.0491065094754925,0.07209670466579646,,0.1259678275774589,0.03773356376956759,0.07562283619594107,-0.024648110417070927,0.1196899241931428,0.02791135880876925
INHA,-0.037626415001665164,0.050188428736251296,0.03191685497841287,0.004369810816649525,-0.0010740071390952896,0.029854267976374284,-0.0006239649230075242,0.1024653658724363,-0.048562260057210316,-0.023251741999823217,-0.01606071939970412,0.015195760091798289,-0.016606587204485258,-0.03546025580163763,0.02039366043616541,0.07462841289358885,-0.03268963294425641,0.0029876901854462264,,0.06789735324055352
SEMA3G,-0.007787253421082176,0.07837756962863052,0.028155094654089885,,-0.027933922798521197,-0.015109438065408458,-0.03721720114465557,-0.0033426473716409015,-0.029218771930576745,0.03126913712014001,-0.018558033013543192,-0.022618598876173863,-0.061850154591597525,-0.05789635236178528,,,0.03850927536914564,-0.03952827166729898,,-0.03139984713567024
OXT,,,,,,,,,,,,,,,,,,-0.005289982397163253,,
COL6A1,0.015826629234863023,-0.031917248898646014,0.007888424310800045,-0.11037596777048017,0.017844755409946244,-0.01562761578840795,-0.0668472640473281,0.08936423750368912,-0.04329316883963737,-0.029691618347737384,0.00918167050230959,-0.0044196308876905035,0.0609514591672995,0.0015870843055836089,-0.07016878494901259,-0.11922769406894357,0.0715053846299727,-0.042194859052685565,0.08987659714376053,-0.026868363690383257
FGF17,,0.09242979438973581,0.05435816848920652,0.10601180280149441,0.016835652267622313,-0.04380578022747072,0.009175678235382909,-0.006297051033945641,-0.02454048532297568,0.07340926380325004,0.07047077283050701,0.06003312783425359,,,0.009530379952285846,0.06461698687640555,,0.04647356861941039,,-0.018651069833716064
TNFSF8,-0.029802413544542446,-0.01829012871175405,,,-0.018901304088447334,0.0396488472756198,,0.09988599385938343,-0.021836128732295682,,,,-0.04692524225531198,,0.03808452042077315,0.049391318198842286,-0.02926997538918287,0.04072926569362322,,0.0074403568994210675
FGF20,0.03737342884672911,,0.03916893123086438,,-0.03300611546794092,-0.02745074291497771,0.040856678038822765,-0.020551023143481992,0.021359479276128062,0.03678573952379351,-0.017226006427491284,0.01574514698166307,,-0.012096583478051119,0.005618405936575724,0.031809412249848144,0.03937495303793272,0.022145273144882772,,0.022259580824651515
ICAM3,0.0016686830786397163,0.1118371140169514,0.006815801912638018,-0.055073940827709895,0.0683210377394948,0.017806486598582787,0.0006311103130576942,0.14238924495409908,-0.020203253188185787,0.0599272661848298,-0.0005417133487315589,-0.012802829897840927,0.01695722369062308,0.04851085090249655,0.06412965681726034,-0.006926825204270509,0.06460701080585306,0.03738507704738803,-0.03418362105955947,-0.0464619643110412
LAMA4,0.015148496233365874,-0.03345060540340559,-0.012778696922965216,-0.05349466593889268,-0.07407851067980448,0.01517458219778489,-0.05026366922208214,0.13158615798291978,-0.02904743378155976,0.036788920808481645,-0.059394617261168015,-0.017314257692894786,-0.02688214005467414,-0.00917801763107065,0.009188294657350198,-0.019012103694226217,0.08563203236906426,-0.024089113059376138,0.002703262731316803,-0.0321585148855345
INHBE,,-0.028768123619893077,,,,,,,,,,,,,,,,,,
DLL4,-0.002725795637218824,0.03939776100696014,-0.006949811279059765,0.05445349166865671,-0.04874577281986447,0.015305003259865871,-0.02552505308759307,0.10737897381225434,-0.00415485416727667,0.033138501529292264,-0.03438865540452298,0.038739228800861614,0.006058758439224735,-0.0025623529201949696,0.04422800714396642,0.05497795945603746,0.03871864158261892,-0.030297126694459695,0.006640710639005934,0.03045574130190873
SEMA3A,0.034233963007767064,0.03269340728947845,-0.04237144095469737,0.05177372257692592,0.029155092577485293,-0.059905905442638775,0.01678519800555211,0.013664367216156843,-0.019705326976048505,0.023793806871115177,0.032503771653600626,-0.03148724869921265,0.03663917692966922,,0.08112736649560962,-0.014835032483378769,0.029906684051658354,0.04490967468031329,0.11039899728481331,-0.010044275692742407
RLN2,,,,-0.023445814702588923,-0.004230366012771552,-0.007836719953670229,-0.02189901590245352,-0.03170404673712617,-0.022242823804778763,0.019010258387789043,-0.031920715083827336,-0.015246115668290318,0.035810364873817675,,-0.03149123940900617,,0.03186898718984269,0.03007917995053538,,-0.021525427090108094
C5,-0.012007071261878544,-0.05535013557285971,-0.01473343970329209,-0.005775390299378767,-0.006363561001308275,-0.000940198699739522,0.005721173304486737,0.09615480489117406,0.03889230313618321,0.018755995893766485,-0.02953568579165242,0.07848164505744602,-0.083239133350006,-0.04772535863789455,0.06384897707660835,0.021626452937932576,0.044656592078902574,0.07390571257325683,-0.06347920077742424,-0.014687233487800726
COMP,,,,,,,,,,,,,,,,,0.027436372369311287,,,0.020678478324642712
EDN2,,-0.024736352704929052,-0.02517859039503385,,,0.013731059460382599,,-0.011315684866079197,-0.027010200418441627,,,-0.040180626361702394,,,,,,,,
C1QA,-0.09313176076740483,0.09952958466883206,0.04957477663597577,0.017421570156653274,-0.09878082585666946,0.02899683731926156,0.013385129695386343,0.04665431372047112,0.016908584029855865,0.015284625490973883,-0.09819933782064563,-0.028918519295781615,0.057902357480145404,-0.03030480262008163,0.028524237790110315,0.015937803081783393,0.07977228704260428,-0.07188781646071261,0.14933248227155135,0.032318093566134166
UTS2B,0.17718479592123265,-0.019668778924566775,-0.0018740506467089908,,0.08737467136224536,-0.02674035085995963,-0.016300854348014118,,0.009602026802893097,-0.036822063399279674,,,,-0.008961380865562064,,,,,,0.04786139992239534
COL9A3,0.028961045279112835,0.03631240277349452,0.015182087144190745,0.03572399593467723,-0.004842366952004317,0.05162441604454039,0.04425395493379009,0.08154328053290315,-0.04239733458372934,0.08694764880359743,-0.08190626601342053,0.06101225560772158,-0.03188969255216423,0.030504142981404823,0.13876613054967632,0.06830411274249708,-0.0034669086800760574,0.012170622337724177,0.03363024197312843,0.0579344126566065
DLK1,,,,,-0.012633866205777205,0.04510491375454913,0.04618107034376985,,0.02840154099444727,,,,0.11012147436132859,,,,,,,
HGF,-0.05709111897755268,0.05749684270101844,0.01568677507859234,0.013933178688125736,0.024034747362397395,-0.03609339865112502,-0.04163646332659781,0.08397398297212064,0.04908038425852155,-0.0002040180308365884,-0.019486476753762395,-0.008874457411700447,0.025367408835040756,0.10725186636196318,0.00944946317082828,0.0017644307344526274,0.07566591147785806,-0.018622832301003776,0.0058991334022126946,0.004889314603020828
P4HB,-0.016333488718958164,-0.0367621823741199,0.039124753165936145,-0.13151680770110002,-0.015620616057774843,-0.10320839469850443,-0.03493874995210871,0.06229581873471366,-0.018609440171156243,-0.04622302885941367,-0.04667903813668393,-0.04996092788555776,-0.058807749391928,0.043136891681173156,-0.11181714892126679,-0.12081890238614086,0.05531348056242713,-0.049985947757995704,-0.022449880460733998,-0.024048255624948507
ADCYAP1,0.023832910189550593,,0.004358084683713359,-0.03264267529659957,0.01000582412570113,0.04514032130512151,-0.03176960550009191,-0.00034347790704699347,0.08062414622229874,-0.028881267136510288,0.07875686339676914,-0.02246558342190414,,-0.040477253315299194,0.022921994535872632,0.06710731379618476,0.1095797903391928,0.020031814661277576,,-0.03297641263218307
GREM1,-0.025500707205201888,0.097742819218307,-0.005435320820856113,,-0.016486830921078433,0.07255931944253785,0.0008859779364640048,-0.036861645875836,-0.012508119066850608,-0.017136214121853344,-0.041301555560700434,-0.015370064724808117,0.022253503323998,0.05538473854289024,0.03170682099202621,0.01872959772785814,-0.06605417939420016,0.04699289862815362,0.04138519372584896,0.02360579323175923
EGF,0.03896777880673418,0.05150379068193072,-0.013456627385157096,,0.03057821074605735,0.01678545032095626,-0.02608740837950049,0.06227990783438955,-0.036079869313777664,-0.026266406843007892,-0.03543728448242681,-0.02774961785609419,-0.06339323661087562,-0.037354926677262715,-0.03392995629676938,-0.034096631857019,0.03136060386492954,-0.041517692988497175,,0.09036251329475255
VEGFB,-0.02749614699381507,-0.007478327069684461,0.027480938403511193,-0.005173482486800974,-0.0006558706943841298,-0.031387562739686826,-0.031985817574588245,0.02184982020780832,-0.03880499981631847,0.04051211009685677,0.03178037728896428,0.01753164452311239,0.02553157864279598,-0.03510340540460774,-0.012351323845427838,-0.006742205166114393,0.0649570241830498,0.014649513306411477,0.006162059679389132,0.0014746910768120185
FARP2,0.048597911915086604,0.09311017083781246,0.024637992360434405,0.044104927823993285,0.007535071681633351,0.037235206940676155,0.04115499866233519,0.10433938964157248,-0.024745676452681456,0.00024216972500647386,0.045269795311855744,0.031136763884892973,0.07183115085411994,0.012964684375336408,0.08701192348193716,0.040790399128923724,0.0016239377480511275,0.010854116351990614,0.11086901942572676,-0.007198912614045276
BMP3,,,,,,,-0.02543252299615191,,,-0.04174822276742919,-0.02705048910252341,,,,,,,,,
IHH,,,,,,,,,,0.04028069448030353,,,,,-0.005627592251837199,-0.03201153537257788,,0.009265327391638021,,
LAMA2,-0.02780361042951254,0.015484120489621212,-0.005399838061199941,0.026306387182267892,-0.02745275223204397,0.056456010523128895,0.030915018054351956,-0.0036653713058688647,-0.06281521563941957,-0.06386412224926381,-0.018545913725030276,0.06420653628218832,0.013396514686244424,0.0369604259402678,0.029364944830023786,0.007635271037738388,0.018116880431877824,-0.03308520612077712,0.14255266221158866,-0.0045170851251749
SERPINC1,,,,,,,,,-0.020570649461807523,,,,,,,0.05364177597690841,,0.03179237524940482,,
NRG1,,0.017209865716670315,0.008870754051907428,-0.020992031227616535,0.010947249778146503,0.02417385011195986,0.09634238751537082,-0.01961186003612206,-0.015418915585771216,0.005525879054457721,0.052558362237385525,-0.03079354917285639,-0.06415564873769235,-0.052958991121380715,0.05327599239738037,0.010433338264599438,,0.022565159002985977,,0.0013897313667740466
SPINK1,,0.15932471467380993,0.05371505289455958,0.00011252154983440113,0.09957092171505766,-0.007104457059134066,,,,,,-0.015246115668290318,,,-0.0885565784077653,-0.02791534903429801,,0.008933505802049638,,-0.03000556815965986
EFEMP2,0.03550188258014727,-0.029805459702930158,0.1012161906480479,-0.01641445575685053,0.030973113102262074,-0.01267937032626858,-0.06348457086914631,0.050053529010929215,-0.011690963069710623,0.029750596378895586,-0.021197561651884918,0.00017776879795477067,0.06830743492232019,-0.030006384933532842,-0.022902294068858218,-0.05896717725951125,0.0743638605712678,0.030116194948950337,0.02881773008256613,0.03373166769726148
SELPLG,-0.03515421621810989,0.022199471489035363,-0.019849724714068654,0.013219395531316352,-0.06092451683731365,0.0234813571635168,0.0019468215701764961,0.046221047020130544,0.022244142445675276,0.021795574718483847,-0.09925590970231607,0.012920734152093303,0.0087013503443643,0.0048337778200644495,0.12940719308120785,0.07636093671448665,-0.008737272482966763,-0.03881830057951175,0.08016664684749215,0.04992251781322406
GDF6,,-0.023064679089393716,0.05607401503057544,0.06473088701370841,-0.02136886061113873,,-0.03252961100150587,0.040990823663016596,,,,,,,0.06828346764592946,0.015734567630124433,,0.012659386642979008,,
HLA-E,-0.07137609954242884,0.06428423631337556,0.04612090885968392,-0.05356369390690262,-0.0033303173709633145,-0.050027667479344506,-0.012096820624216497,0.060771867624543126,-0.010007597654264414,-0.0304478390865578,-0.10200561118486458,-0.01812335729320778,-0.015621263424865318,-0.07383744456975962,-0.07745931004925491,-0.07523989628290338,0.048273396351678544,-0.10149389390064066,0.014090558539972948,-0.011775955167851447
PTN,0.0986380431046555,-0.023149569853792473,0.009417188521707493,0.06389279944020766,0.0014808100086480744,0.05922794938272555,-0.023518821229677255,0.09678528745716494,-0.025060853836932816,-0.023670260237174123,-0.013899463462059697,0.0733041778252161,0.04546197483929181,0.14584318703409177,0.06297026279198858,-0.011350213322762329,0.08082668980599553,0.006993880181876885,0.06805878306400791,0.021008774248694805
CD274,0.03637807255432408,0.04842136742290579,0.003093354502462638,0.00020207017045753198,-0.01573061994956641,-0.045273864398709555,0.006663084617391843,0.07176625576274544,-0.012206699310915708,-0.020326737607305318,0.08610200462772787,0.043178074202926145,0.1341747728558063,-0.07308636207372372,-0.006075522902988242,-0.02799425303310455,0.05245410184419137,0.04058429742093013,-0.006317085249346503,0.040184244120224005
FGF10,,,,,,,,,,-0.019145549991117207,,,-0.04129499116965867,,,,,,,
CD14,-0.06314937334912055,0.03842469930120301,0.04192015050988419,0.009715776487531658,-0.03764705298442467,-0.08653966663771365,-0.054912901337420224,0.05614116457046919,0.011120004358247544,-0.009487671359503264,-0.07091233647350575,0.022542967009514418,0.10103641327678757,0.04016078931531774,0.039406045210564324,0.016249512820674317,0.04062641161846054,-0.017090043044020703,0.07002643141865088,0.02319376317068032
SFTPD,,0.07001523106095714,0.06400414780944459,,,0.05238587347020384,0.006156442340274605,,0.03433739829008471,0.036444253145460924,,0.0007452029828419297,-0.04547856738731946,0.007332308908301476,0.01678216479938797,0.01891835610599435,-0.04550299069683345,-0.06282494986852806,0.15254779766767596,-0.03469857477290271
SLIT1,0.07113089544205146,0.039753195770149026,0.008063610314179853,0.06481743152815414,-0.00241264630383098,0.003873315770932123,0.03500440966438641,-0.014066818394524757,0.023110666496953213,0.026206377558142226,0.12026474890729903,-0.006701782941904323,0.0092497971617744,-0.0043742838781163544,0.05193074380993798,0.03621827766216596,-0.031084500015822306,0.041950706223859054,0.11153364777086362,0.03483213199029401
LPA,,,,,,,0.007107289109066186,,,,,,,,,,,,,
CNTF,-0.03259770087865171,,,,-0.015035480546510988,0.006498746152550256,,0.01635692239898342,-0.017534798807361536,-0.017136212640810784,-0.017315746861855198,-0.017702367266677156,,,,,-0.030158707700306712,0.04681073475766717,,
BST1,0.07213476623796564,-0.03926097920420316,0.00170773245968486,-0.00937782264238729,0.00043250211005532897,-0.038497894864369574,-0.026248870199502512,0.016312189502822913,0.024598840396035236,0.004534257772533736,-0.01345745367976468,-0.018494948065146833,0.029787832422613642,-0.012264016742529206,0.0423513539429297,0.05664018616639896,0.0612890749959203,0.026761654404396096,-0.014700620868133093,-0.022718222619604864
AGTRAP,0.05811141941858792,0.038994209992730504,-0.02520652399230523,0.003586581480212702,0.0036666372858056274,-0.05509098702565034,-0.005261876515232641,0.03562924540400026,0.019713823571335245,-0.03718849410295344,-0.030856748868479177,0.06435506682556005,-0.08492834118198071,-0.03652197944161851,0.03476395188862426,-0.030541845962059853,-0.04512598309363851,0.017874886923789936,0.04847338728455307,0.016404040819722313
LAMC1,0.05356300236989625,0.02123325304745421,-0.014708364793356759,0.031279032661825634,-0.002531586104784201,-0.006409608951302977,-0.04054572281173547,0.1007556311935933,-0.033437789527798786,0.011522844035423158,-0.020044061455073953,0.014441980958344758,-0.018776014897208485,-0.011712842034164624,-0.015555485778506309,-0.037837415774620395,0.05047067539594915,-0.05253822646768773,0.06385067205232346,-0.07115496707843545
COL6A3,-0.03570725737586532,0.04113839977983282,-0.03860552782742472,-0.06454723177043813,-0.015216127498369822,0.04660119184707436,0.023301872755390838,0.05526862012914902,0.003486706925708931,-0.04081629124244136,-0.06487784004475511,-0.010394503943543958,0.028755809171349463,-0.04923904619847545,-0.010029652974433067,-0.025676053001144686,0.04873900762610683,-0.02882459054930228,0.015643222108414727,-0.022905091080325183
