,UKF243,UKF248,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.016020370552508788,,,,,,-0.017325835272949796,
BMP1,-0.02738580597805874,-0.020761120923968736,-0.0020246994532235,-0.019061761477767163,0.01495235086206853,0.031688817709425464,0.010903721691756813,0.011636584449367278,-0.04701442138061477,0.02753509303589021,-0.042824233956560244,-0.006034619561929493,0.008753848499878559
NDP,-0.04016066510610257,-0.046934871039396336,0.09338764152814624,0.017682519655231075,-0.008658641705657472,-0.07041443176446585,0.03803964437021533,0.010697059827600781,0.09751954282699646,0.07630235317369112,-0.014885771861588702,0.002499592060831981,-0.04244108097797039
TNFSF18,-0.018681618552493975,-0.009901789824553095,,,0.012520677217246097,-0.023789769325772217,-0.018062788540593483,,,,,-0.0008290504998372778,0.012147077576662729
RTN4,0.15076193978379146,-0.008129583140923932,0.02891621649076822,0.0665909205629012,0.04219540099427752,0.014409952721923788,0.09808173998375433,-0.027745004944122895,0.040555264112530555,0.01437762351188924,0.14451778599030132,0.0683850303867453,0.011242618769287291
HEBP1,0.022474825866462197,0.007406223987556754,0.02380161362411958,-0.029252054029815684,-0.025413770430777242,-0.004602743487336654,-0.05318881575487083,0.0072593830149880675,0.062037191189768914,0.06356164533442858,-0.035625096070794254,-0.008547388364996644,0.03767474214220963
WNT7B,0.09729333930609738,-0.023106232629452016,-0.01712315699287459,0.015788150683310808,0.024875469458426367,-0.010680370968427154,0.007291637754919364,-0.025696061343327376,0.04957838893695777,0.1319490164313393,0.018268775237663494,-0.036980534923104484,0.0027972257835382304
PTMA,0.04111156708592095,0.025638115200909736,0.007584621964464446,-0.043044541414220316,-0.06017579342722947,-0.04686811049619188,0.013029260470606633,0.04645802080761436,-0.10691554784572166,0.006227250583020669,0.02887323973076852,-0.017764719873826933,0.023946578752218207
FASLG,,,,,,,,,,,,-0.01502669102143524,
CEACAM1,,-0.010360201623949,,0.025735351919770583,,-0.018269929679834585,0.013372971635044915,,-0.025298746486365507,0.017064957000487223,-0.01756458900304574,-0.020907433537142334,
PDAP1,-0.13034603551023463,0.06755744250779988,0.11635233166128851,-0.052128125932077975,-0.03600615979185933,0.007899360185974253,0.030213961411408342,-0.04574675851686807,-0.04429955679585043,-0.0957445148969757,0.048213949757422506,-0.03307822642114936,0.030037135109231446
