,UKF296,ZH916T1
IGFL3,,0.09176589360601095
BMP1,0.025364375324806624,0.07419654798419265
NDP,-0.012406521660756183,-0.036084951167972064
TNFSF18,,-0.026508005966854667
RTN4,0.009331650595571823,0.08505497999974192
HEBP1,0.04938951212630071,-0.005377530229014384
WNT7B,-0.01305482175440377,-0.03354184998990313
PTMA,0.02899247933225375,0.0283136889971204
FASLG,,-0.013629413883104879
CEACAM1,,-0.0189633276218122
PDAP1,-0.01999035843099871,0.037733760781839265
QDPR,-0.001020519600549304,0.012977333822581209
POMC,-0.007485525312621528,-0.015834424123700695
CCL17,0.0016340151409543742,-0.012353532834461094
VEGFD,-0.011852242223369343,
TNFSF13,,-0.020129050646264655
WNT5A,0.0036556256326171098,-0.007088789575058194
CXCL8,-0.011037323311026444,0.05331973442100758
GRN,0.02844489950000689,-0.04609516239117303
MIA,0.09201299452791908,-0.010066370642594462
COL4A4,0.028150009099853598,0.06934191515111492
TAC1,-0.02429397742230168,-0.0162399750709896
RARRES2,0.004052265754754669,0.0077922814409471085
FGF7,-0.04700505776959919,0.019625939490181852
HBEGF,0.04668455302300185,0.032821068618709676
CSF3,,-0.013006364317313574
PI3,,0.07368421090387889
PCSK1N,-0.030477225402785,-0.022918378408138467
NTS,-0.010317792114074341,-0.01926065199026803
SFRP1,-0.016158209863153743,-0.01881308323375655
MICA,0.04126495763699169,0.0021087452001261778
TG,0.036908855197439014,0.10699982197435362
ADA,-0.01899138933657963,0.020081336175617453
LAMC3,0.03255817417438315,0.03373930384962101
CCL7,,-0.013629409036647985
NGF,,-0.04080603987185551
TNFSF15,,-0.03601125837740398
HMGB1,-0.017054475055271405,-0.012495227924386992
ITGB3BP,-0.016737004886335203,0.030832751338578532
AANAT,-0.013479430219872152,0.04323900420932102
RELN,-0.015322248667780305,
IL15,0.03120600405549099,0.0009638490815803691
BSG,0.005605442152612375,0.0750394138986633
ADAMTS3,0.03728140405523074,-0.0036821278099511572
CD34,-0.013853077298638538,0.04811517828769258
PLAT,-0.043258682501768043,-0.0044500883492684966
NTF3,0.03272982208056203,
LTA,,-0.019407797083190775
CKLF,0.05422996413259883,0.0008149210466817699
CD24,0.02974179179712327,0.014462069088210724
HSP90AA1,-0.039042408833438944,0.010624795336162625
BMP4,-0.030974283726550186,-0.00918451701810099
SCGB3A1,-0.011370031228583322,0.0018840283440915667
IGFBP4,-0.02407292915143636,0.022393921567724667
RSPO4,-0.011370029565459046,-0.025596852803922827
LEFTY2,0.10146997337362108,-0.02541362650598404
PF4,,-0.019407792592082574
ANGPTL2,0.011262333664049414,0.03805734704699071
LRIG2,-0.014491703195311094,-0.012227006576144969
ICOSLG,-0.021578192854294184,-0.01768120276019067
WIF1,-0.021396041531436115,
NPPC,-0.015801558608271375,
LYZ,0.03736418860608445,-0.028608581953630405
EREG,,0.026096805332146537
SPTAN1,0.04764235480824568,-0.07017680925578966
LIPC,,-0.007236275672946289
COL8A1,-0.0018916767656193317,-0.015936178722931706
GSTM2,0.011232827543069339,-0.003262613913004243
SPX,-0.01033449963817848,-0.05019778019791518
MFGE8,0.051808213059908646,0.06737725261737944
TGFA,0.011447999024981137,0.04685465068112337
SLIT2,-0.0075201645048469865,0.04983910564395866
PLTP,0.005715746287137663,-0.06182946718700535
APOD,0.054245543440355,-0.10094866462599855
B2M,0.035984181124822316,-0.008311098061460003
OMG,0.0003043760553365142,-0.034493378455834604
CXCL3,-0.012163528275850552,-0.004842918592792553
CXCL10,-0.01847728972033847,0.07990885689313787
RSPO3,-0.02953673937797888,-0.01383118507130347
CORT,-0.03996340569680493,
NCAN,-0.023656782909352424,0.01654448006755291
PRG4,,-0.03133136173996532
ZG16B,,0.14780188002665426
TGM2,0.005310602104477995,0.009843542550177085
VEGFC,0.03610924266639686,-0.009498592323870661
WNT6,,0.1211093232611235
NRG4,-0.011075411360803443,-0.013831186621449328
PMCH,,-0.029825292687536295
COL9A1,0.0010050922946410125,0.013075241727686572
GDF11,-0.028709839471223894,0.05837565646292448
RAET1E,,-0.015172713450498095
SORBS1,0.003409538027977327,-0.04170253849990532
DLL1,-0.0007846183744401263,0.04802000389920058
TLN1,-0.01809971036095213,-0.011331308563585087
COL2A1,,0.0008519664836130701
SHH,-0.013054823609252655,0.017488476177557614
PON2,0.01033418496136349,-0.041063694800237215
ICAM5,-0.009353832657363673,-0.029825291432681488
HPX,0.037954378608441953,-0.03191878281190222
SFRP2,0.01742152238216053,-0.0327326556478613
CD70,,-0.021101974296231618
HP,-0.04198341006276637,-0.020689942409497508
CXCL2,-0.015801557371592608,-0.03382911520842472
NPPB,,0.044501257866312906
CCK,-0.02083530632778817,-0.018200954911303652
SEMA6A,0.02835588350413312,-0.030052631334186883
IRAK4,0.0034495410402619517,-0.01984725739330618
GSTP1,-0.00814421136201014,-0.008896983778812683
VCAM1,0.03412329751017056,-0.05203854339291852
NXPH3,0.015415161843283837,-0.015357534330541994
MTMR4,-0.001167390220266443,0.025881148112388643
LAMC2,,0.08768356370298784
IL10,,-0.014539255803573625
SEMA4D,-0.05352096458854868,0.03451967229162699
TRH,,-0.01571476314436593
SEMA6D,-0.030593774259251926,0.0048996833718485365
CEL,,0.05536225826195215
PDCD1LG2,0.043752491084587966,-0.025784760974648074
SPINT1,-0.01858113059967095,0.0017596827390768625
CTHRC1,-0.029536735991462594,0.026520782572648248
PODXL,-0.02797431598611193,0.009783940071990384
JAM3,0.018738427718322136,-0.01185431941068555
TGFB2,0.0024541022696726537,-0.03485567882127729
COL18A1,0.05202020443619886,0.032512829065285215
NODAL,,0.018646810446919657
INHBB,0.03468503627796964,-0.0292183877073417
