,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk,ZH916inf
PDAP1,0.013872878936353706,-0.014959104404362046,0.014043926941140683,-0.10061126193468914,0.04669605714393442,-0.1019176348068283,0.03055925751174727,0.06109896025690871,0.031082975957681808,-0.13552082868607399,0.04974706384024487,-0.0565842691728426,-0.028421920898831683,0.006160497358853091,0.007724498158519058,-0.044827240745547586,0.05202773873971803
QDPR,0.02821147733407467,0.026079609765965343,-0.003496198886330819,0.1313627253006645,0.01905295547018029,0.06825238227183109,0.03556024019822421,-0.015872317722875683,-0.1217711117024321,0.053631768181516264,0.05447066188050516,0.04193839571883569,0.0338385871691503,0.028906646830718398,0.01611336947852012,0.076930389229097,-0.06818619948451901
POMC,0.031756096622404466,,-0.0038976370460630646,0.12003905782998334,0.034581593784200525,0.019536229742481544,0.018542973870479627,-0.006169175436700561,0.010231602814870767,0.1269265900699775,0.04153177338802315,-0.011292131140163749,0.04473458566608365,-0.08565330188181844,-0.020515038050581635,0.06660590234407528,0.042401925330267896
CCL18,-0.034837730818930726,,,,,,,,-0.10399266626408986,,,-0.056849966220051944,0.062459939199568854,,-0.05637956373883071,,
CCL17,,,-0.016989822230686756,,,,-0.027434451236185015,-0.0015197203834668022,,-0.018512930693848968,,-0.02701766961150407,0.005179213769402176,-0.027565395347780478,,,
VEGFD,0.006421757821435305,,-0.021516047427857322,-0.02467402566692872,,-0.035446443612086306,-0.029229087354344225,0.007522047114651781,0.03037501745202964,0.04949035986159282,-0.06549639583637672,,0.014957911068696839,-0.031220058116075356,,,
TNFSF13,-0.02110026134966961,,-0.01925820142677165,,-0.017744375448629883,,,,,,,0.017785250129715324,0.09281124611925408,-0.04340009151198721,-0.0046965268373517916,-0.018730656284478665,
WNT5A,0.023124227314115994,0.04922228163517987,0.03759796532725596,-0.025687894860627274,0.006307140799560451,-0.10908145429376315,-0.03872556038787431,0.03034048901089245,0.011741049193667375,-0.04092041074258108,-0.0050947478953429735,0.005739740587491239,0.05145336255079315,0.09018215137473491,0.04870043232318844,-0.05254547196901484,-0.11160621062737239
CXCL8,0.048177209712440466,-0.10150830215945143,-0.039000919025874964,-0.1020894157751083,-0.01083677149615527,-0.07630952552280768,-0.02625808003887317,0.04456263122699332,-0.08296200645195019,-0.024354710455775527,0.047692041888860864,-0.08160185520139121,-0.14401693679788277,0.034657047145753093,-0.008005982197450833,-0.033964995526459575,0.09819622432092433
GRN,0.002846179717858327,0.037004629799383314,-0.005134775883618045,-0.07149343712953754,-0.018713996219345785,-0.1098784275489163,-0.01373391197230585,-0.01740815387983657,-0.1082360551848232,0.0341873790694696,-0.027276856889466513,-0.03948851799560053,-0.038804695773822694,-0.021726101968751656,-0.040570412035833364,0.00964132260568785,-0.13627510573170146
MIA,-0.023729437085662147,-0.0427480662872854,0.012386642213840898,-0.051309805613148664,0.12997106417171245,-0.03549397645062237,-0.004731742757881369,0.026702563030020065,,-0.027172996106177776,-0.04918096637016931,0.17556313439167195,0.25278338936618544,-0.015798009637152784,-0.008972694774845347,-0.011798210152411805,
COL4A4,0.010947419115555442,-0.03252891622495311,0.054935336571348074,-0.07655443883386252,-0.016882989285484908,-0.025993579322093237,-0.018249056903971137,0.04377937038803655,,-0.00044042613138034085,-0.051284967841060035,0.05624477073710739,0.046660936413931556,-0.0354601083322098,0.040166870918168826,0.05153275126519225,
TAC1,0.10883111858371929,0.08750256112688862,0.0543123352601461,0.2228035406567295,0.03146354531399001,0.14309567060174427,0.08804625904376552,0.06644788737320764,0.0911699377280649,0.22352745574197933,,,,,-0.0012893518281746812,0.07279403314928021,0.13415619494238365
RARRES2,0.027132847128151946,-0.0951939497751976,0.05039029679629498,-0.14194801481429112,-0.019717131074666487,-0.133616228913154,0.04857865163435943,-0.025796445058704723,-0.0302685861129307,-0.04504238105112303,-0.07835881808957999,-0.07033647241777723,-0.060275613037225985,0.06869766527970429,0.025872307130562884,0.06292028224077441,0.0018874035254806698
FGF7,,0.07181776788839873,0.013864446857605277,0.03315941964087062,0.06868240565342963,0.022010927205015518,0.0008983188712462631,-0.006923122618339944,0.008226309852440359,-0.05377104819023739,0.014975173133541382,0.033779318883640864,0.10915529626909258,-0.00732736808583357,0.01948848340391421,0.0019174804327328594,-0.02372924532510943
EFNA2,,,,,,,,,,,,,0.0811837759958786,,,,
HBEGF,-0.019886231027542806,-0.04915169706117805,0.09023391602343096,-0.07968678470603872,0.10396841299117186,-0.05590449166111686,-0.059593741467276536,-0.016177781547766064,-0.09705952807855096,-0.007354837275415015,-0.07057715366630019,0.00685248172676441,0.037470312893701535,0.03127034890936258,0.014412149936426737,-0.05287783828846442,0.024317561415062118
CSF3,,-0.022769004849841623,-0.03327753217280001,-0.021374424785500563,,0.02820365273405703,,,,,,-0.05179565226981637,-0.09912754047106404,,-0.04803682383771023,0.07990314791844902,
PI3,-0.0152176389782645,-0.04383215239138587,-0.05742697373064337,-0.018253331295539483,,-0.018663945201110536,,,,,,-0.12043794656712016,-0.17673860881682557,-0.00406647356933854,-0.009272641513701847,0.07839934229005355,
PCSK1N,0.06208019553620283,0.054581205914098686,-0.022476097570057262,0.052270645373198595,-0.011085373924645434,0.046162910910299094,-0.006248315189750059,0.06409424406228571,0.1393870250999863,0.1532279132728338,-0.117974240641413,0.021327449102985372,-0.0106511271547294,0.023468605210601668,0.08992242146521223,0.08780655598606986,0.24780131425303675
NTS,,,,-0.0673564144004037,0.014683963808374006,-0.03380167651937769,-0.03272063067084152,-0.023300247255861044,-0.044110799292954014,,,0.03931699411821574,-0.03083431330566971,,0.028855427818296198,,
SFRP1,0.0770581730421477,,0.036139063285842335,0.010773099783180747,-0.002958938415114075,-0.005576316018920077,0.004913616731923006,0.013728045934590927,-0.07316488860696203,0.0763770408392195,0.004856820086555789,0.10751761351278265,0.027070196383873153,-0.03269130569184867,0.028215399783472612,0.0024379703210813167,-0.007397780671170327
CXCL13,,-0.01653299161321543,,0.02351720619956671,,,,,,,,-0.060687225345849534,-0.05154720411694171,,0.032333288442056254,-0.01608168022447408,
MICA,0.041032392542259835,-0.053296124938726736,-0.01216611249683956,-0.033520456742309086,0.0024595761183790477,-0.016809550746552854,-0.00662156638301975,0.01911094910248424,0.0072265430152416545,-0.03782087736661221,0.007951846923884476,0.02474507236422202,0.0010365304099570949,0.002796325717969905,-0.034688104521332384,0.02432610091543114,0.06953150153692074
TG,0.05840314427318678,,-0.026289147944513203,0.019791186698361544,-0.023789712381943825,-0.021323538557282345,-0.01770493592535273,-0.014411194955786242,,-0.015421251840611928,0.035608100900802894,0.024522894399200575,0.12220470820612696,,0.07906140408303054,0.02756544501443881,
ADA,-0.029867938794000116,0.08030973261675187,0.06454864001158987,0.028391776891377597,0.13136924822336074,-0.14043721324119243,-0.035446965613413914,-0.013802237773105948,-0.06106473361831166,-0.0356172451277832,0.008054350405213026,0.010648253663275879,0.023606482677971254,-0.048562625516272016,-0.04216682766132497,-0.0007207132436021918,0.04457430401645617
LAMC3,-0.07838076072835082,0.01474581659612844,4.085258032296803e-05,0.0408307478810477,0.08458005486278945,-0.07963370589443591,-0.0035055311411436984,-0.011619877375236476,-0.007218467171033913,0.026903327894942507,0.0070200237968334215,0.018840774951299096,0.0037518508142018424,0.016970404920260883,-0.004863703563186124,0.0004712785500568134,-0.06568251555111213
CCL7,0.022098096314892134,,-0.019007011960940946,-0.03698469463897734,,,,,,,,-0.04049325915799791,,,,0.0012112628494053953,
NGF,0.03714344274834938,,-0.022760222773957485,-0.039477312111026966,0.04362682384937169,,,,0.04886349407377597,,0.018796332682828768,-0.01775801209455692,0.04811026267528876,,-0.027496263169978632,-0.03971792820330711,
TNFSF15,,,-0.021165237439554462,-0.02738334240600057,0.012042526664715046,,,,,,-0.022805357936302013,0.004494736614000875,,,0.07858174794695742,-0.016607296550989945,
HMGB1,-0.048379034789928374,0.10179547133299445,0.0029964407406850918,0.011286479727071873,0.05258123459874323,-0.14032766128794089,0.06584800591074859,-0.03736669355794839,-0.04176075105727582,-0.06664068823733596,0.0267897351472486,-0.07855477069963329,-0.06457598918350314,0.04182676071570844,0.043672123648818444,-0.031305754106727805,-0.12396114344500708
ITGB3BP,0.0787180087904593,0.06003753735991503,0.02281044123252341,0.01942227496550946,0.08784485905038537,-0.11520413697312581,-0.0033740645841940416,-0.00039924216937639313,-0.042879430756497465,-0.07013851166298657,-0.021196684197483287,0.031599025988590684,-0.04602774426297684,-0.026708611602390755,-0.029242241878534542,-0.0878356655662965,0.07579263577790915
AANAT,0.08423899097119232,,-0.01925820348216283,-0.024674029189284928,,-0.009063044373374012,-0.02485606836832237,-0.030023561008703223,0.014433418015906236,0.04226017440110117,,0.025569037024580504,0.04278624525212391,-0.04019451719332178,,-0.030854193257830113,
RELN,-0.007207381824850672,0.057874389615776886,0.06390415925193381,0.08177613714363703,0.05366864437064759,0.04420032630912301,-0.01630337520874852,0.013141149394980548,0.01815423560552567,0.06086323177473062,0.09374359841272106,,,-0.05460123571420195,0.06092528756461987,0.17248427278456688,0.05992101158222446
IL15,0.08016445630793778,,0.07507275910934173,-0.02951380928186343,0.05556797609305181,-0.03430852236499041,0.0111376986946322,0.03247057139177297,0.02744258549649462,0.005668889202476567,-0.01842056922613514,-0.0570849491534724,-0.014303691379649194,-0.0035258302179815293,0.006504648025936263,-0.040384327343424856,
UTS2,,,,,,-0.0625856914622459,,,,,,-0.030251297888229105,,,,,
BSG,0.013146713895566351,0.01093859777543653,-0.06948464418964011,-0.05878968075138906,0.010828235970456892,0.08715623988659153,-0.029958108475053414,0.007190132682408582,0.024741102973749693,-0.12082608998453108,0.03609167126322663,0.06183813094927591,0.006879356873595879,-0.004357085251302626,-0.014060626545193251,0.027795034931631598,0.12305719151666941
ADAMTS3,-0.06967880367559483,,0.07596306607327735,-0.04042021689558593,0.08986771492639191,-0.12379461724940728,-0.023506550464390923,0.022804180027281042,-0.013742142666333388,-0.02904170325426958,,0.07919664692170991,0.07749105018855257,0.005974132732263413,0.03281607561694525,0.01714605903018384,
CD34,-0.045383868253180165,0.029417603097462813,-0.004762037715047612,0.09402306851897932,0.13162910687832854,-0.0873714640780501,0.08865765562177423,-0.01268066345144286,-0.032051850990720915,0.016071800547329988,-0.03851333364630755,0.0056729345512203724,0.0900083005723467,0.026638865746644962,0.0018349593188766674,-0.03607597051940906,-0.09963389814250088
CCL23,,,,,,-0.014846857228388676,,,,,,,,,,,
PLAT,-0.01318190285654502,0.05951332651073879,0.04638587531358018,-0.02964088637188391,0.008475541081660582,-0.11648611266074123,-0.0743091530538656,0.04843821002353385,-0.0226879910535645,-0.07672133162565209,0.050639550408167165,0.1015460808810475,0.09882121174865491,0.025334199784837936,0.0029797074900417666,-0.05417540941083863,0.10037262951679325
NTF3,,,,,,,,-0.024934035567841174,,,,0.053530312503883244,0.17621129772518995,,0.03510482384493716,,
LTA,,,-0.02436078510853056,,,,-0.023938984246137548,,,0.020085134803171274,,,,,,,
CKLF,-0.05176384007204927,0.05801685097253738,-0.01580832347238336,-0.05978903411960801,0.04449441450425322,-0.12031308898871744,0.006221669480351529,-0.034957589042682105,-0.07477826957485065,-0.12680981654401172,0.03226573448465093,0.06896264584397391,0.11284770887823772,0.009652534319506455,-0.02212583400440144,0.05846781684881303,-0.00601514518641839
CD24,0.06028370772057477,-0.03955954488062388,0.01996817977494097,0.05882711415375102,0.07631558622055082,-0.043019118779298246,0.04308991747327614,-0.01107348525847016,-0.06164140814791428,0.08507939430966657,-0.0663197452134873,0.09466181473380221,0.08899220975885297,0.031989455327177584,0.13685788665224244,0.08532860547372316,0.10177733384802556
HSP90AA1,0.002602455219461702,-0.04653301567963056,0.0059537690491838395,0.187274280575463,-0.022075589230079677,0.1398291361308287,-0.020771859124573695,-0.0165705082004172,0.09973237521819547,0.1533206030106765,0.05890511751918102,-0.18267611752681504,-0.23020619882416443,-0.006181328668284143,0.06177687359095485,0.08578809568356043,0.11929283697396467
BMP4,-0.04923412056415812,0.02071502204398524,-0.0293283224406494,-0.03943734149978178,0.04147501572006445,-0.004617894978488512,0.031061715427447116,-0.02132860363354243,0.007109724421197253,-0.019625442341663843,-0.07828271874971704,0.004740275958756161,0.10694438764582613,0.04313988965156791,0.0035793891152515,0.08086312745878728,
SCGB3A1,-0.027478835818268092,-0.024337814548530786,,-0.003405078414893094,0.07832701568724164,,,-0.025325167361968062,-0.05826170765027565,0.005247032406122909,0.006658772911445998,0.022050413305441316,0.04797496860533281,,0.006634233259119577,-0.017563184358291586,
IGFBP4,-0.03134437637197512,0.08074994968402374,-0.011123422268803007,-0.046049065180276745,0.041503606871288054,-0.07337142302586476,-0.06471939788081527,0.00434188779384565,-0.05707468713842348,-0.035809978794743416,0.01142250241171784,-0.03809235074814707,-0.12286840706847636,0.037030454472135814,-0.002430163532601803,-0.012460555607258467,0.12903680294694866
RSPO4,,,0.003164292345167821,-0.033913592547052576,,,-0.00816838504147802,-0.02532516365758944,,0.009417877719610607,0.012776582225948144,,,,0.0979737419810046,-0.012744996300606255,
LEFTY2,-0.014564041929509917,0.03045314869744026,0.023305046941577416,-0.044950033228174084,0.0938336604052562,-0.04775517743291305,-0.0324938042329509,-0.017114994053385586,-0.04411082833698865,-0.028432456304115217,,0.10336710553494874,0.018688406358690082,-0.008227979877062874,-0.02329263996934109,-0.006581170320366642,
PF4,-0.02850488116309654,,-0.016583243475457116,,,,,,,,,,0.01043011284833339,,,0.005267638326718878,
ANGPTL2,-0.02023738923491455,0.11702905874318963,0.03189687192615552,-0.06200617189195654,0.036895617106349934,-0.046767552766442975,0.014970849065365699,-0.028877075637815563,-0.06123278040588903,-0.12085340394214197,0.09115844656396645,0.11691759633464237,0.10835998097507088,0.0206433896830845,-0.028669982989866477,-0.02451476510424535,-0.04611957758535593
LRIG2,0.03622115903718083,0.018452990920225665,-0.0713289232406185,-0.04448856192490704,0.036270705912224734,-0.02076004305676789,0.03670387628516401,-0.04510564615383883,0.009961355542653235,-0.010022400977167788,-0.06580148794433556,0.045349615621538664,0.06972574424527994,0.044871812555228874,0.05675329706537962,0.06072940835823382,-0.055955196409160246
ICOSLG,-0.016012418291460655,0.0043835132398007785,-0.026187021471972775,-0.05817522580765643,0.015290126773823819,-0.05877531047733137,-0.05517714593631598,-0.035611169886859306,-0.02357381716402171,-0.0655478297522573,0.025165236096526683,0.12147780604523979,0.08451952475466525,0.10198767015671936,-0.023606715842665077,-0.01122080632449784,-0.055886679758531475
WIF1,0.018256139773367527,0.0391344388900263,,0.06321203795821152,-0.02810765251797726,0.0856069856729563,0.1512527596946796,-0.0036844669733065456,0.12898767143345916,0.1550502781950202,,,,,-0.03231712632316845,-0.03533515826971167,0.21401160271050598
NPPC,0.06081943646086653,-0.030533802946595384,-0.013853456057800868,0.07814276431179856,-0.00940742104656018,0.08005889029925506,0.056673942545283185,0.04745445687157561,0.05599738390891251,-0.06139887536998409,-0.004800257628819401,0.049714292114803535,0.06932682932308534,0.0642090183642256,0.051969145782619186,0.029339617334589493,0.04891475548034353
LYZ,-0.027280702526223263,0.005580445465375904,-0.03269031363961286,-0.06614166683005306,0.011066849293799995,-0.06567911459093131,-0.011047227677470064,0.016801288217372142,-0.13303939319198888,-0.03919838280053136,-0.018473111319632488,-0.0604915394298905,0.06220641296824177,-0.04580580996437477,-0.02961087573382165,-0.03863755688210699,-0.007599834313056506
EREG,,-0.030690941803099232,,-0.0477244713746328,,,,,0.006917509182721025,,,0.00937214357623782,-0.0683217279575109,,-0.037121629318028024,-0.035088291438575926,
SPTAN1,0.031111856874916893,0.061312499227151096,0.04218602498944302,0.04949021145188917,0.042557710147813746,0.14925008725295758,0.06288384822153896,0.003949136088428745,0.15103838337221678,0.12511570921109394,-0.00867225739263781,0.049342850891990586,0.06586857028770396,0.010936567484175243,0.03111329864684419,0.08277193671145341,0.1487059820258623
PTH2,,,,,,,,,,,,,,,0.06841004431906665,,
LIPC,0.03497510510045628,,-0.029801323601469715,0.011585895140736187,-0.03041640923026689,-0.033247661528577825,0.017961542060451818,,-0.0002219040186665218,-0.02592753749060201,0.04706337574554984,,,0.05208247610694001,,0.04621557642798038,
COL8A1,0.034877130332045106,0.04252325385055393,0.034800384107343485,-0.09664731162312548,-0.013949276333344746,-0.061708908942565,-0.010828910454798387,-0.0059635499838520825,-0.05451540122483392,-0.06738050218074268,-0.001653814440851421,0.11944428854095271,0.07312812726283277,-0.06224216042896454,0.029807228246868107,-0.06418251481488478,
GSTM2,0.05947991545029887,-0.037887243780655055,-0.05543561863446883,-0.02251520177606413,-0.016586345979447657,-0.01419223952293766,-0.05224183930570987,-0.039352958870917144,-0.016613614508965445,0.020963913180648597,0.1070055018383831,0.1769926189980435,0.020703391276444542,0.08145154595604732,0.026795245202632417,0.030053252853990752,
SPX,-0.042959001487286694,,-0.04883281905045218,0.11095673092682837,-0.02160525179236284,0.027209483010061746,0.03253239796548192,-0.035837617572103804,0.04149544867495514,0.12013645431266161,,0.048941440673905504,0.026626636030418666,0.05024313583302578,-0.0330606859893318,0.08472982626082977,-0.07321422191344926
MFGE8,-0.044395856780506775,-0.061234545182812926,-0.027905979060024157,0.1097591688107818,0.013543514184873507,-0.05316442931003306,-0.04630091912694554,-0.026961929755377558,-0.0036561351671376163,-0.14791509933471778,0.08393463836456899,0.00925575482129244,0.018383917129319062,-0.06613408422158487,-0.03159959952380812,0.023314210163226233,0.09319765511761557
TGFA,0.008865242319390098,0.045064822464340334,-0.0015628918956679997,-0.05312049934970323,0.0008924150215304062,-0.042563690575206516,-0.05979624805604666,0.024209311565103492,-0.06377949375041642,-0.064778204272377,0.02616198105763856,0.06860273996842244,0.03994290751452287,-0.030274523009844193,0.04227875705881186,0.005671292055762311,-0.08547650281023723
SLIT2,0.10560630367170536,0.0967748957555334,-0.000516719463100257,0.10176838358480947,0.060531752479111973,0.06671703695334016,-0.019882163951873467,0.09665465542110388,0.10370451344672793,0.13101916441234115,-0.05351064295558085,0.06220547121352322,0.06418620164903262,-0.02138723794286305,0.028907795371527385,0.06101785624885317,0.3458795444495187
PLTP,-0.0365899911157254,0.03850276138294366,-0.007305109741775956,-0.10550148925063338,-0.006558849850138562,-0.12224224695803236,0.08023224589214448,0.008197903614362751,-0.147979359957784,-0.061987518574416034,-0.03780820831935809,-0.05482609699077465,-0.07393628202785733,-0.022278051664499535,-0.04421781500953613,-0.08745429798908705,0.02753989976702492
APOD,-0.07297067049409357,0.06153582829424405,-0.004678050892647732,-0.0011670503528413774,-0.02106228831149528,-0.1298639394532471,0.008817035498808145,-0.05450154066688392,-0.11171188357104,0.05878951582335656,0.13831974131298497,0.15029387720161286,0.18829741188373145,-0.0345258391886918,0.03994841252554335,0.051208243734479485,-0.18078517060179208
B2M,0.046064410524167106,0.06757797592708782,0.03400749961953242,-0.07998058032312794,0.00652310021079089,-0.14809929843544997,0.034003126551102804,-0.014398570205947142,-0.18182151000150468,-0.17221585447667198,0.01978582177296428,0.021744189439774433,0.0880921275150051,-0.07668609121906854,-0.0607338694653032,-0.06003580809827621,-0.23901504033503612
OMG,-0.0072489629111771375,0.12703627930263955,0.013339852684971319,0.1480896051652506,0.024971587614766613,0.057824800436581364,0.049077554972140905,0.027181207285476846,-0.004911841510244219,0.15002485985208258,0.042374363311694606,0.11026648156126724,0.1762723475386975,0.028876549591645144,0.02871901057531214,0.11839828188206418,-0.06896336375837858
CXCL3,0.07546653906652949,-0.03020293139200276,0.027267996776219106,-0.08296716357668747,,-0.03256959320912126,-0.048683695185326156,-0.005082958945311268,-0.015637896383162535,-0.01658704131861056,,-0.07038178530700052,-0.062417530336710575,-0.035253356176236005,0.0017588449452951573,-0.01167506521816763,
CXCL10,0.026329916339765263,,-0.0026106005528723844,0.04158066943333257,0.11171686638859124,-0.07178352412835666,0.010649776245265538,-0.011220171038843742,-0.0856610346844311,-0.02635881598187703,0.07128263381563055,-0.0007666348385354817,-0.0401364276240113,-0.02367751811866975,0.07213337810037922,-0.02712118819316097,
RSPO3,-0.037326506996748145,-0.022769005560032276,-0.019258202059199633,0.11425077603002244,0.07381636628291703,0.04781131186543375,0.00890257687928434,0.010231444137291885,0.10074646422344047,0.002433338735193686,,0.14951122489779337,0.15083154438142177,,0.05862548905565627,0.033686320964020744,0.12930769436774123
CORT,0.00963757819864856,0.10819379469696788,-0.001368133706994229,0.16019173750873544,0.03443951427366993,-0.04114636013216164,0.051682790843361893,-0.0016414236741435543,0.04089815979825366,0.06016709981223128,,0.05306207348202613,0.12815292771534698,,0.018207817623177584,,0.08429861039666693
NCAN,-0.03277074385781461,0.07713497697026325,-0.09205114608615549,0.2188637215162093,0.02129507833872764,-0.06884931190162749,-0.08803868681446514,0.0012919186954240386,0.08442246868349154,-0.0965107594357013,0.12013285823455325,0.10849786616479346,0.17629270596317367,-0.0665843157707192,0.0038890957080834954,0.045656352365755166,-0.09946860743188114
PRG4,0.05339950525847243,0.015551992021552061,-0.019007014922901612,-0.023508968267242494,,0.08927647461627004,-0.0036886116034231943,,,-0.02026530417302525,,-0.014258393990530296,0.021718715403474913,,-0.00010451422902738425,0.007414333094754934,
ZG16B,-0.03810485163784429,,0.08262992191242177,,,0.004124876422092623,-0.0037765122929570008,,,,,,,,,-0.02600018170226015,
TGM2,-0.008907254757010171,0.030477619348367943,-0.06699692903508292,0.004696360998298673,0.06593256246425916,-0.03377339694342785,-0.03283504613826782,-0.02812930071109773,0.005646914474891444,0.019419686523105148,0.01941961846932983,0.010126739122512279,-0.03924701888113544,0.0058898262656280455,0.03309134270609414,-0.03499982614363106,-0.029404101814154378
VEGFC,-0.052470171070325894,-0.03385557914574538,0.046530673299477646,0.005052772758866203,0.09247716560538706,-0.002843381998334767,0.07026661543019004,0.021236865744076062,-0.008285192455562166,0.029699002361850878,0.06347109824074394,0.018101092514070216,-0.0664779834404322,0.01305467023726368,0.027013313158952217,0.014978704112239498,
WNT6,0.010571550665026368,-0.051990236166509655,0.018630405280151356,0.09873462404861691,-0.02011800285920582,-0.03469934325522335,-0.002931700899687337,,,0.019305470177838603,,-0.015547218382647042,0.014880738282970995,,0.037961819216393494,-0.026865988315827975,
NRG4,-0.025308975033688858,0.04247389435815582,-0.0231324066536641,0.06503580064846713,0.03441858835614283,-0.015769579686592643,0.04122552157842272,0.008022784080054603,0.00970452898323983,-0.02412744114881767,-0.01359876456787599,,,-0.008208549107656917,-0.058605663468093955,0.11361475195650657,
PMCH,-0.029169955752277685,,-0.03205220305923596,,,,0.012655813837480103,,,,,-0.007338660902022157,-0.05472947393808457,,-0.039773529752453,0.031647057969932994,
COL9A1,-0.030161840262545685,0.004994320323716241,-0.024160110414245643,-0.03358754935542392,0.10307068484903083,-0.05317636494739536,-0.0389815501507143,-0.04299603121963458,0.1390855808827613,-0.027492645596977394,0.029304023911914612,0.06403672277825274,0.1675781102543864,0.010660647192569974,-0.006263276756726683,0.010587957143698564,-0.05966652671378617
GDF11,0.05145504954693892,0.15341189603775907,0.013532262606126024,0.010664869303565161,-0.041206477154957497,-0.05666560742993033,-0.027684980926244253,-0.013122568584261887,0.011453797947538773,-0.08006274963419498,-0.06016747139851947,0.016886220309602042,0.006637359748314955,-0.038193777598738245,-0.0037168778427692016,0.00896809538440313,0.010047648999157381
IL24,,,,,,,,,,,,-0.03068686823764806,-0.036681619335947095,,,0.001424608078521991,
SORBS1,0.06829017566364225,0.01801272144028563,0.10023360725110687,-0.009670827841452706,-0.006233692181163136,-0.02375200516490735,0.032931024665178346,0.030635320874105504,-0.09177474692134252,-0.023824207366363113,-0.07403260121821402,0.04364077174433611,0.09261593133942245,-0.036248506902315104,0.020176850662175158,0.008229640062455626,-0.03841720240447547
DLL1,-0.0015381705250505694,0.04425091218787594,0.03430844059320483,-0.02852344996727218,0.048837014259302466,-0.04304046009374375,0.06506117817497174,-0.00948059687796174,0.01175329366500341,-0.05432001100024193,0.00021821410485268396,0.0840935271915632,0.18472312240881814,0.04997121222997135,-0.006497898897393208,-0.047804040640803236,0.09460191465160225
TLN1,0.00523275814303374,-0.018714888190521875,0.055354505350419234,-0.11208862772791815,0.04645057419400402,-0.09297736744381051,0.04851966123425167,0.034533934635242354,-0.18787832816905314,-0.1307643794078392,-0.05287248083864934,-0.0471831343790872,-0.08513506139194824,-0.021534798090125512,-0.056608432367861665,-0.04070932975712817,-0.08002932646704555
COL2A1,-0.03359887116529573,,,-0.0031429987698410556,-0.004585650981419549,-0.032569604292914806,,,,-0.016839252308004843,,0.029061704802442846,-0.06753647570666937,,-0.002712849368997665,0.018929202773950174,
SHH,,,-0.01975140919190031,0.03181552081737121,0.037339106696088774,-0.02560366638810583,-0.03376496561003385,0.09845736008675615,,-0.016071259416224885,,0.0655281874289699,0.0649228189949031,0.03398995500475648,0.04104463032888112,-0.045831260311503495,
