,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.007622602262116384,,,,,-0.01821904111552393,,-0.03969885535275763,
BMP1,0.021991346160519475,0.008946773483322719,0.005114126257893372,-0.007473903018860992,0.039041742390054736,0.1267475375814785,0.14902262944496852,-0.0443551921529955,0.03358372762088847,-0.06413984088038434,-0.010382511994278048,-0.03216311569467687,-0.07224399211069096,0.21273382793169862,0.16736602275081813
NDP,0.004300313834316936,0.028718082297499455,0.010168071553644882,-0.025699797600200282,0.03343216132653745,-0.003527234522057176,0.029436235295686907,-0.0015784192206837072,0.05469105451818817,0.018758350641646333,0.12573021554420988,-0.007012519740156912,-0.031532654300275346,-0.044943124915803184,0.027978047395055015
TNFSF18,-0.01638841031642381,-0.007542707969193998,,,,0.060651386329476524,0.11107041460592003,-0.004099895141765185,,,,-0.01878897551747905,,0.08471821452341571,0.10212829908022926
RTN4,-0.021179318639094606,-0.019687238358948214,0.06607603586673039,0.009263241652630075,-0.05143926414003137,-0.15411294146662402,-0.18965281930051262,-0.02821767656115876,-0.05455007067832937,0.020936062043472852,-0.04428342040271171,0.03452471399278821,0.0662650821346911,-0.05843241171251777,-0.051766117696296826
HEBP1,0.011778598210533212,0.026010449498294234,-0.014045808981919691,-0.009365484722972436,-0.0005107468589196685,0.05442458796832409,0.04182780720426755,-0.1013350828861292,-0.005844055155110475,0.08708327420176215,0.04562611895846993,0.04640265979643796,0.006532392883784545,0.033151133533348344,0.006635289984622696
WNT7B,-0.0654827481382176,0.07750344598457541,-0.031103819617537852,0.012488730747662383,-0.009529532004623446,-0.06219333887788309,-0.026490514452859364,,0.02957949839733178,0.03416504368228326,0.046217935996127564,0.07242844041666778,0.06139516417274673,0.02452096747463334,-0.04949292623770699
PTMA,0.05956043716578861,-0.03946679254994762,0.07063545768700145,-0.02727792111206902,0.04208350615092958,0.21456229782756664,-0.10134628958355692,-0.08820825264083848,-0.10874528784084485,-0.07415529685436678,-0.057985483045291254,0.08443920995639383,0.050200422721242144,0.20442752757397578,0.08212848203318868
FASLG,,,,,,,,,,,,,,0.04764623102088162,
CEACAM1,-0.011312801599532171,-0.017018617298399586,,0.04865440989783462,0.010832450468231176,,0.04857009446911958,-0.03981259403693207,0.019975861580029373,0.0338221133136368,-0.04167311043923226,-0.026997796223023268,-0.021478515841653424,-0.014702678525623882,
PDAP1,0.01591995229706244,-0.018675241075041434,0.02292177168121604,-0.015214487685739627,0.008207782776459144,0.07218779052077924,0.1398360416229386,0.06429849810729356,0.06105977951508763,-0.005807652598852258,-0.11219141941971579,0.00435525407106162,0.0006518761997235717,-0.07935652577719854,-0.026428872751970207
QDPR,0.01652601901249244,-0.05899018928447595,-0.01585122359196499,0.00973673901243583,-0.0067536384319840746,-0.06416470767628758,-0.19598433505861457,-0.052127271977274826,-0.06514177726478791,0.09667915163166352,0.1592343645775922,0.00595714621956563,-0.02540694078328906,-0.057003734956904806,-0.06312203299135255
POMC,0.05673043923079282,0.011899218529967602,,0.028747584514424707,0.01804610932822977,0.03764847298595206,0.052808673816468296,0.013053252598898307,0.05674565353348017,0.010380635109300287,0.1271776735218983,-0.058390719991656445,-0.013506596103805106,0.0823423583075405,0.022448035547860814
CCL18,-0.0402919386035925,,,,,,,,-0.026591979920714402,-0.044083059651516925,-0.0556741153867752,,-0.09660670322926766,,
CCL17,,,,0.04363367665443413,,,,,,-0.04527482113559628,-0.0344633472273525,-0.024020753287560283,,-0.014737090030714538,
VEGFD,0.05653218736415744,0.003289400361412206,,0.03374979242332582,-0.004770835794792779,,0.009668557652810795,-0.05412434914687859,,,-0.015767350392420335,0.0547983240347851,,,
TNFSF13,0.07456901002113166,,,-0.013082992989773999,,-0.024781928771956733,,,,0.07059260771337995,0.048832507130891975,-0.025759151462380257,0.04553836158480541,0.027680639616642227,0.01873313566283799
WNT5A,0.051431119797523094,0.10930944227375404,-0.028158252436817043,-0.04539977171908062,0.07579149187735186,0.12452906488753691,0.09651380562127213,0.07486990879988664,-0.003528028054323141,-0.010216559926255123,0.03745706584186825,0.010562667917817807,0.09032381528668043,0.17762909858876727,0.06247994442649834
CXCL8,-0.0595705944585952,-0.022824012040312355,-0.005570399805634205,0.01955497966546638,-0.07885360696989908,-0.014596598251913853,0.04038988127158628,-0.008991660513174946,-0.04681936737771425,-0.18021562253141968,-0.2843194951690329,-0.034104233513619596,-0.04150659275189428,-0.023704008090542412,0.02893306526222866
GRN,0.06623092127178631,-0.028430644378526666,0.0074799055271140245,-0.024012785954983667,0.052320633897183645,0.04633057242899528,0.12978912679930096,-0.035086336029827435,0.019479945187356507,-0.045523314799802844,0.001591700551086328,0.019645136233418427,-0.014292899763981348,0.22430942459838069,0.11354022244269354
MIA,-0.007185357149677177,0.0083781860832508,-0.027812286728751353,-0.039938080492637175,0.04819103326811153,0.008015892505687527,0.12119837030138358,-0.07337337410156879,0.06503835136967057,0.16687344288307537,0.21078229197730042,0.03287123074333696,-0.0658276105657869,-0.03052144529077975,0.08670652570167725
COL4A4,0.07643380080407167,0.034658731537829814,-0.03154176901439522,0.059877143234733594,0.08972754607058528,0.055588657065728596,-0.023555022137911802,-0.04238043131946373,-0.011069402506931716,0.04410075868960106,0.016299328337380445,0.13173575168457952,0.06180135728407844,0.08566167695721148,0.14122672312472495
TAC1,0.026081559336683303,0.04724435119764209,-0.0697670101757602,-0.0197164955780736,-0.05864412935496471,-0.13568019598676884,-0.10974360828661318,,,,,,0.013704762633478126,0.03690880809994859,-0.051080718565258296
RARRES2,-0.022768572861006985,0.012060365622639773,0.08318364240738599,0.04142191661314792,-0.019983715888894145,0.032671729009060166,0.15422736389128028,-0.07960653509153957,-0.05967887541244589,-0.1932479687411899,-0.1079615634333388,-0.03848326347276744,-0.04463592561108486,0.018226534611860253,-0.06007442160028223
FGF7,,-0.027512546613633358,-0.03750869945963578,-0.03362071818744976,0.0018915681553845576,-0.03982681021996565,0.07235453597808328,-0.08069318240890452,0.08327368555042532,0.07829251906711081,0.03954806328165075,0.037224383470062676,-0.047159171547188204,-0.03757550475958305,0.009651484112450308
EFNA2,,,,,,,,,,,0.020145805124686177,,,,
HBEGF,0.044540208584446975,-0.0012229756730606854,-0.09334663342480226,-0.019734885713722672,0.0062301332694008225,0.09717516014320547,0.06654255972335286,-0.06216835383242679,0.011946453301585532,-0.03302639005878007,0.00018419742221796292,0.04498762567217876,-0.013913521446328011,0.12402439883630742,0.13346894377532864
CSF3,,,-0.022078039326451127,-0.022606977177447897,-0.09574225821910094,,-0.024920760044033728,,,-0.1521556117625321,-0.1300837450240008,,-0.05926745352969752,-0.040564257743041926,-0.030795777555263415
PI3,-0.042388818189791046,,-0.009501902949517391,-0.01583485445019165,-0.013903720930277133,,0.043605390172109924,,,-0.28525197264827673,-0.29597900708530234,-0.020409547614135222,-0.06298797440015903,-0.08813265592211839,-0.039985061888404116
PCSK1N,0.010341737825747191,0.010496959980403668,0.00973563261045637,-0.02494956824832207,0.042391548300033555,-0.03843972718456925,-0.024931244085269564,0.05781348627476862,-0.018105927864197596,0.06096917632073541,0.04529508360147756,-0.0038883019757315826,0.10082011686929249,-0.09563736754067813,-0.07415826265781754
NTS,,,,,0.017860133249952403,-0.028784492216825823,-0.017858589883796534,,,-0.022827143440957365,0.026393789801709918,,0.04489572699879478,-0.03824898163413404,
SFRP1,-0.018204619193875112,-0.05707783307231766,,0.05354310350830998,-0.009599748088458234,0.02155641760303877,-0.0021201235974040865,0.10267101656319441,-0.06399549293074631,0.056983131865073325,0.07349032201461354,-0.03740439450027717,0.005509980386353442,0.1659730357689824,0.030265269411578966
CXCL13,,0.001418649463080722,-0.016031268886263855,,-0.014084821981955148,,,,,0.02968745849805154,-0.10104474647520478,,-0.0019207081114148046,,0.12713075735438215
MICA,0.012413848713071605,0.03042336366963306,0.0406930279348815,0.0425404449092752,0.05284097688746076,0.01393799334279125,0.11406926893617364,-0.005403581331901534,0.005276811327280366,-0.009144669552166269,0.06790721646902731,0.0009549670094209174,0.07602862410854039,0.1261192112599401,0.00781761239229035
TG,-0.012295894014702474,0.04847339078664223,,-0.0015756301535076946,0.04008282591292406,-0.033224891992475906,0.04683263985249427,-0.03466928607217153,-0.02666710285789053,0.019752038071959115,0.07311127778107115,,-0.03848192767474195,0.0011667875186540653,-0.04490577047402685
