,UKF296,ZH916bulk
BMP1,0.05103196196397055,-0.061303529342124775
NDP,0.012125082955462267,-0.00633422643950958
TNFSF18,,-0.02209482638127655
RTN4,0.012767408832973849,-0.0040306564730609425
HEBP1,-0.0027366921120218772,0.007546326274962666
WNT7B,-0.0167796651369841,-0.04804101225160964
PTMA,0.03194353640440134,-0.00812067127246693
PDAP1,0.04626993863933601,-0.08346067569502602
QDPR,0.004456004407841469,0.048160915335753555
POMC,-0.0040637980708868645,0.14620611580172949
CCL17,-0.007161470064413064,
VEGFD,-0.01523396177841146,
TNFSF13,,0.13025381431351796
WNT5A,0.013798968260618771,-0.07154340872409864
CXCL8,0.005612189829423568,-0.033178186577151506
GRN,0.017735912776483412,0.09755007404048274
MIA,-0.01732542328046532,-0.04403034903494638
COL4A4,-0.009025618078239508,-0.007431761374804152
TAC1,0.005540086000478893,-0.0807020589562485
RARRES2,-0.019572435794204174,-0.09436071044251033
FGF7,0.04032925900888774,0.04599838728782964
HBEGF,0.021924956586722253,-0.03558965528291123
CSF3,,-0.028257739968278385
PI3,,-0.03980933096006902
PCSK1N,-0.03349336056065331,0.0046879741752047935
NTS,-0.011728242251633863,
SFRP1,-0.020768521839478478,0.011151925298113725
CXCL13,,0.1327275898391187
MICA,-0.009418215695677364,-0.03291083608107899
TG,-0.015030088914043482,-0.02525891252206362
ADA,0.011570447635957576,0.043816491695237436
LAMC3,-0.0006870611726401247,0.03428968147283932
CCL7,,-0.047849560696350435
NGF,,-0.032024692365414935
TNFSF15,,-0.03127413729116721
HMGB1,-0.004778275917357205,-0.03016026810583123
ITGB3BP,-0.0547951854027158,-0.08660393019944185
AANAT,-0.0173254242441496,-0.017254141221023218
RELN,0.02165276923858862,-0.02659684555176246
IL15,0.028254623902703602,-0.011511080695823654
BSG,0.03584048639319681,-0.031123114741817528
ADAMTS3,0.05472902973351901,-0.03252878283624728
CD34,0.002920791313931685,-0.010103463847948366
PLAT,-0.01742213198307686,-0.07783582236808102
NTF3,0.01483193906378311,
CKLF,-0.04585634915989599,0.001833103130763316
CD24,0.09408622654723174,-0.012829957890443534
HSP90AA1,-0.014778822252540399,0.01258546809560286
BMP4,0.03452261203839658,0.0027368562668258797
SCGB3A1,-0.014614164804534589,0.026563707136209865
IGFBP4,0.012787597625662258,-0.024333033976908988
RSPO4,-0.01461416266688239,-0.0217567886275987
LEFTY2,0.03743790479177686,0.07724779568948761
PF4,,0.10175490273529783
ANGPTL2,-0.01896919109073226,0.0676849111097953
LRIG2,0.027201660762122958,0.005400990440902683
ICOSLG,-0.027734951665209923,0.029569982679553557
WIF1,0.025350538903027384,-0.031274134724654526
NPPC,-0.02031010971097948,-0.015927145386835883
LYZ,0.03537665725910845,0.12937355045551824
EREG,,-0.01962191429302618
SPTAN1,0.06183654690025865,0.03608992526814365
LIPC,,0.01271913529078891
COL8A1,0.011970886158731353,-0.10858201027709279
GSTM2,-0.014290883156764562,-0.02809728141550251
SPX,-0.006335718683360309,0.028475405923423545
MFGE8,-0.023949330946809753,-0.04697402408136245
TGFA,0.04811247313721193,-0.060717726177047876
SLIT2,0.07888959803212794,-0.0866788238671995
PLTP,0.017261901293895755,0.014273382501981412
APOD,0.0645180030938004,0.04671111853667843
B2M,0.03693024388353231,0.17155045807456779
OMG,0.022391639098472294,0.07247879067805542
CXCL3,-0.01563406496026351,-0.023881371064278668
CXCL10,0.02436005500212403,0.11001421823900324
RSPO3,0.05067583316907488,0.09225810409310647
CORT,0.03295600523761887,
NCAN,-0.026783794625900716,0.0019310850544236623
PRG4,,-0.023721984561518285
ZG16B,,-0.014539703019109498
TGM2,-0.01174829480440412,-0.034517283095491416
VEGFC,0.043285632285764625,-0.028146828345413752
WNT6,,0.08566022642200356
NRG4,-0.015698353543687572,-0.022593604322481507
PMCH,,-0.02893436194673383
COL9A1,0.024518107068804047,0.04339265198145049
GDF11,-0.019696011378546024,0.014729326647310347
IL24,,-0.02525889801769098
SORBS1,0.07462022833124786,-0.05828398762663725
DLL1,0.024748221870947336,0.00951460398856285
TLN1,0.025661275506474332,-0.04536895422586377
COL2A1,,-0.020355624794498213
SHH,0.01647233373231646,-0.04116805156631103
PON2,0.008795694484160834,-0.05270862403059135
ICAM5,-0.028013910717161413,0.07276044518909523
HPX,0.14403338307373986,0.027239751044317063
SFRP2,-0.007554430811146922,-0.004689594523227539
CFC1,,0.08001939515726712
CD70,,0.04398597133017933
HP,0.0412056624303283,0.03791375895196515
CXCL2,0.03606530345039374,-0.009234828377920347
CCK,-0.011504501297297747,0.09318133093291281
SEMA6A,0.014126310536685638,-0.015970451616834615
IRAK4,0.03913131484285154,-0.02336863546731906
GSTP1,-0.011329835662639691,0.004370518103235326
VCAM1,0.02292617329869721,0.012323870592068468
NXPH3,-0.0064005683523075405,0.061972984307292506
