,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
ITGB3BP,-0.006169328840507249,0.02650002211361973,-0.002201154195816018,0.038842845221740384,0.06408716939786863,0.0001340898169429215,-0.004628219237491898,0.06467870319573969,0.0026758272962610664,0.023157029501146266,0.05427915499215722,0.04850382428159674,0.005466329542581162,0.0068524121892367534,0.07297606936573263,0.04130699560903267,-0.055194245635830565,0.022492225200476553,-0.07094289944372571,-0.06656737267183542
AANAT,,-0.038978850822168405,,,0.021856888171128352,-0.02265853038145609,,-0.030274157375362414,0.030797053148793534,-0.032202479511282626,-0.033101394179080514,-0.015465448126312812,-0.02456780956342376,-0.016801993815852775,0.14862772939145003,,,-0.013741079899969848,0.01679330249910947,
RELN,-7.075089902553717e-06,-0.020724672378973946,0.02401779069581426,0.08335384898434503,0.051301799745919405,-0.0011706413214883603,-0.020880323481017357,-0.06610864223696554,-0.011372495671674724,0.007357074587222739,0.04706605962761751,0.0668313239761585,,,-0.06289228803177327,0.04783192030659847,0.02090043891574926,,-0.011062599188033498,-0.0051710459516733495
IL15,-0.025863710634088075,0.02376560654157913,-0.03091374415433,,0.00013872324788004464,0.018855373812090917,0.0676490537068007,0.04263788716899502,0.06631020284225907,0.02013820569016738,-0.011018260192983347,0.026186327498580672,0.017860129060437227,-0.009429953597716537,0.024252448204149415,-0.006026554534752795,-0.044271077310794535,0.0007449081095944585,0.0288238997052774,
UTS2,,,,,,,,0.13189792368831313,,,,,-0.020921287901987103,,,,,,,
BSG,-0.06673245827065398,-0.06658790562276369,0.005377693091826132,0.03857793982955755,0.020982405380726713,0.04798981932365251,0.0017411310287571721,-0.025563977778207615,-0.0810412911577962,0.019711625447196214,-0.0015738423582187116,0.0045129971496141175,0.05590356290679709,-0.00551421052191007,0.027022815252483106,-0.04836552892565779,-0.03225381600105154,0.0018937944604781227,0.012506576521107274,0.04424268448302308
ADAMTS3,-0.006802992367503606,0.030914536042722915,0.022131256985241987,,0.04926314772059227,0.029095659989672045,0.017404350856459944,0.0764846376417543,-0.07233932311055408,0.004750689351723292,-0.06392987930920531,0.013776213107713684,-0.018792683633972317,0.06912891157599864,0.06294991142633631,0.037609201970086215,0.05390474623157829,0.04586951609381507,0.04335394803358757,
CD34,0.02122899400089694,0.05793881722382022,0.01305113662528068,0.15183616084732438,-0.021175129170415082,0.04152480579456662,-0.040703700011930445,0.02601688861497054,-0.016487167071145007,0.05456535362717741,-0.004363465471385156,0.03741747290253541,0.061659113236215264,0.04126378204194433,0.0350327943096988,-0.04326632581675588,-0.037459133240358024,-0.02797471767681336,0.05106085621968087,0.0673961660706571
CCL23,,,,,,,,-0.023018255572279257,,,,,,,,,,,,
PLAT,-0.041704875744538954,0.02653467463966176,0.041388597558662865,0.1345197660989893,-0.03228016661805044,0.03961192887366949,-0.007186179046176535,0.0790363436097647,-0.06593310928131264,0.016941577441297467,-0.02501497645508085,-0.019000271374333723,0.040773283421974185,0.015327696597833267,0.03346971148911152,-0.04068053518324662,-0.047913934968074945,-0.010239440898441789,0.02049843916142492,0.01354601101450469
NTF3,,,,,,,,,,-0.014795319019044849,,,-0.010621413520290836,0.02958592059484619,,0.11748727766916638,,,,
LTA,,,0.006043782447209272,,0.06273232548983008,,,,0.012583355585456318,,,0.025056588455399025,,,,,,0.0034737963067708842,,
CKLF,-0.03570231380692114,-0.06253397353706014,0.006333863823611431,0.028718189653130315,-0.008157248571741306,0.03132298832770785,-0.042433916165134616,0.17410134601508243,0.025693366824034388,0.021717913529986903,0.045687318344202796,-0.005881413322202077,0.03285870572414817,0.06177564534929962,-0.027899649923645443,0.08714872489623361,0.10652599349404968,-0.0016994250699910026,-0.005728526479179447,-0.022908261350368844
CD24,-0.01952885654929278,-0.057110161104193834,-0.022912442838556823,0.05682893477126777,-0.0013735250891211952,0.022158809199911676,-0.0154435787917882,0.06387602539255907,0.12482129508868078,0.08185132239499777,-0.013277237932699937,0.03507514103592584,0.02426600475916803,0.037454019153933205,-0.042179519033168515,0.08288183937652868,-0.024922677936517767,0.041767463896787975,-0.034744382614146016,-0.029905271998957362
HSP90AA1,0.030626868841236346,-0.026418352433700006,0.002991433975800637,-0.07945905137998487,-0.03812578696365556,0.009760592191174656,0.05192160862041075,-0.16029568315605144,0.03713081223326436,-0.03051473307478497,0.040906628737033025,0.07403125212859957,-0.044768675946229096,-0.12129631395387679,-0.009972084731638887,0.03981210804844198,0.002541700664273499,0.012100763218375887,0.051569563585717355,-0.016649643919714976
BMP4,0.04077079498648001,0.016583866086171958,0.01768906385025961,0.09219191455284372,-0.008924144375043125,0.028040439307577776,-0.02467106036572236,0.013955484399149835,-0.007281457961684157,0.040294285609282596,0.12462462061203135,-0.007248066967071147,0.06145220245044188,-0.040044291007681844,0.04601289547982994,0.004159882654271634,,-0.054868864718473916,-0.044953872812494744,
SCGB3A1,,,,-0.029633284610937585,,-0.020990471121602475,-0.03137880874087992,,,0.011171316503216375,0.04688041510748251,0.0008570221411255712,-0.0320171625247444,0.027958500679298587,,-0.027855622836981876,,-0.012062207917569581,-0.028430741512156413,
IGFBP4,0.021139436937737087,0.025385505815380013,0.04067323443646519,0.05721913109838029,0.007939730003745232,-0.031181523587353533,-0.007088155397187813,0.05072491640240618,-0.02454794044122156,0.04624026747573308,-0.005771086945642651,0.026725554560574818,0.007741080011350251,-0.07443500011865177,0.09343578354597201,-0.08241820111978884,-0.061876767507261045,-0.08039267576909975,0.04294318090665482,-0.05651025404493588
RSPO4,,-0.026566729852073256,0.0833193895781001,,-0.0020665418687304256,0.0707326568306313,,,0.02235628042451967,-0.029398047231559057,,0.02187539640029853,,,,0.08419961604280271,,-0.024390888726082204,0.03180182000373467,
LEFTY2,-0.026297309599351677,0.14884587527948606,-0.022903865464587964,0.1149455370383229,-0.014554217484336546,0.06016648489406871,-0.04834355388191526,0.08757415866203222,-0.013959346152420796,0.022134391998137475,0.045021654351752066,-0.010214874957512969,0.011867162507099899,-0.02583777571435701,0.03421229178401344,-0.012038712796844549,0.022301937317244794,-0.008635638081726883,0.013026888778067257,
PF4,,,0.010098604952441208,,-0.0071778045760539045,,,,,,,,,-0.020596357185778298,,,,-0.018493418435403204,0.016567992324533754,
ANGPTL2,0.013364971504589863,0.05682357334096731,0.08417440942449725,0.057925924434031065,0.04954985929359223,0.03501844543038102,-0.02817164347794206,0.12059362768700917,0.03549808345636166,0.05746437759817589,0.00572727582621187,-0.04561188515223813,0.033000707890829685,0.07511218207949096,-0.014757846245245166,-0.03606654191345126,0.014261603508751814,-0.023062916398200607,0.055250658682322124,0.05836005095305634
LRIG2,0.08726212445281203,0.029817662963933015,0.06670775567880823,-0.004876788836446862,-0.030154788573459924,0.005635630132828139,0.03629480670443064,0.035330352304465684,-0.022132939762750006,-0.001735340139879233,0.015745161041119466,0.01945906347262375,0.03340601363263873,0.05062683066423512,0.006900999028378821,0.021176819663033135,0.05886437811670938,0.048233051615119656,-0.018046762984821968,0.025123222127511072
ICOSLG,0.0185567193259214,0.07083063235480577,0.02621541865468506,0.10124394921145582,0.0469427182598803,-0.04204742553132684,0.02100663161314264,0.05595596206760765,-0.06270259590688627,0.03052283456886868,0.011458233540085698,0.018583551251549865,0.009429334824045649,0.033512622753680846,0.08991154639715801,0.020067257609443136,-0.0010624700368918444,0.02690409979323216,0.012251638026721868,0.03204402495181139
WIF1,,0.054678054531006645,,-0.04805375392790898,,0.044159872678035936,0.07778268099516453,-0.08806007530623287,-0.00620204569574014,-0.04258895390325815,0.09091551355221597,0.07458551186640167,,,,-0.03189651414470843,0.029327930014568914,,-0.04532696741657338,-0.02362947424882617
NPPC,-0.020182384576555377,-0.054218833231657736,,-0.008069640720668616,0.039596485252032944,-0.05514338922002163,-0.021786407774265455,-0.0031406210418404297,-0.010231498695998308,-0.02510980533309321,0.06424774552646316,-0.03578020953286645,0.028980358348754162,0.0238123682123483,0.11298317228823627,0.016713241408102597,-0.019293785779561864,,-0.03953501871313888,-0.06273567033185189
LYZ,-0.013664480184471584,0.029409323314600416,0.0012269177734495905,0.015499210524593906,0.0035683407148692594,-0.033598117941515446,0.037218892906214836,0.0741789825410854,0.027860020377597196,0.0345315768534963,-0.0796379983902392,-0.011589551669217936,0.045160488366776975,0.028280865246648097,-0.025185705547489286,0.009888705489307495,0.06583953775856928,-0.04156391424680656,-0.01755579526472852,-0.05457298318102385
EREG,,,,-0.03736873792079511,,-0.07875096436644607,,,,,-0.024461333511498012,,0.01672320579079915,0.009573059511277139,,-0.033565089564814125,,-0.013050599965184345,0.008321854833280828,
SPTAN1,0.021989391033675962,0.06529516991347575,-0.0494247234518788,0.050128509329542326,-0.037024183844814096,0.07106266453673683,-0.009268827401227836,-0.04684122178909118,0.042445814109569144,0.024060423741743272,0.0837960767306985,0.08823034560704147,0.020027305889778912,0.043547369949813564,0.0406625487119819,0.11250523969938382,0.03384949286235571,0.045709301812228584,0.026793016890779477,0.056661134982957856
PTH2,,,,,,,,,,,,,,,,0.04595310135334102,,,,
LIPC,-0.007211553010781893,-0.05571929120102319,-0.030976118404861436,,-0.0007002905933222953,0.013800632748687975,0.023594236272478517,0.06515224039898859,0.014480123986549546,,0.0030870270228857987,0.04545531335756123,,,0.0405963474553255,,,-0.023382680619120324,0.05897800151130422,
COL8A1,-0.04530790358417234,0.016435233726444242,-0.005643360951282528,0.024793859381585025,-0.008299592635411104,-0.008150829221691396,0.03407984289919445,0.023137709745037954,-0.08799712765835246,0.0182003060482779,-0.019665177998473782,-0.03394867653825872,0.09416878381839616,-0.0006495362573919299,0.10724553138448259,-0.06395526600443169,0.0520548499565708,0.007799497028942467,-0.04658327521023044,
GSTM2,-0.04086268789709438,-0.011820235052724351,-0.015254641453407214,-0.03474152009354109,0.01632348498953987,-0.010436658984170752,0.051926861711456204,0.11204639305041277,-0.06936506395906022,-0.055878245582162,0.010046554054858345,-0.018555988526666654,0.007834926146697688,0.055306752694875,0.004316829076050905,0.03119211565991364,0.007578224844551791,0.03055857303957913,-0.004128352170685943,
SPX,-0.020270057210086498,0.023283214230970514,-0.014259855215388525,,-0.011209550943584496,-0.005507402793386671,-0.031809712230943116,-0.03885244244436478,0.04752337715422324,0.03455266447361968,0.021042139151787858,0.09444474217627631,-0.02823538229049922,0.03662254597590558,-0.04660102770218101,0.06331650230287614,-0.007009020918592125,0.1254467445531368,-0.009179836376840805,-0.01728913630773116
MFGE8,0.025740818507446653,-0.045190381167207416,0.026581244968595312,-0.004165769802565027,-0.005008623436998041,0.016435719232727592,0.02176563509814467,0.00175700084635346,-0.05323775247707549,0.001568500285335098,0.04157683427094725,0.028501182188047248,0.05749048133140077,-0.05638006817545421,0.1349289857238111,-0.0439394129121645,0.006955300089471682,-0.061605121140430714,0.021060707584961817,-0.009709968544585612
TGFA,-0.019806994801213042,-0.04706924834519223,0.040836769856858385,0.11433348354317881,0.0038983554540357765,-0.0284391002337428,-0.029661761079911253,0.06099311886329172,-0.08244547043346416,0.02187941760088918,0.0006509349129703363,-0.002926752386919081,0.05577896885600223,0.08343994555059905,-0.005116087704351711,0.06099398374094203,-0.06291062371125469,-0.031460922668075576,-0.04966296034015473,-0.08502555190027122
SLIT2,0.1837296493759156,0.08463329776195781,0.019466136941535938,0.0017496004266825992,-0.03381377901734281,0.04569710040599445,0.10184129492034155,-0.01828414937559844,0.0048559650652635076,-0.00922321951129753,0.04305649687060218,0.04046191002425039,0.06695124889960154,0.020691681792523117,0.05279175994900065,0.038481952949034254,0.028035001701903654,-0.019736549810723054,-0.05643576885082384,0.02021418604195014
PLTP,-0.024441911459324325,0.006264563236615853,0.01866160915429633,0.0827647684866405,-0.019178915233393358,-0.04988901922337537,0.01441130012769549,0.11024778908453625,0.10055376739115811,0.0686734072338836,-0.061983073376022504,0.017606938922659455,-0.006505645129636342,-0.07368138516500265,0.08980565348874116,-0.07884694483042834,0.020197118771046626,-0.010770766186376977,0.04622823970335608,0.0354957315761177
APOD,0.0596292105677187,0.022155547180580496,0.044914876685815404,0.08121288447591557,-0.030844409341963395,0.06935157729634617,-0.07564073730539125,0.12599449694301773,0.03685371816218252,-0.05195681118281635,-0.01640683125151448,0.08683533858531382,0.08904019883528626,0.0745257130411007,-0.0036970981804501915,-0.02009812223793103,-0.06186998376352256,-0.09341146740544276,0.028106968569198615,-0.011235943900562768
B2M,0.038387791623289834,0.09227629529100835,0.008254607319232048,0.11883948661006587,0.029514326956367826,-0.07662995438458746,-0.09233744477706032,0.1265555066825293,0.1399846569472586,0.06939903713565124,-0.06329884601211706,-0.08009454828220712,0.043119657879546254,0.019743638702125782,0.0586247516652424,-0.10485047233105474,0.10027826001851003,-0.07147610252129111,0.06252671735458282,-0.07477558856444906
OMG,0.05941124403021938,0.04446168922998048,-0.010707265962885817,0.08533632705428248,0.020025757651300626,0.10177013829591844,-0.019469157757384524,-0.032047523198542094,0.0563811717290394,-0.03174874855433865,0.017894512960930618,0.0768394416475929,0.05578731418316033,0.09316794115555829,-0.027110484851208292,0.08146986792863531,0.0738258315693481,0.10330061317690445,0.041146875896874616,0.05373949511441908
CXCL3,-0.02138878368397838,0.0740583553244492,0.0325589104546173,0.02581756576583701,0.058958477032739036,-0.05539222699116564,,-0.03974852145094581,-0.020105522962882122,-0.01957406949392907,0.006980751340336238,0.09107589005915956,-0.015106721560215548,-0.027194253521637783,0.02088704829172149,-0.00020305153350831177,-0.06174313138447603,-0.006575419501960938,0.05358641179767447,
CXCL10,-0.028103526642388646,0.023854175070883506,-0.02843918099853726,,0.05317207244842225,0.08157247242657326,0.06585868817766562,0.14491392435818895,0.05421510460394111,0.042995622667278556,-0.06088965366890618,-0.029764113003319236,-0.013550740814842813,0.001747438634553283,0.02970727304133677,-0.005578235766948314,,0.05704459343591241,-0.01998059138735252,
RSPO3,,,,0.04968919117646037,-0.025089595475635974,-0.0069356943454450225,0.02332429774545066,-0.049711771678647904,-0.03487575022766888,0.03614512945919735,0.0030230638756680184,0.06959867655360456,0.034841919086061754,0.0468996050638283,,0.045801329968854505,0.020943284709436027,-0.013179545884340562,-0.019004150779320373,-0.02790031256118883
CORT,-0.008650687187721955,-0.02978598491487449,0.00836706975553238,0.050976056212501675,-0.006724071362649589,0.07520505327056952,-0.013050993400241994,-0.07730927485872988,0.04147166029389111,0.013078019586548575,0.081944716580379,-0.015995457780690867,-0.01873139985913573,-0.021553040962325725,,0.03682163771052664,0.02503099788513878,,,-0.029793014831712022
NCAN,0.018362983375628358,0.004679087238457933,-0.011761291382051712,0.06933538569364862,0.006356040401490202,0.11023391147274507,0.042260143998592924,0.062254622006969976,-0.09918628773991404,-0.004213896535628018,0.06363823029251174,-0.044232366548591036,0.06971947402580812,0.08500354552919771,0.03180452111012611,0.0792443943626657,0.006907288091694697,0.08739710520642005,0.04319185006054387,-0.0024290882617690693
