,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.013977907933928923,,,,,,,,,,-0.005132244359314886,,-0.023892931131703495,
BMP1,-0.029974210562420965,-0.001413708649469639,-0.012858743893644671,-0.04675912089459388,0.09312875058840438,0.0691922057646745,0.029196602992888815,0.01682284295451241,0.022738063202870366,-0.0003683465842738279,0.05932649293350467,-0.07854067824597276,0.08370290350570816,0.011923476484841765,0.025795897384188894,0.012351055143629901,0.04070243558645044,-0.007919539958132138,-0.013058547752057954
NDP,0.011503520895233547,0.004489713003654741,0.04714503426155619,-0.03443587204205093,0.04775854047367906,0.013725690098005183,0.017775596789152717,-0.04818316595810219,0.039960143416570754,-0.006478710873238629,0.14881524582650035,0.011133616869625152,0.04806451684354084,0.037712371749315056,0.04838932993087955,-0.003975562242647897,0.022877547312306255,0.06593792282096576,0.0685993470471488
TNFSF18,-0.019285643501784487,-0.02410260930926517,,,-0.012399097679817965,-0.002233620245431927,-0.011390332582006845,,,-0.02939598826430405,,0.03151217326818397,,,,-0.026848170410889168,,0.0648145030075133,-0.024659557818279783
IL36G,,,,,,,,,0.08020402838119975,,,,,,,,,,
RTN4,0.013684513894325904,0.03969047704264199,0.04880858030709565,-0.015508671462460717,-0.009097405937327937,-0.06400252960366681,-0.04167678616750472,-0.0832863429743085,-0.01838280620578805,0.005418118016651884,-0.012319698729440227,0.01618421453359888,-0.08804746341054269,-0.07275251512330005,-0.0822771250478359,-0.07099937125331056,0.0033784731803750074,0.022904870353676447,-0.05932286398214107
HEBP1,-0.012725402896751798,0.01697113940186775,-0.0009692281626944246,0.05808662863880147,0.0327948752518432,0.0017458034614893903,0.0015345441460896507,0.02830916598699247,0.05129722253312189,-0.010024284884885885,-0.03575194576596801,-0.03506737299288285,0.03353185912149328,0.01629277159565877,0.07453597564548725,-0.012398860801830005,-0.0004877611555902415,0.05438023764368615,0.02985063479848249
WNT7B,-0.045012906315615366,0.016444099087545096,-0.0017023721072731612,0.05382043339282279,0.07249395474475037,-0.03241409029193533,-0.03264932804687169,0.04092088288415568,-0.018834697956792466,-0.008073038675446368,-0.05174266172198201,,0.06418187147755987,0.06155691859995335,0.01896045419310439,-0.037264732674070836,-0.028125672320145588,0.028992059615601327,-0.05361753465830175
PTMA,-0.006258876221181157,0.019621712772701104,0.013309441652216293,-0.02685913704643445,0.04381741254377548,-0.05350525914492967,-0.025694923535126375,0.04693621002932833,0.0018506197527867723,0.011386887544682396,-0.15581621441407292,-0.01765283185864011,-0.12274825236779545,-0.05009736433677949,-0.0047480246379254425,-0.07583031510543685,0.0325397827375805,-0.025162298327465235,-0.02991820689428003
FASLG,,,,,,,,,,,,,,,,,,-0.0207223310193352,
CEACAM1,,0.029596608109281174,0.03200911705335468,-0.017160919534904052,,-0.02731473191069365,-0.017914279586578204,,,,-0.05246718178440664,0.05167775710050168,0.07479452140311772,-0.026137289794762535,-0.022566774581766858,-0.03857801789351854,0.0010375919240797656,-0.014155969911923902,
PDAP1,-0.05223474417030606,0.019311201621159197,0.0286935228720829,0.035460441257302105,0.045484221769829754,0.06986246375664969,0.03052183505366536,0.06688115634664013,0.025069062143540044,0.04566801445542378,-0.04966356942389817,-0.00034428159723876755,0.03130096894886719,-0.021606537276788355,-0.030576493663317127,-0.00035542774087725674,0.051645106293312905,0.060218887861449105,0.022061861530031528
QDPR,-0.002089219286134678,-0.002804712913096927,-0.013348130358920225,0.01614632094025364,0.03935653270821058,-0.09019877643490669,0.004646511430822148,0.06044356893545103,-0.02902268243683838,0.06497379041587041,-0.07712926904680609,-0.0036301562587410952,-0.11087458163723135,0.028960932722610865,0.06983351641400422,-0.10413373888741705,-0.016043878863975593,0.04593024780147529,0.028201598515515954
POMC,-0.03641451344850912,-0.026916019814137937,-0.006630304447887832,-0.012694697393354932,0.027284204297845307,-0.03521020375463981,-0.013216441201877384,0.007083195463400858,0.0005647683285000908,0.05824881949186801,0.00937367462166126,-0.004764508714901715,0.0428173424050123,0.028663798669158354,0.011702705603009893,0.03431283712404383,-0.030537443214977974,0.008304049844641814,-0.03739774020015215
CCL18,-0.025863633683013778,-0.019143682098702427,,,,,,0.048732887880716946,,,-0.04498786540261777,,-0.019372866487508578,0.10616613040244181,0.06610498646327419,,-0.0021192548089375924,,
CCL17,,,-0.017292385625744148,,,,-0.014205962359399457,,-0.015654437908181,,,,,-0.018543142028997435,-0.01939815174528811,-0.03432402565336217,,-0.018782465544704093,
VEGFD,0.1898476635410218,-0.019143688177718127,-0.0044414661048019525,-0.016418596191333273,,0.02599285050428433,-0.015135251337112347,-0.016577337753868347,-0.016777345976374706,,-0.05068385918109962,0.039100263801379286,,,-0.022566774581766858,0.03327496885685738,,,
TNFSF13,,0.1467310747366709,0.035387847241759376,,-0.012024538151737412,,,,,,,,,-0.03558150433098269,-0.012598005693935058,0.018811540657860483,-0.02096225901830691,0.009899636668955257,0.12007054878043083
WNT5A,-0.0039287417946323455,-0.037548153396151585,0.0025701958753912854,-0.02720319814016467,0.04873254303184573,0.07751725540189926,-0.07471427701469643,0.011151741513450561,0.11404912466139668,0.020702291562379873,0.020162628301018063,0.010393067230629568,0.054360219746823105,-0.012086237603200566,0.08879806503216743,0.009344736900546649,-0.03578973382855053,-0.006846427495013946,0.001493122512169035
CXCL8,-0.03685478591974019,-0.03199230056008015,-0.05523837312957495,-0.0356866481156074,0.046831687488513477,-0.027693740926862994,0.04217963904229786,0.09768896430986818,-0.015135789220331682,,-0.13354893504250284,-0.05228312043521349,0.050921219865726515,-0.06329080930431791,-0.08398585811546752,0.023824023391985603,-0.016600386864490987,0.03225614358727542,-0.019546930861875447
GRN,0.0059102175075287765,-0.018984440206083277,0.05450830792448974,-0.047666176063522685,0.011416332711319822,0.07923037778981351,-0.015851739900458458,-0.005555668126445877,0.005490918547283117,0.033760258295608976,-0.06822756836001996,0.04171281794006893,0.033749726134615576,-0.012040635586063565,-0.07615439120250138,0.037047418409307496,0.0004795656959537757,-0.01912981546132573,-0.026553788115562194
MIA,0.09683334996186253,0.00890815950263707,-0.0036425548264639343,-0.020838360162504538,-0.004968352616426865,0.03170039144917522,0.07424797606955384,0.09396439086439005,-0.022977344179478748,0.057139842588968794,-0.06524405486445083,0.003176462737109384,-0.032335929722317074,0.11352536454000803,0.11579035108911614,0.02322535539047834,0.02125394854983726,0.018325524200939445,0.024665109464706052
COL4A4,0.012660761787515561,-0.02299140666260408,0.06060961241257141,-0.051817144915150416,0.0536082430014399,-0.013774190756334412,-0.014831464216815774,,0.03924039903022038,,,0.01854527705850499,0.004449301835411956,0.06517187977971227,0.0414982520285339,-0.0528733869355016,0.04557146503756834,0.07183609295017743,-0.01187665394397074
TAC1,-0.03674012138461508,0.059422799955391924,0.0042999695925564465,0.07217313434073863,0.06564684837455355,-0.04736966665590336,0.004048542067464308,,-0.020956523415409184,,,,,,,,-0.03220661367415375,0.059766160606872405,-0.09608666590420874
RARRES2,-0.007926017184161326,-0.034871516183928995,0.034693595110292165,0.016995930303187405,0.032904355812971214,0.0539663447967457,-0.018146334604619754,0.013369328308831642,0.06472889680944882,0.001077938247872125,0.06376534889963735,-0.08495629541031978,0.09542576934372254,-0.05153990364392204,-0.026733704122713822,0.03566073209224704,-0.0005449571367381111,0.036676043292081795,-0.11667704474381424
FGF7,0.029829648624882542,,-0.011700511962155291,0.016270010404138644,0.05596932657767047,0.009161340668964606,-0.03381021895071623,0.030246105878708344,0.0042908871092845625,-0.07735661027299685,-0.02876214045343353,0.019431025145646277,0.04176186771610013,0.03143223978724657,0.0456151682200951,-0.012159769496331903,-0.021970533519891727,0.05578636264386069,-0.009472284337146092
EFNA2,,,,,,,,,,,,,,,-0.021448209001972418,,,,
HBEGF,-0.01927558623633495,-0.019586218674261566,0.018541649191644863,0.0413502821943434,0.021853535627090682,0.003439215751755644,0.02154026544487846,0.045835780808373965,0.031983358417295195,0.003463916416883742,-0.0849730488641537,-0.04865386871846524,0.09311935094099365,0.023475685997179717,0.10557191155078773,-0.0037318566049550136,-0.05787300589097715,0.02574841598221237,-0.042497164333700384
CSF3,0.14970616633926237,,-0.02061101589026123,0.008966825127675838,,-0.014572828699951641,,0.06910828944965948,,,,,,-0.06357120409981953,-0.037588202064826354,,-0.02676229331799301,-0.019775038681270313,-0.031537852370370906
PI3,-0.034751957956955334,-0.020139960699054126,0.005060480258625114,0.006451402086538255,,-0.016409197456665334,,,,,-0.0068342815916098715,,,-0.06666367767133258,-0.10480484221130128,0.0078072574152029785,-0.03829310196968332,-0.03290439029140543,-0.10535943345035256
PCSK1N,0.0002756887623358395,0.06402733718845803,-0.04468159893144486,0.06076726872128037,-0.012721820084261763,0.020451881431616022,0.05464483136233395,0.05862021277632523,-0.013562201611583013,-0.04221789625061158,-0.07209433556040752,0.021514430605857567,-0.04102841750308541,-0.034114520502671705,-0.06032152136741839,0.09095932161730275,0.0029810233503416695,0.03082549847556195,-0.05129354751605893
NTS,,,,-0.022603973882629556,0.09017991374875838,0.003698138961626031,-0.016943223820445705,,,,,,,-0.04325922008370431,-0.026130572583328196,,0.03393174603541523,0.04313081300070451,
SFRP1,-0.04529399758906547,0.050828423951809594,-0.015088274871254321,0.16131545523957913,-0.02543591422378239,-0.02371720528039908,-0.031460012065019846,0.03816325171317703,-0.02990777281841547,-0.04284187291384439,0.04418925714817093,-0.06830131382055585,-0.02326302969422199,-0.03350142777902193,0.019692995799808186,0.02993763700086205,0.02531517055396134,0.0711337439096844,0.034021888425851333
CXCL13,,,,-0.018562437162421588,,,,0.0924506251704094,,,,,,-0.009757850486276405,-0.040173201049675505,,0.011980225074040876,,-0.02558148234026025
MICA,-0.03742133893497729,0.0040957988135098084,0.035102707229664826,-0.019643673932490495,0.007236081265129111,-0.0026264582149664716,-0.026663328474387026,0.05401790067125271,0.026509716771389476,0.018667365627896282,-0.02000997766490957,-0.01897662885226429,0.028067336500118865,0.0026894406754831507,0.010925762368883693,0.09755761008476854,-0.015119533532140563,0.015413895127866624,-0.007040514873833515
TG,-0.023384862929396802,-0.017321582404477585,-0.016282639085499182,-0.0005627714987340301,-0.01612118189133737,0.004418362376734133,-0.014311969473853027,0.04370371274180438,0.03244066501953332,-0.037672331582485535,-0.05302976978666855,0.058820212843943336,-0.03154355597631801,0.04484148851364694,0.03332145512120956,,-0.022025778645651417,0.0190779919052658,-0.028190925921578208
ADA,0.08353083830655293,0.003494504157585653,-0.00315782323239165,0.024866220008216883,0.06325225519701187,0.005053073723680023,0.040362551936254557,0.03653845230636813,0.017394246596058004,-0.00015488974156387816,0.12403154814211988,0.0510916266135791,0.06332564392680881,0.04223150376813287,0.10017284125317757,0.07303030171359336,-0.015081195691532665,0.06092924690133221,0.021147766972880445
LAMC3,-0.030847097412523963,-0.005292927975379201,-0.05006560721728471,0.016390866281209383,0.029101167529990084,0.08016196456616884,0.022643763461423175,-0.03347857950290326,0.014894857920196201,0.08751349206907963,0.02984197566614422,-0.028177835625078636,0.0428361495631737,0.061816750315094676,0.0808576564306656,0.03358291519128342,0.05527101368582663,0.01859690246738666,0.01618787536698257
CCL7,,-0.012176999030256604,0.012153962587682495,-0.024610364548296387,,,,,,,,,,0.0034943508304342897,,,,-0.020722323650721637,-0.05340385971852876
NGF,-0.01690086161450298,-0.02090730263630567,-0.026973396594033486,0.0023527133612021344,-0.0153839314997621,,,0.042385656425086835,,,,0.007997070832455976,0.16439200299558615,0.06654702446794986,-0.021159908988830464,,-0.027999292051141933,0.03309964592161093,-0.03574206646252661
