,UKF313,ZH1007inf,ZH1007nec,ZH916T1
HPX,0.08231701417170025,-0.029835970203191762,-0.029072542109417454,0.07590167419248174
SFRP2,0.03706672570038357,0.09255559552169285,0.032545419734670816,0.0470119728487213
CD70,0.01657181748377441,,,0.026344644320736
HP,,0.01848426831618256,-0.03519262363155604,-0.023943765085039096
CXCL2,0.026768563285871124,0.015723710409921966,-0.048095187910188034,0.042905595609040684
NPPB,,,,-0.0162366704081849
CCK,,0.08932239551270867,,0.019013606290880017
SEMA6A,0.09854677607171855,0.08494619189039383,-0.012752923113042875,-0.14261840058803174
IRAK4,0.0017985119201454792,0.04928216039443066,-0.03371350503390029,0.059459882366908
GSTP1,0.013666579681100327,0.031178610588201275,-0.07572243840831976,-0.048885462894735936
VCAM1,0.019653428795658866,0.024868311863414264,-0.025975605696333365,0.09732378712395572
NXPH3,0.0017129903855239834,-0.021564446352998836,0.048128424030591956,-0.017536136826641957
MTMR4,-0.009097220648030748,0.1041601166004004,-0.023351500289704577,0.01479642547254307
LAMC2,-0.021668307992579707,,,0.02575102022350741
IL10,0.010509123770641386,0.07409424190322665,-0.04141137644785144,0.1032461731049717
SEMA4D,0.08576583146663928,-0.07126923707441042,0.12905561420042228,-0.0015869941865914333
TRH,,-0.004483678646643532,-0.0015881305302597984,-0.018186159712218677
SEMA6D,-0.020101764658009554,0.09187215728798415,0.004153789634707498,-0.10143056620226723
CEL,,,-0.059611696670170855,0.034257307844047964
PDCD1LG2,0.03223891328966008,-0.023371010513141756,0.11969393116108303,0.03256637822944551
SPINT1,0.11977840504987634,0.09201867730743607,0.03778674172981879,-0.0013138715679550605
CTHRC1,-0.03503160916389429,0.07855089337130786,0.04581128136055048,0.17227499735612584
PODXL,0.04051339985075967,0.05020893636776701,0.02283818746753017,0.1391560261986873
JAM3,-0.01872723025117265,-0.004861752040103928,-0.023143911446346636,0.020212019296625895
TGFB2,-0.013335854693662929,0.057999735854654746,0.027512890616132518,-0.14408042257838033
COL18A1,0.06432076091333234,0.0193757556902105,0.09480380677298231,0.216791367025337
NODAL,,0.022928387440961224,0.05389484118588031,-0.008607836453201675
INHBB,0.07139236807876226,-0.0027808843961546668,-0.08668670549443816,-0.07260385911627774
LCN1,,-0.03941876376829277,,0.25163726798803576
ARF4,-0.0003774846744122138,0.10827873913152067,0.06589982054705139,0.11636868796379936
CXCL14,-0.04641095007885035,0.05543622343235132,0.011193518457480942,-0.19387991735074603
LIF,0.0225288795312118,0.16214211800765657,-0.02873918657895892,-0.01178894762745664
IL17B,0.05051120462114198,0.003272835259363101,-0.034432476152639196,0.021488818258225403
MMP1,-0.02945399664184464,0.03488069115625954,0.1276574364149371,0.23157949067368783
MATN1,-0.014917474683359192,,,-0.003224825354567878
ADAM28,0.014294939508321258,0.05971953097961015,-0.06911456132663545,0.07813343898329773
TCN2,-0.014463331287539391,0.019893473989755196,-0.00890367280297124,-0.04602014456124913
THPO,,,0.014597137096742175,-0.023943772374040398
CUBN,0.10466598108987865,0.08069698055827311,0.07704872332800368,0.06765289818448172
TIMP3,-0.01525426314791101,-0.007717907025940457,0.010564585752920255,0.17050136113746323
PIGF,0.03754713596875004,0.012180373337595403,0.07035157307100824,-0.04526352630823654
CRH,,,,-0.027271253848511024
BDNF,0.07668162443081011,-0.036224116311870815,-0.0005845955790263552,-0.05306304652538865
CCL5,0.0014411387788883586,0.0587344830827014,0.011400004831783262,0.1479641297542876
GAD1,0.012590261915581649,0.11943754008081464,0.07490341592224431,-0.01444509179823083
COL14A1,-0.03924597854124315,0.030702865945606797,0.03134308393908063,0.1300696528874609
HLA-A,-0.033823977406201126,-0.03191462812222862,0.020644718923757993,0.1757358195276367
FGF18,-0.015489277834567945,,,-0.01818616117128
ADM,-0.035995788832605506,0.09579255777614606,-0.11750625622637799,-0.011538420143993294
CCL15,,0.02160161647597041,,-0.01577285617200039
GNAI2,-0.04405914963958149,-0.05391684619048919,-0.16570997420804615,0.09863721626086433
HDC,,,,-0.04383254190691906
COL11A1,0.014010140819085222,0.0718412817612248,0.13542765654767003,-0.021868313742594365
NUCB2,0.03000687962942063,0.0014680570380436143,-0.08887063695224949,0.07161007082286182
CXCL1,0.1510254225924152,0.05832824499540939,-0.027968879820751708,0.13440013931759115
VCAN,0.0499798786527559,-0.09848260367709717,-0.021711651389314274,0.1028251667925654
MMP7,0.10710702939529773,0.08044821238077915,-0.113318978187249,0.17700766517529393
PTPN6,0.05575579646744546,0.08109035462644817,-0.09382501995272005,0.0527759917684878
PTGS2,0.018900647401713513,0.029616578476883024,0.06574566071284277,-0.03620625802265279
XCL1,-0.02781710663027686,,,
CD58,-0.007641031846330986,-0.020745630967700667,0.06035163658932412,-0.014696922726248748
TNFSF14,,0.041873047065847005,-0.07231884695124138,0.005362047913766465
CNTN4,,-0.035481130177753284,,-0.02683849565533895
INSL3,,,,0.09460272601185049
BTLA,,,,0.09762682662193156
MFNG,-0.003863625682977624,0.02433729148197896,0.04886222279066087,0.028380464530162994
ICAM1,0.03573072957889402,0.07876264854865939,-0.09506280194978708,-0.09293046363629566
PROS1,-0.016538325904230978,0.015737655596298562,0.0641119064437348,-0.03023948959583793
CLCF1,0.01376552204936981,0.13629650652703407,-0.08275901499106689,-0.02978902052880165
PSAP,-0.045057589592241876,0.05443060078921325,-0.0362336720210332,-0.003025704240013896
EFEMP1,0.004245268853115542,0.11335184356159378,-0.1469007161742168,-0.06969480924725976
C1QTNF1,-0.0271531289313055,0.045712018769855964,-0.12788455528701465,-0.11682956812601074
ALB,-0.014121225285990482,-0.04043617860145454,-0.02550619443986497,-0.024420603163848666
CCL13,0.05988045221681846,,,
EFNA3,0.0012398024003954042,0.05998929771826639,-0.01707832615412883,-0.0037570319494361123
DRAXIN,-0.010223326321338473,0.021563088894209083,-0.13335183478908383,-0.0022214232682154947
NPTX2,0.04043352802430566,0.029019391091276582,-0.07358963317684514,0.13042794185576786
FGF11,0.014131441534228571,0.01989739416665184,-0.06397300305897682,-0.049157143674833065
CD59,0.027005033263511405,0.049020521739542966,0.07083486252495953,0.12258383138715076
COL9A2,0.07959006070449853,0.0740840982353578,0.19846815465194542,-0.03940629589589767
DLL3,-0.01809521536635126,-0.008781301897590247,0.04811187236003799,-0.04189574148978874
FGF5,-0.00037957974370728554,,,0.014298637372924685
LIN7C,-0.007385679498300772,0.014021167150710716,0.001628496372249802,0.009044134736452523
GDF7,,,,0.1456248221495521
PSPN,-0.041259128188835856,0.07116130763418912,-0.06326777179081927,0.03469328384163518
ANGPT1,-0.02795051726198189,0.12045501150957579,0.013674636991357396,0.06532981728992988
PNOC,-0.014121225285990482,,,0.05568310303150108
L1CAM,-0.008967438744617048,-0.030754787383211742,-0.044491286346689425,-0.027127646748510658
APOA1,0.06693223756477053,0.07364652849076629,-0.016467307142753414,-0.04613254673026846
PSEN1,0.015015733625504447,-0.005631685707204742,-0.021838187087461165,-0.027323271513949376
CALM2,0.017029498370494927,-0.04604483156588307,0.06621998006105757,-0.16611972250200163
CLEC2B,0.008246994543642458,0.004464802942516666,-0.014280595208841129,0.08504218065823166
NTNG1,0.058658440307430906,-0.008060683322005652,0.038083965713586604,0.017172961003345782
LRIG1,-0.018998379647758485,-0.034995037823643965,0.004160776397495846,-0.15671007794678718
CPAMD8,,0.06536597001177824,,-0.0036955814434236935
GHRL,,0.09511288343804002,0.023585391116306392,0.011296344258123573
NPY,,-0.03731476089413572,-0.04363094079465029,0.049162740269962424
MMP2,-0.045691668558547,0.05071213163045216,0.053341360021590845,0.18149189602811822
PPY,-0.013061503691347929,,,-0.043205721816702986
ALKAL2,-0.008026812850958824,0.022754996304998415,-0.0632669882097322,0.00040516221241588917
CSF1,0.025158168361200564,0.1369811422059298,-0.11877432018802735,-0.09943334225210368
SEMA4C,-0.01591402193383382,0.060453314772535564,-0.0008410148080950376,0.1479054798495575
BMP8A,,,,0.06472534932681374
ICAM2,0.03185397683600492,0.005322062151861869,0.028106467478135833,0.16383139833815089
SYTL3,0.021507555433830223,-0.027441322894379627,-0.05884026648043876,0.0829205539996228
IL1A,,0.03994789415031211,0.06323991395364242,-0.027556651034569273
HLA-G,,,-0.0237952196147022,
PGF,0.02900638079109444,0.03679661296990302,0.1015630523579293,0.19106076343938408
LGALS8,-0.024668329346967825,0.020791525927558445,-0.02805096295364595,0.018238217558557285
DKK3,0.016865615600217692,0.046211964815831556,0.18053801585972737,0.09028166241015047
COL16A1,0.06518673065398858,0.05505882472680897,0.06883889783029484,0.07818193234482249
TPH1,,,0.0009648781703924112,0.013345987168224958
TNC,-0.03177520418417673,0.07983366923717973,-0.13031352318677175,-0.037801039419844924
TNFSF9,-0.0061258437928886685,,,-0.030676807148076253
C4A,-0.015489286240161375,,-0.0009622409377382466,-0.02610368939995456
CNTN2,-0.01640068300574215,-0.11568614602799789,-0.05071357745265781,-0.05757852979519884
F7,-0.014121227267550702,,,
LUM,-0.0067297911924622785,0.1008366103239404,0.12633530843716653,0.16196581948435976
BTC,,,,0.012160069793112389
APOC1,-0.005728467363167884,0.09616841045636836,0.006709762034067407,-0.1078659367079545
PKM,0.022544859213058085,-0.02512446027128038,-0.17519402512804227,-0.1032010822012626
TNF,0.19098674900957782,0.23306483584097878,0.005823332772448267,-0.033958906692623504
GNAS,-0.0542858280899966,0.11213764395631916,-0.047265885763623644,-0.08388349606403638
BMP8B,0.012625210665679783,-0.0021894259489597563,-0.05798205800884982,0.24368785559298956
LIPH,,,-0.04625560377548137,-0.0503404025575394
CCL28,,,-0.005276233647568053,0.012724008873787818
PTPN11,0.014453317417674546,0.002314732816091705,0.03553618501858752,-0.020032854367097917
ADAM12,-0.011897364603302533,0.05489165561538958,0.08323001354588719,0.1420180072042488
EPO,-0.012839564734440458,,,0.0848717649161327
EDN3,,,,-0.029083432222720113
CCL22,,,,0.04627139964203068
CCL2,0.022460928981576284,0.10024577536783881,-0.11677356044584329,-0.05919291192714092
DSCAM,0.0018092989152423706,-0.023552775074656872,-0.052987461394725516,-0.04468285557140714
ANG,0.05212585897863163,0.0203491042638927,-0.09055915812161569,0.02572347327550199
FBLN2,-0.02146429653525934,0.022818629466578477,-0.09074156521033394,0.06345407927723469
VTN,,0.08591688990964941,0.11657612216998522,0.03633755262053451
VEGFA,0.0011988336314005146,0.05947523572435539,-0.21509252622930708,-0.11692053415660165
F10,-0.04142592528063388,0.06874564712235048,,0.028852203206871426
SERPINA1,-0.0003572627005822703,0.028883142488006247,0.005103837748961458,-0.011281004774967159
VWF,-0.002690148157159185,0.018438945015382135,0.09394902850513231,0.18931486131441527
GDNF,-0.0028979263174268547,,,
VASP,0.059675195323594096,0.03389990851981483,-0.014728828406392181,0.1707127133473175
ADAM15,0.019313214445077664,-0.034343183860373314,-9.759559536932708e-05,0.036364881569491185
WNT2,,,-0.04802893987553603,0.09298270277087675
OLFM2,0.018282335511614255,0.021732341925743876,0.0623867652117179,-0.08007064398751218
MFAP2,0.05899104885891127,0.08255161337723943,0.09774964519074616,0.18886759328870456
HLA-C,0.022229426711640642,0.030309398243297675,0.07437997641033957,0.1475900251117433
THBS1,0.06877218261025345,0.05291066766593544,0.036764488251876296,0.1061175907081797
HSPA4,-0.01656065586496167,-0.03834048288201889,-0.006556370679308459,-0.03000638903340718
LMAN1,0.04242645475938634,0.028140959732671698,-0.07911448157633795,0.07798510130120662
LYPD3,0.026459248361915166,-0.01025297305136794,0.013428156553679044,0.2112107311301174
APOE,-0.060593403223267686,-0.06016754234017254,-0.02602146504000875,-0.07183844620539415
SOSTDC1,,,,-0.02669291178279944
ANXA1,0.030266350976407484,0.012851281750692454,-0.11474097068935483,-0.13934993149740713
WNT2B,0.012260254015050197,0.08744055237738789,-0.0163677000272145,-0.002232501456279376
AMH,-0.03152179625079521,,,0.017808133436844696
GDF10,,0.06983347028699295,-0.13152287584126823,0.060536446117227444
EFNB3,-0.05140849204836706,0.02801944838865021,-0.018638248889382675,0.060271014086281105
LTB,0.07003975636955838,0.10751365668130024,0.009277908349548525,0.16599176649259278
ANGPT2,-0.0258896972621076,0.016308671693662187,0.11860770466476607,0.1961034156986745
ADAM17,-0.018261287769699045,0.04206607529974489,0.008649363561178873,0.023438497180343142
LRPAP1,0.03142082447145146,0.012504718556599992,0.04643572575755644,-0.056110353608898135
NID1,-0.0016622647570009978,0.01671587637209813,0.06379125305122714,0.21080794281617382
MST1,0.01340758025318781,-0.0281931646217218,-0.08141706468560277,0.03310767247771057
CCL14,0.11785818253759499,,,
IL13,,,0.03287091044697758,
DCN,-0.0006900823466666865,0.018315153422029155,0.0591667563510479,0.10381665303135194
IGFL2,,,,0.054043636305468726
COL7A1,0.002918388236571488,0.09814866750423014,0.12776452324534224,0.055155183078704914
CALR,0.011794900111713549,0.01252292594349182,0.04903127114282107,0.11416047456751696
PIGA,0.08250055035213003,0.030602019662281297,0.12181664812256199,0.05589010671028815
CD200,0.023366252525591498,0.14875669991366008,0.029127618064271707,0.12001445173328039
GRP,,-0.030755218185647887,,0.003065591712646332
CDH1,,0.03164769045484342,-0.09687762508149275,0.01835698369894349
LPL,-0.020509760679285696,0.16986606133120022,-0.10662187241529726,-0.14857463836507362
SEMA5A,0.010621449206300721,0.0027556756935746348,0.007876778343021813,0.015998971772292682
SEMA7A,0.03852890777878803,0.07164947651962794,0.05714306247278634,0.19746012597009846
SEMA4G,0.005325795769386155,-0.022594889582790347,0.05249299122014719,0.04665013202464766
SEMA3B,-0.00470309542084759,-0.12591418192315482,-0.09730600478985488,-0.12114028928056177
RPH3A,,-0.0036217386456158574,-0.03616815923802876,-0.03849019028612428
JAG2,-0.043297374012235434,0.026703614637046943,-0.0013037549868030324,0.18429797915258378
CGN,,-0.015418592801837374,0.01897718055658899,-0.03617549319584388
GDF15,-0.03956673471248424,0.11977121070393243,-0.007885538489347785,-0.011557879125256321
SEMA4F,-0.004975545478374775,0.008645522168845753,-0.009207428640910459,0.001993808905656018
NXPH1,,0.01836631180821446,0.1672247393999425,-0.04930959042116392
ARF1,0.0011540828818597001,0.09030085774702303,0.030666537673275533,0.10899313386924651
DSC3,0.051069813122903394,,,0.08651749829160717
EBI3,-0.01919934039663606,-0.016123809670540223,0.05452157293654024,-0.04582302382533099
TIMP1,0.01722665355724755,0.17217555037574966,-0.15186763862016975,0.19832479007882534
SEMA3C,-0.014619879310756772,0.005217535599855481,0.0411776370546957,0.03320046281490597
GNRH2,,,,-0.017345073415008676
GAS6,0.007995982619024268,-0.013225301677379175,0.10893367989860976,-0.008015932973443541
MEPE,,0.15570134578472666,,0.11082799195906916
SERPINE1,0.004695981792787801,0.16786826166656899,0.009467768926606649,0.06650944985047638
RSPO2,,,,-0.03124082664667312
SHBG,,-0.004374372679827493,-0.06680551835664757,0.07557418650198196
LGALS3BP,-0.000697420581170032,-0.0032909081975344315,-0.009446254170289077,-0.005230970859058968
LAMB1,-0.002722636139901976,0.08303435487738522,0.044974554322743755,0.20921539760659993
SPTBN2,-0.01691504206591101,0.1272884128723955,0.045610389220284465,0.03617256764728349
COL1A2,-0.006107484390572426,0.05308753643905169,0.05908784509708108,0.19137847239192124
DEFB1,,,,-0.03427833169395694
CEACAM16,,,-0.043177794350177254,
WNT11,-0.01809521442311845,,,0.13598526176127926
LGALS1,0.0010973817080803952,0.038786347331180124,-0.11174551255791722,0.1830573890087435
BCAN,0.06537966286217889,-0.12171805303942727,0.09961941925980872,-0.14398377358279646
ANOS1,0.06516770766728573,-0.0043320155721810315,0.10824622793522705,-0.09746828416421546
EDA,0.02080217465472641,-0.003043402525170005,0.04108528066242534,0.01794191460323628
FGF22,,,,0.021922171530857994
SHANK1,,,,-0.014328025792862126
RAET1G,,,,-0.019958203618778928
TGFB1,0.046652049040275555,0.05648275047044488,0.11246250133715278,0.17181019353352736
MSTN,,0.05107264421615348,-0.007501477401717873,-0.03859930413497607
WNT4,,-0.013618562638483142,,0.011991201164476424
TNFSF4,-0.0393949132844435,-0.0020943292368826015,-0.05672352468999955,0.0896782009353851
NTN1,0.0009101316703480746,0.02586619886918607,-0.029868116923426065,-0.0805822975805635
CXCL12,0.006107850058547094,0.06293397783993672,-0.008713222873742205,0.17792300702536307
GNRH1,-0.007667384782346576,0.021090669395036434,-0.1057085083895806,0.15147739248436004
RIMS1,,-0.040436137482004315,,-0.03451579307144219
FGF14,,0.10753930017776615,0.058489367291165995,-0.049831987000673296
IGF1,0.04026744746434776,-0.050079625063443246,0.05700593649649918,0.023419318974785698
TNFSF10,0.01623621948467535,0.03518360667585264,0.0430686280559651,0.10443865985614725
GDF5,-0.024411750490301518,,,-0.04616710372884479
RGMA,0.05752556378469238,0.07415685653001876,0.04920371809660765,-0.12861998563528113
WNT16,0.018849875637365555,,,0.005491635970223558
CX3CL1,0.0527470881022313,0.024108906310811175,0.09705476154203148,0.11967000604266158
FGF1,0.030605871731333462,-0.018491761689366986,0.008923827035972226,-0.0324664768624104
ALOX5AP,0.012726479603586187,0.033967049175535106,0.0034910972581240927,-0.10574895165305571
IL1RN,-0.022166279982012677,,-0.04526214075656498,-0.0501279045928034
PCSK9,-0.0250264955411655,,,
NPW,-0.018733414412925132,-0.01723968188294762,-0.063389858143247,-0.04031621344149267
CXCL9,0.007842159409574678,-0.012773803069034454,,0.18914950259908772
ANGPTL4,-0.06067068098227627,0.14443582273324368,-0.11513026990570555,0.05579720220306788
CCL11,0.001363159318305199,,,
UCN2,0.07668856699723421,,0.03680648127031262,
OBP2A,0.9999999999999998,1.0,1.0,1.0
COL4A3,,,,0.0014587433043131252
NRG3,,0.06368937983618318,,0.015045061530707709
IL23A,,0.05925761743223165,-0.05325103937643436,-0.02595459345568962
COLQ,0.05680438107916987,0.03484140802014433,-0.0580852678615626,0.04596278493094355
TNFSF12,0.009095511626932342,0.05939393007113125,-0.10763862227583526,0.05616555355890198
DKK2,0.0452615721247182,,,0.12080667623457104
FYN,0.009297881154358993,-0.04643771637011715,-0.033890547921072066,-0.0581575154748117
ACE,-0.009653136443186452,0.017474152638849688,0.06770986340781172,0.18797661546538497
IL18,0.043335308995228035,0.03509211566207309,0.03847517018544805,0.014439504659215618
PPBP,-0.014121222341959698,,,
CCL27,,0.01607654284913685,-0.009287297771217756,-0.046167111613081104
SERPING1,0.012737548828055988,-0.0240420416315322,-0.04471853246516049,0.010076857292312719
AZGP1,,0.10654912952598718,0.038907461153103076,-0.03983863776889584
INHA,0.03547660517247406,,0.06025690769112294,-0.03498698948537731
SEMA3G,-0.020826845158172638,0.1491357112240517,-0.0024512079452700818,0.07702774722471983
COL6A1,-0.013330001227914268,0.15209425774965943,-0.1204418855203666,0.19518005688344112
FGF17,-0.016041934724313988,,,-0.017128784370214614
TNFSF8,,-0.03907475839207014,0.08315688399185044,0.10003856327800255
FGF20,,-0.02757306004476948,,-0.029488393149680596
ICAM3,0.07316914728712269,0.10549774307930977,0.036289625756309715,0.14038026858082345
LAMA4,-0.014060280579904381,0.053740367051166284,0.07740581700811322,0.18286634838129998
INHBE,0.06688778780029339,,,
DLL4,0.04511937654434704,0.02859194902852433,0.017199495865197027,0.2213533991836247
SEMA3A,0.03775128376963529,0.03539075893665657,0.007195497231006577,-0.09965150002570465
RLN2,,,0.098749005279258,0.06704244661631578
C5,-0.0036026789919068962,-0.07572347541045632,0.021864048613506472,0.024841905599890184
COMP,-0.021942432515150892,,,0.027026782820484506
EDN2,-0.014722229245734254,,,
C1QA,0.057250330451589476,-0.0645389719170885,-0.01854056728016886,0.040736359128074634
UTS2B,,,,-0.021063339132178466
COL9A3,0.06465838515973994,0.011632730505412974,0.08960536790591837,-0.011984517549608905
DLK1,-0.023399595328348264,0.10264933295439263,0.007669275150192329,
HGF,0.008988992168910713,0.010476729452463744,0.03910186362889345,0.0051432490292411485
GIP,-5.060248879957066e-05,,,
P4HB,0.012629716169362853,0.04434522519424358,-0.05505320939234794,0.14648199166564274
ADCYAP1,,0.005103627599934922,,-0.030284904100181826
GREM1,-0.026749318366205924,0.02081727155395539,0.011518592935232403,0.17726302406582736
EGF,0.21953924445837147,-0.0024132818708800137,-0.038528553895151536,-0.0011147517341408317
VEGFB,-0.026846665730641928,0.019154989238094746,-0.020325907715734354,-0.09479145109841629
FARP2,0.0014386487986325226,-0.01049449439774743,-0.13103023448716017,-0.02142399942973326
LAMA2,-0.01088844978570611,0.14801478530194417,-0.047133293175461784,0.12307240614827994
NRG1,0.03247044883488236,-0.0010977940855561607,0.023475401922366985,-0.026698420763968916
SPINK1,0.006101980716308205,,,-0.027556537587108982
EFEMP2,-0.001998809081926117,0.11314123078058269,-0.02963459193905772,0.009873301344600802
SELPLG,0.004496689494550105,0.024521776327247186,-0.03950551500488821,0.003303874258275738
