,UKF248,UKF255,UKF259,UKF260,UKF266,UKF275,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,-0.018395380137639923,
BMP1,-0.0018787396775952166,-0.055787207255671836,-0.04754043460619325,-0.005556834410474807,-0.009741997295692013,0.02332975021475292,0.0023013292151681177,0.08637809892696188,0.026109601147763038,-0.028239201921881518,0.06101021484522306,0.00687142151179559
NDP,0.022623813932192986,-0.051897543981257226,-0.03800038227341903,-0.013554937962759778,-0.029366626406709038,0.003031817604146074,-0.014261889329532033,0.03230315690388703,0.0159542826940243,0.0690224297179538,-0.032066797903442926,-0.04972661067568936
TNFSF18,-0.028518379257850737,,,,0.05883371168072527,-0.012358478735492005,,,,,-0.03102971753581319,-0.03337149579646317
RTN4,0.006069375993061304,-0.036691825605898044,-0.02218705233826446,0.04365701686616348,0.03567333329591127,-0.0030981481904364906,0.046229170132548666,0.01123116602846242,-0.020659065804573898,0.08887764188604544,-0.010402979583570063,-0.012848125842098016
HEBP1,0.009388523414649621,-0.00012981961856847754,0.024053001941273168,-0.03930143622247467,-0.008026728922162657,0.023942258301308136,0.1014173722822341,0.009824568672420046,0.04153083144375662,0.02357825065347899,0.04700983954784849,0.008763054273327606
WNT7B,0.002268662713560345,0.1066059824396969,0.030129325627134555,-0.04505481658078707,0.07220954578777265,-0.03542442887337318,0.002815026762667279,0.07255556953440834,-0.030258065759359517,-0.014373656009430438,0.035997951444842725,0.07373705536381576
PTMA,0.04524181895795922,-0.06471859090185078,0.047075113306763804,-0.044411302913798585,-0.0495721541778468,0.008130008308651925,-0.052878226273995736,-0.047082112560589154,-0.05077873723466733,0.08092263804417191,-0.009437897336821965,-0.017380632072391235
FASLG,,,,,,,,,,,0.03682374245534529,
CEACAM1,0.02024364589381534,,-0.01443859268497082,-0.019268556739541545,,-0.019436942840643404,,-0.031136877539617167,0.034972843299360866,-0.006365660080959241,-0.022198074814819314,
PDAP1,-0.08813049328590924,-0.007933139774476334,0.010236872133624139,0.00890440880941499,-0.00990973409337898,0.008018430960876744,-0.05201057167275232,-0.05824472284335607,-0.012502949225539272,-0.009476757788267393,0.027999143347184847,0.016611127207322107
QDPR,-0.06851817012105331,0.03090625136724579,-0.043909649712632996,-0.04150654823951117,-0.049562251577496344,0.04381464954448608,-0.05970816714245324,-0.054537136929621886,2.3224737100852187e-05,-0.046966513708456094,0.01521712783419998,-0.0803273706361856
POMC,0.001324052537202102,,0.028032123200350718,0.06254029797761626,0.03545196710184903,-0.014339801439187153,-0.02515105064236563,-0.0688062024797768,0.010691162548615109,0.0017186440464553583,0.007064311719488321,-0.02011317627404358
CCL18,-0.00701936383929926,,,,,,-0.03169037710075703,-0.006051020791134019,0.016887559058931613,-0.017949916981760326,,
CCL17,,,-0.014783245729834171,,,-0.0154134291050618,,0.0188160884001063,0.06190538276636685,,-0.014460787239222332,
VEGFD,-0.022650948403181152,,0.0008132652886075728,-0.01843506413819303,,-0.016421705025673104,-0.016993066506295826,,0.03428354764320629,,,
TNFSF13,-0.0170931325297111,,0.1318216071994692,,0.024085920292314714,,,0.00044934994624833873,0.058066670603429765,-0.026231121985271975,-0.023562645813444506,-0.03630342732686371
WNT5A,0.012178654657165701,-0.052242754623042384,-0.046915352610444626,-0.011757971225521921,-0.006656317655029144,-0.004599140106963097,-0.054960069493085774,0.10692617139386006,0.04980212768273289,-0.044622744399846564,0.0617627422500338,0.05343816811960118
CXCL8,0.08002257604181355,0.011091079732604382,0.16513291023545357,0.058181123136380894,0.03117146828946967,0.014568337773051969,0.04069242874405586,0.11914217141238026,-0.04354920326850734,-0.030674484521731188,-0.04027613102585675,0.0930701158545332
GRN,0.008771057754490804,0.004039842293714221,-0.061214849080497485,-0.030145949648350233,-0.029918819169976088,0.017146903591763074,-0.09225317153143218,0.11208735211288279,0.03816191806630274,-0.06788695313860113,-0.011248597038473673,-0.03543559522761108
MIA,0.024333989383695975,-0.04338305202917315,0.062310253954806966,0.03319408274576759,0.004122927355014714,-0.01088710130658294,-0.02304565103654251,-0.026782585273101536,0.030532196431217105,-0.10139007644418153,0.03340268595758885,0.09153684091674194
COL4A4,-0.027203596360149004,-0.03301210528578906,-0.03562961865266572,-0.025408443628775094,-0.017235802040120162,-0.01609209685670425,,-0.011611724674789936,-0.04222273109869241,-0.03881026522321059,0.019567358325661643,0.03547701823025694
TAC1,-0.02994159590292989,-0.0734188849686199,-0.020393162993210066,0.022959379172165548,0.04829808331746902,-0.023585908607837925,,,,0.04338905942674872,0.0030453039019081307,0.05248994405225752
RARRES2,0.04086497737837933,-0.007399483560404017,-0.07444009560965467,0.015345441421609863,-0.0024439251985210607,0.004168872736131394,-0.012255071550946217,0.09529492336778689,0.04857770369285764,0.01793770998230467,0.048133610904356756,0.12501281200811434
FGF7,,-0.011536327445477647,0.008307523908618513,0.0053761331959913125,-0.015864726796426795,-0.0028236927789750178,-0.02495242911699826,0.01607562471138553,-0.015039680690246856,0.04873493044428353,0.013699938646738078,0.030932258315392477
EFNA2,,,,,,,,,-0.025063061462321453,,,
HBEGF,-0.020880886125737456,-0.03752842111525022,0.019628871864340383,-0.06526623632846794,-0.010060324226033243,0.045669684537517005,-0.0727459603376845,-0.000318575101159164,-0.011023595705917044,-0.011774540445682465,-0.023675932261009492,0.13299609179555497
CSF3,,-0.023107218825169973,0.09811039520659266,0.06586395450710585,,,-0.02552912969766697,0.13422487862425253,0.022846564946027912,-0.03348899467451593,0.09454902682670269,0.08179124976144646
PI3,0.16529634656637499,-0.005600969700465846,0.0785586338288415,0.023164561111276967,,,,0.10845879235378716,-0.04612354969444925,-0.03817669037879799,-0.033078819458515714,0.09657049826155198
