,MGH258,UKF304,ZH1019inf,ZH8812bulk,ZH916inf
SCGB3A1,,-0.03455096040819652,,,
IGFBP4,-0.027632318698922444,0.05298780119610094,0.0686171786736992,0.06409419872659645,-0.03941753183806532
LEFTY2,0.055001421869761084,-0.018358849825590443,-0.026573289432537797,0.06789638485141768,
ANGPTL2,0.02835983051015298,0.07261833151468772,0.045682815551694,0.0043320984875354455,-0.024470339110696814
LRIG2,-0.04251064632468501,0.0397755622019472,0.10596567287860591,0.0013291706383184632,0.013903037952674769
ICOSLG,0.15012724648594195,-0.03148867156508143,0.06928087439939142,0.014546807070227505,0.07060200408471183
WIF1,,-0.019558471419254844,,,0.15252236381396136
NPPC,0.044431718839736734,-0.05770890434843279,-0.024898949839102038,0.034701904131917316,0.0763346776864149
LYZ,-0.05634677413156699,0.0807057757721952,-0.0040808147202851626,0.010054477533383907,0.0835006755319596
EREG,,0.05704511401815062,,,
SPTAN1,-0.02843406501072487,-0.06762716678758302,0.050044884120230636,0.033536782477799766,-0.044220202940251856
LIPC,0.00042033308914462707,-0.031112296487660344,-0.01997020698311014,-0.026258742572067846,
COL8A1,0.01773585398232876,0.08414687584005598,0.10396589296247387,0.0025253035253410337,
GSTM2,-0.01590198007001676,0.06630354714558984,0.022367239807204824,0.1104433233222129,
SPX,-0.020003034883111018,-0.10053799329160616,-0.0037072269988981067,-0.06577288360950062,0.13365525144768686
MFGE8,-0.06306467005846421,0.04375650321158824,0.08615721495739467,0.026919302637114402,0.103631000857131
TGFA,0.06617630787917422,0.04627941157451526,-0.00858775523190846,0.012283425535511653,0.015357242301611418
SLIT2,0.08700196338939382,-0.029302477316575513,0.06904520186601809,0.09525076731339367,0.08097297856557749
PLTP,-0.06369886940492839,0.09680165726595183,0.05443760974762925,0.05837801230795913,-0.028412413562864683
APOD,0.04603523215675312,-0.009439796622361439,-0.1255811953040162,-0.04060706562941121,-0.001897639831344229
B2M,-0.0124219908724037,0.1733541069002461,0.052131865559835316,-0.0019357676648987586,-0.09340295008246748
OMG,-0.03219550513156558,0.06158277674774658,-0.028430692561975498,0.0016086950575106645,-0.0018028434059175313
CXCL3,-0.019191657296243475,0.07986020327771448,,0.016707618686147785,
CXCL10,-0.08496964098255161,-0.03373171316408814,-0.03358569035166154,-0.032661978426399126,
RSPO3,,-0.06377872597062231,,,0.045189600554537364
CORT,-0.023831597823160838,0.06383628948388105,,,-0.00495609710815558
NCAN,0.012459803446294198,-0.04278177583259768,0.027179640203279946,0.0174311942312322,-0.0021138647312130042
ZG16B,,,-0.023116244475508613,,
TGM2,-0.018227921010479008,0.039213377010943566,0.060211282757890984,0.011452491809025316,-0.05717246851022902
VEGFC,-0.02383159935760212,0.0013854973908273222,-0.02996324379676069,0.07783077164143212,
WNT6,,,-0.021983551210141138,,
NRG4,,0.044479004436047624,,0.013989053223394693,
COL9A1,-0.015624567079936173,-0.044880193990950626,-0.021159500774281033,0.021853554163211438,0.011330024443828225
GDF11,0.025681709339103142,0.0024865846107815924,-0.052566520933483726,-0.03385215906995655,-0.10253254342797423
SORBS1,0.014470285930292738,0.0740997809079725,0.04879493117566721,-0.0037221997486430406,-0.0022627235011639865
DLL1,-0.011176080016407861,0.04075131975953752,-0.0062265754267386494,0.02696777782597788,0.006134552348543601
TLN1,0.020338424620245127,0.05827432257057809,0.07985212909462848,0.0121582140639346,0.0769764307467821
COL2A1,0.041149069381244845,,,,
SHH,,,,0.03163312492955292,
PON2,-0.029902887570352917,0.015484896704105702,0.06251973164497372,0.08433828331597591,0.007734371594273807
ICAM5,,0.00571726125104318,,,0.06457097110049771
HPX,0.04598022863237465,,-0.017577925824615075,0.025040932661039243,
SFRP2,,0.1283543486788182,0.03782927983892216,0.06828345075433588,-0.02976727621848952
CFC1,,-0.0020858975442398504,,,
HP,0.010709845638571708,0.1637010130920623,0.1255604035963569,0.028238880192818873,
CXCL2,-0.008843653177217138,0.12860333943586322,,0.08571510552229124,0.04227946843549325
CCK,-0.030742957100676347,-0.09173340053167896,-0.02877102343768283,0.023488735457615782,-0.016257707501056904
SEMA6A,0.03940507820934619,0.06596276998746475,-0.003906964192328039,-0.026140716863382207,0.1369211388786609
IRAK4,-0.044944323345749077,0.039962644048617296,0.024927399433754046,0.011162242466699392,0.017329298070830453
GSTP1,0.0072326962281846156,0.0692398653995694,-0.04915933592346026,0.024703622923168602,0.079868805963324
VCAM1,0.07326100927005541,0.07556898387917196,0.13842564657823242,-0.003926705924907828,-0.028005095401943507
NXPH3,-0.011851854423371147,-0.03410345595513495,-0.008239377651744066,0.04851889093326692,0.10215525767848925
MTMR4,0.04451843480207128,0.04819471171405613,0.0027135417262489437,0.040480616417494425,-0.0310547545066662
LAMC2,,,,-0.0248268215989178,
IL10,0.09017571283699388,0.11581999171895811,-0.021440384364585795,-0.02394785367001244,
SEMA4D,0.032851985445281506,-0.01386061694582927,-0.02241533321170112,-0.07151407003821054,0.07759325141054946
TRH,0.18859147087643222,0.140155388489076,,0.015297046478247095,
SEMA6D,0.010849048648619512,-0.011691997492910349,8.188207104153591e-05,0.02498948576405748,0.05267121720868271
CEL,,,-0.03195700789176652,0.051043913612446014,
PDCD1LG2,-0.04860948909139472,0.022895145527878948,0.05561760690413451,0.04891632258239941,
SPINT1,0.004715134287691118,0.049114728440334855,0.024446322121989435,0.06631166490678517,
CTHRC1,-0.013446144732004112,0.01162617042084851,0.09644643011222397,-0.002250290736391092,0.1123973473229978
PODXL,-0.020759480014477937,0.035920842366316166,0.07056208250640598,0.07255748354744684,-0.06906872844269586
JAM3,0.0666257640732281,0.1536005726663722,-0.015162886572587407,-0.03825254448876898,0.06834609733199278
TGFB2,0.006837130892747429,0.10960253807410165,0.016895098635270698,-0.03424860465243585,0.10721903635936762
COL18A1,0.009441573797433664,0.09731280166636544,0.02844646662420574,0.015396005327268779,0.007716116621933171
NODAL,-0.02082607411466249,,-0.01445968566703697,0.11926915141281146,
INHBB,0.027116099059665985,0.0690092931974093,0.10736254247888494,0.004294064640640451,-0.012748170834694325
ARF4,-0.021994200401902954,0.03641871408961399,0.0835837768366959,0.015267963577950457,0.009815721879888504
CXCL14,0.09239204934180681,0.016390004645321223,0.0604761724806005,0.0014619045446576016,0.01947536103044525
LIF,0.06267617087468245,0.028747683464645814,-0.0201846507273991,-0.06562556513026459,
MATN1,,,,-0.025113529839789133,
ADAM28,0.03020351730157647,0.06753955184151864,0.050792098338820785,-0.014971345804550196,0.07008102228246171
TCN2,0.040969229040861734,0.05325764104865519,0.06671487167955374,0.07543288664902531,-0.07180533273028412
THPO,,-0.043905787618604905,-0.023843906101456636,,
CUBN,0.03439798902609634,-0.0024219862812108923,0.07259276775459406,0.07311352034973817,
TIMP3,-0.003077646632580334,-0.03813668807585775,0.004436530741946949,0.08547856072678199,0.06264703853834232
PIGF,0.044928751236137335,0.028900836541636825,0.04208043202261369,-0.0066222523472909455,-0.03642383364524161
CRH,,-0.0044462730306797735,,0.042891345170313004,0.07727273548914658
BDNF,,0.09456242324573107,,0.007209407945225283,0.03342516041441106
CCL5,0.06230586567670131,-0.027381096509379917,0.013528747665496709,0.12146808801376012,
GAD1,-0.025441639626770877,-0.05323023329015578,0.021610743733960228,-0.0010966802144638812,-0.00834798350555016
COL14A1,-0.04242006019022375,0.10204624288889504,-0.01079513203520921,0.07184468690251515,
HLA-A,-0.07340597121296487,0.13257155053103534,0.04094570569116875,0.03999887900650475,0.05570247370645978
CD5L,0.08730183698943757,0.025810559645848653,-0.027217163576529226,,
ADM,0.00317468998741656,0.05233053666886085,0.08026302233130632,-0.030124708046680475,0.053846445958502354
GNAI2,-0.016097221782341426,0.12931067316752598,0.06390684119495367,0.02469416978228027,0.0739851382612244
COL11A1,0.038697722428333366,0.04412003693205397,-0.04293437764119965,-0.0016227088136597798,-0.028378344893209586
NUCB2,0.009392312586175804,0.003449191842718147,0.06765214454125194,-0.008032460408666453,0.07549954874205789
CXCL1,,0.14513836800956026,,0.020056559277563342,0.08163740990336456
VCAN,0.020047885836095524,0.025859666176131807,-0.046096076788784586,0.12892025856463482,0.055333590143134645
MMP7,,-0.009551573943456052,,,
PTPN6,0.08030463862604255,0.07390842073061896,-0.0547552363179092,-0.027074634581028937,0.006112861679744622
PTGS2,0.04912836453515626,0.12620971680193346,0.060811254315882524,0.03204551826795336,-0.09519265529594148
XCL1,-0.02136916884133122,-0.0019816236191293455,,,
CD58,-0.0328607984960984,0.022281104952555707,0.08264847827996212,0.04479949348698245,0.1481168673447685
TNFSF14,0.0073753104492681664,0.09221273116154691,-0.032507485450502215,-0.04214197908757631,0.0628407658596562
CNTN4,,-0.07588601927194406,0.07382264368862437,0.04746296247083043,-0.058663362996599695
BTLA,,,-0.030544237586023603,,
MFNG,0.04953336353253314,0.0564609880978686,0.040568851302283764,0.030653806942631756,0.0009535437653491046
ICAM1,0.059594414704014165,0.06909472033495656,0.02378071242659237,0.011966815472505799,0.10232817017541153
PROS1,0.006564801592676689,0.02450766689971273,0.06725266956074251,0.02491823068943207,0.10679633012891855
CLCF1,-0.047960700926956326,0.08123220923256998,0.035797957466522305,-0.010882760645662874,
PSAP,0.06311517904234354,0.12780518426256546,0.03775140484329801,0.021470498086560756,0.08085833428525549
EFEMP1,-0.007895337537244175,0.14834161233706966,0.07963580310490524,-0.01411110214281875,0.013950975935291824
C1QTNF1,-0.050459927902377986,0.0041274284137098475,0.0038035671510857814,0.016870052611639187,-0.008942954131960655
ALB,-0.0038234710452543404,-0.0028482153497453276,0.023027284959942718,0.012694098177086444,-0.004115812059771859
EFNA3,-0.03812847974895312,-0.02698114863111256,0.03152936175514091,-0.01278715666168892,0.13756102622521219
DRAXIN,-0.02368570054605192,0.013397138792322376,0.043588393592124346,0.001208242681709237,0.05876822216007782
NPTX2,-0.012558898962076997,0.20386519818113716,0.03519376061145238,0.045096332566682745,0.11076989945150569
FGF11,0.01901032780410461,0.027623838565924885,0.12165489100486314,0.01887992869031044,0.07259426674736592
CD59,0.03660433784526762,0.0814500088575479,0.030561798679461714,-0.08317195430779314,-0.016271680825679175
COL9A2,-0.014109047206885812,-0.04190052277923506,0.05881594044073788,0.006708679144412893,0.09916369315928239
DLL3,0.07822901550697021,0.0057348772331876985,0.02250056176373973,0.03698946386379446,0.027507412464045467
FGF5,,0.04460222401226303,,,
LIN7C,-0.0030874514483696562,-0.05562808123308341,0.02161650565100407,0.05216439175531408,0.08895911531985476
GDF7,-0.02213428377860982,-0.011282068891831426,0.12799658278390277,0.010839921155389464,
PSPN,-0.01007975775792857,0.023150102116419363,-0.03443233693302195,0.03568447236931695,-0.0005922175208307928
ANGPT1,-0.06115199731206856,0.06415882582203336,-0.0364138674151765,0.03029108842592675,-0.05339197659578255
PNOC,-0.03125821034777503,-0.040023126381996184,,,-0.019712035478064438
L1CAM,-0.03323803905190725,0.010581492438128585,0.027528269865764707,-0.04009093982652986,0.014921252227093174
APOA1,0.009909784375296783,-0.03423127556446418,0.020981766736876645,-0.034643172820514524,0.05399366121034243
PSEN1,-0.019877357709274693,0.07837886785656414,0.06533804511402515,-0.0501601556471639,0.08412943859803716
CALM2,0.059674523882950505,-0.07249308370028283,-0.018115205929855136,-0.006686296928345121,0.00094124261886861
CLEC2B,0.02455385260153184,0.07233860904230115,0.06799100768166368,-0.041545925672034426,0.012559630801636525
NTNG1,-0.03778726962412043,-0.011664334131155894,0.10916294519149543,0.08683653641617482,0.021345163727092935
LRIG1,-0.008224965524507728,0.08610123354556724,0.07999377516888513,-0.022037428997078765,0.0715121449380111
CPAMD8,-0.019476270148304105,0.01767984161228553,-0.04506545050659255,0.0035819684659285328,-0.020746488905995508
GHRL,-0.015902488311052187,0.042120329719825114,-0.03128867605679393,-0.006124336790980017,
NPY,-0.028572448430425966,0.01644568471151901,-0.030831140094226658,0.02582527202694963,-0.09646110253284466
MMP2,-0.0001923429120668883,0.0351594977958718,0.08576656938430009,0.09173970808687582,0.004182074014191542
ALKAL2,0.002511928160823088,0.05423198130137902,-0.025422238498279643,0.0014050137751074024,0.08165068580041704
CSF1,-0.08192431326731581,0.05957915629595657,0.031047472703089867,0.05094374747235624,-0.015270596485134203
SEMA4C,0.01833136456784015,0.11330334744534692,0.06709995629809416,0.010211474688908984,0.1307324589354012
ICAM2,0.006546464464401478,-0.06165957301366526,0.05015672504854074,-0.019726747911405836,0.0124111639687493
SYTL3,-0.012087247996574735,-0.046851361444565476,0.0571612974550082,0.016374462153011266,
IL1A,0.019972726572620635,0.04638179346632292,0.031403585151945856,0.02112317446546927,0.0382489829454031
PGF,-0.012281543023198503,-0.01326357465563561,0.04133590622203817,0.05665496435638464,0.0384449625484308
LGALS8,-0.07659639754337291,-0.03439985024172696,0.11720598842321221,0.02894584319770197,0.13800754770972185
DKK3,-0.043558152813988206,-0.05888047201720483,0.014093913709648112,0.029390716494728405,0.0013276767828097424
COL16A1,0.018921158110736497,0.038529822217469,0.02774683509852285,0.025241786626413545,0.11478362870209351
TPH1,0.04596045997155261,,,0.07027190268792602,0.18007751848048556
TNC,0.02021320014741527,0.08207416342091019,0.08428023775157502,0.058104965455444656,-0.0029430341986807877
TNFSF9,-0.019476260904549413,0.02478326678783893,0.17073267313825816,0.008231860843146671,-0.022788818311984253
C4A,,-0.004833960937719231,,-0.03421135213798717,
CNTN2,0.08162333060358556,0.07389688913717442,-0.05310440551338783,-0.0003307661703801405,0.11489046708258618
LUM,0.013495287083651294,-0.023664529955825783,0.05736310004844111,-0.005671717454043137,
IZUMO1,0.007152714261296662,,,,
BTC,,-0.012847411560203154,,-0.029354631262365136,
APOC1,0.090773316498951,0.024991272820412753,-0.01815705073366164,-0.06493609665864022,0.01541480758853465
PKM,0.05544361440518433,0.02181609688316214,0.11023641470846643,0.032283036895292966,-0.009954641229409138
TNF,,0.11814763324617356,-0.03812466506689737,,-0.01673093162477972
GNAS,-0.08138057029256711,-0.10459683678489368,-0.06348972879671902,0.06268309314288198,-0.09334640457673701
BMP8B,0.008958073137198288,0.12173776264553693,0.09565204232674775,-0.005101915368886224,0.07120877420539336
CCL28,,-0.04529136034710431,,-0.023648202005685213,
PTPN11,0.04350836074811289,0.016949773703319827,-0.052050300030672056,0.007434557789479544,0.07272258768335427
ADAM12,0.00011994730367520659,0.0962589946023208,0.06059609181764918,0.022797732263213823,
EPO,,,-0.031115864970371734,,
EDN3,0.04054983693076795,0.024487752326360596,0.09489369174484433,0.04647488242723679,0.06002620901987893
CCL22,,,,0.005499093047151477,
CCL2,0.0491942575561442,0.1564880591510489,0.046594530759104316,-0.02493341649852763,-0.0216604241325586
DSCAM,-0.038271237011705365,-0.015417338607191609,0.05831190879206985,0.043203605540587976,-0.013287163861020676
ANG,0.03743666858128442,-0.020814591546925464,0.07672208620664135,0.015923250503363347,
FBLN2,-0.025645969020580254,-0.014255625051402309,-0.042934336381244914,-0.02060790714330978,-0.024076819528922985
VEGFA,-0.03573726342114587,0.00013917862139196862,0.05955862415930297,-0.026453297227804505,-0.08577171311182373
F10,,-0.015957955615661684,,-0.025397285374489688,
SERPINA1,0.04281035499574326,0.059881924079444315,0.048072767012823696,0.006144278575993203,-0.09028935298685262
VWF,-0.12967026360312695,0.03182021059558394,0.045856579411374165,0.030861279497511863,-0.007396539601546729
GDNF,,,0.08202422392632797,,0.11906882736790697
VASP,-0.01121961817926952,-0.04029771003083755,0.0537835177327039,0.06185588041141056,0.061159744503606644
ADAM15,-0.07704315534505833,-0.01828467831310453,0.02684699283238857,0.0007486885508979702,0.06992625984675241
WNT2,,0.05412986280885508,,,
CALCB,,-0.01577690454647264,,,
OLFM2,0.009203448217144408,-0.019319456905543868,0.05458223689893625,0.041075085543120046,-0.045132625162068354
MFAP2,-0.029831071208970352,0.10740566684292971,0.02422896894137358,-0.03734311588566752,
HLA-C,-0.07532769990252364,0.13006431980346583,0.006972009604822212,-0.020984179212341653,0.0016520151711553344
THBS1,0.0016771761010057587,0.11514506299591748,0.13984902150728645,-0.0671832775554911,-0.0011878897810608938
HSPA4,-0.061388612400178816,0.03300375918633186,0.022234891320354524,0.018165558894505728,-0.002768065345544099
LMAN1,-0.007930642935359866,0.027034983493262832,0.030287570072629475,-0.027906423721600966,0.01807135429737067
LYPD3,,-0.050864068265758566,-0.03385077373769721,,
APOE,-0.0679073097739261,0.049924929334613226,-0.01996578377898878,0.048466100193350674,-0.0040389785198154185
SOSTDC1,-0.019476268530646088,0.017212812920097187,,,-0.02910428351797518
ANXA1,0.004484481985600741,0.08160888954344403,0.11694488469126509,-0.05564727732126529,-0.005122408094132416
WNT2B,0.04310075457486455,0.03948634825576489,0.0054514765881635684,0.047010524838199425,0.04869933249637485
AMH,,,0.048970872171588624,-0.023648198990036784,
GDF10,,-0.03768394072644743,,0.038286990435791375,-0.04574825174681377
EFNB3,0.041027372304314455,-0.040310531598984595,-0.025658086969049518,-0.02273346476269022,-0.01186872131977136
LTB,0.038605730866624534,0.052993018825206295,0.19496920761580336,0.05028015302675801,0.14521626909252464
ANGPT2,-5.371092549446134e-05,0.1174659997576098,0.04489918288953377,0.0014864443944327262,-0.030959884485549594
NRTN,,,-0.02721718420691339,-0.02984669364818933,-0.07280703664104933
ADAM17,-0.02419065496491679,0.10400602432211814,-0.005251395018425298,0.05222646522008726,-0.024403488717730477
LRPAP1,-0.018287093369076444,0.031240755443310352,0.07827951011867554,0.05717302876913299,0.06729086907331847
NID1,-0.06416055032296873,-0.0019434469416728481,0.07220429290568826,0.08096701328753675,0.10001937695652822
MST1,0.02599835247954668,0.07161263676555557,-0.011754531247134943,0.024792362545778122,0.04738576659692253
DCN,-0.036620354205893546,-0.02139524421311339,0.0454818198987322,0.02588895973752109,-0.026092147822302663
IGFL2,,,,,0.026164495165429857
COL7A1,0.08671184940177151,-0.0067766977670711305,0.09997057613091571,0.002710148871330542,-0.011248663610733768
CALR,-0.008572413634395239,0.09802729864867947,0.022438459766323256,0.03462391417363597,0.06719218114615118
PIGA,-0.037377609380967514,0.018237059730485807,0.0972561704158138,0.05829104035879109,-0.007461577457769814
CD200,-0.041392932693133634,0.019188659603930174,0.07933568015343395,0.01707381431903675,0.06454175550753849
GRP,,0.10802899658608055,,-0.016028305249916785,
CDH1,-0.05077905711098618,0.0006468143524390349,0.09930947637430432,-0.03416746348982782,0.015613158331770351
LPL,-0.010718916513597713,0.038616629349822615,0.08493201265761233,0.08528864016076497,0.08605303067501352
SEMA5A,0.0031826656323019286,0.08582966995857191,-0.012480946997855173,0.1033199918573497,-0.03510807926244865
SEMA7A,0.015597751741371743,0.06932988914903776,-0.012145464757802656,-0.014343126618993037,-0.01837230765116832
SEMA4G,-0.01284531937642183,0.031482883784724656,-0.012128797530120233,-0.045496833209480725,0.05770216621977262
SEMA3B,0.0564881069800545,0.08070203454781723,-0.022311365568099928,0.036795189930785045,0.04451435531113894
RPH3A,-0.08516254690615409,-0.08400162249364392,0.003025607036064486,0.016915225035965962,-0.006030713317335652
JAG2,0.02956283541410786,0.01702661491577499,0.024435899020710104,0.027261086610083127,-0.004640040570298066
CGN,-0.0357903933134162,-0.012509672217369662,0.12487382115618684,0.026875394164624505,0.1093191683724144
GDF15,0.029322043835760248,0.052615983318470234,0.026019450202530596,0.02253621041384167,
SEMA4F,0.013630328959046468,-0.008830088486351481,0.004836628720823559,-0.044622534858176514,-0.028523148259098664
NXPH1,-0.020430558018105952,-0.00832916502743225,-0.01333123773776743,0.03671903110105003,0.08950106113879791
ARF1,-0.05579661592511621,0.052815340771191314,0.04955368114710563,-0.019089010597892652,0.08897632458070642
EBI3,-0.007610524400414173,-0.022805919398409168,0.06854801682869142,-0.06173418717838606,0.10496659948381258
TIMP1,0.04301409177537302,0.1275763112311656,0.06613280434784519,0.05776410163159858,-0.021763154290687776
SEMA3C,0.07341504103860402,0.04996503623882507,-0.05305793974317365,-0.012843404243599619,0.0764981954752159
GAS6,0.07994170526899634,0.0385617921698537,-0.021444112976485474,-0.0003090207518391769,0.017302716528435676
MEPE,,-0.0490395520697204,,,0.00760718762348178
SERPINE1,0.03397663723458895,0.0453033353330224,0.08315022697630388,-0.03368379507881342,0.03557145208979681
RSPO2,-0.020577794570447932,-0.0537903942017726,,-0.011323075211481454,0.1685803682890671
SHBG,0.05552866430126788,0.020281859330619274,-0.01602303344636252,0.02966968900387404,
LGALS3BP,-0.06728932328792901,0.16634565337627433,0.008027958353958963,0.01188570381113132,-0.05970507034667889
LAMB1,-0.06599976065470081,0.017800458577359884,0.06856837658429084,0.05577347813883039,-0.06970830845368298
SPTBN2,0.010706855805015318,-0.06183332893904378,-0.02426327185745944,0.009548622888648469,0.04868548627197043
COL1A2,-0.025583730849274355,0.07859000636722868,0.03323726508428786,0.016682173354910214,-0.0060327858904564175
LGALS1,0.030889665961346374,0.13684275461547943,0.10858972279472452,-0.045391923005646165,0.05211914154200993
BCAN,-0.06589130979070482,-0.08993352742590736,0.00905258032491355,0.04716467828707139,0.09623123512604913
ANOS1,-0.008150414078033146,0.0391849871095679,-0.0025161661010604307,-0.03787437411063509,0.11400843522994601
EDA,0.07359452668725847,-0.05253745309114203,-0.010145480574479714,-0.043413451038720026,-0.05396284648922482
FGF22,,-0.011515226642992224,-0.010558893882331617,-0.015695722320252504,0.048744275415053544
SHANK1,0.08913536177629251,0.05249777934769497,-0.034375881844246996,,
TGFB1,-0.042211828557451044,0.06303093088992492,0.01277008743302996,0.05267132225525561,0.08785176686300886
MSTN,-0.05772726276129047,,0.06365656101200322,0.03134497625550612,0.02076290577996533
WNT4,,0.03973403789830835,-0.027217178395532823,0.041716297572613394,0.12360988372185124
TNFSF4,-0.03358751118972022,-0.0471347200996166,0.12788942160326153,-0.004640650257382503,-0.06601648696466035
NTN1,-0.034428795329500626,0.11924889768729427,0.030304267087712774,0.028958451482276614,-0.043880500021505245
CXCL12,-0.02191024223945834,-0.015740147077742784,-0.010252299747406102,0.006636565584333056,0.07404064706897935
GNRH1,0.029050051614651823,-0.04913916021785851,0.14201788768772977,-0.023344984913649256,
RIMS1,-0.026297293025452893,-0.06701697789865413,-0.029156940800431238,0.04947549518068738,0.03631043993342898
FGF14,0.013470558868542723,-0.05251599993939837,0.01421925608292357,0.02402043140637303,0.01573522391949879
IGF1,-0.011226350056068273,0.010480517679756711,0.04409505513438142,-0.00923681496384007,0.02967217008006581
TNFSF10,-0.04287439839635386,0.08844186219485382,-0.009073850516968822,0.005028418563228212,-0.0237624852232699
GDF5,0.1592441478678517,-0.010157891266461778,-0.02657329418132498,0.06737233410296088,
CHAD,,,,-0.025956286523944685,-0.0412208772610762
RGMA,-0.025466583820271584,0.01803787009465296,0.09126368244323063,0.012312861875824985,0.056329921242049025
WNT16,0.00105983366115712,0.04343325648656636,,0.0024581050696147948,
CX3CL1,-0.00569723093614573,-0.018881935709860933,0.013514477328748784,0.02777837571001066,0.07039239117892253
FGF1,0.0825668261964294,0.057909722590094324,-0.05445847226858657,0.011623444251879422,0.018771894217494825
ALOX5AP,0.02902714194774251,0.1298362513474965,0.032208305543294354,-0.05669321221727845,0.027691535090397106
IL1RN,-0.01831292690000294,0.13033619641472657,0.14118179163674574,,
FGF23,,,,,-0.005229779330878943
NPW,,,0.15826389481287706,-0.02394784572111331,-0.04910130187724323
CXCL9,0.05208969066396964,-0.04424104274981202,0.05098376968548174,-0.028091242433427553,
ANGPTL4,0.0010225076164241402,0.07064364071337376,0.060713389682931274,0.005074801259402379,0.08616931332362066
COL4A3,,,,0.03841000210917982,
NRG3,-0.033238039123688876,-0.02652025127019312,-0.04160334582270478,0.014044488239945738,0.08439828325147758
