,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.029342777831071233,,,,,,,,,,,-0.015610213446944405,,-0.018740064033063993,
BMP1,-0.004001708141045569,0.21434071375772942,-0.05702128868384215,-0.0029522319511352288,0.03653855223997146,0.10590669465428437,-0.06816044377872633,0.0740712739692491,0.0690190095694814,0.09383602602748295,-0.018037472559367242,0.08366873318570925,0.04179495798474939,-0.13004553814923345,-0.009560917637485839,0.19753764035176974,0.07942332391120795,0.16712602344044084,0.24010166984690987,0.2550112887296397,0.29200559353604005
NDP,0.020038488088493987,-0.00891582802531553,0.0433800117887855,-0.03226668397684969,0.005013857456765578,0.0260107904871005,-0.024476018189911457,-0.03417357036775111,-0.01607963386047473,0.04678839719806591,-0.016956383837939206,0.015075885274819158,0.08372526928216165,-0.36000665963056827,-0.05204309268511234,0.070849874387971,0.04836244307656365,0.0603259486697161,-0.11987217186737223,-0.09133550107642985,-0.05844637395466957
TNFSF18,-0.03140816829716724,0.03483511007038849,,,,-0.025457125828896525,0.037477119133894794,0.04095530810486066,,,,,-0.003999656902756164,,,,,-0.016098537591385537,,0.06332699838837443,-0.0003924258317755812
IL36G,,,,,,,,,,,,0.12504622052515843,,,,,,,,,
RTN4,-0.012934831247105531,-0.01709666741189656,-0.01876051536908882,0.04673236798590343,0.03536534892277588,0.004806162709642235,0.10070895101272004,-0.080802543752983,-0.05535312253419846,-0.06818725934391405,-0.007831891095353549,-0.03700240187204648,0.055651866770036765,0.1774326839055289,-0.059368656684405816,-0.08838343223554902,-0.0736658372949697,-0.14190117470422733,-0.1437342058390088,0.08878101398713338,-0.27310711679397376
HEBP1,0.0246723768468952,0.07190616502474347,0.0866114347691977,0.034412864379027804,-0.021463549005987577,0.034056835220620425,-0.023049326801295456,-0.0264890175927059,-0.023214830484562875,0.05818837495672614,0.03806879220215365,0.01253017589633026,0.13880885817082478,0.1320817292070604,-0.03750647957818409,-0.02818997587217753,0.0650684146175451,-0.029979563664881366,-0.002642179576972635,0.039175508453590455,0.02403586469634598
WNT7B,-0.0017469763908766892,0.05578976801085531,0.003912324411448721,-0.023037879474173777,0.015755494541837275,0.07596762832904708,0.10345452389672605,0.11624450589886479,-0.013874671449995405,,0.09004293112560374,-0.020373999648613646,0.07403206429260116,0.16125664589599853,0.02493564416421445,0.0594636043988711,-0.013745640628057736,0.040697267930130204,-0.014765638049173533,0.10455131486865794,-0.03214998338206406
PTMA,0.024377920933803535,-0.05073971936849757,-0.17055777138265302,0.06706430102967698,-0.056193255485212375,0.02838191908228243,-0.016155378491909504,-0.022350510539707224,0.051487092469415664,0.04056905145774765,-0.04865216633147453,0.002288726154732314,0.0037831856303565652,-0.17491488745637387,0.011605701431841422,-0.12509537899859674,0.04887744941199927,-0.12447013612111227,0.05367855502600828,0.19467369017985628,0.14554850519846158
FASLG,,,,,,,,,,,,,,,,,,,,0.06595575802824323,
CEACAM1,,-0.04318495037656551,,0.025873594254843188,-0.030116818648169105,,-0.008468310668479542,-0.035242139204173344,,,,,,0.055467172450582594,-0.03312227752297445,0.019909516772341363,-0.008997574356026444,-0.023131917808748147,-0.0660721097779727,0.00418373673252643,
PDAP1,0.024846057002415628,-0.02956459674022647,0.03642307332708825,-0.0171527393241898,-0.027741636526893248,0.009505005575849074,-0.0663109159880779,-0.026492343406778127,-0.0038666069815923416,-0.07120260997181209,-0.07798141343825335,0.020072623931294956,0.025061215410462915,-0.19154390600767385,0.0036565086167944265,-0.02553537809134954,0.09425892956349592,0.03484667489862582,0.021221727190451484,-0.02895710402157312,-0.007558661858939959
QDPR,-0.02832068581523029,-0.11653511563028592,-0.036604597448780626,-0.01701575864309496,0.018623289246190403,-0.014993265620668595,0.011933336846683174,-0.23342878499172404,-0.005870413574811727,0.07199929051000524,0.03750366917196264,-0.0385089894993426,-0.00865529627360356,-0.07496484097849006,-0.08033292694301551,-0.008447897642140757,-0.06672920345487704,-0.09913340259645209,-0.1726906221885169,0.02855485858224535,-0.18410181376931434
POMC,-0.03800393688124819,0.1443518111275057,,0.004014304454216593,0.04735424766857789,0.014643032205896737,-0.021866058754149528,-0.017889159551988092,0.0020340805180045977,-0.0014896965589160272,-0.020756293110249034,-0.022783787676164607,0.07844589231636664,0.12800655042014167,0.13557048268010244,-0.01189379474170576,0.020303430973202807,0.029682559996249573,0.02898455639998371,0.08677750731953993,-0.028547666890141425
CCL18,-0.042120936198847395,-0.005468352500495232,,,,,,,,0.06745770830626227,-0.028363924268546874,,,-0.11833516237036909,0.40473538912672813,0.11619407659456521,0.10196248407600149,,0.09571365550447493,,
CCL17,,,,-0.025576015426150685,,,,-0.03808167791832463,-0.0171729537967787,,,0.10352445061177819,,,,0.11049906930105056,0.0937235020593457,-0.020581164705518285,,0.03708759988099027,
VEGFD,0.14214577004727044,-0.021208247873792482,,-0.028494505536966155,-0.0015158973530407635,,-0.02789197473661879,-0.04057280682934109,-0.012596569289775272,-0.02101248537524813,0.04238448854896445,-0.018148506645101502,,0.00349604671316264,,,0.07946651896753651,0.07401098601633778,,,
TNFSF13,,0.012229191725687608,,-0.017641763032831197,,0.035125919712353376,,,,,,,,,,-0.013617348821976495,0.028280120258142808,0.13928049243136656,0.01917832191646361,0.02310973624117914,0.09474490973930783
WNT5A,0.010530978576285587,0.05476890820192133,-0.057002178806268185,-0.013677529785297095,-0.03676744045235238,0.05937877916032941,-0.00021330348693269257,-0.015884801584329613,0.0012478415896694595,0.00489765634013574,-0.030152713932308263,0.044959658317439664,0.11045489928194475,0.07359197248704005,-0.06333237099103746,0.06401278456795315,0.006640753426181617,-0.0014722917035012656,0.1112125817734421,0.199802983307696,0.2678005845199815
CXCL8,-0.02240122488557423,-0.038039429888592914,0.1064139373246594,0.08601264811737583,-0.0109995361158906,-0.03511722298925586,-0.048335551540120064,0.17656216680668438,-0.011730473039680457,0.030332163478558688,0.036780500834179095,0.08236263943652182,,0.5065711541671929,0.1177000156578048,0.26426136341964584,0.2066026096400439,-0.01239355382476871,0.21952178284073126,0.025825910837463627,0.08444619415859776
GRN,-0.011175460706521182,0.28954874093717375,-0.060727880726840475,0.0033094863442890404,0.0024047854561497616,0.07873609359397583,-0.06071757601898563,-0.061057522334666915,0.024361727828756192,0.14019005954033809,-0.008575262160738064,0.06681017121079509,0.15557515378138959,-0.050251044646702006,0.07696405623160579,0.08900531681467477,0.052124583550440966,0.15816142642402356,0.15105252566006325,0.184681143263655,0.029419422468953182
MIA,-0.048503149335825745,-0.03363225084858678,0.0487161965604027,-0.00265246654729902,0.06687407232582265,0.055928262529826155,-0.038423159224744104,0.09446920190356489,0.06692698567196204,,0.023590181664329447,0.03092803289132513,0.1843968719749613,0.18625936244361518,0.04828608305160421,0.10705347382439313,0.10075118348411526,0.06777284422957841,0.3759391278441269,0.0020918422515986083,0.1422263127428475
COL4A4,-0.04777474309632577,-0.010101435809897539,0.028257405267551036,0.02412068315222292,-0.029342212254680908,0.044353742753003626,0.07949540849658303,0.026803984468951457,-0.011469327558284587,,,0.003977738545551095,,,-0.02969141626109862,-0.031159853080615082,-0.07522453563076596,-0.03170362054986881,0.012682830752756806,0.14510691867225256,0.06899094805361188
TAC1,0.037703364652683515,-0.06378741395032964,-0.09272212516393996,-0.0338572932629509,0.03730802339044608,-0.052808333857222604,0.12317221170922801,-0.1539416686065012,-0.030747654891839525,-0.06305216620915499,,-0.034948682984433405,,,,,,,-0.18501034085399168,0.0969379405926042,-0.13535639254573378
RARRES2,0.0019581765754576514,-0.14414017443464916,0.146128176472387,0.03483062921012437,-0.04977269293047401,0.03799360091515011,-0.09535988351581695,-0.20223565048944586,-0.0054571899903478336,0.024971701016813265,-0.02143113626098402,-0.009238051869214817,-0.03043702822938246,0.19242703172008063,0.11373312615931355,0.3036336348611005,0.24204762450353642,-0.0683497784181775,0.1941982639490026,0.15514644385333395,0.028219098445265024
FGF7,0.01759166809050759,,0.016107685766017746,0.03068786661485807,0.08043486612567378,0.0320827348856761,-0.010905402754501681,0.052838070107273184,0.008372163835407655,-0.04878221565454213,0.005909396255018542,0.022139506137005445,0.07796698263021534,0.0397991819558773,0.03525160509014556,-0.058593099560297054,0.04487172702796813,-0.042307849409382085,-0.0014463503861114487,0.06492694071380595,0.0460361462125711
EFNA2,,,,,,,,,,,,,,,,,0.016353733479989564,,,,
HBEGF,0.016625223035498852,0.2807366550812507,0.028020564820551524,0.004564813651992092,-0.009813853637701223,0.04101095729876792,-0.005816478225829649,0.170063514925932,-0.03234919772804899,-0.005243840382302385,0.0258459833010541,0.021448234589808886,0.12434069721430938,0.052381615525148084,0.11085728181997499,0.0543857954898752,0.116553925633723,-0.010658847059471621,0.1811066560067745,0.17485724920499046,0.32059175993609584
CSF3,-0.03575406345107586,,0.019045200310855208,-0.030484380337503215,0.07746051540315063,,-0.01735787638929948,,,,0.019532086671499232,,,,,0.20133901626720743,0.1461795713480579,,0.0504843123549926,0.007444612331999467,0.017401735276332327
PI3,-0.05659626260680065,-0.011013096864115486,0.006183016816467585,-0.011329313879073747,-0.014026420123119592,,-0.019545197913521727,,,,,,,0.1405343990996722,,0.2517962447676679,0.21264535532904769,0.06846714225011474,0.34821890748417866,-0.05184956002830512,0.006209410809093869
PCSK1N,0.005939398751324893,-0.10063213156063089,-0.05933665201082486,-0.0477229254564683,0.010868354893461772,0.0002576495956012831,0.0523195989590366,-0.010959032906989546,-0.016356891592073274,-0.07306345834511753,-0.022269721646618647,-0.0034175714702135646,0.0387812433566112,0.04799463104683159,-0.021044195607649398,-0.02256014882705794,-0.1047487672873393,0.048812051928859714,-0.04307421700957662,-0.0843758769897067,-0.2197500050838221
NTS,,,,,-0.020662005081126197,0.02460547223765611,-0.02133491808508989,0.02803174131889459,-0.011622344428199786,-0.0189179866174022,,,,,,-0.04181085910764064,-0.1171461044472633,,-0.17768987032871783,-0.07675042925767872,
SFRP1,0.01719245533963105,-0.03802766537299868,,-0.022316062064143095,0.02254707564509196,-0.02920324345903944,-0.027161901292132484,-0.0440475235158707,-0.017172953969724448,-0.0012332334689666232,0.03855428797689069,-0.03415150009141209,-0.01472550007173266,-0.15022581645218588,-0.07342130099693522,0.05770710318343486,0.004780802987529698,-0.023534372060729003,-0.13105372395282722,0.1351751916028617,0.02660266800748887
CXCL13,,,0.05301603989637956,,-0.020729780284000368,,,,,,-0.023332866865643436,,,,,0.1496244432183804,0.15119091936537654,,0.07418122214871954,,0.11424132132983168
MICA,-0.08014044794725127,0.16631666224819547,0.06613072990061167,0.03285522421104803,-0.010107895469690585,0.01704137955261894,-0.02275134362061836,0.013547655197362228,0.05371957393309464,0.05347534731897111,0.002203287756726229,0.07445743424062444,0.1581571072455519,-0.04782794855087166,0.15688476380491487,0.08083014722927172,0.09467608279887535,0.10633205757230017,0.08392088211724102,0.14266617361155617,0.11427036641375339
TG,-0.03808406550835193,-0.03837788600036254,,0.02412270366327852,0.030020475973371184,-0.03309909854055836,-0.0209494038278272,-0.02273883977995246,0.03373515695257092,,-0.0232497350999111,0.0023959887418640007,-0.015323218238511767,0.005062687337790095,0.037820686490937526,-0.02600056779097642,-0.003918837735189988,,-0.007325095618521645,0.021244147129015713,0.029356526037659463
ADA,0.01790706587533106,0.22012536253913553,-0.08021896648009469,0.044579665816786414,0.028494026576620028,0.0766163330841644,-0.037201375324808814,0.007595978235022849,-0.006104306697930663,-0.012978040593496689,0.027023968424356108,0.022617771152155432,0.054072109634369786,-0.3433474396026586,0.13908653417553715,0.031186956241536445,-0.003995212956579609,0.05405234812068527,0.03390726170429851,0.22843313450688962,0.11725413519474075
LAMC3,0.03209508422526029,0.3368342566513492,0.02713634177500827,0.058489392824377956,0.029781620469911344,0.07274177434403123,-0.04403738723435545,0.0009617002168711968,0.08538575379430079,0.07690813890530343,-0.01556089699919354,0.04390371448616859,0.10037677574771282,-0.3661931925985545,0.14243957920420208,-0.05658373863195657,0.1052387130871397,0.12994476424453774,0.10885616699819257,0.15025763798111033,0.22924752297562298
CCL7,,0.0062012475246394855,,-0.01741165717121276,-0.025788995371556687,,,,,,,,,,,0.09668879619228742,,,,0.06798846632242904,-0.015424749057102852
NGF,0.1064237146524463,0.12851083544452394,,0.029079723747758395,-0.04610118869503043,-0.03158541774939208,,,,-0.0189179990736412,0.02482801103239602,,,,0.13455058977326856,0.033174495450358436,-0.04241360703897062,,0.13404843554391727,0.18835212641161203,0.1005310154306762
TNFSF15,0.07525336887490261,,,-0.019388731853388883,0.017710968209830494,-0.0003549489517954186,,,,,-0.0440850854058314,,0.10003812145203207,,-0.03524510231024736,0.026965319938368662,,,0.055974584278641944,0.12210978431355668,0.09720845409822611
HMGB1,0.04573779515085758,-0.0691463111394369,-0.16676975702654323,-0.03480450956904128,0.019583223535231134,0.03951989409620505,-0.1083139398250014,-0.11011879816513713,0.028353580081964397,-0.0503339665795743,-0.05830851648762246,-0.018108795952766137,-0.12556162202628754,-0.41086250494567084,-0.007757800850062046,-0.08427540924664224,0.006441944474729919,-0.07916867082445049,0.024437289618668645,-0.18568835307251783,-0.013596294629171628
ITGB3BP,-0.05439915765272412,-0.01603351099462359,0.07948294052262486,0.03966933255503782,0.025709483625451085,0.011566946038598059,-0.08071282464854727,0.015916936670867514,0.006671118290255324,0.007190167456065812,0.0031493607721852987,0.0069397058346917,-0.005543026904202123,-0.019232434344432326,0.04373686904624225,0.09052048947200206,0.0793287545073803,-0.021034691486504286,0.05806399823618455,0.07971586844991772,0.055351468669499304
AANAT,0.12507099652507092,-0.05103619386097152,,-0.017641764915702986,-0.0014878352391816654,,0.0834282099211346,-0.0005932477787212631,0.025677211735833642,-0.01778570132739274,,0.1403563152118591,,0.035237284595443515,-0.024459819694781816,0.06058863926196,0.041226512602576454,0.05313756888207853,,0.025861323630096147,0.059185952914699046
RELN,-0.02107372073657827,-0.06447989973500849,-0.04332394462170846,-0.030622153107881717,-0.017729226168045516,0.05540793170826542,0.0343649604760953,-0.046640343926069916,-0.029887903567348828,-0.015091168728546744,,-0.025147586142920453,,,,,,-0.03183709946065387,0.02912428196138629,,-0.01905452940006937
IL15,-0.022855582438315765,0.0925305423372999,,0.004618461695587425,-0.019791280469026864,-0.0003947687829645447,0.043614432257312465,-0.03714077661306334,0.111426972111806,0.07248728777097012,-0.0383497474857025,-0.021067213603659547,0.08605998795588024,0.0019253070059016837,-0.007518829212468021,0.03289180603121997,-0.021881404405058712,-0.031703616532183586,-0.06507032467006126,0.11311102679942414,0.1449565131811864
UTS2,,,,,,,0.015223909224352112,,,,,,0.04754794318268088,0.04294606113657074,,0.03357690039016173,,,,,
