,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
PDAP1,-0.006893063623395158,-0.002958307433116757,-0.012428759216287765,0.033637256608559436,-0.023686497685344997,0.006158073721641127,0.10378661032983096,-0.0007429976404829451,-0.009331525299907006,0.10790611001765511,0.015926229057273658,0.06419976720340656,-0.031536884324885515,0.02600493492869247,-0.043272172390015316,0.03261834870931299,0.06360698268268974,0.04088486618493334
QDPR,0.020555547355962156,-0.07043282136011866,0.03397761321819698,-0.0003785114961206859,-0.07229373273650992,-0.048161593734043245,-0.16222875757151037,0.000132595028514709,0.002094179721870712,0.09980027944442652,-0.0692863024579449,-0.019049533320860602,-0.0429913808867728,-0.017793016994579174,0.03962276071358103,0.07270208348660868,0.03554249455347957,-0.08395750580523835
POMC,-0.0006839113779691202,-0.04457226387187309,-0.018473591970013827,0.055959814113154815,0.05692125256057551,0.011620677346191415,-0.006722117461549502,-0.005896507733883282,0.06721491941880464,0.04201682262611017,-0.005707584006461296,0.07908052743164168,-0.03264151554738262,0.015541399224319075,0.07543161897250117,-0.022113107513607407,0.023910536523578153,0.0051853876527992735
CCL18,,0.0037177106927674727,-0.03173344381320797,,,,,,,0.07550107720219011,,,-0.04787003352160418,0.02467656381594851,0.03399564199234423,0.02053312929511775,,
CCL17,,,,,-0.022112119059584077,,,-0.021330873426085518,0.023095603092835662,,-0.014899819512334678,,,-0.025857663872301897,-0.04205048829180994,,0.04830166980801101,
VEGFD,,0.06121557571207643,0.010686557662294245,0.006751708635111609,0.022186218607555812,-0.022631669385813173,0.0018188107194705174,-0.010551849609372313,-0.017771443998270717,0.06544880574682023,-0.0159685980684965,,-0.007195761308183098,,0.027122303026168155,,,
TNFSF13,,,-0.00978662597939344,,0.05900151769403308,,,,,,,,,-0.01391471475628465,0.011822104331295399,-0.01517942036393375,-0.018261659553840067,-0.005529922057658836
WNT5A,0.026588725200339988,-0.0162629830836112,0.021839909012940154,0.033710949833542156,-0.0010076966238820539,0.022184357179223953,0.08952967070907712,-0.010100757787957276,0.03690804610599471,0.036046930311333505,-0.0074101008145085285,0.10678789935497243,-0.11514305342355391,0.01400432366145417,0.015151500578589596,-0.044838566055276294,0.06448123033520012,0.005521418005603597
CXCL8,,0.04903385788343688,-0.0019488590143986939,0.0410114264264438,0.01869948355219226,-0.01764141632733728,0.035796860831006055,0.06114757892163425,-0.01654954137926429,-0.020115802423450197,-0.0021535576863604784,,-0.12758685746067047,-0.09095690654740776,-0.08264774003169764,-0.02605530031798435,0.014161583036342906,-0.014235052776583648
GRN,-0.045612137537571575,0.0006696867697322094,0.003810816006799035,-0.014399303596405405,-0.020154026375849766,0.040049841850855354,0.12374284185032701,-0.029663765412545392,-0.02555507749620155,0.03281325060845943,0.04877224029957539,0.04479893844822997,-0.08541122987165502,0.008973982337461219,-0.023510112295422166,0.028036655333384338,0.004478350564651481,-0.023814009149430927
MIA,0.04695942717709284,0.034635402225061174,-0.020540814504292217,0.04366717725494676,0.03963262951402168,0.027144164384184988,0.10908717203558337,0.02014000631932384,-0.02021127491677556,0.00813045443101574,0.08724960944948212,0.1787680824162417,-0.09540172502218694,0.0665709982100746,0.1141469493124641,0.0055463460839941196,0.08765359714988258,0.0028827370918013016
COL4A4,-0.009782304698231622,-0.004760962986813327,-0.009652247873858131,-0.033657683966020854,-0.007143209360382089,0.021974021384277682,0.0018485299690696381,-0.022270091805718963,0.008092688891006648,,-0.005101741558579967,,,0.14709994096166013,0.061077886122456036,-0.027242746575724123,0.06265726216612591,0.005668992359827108
TAC1,-0.023120169531319963,-0.04497081602793617,-0.04805848292134437,-0.05056729565758475,-0.0013235963908469466,-0.050782823986122744,-0.09567058544714385,-0.010223343916491021,-0.06424385875360614,,-0.037596438824681735,,,,,-0.023321805490135693,-0.012328139613356874,-0.09063862608907781
RARRES2,0.030455352956826068,-0.01996320127477699,0.0014914469391450332,-0.0055037358410670615,-0.024602699486355586,0.06240688142677165,0.12117756785353852,-0.031094087606941663,-0.010924460280822614,-0.02166180133692069,0.03575999469062952,-0.09284798868970998,-0.07164783334483538,-0.026622416076449874,0.00012470394955174454,0.010056158404009958,-0.024005934570598596,0.05366903230649335
FGF7,0.06472566516435853,0.03356029611958343,,0.013381166542707866,-0.039195782658640925,-0.03479536344479176,0.006168985097848934,0.019418255583035744,-0.05617303365506444,0.05356275674561426,0.11264809689478483,0.07560306596151223,0.028635376698097098,0.022783364025733183,0.003715503087176134,-0.004547939332032445,0.073708519244382,0.008762872966066933
EFNA2,,,,,,,,,,,,,,,-0.027685789314244563,,,
HBEGF,0.037960259927644194,-0.033202653854794914,-0.036529695836128355,0.02467659965793714,0.04300667500885207,-0.0037951124033486577,0.08765230539785103,0.0813409302023562,0.01017417484001985,0.10517102229006783,0.029013547737771886,-0.01430097543994713,-0.13691339452198947,0.018546208819985442,0.031179391486844888,-0.013290714587938728,-0.01024572556638279,0.09150105916620845
CSF3,,-0.03590704971868958,,,0.05008292406304868,-0.026319747555114365,0.01169137741014088,,,-0.0017191993310371086,,,,-0.0413646165351433,-0.012943909796502898,-0.019379404663492333,0.013750725926324588,0.0527497788696433
PI3,,0.039226679199820674,0.007628616217927728,,0.06170985929608703,-0.02962469397635857,-0.021376735563895327,,,,,,0.044004258850047766,-0.029373010639847912,-0.09703119602988615,-0.009176238272243545,-0.06427492086530928,0.011659800950108238
PCSK1N,0.024370622273475966,-0.05662150934022625,0.06211618845723623,-0.008517106345317473,-0.04298400195217401,0.05135712603441252,-0.0510721899560084,0.034645011045023696,-0.055185330971362224,0.00852803031635443,-0.06891556298720303,0.11963881882450718,-0.08787059303746607,-0.06818147534861127,-0.02284921637884472,-0.08052008284222552,0.07723312527195231,-0.09789826828283318
NTS,,,,,,-0.03150996944052837,-0.03687180953534721,-0.02544099115570533,0.01931699320706561,,,,,-0.0017701304084490716,-0.033729880529235354,0.08574680888826237,0.07129970162312955,
SFRP1,0.07562457418118312,-0.03415543764887454,-0.02948270971356407,0.029327417319863026,-0.01929367859228208,-0.02581881548849795,-0.01674418063539758,0.030642971361374054,-0.024227881634848174,0.0027167532012095322,0.03154598355751555,0.025485828878947167,0.04699844980994214,0.08447960924026457,0.0603429621122421,0.05804466236955644,-0.023876687428837442,0.030068069561429975
CXCL13,,,,-0.03799356768886487,,0.0028199399878891165,,,,0.04722609419408247,,,,-0.05808161462110124,-0.026956201371773524,0.026866834890491097,,-0.022823141273468656
MICA,0.0028495267300941898,-0.018903149846709766,0.038904000948882245,-0.024426636042269297,0.06583207148267099,0.02161531462671142,0.10083216499179903,-0.03476296029437182,0.045173857054595895,-0.021198734450175147,0.04008914853558559,0.0362648804978528,0.013086945829044067,0.032819135200830005,0.1038234657259756,0.020173855596891034,0.07853913715876026,0.04566695736201314
TG,0.024409420899598064,-0.028623649813981845,-0.04277703848351383,-0.021365493769588306,0.033779429029753325,0.01212104125219194,0.051214280102830495,-0.02149004774201474,0.030205553219130907,0.11262913075357278,0.05338710100099841,-0.057212365586228726,0.037399177796659924,-0.03435837049981245,-0.0016332463146969819,-0.015949547833242178,0.03354258200657802,0.01119443376361881
ADA,0.030942633798864454,-0.02845124124636479,-0.009675103385944316,-0.027854095741294486,0.030801731363007203,0.0017238191570869337,0.10331732219728484,-0.003209229810086685,0.013500935587838974,0.10027787124283927,0.055635894210626154,0.034210630721649815,0.05996087346266138,0.029039605545535023,0.0119567413438059,0.022191305810145816,0.07166485398395138,0.021706075780289987
LAMC3,0.0325439035008293,-0.050387602597423496,-0.02830585739979811,0.013386696734408317,0.00936476184492144,-0.009971422503946174,0.1182235190523507,-0.002590159861195902,0.05329462655947432,0.06397815232253615,0.01683500448369495,0.06114192289176877,0.03947791270625401,0.013200774540215012,0.07031421734381219,-0.01704424399523948,0.026304038565417798,-0.03535713860623066
CCL7,,,-0.02018515103561648,,0.09882498319469142,0.08494801333687546,,,,,,,,-0.0387546779369781,,,-0.016897427403179826,-0.025376204564875108
NGF,,-0.02068707205463101,-0.02429547977258347,,-0.03449142124385059,-0.03620963550892385,,,,0.08573313002050034,,,,0.04292374937069385,0.0029944129524697508,-0.02135179955444856,0.02304777303980089,-0.012700102159332254
TNFSF15,,-0.025592489948637723,,,-0.016762812346372228,-0.025116726406010238,,,,-0.03951537197163423,,-0.006278548367682815,,0.06937208343585902,,-0.012034277592701441,-0.02159349739168751,-0.009466455871420296
HMGB1,-0.012496970547374591,-0.08056567791298379,0.05294893364225277,0.02893346399058203,-0.023541925754460916,0.0835343419481211,0.11847719950180009,-0.016747194942524458,0.005309112320800411,0.1452516187763043,-0.004171906715409396,-0.08783568117128261,0.012396171542856212,-0.017578475847986347,0.0075719164894835385,-0.011823042400969864,-0.040168613565763366,0.028741018730341364
ITGB3BP,0.048078599372484654,0.06668748179005393,-0.07706727500197369,0.030937598967386792,0.04513855719098898,0.012562496081507307,0.09347978301958743,0.008028611736218766,-0.01502530937876793,0.06741342589504459,0.03616702372076299,0.015916630128960284,-0.030879964538317237,0.042168945991130566,-0.03592386690171117,-0.031218853980311614,-0.0427726928706886,0.035415666094529986
AANAT,,0.044301986899814336,0.017760788852505222,,-0.015252446471327811,0.0427618449278739,0.07638792455624227,0.024875717601191085,-0.020211276040978273,,-0.019986682692666864,,0.028164908359932142,0.021410857948507958,0.02147647401530853,,-0.03279987000105034,-0.03378368293977083
RELN,-0.0221979989905913,-0.03566898611359975,0.03212815110234587,-0.04322771906910101,0.03077259164586888,0.03703439096767863,-0.03797878523287007,-0.042549889906810606,0.013237830680963281,,-0.02212698286211763,,,,,-0.014536103149305243,,-0.010121368010183488
IL15,-0.03768143671092634,-0.020490220185762104,-0.005971667930096273,-0.02721931218945559,0.016752193734257587,0.015880752673863525,-0.02522154266824534,-0.01964962445671536,-0.04344065584325084,0.08348444118805846,-0.018536724428001524,0.02397952889670201,0.1275690788605447,0.04400522099837483,0.025929917903439365,-0.0039005440613091285,0.03530342159610135,0.05605875025324783
UTS2,,,,,,,0.026134307388918487,,,,,0.07369640881106712,0.09735632767833809,0.09023272733513413,,,,
BSG,0.04028976572277434,0.014901275464367003,-0.018106493258211107,-0.0009727512728215944,-0.05958466823316168,-0.002109471619107632,0.02037534172581831,0.0527634171474139,-0.015390483340436495,-0.053935548515562676,0.018360298774875133,0.0640009845784457,-0.1513244574956,0.023856212883017428,-0.004413372706624213,-0.01876267720585143,0.07207346589676634,0.04997589361764458
ADAMTS3,0.03214184607220891,-0.021805516629705788,-0.04250526635460125,0.02426328530828327,0.04849615271125614,-4.928590383352963e-05,0.16386380509868514,-0.004806199015924982,-0.049176321101439525,0.060071405016821636,-0.007554672275099928,0.09757283474703153,0.10072313998391144,0.04904929461604412,0.05084706239560336,-0.049782240824652865,0.036279220593818745,0.05330546122991355
CD34,-0.013467816629579618,-0.035906890122759265,-0.012756721565191744,0.014232033553854728,0.03738171481303643,0.011471358140937618,0.10847842963548393,0.002896935454419698,0.002409026413418271,0.11138893990875877,0.07189045802592557,0.12111417728961217,0.03940990371832173,0.103145507985041,0.045293511680277176,-0.024712423283601702,0.01221714812241698,0.044268468575012064
CCL23,,,,,,,-0.0055172053647784365,,,,,0.024280001255297688,,,,,,
PLAT,0.058994928308218,-0.042817172109686163,0.028646098679789726,0.03680122981959551,-0.022540199444683943,0.06904206086232395,0.1175568512202546,0.061423677311179294,0.008270286763156694,0.07959369054655957,0.07648177234618835,0.08456749694703874,0.03895362478129145,0.057113608514159364,0.05260073248829781,-0.12331318249482469,0.062385562186921595,0.021575364772010146
NTF3,,,,,,,,,0.031174003983003594,0.04814145755019619,,,,0.04646791893667597,0.046882338125923295,-0.04742550285538072,,
LTA,,,,-0.015712251275074838,-0.019293677689693468,,,0.026007293364975433,,,0.14622453793192403,,,,,,0.014925465637553944,
CKLF,0.0021955506166734962,0.07644401216182758,0.006420041195405501,-0.030199267119100218,-0.01802918107154241,0.02773760350273576,0.12014604924617953,0.008626956188853452,0.016686191898260722,0.02992710968855147,0.051793847636411226,0.06758960534120535,0.08784990915435383,0.07177221314764559,0.0878868421446114,0.04106018050118355,0.06257825274376207,0.07105568539948003
APELA,,,,,,,,,,-0.013015752051643932,,,,,,,,
CD24,0.04923349254938557,0.04697157591952685,-0.003435497590533585,0.053248483682769375,0.0006026169147129874,-0.029617375828029133,0.020186053622367552,-0.009799530481662164,-0.014653542785314529,0.11128534252465548,0.010259636168717919,0.177420754260033,0.03370754937689837,-0.004915273603667754,0.014877786988513842,-0.01215016192783187,0.005208194794874756,-0.035868953442278084
HSP90AA1,-0.027814286013174667,-0.04651825508333231,0.007586814692985618,0.028799307944520614,0.017344776244100968,-0.06884647439533288,-0.13580438351838164,-0.018314671747009993,-0.06340373647239918,0.016565297098042733,-0.06745130888006869,0.001917162725554851,-0.12582688579033435,-0.09637253835170582,-0.1460196776129007,-0.03380478889036717,-0.11944576893719748,-0.10060039392441421
BMP4,0.007556569638072521,-0.018464306829773642,-0.010543113085440994,0.06117718656918575,0.0016522509832863435,-0.02553345143319069,-0.02613475732670915,-0.014921128958526767,0.009173441779361385,-0.02019498724282083,-0.01579520571735727,0.09812348412572389,0.1601039573112603,0.07506974850069319,-0.0005669513917148649,0.02494155031327541,0.09452397867666089,0.07942433104877572
SCGB3A1,,,-0.020185149017128347,,,0.06607660251240965,,,-0.017048409020779847,0.08919311894528256,0.06436042425857964,0.04363803673361092,0.03143078932873142,-0.022391125016937935,0.06872185837045043,-0.024991397215639158,0.08526197352374544,-0.03422693716479095
IGFBP4,-0.03344911703617503,-0.01815803142967933,0.024561517225615257,0.009556317752011313,0.0035413274189771385,0.009270947464639027,0.1528412578529134,-0.04629106028667648,-0.003174624343140179,0.06811432532105663,0.020611244848600666,0.04169073226028434,-0.023362424923375563,0.039466920281018836,-0.04609161364676189,-0.05066777424780936,0.022353700342809403,-0.06751456820828211
RSPO4,,-0.02527137943145233,,0.04012855598552135,-0.0295323539641675,-0.031106444670631988,,0.004497045692984291,-0.017048406527064363,,0.054055188166389205,,,,,-0.016830642449330406,0.04103947197473142,0.019520781139154147
LEFTY2,0.00838347521889568,-0.014044492315702138,-0.025390742921784355,-0.01590522162650437,0.005717168524502226,0.04472979685508363,0.14312325943264517,-0.020679716358700223,0.04206269396950261,0.0030834893767812525,-0.022883382119742685,-0.0069413860226715555,0.05038440247148406,-0.006557331510008719,0.2212270119658346,0.06210999913192454,0.044851835171571514,0.04407958260370714
PF4,,,0.012821421123435501,-0.014292428052984113,-0.013133885186366278,,,,,,,,,,-0.025375942682993317,,-0.04414367174719534,-0.03337090119324507
ANGPTL2,0.03471338733770384,-0.02481420631881717,0.019051438662292083,0.038496223836871464,0.03463377181601567,0.0008657079469496326,0.09997924139090263,0.020608922111219573,0.022526093725666486,-0.07492643632831626,0.09486297395043576,0.037502580071136556,0.12025423979274391,0.055006888076140695,0.0447286004475291,-0.007020250348933218,0.03696825771580551,0.023531430547405773
LRIG2,0.03695845847019239,0.004914114282194516,-0.00907997608371351,0.01865212558285009,-0.009710914151818385,-0.0019449033464091943,0.05799098123212542,-0.016225851618027108,0.023429812313733072,0.04901977340650747,0.03944312634607754,0.0200043649618027,-0.09185008520467004,-0.061746773514857564,0.05876627170455855,0.040500396196577866,0.06779778234039824,0.03549328500271571
ICOSLG,0.023593664043614685,0.12448146216057521,-0.010660775945156976,-0.015216931552233694,0.014076147718640221,0.0010701187726621778,0.019061405922991756,0.005155068094830754,-0.013969239073132182,0.05661320749914038,0.0026224321525351547,0.026165565302822644,-0.01744851812781025,0.0870066054046629,0.07568741060249487,-0.013404901172696052,0.09969845018366132,0.03114675667448657
WIF1,,-0.05881053890062014,0.010282163346004857,,,-0.02781984973935125,-0.08384021349204246,-0.016705354576328532,-0.023129065555043148,,-0.039557793346444554,,,,,-0.01564571240476075,,0.007953695527616756
NPPC,0.041347921834213014,-0.051575211347320966,-0.011833706771343358,,-0.020373894824532703,-0.04743780368644601,-0.012434599022905632,-0.032586838873275285,0.02559823928957769,,0.05158491445742339,0.0341685492405971,-0.0179782525644792,-0.02511149280935788,-0.010978899586436422,-0.025945562873595316,,-0.07308750583854959
LYZ,-0.047875507058593045,0.010452411078281452,-0.0376879765550628,-0.018234994878655816,0.011340951648795108,0.036346999117458964,0.123811035471503,-0.03646643904681933,0.029364867876687385,0.06507016213902163,0.016763577875238845,-0.006921394682460289,-0.07587286444860174,-0.00915981020421872,0.017425043346409614,0.023162043898909263,-0.040044678636826585,-0.048101161217757496
EREG,,,,,,-0.009298645695186885,,,,-0.028462611979902047,,,,-0.021242807334866814,0.007813774728855123,-0.02096284893645894,0.00029296579543999345,-0.03841979282859042
SPTAN1,0.020174780825434727,-0.09302232830321046,0.004614290127474113,-0.032469636255524584,-0.02175681241368609,-0.07215183166134208,0.026026835672869834,-0.019145909528686018,0.004098728973845868,0.08941635716166477,-0.011916493925363631,-0.03967348413631998,0.0172880153452851,0.008390487576134517,0.007288086731471052,0.036664882722133224,0.07371856786027264,-0.08225134276488964
PTH2,,,,,,,,,,,,,,,,-0.02676632848733904,,
LIPC,0.02248099903537635,0.014180417020414783,-0.025634658412013976,-0.021510868072461643,0.0495988135595495,-0.030116158269065448,-0.024946787181028867,0.029919943734263484,,0.0016546245488535043,-0.005900969651663322,-0.02981702926847405,-0.04857487343593284,,,,0.061409874657560704,-0.04212952515662102
COL8A1,0.016872458729423008,0.04251494996295733,-0.024968083678785523,0.006593306200089391,-0.024882278383751587,0.08963133814079974,0.03068935978774577,0.014787733299181413,-0.016748660391628267,-0.07761757590362202,0.09653743026712484,0.03636391054594687,0.12818272048737234,0.08389379390713887,0.0208789325234818,0.023989118505140287,0.018042239919800734,0.17381778872238798
GSTM2,-0.010936934732616348,-0.03637559883623519,0.026716862822600718,-0.009503030497036605,0.033183465520415935,0.013656005728684629,0.15520093847812175,-0.023341434942717693,-0.008251531976445708,-0.042080236475589415,0.019357947350068183,0.08588351393190673,0.014753459101931722,0.03409861692482036,-0.012578279740289956,0.046261039388034185,0.09518386207208374,-0.006302404747416812
IL4,,,,,,,,,,,,,0.0029696912681543806,,,,,
SPX,0.07530575380849276,-0.0125202797084779,0.012884684207730101,-0.020582241307368028,0.0192101726089579,0.07007196812290468,-0.04917121530175848,0.00246460627458677,0.004095759654893035,,-0.0008382440235723567,-0.05828541387985881,,0.1458167362301044,0.020060840487727615,0.1044281954967796,0.10176438653514001,0.0743535315647569
MFGE8,-0.018976449726281888,0.03704169727600715,0.02021125888466073,0.03806829089745999,-0.014119228302704826,0.0421749068923528,0.0336603771979405,-0.033652676718496324,0.04467592027389116,-0.023397441147021178,0.056801142952085305,0.03320049144086255,0.017002034848512922,-0.027370288974748545,0.02976024663673168,0.004382543430528789,0.08974946433797797,-0.04549992092138886
TGFA,0.0074112434124177645,0.062225969598843044,-0.005958932245248183,0.04111244504982366,-0.04625355808317542,-0.042666373427429745,-0.00045008000798208174,0.05283754600021954,-0.014286596241993124,-0.013523316510471894,-0.013538521371192746,0.065720099120407,-0.028697656143465172,0.08427738170343663,0.0974332591360769,0.014599311786438711,0.11252093359987302,0.02456486092628942
SLIT2,0.055394113649910315,-0.05121415751397694,0.05956139312685741,-0.0006606998286829338,-0.01730289356369783,-0.04403758204403633,-0.0427606193898455,0.02604933668874217,-0.0628981088243431,-0.002164061373788835,-0.041696221979576245,0.22080064666762944,0.015673240190334163,0.08263950570621556,0.006506140939183245,-0.03139894468342911,0.010107875080759658,0.03102792194706718
PLTP,0.004181065930614453,-0.05313090848781059,0.024355237364748646,-0.04029603052845806,-0.012674173931615143,0.033272601777997686,0.1387705217269553,0.06767428869812671,-0.051457613888796015,0.08497711888297087,0.11230141500030222,-0.06016895893704694,-0.026502981763648736,0.028433414060153477,0.05407128641483812,0.02170482014612696,-0.011082605966965503,0.005889702533464658
APOD,-0.002476275700803735,-0.16583544870130953,0.05297759703942943,-0.07052411436486333,-0.03882661046217055,-0.006313546904470723,-0.02475051613562229,-0.0264444687666593,0.044751135976968275,0.02807195949931526,-0.018747402839221175,-0.04273712583766243,-0.007497412659205067,0.09610492655571276,0.09584440749044215,-0.0006781744879799605,-0.05808899660979332,-0.060120653539623155
B2M,0.12445842610929984,-0.05974251075378717,-0.024875322597707174,0.001275804824124733,0.015519003652319343,0.021629139398615816,0.18353850658037263,0.027545334012576566,0.015654403363923743,0.09564750627221244,0.0949785778555733,0.07224001187307058,-0.002319258973816217,0.08171656943243462,0.10311561849462289,0.03035072108140009,-0.06886226950348492,-0.037826515380601215
OMG,0.015481385812555284,-0.029321117067994614,0.029910315443875794,-0.026645947814408252,-0.031926126636411936,-0.0003690732175948428,-0.08040468805201527,-0.025095879542457854,-0.02225601961548521,-0.03308758652084744,-0.01951687044238899,-0.04983315546785461,0.0890182342622042,0.001934139555533817,0.0679788412528379,0.00926469639384896,0.13201086896992462,-0.07941276950452085
CXCL3,-0.021562783251370825,0.007915406696348385,-0.037501788030725736,0.05023000488495625,0.07163829162266931,-0.011319027384869392,0.023202037161672896,0.024539316531346066,0.027596630718404784,0.08326032109990068,-0.013349799984561612,0.07382971201835607,-0.04156717600838081,-0.010924850962432966,-0.013858164731589568,-0.030478351212246298,0.009415582099753397,0.03773365576435665
CXCL10,0.018269072590694265,0.05673927247061364,0.01584473591361341,-0.005387518640046318,-0.022217263424072112,0.009133453431725468,0.13292884363846685,-0.02235482600078306,-0.01762622220853137,0.0490776274406406,0.059688071259797255,-0.007422124093690312,0.02902197438706541,0.0059668211316893805,-0.034036495534571054,-0.022997524107916,0.03346049488489556,0.0434434147031793
RSPO3,,,-0.027418960213640237,,-0.015252445344344705,-0.030116139700976527,-0.04443311978377722,0.004052108474038152,-0.03147670559229266,,-0.013950283691675692,,,0.09907171347167582,0.010144407124862023,0.0075744288328076625,-0.0030746974314958546,-0.05183644317153667
CORT,0.008462567430427972,0.055807939348342724,-0.029510102442574154,-0.025525371440444262,0.02890197014170351,-0.015502084839019303,-0.05122633450224245,0.00935459599689813,-0.0026850139787300627,,-4.972655570440343e-05,,,-0.005183177983263171,-0.026554634257451932,-0.027991615664505497,,
NCAN,0.055168763907210844,-0.06213509730977897,0.019937058101278722,-0.0009579185861842025,-0.041004959633789334,-0.0065635277421808354,0.05809087705112385,0.0036066255723099885,0.013853945147197897,,0.004991462197789644,-0.06323186094768139,0.0327433056617627,0.0675994663752881,0.08124230770689592,0.0340076491663329,0.027980474230630104,-0.043971085498958444
PRG4,,-0.00803847753174912,0.027929396313506574,,-0.015053505793507565,-0.021563047903404065,-0.017631025539532476,0.024385376515628814,,,0.004427344432073778,,,-0.011112978568278054,-0.018947694348349742,-0.02976387495078108,0.030461569198710618,0.021415831762941543
ZG16B,,,-0.027990709419869864,-0.017198614233022484,-0.017471434513226327,,-0.013080824737008081,-0.014789776145590789,,0.012888614446180035,,,,,,,-0.03922660072062256,0.023734162637278303
TGM2,-0.027051661573343974,0.0245289789245603,0.010917086625400339,0.02505212463207537,0.019797559670845156,-0.012485880237802335,0.06369571431143144,0.010285257239097203,0.035522750347404354,0.0650209304086273,-0.023258669913317792,0.1332023475838331,-0.08779763256887246,0.008661208248876347,-0.03742315712689631,-0.07139480284503914,-0.01861949943901188,-0.07050139334249163
VEGFC,0.09512263463980006,-0.027745640020465142,0.014967473992574915,0.006698099224679732,0.005765790980124073,0.023466879448212827,0.014150280334332304,-0.012272262021544685,0.0056566639341661664,-0.02096202471227234,0.12386244532670228,0.006023392265164122,-0.004753818005593964,-0.01587490566491505,0.02518132927887589,-0.02872513882644497,0.07663869041358895,0.04144852746562594
WNT6,,-0.019142871147085305,-0.03256829496290238,-0.01590522204392901,-0.006658946101235598,-0.029711804038218208,0.07083668677577445,0.010382064796149686,,-0.038343284295770594,0.03302141794285318,,-0.058880129006770185,-0.002122522429369358,0.11981013084628979,0.012122282615880756,-0.003911463320853148,0.07524378932513366
NRG4,,0.019381724016441382,0.05454857766529783,,0.09226456975989972,0.030587355493191224,-0.023853985012466702,-0.01822879104438787,0.017055218996132618,,0.015253782711848187,,,,,-0.022225300036950706,-0.004848501224328361,-0.04423837472521195
PMCH,,,-0.005895769754589267,,0.021786624505816705,,,-0.021648135960854485,,,,,,-0.03939146242531889,0.08396735998555202,-0.012796410131135309,0.06871435295820112,-0.012374251231879478
COL9A1,-0.018815918777239912,-0.0259480373099319,0.03558656020171166,-0.021245953780935342,-0.004171256015696269,0.04378464820747129,0.032838514137904944,-0.016823794743406666,-0.020046397706833575,,-0.006717676831114978,0.09132369987651208,0.08562882622902203,0.10025131179494981,0.09575242947706765,0.02564831853180723,0.1424489721564371,0.1262717677675676
