,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
IGFL3,,,0.13758208771884664,,
BMP1,0.006990020061764562,0.04431186097107539,0.015270311692883405,-0.030569822995390322,-0.026475879498679376
NDP,-0.016509152513875126,0.002453351960400029,0.016228951153587495,-0.004770642258113829,-0.0608330902991037
TNFSF18,,,-0.017122455308836482,,-0.028252163138689057
RTN4,0.009647291820867213,0.005685878780986655,-0.07268473365308797,-0.04098436364095927,0.05597617694437102
HEBP1,0.034439005366666865,-0.02259826753706264,0.01201998107986843,0.002873062582228619,0.03367622078442263
WNT7B,-0.038049599716642894,0.0856115541984439,0.0357083015517914,-0.0302362839513592,0.1058737117751769
PTMA,0.02002485946107511,0.04335961361480825,-0.03431374763732925,0.06699288088626058,-0.0038705160455482536
CEACAM1,-0.021321067398526555,0.060169390185851004,0.055221595845744216,-0.020068261405973526,
PDAP1,0.03136040971158845,0.04846447936667286,0.03469338072601256,-0.038091688729373005,-0.07048731231213311
QDPR,-0.015066590800945153,-0.04616995630213468,-0.022220486886619647,0.025483531699154186,0.03852817306962057
POMC,0.007278193774515714,0.10084153553199378,0.08869768198266198,-0.0328290393803394,0.02280645697885435
CCL18,-0.013873775423072133,-0.019357925732964933,,-0.0278003165270004,
CCL17,-0.015126265350584596,-0.029992056510490167,0.0014315693893208485,,
VEGFD,,-0.020776413009382138,-0.023087395779263734,,
TNFSF13,-0.029025031207859372,-0.007342432510096089,-0.02347439961789538,0.04417904156742122,-0.030734323615209308
WNT5A,-0.04317608759176972,0.048561420420808604,-0.03835159020621199,-0.041196836585667224,0.02650720840781174
CXCL8,-0.07233002055480298,-0.01803060019250406,0.0320788978686057,-0.08770384388669437,-0.06605450645100742
GRN,0.07024291652759033,0.005201234378174855,0.016443049201329673,0.0076584667467724495,-0.032144887143576904
MIA,0.05667706587066104,0.023984881512368172,0.07547858646876514,0.0815519157293516,-0.05630062814355797
COL4A4,-0.0399678713788632,-0.021249044159002476,0.06961949760094435,-0.019586668963345582,-0.03435026036511614
TAC1,,,,-0.03462346802163128,0.0236150554135327
RARRES2,-0.033649601101795,0.05564316568805545,-0.03568742713217581,-0.004288885675975724,-0.042522193595080006
FGF7,0.11953015684331207,0.013599537221506941,0.0027186285291389218,-0.014115169058531753,0.03993856079171363
EFNA2,,-0.019746590143926424,,,
HBEGF,-0.019515719763660313,0.007791862984250866,-0.05262033142761828,-0.04400147428502371,0.06319646828384226
CSF3,-0.05028669067287072,0.03421120835331783,,-0.015382263966753873,-0.008814658987894396
PI3,-0.08084005459211788,-0.0017198167357896053,0.166319571631699,-0.01879511030555148,-0.03713838193114406
PCSK1N,-0.014145282587794067,-0.035553089907437815,0.000462703383584957,0.0030662459033748966,-0.011614161817345545
NTS,0.014552485066636273,-0.024057472909819713,,0.061746293423963136,
SFRP1,-0.002671516435007359,-0.01705137778630246,0.01402905716645179,-0.03823292262739974,-0.0006652632834943568
CXCL13,-0.03397669329634458,-0.04160542043789565,,0.09546807619030206,0.02209930445389937
MICA,0.03986023778932712,-0.008832981370486949,0.06336625910248532,-0.04872050446012043,-0.11553573421255774
TG,-0.0200990248678484,-0.02962940776540218,,-0.02367864098675003,0.14457523086525073
ADA,0.015183182735651765,0.04316950396134209,0.010199526382974566,0.020721500637680208,0.05730066950908845
LAMC3,0.05016004459774908,0.09120566422807354,-0.06341148665832479,0.04343832900902656,-0.035025630721066625
CCL7,-0.02267078514695656,,,,-0.001095468482670602
NGF,-0.008449300180310673,-0.019481162751015472,,0.02279788919407828,-0.04094926194761793
TNFSF15,-0.02210146980867093,,,-0.01786604495825026,-0.027519225587875753
HMGB1,0.03228761398021322,0.03388646609408962,-0.04919188279715065,0.037844907595501714,0.011435227733331521
ITGB3BP,-0.020291675711928307,-0.00873982039085424,0.0006977655535346014,0.0026135926008661508,0.04666815516858773
AANAT,0.06991388276332382,-0.011621928944696425,0.12533606184367715,,-0.02206248667368635
RELN,,,-0.033862039305342324,-0.02158024612468267,-0.02731860623723794
IL15,0.07909630730686164,0.11274822120190944,-0.018661766196147896,-0.015550275163223297,0.046127867187331896
UTS2,-0.01693666277057783,,,,
BSG,-0.052876104948175275,0.025979825855704436,0.013762770469926919,-0.02294849656213832,-0.05622146442910956
ADAMTS3,-0.02244997545659489,-0.010555287559746376,-0.004869438773715898,-0.06831639263476982,-0.029918053378147576
CD34,0.044672020868308085,0.08603898071627669,0.027506581547566022,-0.08495897504953558,-0.02827253429304162
PLAT,0.03475523108398236,-0.009013893571239377,0.01328361751748065,0.022727611628416813,-0.09223104412310232
NTF3,-0.012909762177245713,0.0723182293873999,,-0.017174369449865296,
CKLF,0.0451013673515113,0.06218892913867377,0.025734591159387622,0.01770835066662521,0.04201592607490829
CD24,0.0062114786538512495,-0.015384730790679082,0.10177569577802553,-0.0033092594471223124,-0.05312074216635314
HSP90AA1,-0.0390447640910046,0.011513273870519664,-0.05243590430174146,-0.04487735036521422,0.09108000235819984
BMP4,0.019705120011966257,0.020197700282131546,0.018295728168633677,0.05033380340884007,-0.041930945806843034
SCGB3A1,0.10594747425459833,0.008198262815796803,,-0.03710213785453078,0.0527500497203498
IGFBP4,0.007146665642519125,0.06080315557750554,-0.035406364768452867,0.011016072972165784,-0.05319841836885023
RSPO4,,,,-0.024986710864833245,-0.027819921780502344
LEFTY2,0.07024305184301184,0.014012846372790388,-0.013749464564002953,0.02417376211649506,0.020135480478677047
PF4,,-0.018099116987032177,,,-0.021792918912287997
ANGPTL2,0.06672092899322646,-0.01583251354790814,0.032267605103601875,-0.057942521637092126,-0.06614271046328425
LRIG2,0.05577536219586029,0.011853592089554022,0.03567693122198537,-0.014280884240788818,-0.002661826326854527
ICOSLG,0.01242714493355473,0.01200393916740244,0.02309542144267919,0.05844515369951968,0.07916145364904309
WIF1,,,,-0.023227568009303454,0.048254668039369224
NPPC,-0.03384339391908665,-0.03424474270436854,0.012554232431495881,0.036404120383557934,0.002155611165322034
LYZ,-0.0064983191752617875,-0.013372420745767975,-0.024157221998373786,0.025436339716939097,0.031484125233156295
EREG,-0.036040553933497615,0.04426176441819622,,-0.031121369659856055,-0.025090105445215154
SPTAN1,-0.01094994259269782,-0.0026582187985490203,0.0031362826830520314,0.018732311972283262,0.0295342972734566
PTH2,,,,0.037761472643527,
LIPC,,,-0.03153148181811735,,0.02930184833939952
COL8A1,0.0016673795835065452,0.02853894660027649,0.020920783512328883,0.004044106734997194,-0.04146942912848713
GSTM2,-0.05454490915358278,-0.016152589305726904,-0.008083588802384002,0.044047879355712714,-0.004838907818570645
SPX,-0.004402963664760328,-0.022472367142961323,-0.018278230001655668,-0.054398342155377304,0.0010597441075597908
MFGE8,0.01346957396957105,0.0019392525937389586,-0.01835004965494149,0.0015086177347540181,-0.07650388425703229
TGFA,0.040643892321481086,0.01268251720709045,0.03903224351612204,-0.007275024283961439,-0.02671109153888271
SLIT2,-0.005250199557825926,0.012038077532661264,0.005192001425972659,-0.035901822706722146,-0.03410273292943268
PLTP,-0.006446869239728404,0.019344195813997465,0.050289743984589776,0.054402750583446305,-0.027052523697585505
APOD,0.047421572176881865,-0.00412354794339599,-0.03264743509253409,-0.07993439200895491,0.014373189382986496
B2M,-0.03444550525113814,0.0938395486614642,0.054897971903080704,0.04049139125186094,0.08498156057778326
OMG,0.048454425018542274,0.014298545568865584,-0.017279648274824397,0.0023026052763283652,0.028290162233017547
CXCL3,-0.03142286817479777,0.041548227398877056,-0.0190679637282422,0.026489608814431555,-0.0182129629790245
CXCL10,-0.023410494044690037,0.010364406592718195,0.052639640782469625,0.008845326301126066,0.0758035605578159
RSPO3,-0.051493906211914464,-0.02479422376573091,,-0.04328954352245199,0.007677241249136973
CORT,-0.025850694601888165,-0.018939806019327828,,-0.03182566541167467,
NCAN,0.033349263939413,-0.028395252734858555,0.020402990211134415,-0.054290762402311496,-0.03776656481124552
PRG4,-0.00752828595922174,0.029380739866156698,,0.01011301671036966,0.03622842136440923
ZG16B,,,,,-0.018591594909841434
TGM2,-0.05330073634134887,0.033292634994795636,0.0992567079267919,-0.0014008916344911387,-0.05725865435320139
VEGFC,0.029016174049943257,0.05700248040094426,0.017582933344484707,-0.033606372879120085,-0.04992561979409659
WNT6,-0.007218819938063567,0.03498309846114909,,0.035328213049011625,-0.019210695422831905
NRG4,,,0.005613913642062774,0.011953828390738386,-0.028889939400051457
PMCH,-0.003550157286161428,-0.011059464597901164,,-0.018997504166409378,-0.036997725165458906
COL9A1,0.033014840676387575,-0.01150366090846809,-0.009088192954711964,-0.0017461323463779429,-0.020314405230892764
GDF11,-0.03792711839312222,-0.0008438531991316494,-0.022958000521554427,-0.01423915538828719,0.07195877978679528
IL24,-0.01718052365047224,-0.017810535768603364,,,-0.0322979911760721
SORBS1,-0.0018427434445201423,-0.038634313962784675,0.024263389863621868,-0.010914119985754615,0.020134839401217054
DLL1,0.01982033862803347,-0.025019973922837675,0.030467512061835476,-0.03165503683595335,-0.0559152781896032
TLN1,-0.01991753223410007,0.028248437985128445,0.0036736162592825583,-0.026780081571370122,-0.028791264840334615
COL2A1,-0.037558876936725084,0.041406058197328,,-0.04002130308769521,-0.026028284746851267
SHH,0.02274706216520868,0.03773013750157304,0.009421234392642223,0.022920922822017888,-0.010305571876528497
PON2,0.05273933824371192,0.046455107929144736,-0.0012945403177789855,0.03019630694801818,-0.038233141123318
ICAM5,9.956427499144942e-05,-0.034910496242321266,,0.01400194972532658,0.05506685485539731
HPX,-0.043510627642547275,-0.04792577797141778,0.06803140721477828,0.03527171762345525,0.0021431103788325033
SFRP2,0.02043309773097422,0.043403404129507404,0.022354581820552784,-0.018630250233969026,-0.05631074768441267
CFC1,,,,,0.013695152182567035
CD70,-0.052579877762364724,0.030716297153206566,,0.0026463416110154986,0.0010458435771810851
HP,-0.016569987695272324,0.03982272202117981,-0.025865691986003542,0.0824078075869397,-0.0186614387588023
CXCL2,-0.06712070538839165,0.06217233343106009,-0.010335934245565,0.06702382728638143,-0.04069015058381886
NPPB,-0.016692531740847744,0.05924611151671091,,0.05149211350142763,
CCK,0.05766876696424759,0.015261529078388097,0.04321577831018234,-0.026256900021177722,0.08423450440879081
SEMA6A,0.00781297755634476,-0.023234549443196306,0.05625380742016367,0.00897659053818046,-0.015761123161489202
IRAK4,-0.029155425226476267,0.010657056494823451,-0.009991808463262713,0.02704821439274355,-0.028900996938983136
GSTP1,0.05235599448941588,0.008899671164841905,-0.07798028378922818,-0.034032982439369794,-0.030888224084816982
VCAM1,-0.04611218452443301,0.06754958792270763,-0.0030702381357280346,-0.014801678134148698,-0.014315938788045797
NXPH3,0.0030334128042334096,0.007408758900735458,0.050575375991025254,-0.016051301214746995,0.08686757466766393
MTMR4,-0.01566495270391228,0.03588473133245716,0.00530410876238686,-0.04194036915614372,0.036459470589463874
LAMC2,0.01996492446079224,-0.02339023100461423,-0.019526271171103365,-0.018440040982681646,0.04429702150159444
IL10,0.01972533753516279,0.023826144963509162,0.08551019027313728,0.031844668858127645,0.043177013223766866
SEMA4D,0.04856265115230738,-0.014986577342816523,-0.003906282450650575,-0.029684028517124202,0.07932389679422837
TRH,0.029195342498951057,0.01382196865699922,0.05147100075597861,0.007002277696654158,-0.046632906170025135
SEMA6D,0.02571604662973838,-0.022777353073840528,0.05434078846771013,-0.022535936079965544,-0.015928214817619593
CEL,-0.026017276950238102,0.027181669206133737,0.016795176043264276,-0.011698505019380592,0.057831509430731044
PDCD1LG2,-0.00019394748447471887,0.02726814085456735,-0.016061495219052997,-0.02585568022394354,-0.0322933433522596
SPINT1,-0.015084179915895978,-0.04077584467771801,-0.013157867442680044,0.0043192456513377955,-0.0018948469053042976
