,UKF248,UKF251,UKF260,UKF269,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,-0.010518050149854566,,,,,,,,-0.03930548081976562,,,0.07172452386789747,,
BMP1,0.0644127212606923,0.07757367808134272,0.10916152797553323,0.19495056503405353,-0.029272007714284294,-0.042206941704924485,0.09886255260005376,0.05335574682033095,0.09720564652142871,0.03911706929305089,-0.024927194701833067,0.10048210242348758,0.007806397996615409,-0.019580291521293383,0.13455640757602347,0.046426340929476374,-0.03029723418961275
NDP,0.07777252461202445,0.01275572455722547,0.014096928911256554,0.06088079912645633,0.04627715195554624,0.03540621671999498,0.05522346142516796,-0.042228857924820874,0.10327287067021679,0.06630673009902271,0.12187506447594465,-0.020499975192658736,-0.025784705598053577,0.028690769900541514,0.18960479342331069,0.009818590597918902,0.12616648412350762
TNFSF18,-0.007369467861625283,0.08818504728602625,,0.046898727593350134,,,,0.06252459523144904,,,,0.01659726316084981,,-0.02431230484369513,0.06195951421871226,0.00809396455246146,
IL36G,,,,,,,0.03404506317869106,,,,,,,,,,
RTN4,0.09553116043343672,0.02726471861115205,0.017363770153455204,-0.21153384445486959,0.032873739579553723,0.0769099769179108,-0.05582531402632242,-0.0747058042736721,-0.09636116276249797,0.06140347031279211,0.00405107036737868,-0.052291549044391566,0.10465608464404821,-0.053148856451347586,-0.005540959082536836,-0.014389257452063497,0.00394376008099026
HEBP1,-0.028020590779759588,0.0014295690860837438,0.04145626417986096,0.07481605039035373,0.03203393304668925,-0.002728802700101365,0.02223913245006838,-0.06417727564007585,-0.056693143065147306,0.1816696718335828,0.1189884312532887,0.032237914564411586,-0.029011999647609414,-0.06947382908061703,0.12584002675526923,0.07127235848814908,0.05661494587092592
WNT7B,-0.04102848283786021,0.03576497873712035,0.04397038872041812,-0.04430917033705193,-0.0016165406688751654,,0.036021464400547085,,0.040456428567897294,0.03442424007945904,-0.022675821583342984,0.003902038903098816,-0.025244548898866667,-0.05940361889005103,0.08686797126796787,0.07863381187207077,0.039124666006648705
PTMA,0.07949442087924526,-0.008540042201602795,-0.061039209835114225,-0.12367641903198996,-0.016549840386115396,-0.05585881071074737,0.0831119586582513,-0.002688729382261017,-0.1826325312128317,-0.05499820965067571,-0.047902380013697135,-0.05842667289141249,-0.023536071038844007,-0.07542506708739515,-0.12284960221503709,-0.08623331439957688,0.021019776506768555
FASLG,,,,,,,,,,,,,,,0.018213060846758382,,
