,ZH1007inf,ZH916bulk
BMP1,-0.0012144204060831427,-0.030684654883505795
NDP,0.03191121878534681,-0.07071360176124541
TNFSF18,-0.03829713666032577,-0.023226562928419018
RTN4,0.037496666719810896,0.054120783993587405
HEBP1,0.026281614700586466,-0.028404079594210044
WNT7B,-0.007970212731952954,-0.026521173930783012
PTMA,0.02429327123384572,-0.025215962778370793
PDAP1,-0.03268957987806256,0.00171331570657665
QDPR,-0.03930075011237253,0.06397591882725104
POMC,-0.04617290873342569,0.00795827430678217
TNFSF13,,0.060129448877525304
WNT5A,0.07490323071466908,-0.0892060845284719
CXCL8,,-0.05158086151630718
GRN,0.09565573216298151,0.09909966012835093
MIA,0.07064507424230297,-0.04628566230722063
COL4A4,,-0.028239907863386662
TAC1,,0.030318309164563344
RARRES2,-0.007540005678793025,-0.06472182743883717
FGF7,-0.003993041066688748,0.031108709895241154
HBEGF,0.13924690901577613,-0.01771217182979857
CSF3,,-0.029705151978216132
PI3,,-0.04044233110487607
PCSK1N,0.10531261564397339,0.06932664232251683
SFRP1,-0.037678279434226816,-0.03705956882376726
CXCL13,,0.018215148422162465
MICA,0.07880971656108181,0.007389114064519598
TG,0.123883418298557,-0.026552719223641445
ADA,-0.026127356745113642,-0.00417645254988746
LAMC3,0.126484743021903,0.014439805634267337
CCL7,,-0.050300500824608775
NGF,,-0.03366505441830021
TNFSF15,-0.04523893837510483,-0.03287605456999039
HMGB1,-0.02721505718416092,-0.03576375242510122
ITGB3BP,-0.03777613084873298,-0.10568078956074309
AANAT,,-0.018137929211588147
RELN,,0.018741561371480673
IL15,-0.056504819630748104,0.031396865182351456
UTS2,0.04066069372987436,
BSG,-0.06341352518255242,-0.08169179109105826
ADAMTS3,0.02855140573560246,-0.03437769199194233
CD34,0.0814109582282803,-0.05438118610130263
CCL23,0.0460701523699391,
PLAT,0.10093884624521329,-0.08267226151120682
CKLF,0.07272265542500675,-0.02563266246367564
CD24,0.07957119944281119,0.009668014462122551
HSP90AA1,0.048364002817435636,0.03260729696163706
BMP4,0.07843874551325518,0.010466212583819813
SCGB3A1,-0.021659289898427945,-0.006213456344867752
IGFBP4,0.141615997550783,-0.0030873835384699227
RSPO4,,-0.02287121027606085
LEFTY2,0.03308486660374118,0.0025526616496049656
PF4,,-0.017916313169557798
ANGPTL2,0.03844017870782253,-0.04895209465621542
LRIG2,0.008484429683346457,0.02467312497455794
ICOSLG,0.028026837340219667,-0.04380684334468359
WIF1,,-0.016247308353402094
NPPC,0.006073403811677171,0.10405723456950497
LYZ,0.026723521149526794,-0.0073868707509199905
EREG,,-0.020626983857597796
SPTAN1,-0.044669452665126806,0.10221958156449715
LIPC,-0.02197156239378436,-0.009138138311604514
COL8A1,0.029640560737953337,-0.05983789681776727
GSTM2,-0.0011991171276321128,-0.03041331001084601
SPX,0.013374740851748002,0.12027437771771014
MFGE8,0.06855498861093696,-0.06457921802965277
TGFA,-0.028160666290667817,-0.08623464948797951
SLIT2,0.054091873728760606,-0.026270908006482997
PLTP,-0.09832831103831519,0.023684720778128297
APOD,0.031030391772261145,0.057347141135136316
B2M,0.1248387884564607,0.025906158182639617
OMG,0.08447029423351425,0.09890633140472575
CXCL3,-0.018234178583492494,-0.073903077902923
CXCL10,0.07835618173443146,0.08192763903154411
RSPO3,,-0.0018703194416966014
NCAN,-0.06925830235829819,-0.0045546100290168425
PRG4,,-0.024937067062540796
ZG16B,,-0.015284452627337615
TGM2,0.10736076273082307,0.030194866609341623
VEGFC,-0.025691754225387286,-0.05366935921415271
WNT6,,0.04899066559610401
NRG4,,-0.02375088916836275
PMCH,,-0.013465948123795162
COL9A1,0.11443957120084791,-0.06770162460832656
GDF11,-0.07019184945954661,0.046035122364263194
IL24,,-0.007010497600473511
SORBS1,-0.028679121336509506,0.05416249313044025
DLL1,0.016163386525091642,-0.04596885984112072
TLN1,0.08475732474603377,-0.039889183863653276
COL2A1,,-0.021398276323970067
SHH,-0.014386891216953685,-0.04327675284000478
PON2,0.031202089270514682,-0.06087541007037264
ICAM5,,0.06325194301370422
HPX,0.03608760823922053,-0.037903667116840366
SFRP2,-0.01814310093465876,-0.027416599268958456
CFC1,,-0.02101579988895055
CD70,,-0.04172359269090498
HP,-0.03724755930380193,0.004146566765273376
CXCL2,0.02420282789311935,-0.07684121125091362
CCK,0.0148083245388521,0.08591257003621565
SEMA6A,-0.03654485926963124,-0.04202401091455305
IRAK4,0.10539894359985405,-0.030237197443389856
GSTP1,-0.027770320010366223,-0.052633797492522616
VCAM1,0.13084306160951795,-0.06260438679386925
NXPH3,0.06486906674797455,0.026751899771924995
MTMR4,0.08418613993125532,-0.00539693616806029
LAMC2,,-0.022871222866600566
IL10,0.014783722785262002,-0.03978626351512445
SEMA4D,0.019978674509850705,0.07718360283948612
TRH,0.005921910977633877,-0.04785552486079343
SEMA6D,0.024828725912430585,-0.04377516346469139
CEL,,-0.0034749908034385287
PDCD1LG2,0.03755408611657095,-0.0510800221601526
SPINT1,0.041539147247224815,0.0005725440994692276
CTHRC1,0.07126362269812848,-0.03580212670167155
PODXL,0.09026688641361813,-0.021857116985751334
JAM3,0.037964017110225866,-0.07468720957929344
TGFB2,0.021731631087874227,0.004056275238609198
COL18A1,0.059254570240370424,-0.027120536782171155
NODAL,0.0647842844338711,0.036697903689919556
INHBB,-0.010006395576609171,-0.0606823553511945
LCN1,-0.051354795621206976,-0.01604221151483263
ARF4,0.06713202778718015,0.021097709290971614
CXCL14,0.040792767449386404,-0.07403363793371641
LIF,0.08798351907250812,-0.09880029230527126
IL17B,0.06599556995490238,-0.018137925568995624
MMP1,0.05351808893836318,-0.04059128683338298
MATN1,,0.10572074582268683
ADAM28,0.010002135398440202,0.06259866926844412
TCN2,0.07888841380339612,0.023508819171656172
THPO,,-0.024770619493457418
CUBN,0.019834765209226016,0.040316277839566594
TIMP3,0.10167773465402165,-0.04634894592408394
PIGF,0.04703841995862374,-0.06470988533228406
CRH,,-0.036201718355841954
BDNF,0.11521090053846063,-0.104497239356102
CCL5,0.05045490699450559,0.035001828799794465
GAD1,-0.03909065769813644,0.023373120742009226
COL14A1,0.07172266550732016,0.009008335184078665
HLA-A,0.07968243277953263,0.013116137811789956
FGF18,,-0.022691708929008767
ADM,0.12042019163783196,-0.12288295787176827
CCL15,-0.0006142368829046704,
GNAI2,0.07007484610706666,-0.03219709842897997
HDC,,-0.016529266217931923
COL11A1,0.0344485133538579,-0.06298745979241069
NUCB2,0.026866398513010536,-0.035847811795787415
FGF16,,-0.016287443066593993
CXCL1,-0.024314648141787413,-0.05229506404298881
VCAN,-0.07742356575855766,-0.08491317050279375
MMP7,-0.003905363123046057,-0.09190490541834194
PTPN6,-0.006779003148940043,0.07616542130588666
PTGS2,-0.05397862675221225,-0.08992738976547335
XCL1,,0.06295628348755287
CD58,0.05835474568464938,-0.09969906795937042
TNFSF14,-0.033068286466719714,0.021147563850696362
CNTN4,0.03364822711292081,0.06316964586231169
MFNG,0.014354666308033967,-0.03247570214604638
ICAM1,0.03049512456713582,-0.040340051670487695
PROS1,0.0385008176696931,-0.0998547535658527
CLCF1,-0.02286893647299955,-0.038033246490405
PSAP,0.027684197612832338,-0.0006506545318200915
EFEMP1,0.04817501115357028,-0.1012843965272804
C1QTNF1,-0.021192234898635916,-0.11638813526415195
ALB,0.006426694529717913,-0.023402473544884107
EFNA3,-0.051661147299768916,-0.018679005102238744
DRAXIN,-0.025896538115547058,-0.011708683895248572
NPTX2,0.023470389696654086,0.013585013757390924
FGF11,-0.07112833342993104,-0.04430775486165891
CD59,0.06597445869303795,0.029546061087922192
COL9A2,-0.08398753143979605,-0.05632160457317903
DLL3,-0.024268851706060968,-0.048522167342479876
FGF5,,0.009441531183981592
LIN7C,0.03197199857394239,-0.0529774139690644
GDF7,,-0.0252671868936386
PSPN,0.021000868085770067,-0.022583074081357596
ANGPT1,-0.003313641559368619,0.04168095791196729
PNOC,,-0.027505586757507756
L1CAM,0.0044662071163500934,0.09875095676681377
APOA1,-0.013815266387786011,-0.019196199886372996
PSEN1,-0.018512462338203764,-0.08903837908991549
CALM2,-0.04702170239315084,0.06415092515939594
CLEC2B,0.09580724141568775,-0.03574386648232212
NTNG1,0.07722961889335123,-0.04700364723481596
LRIG1,-0.0019351275011770302,0.009659073002025011
CPAMD8,0.1075028202996842,-0.017916329274100213
GHRL,-0.016241009615171942,-0.015793430675314492
NPY,-0.03274453491720124,-0.016982447049258612
MMP2,-0.023810455300352952,-0.02117568322776601
PPY,,-0.032072425366099104
ALKAL2,0.03950898513083407,0.016958376842912404
CSF1,-0.026503723989454282,-0.031816416149433
SEMA4C,0.0408510436698075,-0.041367566699774906
ICAM2,0.07684896458560396,0.03217499133574484
SYTL3,-0.007401747181147951,-0.00297807423757026
IL1A,-0.022065540810898777,-0.028389187937997266
PGF,0.07480135442654652,0.07403542757905973
LGALS8,0.12799880264173708,-0.02788360489596033
DKK3,0.024730877242752428,0.10986844759309014
COL16A1,0.013524664718193687,-0.053181771720613585
TPH1,,-0.03730209044547778
TNC,0.0641434099852488,-0.05335270617879268
TNFSF9,,-0.021245784130607768
CNTN2,0.012428057299353592,0.0969464430344618
F7,,0.11787127296009171
LUM,0.09673991003272814,-0.017144562616529184
BTC,,-0.04511783050615117
APOC1,0.019637342377745726,-0.020180426635204505
PKM,-0.015312860464850777,-0.060724031039859315
TNF,0.06432805831815835,-0.017235733305524636
GNAS,-0.011577647996271527,0.07736034538197253
BMP8B,-0.01971726528764074,-0.04127310501960613
LIPH,,-0.027483612143501982
CCL28,,-0.026076903989925827
PTPN11,-0.05847852414172423,-0.013131989355301656
ADAM12,0.010557736736549887,-0.007758853022246562
EDN3,,-0.008972839679002047
CCL2,0.0518921422852298,0.020479669865364637
DSCAM,0.02583882406678608,-0.03659967279148642
ANG,-0.08404883090000644,-0.06258643631543141
FBLN2,-0.004817837020511371,-0.0621151049668417
VTN,-0.03530572789602823,-0.027939419219638037
VEGFA,-0.018830762161448078,-0.12782891609984479
F10,0.09345532789328954,-0.022691717097174064
SERPINA1,0.06540833761190903,-0.08179686434046794
VWF,0.11211816311158428,0.07948186331870097
VASP,0.06513273039280675,-0.06725448750797458
ADAM15,0.015793338714092917,0.005421488231437274
WNT2,,-0.043386369422510104
CALCB,,-0.02655271699232577
OLFM2,0.0582890643351024,-0.006521446794944723
MFAP2,0.0952137754369899,-0.005548078753765288
HLA-C,0.010855097000269546,0.07054680018169251
THBS1,0.08609158785716918,-0.041136804276006404
HSPA4,0.05691284182287665,0.018191052403366884
LMAN1,-0.01740724315714129,-0.09060913677532197
LYPD3,0.14340690494430272,-0.025102596154036663
APOE,-0.020279151194466567,0.060306392791582564
SOSTDC1,,-0.03444042491203982
ANXA1,0.08751171228446848,-0.03321098931895122
WNT2B,0.05682318571874811,-0.005079592289653368
AMH,,-0.03220742460488503
GDF10,0.040601222877104985,-0.008465720047184369
EFNB3,0.11920796657789424,-0.0007789545758330293
LTB,0.07084813672231786,0.10391946721694706
ANGPT2,0.12164483769811657,0.011901267908845973
ADAM17,0.03518403977779587,-0.020447926400920545
LRPAP1,-0.03909471184284658,0.07039779951529646
NID1,0.10795191412178973,0.004021200032501935
MST1,0.021653092187394442,-0.009920651256013057
DCN,0.12616882483175354,0.01913885799444632
COL7A1,-0.002334351328363442,-0.033877155920822216
CALR,-0.025344013058102643,-0.0863583387111127
PIGA,0.01952297857156774,-0.04086484662763229
CD200,0.0658873292012281,0.08155689718561505
GRP,0.06696860685850996,-0.02575559863949435
CDH1,0.03363542099615189,-0.03730208397519814
LPL,-0.01630627726203574,-0.11286014325900048
SEMA5A,0.02819372541288,-0.04248288837333258
SEMA7A,0.10472275659284566,0.06822168825312823
SEMA4G,0.05270826121857602,-0.00819579515949413
SEMA3B,-0.009414371976795871,-0.023633805562787363
RPH3A,-0.04906411412117118,0.04391645034421888
JAG2,0.157440726690895,0.019847529351061856
CGN,-0.049592455403265255,-0.04294691207347138
GDF15,-0.07430385778917507,-0.07311589948214303
SEMA4F,0.00997198322522077,-0.04551567649429424
NXPH1,-0.06868396123613335,-0.0018745356916368386
ARF1,-0.041441378275119074,0.005492934021437594
EBI3,0.0529222122776157,-0.015152004797185625
TIMP1,-0.05275846196707407,-0.06995212372403205
SEMA3C,0.02883423023379939,0.013772969108451869
GAS6,0.0487504286354766,0.029392139964154858
MEPE,0.030047740480736385,0.10417578194998776
SERPINE1,0.0752984237810257,-0.14945662554117034
RSPO2,,0.1038495639556055
SHBG,-0.03887034516295202,-0.031114787999394523
LGALS3BP,0.0999106758931734,-0.06840884550884972
LAMB1,0.1021222907616567,0.004060165896453776
SPTBN2,0.060853157234504955,0.047007864100393926
COL1A2,0.15700026086878324,0.004090024789472616
DEFB1,,-0.02139825840190753
WNT11,,-0.01921070026808722
LGALS1,0.0032046377361349978,-0.05940140789911111
BCAN,-0.06658109132391817,-0.08408544135859876
ANOS1,0.054454824737358895,0.013567113814208451
EDA,-0.0539786468809798,0.03221868540523788
FGF22,,0.010422349713407194
SHANK1,,-0.028980024466097664
RAET1G,,-0.017692146286622988
TGFB1,-0.00013913481075199894,-0.03985411552701614
MSTN,0.040341932412162364,-0.023923447346497307
WNT4,-0.0462248505441268,-0.047124431603332614
TNFSF4,-0.03942491697090578,-0.0513576373223746
NTN1,0.022820080663770854,-0.02786729082307414
CXCL12,0.04648119361925561,0.02076665233569538
GNRH1,-0.04576227174536682,-0.024265367561379186
RIMS1,-0.037318379667385,0.058415792668235544
FGF14,-0.014308247631062074,-0.01771443560979583
IGF1,-0.016286414890924836,0.08025441976863144
TNFSF10,0.09412259987318837,0.06712386961598168
GDF5,,-0.029654423431476663
RGMA,-0.008637646720998069,-0.030546465263657275
