,MGH258,UKF243,UKF248,UKF255,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
VEGFD,,0.06339036075218861,0.015690323632958435,,0.05256996077482292,-0.03335987234265514,-0.022726240314418156,-0.009230191893193178,-0.022142143537383703,-0.022525461272424847,0.07686608758174121,,,0.0705199230234501,,,
TNFSF13,,,-0.01488272184950288,,,,,,,,,,0.05568431702305303,0.0564135637086004,0.07363680290011168,-0.020129038293900607,0.02066853178218952
WNT5A,-0.05273950261616662,0.013479496625940793,0.046310549598398136,0.07308503254612428,-0.015387784848376832,0.046333698245548824,-0.07324986271550486,-0.012207722143081254,0.0509388271770316,0.04774291741880345,0.06541765479959848,0.05469813741893997,0.014386810317848699,0.01598970086867542,-0.005799429813573732,0.005936138924483717,0.03507884461942385
CXCL8,,-0.07457325435144846,-0.001873794858302464,-0.07258659503238973,0.02742199553999918,0.030517247076023313,0.12634488507166605,0.022433809236770227,-0.0024958084061742943,0.02809898027118136,-0.04978188559074269,-0.010773229965699892,-0.03091100063429352,-0.16286586719889398,-0.027339363569716117,-0.03597121678488647,-0.015382456412016512
GRN,-0.03266325398601388,-0.07909067386107839,-0.017658575806316183,0.08912576656716892,-0.04507011961564332,0.031820373695427534,-0.006004030246503145,-0.02281543369665309,-0.03599137741939347,-0.0658929769033274,-0.024331817357049854,0.05333492229439629,-0.016125968814468622,0.003173430923302659,-0.022805575604083344,-0.028597604920140882,0.05457411490170869
MIA,0.035059128722588886,-0.04290417949777792,0.03654748135952323,0.07887586995823531,0.04683229096359517,0.05112743185349389,-0.013903254861790788,0.018646999692221528,,-0.01927914723463448,-0.11358459130639172,0.013190879420537935,0.1770578038829492,0.17252887999634506,-0.058726818387118226,0.03236194009606896,0.017968104231887765
COL4A4,-0.030240239979620748,-0.04087545131102294,0.007445649759833378,-0.03395933166255617,-0.005666570771813798,-0.019622933923532693,-0.022270090697440462,-0.029140795521111925,,0.03918173329088954,0.03270821748029923,0.14973551316214986,0.1258084188305061,0.04807917327932007,0.060612317211149014,0.011908769322860202,0.03195913000295064
TAC1,-0.02611143511720978,0.11200797782982075,0.0687671825767814,0.10565754433912082,-0.07785852945011565,-0.07587608375880667,-0.08020477150634696,0.011355731820068765,0.14365163186793872,-0.05303390586285794,,,,,-0.025580214067182718,-0.016239965105190036,0.021042967203885533
RARRES2,0.04438130531726244,0.03636474502380984,0.0005273388122540216,0.0008061604461657972,0.11065540556644995,0.1163542817914265,-0.06239698396986077,0.0623042616924434,-0.018212682223435882,0.06837615164025511,0.060756900393518665,0.041893852047897154,-0.013461492840466,-0.09701060969374531,0.010986948472863666,0.013883237433033864,-0.11980895886200316
FGF7,-0.033456674743098685,0.014159321791398958,,0.10582678860386653,-0.020584796041155422,0.010398539038265901,-0.017179380308886008,-0.016434556916492475,-0.011127935137305374,0.050738082062613,0.015125190297767446,0.04251638253403045,0.045460300676190814,0.08805947060075621,0.006836460943199132,0.0006754994164165503,-0.04449702808140222
EFNA2,,,,,,,,,,,,,,-0.012436573348469175,,,
HBEGF,-0.024485450822515926,-0.02367524709865402,0.040149635124000854,0.02758886092755008,0.03077971839659207,0.061519420672506014,0.07635009739402382,0.054267796361598494,-0.11121158552353537,0.001134873624442166,-0.03195195414879268,0.06319014400417466,0.01719825178519997,0.01873737550498958,0.02601523223665342,-0.010010547351765356,0.038466733843499246
CSF3,,-0.040875418949806036,,-0.02377024128240031,-0.014581833319026957,-0.00215700727856955,,,,,,,-0.0673893253919957,-0.04526523428909241,-0.02125604383401487,-0.013006356335846897,0.12215813460200006
PI3,,-0.03625565711670622,-0.020748184587981264,-0.05631502605600859,0.0301299098502744,0.009491921287999196,,,,,,,-0.07828223393736986,-0.16363401949395087,-0.054949593199902697,-0.028258491379502284,-0.035870257578845655
PCSK1N,-0.018623778539052418,0.0861074599514223,-0.0009464699508517382,0.05715119936496765,0.000532201665001221,-0.04017488026833463,0.051436548023023956,0.0007491540412141843,0.13417702326003098,-0.05615081953774941,0.014218908621216482,0.02937571283996089,0.005960152770379851,0.03272434413982422,0.0299569226216511,0.04128119622515137,0.0831902769853226
NTS,,,,,0.10111669326014584,-0.02551738091262458,-0.02544098988962597,-0.01894089131034946,-0.0199350418401363,,,,0.04231819864015207,-0.03372987302212556,0.06729421740970067,0.0244100837823635,
SFRP1,-0.01221736608367707,0.07366835450108224,-0.019864673632944783,,-0.027005631442151144,-0.021329138448573568,0.012143429670911561,0.030915924435811728,0.03565319691409663,0.0006548098181943754,-0.05464199328781711,0.03757860423033222,0.006075645550363143,0.03502178980868857,-0.016992064495011706,-0.018813071688947157,-0.013336309475687112
CXCL13,,,,0.10036785884807548,-0.026762925636839543,,,,,,,,-0.047948053150563844,-0.029433494316671395,0.01039969401430705,,-0.035703499254931485
MICA,-0.023195635851851634,-0.05538913463531435,0.004677807289610761,0.08371042920080446,0.06766767258520485,0.055445200426125746,0.019549224305200424,0.06144104447979482,-0.03662604499035357,0.014926814526783242,-0.08206722856406065,0.07041424478550624,-0.008324017070705781,0.09975610387197233,0.00938974393671292,0.005253321591571476,3.933650709920861e-05
TG,-0.03024023316486624,-0.015203082106702553,0.10417923949835871,,-0.035988396568431925,0.005471142231550521,0.004417544488312448,-0.0293217306564204,,-0.009454409586965152,0.10127258122413697,0.014419861249750308,0.03243044519535629,0.06835097669926538,-0.0174940507081097,0.007780535396477218,0.00046792581668254565
ADA,-0.007938321384259135,0.024639601254071188,-0.013785037382187122,0.02162936149734536,0.01090544827914916,0.032537947438781814,0.014082921440614335,-0.021757528786739623,-0.0532891836143392,-0.010481767537413736,-0.03702346510903493,0.019398716230352518,0.030911394586937483,0.007771857820404284,-0.034086260941619366,0.02537001052372574,0.014057474722215815
LAMC3,0.011902284206275149,-0.07145852733127518,0.07403538600701313,0.057238833124035514,-0.040614502087011686,0.06118040304787486,-0.020833181560438077,0.03153045567385742,-0.008529020788448572,-0.03075042561420979,0.0427529179117804,0.045422372919592856,0.0255961891725211,0.030058893048433455,0.012000133635087971,0.04738979324547388,0.15244829262989076
CCL7,,,-0.012544742632953531,,0.016988142036401966,,,,,,,,-0.03199310779628559,,,-0.013629400672844589,-0.0187185128484457
NGF,,-0.02354949080201755,0.0450628908352169,,-0.037874087277329056,,,,-0.019935054966038684,,0.10063917738615633,0.046682695776550355,0.03226490822619149,0.04932040182165484,-0.03649198220382081,0.0023936561491335532,-0.02761900038597225
TNFSF15,,0.010393586717152235,,,-0.026271269363857208,,,,,,0.05493839691829596,0.021492517727044757,-0.03118968758521734,,-0.013199638299676601,0.01402104977421889,0.0722213237376555
HMGB1,-0.0041159712189753886,0.006743913163741627,-0.013403924133523766,0.0616148041478224,-0.011939207946319367,0.020303604851026943,-0.010066571575770773,-0.002205547584297392,-0.029834914322761003,-0.023614124824589522,-0.13372965437949497,-0.07731853405710294,-0.050999683269564396,-0.06432804858018909,0.0209841019278841,0.03796158967294355,-0.021002547253262362
ITGB3BP,-0.002867146179734049,-0.03954136889517966,0.06202529223176912,-0.03796744149124825,0.035907363505238564,0.0035400579259133712,-0.0006432292782668661,-0.002362681222306767,0.021305109454158838,0.052431669905839765,-0.05163373237072526,0.013709195369630377,-0.018966781913936286,-0.039247993698293765,-0.008420162109145094,0.033607050123650443,-0.0552283025345787
AANAT,,0.029100607708784476,-0.01820051301107473,,0.038023280981442364,-0.018726700953707737,-0.01932612456085273,-0.03379962860502483,0.09739374639041509,-0.028193410907254437,,-0.04328807637481661,0.03263577758692274,-0.015330961583344979,,-0.014420474287565144,-0.02687652502181254
RELN,-0.02506995502734194,-0.012030680156235513,-0.03929266879068625,-0.02676892360043162,-0.01010717125275553,-0.039887966291146014,0.010768297785675085,0.06963199417048914,0.005834009973591302,-0.03121253934742983,0.053086772261653696,,,,-0.015943732590478505,,-0.03405298713613979
IL15,-0.024243995483796386,-0.04141299363445177,-0.03966612406370293,,-0.014049394206008892,0.027628357185462013,-0.01617253274826859,-0.023788478412244678,-0.038406305464651645,-0.0008749820065736692,-0.0441142536408081,0.04826172239804924,-0.034324180628691456,0.021129583369652403,-0.020655432531597392,0.05180868468766342,0.02503978374188131
UTS2,,,,,,0.006136533406710553,,,,,,,0.04834093843442968,,,,
BSG,0.07007305346896663,0.01820986128751635,-0.01123919263860442,-0.035874811906390726,-0.026447049517121495,0.04750813084005985,0.04091386787160456,-0.028565542308458987,0.16677482035514574,0.06788612629266702,0.0017885881091944447,0.08258283541392725,0.06587338264399932,-0.012928335182402923,-0.10004166461400206,0.02969547514300315,0.011759570338275795
ADAMTS3,0.01846874146529558,0.03409237632972797,0.01317804191069008,,0.061756611046882036,0.10238275195449072,0.018484446200671942,-0.006218719350871851,0.06118175897983338,-0.0027277383261531656,,-0.02290314613679866,-0.015432011289753694,0.11181051443204687,0.023259250312319475,0.09716185484413513,0.05341493413649518
CD34,0.0616925556803442,0.10037095814521176,0.0242890968951498,0.04405059447924615,0.004087188535843907,0.11181798758079585,0.02181906542217612,0.011487118349331195,0.06180847792333334,-0.03519662726775072,-0.0017654819828710052,0.07152216969808023,0.05284254092477971,-0.009203121798205094,0.03907468517169538,0.03083180258163879,0.02384804527848527
CCL23,,,,,,-0.021308013017201477,,,,,,,,,,,
PLAT,0.04857300714419215,0.02477500959067881,0.09178248471536275,0.023045440248037334,-0.003382003370982293,0.04666616589176566,0.06944898164946195,0.020190562604983534,-0.012622940204754787,-0.0237705037961826,-0.15941458833445327,0.08390593072973242,0.13454973705054724,0.11116046844452585,0.10733329710036528,0.03134998240963996,0.009520840707613719
NTF3,,,,,,,,0.045843412841613924,,,,,0.052167425982602544,0.12878395154203612,-0.005879410332636298,,
LTA,,,,,,,-0.018613072049269194,,,0.02556232312575617,,,,,,-0.019407785173430146,
CKLF,-0.02696535066044984,0.009578099704204576,0.02233959671305818,0.008442127115685346,-0.025870909394601956,0.04217406012156612,-0.05644255191171352,0.027874843359141276,-0.04018913398191752,0.0064822864915680374,-0.018907037817961894,0.14414376246460497,0.0849207607534127,0.0680107825183542,0.03713142425291939,0.05341727711090621,-0.011928583794718657
CD24,0.015021362826540582,0.0682922255671463,0.04433896594966659,0.006557657953184753,-0.05517122356614765,-0.03810574253509075,-0.09144615909505033,-0.0182326758533912,0.035619197912180406,0.05745828934538951,-0.005463842478145277,0.0868907752446404,0.02573134615876188,0.07183248817297366,0.04798527211105197,-0.005569928115523579,-0.028898381053736318
HSP90AA1,-0.014143504554542127,-0.02432025404039623,0.007802702273996186,-0.09969009748502547,-0.06354058984505209,-0.08106709715612538,-0.05399148429946973,-0.066469697882042,0.12614366747662248,-0.12250299013171663,0.03811330522078823,-0.1451712711712771,-0.07536845060448283,-0.1491199081998275,0.009753623449408584,-0.022392444936916667,0.008631558904399345
BMP4,0.08058983696881729,-0.0053368852219405905,0.02232198945355196,-0.01244344185260822,0.012992949251412774,-0.006995927889485077,-0.0020425165647043842,0.022072358447344936,0.1515666903400156,-0.022280872318919478,-0.03907890684991696,-0.032893625077661755,0.057823786106912994,0.012615473791028948,-0.02743178773953751,-0.0056927374468057615,-0.03006033389768207
SCGB3A1,,,-0.012544741378496026,-0.0047354073676435975,-0.028190411682985698,,,-0.02851031731200989,0.000680776167954053,-0.0182457905468719,0.016907520157858656,,0.02294723282132178,0.01690588156397017,0.054221165711218586,-0.028577209287763642,-0.014180025836833062
IGFBP4,0.0798540201880006,-0.006139936271978731,0.02536170588592819,0.06668539708601745,0.012444830652571421,0.08510782190224937,0.0033218778974252136,0.04129255964637139,-0.023741395672196634,0.004963847626655238,0.013450630684271924,0.09362415747507762,-0.016908857970456583,-0.07983053342431713,0.013386920834133067,0.02793926404442807,0.04859749064205667
RSPO4,,-0.028768117397360578,,,0.04594038013939638,,0.055737204431269775,0.022823091059740605,,-0.027166209273714492,-0.03613164779157775,,,,-0.018460467690813387,-0.025596837096195233,0.024565596505414376
LEFTY2,-0.029941239561948725,0.013332219781735646,0.056985208455296484,0.05998085851599169,0.03891197664535647,0.05839144812093758,-0.02996855303423602,-0.031261907048699085,-0.019935054966038684,-0.0322795235692782,,0.04093342246280928,0.03585928754384521,0.019502489396950887,-0.02510501645304191,0.0005246610929357733,0.05977876633037061
PF4,,,-0.013013155454645703,,,,,,,,,,,-0.009218596941170939,,0.17491170141074475,-0.00697345273165215
ANGPTL2,0.07094990391656196,-0.005944635448836402,0.024725497607961663,0.1010334562923295,0.07531824631648952,0.07154869806949675,-0.020314458601916982,-0.02974497738938783,-0.047626160676669534,0.0909778469282774,-0.03968177289529216,0.03560504722226905,0.024934657048746908,0.03340698076549328,0.07559885824309892,0.033348289070782654,-8.331993172390223e-05
LRIG2,0.023090471500467852,-0.017645710400259734,0.07477673019934897,0.02975358242610246,0.00025800813543301745,-0.01266547059361873,-0.014294581399145925,0.034441314739272644,0.008208413558451547,0.022923258494096026,-0.01735888550711974,0.03378064265718492,0.006345942118877394,0.022199347482556534,0.03716414546865131,-0.028728719818521247,0.03583825168525667
ICOSLG,0.0010703402343913034,-0.05717918343273014,0.044825680380959125,0.005315484810014494,0.009606384323630208,0.03125427356925243,-0.047211628968314476,0.021921786933096262,-0.04211858973393467,-0.001492330520084391,-0.009558014538330557,0.04609064123434213,0.003575697928017494,0.07873912657817521,-0.0030358069570239517,0.028965233805455664,-0.011451012712202934
WIF1,,0.06473586007245215,-0.02341506103228574,-0.02856726766555666,0.029685176415471973,-0.05983925048812376,-0.01670535374498102,-0.014427895584502335,0.08060223045062545,-0.041077267163187776,,,,,-0.01716079283469864,,-0.03734848845767046
NPPC,-0.03820265424514966,0.14315535980855498,0.01555504752679413,-0.01510481014235644,0.03472486504152893,-0.011305520068525135,-0.03258683725158045,-0.017609681610584463,0.035732814199726674,0.09708920506620333,0.01183917748505348,-0.009788525988885558,0.13910583448939315,0.06844602240480034,-0.04283946201915414,,0.02716214898937332
LYZ,-0.03876811848301018,-0.00537066083153297,0.03644317839397374,0.09419822730099935,0.019140353944499037,0.07202336492375168,0.009230049765205783,0.04754980760918372,-0.01881193735129108,-0.02107982587806332,-0.07561876595992469,0.07521473421248215,0.053965804685804926,0.045291105469958834,-0.0109062893011755,-0.029642383122991254,-0.040633886815543536
EREG,,,,-0.032040534782039415,0.01195784796880944,,,,0.1587395233531423,,,,-0.03143226451360741,-0.008839416830053968,-0.022992823753694432,-0.02931024437941782,-0.013128699500284873
SPTAN1,0.032501566776521176,0.10330668677973741,0.001960350530763446,0.0915916241719161,0.030858062049888394,-0.018550219625215258,-0.04631501238807962,-0.015719341414691824,0.0988170806810235,-0.06702459937658811,-0.0364991433205884,0.09750271152349473,0.009340194414344393,0.010627804100097366,0.006776666553755512,0.09351518734140306,0.014154361307467868
PTH2,,,,,,,,,,,,,,,-0.029358293584442377,,
LIPC,0.049741399777343084,0.040450959207006754,0.07178643151056258,,0.04341072604373288,0.002579340968264467,0.034321548905020496,,0.019814010809023203,0.041810020606987235,0.018860724392861,0.12569344830534543,,,,-0.024538780583257674,-0.041400231332400575
COL8A1,-0.03221543473285811,0.0033179171259384572,0.03475898839333672,0.004551620516129811,0.061738362775434194,0.04354693117521387,0.04063079239159089,-0.019768015377538792,0.014356862144630417,0.09542463047570753,-0.058238582859924976,0.07655181421104425,0.10400443087503557,0.06454941921669219,-0.05515872255670688,-0.079719431989782,-0.047594459620478195
GSTM2,0.0011244809294739086,-0.0005588095252218649,0.0067609834387302005,-0.00030490669481474325,0.005778632075477387,0.0325216667414589,-0.00832236431701567,0.01964329532195796,0.06671794060723363,0.1814877297179914,0.023493237757766208,0.06482648774443074,0.08853093195581614,0.01892977364577153,0.019399023519824386,0.05397952112167122,-0.019445505711106825
SPX,-0.03775087153096954,0.04260392623764131,0.017530356740964436,,-0.006054034320266057,-0.03587300900201743,-0.022621693980046858,-0.015677271217233914,0.05529850166254192,0.008239526776504776,,-0.025989173442796065,-0.004979002431383696,0.058864503237997606,-0.04543020570890702,0.05783859940369836,-0.01995936751651236
MFGE8,-0.055627321892995726,-0.07405212823336074,0.04560742600568653,0.042430636905996987,-0.013478227608429667,0.0700901178711628,0.0014245064977353862,-0.012980010692559657,-0.03199126693092193,-0.027494714485269547,0.021390626583828634,0.05520390607361122,0.041558005442856726,0.015498575219932207,-0.026380531865033932,0.03469162072413929,0.010469744937908679
TGFA,-0.03634865097556582,-0.09675925548145135,0.05214098801572398,0.06722617695843991,-0.02073455025308518,0.027914383363228636,0.05624572154568991,0.009833815119206718,-0.10113048613023715,0.03615667610160242,-0.0981397616141398,0.0207799618338241,0.004255499291181912,0.02124778179099937,0.028741448561602035,-0.014975832242617537,0.017685786829850444
SLIT2,-0.03112158508422471,0.06743280093725972,0.038398335034455895,0.03582086416407979,0.004680600324451389,-0.027182171772198522,-0.0014634742415928208,-0.01887810941929462,0.08961873789812684,-0.05881710024753638,0.020175210183138552,-0.0334130607766693,0.03357676139745584,0.0556286036447338,-0.03191350167887496,-0.004336919597235183,-0.0069463095354265186
PLTP,-0.09631358513998398,0.019305670143083698,0.030482867699265403,0.07333960800739457,0.07968431060378536,0.07245225141505109,-0.046874126981791775,-0.009268400893150308,-0.0690918171488756,0.059680362748673735,0.01257465609321154,0.04856041847935127,0.03077521985094821,-0.06115504821637143,-0.02955735059520903,0.08184562481496421,0.01674582920357586
APOD,-0.028654676621312252,0.016739288249240137,0.03278833071820414,0.1057244640758177,-0.08715427038377145,-0.04382699957164001,-0.014709640683100631,0.009861902558953506,-0.08768917083871869,-0.0540569876279918,-0.05034556324009442,-0.1321482950961532,0.09901153926334244,0.10057343269988595,0.08579250344748,0.013312595636702687,0.13485337011836412
B2M,0.010176548522303187,-0.01786789651617839,0.04541044119877587,0.09831135404150518,0.0461500219584155,0.12537202397669314,0.02228715857958235,-0.003875179645079304,-0.0860924369308221,0.03803614530547918,0.022975157677575332,0.08208205837866388,0.043965706112745244,-0.008065372880539753,-0.013907727668944466,-0.00875898027080222,0.09404783579972341
OMG,-0.056322814955704785,0.09088405939023281,0.08299632724059669,0.1408300367893559,-0.021187733968233435,-0.003730585563868401,-0.03370491856756737,-0.0578146694607757,0.010206296186333825,-0.06140198728406712,-0.00523047758014631,-0.05989321534301901,0.04892341351765387,0.12283054420481697,0.006781095448528846,0.06101703620857304,0.025338381913731518
CXCL3,-0.02435255567879404,-0.02267837225303586,-0.03213559561157606,-0.044756091769730964,-0.07530115964896014,0.006853121051218664,0.04906991209432206,5.6003271777157486e-05,0.08463719599788591,-0.0188313589744684,,,-0.07557150009682437,-0.08350681056910629,-0.019295078027899218,0.0774128506170572,-0.04132845255172431
CXCL10,-0.034852509024636075,-0.0799228774969247,-0.04265264616125286,,0.05900982754368233,0.053945655765114106,-0.001161018170781609,0.027432960558873686,0.010791043468417558,-0.029925308339333215,-0.016298229722699547,0.05821255885146705,-0.01980100025821671,-0.022030775759416123,0.12604630429682429,0.0757258856756625,-0.005941268720254452
RSPO3,,,-0.017040437227167086,0.23930407817965205,0.014729399191939274,-0.030750235937620128,-0.032696236901522645,0.02389053790417914,0.006020312440217628,-0.01967840718942757,,,0.04660033647064933,0.06958688763364843,-0.012263357850002609,-0.013831176583678485,0.026418204839279057
CORT,-0.030240239492852417,0.004571638126236887,0.02338610630388881,0.14984452871941698,-0.01821280417407204,-0.02971881477076663,-0.04028188711631722,-0.019203247338263695,0.05326096559836066,0.004585199566021313,,,-0.01308167614378037,0.03648076900035822,-0.03070223362797584,,
NCAN,0.026718981147893554,0.05051265092961626,0.12666688529811274,0.057647849800266965,0.010293768324744271,0.008559032437524598,0.021762608002906744,0.05484601507027531,0.02647991363576997,0.04782877227313255,-0.04352447239514629,0.05349543711213738,0.12513509103082324,0.13334809486600077,-0.012990655075567074,0.12822169003229275,0.05165910241367693
PRG4,,-0.044019312055763406,-0.018865794757603443,0.10761436808997284,-0.022554238582641415,0.059937305243178224,0.034099477394089264,,,-0.02300731096514796,,,0.013280080714116514,-0.03918297911158952,0.08159172972100773,-0.017237743699555358,0.14151003952676597
ZG16B,,,-0.01739577004732238,,,-0.028760065144890348,-0.014789775409572676,,,,,-0.033411017749337975,,,,0.07852514366094243,-0.02264828408421046
TGM2,-0.08025389203626301,0.04136924542905711,-0.016158297001463776,-0.04575193078394753,-0.0005237660757335761,0.04277377849679184,0.0070552556045016205,-0.04320635748450227,0.045168652511194445,-0.07422142313136873,0.02101090365649388,0.04563122893946823,-0.007514134264091072,-0.03199541537995991,0.019637670486366932,0.04720531248299596,0.010679999554121031
VEGFC,-0.03024024143992589,0.02377503998280887,-0.023953879651811553,0.025368843148892223,-0.013397259785196734,-0.01298105140807151,-0.025810620000119834,-0.005430886883889605,-0.02317321143094997,-0.02347987790820411,-0.025997877431427424,0.07244348498758693,-0.007266255240863455,-0.022580196206678595,0.006191411109153977,0.0987080198833859,-0.02485463281359874
WNT6,,0.03346979577429482,0.04862483038923293,0.10528075255810622,-0.031077569367773467,-0.02619504268534862,0.02175249557192399,,,-0.020492051776613993,,-0.04576388353111287,0.09249628010562433,0.055209810482316324,0.0383221271025869,-0.020828075795599914,0.02088146835831398
NRG4,,-0.0298525373552766,0.10468604986080489,0.09584363496003413,0.06330682018240917,0.0023598255325054445,-0.0284135532396475,0.0428506229498616,0.05867816823878856,-0.027392016254216785,0.05020507199432947,,,,-0.02437752655526736,-0.013831178133823391,-0.03519372909537919
PMCH,,,0.08983791436010137,,,,0.028548198434412482,,,,,,0.023398080485069455,-0.015817156112032604,-0.014035573300032798,0.02979337624658605,-0.0324996353259119
COL9A1,-0.0294138533193788,-0.006186796333212879,0.058978647889243105,0.024928145741058786,-0.041409527895961876,-0.0032948325604933906,0.018537685431397985,0.005703013018130948,-0.020223057109111226,-0.01013830401193813,0.07072159165032968,0.05313747112898923,0.08042560215304434,0.10164297866119675,-0.005408950799464198,-0.01117458630928323,-0.003193535314720086
GDF11,-0.010121084567739426,0.04403067549837337,-0.007662093670727612,-0.021227188916499093,-0.04148230535341115,0.044466210360830226,-0.06542123833462227,0.012395087583130134,0.008235221083785113,0.09243130831289766,-0.1010156541317984,0.008948487076179502,0.037297417269487425,0.024645132132693034,-0.04163549823143655,0.002339920255468434,0.015495611871044927
RAET1E,,,,,,,,,,,,,,,,0.09331563344828288,
IL24,,,,,,,,,,,,,-0.02424522757298423,-0.024971330620757164,,,0.01229841865796756
SORBS1,0.0006778394325636657,0.048667016501340504,0.07115865759076301,0.08155438946231891,0.055160694073854454,-0.004665414677966941,-0.034855893412663014,0.03475124807966058,0.04575986001537224,0.015087945910257259,-0.03661684608322752,-0.03966586601661041,0.07392264975709316,0.013971467898167118,0.007880127124117599,0.018138847980734753,0.004839519568148539
DLL1,0.02863726731838598,0.12630072790669983,0.06305781790260231,0.043684472700131725,0.052278564411969104,0.012475173454650577,-0.07388478340629069,0.01737009526989542,-0.0737630684574464,0.06186824811805651,0.01787933108815377,-0.04461853222223199,0.124609399873025,0.10652230714137297,-0.0065791553552354,0.0738391027426264,-0.0517548658203413
TLN1,0.026049015221018323,-0.06849043999924033,0.05527966778773442,-0.015342192732345796,0.06908827002332744,0.05821727920673828,0.0018122352891769497,-0.07068560062467666,-0.04754933206646958,0.08907319565252929,-0.025407443192144444,-0.04835257791254993,-0.03941611551109487,0.0055438404884144005,0.015355239927607227,-0.024883390030706092,-0.01144765999117002
COL2A1,-0.02840331855096599,0.007120464314380062,-0.013062450074214645,,-0.020144356572760612,0.008045274675326,,,,-0.01911769549388496,,,-0.03700415691345529,-0.06508292651479039,0.02417040300456887,0.0659081573034098,0.031374962299298245
