,UKF251,UKF260,UKF275,ZH916T1,ZH916bulk
IGFL3,,,,-0.03467267974014483,
BMP1,-0.03458545817771996,-0.017261082266264275,0.008269593064661717,0.004944328150928441,0.07198205677515421
NDP,-0.05316973590262901,0.008395721620409415,0.03951043280463022,-0.03310470503329761,-0.022751452704824357
TNFSF18,0.0028308071117473356,,-0.011245538334954812,0.0716407028868127,0.08419269153420698
RTN4,-0.0028868456617649856,0.03157454356988256,-0.00860767823309927,-0.007627985513745619,-0.09737730389334955
HEBP1,0.010618089768521586,-0.0003771072556448485,0.03853101999316729,0.006168049598421104,0.11046276995753808
WNT7B,0.06939930684226797,-0.004209895028583884,-0.03223428881625524,-0.054515126372703365,-0.0016562761080060695
PTMA,-0.04588009671350529,0.06429861468961674,-0.006452162241390503,-0.017337482689784134,0.022043175517262162
FASLG,,,,0.10125678141437532,
CEACAM1,-0.011702677517813146,-0.016207974107219532,-0.01768655273088342,-0.022263492059488906,
PDAP1,0.019373111932639304,-0.005360406721674076,0.01674133456509974,-0.07176319254565432,-0.11960983630609358
QDPR,0.052231680792254424,-0.08082542766200498,0.08354163489275421,-0.03340043589404057,-0.10537133385645858
POMC,-0.02079379087358419,0.017606653046208776,-0.013048433407657545,0.0666869044261833,0.12787134159273789
CCL17,,,-0.01402537574275157,-0.02725653076937483,
VEGFD,-0.016761737643495072,0.031141945412991052,-0.01494285157130021,,
TNFSF13,,,,-0.04441224187851124,0.08722200027401396
WNT5A,-0.082471357243533,-0.021220809480481037,0.0215148299704091,0.13495508745582216,0.17917599598793427
CXCL8,-0.01569469762949414,0.06491294758686672,-0.035089461814082866,0.039294269077554976,0.12849540910419252
GRN,0.05819365687134379,0.02779892230555182,0.011532851711580217,0.12572488266437118,0.09875261278972625
MIA,-0.014906717264484715,0.11760594644079335,-0.006813001107216021,-0.10486822506511352,0.06411415123672873
COL4A4,0.07246226257774328,-0.027127191163594064,-0.014642926201925375,0.09610219252932356,0.1682814350599008
TAC1,-0.02228921628539458,-0.06962452283918584,0.04888027212360124,0.16070469203355597,0.014158023812684946
RARRES2,-0.044116979821094214,0.11458946972365583,0.016882565626890188,0.05754901076701624,-0.006352930262413324
FGF7,0.05263536293428795,-0.029691149971526692,-0.0333804224403521,-0.013621800668403421,0.018877243991119685
HBEGF,-0.002811339048507211,-0.009702609788596352,0.010587405705236336,0.02722920249951993,0.18340603486556847
CSF3,,0.020003892241345148,,0.02971387548878445,0.04784307227739905
PI3,,0.09416523873098229,,-0.0014267162132330766,-0.06377171478352764
PCSK1N,-0.006751411701322469,-0.054400336090498436,0.01606414841751415,-0.03912267874263526,-0.09505768783037284
NTS,,0.12344282405742361,-0.01672784105457362,0.018728138293301992,
SFRP1,0.0034712498998965688,-0.017690655475622676,-0.031060091454589357,-0.041508723771491424,-0.004191128398034442
CXCL13,-0.0034448930163349855,-0.017531665496332675,,,0.1409763148680352
MICA,-0.023362535919487424,-0.01203215326708249,0.03118894156643002,0.05016127003244397,-0.012603937731569224
TG,-0.01591328351837735,0.007300115801100108,-0.014130035291608707,-0.018279292310560778,0.02226049740694379
ADA,0.0130686548860808,-0.028796260087755498,-0.04575422156436364,0.051406806692121255,0.09269146621662569
LAMC3,-0.028298078354845036,0.02992002421970255,-0.02621031009769495,0.11344524021198979,0.16089245077120978
CCL7,,0.041902215492858934,,-0.030071592616768797,-0.03134884993135891
NGF,,0.005962915870304199,,0.171427746771788,0.02159029527532622
TNFSF15,,-0.017209594829094597,,0.0983373135682576,-0.04454322340639007
HMGB1,0.0198718824810688,0.019257827883379958,-0.008455193932934346,-0.12325239163805536,-0.11761608107253439
ITGB3BP,-0.004341717297602215,0.015166648966660526,0.007527582774708713,0.005831976545560685,-0.027248591943237945
AANAT,,-0.015506874173833394,0.07211048864470798,-0.018830283203563742,-0.024574780750563022
RELN,0.011178348553597835,0.037238148490519464,0.015929892890124704,,-0.03875041613222933
IL15,-0.003483334164100762,0.03145405345021505,-0.0020859790816073207,0.08849663213315018,-0.02478494174291768
BSG,-0.019825347372581282,-0.012608352964534738,-0.03713653328357077,-0.05896143012933772,0.050111426022242306
ADAMTS3,-0.027960792880394134,0.001110440168154827,-0.015454451846137094,-0.008279030146200487,0.019664052513055207
CD34,0.06723822460326953,-0.02833345480415515,-0.018665110554081692,-0.003959058680946338,0.07401988349620177
PLAT,0.02932779184646315,0.06163651296812078,-0.0018134215477078892,-0.01903420189116281,0.036966424860167865
LTA,-0.011702678718717476,,-0.012238380351090953,0.059021979014697704,
CKLF,0.057466448704894604,-0.004017580817606242,0.02847152660006517,-0.01262297162522138,0.03499249280100546
CD24,-0.05871197188158633,-0.00898255940886031,-0.011057045895726226,0.04629533881724767,-0.09151098923548828
HSP90AA1,-0.026341590700439226,0.07083706711969533,0.03612139879179233,-0.02154894672615037,-0.13980647307340877
BMP4,-0.01240552545293364,-0.03009359429063873,0.012138954245228052,0.06315637356614029,0.0643100809355309
SCGB3A1,,0.001938413327955518,,-0.017104532861736018,-0.005108675613630191
IGFBP4,-0.0038076082976542486,0.013079692639519677,-0.012928505660969819,0.14577955659436098,0.15820072916771277
RSPO4,-0.01891871671721295,0.013155898452571858,0.0837245382521209,0.04510774174951909,-0.03098782509720723
LEFTY2,-0.011846405418697142,0.05734215632788175,0.04416813185362529,0.059086737642615725,-0.08953412583694896
PF4,-0.010645176855069176,,,-0.04282087586120217,0.0160634323227257
ANGPTL2,-0.03423105001615126,0.003282595272447853,-0.03853398313881976,-0.06532521192211026,0.007520084173989436
LRIG2,-0.04163033656910693,0.023549412878319766,0.03641352792439246,-0.044136635371847886,-0.0538692700700976
ICOSLG,-0.0299501595242633,0.0038283779482342043,0.004013678551250063,0.04195712482698132,-0.060288229835544
WIF1,,-0.026783505496130195,-0.010984026306319838,,-0.044543219750949575
NPPC,,0.004153621811500079,-0.008092190180701479,,-0.049088072849422494
LYZ,-0.023532332525026706,0.08749664792882582,-0.00010871004148007597,0.12853910892399315,0.09940868927599587
EREG,,0.08571598810935309,,-0.06466944142539703,0.17055709551175477
SPTAN1,-0.042145693746928496,-0.04947050897814095,-0.02436584390499548,-0.024580835269806867,0.047627990937247025
LIPC,-0.016021560093815203,-0.020635128688405866,-0.0038721222165910094,0.15319913957411826,-0.011515682901774762
COL8A1,0.004635801299862608,0.09470930953750425,0.02024153163309717,0.08108841595967546,-0.12084076608056707
GSTM2,-0.008586410044000854,-0.03178340866909579,0.044137086900458394,-0.03827354564486129,-0.006693110793516216
SPX,-0.02326839134618142,-0.0413856941750694,-0.013810089682212505,-0.05935219212876383,0.0894980415373006
MFGE8,-0.05475689634898596,-0.006461246174228409,0.01620051014257055,-0.03151829353506607,0.05215439959635275
TGFA,0.02333015043494228,0.0031856719414694984,-0.0230462410427969,0.020530498779467585,0.05701025857858881
SLIT2,0.03499109597598548,0.025098769099281923,0.002941968139554478,0.07430054425229796,-0.06946350965718658
PLTP,-0.012352929005222373,0.07027084978486015,0.017234550809797324,0.10408836879905017,0.19774991223577235
APOD,0.07824522061799878,-0.08557404113464856,-0.0015033303215849037,0.23582996521352678,0.21193112827482735
B2M,0.06484996287149267,0.1040088887730365,0.04953652546582587,0.17990554300536887,-0.005670608786087077
OMG,-0.014301236109341203,-0.08161643694447084,0.010979987507967954,-0.00572299863227851,-0.0534928032152459
CXCL3,0.00876540502152445,0.03240377974573802,-0.025999181315944326,0.15829051593486526,0.10991747452785228
CXCL10,-0.02521075948525522,0.08425822702227516,0.0058567443854544,-0.014301245333388305,0.037290504013600886
RSPO3,,0.01595312556448248,0.030257455661652822,0.06967645452818909,-0.0020578482501597863
CORT,-0.01901161176166482,-0.025043828821706256,-0.011558635347292139,,
NCAN,-0.05575675603673759,-0.0904682257321778,-0.03931063336930327,-0.1466934538954799,0.03567258800111343
PRG4,,-0.014774668947667574,-0.0024505353993900685,0.15579424144868506,0.09271800385010084
ZG16B,-0.012809740199070553,,-0.009724504170533691,-0.02618861248383403,0.10295028527966082
TGM2,0.020893434858912326,0.04632246499759277,-0.009451225859548388,0.1388028505637604,0.16426103493117816
VEGFC,-0.016448199712612768,0.04272302960400913,-0.026185690527099403,0.034998925534972324,0.023600410187515776
WNT6,-0.011846405729600168,0.015090468484191847,-0.02164153718150289,-0.008018729589989032,0.14360185465808187
NRG4,,-0.021044583795010795,-0.018682347049015575,-0.030516789713211194,-0.03217968750095979
PMCH,,,-0.014233980715006995,-0.017115980241053624,0.019234226513963754
COL9A1,0.01718770431505649,-0.03521625177946174,0.04177914311352219,0.05152827707107453,0.12089438092141161
GDF11,-0.050342238936117424,-0.036613139578197375,0.027652872740138466,0.060608331014174815,0.05035919703835391
RAET1E,,,,-0.03347670148775295,
IL24,,,,,-0.03597582011379734
SORBS1,0.02095588679522401,0.009521464250175866,0.027369104680455236,0.022315046453809648,-0.05037016439566906
DLL1,-0.06277995854108381,0.04124865731673105,0.03180682759491659,0.011381521686611183,0.07768989202359429
TLN1,-0.0035008868476395557,-0.03890222951795696,-0.01062632960707297,0.08692842336311947,0.12903477574776673
COL2A1,,-0.01319602071405654,,-0.01494275489340363,-0.028992171210237304
SHH,,0.013725763054616882,0.04263170590579242,-0.041166052171270104,0.010121462335018623
PON2,0.005653170621086417,-0.04043383446354111,-0.007126540284344617,0.02178229927604276,0.07149239192869548
ICAM5,0.02617182395198015,-0.03499577190362889,-0.03159750515721072,-0.021337654507491054,-0.0010368111006860876
HPX,,0.0048680515655624285,-0.01908373673061479,0.029832723315846174,0.04281538552022153
SFRP2,,,-0.015905046627472007,0.11298974935386834,-0.03177690114492926
CFC1,,,-0.012238381090719496,,-0.028473960204823495
CD70,,,-0.022828865785978505,0.11565022242965307,-0.011400531459324825
HP,,0.04907666452513717,-0.027790983653881576,0.049879324239833066,-0.08338283029996593
CXCL2,-0.030071350672245884,0.043818973169665765,0.0005206776805540802,0.10807927873118833,0.1060080253448846
NPPB,,,-0.01071642420193545,-0.0037330819908989645,
CCK,0.08419466262135475,-0.07242269794163785,-0.04668325695591893,0.05397504869689015,-0.07962561421302976
SEMA6A,-0.020614659296681714,-0.014932777372702898,-0.004141977232099036,-0.06106129080663441,-0.020111305018388818
IRAK4,-0.0039728346504403185,0.012637122228765061,0.0493538488187168,-0.02942094786489764,-0.07233677336279902
GSTP1,0.00662150808243913,0.07101730000049164,-0.03142772854648596,0.026567090526450496,0.046284794217241486
VCAM1,0.01081822535883147,0.07092627829822956,-0.016299660287260154,0.10436067100739864,0.038532032403141424
NXPH3,-0.007704837163588658,0.01644749399562332,0.003395581071494619,-0.016994378221166673,0.0036628452662498686
MTMR4,-0.036256607665860516,-0.010804468515580591,0.050023084120745964,-0.000784935563898978,-0.0605172870554259
LAMC2,,,-0.01349078250110202,0.1322375058521169,-0.030987842155921565
IL10,-0.016967863840257655,0.01467412449050221,0.010739943828066895,0.13093416410532113,0.20465589698304446
SEMA4D,-0.015667225349187686,-0.0042794962776564974,0.05603828831788111,0.06747253633471052,-0.00683512322094547
TRH,,-0.012985884857731052,-0.0014176883095901025,-0.034672666589996785,-0.07864060374041848
SEMA6D,-0.0005248468122989151,-0.009161683897378405,-0.018025755337447474,-0.050730193581970895,-0.024795998039945297
CEL,,0.03468578744761802,,0.016740150872849843,0.04442881641026527
PDCD1LG2,-0.030582560215729356,0.07923555912543648,0.036089371062744485,0.09265851329927706,0.029401104556019794
SPINT1,0.02354300655521814,0.01059542911783295,-0.02343728654880696,0.023798485986312953,0.05687869109660757
CTHRC1,-0.01777094543056308,-0.01954978473756265,0.016673030018591644,0.14599783305060318,0.18005195146301034
PODXL,0.06722646462883962,0.03594785818087225,-0.017580439874397225,-0.060983728855560526,0.04221732779423768
JAM3,0.009334405507896987,0.03839407405140702,0.02081475289164886,0.057682058290915696,0.06052912506899483
TGFB2,0.018170885977157075,0.05641819118648169,0.018357086232060907,0.015371805284148774,-0.03998747645962006
COL18A1,0.04730957147411718,-0.044243925390362,-0.008602471510733359,0.071538315703152,0.16263568935859865
NODAL,-0.011410074890172034,-0.03127643652241494,,-0.04745269734293745,0.030661145021465233
INHBB,0.03448127055185621,-0.004443346098772521,-0.014080053697619851,-0.05978557423624321,0.053750534253428156
LCN1,,,,-0.011403976681891331,-0.021735327452887903
ARF4,-0.03978613312894323,0.09739280031699529,-0.026263960063753155,0.012272193018113955,-0.03727518494924521
CXCL14,0.016613083771775474,-0.010243700756228965,-0.032293056820227144,-0.04723644947113464,-0.12580456892501993
LIF,-0.014438795234696487,0.021240785254681215,-0.028575838409143423,-0.04669361991985386,0.030991490526130046
IL17B,,,,-0.030199234545917795,-0.024574775815274574
MMP1,,-0.012985882024897727,,-0.036682100220434936,0.023225665210733368
MATN1,,,-0.010851014086606907,0.007023147323870121,-0.022395239969260967
ADAM28,0.005679812599035782,-0.02253887778744135,0.020613741917458562,0.06407602684863399,0.07342793377205621
TCN2,-0.013780172121257976,-0.013595100397597235,-0.011130974403360347,0.1672654563019759,0.1576515237404086
THPO,,,0.07718601477791832,-0.018669177913047393,-0.03356130327812864
CUBN,0.00958027870563663,-0.032614279681255604,-0.03994607288413373,-0.007752878363930044,-0.012204469024447998
TIMP3,0.02095683205818011,-0.052259517581160375,-0.006410806770484391,0.17148366684954916,0.13606155247874455
PIGF,0.0640878866600679,0.009588192219230704,0.046519489873237126,-0.014767123612334843,-0.05707778273254963
CRH,-0.014319613900677548,-0.013196023135314159,-0.0002155010703114647,0.012561005105402012,-0.037092934697497554
BDNF,-0.01280973775742464,-0.028769416642338157,-0.010140107129005272,0.08119268654015847,-0.04466796454737892
CCL5,0.10498161970513525,0.04877772988130871,-0.04422693517245459,0.17198517825214543,0.14404342269756099
GAD1,0.07375147345581198,-0.05122790333849586,0.0015358597022978463,-0.021460375456627295,-0.053846946498966236
COL14A1,-0.017869071124350534,0.05065778704550228,0.03664536087293386,0.13946048775692876,-0.040321773434288916
HLA-A,0.04233563898472897,0.05304928457633306,0.03980325377503717,0.04852001398135339,0.003829490156538519
CD5L,-0.014363148403804624,,,,
FGF18,,0.06487980847623417,0.12836332514012241,0.11753800272254074,0.08559877479323298
ADM,-0.015780445973168158,0.0552029555566592,-0.04220135897615379,-0.003982362144061025,-0.051234988042963996
CCL15,,,,0.031180821135488045,
GNAI2,-0.030686236580808986,0.027198568756962874,-0.007675284140614725,-0.028291656437913645,0.05689112273954094
HDC,,,,-0.04723627851799592,0.048444218450792186
COL11A1,-0.003579891927585855,0.004931655496373017,0.029957800477607127,0.05727979384950651,0.1360516122859803
NUCB2,-0.039535125687453286,-0.03281833349258854,0.01893817914844273,0.04554485688921141,-0.05729989070427961
FGF16,,,,,-0.02206758763250122
CXCL1,-0.015361521203514668,-0.013071941532077663,-0.02455299411854075,0.0491178243055203,0.23274625158174986
VCAN,-0.02664578419913242,-0.06853516194648758,0.05979315608754578,0.07888755299656933,0.004429481183213754
MMP7,,,-0.010716424143384902,-0.011855530248327821,-0.13613206389854493
PTPN6,0.012478297354182826,0.0068055327683128304,0.007573405431397418,0.06777166818311091,0.07686083906249157
PTGS2,-0.013709351867452955,0.04650125787059506,0.0009672907082157021,0.07686410381573612,0.05172199029064539
XCL1,,-0.013808119211305613,-0.017601325684716455,,0.001949137935228841
CD58,-0.0028076938881418396,0.05494811808798626,0.03631531137729661,0.004647782794163465,0.04867400852485858
TNFSF14,-0.016021560179227082,0.036942137498480965,-0.028382933656459573,0.024184356196123514,-0.032366055294934096
CNTN4,0.08819009694254343,-0.032520094076373594,-0.02968725467270945,-0.051168703363439115,0.011863034602666585
INSL3,,,-0.01235716414451606,0.033909756600267627,
BTLA,,-0.01439542394869787,,-0.01911353235830274,
MFNG,-0.06059842736157696,0.027602335211451078,0.0031536556509562095,0.02121282241181363,0.11010354690270922
ICAM1,-0.011303455577503589,0.05699638356365928,0.05707487853236653,0.02137733568972234,0.05098563461066399
PROS1,-0.007406157182438753,0.05500371127111092,0.02142664599890173,0.003262283585441553,-0.09009156595729018
CLCF1,-0.029479558201523478,0.047009657258001054,0.029384244579177262,0.00501241031131254,-0.04337228519538752
PSAP,-0.0028774765583065103,0.0023632428748773383,0.020606741177158595,0.16370252271378213,-0.07404137260320634
EFEMP1,0.021075135438406712,0.12626846505337438,0.06697452965311203,0.05321199876103489,-0.19622229703574062
C1QTNF1,-0.021140685685940783,0.058706525080901316,0.02411275014657063,-0.06844926193434582,-0.056496213225898456
ALB,-0.005186780907893559,0.008859444366219382,-0.013490782155773057,0.020010174272152997,-0.0317076249266066
EFNA3,0.016779785282330168,-0.041723737730433974,-0.007741900239563157,-0.04486252480463165,0.10466660036717489
DRAXIN,-0.02187140297150806,0.02929789444528992,-0.00022135520527579418,0.004475784738027071,-0.060465917289062865
NPTX2,-0.01583123168079559,-0.013514863818781527,-0.011755016648512544,0.022708554034555174,-0.12501584801432078
FGF11,-0.050405313960397345,0.019242307757350734,0.05379818703462481,-0.07406084039612387,-0.0662048328236083
CD59,0.0864403480194032,-0.0160334756696408,0.032667371922070136,0.11870943403401589,0.058421043663286314
COL9A2,-0.04555337478514993,-0.06777700502049949,0.04731624966357702,0.04367331998001949,0.0036015257600041017
DLL3,-0.06998220789732795,-0.049149996579298486,0.05035807412249116,-0.06888636215916596,-0.03320200137600894
FGF5,,,,0.12273147746496368,0.10816556291946255
LIN7C,-0.01343028279159737,0.01253153931194289,-0.0018940276873081583,-0.08496924906839745,-0.007783846040562947
GDF7,-0.013458057359142479,,0.05942413471030055,0.05898321324089243,-0.03423409424808862
PSPN,0.02901746785262575,-0.008288428765969585,0.0504575851078056,-0.0016120638811887888,0.04736179383351299
ANGPT1,0.07858063323615998,0.002106183949197071,0.022035178919799267,0.03563757813913655,-0.017571857704699597
PNOC,0.017909816606295356,-0.0170740791190958,0.041232276713728575,0.06988079385367327,-0.06621986111925214
L1CAM,-0.044659933873808275,0.030381148335531682,-0.007668202385449212,-0.051719981896473206,-0.09699156222178316
APOA1,-0.01863760273358399,-0.0007326261556459388,-0.01609117734198119,-0.005092011544803873,0.04255789115023771
PSEN1,-0.034047154405591376,-0.02893200326243686,-0.008794690281390707,0.0723740239579738,0.0009572507949138374
CALM2,0.05436358860708203,-0.016730884900348943,0.010616632648688952,-0.07185128213046232,-0.06780544398366088
CLEC2B,0.0023193860574697,0.08982754739725632,-0.012320888858483927,0.06910740254820931,0.04649930717979553
NTNG1,0.030252938538680066,0.05382998037922567,0.03435962462909327,-0.0368584795130748,-0.12197068145118747
LRIG1,0.0290737384346281,-0.06025396043487768,-0.03236910695675375,-0.054247255945034295,-0.15521047780740813
CPAMD8,,-0.01753165860436285,-0.013706948130450428,0.0528133824508815,0.18709895682368322
GHRL,-0.01707009233322266,-0.029691153728076198,0.03690223302895161,0.04023979093929764,-0.02139825840190753
NPY,0.0013380749773286016,-0.008933091118368227,0.034039920041399614,-0.051993760244044895,-0.03503726809339308
MMP2,-0.040382175675289844,-0.035264384390789195,-0.003204501984871044,0.08029660811546759,0.11742717797253258
PPY,,,-0.010017549117761829,-0.05889558483943764,0.04987637636753847
ALKAL2,-0.010802296002210051,,-0.024163943392408387,-0.012875179599196507,-0.04357135555545982
CSF1,0.03508694882077453,0.06146530548970312,0.024868409734085557,0.05635330351350164,0.11416068678800687
SEMA4C,0.002199963507079495,-0.011208040531484111,0.019539433117532843,-0.014681898998813876,0.0018692884528789355
BMP8A,,,,-0.03695664082150797,
ICAM2,-0.0019187115575227938,-0.0407146126638915,0.032109381688292846,0.07192138606126706,0.1097682767994295
SYTL3,-0.04833619748872368,0.009841484599391962,-0.019808981217961708,0.15381209969505483,0.04070716905350876
IL1A,-0.021554515829591767,0.04126723687983777,0.0479739666683452,0.044946608227623704,0.054082030280241424
PGF,0.01992686805584012,-0.058143728080309764,-0.03426379523975816,-0.02925496420705649,0.08285485203111488
LGALS8,0.01608810185450544,-0.028861990763978898,-0.021220659197404665,-0.007204348138195829,-0.05616941661068358
DKK3,0.0032131119692521016,-0.07141447969765682,0.019398674038551965,0.013574861311970762,-0.053329565736435214
COL16A1,-0.0035729925056939096,-0.027489440902115903,0.038614206065020966,0.042008552444483684,0.14837941876346958
TPH1,,-0.017209595608084962,0.03800818734868109,0.03945358719785307,0.0029686358710616038
TNC,-0.0392714820307974,0.10380903802730185,0.02354846348998486,-0.01960683433787996,-0.19005838518732315
TNFSF9,0.07369205209365669,-0.032708241468780215,-0.03149052726917469,0.027321801864134323,0.04448568419239609
C4A,-0.010645178513692748,,-0.01187530201180743,0.09477960486632424,
CNTN2,0.011893241736642137,-0.021764347337687496,0.03188214589763855,-0.020522147949747795,-0.06475686374573847
