,MGH258,UKF243,UKF248,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.020560849757217645,,,,,,,,-0.017543360541866396,,0.03876986435772438,
BMP1,0.02683226352113524,0.003005132079943139,0.027168741271164903,0.050730038697604854,0.03311219828881749,-0.02309694820322194,0.10784333812504726,-0.010207662807706802,0.009945185591916542,-0.005508777788552717,-0.024143462401691667,0.03773268646119763,0.08307016626255609,-0.028494825530102342,0.09052205466535425,0.06801786226448453,0.00024006428045703738,0.03775371701091363
NDP,-0.0037204264944614707,-0.02343575310663164,0.029108329786017417,-0.03445486081325414,0.007177453680625108,0.04623564737364595,0.011842162667684328,-0.011774735600144406,0.000717845521089603,0.052528624434798284,0.06987619883241132,0.03314319798873624,0.03384414267155708,0.0004723520412348763,0.05256383790623617,-0.04521706480980918,0.06654026042208959,0.03287411509534945
TNFSF18,0.07559653549635005,-0.0243385130484547,0.10779611492249036,,,-0.013800791697049642,0.08113973848092249,-0.013628220212712266,,,-0.034204668471625364,,,,-0.01809215806832854,,-0.03296296918173194,-0.0066418419505333715
IL36G,,,,,,,,,,-0.016310184908125407,,,,,,,,
RTN4,-0.03377682251152007,-0.0018114617109831655,0.03984934626849644,0.037297891917354956,0.05033957826223415,0.025969719908856517,-0.1040285060743366,0.039115344230464644,0.002189456123748083,-0.008058447819160378,-0.02866706529678925,-0.01023530305363606,-0.047300352920642746,0.00703214980837374,-0.01909447813870644,-0.01571237206701943,-0.034984462940377686,0.00904043124186439
HEBP1,0.003910908665689648,-0.040389641171931424,0.041399699553416866,0.0028803742479691086,-0.014958798044942614,-0.03992516805283083,0.05820087086599775,0.020490478584059953,-0.011509623568252487,0.06737048306513672,-0.12852543522169832,-0.06347633485246391,0.0888286244298663,0.026156120319004782,0.004464217132061027,0.05042321373781496,0.031998653979014365,-0.027093778588797753
WNT7B,0.053908215137050526,0.16865156051571323,0.03292978884304851,0.015983412105113753,0.015915918461886554,-0.015328412189227906,-0.025433729010910615,-0.0390640246205572,-0.013606578041487176,0.0008306592738859525,,0.057655918280560305,0.006318396326255615,-0.022478951113529072,0.035331908240287015,-0.011542732137847437,-0.016457065357323122,-0.037117856463649186
PTMA,0.05335494437495537,0.01039239549514884,0.039145961596061436,0.00593337637896779,-0.08591794124648759,-0.057781764533415755,-0.07991683623425204,0.07459352204810508,0.0032326348332565005,-0.014217412313690449,0.0019436096340847207,-0.09905755151462532,-0.10246959359515416,-0.004956893774415658,-0.09880494934890062,-0.025091364027254055,-0.021246750172683966,0.012686226363868644
FASLG,-0.02385351457781167,,,,,,,,,,,,,,,,-0.02223956543953644,
CEACAM1,-0.0055409926305311245,,-0.01815116410787423,,-0.014777319648623886,,0.01691667844902551,-0.021433943688672272,,,0.045279186422251406,0.15808799135109824,-0.017177645645171723,-0.01689306120376872,-0.007110321001854037,-0.017163928396483053,-0.03094308891150841,
