,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
NPPC,0.11196304174477532,0.011237155543658436,,-0.014615620996471056,-0.003027928020342962,0.050561857796439603,-0.027317564025152005,-0.038537907697777415,0.07034039390147678,-0.03372626657516278,-0.007090649123188914,0.016343815928211065,0.11428338823778157,
LYZ,-0.050306844207578895,0.01871008401890605,0.0198345357366912,-0.013525624566509355,0.18279306035413376,-0.009893230583052331,-0.00016028173987597604,0.1662517010159597,0.06610598969051622,-0.01632706527899365,-0.001999135651095451,0.07365464653856721,-0.022907921781258736,0.015553903335827231
EREG,,,,,,,,,,,0.00612921807616208,0.015408227996132109,-0.046385174628902535,-0.000600397462475694
SPTAN1,0.08073598867767741,-0.02298095315408915,-0.02396292130958032,-0.019361568692583785,-0.020109807608582612,-0.044545862666651365,-0.030629242069159218,0.03294260416583858,-0.002892479254000146,0.12141124819183864,0.025948855260033068,0.04282130528784221,-0.06686532735705789,0.0673120893727849
PTH2,,,,,,,,,,,,,0.006186138235075363,
LIPC,0.16481157936512264,0.0020399607045845846,-0.022061444682042866,-0.0379598931374461,0.07689832186249683,-0.02519667960178463,-0.028967480310247675,0.17074408899871632,-0.07930163271708683,0.02503479142379953,,,,-0.04216083092329168
COL8A1,-0.052735542670368674,0.019634877721503345,0.013654446954488282,-0.00041174391745540495,0.13875004454777762,0.027806207938409457,-0.036101101885765645,-0.01955894841725209,-0.050045150590747906,-0.003969994873640202,0.03341375752609861,0.07395001813184367,0.006660521365801429,-0.07594512739439356
GSTM2,0.03309124240367378,-0.04919264903921,0.029233720797493548,0.08829994513959938,0.08279657895127747,0.0113390125800127,-0.05687577614535059,0.08183092279395611,0.09503302554773609,0.06847891428601464,0.03100951077112297,0.002700710687440026,0.01428225062002018,0.016082517808394054
IL4,,,,,,,,0.025855862968202973,,,,,,
SPX,-0.011568370620357059,0.05233852800807279,-0.057468205895410664,-0.01811084456546587,-0.09338157437109279,-0.014700366266738702,-0.03621467137084041,,,-0.05174569335957189,0.00043338082725947905,0.014181536508068639,-0.06701862076285484,0.03242322011487728
MFGE8,0.04442394031705738,-0.029672183569404906,0.003398824989301892,-0.007806967954113839,0.07466911014057122,0.03200401307172486,0.01446288852990892,-0.055488037124892635,-0.00787176293902662,0.03506451905528092,-0.023283879929061946,0.07064925657942148,0.032872296084777396,0.09929249971431178
TGFA,-0.05393463462425272,0.08482209557649589,-0.0063308090505199265,0.015833375832721965,0.14075467446009024,0.0461429169339766,0.026640603353129854,0.03307843142887024,0.05544861692111056,0.04017362203478723,0.011657456104650812,0.10878203198580798,0.02402130936491113,0.07254294025541233
SLIT2,0.03493354676902353,-0.007312873263725619,-0.02131085064770195,-0.00390654605708458,-0.09369704116501106,-0.018507554210015348,0.042125672298769505,-0.040872403524303866,0.024469976046562418,-9.016885303923282e-05,0.05466702088584053,0.07003028044843121,0.026524582085309237,-0.00684636070288389
PLTP,0.07539146066793748,-0.01887451918509362,0.030521459783595592,0.008114049562137675,0.326466076963865,-0.03098391839609837,-0.025608200772577593,-0.016713713402589443,-0.07831065387054338,0.05104621473469204,-0.028932516106234863,-0.0562007025268011,0.07946590210039078,-0.014823739409271211
APOD,-0.11554190245248552,-0.02609817491813489,-0.02271877386692044,-0.010631226049397723,0.10673689295533167,-0.08381939360765114,-0.049188071581875055,0.08787733585879537,-0.0677211881055,-0.08925487377224264,0.104464556639506,0.1984698671291488,-0.042214161081682196,-0.07130659340417124
B2M,0.044931363601798745,0.05140700297593286,-0.020586930302947493,-0.02078720115766474,0.35719193889787376,-0.06895697398738722,-0.034784303067540864,0.08809214348208999,0.05003636224518928,-0.18155499461229116,0.04497101880742633,0.06642579166938099,0.05783601596370772,0.06250900415959039
OMG,-0.07221164815955664,0.011355726053565579,0.011383154701669665,0.021753716547712472,-0.07792275151405231,-0.009693723232465553,0.03213877164307964,0.01504892946683159,-0.041536767586090255,-0.05086149866614852,0.028157209267232714,0.17667891584298198,-0.015111152770513366,0.09322269920759219
CXCL3,-0.03623843273861003,0.04496395779970416,0.015206583414229839,-0.0014542583721190846,0.11376651603720168,0.038720016361113614,-0.028153489206391387,0.0496765085911647,,,0.06484955994540956,-0.01730406522890817,0.051714725502124255,0.007811989869788179
CXCL10,0.10654944854006262,0.010344896463308445,-0.027743802140010754,0.016235725587640918,0.2667875280721943,-0.06950566157061441,-0.018306177074253017,-0.04082396233889009,0.02240217704102805,-0.04549267953992796,-0.03261105652985599,-0.029476000872689496,-0.03400908080591599,0.11501187189560994
RSPO3,,-0.058099575093722176,,-0.024530430324595037,-0.09272971655556607,-0.006067921555541165,,,,,0.032100413893396816,0.0649409372946319,0.1214444684852923,-0.023763768351737925
CORT,0.0578641278005226,0.01541101147713902,-0.026178700372528254,0.05257505469170143,-0.10865095599971376,0.07822395451414199,,,,,0.009740811747583572,0.03172889031139004,0.03303576571071054,
NCAN,-0.03770874594166693,-0.009396189280587686,-0.00997160776798283,-0.06375806607176093,0.06806136567619618,0.025005881035087125,-0.09458803530340837,-0.03338625463953949,-0.004542378106410075,0.0882658973160852,0.04179000389327282,0.1409193171760203,-0.07401971096933746,0.10815873808784188
PRG4,,-0.02968640746503701,,0.04804307283339979,0.0930010235281761,0.11178988237663062,,,,,-0.008370317201169215,0.018656798979314826,0.05510032953448833,-0.044756525272485394
ZG16B,,0.012775299014909869,-0.017638817514545803,-0.028099219326580493,-0.016252590356411085,-0.009207362886350112,,,,-0.03131154640800521,,,,0.15414937300370202
TGM2,-0.006805883012960034,0.007942670503593636,0.02946883603642993,-0.004911544377835716,0.15878083069828164,0.01708320534756315,-0.07932932049350853,0.030715239625559426,-0.07882012569975705,-0.020118221239789576,0.031026208214350037,-0.03159848079068634,0.030713120319795242,0.0673873612997536
VEGFC,-0.022901613785797366,-0.03675933741399594,-0.02264892095115499,0.04599444289482146,0.03866196539117781,0.0336668718192124,-0.031070203191642668,0.07911972793918443,0.011401965069967079,0.0304617023630966,-0.05349790598492611,0.03985190085884153,0.02176142341265069,-0.004892743364915214
WNT6,,0.010603133674673172,0.06286867073783961,-0.03348620690235834,0.07185655306399867,-0.020490657698756486,,-0.024747256172174156,,-0.029777284310104107,0.03034123559364034,0.011545447132689304,0.08660009698681918,0.1068280653540876
NRG4,,0.023901977004502067,,0.023019062441204153,0.09909449072868413,-0.017688834909469545,,,-0.03076322637657859,,,,0.004394840449507234,-0.02376377101508939
PMCH,,-0.009612815259104422,,-0.0030039622921813505,,-0.013477029107303687,,,,,-0.042252809789236304,-0.008772723574573779,-0.033188708975375986,0.08832741784015505
COL9A1,0.20452836727440385,0.0066014364755746955,0.0864429805152363,0.006872376623930645,0.010730602204828084,-0.024676935075396696,0.0526520457758213,-0.07330327224686768,-0.061832733170670964,0.008745266860196062,0.0013948976490193116,0.12690827147965827,0.024819256626756235,0.018319290589351615
GDF11,0.024038336580324057,0.02250056175875154,0.023950395659220924,-0.016806835321300017,0.19325612394975,-0.00918809255466627,0.033821767941843994,-0.027618412835184843,-0.014654570507058767,0.035485257214921045,0.030552441871839947,-0.05013153013702189,-0.007000024801575134,0.009004339648154516
RAET1E,,,,,,,,,,,,,,0.03832732828570209
IL24,,,,,,,,,,,0.028985701257364417,-0.03452208037860998,,
SORBS1,-0.05800272807382436,-0.010579199489230058,-0.06017187480938256,0.022234348642735307,-0.005899099837941472,-0.0420695917057924,-0.027760845239836355,-0.03967171576962319,-0.007650202262149132,0.1868444115930788,0.029519916378664007,0.09559673696345385,0.06515023037024906,0.017785145273472632
DLL1,0.018616168947665622,0.034657953860401984,0.02739201527719643,0.03835729640556798,0.13897740747491455,0.0179674154678416,-0.015907438234106758,-0.03822760702378127,0.030188541190781973,0.1067986253121268,0.04875916620463957,0.15822948308248305,-0.0457592266472907,0.08296430878360503
TLN1,-0.0025505481117143467,-0.00507688615028022,0.051210349088530116,-0.006284989878823325,0.2916361051345118,-0.05150626127454753,0.05939572731067641,0.044566138407052515,-0.08136804148899725,0.057579767986614926,-0.027716311948276506,-0.0790267333976193,0.040727492837149395,0.0184808193605956
COL2A1,-0.008945718212237868,0.03461143324964002,,,-0.014098795003159437,,,,,,0.04656589508482062,-0.04856091658028759,0.028812888579763062,-0.03458431488370348
SHH,,,,-0.013778225517686767,0.03302579642344133,-0.028561041262057118,-0.013828559655813363,0.05341357161316744,,,0.01144064785376629,0.0856915315754167,0.08436394428004666,0.012576399660405316
PON2,0.08800948037435632,0.031274181484341475,-0.005846475600241797,-0.04261677218947201,0.2507342050893195,0.041096074188844554,0.03276231637834471,-0.07140411160162392,-0.013394953770820082,0.05251042365095025,0.024676835455507123,0.09663776829355196,0.05090509221411491,-0.05041558843026784
ICAM5,,0.026485067459319674,-0.020997620088249007,0.018439493987502786,-0.12816691101479294,0.060370655266950846,,,,,-0.007369697875149021,0.03463902735838898,0.01043625188099857,0.06663249910891349
HPX,0.13873174101467012,0.015451009434296043,,0.022372087223168843,0.06993404830926865,-0.002953871929559291,-0.0281534744770909,0.04214100164206879,0.0561604344800833,-0.03724839864162485,0.03322395022782604,0.10065354399332882,-0.016842011820168666,0.07212205745204117
SFRP2,,-0.05033354568058338,,0.012172987464661776,0.04873089234527247,-0.015059229083082064,-0.05569984168892384,0.11114006652873323,,0.030896489391270522,0.11384180701297163,0.00782465512964631,0.007294974629333675,0.06502007611248219
CFC1,,,,,,-0.011587553860601155,,,,,,,,
CD70,,-0.028669611905401304,,0.06244313221397532,,-0.021614845126211788,,,0.04232190219867068,,0.031960691330835456,0.014167476322880347,-0.007054271227504937,-0.03625592647013273
HP,-0.030265535634767974,0.029457603245773456,,0.04649940665778659,0.1645640315470923,-0.03868447089269971,0.01929507998267926,0.16459032193704537,-0.07792256732238298,-0.06664891925621057,0.023776523323244876,-0.07256149455722961,-0.01466087644164666,-0.035548002293035716
CXCL2,-0.018320819268416246,0.022880844455454227,0.011870576255213811,0.09979576845529942,0.09040550380095817,-0.010133870012296518,-0.05052960410655143,0.08011506238087178,-0.02829148629131548,,0.058775736026796255,0.024335852981566188,0.07757890602767789,-0.022250546057653385
NPPB,,0.043840032993797566,,-0.007681647279947087,,-0.010146533410954308,,,,,0.07640118475402691,-0.022783101051183564,-0.0014790464933837457,-0.02410569911839242
CCK,0.05028245566733172,0.06195743380243559,-0.04260283999034149,0.04775846999218211,-0.318406090548242,-0.03961263833643717,-0.028967503690969846,,,-0.03897108963911797,0.05339033208219761,0.056110923448512234,-0.04064803790706485,0.034517412690724
SEMA6A,0.036709256740734546,0.0024378043413823313,-0.04703120685605057,-0.03518043885722431,0.18591688840598913,-0.024118039133036204,0.001977070147607015,-0.06422255903940564,-0.008357532498816581,0.061065201178950444,0.02236768251462709,0.04812059001815106,-0.032405091251545524,-0.022786075944135623
IRAK4,0.08873753917524217,0.00025394367154503596,-0.008478132755103705,0.023041873429095867,0.14977830407301745,0.0811593029925179,0.020870819020808548,-0.003976791332427836,-0.10311109182299884,0.019215842118105418,0.0763841525915959,0.1107824850233772,0.01075150506299,0.050368301778919794
GSTP1,0.10715385450239241,-0.002949493629810165,0.022624570039575145,0.007891319657271448,0.27840502477019374,-0.0307253614881415,0.04465788230590714,0.0009740950794751266,-0.0771858239970169,-0.0643655827335876,0.0898478353405433,0.13215674066490518,0.03685500576510366,-0.02324223302384374
VCAM1,-0.025935497042235554,0.007774177900862493,-0.030854267420122806,0.04298312123880566,0.28667899296469157,-0.001051106114899606,-0.021857811179252912,-0.006821126172389319,-0.08399582122682153,0.08741028723455442,0.0345849281551502,0.013963909136566213,-0.05660785014810976,0.04279201364926258
NXPH3,0.002558621456046749,-0.010258445743380178,-0.03495282672728422,0.049610937305280135,0.03375027819428594,-0.013011793050291333,-0.07129633299171538,0.11791840603213057,0.012669666973199347,0.1724130564619015,0.1034417079947942,0.0055433285177385215,-0.0017357244352762156,-0.018474459201350702
MTMR4,0.09615183612724502,0.055663428003741106,-0.017022881971906746,0.05032080041966284,0.06631343029147599,-0.017023913971634934,-0.04540237803733939,-0.04443827393548659,0.04403750952671895,0.012615366213638571,0.007195968188196432,0.026245307781797816,-0.06619266193118101,0.00012667755614199366
LAMC2,,0.008099209554543426,,0.018352309399555813,,-0.01277335357465853,,,0.06855787101679817,,-0.03872966739138939,-0.025486201098392954,-0.009751833262664066,-0.027875289746241802
IL10,0.0925187453275148,0.00024479080166586004,0.10172580422418637,0.05023177816494545,0.09943171882473036,0.016834443976947555,-0.00979221716041101,0.2536533138995596,0.1222534758828423,0.001193554857545507,-0.05500714929689334,0.015770731940096466,-0.01770474971294223,-0.0626002757837582
SEMA4D,-0.06315651016243023,0.014705465906728195,0.023249289161135157,-0.0068525139028033505,-0.08451601595347007,0.027528852600656746,-0.0021902429969000783,0.037439782591366995,0.04376331585228701,-0.035454553294928005,0.03829753615610869,0.10580060117153316,-0.020717355839545697,0.04624697958361732
TRH,-0.04131840713994446,-0.016122708180657523,,-0.03275006661767709,0.06749614689495503,-0.033659839856597915,-0.026296705229821776,-0.09002050663357815,,,-0.07959857765538753,0.06977434846186698,-0.008504287608596518,0.005790204646193481
