,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
IGFL3,,,,,0.023483543905313136,,,,,,,,,-0.027000009816485662
BMP1,-0.009264131465036981,0.032729821616929874,0.03521839371931191,-0.07336190490940364,0.2968133622538933,0.013920765501569145,0.02005817689939155,-0.019930678963519948,0.12739456815617164,0.0704307533800096,0.03360329449064005,-0.020883696568158864,0.10692189392362604,0.12515212681980176
NDP,0.02964977283333726,-0.009262688810556415,0.046154390316649266,-0.015259437078125566,0.025526831612073544,0.04003966286873263,0.06936373822410115,0.003593916286299457,0.03159366589194097,0.05683551672000718,0.004806691919536196,0.1076854465078943,-0.04226843777895058,-0.015760567988508854
TNFSF18,0.05311406048315117,-0.007592367453208715,-0.03380339028406879,,0.09775856846435148,-0.010647509681371023,-0.027738318738415167,,-0.06717219959300898,,,,,-0.007376915848401078
RTN4,-0.010656696802515402,-0.020732438341842536,-0.0408147891455349,0.028085521764723845,-0.33581307734961274,-0.002547716030306163,-0.0208336813220124,-0.019869904242473386,0.03144675245541836,-0.09050292278873308,-0.02958828310368531,-0.02638633749521631,-0.01472958219601081,-0.05557687727232699
HEBP1,-0.03489151836090827,0.05081300188224763,-0.013268198459688383,0.012791872348301205,0.12391088852211579,0.00569422334884002,-0.05637750613750497,0.1443678360712119,-0.0495313366630381,0.0666676712385509,-0.0433382519962428,0.07073343443557666,-0.024011508606171104,0.05289691779821313
WNT7B,0.03232925691138977,-0.019684239721507072,-0.020997618181399436,0.03071318511850095,-0.10576223704001808,0.061438201437178944,0.017667940737164878,0.0686454555158414,,0.0277237539368875,0.014233703209733996,0.037760297081520074,-0.02436011793944367,0.04522621861237208
PTMA,-0.08166781830488763,-0.0030498221400153515,0.02429476149768552,0.001337550458137747,-0.17746954913531302,0.03329709051597609,-0.0005685005991259772,-0.13072448311290782,-0.03431646778901902,-0.14475490104539288,-0.020009675214483793,-0.07012724551970011,-0.015024118243803794,0.07424625012792864
FASLG,0.0002209670298326943,,,,,,,,,,,,,-0.023417099302651564
CEACAM1,-0.0014449217932833618,-0.005706268851660873,-0.016114409032531467,0.05236532203805012,0.1083437046650073,-0.016745996129576765,,-0.010830011784682712,-0.04723345640156672,0.09229686202522078,-0.017508571263083878,0.001052881315920154,0.009388793799426342,0.047893132831182184
PDAP1,0.07757565877753111,0.04633177232006451,0.048596576373070674,-0.04060893312272114,0.21025590948823147,-0.004928092865054754,0.10944132671425853,-0.030166058407956244,-0.08143440021806533,0.06603401454647323,0.02190485636441824,-0.047418887854406386,-0.014957117953260508,-0.025412247601970927
QDPR,-0.08456607115447676,0.0017632779116762368,-0.019394364121019025,-0.014274138828707974,-0.2455043356108518,-0.025258819665068946,-0.014054400778577938,-0.021909871806763417,-0.019776372757988582,-0.1289091666847133,-0.0016576173999063339,0.09004362222783499,0.00928501263794736,-0.020499416321822787
POMC,0.03963058043749934,0.006867570735626487,-0.017369804414965936,-0.01871989521227925,-0.0025699294592689504,-0.012354528249030876,-0.030244580293299222,0.10626427802545606,-0.08679846748961634,-0.06304819442761415,-0.0321447233876766,0.08462194498534975,0.00469032069045354,0.004547064006006658
CCL18,,-0.010797814990116361,,,,,,0.04626123803636388,,-0.02704293035534246,0.061777263126017286,-0.015745243532107718,-0.048066436303706765,
CCL17,,,,-0.003012160589187782,,0.07045939021532964,,,,,-0.02773593276110857,0.025180834931830213,,-0.02122497031818371
VEGFD,,0.012992703952487672,-0.023080657915431797,-0.024263828424308808,0.05206312576228792,-0.014148202783512946,,0.024579228345100863,0.0815829601324096,,,0.07250736702053806,,
TNFSF13,,-0.013775189796292947,,0.038456578149480454,,,,,,,0.00384597012241173,0.042456950579671686,0.03466360298584525,-0.03458431755719065
WNT5A,0.0954999434564795,-0.011381756738770264,-0.021883970459007175,-0.007061422148722566,0.19988368551215865,0.01571658703137145,-0.05082933423721349,0.08634894803051349,0.03490140865232133,0.08401156093752879,-0.007436924147763111,0.003007211881277048,0.0070399447819565605,0.017778885097220715
CXCL8,,0.018439315151920713,-0.021611360037786586,0.05824366069277827,0.041185591678241686,0.03526574848484608,,0.07205845149116855,0.029717987190834034,-0.0476133366169714,0.04891481916267953,-0.09971790554250164,0.02476933588649777,-0.020434775028088947
GRN,-0.13181088201927932,-0.030312234084823458,0.003349206349429183,0.003645879293085933,0.253325104980749,0.014937849373981522,0.017086739775860046,0.15449352769747185,-0.07465057744787677,-0.03908945645653047,-0.012696154775083178,-0.039442097317902575,0.11378689292596986,0.07803792295136902
MIA,0.005703592534851704,0.01832983439453752,0.042950570988519746,0.019427775721173497,0.05722119480430972,0.01807088762113827,-0.03524699909499826,0.04830909869301733,0.010097526527145897,0.04215710160246929,0.13883076813639697,0.21717818666585972,0.16378169728511896,0.09936819757300522
COL4A4,0.0949130192817954,0.0737003284097194,-0.03451916168332839,0.015041989674657223,-0.02087190596445982,-0.013864227203243833,,,0.028003224026694137,-0.03419071362121282,0.04051535838984369,0.04439169443407569,0.059190615164899506,0.009205234126093116
TAC1,0.07188069124511198,0.059551820485208476,-0.013261661475366258,0.02531632226633186,-0.22706319833591057,-0.02232592870588637,,,,,,,-0.035164559241825745,0.045801438210224164
RARRES2,0.11479921335019665,-0.02018130597367511,0.020118601050330493,0.05357589715613259,0.2931884028253567,-0.006351534744932371,-0.01971989403397717,0.06995707784867543,0.08850073256165707,0.05906281566845074,0.023749697220405083,-0.005677669934581918,0.03600147235655337,-0.05568929998803125
FGF7,0.017407521475096874,,-0.0013707916821787285,0.07383126000834833,0.10984024766307846,-0.03160527851273665,-0.0031609468822917253,0.04467738748017361,-0.013380069081450955,0.003171526964471086,0.03065106888419281,0.025347665280708875,-0.03273174444036712,0.022775332220398434
EFNA2,,,,,,,,,,,,-0.03827472575832296,,
HBEGF,0.011518157793786229,-0.009660164702991988,0.015439119539776907,0.03947210017241066,0.15925768614510122,-0.009401227815787665,0.0011879322670321373,-0.0868575150420908,0.07651913859795627,0.005197178971897855,0.0006159021905908654,0.01298588033553815,0.062451091478484606,-0.019110769521955447
CSF3,,,,-0.028691971062064444,0.0428754352987899,,,,,,0.009883476939176183,-0.04033662845497538,0.009989128325058641,-0.022346619406909695
PI3,,0.04518677297153241,,-0.014149472838871127,0.026110870997024596,,,-0.035224395222897074,,,-0.0035676894396914948,-0.16311760726502142,0.02337612387556154,-0.02975268638059241
PCSK1N,0.1074841306594862,0.0237247667414583,0.02076673858044356,-0.052364625980980885,-0.13320096650630878,0.014695104630206537,-0.03965910800874325,0.03795967446551569,-0.08339681469092927,0.12441871146992768,0.028415428178650545,-0.04478960164577575,0.06129887926225885,-0.04036768638188524
NTS,,,,,0.04920033416649737,-0.015838267966539643,,,,,0.014113784901808544,-0.019326338439452733,-0.009317696487139579,0.09912864818253964
SFRP1,0.03176668634608481,0.04755565687451612,-0.022925500617007055,0.028916035395688298,0.045542723269550216,-0.029408340856306232,-8.377509979191722e-05,-0.04183034292541329,-0.0031333407626733746,0.08442160740943595,0.06435992716030825,0.05687892205259886,-0.002673431617409047,-0.03232331500476573
CXCL13,,,0.022899888115749188,,,,,,,,0.015162767917328585,-0.00048319460569016344,0.08180296995353176,
MICA,-0.023684669670833294,-0.012104724887043785,0.05554667796712558,0.05187684441813954,0.13966940498770736,0.008425140333792273,0.05503480830464913,-0.06783375255242682,0.0955394716498534,0.03334160956019208,0.029685882717256057,0.08868023428167178,-0.0004915341957466503,0.01493114007836709
TG,0.03786721754440812,-0.008452096303654181,-0.021912349483735338,-0.02409949463087293,-0.00716511205471876,-0.013378611417638507,0.05455020994342844,-0.006112231860929351,0.0006501785646656321,0.17225591462802603,-0.036854120258901016,-0.007059878852862662,-0.02367531110170651,-0.0065626986818384265
ADA,0.03819027979072029,-0.011689887740086478,-0.007722593234094991,0.011106857990217229,0.1901165578703742,0.034683593908418645,-0.04595708386656905,-0.05987156749317944,0.031532475324230466,0.012264982368825138,-0.01613042657096743,0.04592128937078621,0.03298113905813631,0.10958353524102613
LAMC3,0.07579393121382301,0.005230551751265705,0.002628533859502421,0.02093299627236441,0.19352989481705668,-0.009158291235054844,0.10413360527491973,-0.05305547505477551,-0.04685679404046511,0.03035621922140582,0.008064616461432248,0.07382272888045797,0.04606552275102277,0.09822392925196703
CCL7,,0.05922458018441017,,-0.011100461170813805,,,,,,,-0.041569770059152404,,,-0.023417090975810562
NGF,,0.04941326433482914,,0.04155194262784341,,,,,0.0220836891174433,-0.04018750186774776,-0.03015680252995948,0.03693217819961216,0.053828171547072694,0.014685767629295347
TNFSF15,,,,-0.026959545897301613,,,-0.03276621182324979,,-0.019123892017663496,0.07929699860644027,0.014573578035990816,,0.0345475779371395,0.008626989199463744
HMGB1,-0.06641101855222653,-0.05278233812784511,0.08524910682388623,-0.06910661580683485,0.2255936648359339,-0.015618150291922057,-0.04269355072683398,-0.07151204620384499,-0.023403193321118794,-0.07481984973509065,-0.018255380741210393,-0.11794021848048615,-0.013682365262713532,0.0029730295083197707
ITGB3BP,0.06753422403385213,0.005358317758310428,-0.044271033160266135,0.015360919094049696,0.19826002631343903,-0.020764129165953462,-0.00959672784461768,-0.044158940067281355,0.03804398461084749,0.06758349834202197,0.05257972596759782,-0.03995311854769498,0.05734340947621797,0.0391292251518761
AANAT,,0.047630800951376055,,0.025138663577295477,-0.03200200321594574,-0.012031463432730795,,-0.016530720833591587,,0.07144275645854753,0.052057038969800705,0.032115760966301,,0.009316166020909955
RELN,0.08030451889360644,-7.335135072239536e-05,-0.011294263085841433,-0.006735626535962876,-0.10002360839217517,-0.02648939870959768,,,0.017926883087568526,,,,-0.028114466589622245,
IL15,0.08464748166828155,0.06117049546441084,-0.027915998002874188,0.005701619593532129,0.09579520251275722,0.058144945542524744,0.0005648899065344682,0.06874317499566437,0.03843872073131959,0.20482122752790632,-0.005553527730520651,0.05449137753773614,-0.04180867954802758,0.11595241045870978
UTS2,,,,,0.10009988071799705,,-0.032868917971841265,0.13574380577876444,,,-0.003732343426554953,,,
BSG,0.1328065949636307,0.052954255460985485,-0.01606611755084922,0.04575783104759854,-0.03421164572860706,0.04781536952589848,-0.05805803765904544,-0.004058512393106483,0.016468514568265157,0.19673533591173917,0.1649057827116615,0.05731160352136288,0.09368027936668663,0.020845971015809477
ADAMTS3,0.0991219302884473,-0.010731629840563302,0.05082048168426482,0.022806034436135873,0.27726811795919976,-0.022383788686230015,-0.03984162390463235,-0.10502591988068585,,-0.012930834707096741,0.03878881304122752,0.03970802760680801,-0.04793109492452999,0.08130630569395147
CD34,0.04765604178955578,-0.014325985128767843,-0.013053223818608429,0.0035392209626035702,0.23453026336361585,0.03043099654995997,0.020140921754425868,-0.01172183484031462,-0.10221494797669262,0.02205375944780373,0.06382336166419494,0.09661373140543085,0.06460676087923845,0.05994963228847379
CCL23,,,,,0.03252010367115376,,-0.030918509208555007,,,,,,,
PLAT,0.09425186025940298,0.009127700762191973,-0.005278617599754114,-0.0105608313553315,0.26047063600210874,0.01635136271823957,-0.006290151260397005,-0.03756724157791015,-0.154097071359773,0.059160992254700395,0.09032012585050436,0.1553731065026018,-0.02348503535716289,0.08136944630004385
NTF3,,,,,,,,,,,0.03960794567730796,0.08326513964373777,0.01667100601595494,
LTA,,,-0.016114410686158473,0.008782869283302974,,-0.011587553160305459,,,,,,,,-0.03334511046774795
CKLF,-0.008199290835596168,-0.008109891675094915,0.029070939518998792,0.0010538565003542096,0.2664695228205457,-0.06374631040077325,0.03385563412566152,-0.005801596642264305,0.008925418397291442,0.002991761559983544,0.029337160580764583,0.06023955545557764,0.02316332829887053,0.04088182762077449
CD24,0.009930737035275757,-0.015198421443580152,0.012420736920205577,0.10147194961999043,0.01497797009199737,-0.04172648131875173,0.06618162624326318,-0.04500331716809144,0.12321033651178055,0.14868491060106306,-0.024627936462188412,0.024447047928513817,-0.033805537082038144,-0.06962413898582143
HSP90AA1,-0.19582530635546744,0.03878045591032092,0.033952257703746026,0.020993886969404196,-0.3235977460994476,-0.07550320248810934,-0.11027533873369268,-0.025261921033308512,-0.028436589323402952,-0.08728595536559777,-0.03232154349078956,-0.21372848611124837,-0.023753884878477155,-0.0593909604370359
BMP4,-0.002886103827804597,-0.03327912867073284,0.020390154999332544,0.013638607795852534,-0.04170228516203533,0.050727289810614404,0.016700282396134723,0.04908036269095297,-0.0016477820692378112,0.09110185428062344,0.012987611163124494,0.002302565292836412,-0.015946876235297773,0.0905683072150099
SCGB3A1,,-0.025317478981142783,,,,,-0.017227084609046376,0.047571664540687245,-0.0053772933843525385,,-0.05520294657413935,0.03605847578878266,0.021180334026212094,0.022646295810187976
IGFBP4,0.10978066134894993,0.01396671670079955,0.05292694179023392,-0.05152449204197796,0.2625498129939959,-0.04165672224129746,0.013663343833947647,-0.02797607577782744,-0.02095095793790761,0.012420639893213167,-0.011623730515104305,-0.08580524493640547,0.08926246174540302,0.07969387401942998
RSPO4,,,-0.02605078530855131,-0.013708971529741758,,0.11000846218944992,,,-0.000677886567869382,,,,0.03965717797584055,0.045253136744046726
LEFTY2,-0.04455481429906413,0.029367159067236245,-0.016312320167030936,0.026366762164563004,0.2545536355238246,0.04121582921402188,-0.02599527397390449,-0.07533225990805906,,-0.03599420252549283,0.04015129277691262,0.014952951307941418,-0.05936366595585283,0.06623856141401946
PF4,,-0.028175796012920078,-0.014658246696545483,0.0077120015212446685,,,,,,,,-0.010800529063589366,,0.04543392041797047
ANGPTL2,-0.025315390572773783,0.016042936091267203,-0.004532563659273809,0.003984507491414362,0.2016228674898093,0.011249842160198883,-0.020749987395942217,0.009288568875452954,0.08609676405935696,0.08618678146673649,0.033837684901281015,0.11792927937276973,-0.049065410675346206,0.1287877048769804
LRIG2,0.045979936631664185,0.013096814389724295,0.00874573373963129,-0.053355105947995904,0.1115970892828021,0.0010409353263566808,0.05562139852222774,0.005412202869052319,-0.02289575722598791,0.06443952198283198,0.04836608947348457,0.06365104266533851,0.0021836076929064,0.00873227302145834
ICOSLG,-0.027179805180868676,-0.018948195741031272,0.022304031732762145,0.047061522363491586,0.1405707949312714,-0.01644096717307253,0.0011623484255367136,0.012925304415116268,0.012444973810886351,0.06610033382356134,0.01756798522005503,0.09236942759543171,-0.0010398230531578378,0.043832426995898205
WIF1,,-0.004411987391066183,,,-0.22038955421152517,-0.01039990465138052,,,,,,,-0.04057864591652981,
