,UKF248,UKF259,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
CXCL3,0.008999648890314257,0.023569528725021847,-0.018135930785794983,-0.019754983657637837,-0.0037733762368900143,,,0.0785671579257118,-0.04371655738427275,-0.02324768294815129,0.027985271894799206
CXCL10,0.024346947977478592,0.002905919128925003,0.04447694817623678,0.014281735869968854,0.04040237232398044,0.1069930229343423,-0.03596578370260603,-0.021192005099094923,0.11711453212401433,0.01480508546759936,-0.045178509644356185
RSPO3,-0.02459172685491406,-0.01308299236772088,0.04504665789352121,-0.031354401606618044,-0.029787988162382695,,,0.02094441580256952,0.03380509063934888,-0.019843739300105336,-0.0034199157671007817
CORT,0.06193567479631757,0.021455487043225516,0.0009128712788496078,0.038670650820856654,-0.035117385742972025,,,-0.02340096073037031,-0.016306840392042932,,
NCAN,-0.02102760969660522,0.0024440927261082514,-0.01131427998103204,0.0016728822175656383,0.042363547324911974,0.025886885076071817,0.02354971007529931,-0.04053303562626772,0.0595882154923104,-0.03843849320925529,0.017306564318962277
PRG4,0.011518502881352945,-0.012912349263190421,0.05847135026470275,-0.026530083365487855,,,,0.016736677940611483,0.010042258497938876,-0.04495141747290449,-0.032569025914148744
ZG16B,-0.011093115500727812,-0.014986360496904024,-0.021213851550222495,-0.014182811289877528,,,-0.02475440701434246,,,-0.02474300732636547,-0.019962240645817857
TGM2,-0.039393423047785446,0.060785964651683067,0.02407785118080569,-0.05229072138526552,0.04116561094994601,-0.037602717563197684,0.05881151314282882,0.05586592293496323,-0.015579849055387146,0.029051125876592462,-0.020769584367825927
VEGFC,-0.023903904193253212,-0.02301326379423303,0.035590590159036484,0.013691511030352117,-0.00048670014737224625,-0.02370684094398288,-0.03208662779115492,0.07383184519610422,-0.032672964982205906,-0.03737553381867766,0.03303471048230332
WNT6,0.01969944968297375,-0.001791316751601359,-0.01932185285670172,-0.031563340658352396,,,-0.023541443976898457,0.06859476448628866,-0.0034104138524389104,-0.029882266610524122,-0.020626983691489693
NRG4,0.12362105364004058,0.002811473342756625,0.05299027852931429,-0.027247476889471732,0.041793657443601015,0.017850416146619492,,,,-0.019843741524115072,-0.03101981972733509
PMCH,-0.019217967121660653,-0.021774552302628165,,-0.020759707522817684,,,,0.21274895255486173,0.013918929122622773,0.06496356497356102,-0.013578503036073181
COL9A1,-0.05036097076909065,-0.016413086703588462,-0.03467331921036528,-0.009599268070639612,0.09426549924846886,0.08403610064917358,0.01982595435090873,-0.04549207565258797,0.062030298683946106,0.010877678264408747,0.020419305776244696
GDF11,0.023356352165179256,-0.02349439323739943,0.08031938195688981,-0.014897013119427715,-0.003974985680570986,0.035466159124883725,0.031012292615911326,0.022753271497176195,-0.009540393312256371,0.029989814227328587,0.03989157360858766
RAET1E,,,,,,,,,,0.054886403591641854,
IL24,,,,,,,,-0.015552416113512622,0.011959752972897291,,0.02644414885735912
SORBS1,0.027496782144041915,0.0032612242300340717,-0.03670049111659245,0.01707753778158782,-0.03039390985238794,0.027462289214382932,0.0503985063439216,-0.008826216755728642,0.031093501978336404,-0.01713069280095846,-0.005579733755392824
DLL1,-0.012544144191917073,0.01836331311576421,0.08782104260667015,0.012853689421008029,-0.020746653505031735,0.041112546372275134,0.03524432499341407,0.016670965775842865,0.08803072993769026,0.0444138175512773,0.06897680162300135
TLN1,-0.022442454062742187,-0.014762374021663936,0.03202224982640084,-0.012652632323625013,0.04336928776135572,0.022806760537109033,0.060344604525776835,-0.004302734042842905,-0.05051175632508242,0.08237575215569196,0.007044427916208766
COL2A1,-0.034415538574826765,,-0.01813593695765323,,,,,0.1617686048731529,0.021739233566494955,0.0014111329118301245,-0.0279471926015059
SHH,,-0.01341805091228247,0.09514511119779025,-0.017460949589453104,0.02315740831053631,,,0.0343528442762371,0.0455274920838397,0.014227795215585868,0.04635975768118484
PON2,-0.009521501342361335,-0.07544376146408616,0.027204710589039113,-0.007400255959666044,-0.04815323781315133,0.0522118293830575,0.05149524241726717,0.01241719398145555,0.04024722542556527,0.050853141693407516,-0.025589854999694038
ICAM5,0.0050269882425251974,-0.020912984708787018,-0.02434144617423439,-0.03910414240434801,0.015106237927829865,,,0.03354993427048959,0.029870566303798064,0.04996817231735207,0.06183872171784148
HPX,0.029070740026814926,0.06004491562748831,0.12184844571335089,0.0930212366448729,-0.024898044363138545,0.03505650135448636,-0.040568721152219336,0.07991091244108524,0.023356683983479568,0.0020702110137872033,-0.0068681642544557156
SFRP2,0.047748767423636394,-0.015281705876786728,0.03825487097233798,-0.023196892192988646,-0.007400618225834495,,0.07598572014496709,0.011165873787830134,0.017407533257704964,0.010845938856650592,0.18651932370957708
CFC1,,,,-0.017849203050293326,,,,,,,-0.008787915375546365
CD70,0.014835920032191785,-0.003570761450927128,,0.017825176083852416,,-0.03885468904768789,,0.10604991232336512,0.018452891678162317,0.013537422160805244,0.041194262365877574
HP,-0.04092649228426107,0.043428294768901504,0.04199265207907198,0.015570320446199017,-0.03308656384350187,0.11639562519774452,0.07538317758247476,0.029251829482802538,0.0331621142413637,-0.02968406692497315,0.02471276348734751
CXCL2,-0.01460497851423432,-0.051073222159403686,-0.01589679489612905,0.017642037447152665,-0.034602184342693354,-0.03526992542420176,,0.08379641550566451,-0.0009030931373309821,0.03883612029398859,0.012426567316836718
NPPB,-0.023355668248833925,0.03183287430817571,,-0.015629488094505654,,,,0.002154340048393087,0.03144094933497376,0.04375367734372073,
CCK,0.043164822582928315,-0.049879157581210413,-0.033812231601597985,0.02935752427992582,-0.029735792354980806,,-0.008262729621414234,-0.013137334442475434,0.02909298606710512,0.06880718905864683,-0.0308374004636147
SEMA6A,-0.01858340000609443,0.028415574277169436,-0.010552502445129834,0.020211853277417025,0.018404501120096287,0.11000375186913103,0.02931110659351001,-0.02530946111117816,0.04870778977378024,-0.004105013136106482,0.06584839136116781
IRAK4,0.03057252945222031,-0.02278509498614919,0.015405806885289088,0.00398349032440206,-0.01766750451952063,-0.05817729054914835,0.049910644675741786,0.010512805904274492,0.028101185718374007,0.032092566776423845,-0.02859429614859423
GSTP1,0.030393610131983398,-0.003907343822302541,0.026767178936058816,0.01707553444352082,-0.009881169323949428,0.00993577364243156,-0.02916955588661425,0.013022919992680751,0.03199942641471496,-0.007624723744288259,0.005993248684922505
VCAM1,0.019628516334218683,-0.01746376393649088,0.03308426294645212,0.059914383735472934,-0.004291807359526219,0.0672302181641889,0.09334293430316255,0.012437023121858785,0.0399578079072114,0.11641342580367388,0.038026139208387384
NXPH3,0.010522206673128788,0.02694735848703662,0.04393907282077619,0.019252634689074632,0.019731380542131974,-0.11526293509330404,0.10838880202301372,0.018092114881569317,0.016028628956089707,0.04530712274142251,0.07432643865506827
MTMR4,-0.008338199316059728,0.022937736126500227,-0.06147765184914189,-0.01776023746891642,0.04133096413874192,0.01627003680411489,-0.02930775592077864,-0.0039504771077775785,0.07103883838576021,-0.024926034047037277,0.06282465688823019
LAMC2,-0.018331757432755433,-0.029991699544461098,,-0.019675781819877728,,0.1544566692184778,,0.11811868680792567,-0.020138578153124864,-0.03835242418739912,0.03865526203997372
IL10,0.02649390767624922,-0.008361533350557122,-0.023798398604520144,0.04940073192905895,,0.08691087567801212,0.1337626483903846,-0.024523320308067253,0.02711055396134907,0.0617569830359195,-0.013019441272835478
SEMA4D,-0.0015577963260309836,0.010133448461875156,-0.09196306864601363,0.0302633377067855,-0.05165683413097905,0.006441553822243219,-0.04163322353653838,-0.0437527109702446,0.06861926300329939,0.006148818193135177,0.03941737574433117
TRH,0.07836638572090983,0.0807382172158734,-0.03757250735305174,0.010377591475120889,,,,-0.04052209308886261,0.054857325547788556,-0.022546127565503893,0.16458162502534643
SEMA6D,-0.04732433875388264,-0.016440754097798563,-0.024196017147937468,0.0031493566472129693,0.0044232270364920594,0.02814168338799669,-0.03439970339859057,-0.005757334164645151,-8.655317622016285e-06,0.0042080587304528265,0.10382370648671355
CEL,,,,,,-0.011977357355840296,-0.03422168255537698,0.032469300338473256,-0.008614250040939318,0.013992739067142337,0.07755584683311777
PDCD1LG2,0.07555441893764926,0.018170713670113612,-0.016272069131197286,-0.004559938375842814,-0.035884029608102795,0.04589634503736434,0.033403194125738826,0.04215805773838673,0.02845544140018534,0.025979271226879853,0.01923714405148598
SPINT1,-0.030384916119692372,-0.03739121657286333,0.027760576200914135,0.12321653748438124,0.006231770470154508,-0.06317359452285527,-0.04685292263502392,0.023368055199143263,0.012891181872223349,0.034470719508098116,-0.00866846359947669
CTHRC1,-0.01680992716605968,-0.023126826835072136,0.10764451218942915,-0.009565089762362259,0.03854491940141531,-0.06402216337040252,0.06660950236012794,0.040499050571784864,-0.03175621984349188,0.014192908986509233,0.11195159933514577
PODXL,-0.01276308517570006,0.0725294132850375,0.030579432040303344,0.011803133347774015,0.06400794460016244,-0.07607619958917379,0.029532398300729536,-0.020279825719351944,0.007986072837223163,-0.05196960044629428,0.09948072038711284
JAM3,-0.04944965323429752,-0.007280675472383469,-0.01648465939701216,-0.030464417786824346,-0.03195554070947902,-0.013349875686436807,-0.12529962990286375,0.01902462206011239,0.004132661239610714,-0.026491583850577354,0.09657402990038258
TGFB2,0.04336323770513938,0.058186257359847816,0.033307761757115556,-0.01886337351899347,0.022876105699862818,-0.004306891294137253,0.067444765833762,-0.029366055245224735,0.024830303703575838,0.018327720357132465,0.016108015582365725
COL18A1,-0.026587619247760142,0.025508443821397414,0.07075592420391076,-0.06635409398854722,0.015510543420843775,-0.10607158383242693,-0.02582701169029565,0.02068017971108216,-0.04374933169714637,0.013956177876815268,0.04771389017695751
NODAL,-0.018821073253063588,-0.026425619715785532,0.11242869185698057,,,-0.020937736998998573,0.039157499465172364,-0.023249310497932694,-0.01894179204162199,-0.03085642590667598,0.004876583538079794
INHBB,-0.019164235909369453,0.04862067983738151,0.04485240835709926,0.017327226690108125,0.0037852610723575976,-0.0246690109124946,0.04395830729821857,0.04158507452102442,0.013961973349023504,0.015958606213160028,0.009584297275628687
LCN1,-0.018331761557475495,,0.03261801231234086,,,,,0.011511493179799392,-0.01788812675892352,-0.022799871354468697,-0.020951910713336498
ARF4,-0.02872362069622923,0.04376032228523593,0.05662512355016425,-0.0051544014871819695,-0.0178697597969366,0.07298471817059976,0.0419246155216521,0.04687848969998897,0.03442230693391404,0.018929495662347723,0.06855998372597474
CXCL14,0.06750502886285635,0.10799102054756314,-0.011680331396000944,-0.019891181768004616,0.0059392371879249655,0.02535895994795916,0.06363130244794975,0.018899187768694654,-0.03656891418674312,-0.03586227109264466,-0.04289045102451988
LIF,-0.020561646687310135,0.0051138617957377595,0.014757373886799416,-0.04703122099491289,-0.009687313707491903,0.039268698935331525,0.018807579309737456,-0.012340041574833226,-0.03567544995646092,-0.027107468667469888,-0.011553843791138602
IL17B,,,-0.011389433252376414,,,-0.034185719693463075,,0.01908489441523472,0.15925393131534618,0.05214741298395029,-0.02368901548862943
MMP1,0.06931154892794691,,,,,,,0.004565123819681373,0.012588641885384302,0.005126656042333205,-0.010097722778111266
MATN1,-0.02406906813517459,,-0.01668614848130692,0.001671032862183999,,0.012974568203223423,,0.011943553803897255,-0.031639134413112224,-0.027420908941192142,0.06949307672793344
ADAM28,0.039659900723963144,-0.033285140319842935,0.07934023422256264,0.056971751212945475,0.05488402215476475,-0.06704521017805372,0.09870558086669215,0.038661773832078014,-0.022618519626669636,0.0470616352966211,0.0035836702317671634
TCN2,-0.05361137835335974,-0.003511870998418157,0.061665889896871516,0.01532083447103662,-0.003258862100734402,0.06712864790151538,-0.013582559237868939,0.0739177318487945,-0.030869594181831973,0.015058937690016592,0.008796298668868285
THPO,-0.008329804293877852,0.00577821997002513,0.030794213458503143,-0.02349955903529337,-0.02125812829985443,0.20032865352280285,0.11023128067779209,,,0.04090374871336893,-0.03235163727027864
CUBN,-0.05112399944411658,-0.0030416203132343435,0.03998204537703166,0.009667636440344525,0.040193324060615605,0.03056074138836402,0.016951561772639838,0.06813976642348293,0.05126185613951934,0.00047331648858988144,0.0029174179930908832
TIMP3,0.04907895197152919,0.06903881507012287,0.0014422425725969588,0.004112953648876536,0.04349130575829374,0.0013427808018653935,0.03838781263025876,0.06387463269793567,-0.009077919690594499,-0.01887250892767732,0.11127907934693143
PIGF,0.020936872551111284,-0.016876981105322757,0.007613370345427416,0.024288197396389502,-0.006641239260210392,0.02192902998078507,0.057616731886169295,0.03595974713150093,0.022830784598021053,0.013722443193187089,-0.015367224999663401
CRH,-0.02147784121675305,-0.015134712195268353,0.07166002875255685,0.05248205428687767,-0.017420232910069267,,,0.040744237722079565,-0.014904975137872142,-0.033809291124099375,0.07654608469910915
BDNF,0.06313578476823917,-0.01730105825834882,0.02498355527770183,-0.009421588080139685,-0.01938444557266511,,,0.025238822229242647,0.042367851776580215,-0.023602337148586904,0.0668174454402136
