,UKF259,UKF275,UKF296,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.08704943037557857,,-0.030494658212190547,
BMP1,-0.08033814951043525,-0.021543276288227612,-0.007501815462997346,-0.002937277280438018,0.054173137225352545,0.001750201357870721,0.03999870297725869,0.007640888104929528,0.06074503048428002,0.08844920222485617
NDP,0.02966508936691139,0.0030520801130422986,0.03377548794239018,0.050591852483393936,0.01586432926069331,0.04638725543210123,0.05920673532227751,-0.058567695042307806,0.02196634518646553,-0.02268920754565923
TNFSF18,,-0.00583852699204126,,,,,-0.004092917417794178,,0.008612576539473164,0.027763823848516257
IL36G,,,,0.0687924972896412,,,,,,
RTN4,-0.026556085613390158,-0.033599957660911416,-0.051113042706879226,-0.05992930350649254,0.08539471841995251,-0.13268226202646458,-0.04401443536118761,0.001941611178457239,0.026335732465170944,-0.11604299636973453
HEBP1,0.006050662612401009,-0.0017784243027727364,0.07272234397875231,0.014831648327701943,0.057306139555444384,0.03591655373769425,-0.024669628649151606,0.003721831938247074,0.02649697048635286,0.029587308613024072
WNT7B,0.03282405461516045,0.05723335050094788,-0.012031755257001857,-0.021343241050231963,-0.04946916870579874,-0.03810730175444907,-0.04849045392031842,-0.028986520561750675,-0.023814366566691263,0.025687955955533134
PTMA,0.027028431761400563,-0.04806452581205071,0.04484217665094963,0.08304943389022756,-0.06132418527223256,-0.0491397577481013,-0.014462044660678372,-0.018580612360628898,-0.01356956594417609,-0.012253729679043087
FASLG,,,,,,,,,0.042895706452792684,
CEACAM1,-0.022160493972939604,0.06326275049381458,,,-0.01861413106746728,-0.018461213567076522,-0.007589604075351627,-0.019238775268105975,-0.05055971818399871,
PDAP1,0.030229938135674702,0.03359554521151462,0.0321272755255361,0.07104896305198742,-0.04932787138898885,-0.03887084737709368,0.03541945559002262,0.019695935825541463,0.018109521667599233,0.010755686241544942
QDPR,-0.0016486222480402981,0.003869812198607075,0.006789321892794853,0.056283219502485105,-0.0018045887142363328,0.02520885493686761,-0.01062529269762445,0.014623512398631654,0.0508230722396526,-0.10118525103003431
POMC,-0.016594668291225027,-0.02343747640879166,-0.032360647682215714,-0.04160448421368656,-0.026644437840531564,0.08361940489917681,0.04605515306407153,-0.031472109024758436,0.030432631484549767,-0.04542552505005237
CCL18,,,,,-0.02799391677442504,0.18690581802194223,,-0.017523970485274244,,
CCL17,-0.027541116022866567,-0.025192251270736297,0.004359458346018483,0.11811857036165235,0.05367548976933308,-0.026649920768611675,0.02910829907537101,,0.028616996322740965,
VEGFD,-0.0019101496501926346,0.058148991464121266,-0.01092341820984107,-0.0012204310258335201,,0.1384087653180258,0.019841908658665915,,,
TNFSF13,-0.018997245444195794,,,,0.11301288002698848,0.00016024912621956735,0.07145014250027411,-0.02160385519458941,-0.010756179518813214,0.0179553225880518
WNT5A,0.05080631172997635,0.010211276250346799,0.029309866222570192,-0.04410417590746863,0.06269905381511741,-0.03335811034251717,0.0017823637635388193,0.08704033352237807,0.060083216943221746,0.030161708544217753
CXCL8,0.04189758313090471,0.07391806112361471,-0.010172362003018142,0.006443703596841889,0.026521210100206374,-0.00037878881032128253,0.03236199333180949,0.014249155811874633,-0.005424744828739944,0.04634405830694022
GRN,-0.0219653637230224,-0.03052846812004141,-0.021443627397020288,-0.01991470130212397,-0.009331464019245502,0.009251477357239964,0.05799268034917363,0.008004959417565802,0.038073226313429465,-0.04494734701585135
MIA,-0.015749120062093665,0.07512242635781596,-0.012423087763239344,0.01310864434507839,0.023013359630114014,0.09281351137059733,0.011228409707715013,0.04131888252391175,0.023236906030317313,0.1005197504986038
COL4A4,0.012593989452289341,-0.015217101710930705,-0.020869799466846306,0.014422409855379787,0.09605995777247356,-0.0295592894961695,0.002824588059503691,0.009822233244589057,-0.04599942109384914,-0.009498076302882944
TAC1,0.0556052752330812,-0.08843317265091624,-0.03406563887711632,-0.02819094359643863,,,,-0.03319236812773141,0.036129014871390176,-0.02310046890463162
RARRES2,0.03949270795745112,-0.031205014439092887,-0.0020449970294611117,0.06511646397096596,0.04142232149723608,0.07377739855716707,0.00613080063995898,0.03214600952353802,0.0798379679879555,0.06832826522083711
FGF7,-0.0241858522772851,0.008150540941542704,-0.009451194361767373,0.021305825818177426,-0.05182499212335372,0.006860548533406117,0.015425230817891223,-0.0037454961736210343,0.07814940893645525,0.06599371173774132
EFNA2,,,,,,-0.017546148014285893,,,,
HBEGF,0.041073702135010805,0.054333999868029864,-0.01762885457194889,-0.04079450991420803,0.07186233213519602,-0.025711045700523585,0.026444590985631653,-0.012850976092437964,0.0697756993943566,0.11481699505693628
CSF3,-0.032826608905698815,,,,0.039682464474697234,-0.02161392168145738,,-0.027581412337864836,0.020855619301470528,0.0451182757808336
PI3,0.03577110049618672,,,,0.04454560414613215,-0.008276321146530626,-0.010324736107342818,-0.010469219832072066,-0.019302948421516267,0.04846398294107828
PCSK1N,-0.03749191911580369,-0.00043751368364742307,-0.05461705036356236,0.024054315319465145,-0.011619441464031032,-0.07938058324582985,-0.019312664790175453,0.03455963336471313,0.07296843515664474,-0.12012954645241519
