,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
ADA,-0.035741646123861756,-0.0021353789773983028,0.06849186975200959,0.02356239257627527,0.043293737864183786,-0.039293292764675636,0.29034948446875486,0.1315288156980831,-0.003499970572551699,0.08776770078801464,0.04554319795786595,0.024462266145038665,0.024498780991312696,-0.01492019841068782,0.09668622756161036
LAMC3,0.021552504519778283,0.001536598525360553,-0.02592053178674978,0.05502746629302988,0.023220132334451766,-0.011412818907642537,0.08624196451069716,0.1427997366637121,0.040128299496160896,-0.029647155552583033,0.06775175926017003,0.040401921236574045,0.06524817709075921,0.004434065727013882,0.12416688498984545
CCL7,,-0.0209884860940997,,,-0.01136832619381843,0.052584360162648,,,,,,-0.019951610663117236,,,-0.02679785359800899
NGF,-0.03962166495004089,0.04185022734695355,,,-0.02604773891687647,0.007386256458384336,0.021884609398922186,,,,-0.03289476680662234,-0.02304251306869992,0.027031243268354797,0.02521711105073271,-0.000456209807768016
TNFSF15,-0.04901694446195033,,,,-0.012659187234528465,0.029550453868062154,0.011027671847755884,,,,0.07555902606115403,0.02390875915728166,,0.0020626355816352354,0.09893995340830876
HMGB1,0.012138221413831203,0.020472145448741333,0.005049285161621403,0.0469494333098077,0.0641913381712909,0.029726199567803594,0.04170526864877948,0.16076983622711738,-0.061067011872868206,0.00323777185116324,-0.09492198509111574,0.01727573024129675,0.11156279196614854,-0.006359754757228211,-0.08514700948319612
ITGB3BP,0.06332152993767501,-0.011718400802851558,0.014612415407305707,0.04034791215131308,0.00985865935461793,0.009007035219566173,0.09776491071518897,0.09355028625890074,0.03544780724807435,-0.05042586134047619,0.04438855863494123,0.00943021519913987,0.03430802469986782,-0.04471462871142385,0.0670622117840831
AANAT,-0.04234837132036959,-0.03045110014732,,,-0.01151856691320347,0.03167244648975574,,-0.027240581303622256,0.08943438212415603,-0.016852965937183627,,-0.017503192196324766,0.06265642238693733,,-0.02835324663555953
RELN,-0.03988129671996164,-0.03650643618712074,-0.06536617863971464,0.0825270168632006,0.008410742084552223,0.00952179011666551,0.029193054630414494,-0.06038110514717614,-0.02434263915157526,0.09186007548712923,0.09920087511468566,,,-0.02229912152227986,
IL15,0.0032430288746107907,0.05011745409786331,0.03123271278649326,,0.013907953952551353,0.0750063766627102,0.054683547149690856,0.04256816283091982,-0.0053300893627733275,0.005770764600909503,0.11484192544760294,-0.004009807972362917,0.015110270810103014,-0.010769701361617237,0.09474578929930476
UTS2,,,,,,,,0.1833202832026722,,,,-0.014905249171594947,,,
BSG,0.06254495526960706,0.0085043549923978,-0.039844106057268965,0.027906828424733333,-0.023665857487719235,0.0042262700824819985,0.05922533762658702,0.02049559565313009,0.0519197238439604,-0.01780434686646681,0.04063033847963942,0.03925689793455315,0.02770719437700044,-0.07658517329763313,0.09996596630619894
ADAMTS3,0.13670316425117196,0.02170643562873725,-0.010647662935016839,,-0.04891185412815391,0.01627146699562144,-0.02523042580640746,0.2099423705401682,-0.048603506770322304,0.025772724132764487,,0.04759263746508386,0.027789784984509035,0.04541515440278006,0.042715828884440234
CD34,-0.04818363320521152,0.03449314664228189,0.008292223226761203,0.030636471075120613,0.07973944999461761,0.028141599317360926,0.05688100119971997,0.06586916147951588,0.041384489455378995,-0.006915440203690106,0.102303481737442,0.06796567209543444,0.008835995198558981,-0.024824023455022236,0.05445879483309754
CCL23,,,,,,,,0.1183439306962827,,,,,,,
PLAT,0.12384223902094851,0.00011074702007580627,0.05220680387797723,0.04545125742994109,0.004741122662748965,-0.025561458058825065,0.08075675002305822,0.15363781660531464,0.12584840861415397,-0.02964180850899897,0.09104888908232629,0.024206266495134438,-0.014019337455432072,-0.029123867482270832,0.021149969299888865
NTF3,,,,,,,,,,,,0.034673635923808,0.01816445946553634,-0.017807259253077752,
LTA,,,0.03488689498750074,,0.06457823985781048,,,,0.07134344099235969,-0.01563034890474049,,,,,-0.015261067800086072
CKLF,-0.0186250252918048,0.01630803373228426,0.03078426815906379,-0.02497421916801219,0.015785740564380146,-0.053212223728283346,0.032985703628854245,0.16807435099364124,0.052483024388779,-0.061233955478983304,0.05433008014110132,0.006696500733380027,-0.009706855502137096,0.05939515267663159,0.04822842009785468
CD24,-0.028643460790999664,0.01767312107301021,0.05860550491842172,-0.03247476715005322,0.02362577052330651,0.007537236849813176,0.07282439344796866,-0.015845661089799776,-0.03602524758974135,0.046316362953058354,-0.020587929475211292,0.02622693676359359,-0.03913581753300573,0.032153076149759444,0.005460466956236512
HSP90AA1,0.02741628478624809,-0.02498534325911221,0.011155656077130212,-0.05109199157219786,-0.05710681877567998,-0.045157847486609906,-0.06479106067592476,-0.14073339861826345,0.02912246428413067,-0.011900005172538029,-0.010721726223649362,0.011475393429979495,-0.0024264269820833823,-0.031916382208083974,-0.11667301684681518
BMP4,-0.013686334814934465,-0.03167584567980743,-0.0051808446376904755,0.09919089844847973,-0.015176584590185331,-0.025637364237003205,0.16006313399413474,0.0017553399334950042,0.029546235433157608,-0.013318671638445422,0.011174329107953664,4.1615713669535246e-05,-0.021082947087188938,0.017311140240554718,0.04935954958970324
SCGB3A1,,-0.020988483995279136,,-0.013670242237498496,,0.13491155094067167,-0.01999557370751189,,,-0.010906650763008513,-0.023153499852876038,-0.03036719488130452,-0.03493331291906728,0.010581388688026076,-0.025091774239464543
IGFBP4,0.048573901838930914,0.04646606472978263,0.02720199254853985,0.03346479529742822,0.03100205892919107,0.04175264148500616,0.1028149175504545,0.13366385962898877,0.06369768570315157,0.006890167200803012,0.15059712897347582,0.05622289154125353,0.07107801563535301,-0.06442894795915002,0.09597309140273438
RSPO4,-0.02080941288513622,,-0.019499185046213004,,0.018839512058230586,-0.02005367934390681,,,-0.03209993681107989,-0.02168175464529122,0.054445546877568335,,,-0.011697479803129228,0.008994277039955766
LEFTY2,-0.01259837920847216,0.0011455895196889306,-0.0037405439440072147,0.09585742510070205,-0.03255647787336786,-0.02083639989045936,0.15620246534314597,0.14803493268841722,0.05025363306539081,-0.019295491168881008,,-0.01693665811149874,-0.020983093670298214,-0.03511221789052946,0.02951712220316878
PF4,,-0.02177218300060766,-0.024539530137782158,,-0.009918640634725775,,,,,,,,-0.016726489806007695,,-0.015585719286842728
ANGPTL2,-0.04371024256570377,0.013790076186936189,0.05345594925689853,0.014853300391720494,-0.04904204735784183,-0.019272353666742487,0.11030936654652825,0.10951309494549985,-0.02074216722577348,0.008203143614695112,0.04002922349745633,-0.09084461239424298,0.024490561529185433,-0.02188299389454483,0.05355802368867608
LRIG2,-0.043228393344939095,0.014271628220100595,0.054962350001128084,0.03687176244280645,-0.0021145877005042907,0.07053282066694326,0.10559185678430219,0.09999774011222493,0.07193346993926053,0.0667896083534104,-0.010334814925039728,0.04387332852524712,0.004544717951645576,0.02086298491358653,0.010633491658743156
ICOSLG,-0.007798320111366985,0.039132615558967195,-0.019732173872779785,0.1084464392451035,0.034828422518062646,-0.013984390505675667,0.05598681192883369,0.17494389980668493,-0.005623703403261164,0.016269057483940388,-0.05636942481194361,0.04218993737006582,0.03560645541570284,0.017075070959788975,0.04887416092698484
WIF1,-0.046040251177798495,-0.002467006518139531,,-0.017166340343887032,,-0.041077842000912704,-0.06157010214812321,-0.09600838114908698,-0.030646210550777164,0.03324745342167511,,,,-0.024001318553733324,
NPPC,0.028800532913623143,-0.03954347032344462,,-0.027450528293169563,0.06181802306286109,-0.06976571641082077,-1.7796964470958115e-05,0.023892054689223233,-0.03949522786721145,-0.00129664710700123,-0.013185285498267156,0.045509012151163666,0.03737136708383367,-0.015148337039926124,
LYZ,-0.01191812586023134,0.0809599714524665,0.031070109107328953,0.06311762511901067,0.004767286743722173,0.018831972698137592,0.01377679252789665,0.10605321608356584,-0.05692485293174182,-0.025669474327046936,0.06570150167585805,-0.01521299556892796,0.013631923329877671,-0.014739379296064253,0.057306598631334756
EREG,,,,-0.05035130226045648,,0.0198733984035084,,,,,,0.01742454118246341,0.17455712289727535,-0.03215807641744996,-0.04325062175098094
SPTAN1,0.010255165294932667,0.005210988206403184,-0.06059900277682882,-0.014347820137787359,0.02672678444938359,0.006920245651227709,0.026604416209058578,-0.05869228423588766,-0.05345173076776199,0.05283175631965235,0.0854185831597489,-0.005247865217244024,-0.0443731887512339,0.026241068849734733,0.01319402344523843
PTH2,,,,,,,,,,,,,,0.025811803358784094,
LIPC,-0.02348130981101831,-0.0011065428713016355,0.03709385713174537,,0.1124482884041805,-0.026417660622022103,0.04092464156896401,0.028306408033815438,-0.007241834050360378,-0.024553816463075757,-0.06475002488497618,,,,0.10393577735426343
COL8A1,0.11240753058036837,-0.0007133845589648974,0.0006872105288555939,0.0942383240904382,0.0240962601844363,0.0012457853568442756,0.1388450148151091,0.05497579492204727,0.05411256434772578,0.03542350128824628,-0.024073668136038808,-0.02228151653064144,0.0005453984993497652,0.01769141929064985,-0.019577463118995976
GSTM2,-0.016590305321963143,0.054899819468208294,-0.01220269455656109,-0.053626540698948726,-0.04372384279949234,0.0132055352455288,-0.013246154132612372,-0.00044080732917169943,0.010437178176622517,0.015410036912571156,-0.04657723589796507,0.017592911918708754,-0.033770076784647406,0.02665727430669524,0.008055157634445639
SPX,0.012017254081927756,0.025016315775158702,0.03329828598291387,,-0.02920750600199909,-0.015901287780571545,-0.027009143049526205,-0.0399379941110554,-0.06989919988353907,0.016035070916054082,,-0.020116132929615543,0.019799678877956913,0.05232376099134253,0.0360848423732999
MFGE8,0.05247569277189068,0.008189205319494084,0.048119885829019216,0.0014122548689142467,0.015334166570447562,-0.032999243115930214,0.09427471740367381,0.03816230778067489,-0.004971572385222496,0.010439274727658748,0.0886387514787441,-0.04272597887572,0.03799239192456967,-0.031267946576701594,0.09186018737634558
TGFA,0.06944993036547507,0.04455033923698947,0.011242882204278873,0.026396620023178195,-0.031641441930775296,0.03572037427380459,0.0764124162336819,0.07283761729098151,0.09497755986606274,-0.004941245681252481,-0.04270647391463233,0.03030674265371084,-0.022890339934459488,-0.02901784124843538,0.07859649201181541
SLIT2,-0.0917072923815345,0.08280790229817697,0.03221632157240897,-0.0117376919446677,-0.033757910816217776,0.010151151838105941,0.08978617498410499,-0.0577283299863821,-0.022618425772788206,-0.016079453958603253,0.10745137930780976,-0.002641108876811258,0.11108745518864435,-0.007051618076281119,0.06440243222944601
PLTP,0.0210223835416504,0.050756364648122256,-0.008505989873789182,0.01201573349509141,-0.024430932358779255,-0.0056190628352504515,0.04066645535551529,0.1504859127007861,-0.0027150212672194638,-0.023433076891445657,0.043748841814140904,0.057020091553100866,0.058757097423053205,0.0046448332479267235,0.032530877658645166
APOD,0.02789144745253516,-0.007552759851201815,-0.04283269096413641,-9.173385956377995e-05,-0.034415175612396084,-0.0014371373360339103,-0.007540098601267191,0.09438835808657936,-0.03616652220920957,0.008278187056234917,0.05135850058774005,-0.06320731516049481,0.013557075132306211,0.003612226892902691,0.050411719182199666
B2M,-0.0023417704474147987,0.04818987462601623,-0.015968317165409716,0.0803401378100457,0.0005721762681323971,-0.019691381248623265,0.1070655301671827,0.19611966869761188,-0.023508831304722578,-0.06852108177297736,0.1300952022000443,0.03863047784138525,0.0808520622423109,-0.0520896313105436,0.043833033808399396
OMG,-0.025428468419937855,0.002026631366680446,-0.029424914648272227,-0.00023970590815949557,0.03969164610594334,-0.009758435221447776,-0.022745034360455378,-0.03749092267824793,-0.12390951459916659,0.03470761723129828,0.008079283296990886,-0.057116999563227626,-0.024042364150829016,0.051005238847773055,0.020047220152477608
CXCL3,0.041680809393194976,0.06612830254366364,-0.0439178661836668,0.014617947109586788,-0.007775379380984048,-0.0273037526395463,,-0.014666274042358903,0.05620490442931343,-0.011256681654859017,,0.038845570446726804,0.03688121833680609,-0.021864705331482888,0.06931365977674225
CXCL10,0.03203304525536657,-0.010750550110396375,-0.02624285485370935,,-0.03308579990156281,-0.018849606118066634,0.10127717079495739,0.16697641517246037,0.010092962434927924,-0.01788822940798308,0.03843114242235342,0.00046408083344288883,-0.02243507178051656,-0.035279371611950223,0.027923935468029945
RSPO3,,0.05626334090996691,,0.05866274905113658,0.013368116960253263,-0.03279940743657791,0.01970709344160579,0.004801019585079373,-0.04592451671635801,-0.011763015378040621,,0.029857436876364128,0.03809862386187225,-0.01440261626090712,0.09986067504115037
CORT,-0.054267086792771355,0.018867552429066202,0.04497121043353129,0.0151864549546564,0.03233392058461007,-0.01659516621460804,-0.03603845733418561,-0.027237047026861614,-0.026523374036688547,0.16871184309796022,,-0.022750116095439143,-0.01750342143967749,-0.025723744937546967,
NCAN,0.06903680652022239,-0.03720714957396119,-0.03835541082347975,0.03070990071923223,0.025114896110558713,-0.025539696144469853,0.059558058077826756,0.1232045443385421,0.09222394098041245,-0.0006007129210667541,0.02381562496446399,-0.01982906932130774,-0.012585613920956567,0.04533001203552933,0.06685076943784467
PRG4,0.08592025511206007,0.07069077004145612,,0.02108929668238513,-0.011368327965403312,-0.02329885226506972,,0.04433576656502345,0.017448011912574706,-0.013752909475102222,,0.01792112717194008,0.007326634220175013,-0.01892009628816286,0.09553587105022388
ZG16B,,0.016812122393285577,0.03916439407518778,,-0.013194334947417152,,,0.006102369501285377,0.017162947531669765,,,,,,0.05773500314795438
TGM2,0.03930776397128821,0.0330061086989354,0.010391696590565441,0.060913128357237785,0.06951564523092806,0.007655796810775303,0.09277576767417695,0.014420650700274396,0.022286100792699538,0.06711449355791224,0.12202110741236527,-0.006296139067296639,0.050697946439333536,-0.02977190120824548,0.11344210108378817
VEGFC,0.014576534985740028,-0.013470508854216873,0.04511142603277635,0.011028678775584904,-0.02026140441484158,0.02454363949122388,-0.0199963833865163,-0.0015988110920768517,0.01179642192552259,-0.014035392308433857,0.18489355716938471,-0.02567657675239637,0.02435027348007722,-0.00928992097325375,0.005821796243027091
WNT6,0.09495405326800546,0.0066763730840780355,0.044294537672975774,-0.020419025705391527,-0.015723861394621737,-0.007093213988451175,-0.016066598818304103,0.016330264450070325,-0.015261008129759713,-0.01224938166262871,,0.06310410321287749,-0.019211875591571403,0.04019559138358307,0.03368065556229804
NRG4,-0.001358892781748199,-0.01933113254668362,,0.12048430857032319,-0.013835775187984392,-0.009126197359694502,0.05413854118316811,-0.0058344351008302675,-0.02449053047516331,0.06572049783787004,-0.032577696556338895,,,0.05588638403334493,-0.02719458438525933
PMCH,,0.009200253386589351,,,-0.019170814452934174,,,,-0.025173013473441953,,,-0.020279438859969967,0.04136899642721528,0.10972383246250961,-0.020834385285691266
COL9A1,0.028159599288968475,0.041240149995337684,-0.01851515548219878,0.014797035460505911,0.005724241421894061,-0.01499422889791504,0.15250185433906738,0.09116444167026057,0.010697368004354134,-0.018657695088020662,0.0016638977045412588,0.015911811155248107,-0.035211495868624536,0.10430989434020321,0.09224006350964147
GDF11,0.006058565599147656,0.03372857814181529,-0.0010145086019639575,0.054681653748949836,-0.012691727449844816,0.03294815153083622,0.05581784139402443,0.13224511523289467,0.01723352115201773,0.06442048735271946,0.03727657836303218,-0.02837186500729817,0.01570488559100128,0.022070524003490095,0.06053280486854747
RAET1E,,,,,,,,,,,,,,,0.027661977343426927
IL24,,,,,,,,,,,,-0.015119860941768759,0.15806222811465548,,
SORBS1,-0.01572119682709063,0.02557347510406293,-0.025260781341778636,0.05120830186238569,-0.015921728753323563,0.06392988242778748,0.013289858346580535,0.016248108756489948,0.007349058612099737,0.05214863023493924,-0.04192836254087749,0.016505130282519626,0.009478352719498106,0.032267378468127515,-0.00453842411274331
DLL1,-0.03149478947390335,0.013122708149835021,0.02965346008704321,0.07264741516102145,-0.024064711739636077,0.03733587405058619,0.09139646850279375,0.08604872553275936,-0.04058451266407547,0.08420249220048961,0.09679195792615769,-0.050722416799559175,-0.04381934789955177,0.020432113100731727,0.10110345956628686
TLN1,0.09292626312561202,0.04759310473458273,0.06426436701409725,-0.03300837137920121,0.04397577610467594,0.02867198756563758,0.11346087777143056,0.14104145166143273,0.08731118235153046,-0.005807830538850089,0.0035980786400900654,0.05075937989924309,0.02411502557491885,-0.03865654430945163,0.08106370199234983
COL2A1,-0.0514100751982761,-0.006783880736377283,,,,0.08767296373584253,-0.01740616028731394,0.043814469546295594,,-0.0114278429103798,,-0.033053998118193546,0.0871585741331151,-0.04135448205160972,-0.039577307360606065
SHH,,,,,-0.011813559277099045,-0.036213262507529285,0.15339235013568714,-0.013488015650721615,0.05867031716105882,-0.01090664980969934,,-0.014718666399307878,-0.056415057447413264,0.009751228459269845,0.008784640920398669
PON2,0.04940757926792962,0.003095732567041877,-0.03533693201941768,0.10028452903204668,0.001530901402115654,0.03833881796457052,0.017895769865907938,0.12637344443498,-0.000511983413742211,-0.006592552366497539,-0.05952715762491613,-0.019651821069015703,-0.004057426324157534,0.001357401342290403,-0.05349080182312812
ICAM5,-0.0743181753657791,0.06496849777392188,-0.015188671613462719,0.06701213222177933,-0.018412270614666784,-0.025939418922203316,-0.012136630811647897,-0.05124010573459133,-0.020459119157486275,-0.02130009793413072,,-0.030877372643380592,0.008661209765009982,0.020383064211512772,0.14001257725998886
HPX,0.017450077726680707,0.0063064646764979465,,0.0460866017872384,-0.0287439968674526,0.005791048202935163,0.23540767308210053,0.062173992471801956,0.023671356394355303,0.038178891926122345,-0.0192108914110327,-0.025480117622203553,0.00688889975105835,-0.009953600903319718,0.17326848790767407
SFRP2,0.0013891419243246337,0.03693086262629202,,,0.008007767561584356,,-0.027168198817189296,-0.02854426793477038,0.08370981938880875,0.04125638899518707,,-0.03264479079778459,0.07895491137972728,-0.03955481610776671,0.08391964848173902
CFC1,,,,,,,-0.013790750734517515,,-0.03414594914899673,,,,,,
CD70,,0.07690360668667309,,,0.030505326474176173,,,,-0.0010494468228103998,,-0.03535625923182552,0.08646574734219485,0.06258442775376434,0.006248425183693433,0.0021016159493959905
HP,-0.010455043201925916,-0.008311187178593128,,0.07218802260588304,0.011135468184344702,0.030748569733998067,,0.08986304798499363,-0.002782744394962989,0.0006357658269335509,0.04906320458099114,0.08611329226591906,0.04220805460588964,-0.02259642093658989,0.003237108493893633
CXCL2,0.0356008132327312,0.07327654050572181,0.006742227436430372,0.0581501699078691,-0.05000581897887737,0.004803415081130942,0.06360634857757237,0.003957548248114833,0.041781707181011124,-0.021586881326594497,-0.03209426344539067,0.014129231438383183,0.07344312056688952,0.006078296651267983,0.10892119192460513
NPPB,,-0.02707717571617772,,-0.032248459913466886,-0.002068584617216559,,,,-0.0007936178236030805,-0.01403539332926819,,0.07762344006388203,-0.004107002298239374,-0.02933957792583222,0.019020284641198527
CCK,-0.06298763118613497,0.028926156358521093,-0.015887925950786107,-0.007077682163048522,-0.005943859763615108,-0.09886061567923002,-0.0680769876254877,-0.1420015084483611,-0.1363196198747365,0.013994765749324373,,-0.030534372179638475,-0.027165710072123858,0.03450451661691726,0.13695226565470078
SEMA6A,0.07823592150178696,-0.014607457777944815,-0.0006139374068727536,0.04720828905596509,-0.027946332755663158,0.023571861715820597,0.02237295958651106,0.11757171293352381,0.024394737742542378,-0.022946663353911437,-0.04153574778859985,-0.03890976121727388,0.03984265310547224,0.04024118293532906,-0.019522000291925783
