,UKF248,UKF259,UKF260,UKF269,UKF334,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,,0.01964045307259546,,,-0.0027371504324671713,
BMP1,0.07238325303293429,-0.03120424166665547,0.06984932293272228,-0.051675672447654544,-0.01761229658007519,0.016164251502944534,0.10681856826109569,0.001955073945768642
NDP,-0.03550852834653628,-0.042143996866490514,-0.01670297115870456,-0.03180747216967038,-0.01738843713741041,-0.02982671967146085,-0.011187482906246403,-0.14159342869785962
TNFSF18,-0.03557822514887973,,,-0.017865398574592187,,,-0.02494907125759257,-0.029753370646857846
IL36G,,,,,-0.015968598585268053,,,
RTN4,-0.02081460652339877,-0.08005494035739026,-0.004330596839554667,0.022687180601780384,-0.0192346820090558,-0.007113976641358444,0.03475364200617714,-0.09908434638057567
HEBP1,0.01950636447045177,0.05185849833092063,-0.003331183649335186,0.02525410142900801,-0.0018862735600848283,0.005754954404926205,0.0506338638606382,0.020985395961913136
WNT7B,0.00043864098089409394,0.06521868825588312,0.035723772794972054,0.03355333011551567,-0.017551330088858376,-0.034870370073204114,-0.01027510568383097,0.12851102388342647
PTMA,-0.007266454913833396,0.08803978518560722,0.06606934895869176,0.05443301456047247,0.0030014575647906608,-0.007345868042463103,0.005883710071511204,0.08388805203292901
FASLG,,,,,,,-0.019099847617492616,
CEACAM1,-0.022644565261201902,0.011459536497781425,-0.01734562530939672,-0.023509846987144502,,-0.016893070866904305,0.03787517562214015,
PDAP1,-0.025577436498456653,-0.020461152572312694,-0.012491970174902623,-0.01613222324806698,0.03975908575114758,0.007541044822094543,0.015960561006719057,0.004596907874667789
QDPR,-0.04372037975227561,-0.00509880002286376,-0.059726908328504066,-0.036856187879927324,-0.058748612884815005,0.022532480075140197,-0.04436255622578578,-0.12435637596646001
POMC,0.03488410591210685,-0.021906817647274885,0.010109788993963137,-0.01646767294431478,0.06747831201183507,0.04296424654424658,0.019789188065275402,0.020200533889002843
CCL18,-0.028258277896260627,,,,,-0.0006715074777778457,,
CCL17,,0.0019940244239011213,,,-0.014587768156002491,-0.024386208333802093,-0.017311866577651193,
VEGFD,-0.003627871907914844,0.1413668489931871,-0.01659531221866704,0.01834484124516027,-0.01563416296464355,-0.016893070866904305,,
TNFSF13,0.01031205456116611,0.0024227905934749916,,,,-0.02650697472090541,-0.028208241625491154,-0.0015295177223275905
WNT5A,0.052159828104307804,-0.03963074471154532,-0.030572505587956853,-0.06141153288016361,0.017615548031416205,0.02567782815637312,-0.008242665257938481,0.13357511973644687
CXCL8,-0.0011965978561786653,0.21054307249045653,0.05393691809802807,-0.029714855854564664,0.15185887644444035,-0.05338304543658753,0.0403296698124811,0.19252186355251466
GRN,0.002013255149392933,-0.0930366582101654,0.06562648721335848,-0.025303339905696113,0.07045265508997536,0.04497861585621653,0.03876585718416247,-0.11541268622409333
MIA,-0.04896137520262338,0.09477908817395303,0.020908355159908666,-0.03436713240090366,0.10599421913332112,-0.005339986549312645,-0.014607524134005878,0.07277317220131369
COL4A4,0.006922656299375827,0.0008761296008921543,0.031279481187365905,-0.011855474844561223,-0.02077014593081974,0.04766258281842904,-0.009336194759563966,0.05530405412303804
TAC1,0.024348093316043765,-0.020963911515888042,-0.02248876135360362,0.023354762812062002,-0.036809045412379685,,-0.022758208961009163,-0.07027763182009567
RARRES2,0.02287159101848016,-0.04615422919301676,0.04168006330434487,-0.039694311769138305,0.014937182338493971,-0.0640273398477548,-0.005938604432849654,0.11585348221107893
FGF7,,0.046677712938676175,0.002880923234841771,-0.03378629821241586,-0.002650231197259011,-0.005312460450548833,0.002700006671656199,-0.046074728116951215
EFNA2,,,,,,-0.01605573332270715,,
HBEGF,0.022445180145540904,0.025826037307176992,0.14911006362453938,-0.025109191446791072,0.01799570425239141,-0.042218622348653916,0.050229061667364745,0.10898097358534407
CSF3,,0.34953858813320576,0.01813878187564104,-0.012542864195990955,,-0.019797973068111426,0.073366419231275,0.3088925157522767
PI3,0.016231235185797915,0.19790647011932963,-0.020607463869107837,-0.0141234306325742,,-0.06205089436765901,0.00615893139615286,0.1035275392528653
PCSK1N,0.014195584357454955,-0.09105773000376712,0.013470135425447047,0.01564072704737997,-0.11315440512767921,0.023733329708605352,-0.006774993641904761,-0.15418826088921053
NTS,,,0.0245127178812703,-0.015416688895125472,,-0.019560864262791276,0.03691028775961289,
SFRP1,0.03334807662406741,-0.005903051439129802,-0.018932377317970636,0.026792488673378356,0.01737212977620886,-0.03390820670945343,-0.026364084770026656,0.024935971423659317
CXCL13,,,-0.01876222769961181,,,-0.041251755914776776,,-0.030865732928981912
MICA,0.047641197126719007,0.11391572675625308,0.010834284630145649,-0.0010716706390732716,0.08779386672796279,0.02938530010895571,0.022221727242958813,-0.004574137736492839
TG,-0.014366853370009772,-0.008717469065203796,-0.031078177498894105,-0.015138114899896127,0.07211741411529797,-0.024091342663399858,0.01064190334424146,0.06162813712789616
ADA,0.017261465138514714,-0.031018954970854096,-0.0479515226616175,-0.019768358365838033,-0.007242582418689578,0.05618653722723998,0.03012598625881005,0.01271922430748658
LAMC3,0.03643467249651152,-0.04733244521127859,-0.01585068636351734,-0.02746388587603647,0.0036471009695922263,0.0541489730467347,-0.018554585956161045,0.014298474473809166
CCL7,-0.017974651938187515,-0.015774365285776998,-0.0248752499138617,,,,0.13753433279117638,0.08240160417547604
NGF,0.046861378359430425,0.08652207299995218,0.030099489470346377,,,-0.015839917254917315,0.08036201773564985,0.02780182553229902
TNFSF15,,-0.017565527260035844,0.06144867970534345,,,,0.052173171853945544,0.04818265995546853
HMGB1,-0.021389718821624725,-0.09924946171037345,-0.013549741729634638,0.015162242669154578,-0.03764686413306405,0.028372627939866727,0.0011296244257603405,-0.11046732816089563
ITGB3BP,-0.0405191848066579,0.0015394992897694404,0.052518377121196474,-0.03457729820123547,-0.0323634760187068,-0.0043322766918499804,-0.008671978387577087,0.03144721381906827
AANAT,-0.013144146484262638,-0.015982835024239132,-0.01659531458774138,0.09087984647363101,0.01558796192835256,-0.021606668427088496,-0.02020842809867768,-0.023234799408850197
RELN,-0.03252419513847572,-0.027742622325424092,-0.04267976518885079,0.0823759321349273,-0.02166357087192897,,,-0.06666795333131685
IL15,0.03881264358086251,-0.015401562877949884,-0.010557284875460819,0.039055075040785606,-0.01814850428916526,0.03348952737687319,0.025631757122458076,0.07207322251933891
UTS2,,,,-0.03732087113396385,,,,
BSG,-0.05029774530329688,0.0006898195724301397,-0.01616629488395383,0.04019019500234174,0.01755033960748724,-0.00846778113077476,0.031225655119796504,0.025542541519963487
ADAMTS3,0.009913548766571148,0.011101781288419054,0.10268782609435834,-0.018781050445746808,0.052241815604048385,-0.010066863169607334,0.020777702228039496,0.003742458912911121
CD34,0.008632865286333995,-0.03335402195463652,0.026077714165964532,-0.03875190853247409,0.01746598481622531,0.0645304628069565,0.018811208429251054,-0.07214968533513909
CCL23,,,,0.10525118896026962,,,,
