,MGH258,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
PI3,,0.06531472657983876,,-0.0470046352536405,-0.07955943126221096,,-0.0184275572539186,,0.0233425463471942,,-0.16074839220596895,-0.1401205755848343,0.057570192341323316,-0.03595702754450612
PCSK1N,0.032575659148114736,-0.009096585620554574,-0.0030649940212075675,0.10909767276911227,0.06336433785901935,-0.07009245349077839,0.012023770683483597,0.02612080122474714,0.05974145169347219,-0.04812459802466867,0.008020787496673787,-0.02539686236611504,0.03877144345363846,-0.045679226672827276
NTS,,,,,-0.045108132237170265,-0.017831396795221277,-0.020114936991692915,,,,-0.0013399817529370997,0.02957977713097557,-0.03954382299962702,-0.008039712570585862
SFRP1,0.01729585966197349,0.010557559835985098,0.016356512036098232,,-0.034326045869762,0.02761263389891651,0.012329811201486096,0.06841560315243542,0.034091195717820155,-0.06659438505461261,0.03189241149259652,0.04320439405900047,0.010660389820956318,0.011518564442373543
CXCL13,,,0.07741840948067424,-0.019288790906283184,-0.03401754982056464,,,,,,0.08871653659486926,-0.010993263666587953,0.06859405159013969,
MICA,-0.030365726649702187,-0.005608833474895383,0.011052008554525478,-0.02032849447983326,-0.0354793826542946,0.03232904254098503,0.01655185783622288,0.061790300506927694,-0.06885980117461815,0.004618272331632878,0.0202720035524172,0.005311969945359364,0.07386674580786307,0.0424860677518281
TG,-0.018495816564220398,0.09885908643402135,0.02294128349387222,,0.045044803815006605,-0.02058213249459015,-0.019751467351766916,0.02805472059620109,0.09318374649386289,-0.012949667335047297,0.02281772194295138,0.06255488484957086,0.06283567166945464,-0.03227509645210311
ADA,-0.011742284611950028,-0.009547061414985734,0.005961204950968069,-0.05241429397352878,0.006676855724502322,0.10552028194481818,0.053734089615890254,0.12992996300581458,0.022225097219260064,0.1129429716204084,0.07554863611899318,0.010090573045982076,0.017326395044671775,0.13539118598476663
LAMC3,0.06861283541264328,0.06133318977400093,-0.017171848366686716,0.16916506220827107,0.03912475638139431,0.06303596838840282,0.06144953676697075,0.0014696366355410528,-0.048533997218120316,0.009373885279007656,0.0853822627255846,0.05573641843932077,0.03565405638246814,0.12169350049825357
CCL7,,-0.01592352802876096,,,-0.04510099050025357,,,,,,-0.010770341659479644,,,-0.01734249464442623
NGF,,-0.027339906877531038,,,-0.03184592981567352,0.1099690688460886,,,,-0.02248665310363678,-0.011575346725479194,0.028884807231807502,0.05751566359802696,-0.008615232854569976
TNFSF15,,,,,0.009979666903882516,0.05384671222395549,,,,-0.05016283146412493,0.009974577233791002,,0.017441726644354807,0.10643198956478168
HMGB1,-0.0020000675775911996,-0.010375830412039986,-0.06980919773377865,0.12366931961250131,-0.03102109896627147,0.11247637013683905,0.07349086854125025,0.013613222286332875,-0.13326545943872492,-0.030628918889346882,-0.132283261976434,-0.0627992473545225,0.04205426296120252,-0.1042651082285911
ITGB3BP,0.009597303789660498,-0.016424202536929822,-0.023409258287356283,0.02816800545552537,0.07167383212267706,0.16255873172524432,0.07286040576797154,-0.025624111862007318,-0.053707556912767906,0.016071327980067263,-0.021481250800413108,-0.026645959810670607,-0.04208396351397641,0.022687526363551477
AANAT,,0.021758576014897744,,,0.05862533649072548,,0.19391101087066787,0.09849481889405917,0.0013667421419474017,,-0.042270710902079435,0.08672849027065871,,0.0038641424545202818
RELN,-0.015333522295644723,0.016588981810935467,0.03035762800841338,-0.029915407809895,-0.003625331191240186,0.05077854353445511,-0.043316205496370205,-0.011439227295749472,,0.06852843949979591,,,-0.03889230477847727,
IL15,0.021333922019136267,0.07155634252947057,-0.004801257132010115,,0.031679221868187044,-0.016969503160874075,0.004827466275216534,-0.020723280967927252,-0.03296533051472397,-0.012636898134354958,0.00831116193321297,0.03036532577402035,0.003502726365273372,0.0824490840715178
UTS2,,,,,,,0.0035973861626022,,-0.0004002274119012085,,0.06550000602037612,,,
BSG,0.08440157937740289,0.016859001328184398,0.022488828708528225,0.008617989775394883,0.005732261409509576,0.014371813699405434,-0.020886541005346013,-0.002261183793971357,0.04674548632788893,0.0006080988664042904,0.10075291762709529,0.028827153603817088,0.0003930036275281498,-0.02254363734033496
ADAMTS3,-0.007333215396633589,-0.02267119929131115,0.018616584321544387,,0.006542023947088002,0.025977491383042537,0.03456482283982144,-0.034435404688448065,-0.014762686231742306,,0.05964474061987001,-0.0068077587738308715,-0.056146847638424646,-0.0016408913224633637
CD34,-0.025187807596873314,0.06198847133315052,0.0049544081198478985,0.09413767516115379,0.08740676024850345,0.08238005365834186,0.08812810282896165,-0.01058964482454212,-0.023192586544428278,-0.006922141925059122,0.06523975525892906,0.08984087628021893,0.080898189201603,0.13769121955363653
CCL23,,,,,,,-0.016796760636477708,,,,,,,
PLAT,0.0715480478256646,0.014988030813877395,0.003684225469479821,0.08130207225950782,0.054592554717649774,0.07595693290830668,0.07781777512916072,0.037469249466457875,0.03923390116588144,0.052206239982084894,0.12236578289038763,0.08673926181832073,0.08365663119161663,0.1238409832143831
NTF3,,,,,,,,,,,0.06464995486803989,0.11676457152415451,0.020307630423458088,
LTA,,,-0.011880543069957662,,,,,0.04344697412310017,,,,,,0.008744591486267524
CKLF,-0.0631719485119188,0.012998836516083372,-0.05306946672409103,0.05329394144382699,0.05799158781298749,0.09047127239958498,0.0752759853915442,0.04367258898510358,-0.03158126677667238,0.09266758664923218,0.04479488927837387,0.06712910782572176,0.015989891869178603,-0.022470498178085708
CD24,-0.0309985737557868,0.002612767987918065,0.034702046726143354,0.03231512932548699,0.12035196784270472,0.03414443346589455,0.09306491449526663,-0.0014021056378283774,0.11243403435745852,-0.09632828996787286,-0.0022222984796582816,0.053006644278189415,-0.051526224430038785,-0.06235694453294264
HSP90AA1,-0.06707258340544774,0.008786187368074443,-0.06588914567792785,-0.05191620680884727,-0.015052001793496403,-0.11781148924547113,-0.06661616894976334,-0.02397505708886058,-0.09836956018325468,-0.010849622787473206,-0.15693431423181173,-0.20820802733997518,0.02738177506198529,-0.12945749754814967
BMP4,-0.019034880381877225,0.05298915747475291,-0.012594072091657523,0.05130982786835407,0.05372560006873363,0.13441263931003147,0.006527626045228728,0.060532517059603067,-0.004472323923385238,0.04451496407435128,0.07384669132996273,0.07087695496691183,0.022072809277976033,0.06674579772686291
SCGB3A1,,-0.01592352643642943,,-0.02839455961298988,-0.014903532490638492,0.012771307468095587,,0.008505001196785591,-0.03968691344570514,-0.04783264953589377,0.0659713832829818,0.07992942053102589,0.022030148603836227,0.10590239645323109
IGFBP4,0.061976978780552916,0.05327040986956105,-0.04189921088867574,0.03533281264328132,0.01550366062190526,0.0914051773515703,0.04462751967726189,0.04570168528896532,-0.046441758915476535,-0.01782192797213625,-0.02885013769384633,-0.006983152883891595,0.11394581475562895,0.1583684907610019
RSPO4,,,0.0802446818007427,,-0.003916157893419728,,,-0.004410344751525398,,-0.043735965173500466,,,-0.025788158306835424,-0.032570251686816654
LEFTY2,-0.018312943277387982,0.06058457133378438,-0.012026454214786427,0.014767431231400409,-0.005669669143051672,0.06639796089150238,0.054812318008921036,0.027317116319518827,0.018186216898252585,,0.06928127313290211,0.027015628504229273,-0.03472607155386356,0.06291743094074646
PF4,,-0.016518102577915365,-0.010806968656815864,,,,,,,,,-0.02795838199762984,,0.04212155580255463
ANGPTL2,0.020680130434471252,0.07126417891187682,-0.026469267674196422,0.10070677435799051,0.012114825190507618,0.06788372836789261,0.05890366969626894,0.04169673810599262,0.23938681561125247,-0.038389589712225294,0.117251109439453,0.07978632846782689,-0.000747759082261687,0.08900188015659226
LRIG2,-0.0071626208861126205,0.011116448718017053,-0.02910215575573539,0.02234142135904743,0.014835561534823374,0.07065915746066775,0.06293874235923914,-0.013180616783207654,0.037519848764661926,-0.04242130637521602,0.03522995800719008,0.03742625823711834,-0.021340051780724095,-0.03189347295008527
ICOSLG,-0.007119064543357351,0.046556615855030105,0.005526147900243045,0.055825890085856686,-0.0762579139104255,0.058055138210593556,0.01975905109819308,0.024944018141029423,0.023063064747546373,0.008592123383825232,0.028554378529685103,0.14793581512858084,0.05125448336331004,0.10889657036342375
WIF1,,0.01708687853700135,,-0.011879547911852459,0.07569735655174273,-0.06183251055909123,-0.03429491315501673,-0.04018928772204565,,,,,-0.04186113768403198,
NPPC,-0.013991173610327558,-0.04939904414841296,,-0.02134104611638157,0.0011312958088427413,-0.005305932717286679,-0.019588720035724972,0.0012386215159458714,-0.0495801125780528,0.0066765923069335474,0.041189668547307094,0.030531070876739803,-0.011823955633335582,
LYZ,-0.028883863948757565,0.05542077605145148,-0.005503022153070551,-0.05839229257389892,-0.05733135884138819,0.013007574329952759,0.019650743068649508,-0.004098618311578635,0.031439338680709035,-0.06149660827895942,0.07154788669006908,0.05288815496474876,-0.07096732908196718,0.06365565233046824
EREG,,,,0.022342543867072108,-0.03825625827027317,,,,,,0.061866310590434036,0.046363116728874415,0.011400505862506852,0.05578778500948812
SPTAN1,-0.012208627555732715,0.031075593944876367,0.019785454619306347,0.10436463798207272,-0.03560879374790918,-0.020946126129465042,-0.02124888735135098,0.03369077372462617,0.08003930966717619,-0.06864936965254348,0.05336080861347094,0.03336300587673352,-0.04390951171522494,-0.01306987370231249
PTH2,,,,,,,,,,,,,-0.015266447016339332,
LIPC,-0.02368018190681221,-0.020222499252602232,-0.016265065402337797,,-0.020963428654308062,-0.02631534819488538,0.023505446566469988,-0.022454942150499917,0.17547698468176937,-0.006107591901877829,,,,-0.0037541955923455768
COL8A1,-0.031551557212330474,0.022484073926936625,0.017987990562618583,-0.0023257985687816208,-0.02483800403632097,0.03552721879068628,0.004774499782216717,0.08513109732097628,-0.013187730833806208,-0.0018465872904759757,0.1666919625190185,0.12527559372309383,0.029234076942741938,-0.01653979742452324
GSTM2,0.08991762672064339,0.05359078093397098,0.0041434849802838665,-0.044202473478319466,0.031486414548018156,-0.01434999991043231,0.09731748090271153,0.03560439814319301,0.04616152969716529,0.03422842084291382,0.06468342677693789,0.05909078791105728,-0.035278704230350275,-0.028879434122645965
IL4,,,,,,,,,-0.03416928868358036,,,,,
SPX,-0.0474141617613343,-0.03270669761283349,0.0013609129822378177,,0.010568977625230605,-0.024123167538624358,-0.035377062081039384,-0.024316749187452028,,,-0.008268688196457373,0.05985429837899024,-0.07940691059161888,-0.043455129473376305
MFGE8,0.06749636628070198,0.009214637484109318,0.01012877330610281,0.0028763991779919536,-0.027697055893768887,0.05361338246674016,-0.0004736520123339887,0.011102118173300961,0.024917299649728723,-0.0019365882371911918,0.10396118589799354,0.03623584971928329,0.05368540734989691,0.15524005339009686
TGFA,-0.012685192455078738,-0.0014860498445957375,-0.0031915549012137014,-0.003245501584357693,0.10635446831222499,0.08065682468524132,0.01509209564430147,-0.0034017956042641053,0.001357655672729014,0.06313643420002012,0.03072325348178135,0.0072734249457162324,0.014684391587990182,-0.03303256110666276
SLIT2,-0.019034877336010912,0.05667034080415854,-0.0054583752846670205,0.028222066764776926,-0.07924493247182801,0.0424671656067257,-0.00961153582968291,0.015447056326185102,-0.05244898762668851,-0.03642139852151442,0.019657603755648668,0.06655736063267427,-0.025010633866675028,0.0030951327311502025
PLTP,0.013730974489498438,0.027896269738667993,-0.052253252506782276,0.06752533669164117,-0.04172798813313664,0.029581045702422,0.030914998591693464,-0.004744088861167522,0.1301961442309402,0.05130172133402853,-0.04836216287387074,-0.0807318628446831,0.14605512931181835,0.018241710615206574
APOD,-0.09350271279659043,-0.0212447238847951,0.013382821322547535,0.12651453575706087,0.11774086530216309,-0.006079168021047409,0.06658639376384305,0.048044694556822476,0.024964663131087323,-0.03363391687155505,0.20456780823011406,0.14819158851975867,-0.013322818516144091,-0.023631095131518374
B2M,-0.01611159073716983,0.07927193552498929,-0.09662046957965165,0.0770520501130287,-0.06464828307442684,0.07820090989300976,0.06586174848388712,0.06286109492768233,0.18083639840117785,0.07593265205551761,-0.0007761558719878234,0.039051691557222344,0.13714688115083107,0.10439665726785625
OMG,-0.04772581613025475,-0.0193798370794623,0.09538119999275252,0.07058159918434737,0.13091596168632527,0.016750560166901098,0.05316149157611928,0.028558958115923894,0.060820199252217204,0.05728312519100426,0.16475983822105056,0.10246686879693441,-0.020120603482550497,-0.010228215737961182
CXCL3,-0.014894739741234753,0.07078423235370164,0.006885906437942627,-0.050016831354660764,-0.07013571361381861,,-0.019381740277615234,-0.014924516843320598,0.039535843705854126,,-0.04313021937672755,-0.040189277750193125,0.025012894805954342,0.0319631819659117
CXCL10,0.050840893252702364,0.012090577043778729,0.020211845684973292,,-0.00937421141983564,0.05518914685057696,0.02496870150709886,0.03389977733955745,0.007005173653604635,0.042300218738359326,-0.04975586368813574,0.044347136106406296,-0.03488734312825695,0.036023087823265285
RSPO3,,-0.021630087419756947,,0.05509167735677336,-0.030525137190811163,0.011897705189528622,0.057788210089545114,-0.01559583245938434,,,0.07678284666921766,0.07890170538043498,0.042444415008007344,-0.017599240904735615
CORT,0.084699458865469,-0.0004804801025415188,-0.01930056167418446,0.025386335821261426,-0.0009094904695798278,0.01863726256594517,-0.04195259788641512,-0.007876028989868486,,,0.08365256703411775,0.006272112002903336,-0.01720289021338575,
NCAN,0.017556634070195365,0.030875332059404403,0.0949152490737514,0.11341301699066805,0.11052504912362382,0.02104097871864606,0.01670759530318364,-0.004704753605865403,-0.0865007918566802,0.022359828814272013,0.17479912806267295,0.12182610943783798,-0.12403666287369029,-0.009680475435191332
PRG4,,0.004130307589212256,,0.02551576213049105,-0.0020468806764120423,,-0.020998349138067383,0.019676678830971437,,,-0.0029132980539619373,0.04701793205031167,-0.0045781789155024885,-0.008292677929923224
ZG16B,,-0.006371139682990002,-0.013004430336672887,,,,0.044200400835080894,,,,,,,-0.0031045212620673507
TGM2,-0.005022725974907163,0.0625007190564646,-0.03131780085084899,-0.04882328891337112,-0.07184901205625929,0.024226671654025367,0.019831417258082018,0.052714956533599665,-0.06721060641846599,0.030417670693067896,0.04295183814381348,0.011661257002717411,0.07326391921892293,0.07266840851190279
VEGFC,-0.01849582162549041,-0.01913182975868692,-0.01669818934671882,-0.03949879141240298,0.04739760169213741,-0.023138171746940203,-0.013728675077483467,0.03608738640613213,0.09946757414564097,0.01628580288665167,-0.015566755501593211,-0.01791726509097763,0.026473039967487445,0.06905004465096673
WNT6,,0.0021996886064007777,0.09702005263967212,0.032834803793310906,0.03739200565006602,0.06633742113451917,-0.020649126762449486,-0.016240674521096628,-0.043328981343081406,,0.014802978478816365,0.03264029651137211,-0.03961225940191022,-0.026502324027979935
NRG4,,0.008873713146662753,,0.0836100952893142,0.04725649428908766,0.04835188956865716,-0.0261547759502281,0.02584137483241964,,-0.03490648006279318,,,-0.05335966163624566,-0.017599242877190634
PMCH,,-0.01690350219502661,,,,,,,,,-0.04897542617889908,0.010707827084403279,-0.022329983435254712,0.029628516146615002
COL9A1,0.047504089227195755,0.04573848552067744,0.08628360539599221,-0.03610330179143113,0.006933141401445894,0.15367275852054157,0.06531070897209768,-0.02473704890450612,0.08426196152809891,-0.05927010211609281,0.08425557700327245,0.07440283171842615,0.06130016207263275,-0.02587428267240275
GDF11,0.0019637981770823606,-0.009604133786212336,-0.01612695356396235,0.010584229085994327,0.05445722416720089,0.1110627490979237,0.02045522512130632,-0.013147612358452434,0.11798723277271397,-0.045009822703692554,0.047356120805427566,-0.039760074541326004,0.05384444814316592,0.018710528691625355
RAET1E,,,,,,,,,,,,,,0.10871234261548361
IL24,,,,,,,,,,,0.029770106477379897,-0.03844665626728426,,
SORBS1,-0.010961071061529586,0.04535562185902408,-0.004518453315539645,0.056586428255360456,0.013730564860633962,-0.07482985633234103,-0.010613618392153717,-0.0067662758338644605,0.10390764232978786,0.0857352539853029,0.06958826833702214,0.06669442483355277,0.06532871495813292,-0.04514080772942806
DLL1,-0.03707198024212777,0.005721886244702931,0.04716014677645543,0.03427126529967854,0.05509554881706003,0.024239281296501908,0.04247728009138008,0.022639208605188532,-0.03711707870301793,0.006033960573039873,0.16275057657838377,0.08500414161009001,0.006795867334541826,0.07057271197784876
TLN1,0.012100792796925898,0.020016993919638144,-0.037123142237809464,-0.02205497735275292,0.05178070486954218,0.1392687061505932,0.07859201243275976,0.038230391390629434,-0.026498701296101535,0.06361838585882358,-0.029526128970715333,-0.07415493099959464,0.031331895663189266,0.1335629470742574
COL2A1,-0.017372305526537395,0.010047351027561694,,,-0.025604885751871257,-0.018856673119102895,-0.01938174687343626,-0.015151448644295993,,,-0.03135297236135353,-0.06660135420767467,-0.03975947127612965,0.11878952318920326
SHH,,,,,-0.06491011775881679,0.05031055015445397,-0.015236408047921176,0.009131130753946528,-0.022379111874577997,,0.10554152452266259,0.10691325351738835,0.021555079819637092,-0.006533073703797741
PON2,0.016664720176316435,0.04975419176962502,0.08146648685629265,0.11391853180458227,0.09297608536646709,-0.043530492553080675,0.033882147343700146,0.05800603828975094,0.04779808232286004,-0.022698072543533527,0.1679838540484499,0.13207479197871788,0.12401298662733455,-0.07436011184537382
ICAM5,,0.05940902853578414,-0.015480747927029545,-0.028394561622469946,-0.01355042990672508,-0.01125428753489446,-0.027467321351873325,-0.028240442443807714,,,-0.02344860875936141,-0.008762729906813108,-0.0022839096395486373,0.03986706695524238
HPX,-0.019732891048321453,0.005244482188217206,,-0.026564260910958554,0.052334666433034076,0.0691017584238889,0.08115823595682223,0.027212296385095907,0.015032180471076368,-0.024326522891401706,-0.03234879029623237,0.1008615969334953,-0.05551763150163647,-0.007769614155281126
SFRP2,,-0.021170370832475985,,,,-0.03189163548438614,-0.015468435596373287,0.04432527352376687,-0.034169308795086534,,0.014406408215820588,0.049835605314880085,0.048202606755094864,0.08855534318727516
CFC1,,,,,,0.020348976274373584,,,,,,,,
CD70,,-0.03867774348215452,,,,,,,,-0.037883665465308164,0.0841345062691634,0.006254599462378237,0.026009809542181978,-0.011489078177977598
HP,-0.034470520635743525,-0.015363501103569184,,0.07928318991473887,-0.062040680877904826,,-0.03022442260395643,0.03061960529480042,0.15817494435935786,0.07789479773028782,-0.024488884328713257,-0.041710871820224385,0.07450955405983307,-0.026326542439615894
CXCL2,-0.05321903247474182,0.05095902767848621,-0.018984895130209057,-0.04929753332775254,-0.0366380988192388,0.04114480872330605,0.05769458598868477,-0.01660083202700754,0.13356143384974317,-0.034388489227565606,0.01194295040346843,0.03609443784752185,0.05556427353800085,0.029108993610988364
NPPB,,0.013250531567326874,,-0.05038826776893889,,,,0.08925286107662897,,,-0.056763252977301636,-0.030005285929596014,-0.04346924527433397,-0.017852471867351578
CCK,0.036613967437770574,0.03533895375894281,0.0034959516223608323,0.05919585480306474,0.005664968700391721,-0.09801548655483854,-0.04344215794228245,0.012102692148641863,,,0.06446302424725858,0.07845050714790475,-0.02304744787525418,0.04781314328919757
SEMA6A,-0.010596207286416161,-0.03005991507175537,0.03852152777449472,0.005151314273621017,0.012168872391808118,0.05640298660735449,0.00012496730888299196,0.01774525902035978,0.04684822351540861,0.08459239313587037,0.04380338421257552,0.01416796090543476,-0.020308482123065512,-0.10109555465668112
IRAK4,0.02616679773714299,0.04647814285928587,0.026392656060474667,0.028335899865204243,0.04510731833133821,0.10309359637173568,-0.06116094379499385,0.01018173298404785,-0.022308113033444155,-0.04851439600026365,0.015282534730297467,0.009881770238583922,0.02792345541887939,0.029063982665754277
GSTP1,0.010444710584048294,-0.021078653972916726,0.03539187720218566,0.03330715439042191,0.07665098770652402,0.09778815858417557,0.07899194418778686,0.04273291346295211,0.1304501703110311,0.017628630074602164,0.07728525006324519,0.1566088449041006,-0.01639677906394991,0.02471834233913862
VCAM1,-0.04365086867178255,-0.03085054759228261,0.021493008849483883,0.006152896352515303,-0.07017542902143936,0.05343445250173538,0.08245972169895716,0.043251362716502206,-0.07202383668164859,0.04879828463379665,0.08711441839941193,0.027489076989752732,0.02625392848647319,0.028523901007944306
NXPH3,0.05969631153871341,-0.021620580967153545,-0.027678215236824507,0.0577930192526633,0.010889251942069033,0.19899896444665646,0.0715868914189373,-0.04949014083204193,-0.01070983441016245,-0.06955370756862415,0.12164856865561254,0.07004940304083851,0.01894055121210405,0.015819896275175178
MTMR4,-0.0450815199899879,0.05385487090346536,-0.025323793508721583,0.03683243485710612,0.04439997171627886,0.010071942749419643,0.06128818558712209,0.0036985305213415275,0.01723733181773176,0.03954162746608224,0.0075576671629329914,0.01892488547785395,0.00943987646588305,-0.02508302152242982
LAMC2,,0.1085689308464525,,,,0.00772264773728207,,,,-0.03490650098939525,-0.04489173561999436,0.02079342068285971,0.05623284147734155,0.10567915213804308
IL10,-0.019211526841720967,0.017698007175050098,-0.017225751642394125,-0.008638125205785444,-0.006182783135022307,,0.03512200961067854,0.06345707230597683,0.03621512423399785,-0.060793429406328155,-0.007576462794174195,0.005648877777064008,0.013247181935265933,0.023775850293731547
SEMA4D,0.0059539998026826866,0.05594566313850768,0.024835335800464334,0.08777361331670236,-0.011518372063784877,-0.006103417182495205,0.01174155772996274,0.06682162649227506,0.043461240698816565,0.07553087720559315,0.07626552033101246,0.08119146887869795,-0.010927226812987316,0.03641270116379139
TRH,-0.01698271349953127,-0.013264749241147858,,0.030680236024640418,-0.009849601479824811,0.1041887007860289,0.10925133460885601,0.0032208657670048527,0.09234970522413812,,0.031465634535473165,0.04694069978608677,0.02897550010142989,-0.019995965704513015
