,MGH258,UKF243,UKF251,UKF259,UKF260,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1
RSPO4,,0.05499137440964092,-0.029100611012337966,0.005905596069107134,-0.015370771089886395,,0.03921714319798597,,0.0037951754386409734,,,0.0414368641891746
LEFTY2,-0.023118152107210927,0.12407055139229056,-0.018222041227051254,0.008030987837321557,0.09293392901580766,-0.017471832654487564,0.07795681471111497,0.012129562956551017,,-0.003515674998860565,-0.016829261308192435,-0.016330790609418933
PF4,,,-0.016374321548726447,-0.009429180805492078,,,,,,,-0.01341529862741731,-0.026087086849040708
ANGPTL2,-0.03568637740333187,0.09210854519534312,0.029538766711288304,-0.03566047733329935,-0.027459347468010643,-0.028862263585426196,0.042311613294530724,0.06165156315942942,-0.0009619679896147341,0.03283350076376222,0.01430281101161926,-0.05815577622706708
LRIG2,-0.03852033167321217,-0.011472169876074675,-0.00989887260518986,0.06898270391860939,0.014625367556627081,0.010447590240137562,0.06698425674199208,0.013070575270437616,-0.052946794559028065,0.02017435092132128,0.010373294692677573,-0.021967078720080517
ICOSLG,0.016074740472168905,0.13308081328032192,0.05873957793528012,-0.007683330700376589,-0.02514299877089977,0.0026901704200942744,-0.048250028354043906,0.013462441191129288,0.07866593300392521,-0.0077319278684370414,0.02664311305576312,0.03565677823825648
WIF1,,-0.020092767058291945,,,0.03030083225650811,,-0.0029398798562159153,,,,,
NPPC,-0.018108056939464788,-0.019289306710269773,,-0.01462698472589195,-0.012994553283938271,,0.03568400120508455,-0.02926702993070853,0.10204432764394138,0.07926579985862717,0.086943806525844,
LYZ,-0.026311538511934685,0.07577327112267503,0.008915627249293775,0.021167606669497734,0.0052952062100775936,0.012639238840187826,0.03982414446904959,0.03166910158804554,-0.0047955208352374185,0.10539831061140455,0.06627493477129891,0.00028285123961267457
EREG,,,,,-0.02163032193854291,0.05625431500454609,,,,,-0.04262768697020805,0.0017851870489485292
SPTAN1,-0.00041875580750395046,-0.0025664464925057432,0.0017401621945782857,-0.0011555573429394327,0.03669876461714362,0.05867466244059212,-0.011781713493075548,0.05428538073283813,-0.05865389779579422,0.08684048301699109,-0.06118337580902285,0.05670381578209323
LIPC,-0.02989372265047455,0.08643824021643878,-0.024644229049463662,-0.016944940167893812,-0.01488143629919984,0.0193113508484093,-0.033626917237398954,0.01640080482188144,-0.006093119992768153,0.19776398830739378,,0.04729566345155366
COL8A1,0.030898458419880048,0.03229107636463723,0.017584958251952842,0.01840239649316847,-0.07001343097532238,-0.011784994546297063,0.0024419778251762035,0.01692887458271516,0.07429858322080655,0.07576250230665983,-0.00978943492155646,-0.05054619162764688
GSTM2,0.05358438309646561,0.02964096515970117,-0.01778613251388168,0.01769902139699896,-0.030132656541705247,0.05681030430375599,0.023109275351880187,0.06792088410361742,0.17367224338646634,-0.017266606480993537,-0.03016514395325979,-0.05026738509388345
SPX,0.0067260137681292185,-0.020876052284470564,0.02787056075295774,0.08443132147319499,0.06434023968313893,,-0.058287792883287615,-0.038799062389504625,,0.06071923353167566,-0.016656807970454546,0.13907423371741337
MFGE8,0.017841977578907826,0.06172565447969722,0.03249252980500326,-0.03177008164217373,0.03804299589676487,0.004816319376319015,0.03772329354980202,0.03603282787119598,-0.0880127869978896,0.015035855251400825,0.030743634090604332,-0.04291274140701198
TGFA,-0.01531222496663577,-0.024308979998016622,-0.05755892029824884,0.03250105486669537,-0.07178604375184704,0.002263887686063039,-0.003125162573199161,0.05570863463031561,-0.008964891137741609,-0.00027837564032947475,-0.019735963583261833,0.008635966946106351
SLIT2,-0.024029517425489873,0.00757372412027896,-0.042695533441926135,0.005405483162545374,0.000296787137771004,-0.033838406468802616,-0.048150453429307155,0.07348084731150942,0.0293711474229593,0.0177905299231079,0.08129281525642572,-0.0285737642088755
PLTP,0.013497630613235211,0.0818915569562231,0.015181783358245132,0.0426378034520312,-0.05217600842864094,-0.003452182950982366,-0.006483765734236832,0.022854663652700398,-0.04146617809290901,0.056287249437831116,-0.02746147671476356,-0.03650819061042914
APOD,-0.006118789011244744,-0.023650369180475448,-0.02139685851047317,-0.02121654720872368,-0.018086174356320865,0.0010991709915405803,-0.005994067432833932,-0.14026464668456445,-0.001276128581502255,-0.12590115591121886,0.010039126756121765,-0.05634190974406283
B2M,-0.0016551279202096972,0.040299134675681976,-0.00273361130452192,0.026684379508040125,-0.00991788461288358,0.040110826319165786,0.035501643036827756,0.0858384410673774,-0.016138279973937894,0.13446653339545764,-0.0065884602610113965,-0.11531459695985738
OMG,0.022179678495500645,0.03703436222112876,-0.03446530274306873,-0.05104277923495305,-0.02453090370085761,-0.012938799385612402,-0.033974486639605034,-0.06803081773514638,0.04407416422079753,-0.1353695555263404,0.004618292780676933,0.05882193842621576
CXCL3,-0.018803032026007475,0.03329992006773797,0.004942850113982718,-0.013818611068478967,0.009796747380634588,0.07410050626527825,0.05080294335133668,0.01960569605782368,,,-0.0011387908923549588,0.026992388181610132
CXCL10,-0.018262297853850817,-0.01665143803232614,-0.005846004880154443,0.07264264641593393,-0.0052056735906151515,-0.01763043963121399,-0.024498269372113014,-0.06599397500247163,-0.018470021487031887,0.06114918201370203,-0.01799380450733132,-0.011482409226834153
RSPO3,,,,-0.010950153959546065,0.08175330116991891,,-0.01610967261136209,,,,0.07554211630725564,-0.018591260416058023
CORT,0.036086226023152784,-0.0029756748763005514,-0.029243501388782376,-0.011960107289965546,0.022014764926369678,,-0.010467177307907395,,,,-0.014038428166229688,
NCAN,-0.03667933152875002,0.13327491577189668,-0.0006423847002652527,0.021299802100209517,0.08113311554563933,,0.03786908518132005,-0.1284418044217373,-0.07584715459915746,-0.02334732697051184,0.005548903799507945,0.06671041995623204
PRG4,,-0.03440139665721349,,-0.010807329732930013,-0.010655048393762474,,-0.01883487030980156,,,,0.018147003247350867,-0.020715079529938212
ZG16B,,,-0.01970383468785172,0.010809902227258158,,-0.0068296510631658276,,,,0.030307011454891314,,0.01186901036061414
TGM2,0.08246991108495072,0.07896562750755098,-0.01819590232298892,0.006884312952494891,0.031097823029043896,0.024927071816612495,0.035332037135830024,0.09251884490021707,0.057719799841664816,0.06265658058250266,-0.05422123502656346,-0.03683704300066982
VEGFC,-0.023349016660467518,-0.02468368894834216,0.09245305816535875,-0.019261555351835637,0.005741330809657797,0.015240256044074287,-0.019221735906508837,0.11693903747364666,0.12000844579694984,0.05285362909590961,-0.02812789362335644,-0.024275750923907043
WNT6,,0.061642231985644454,-0.018222041705279673,-0.014947928603371994,-0.014681630876645462,-0.025772957193127808,0.024275148168078388,,,-0.023541440392704414,-0.01077958907445646,-0.027996185193552736
NRG4,,0.028706970287967187,,-0.013153014675710431,0.00826532228273427,,-0.022424396942940676,,-0.0489163403883188,,,-0.018591262499694762
PMCH,,,,-0.002429300271533926,,,,,,,0.0009850100679678405,-0.04008982458701801
COL9A1,0.02692930172244945,-0.03634517335380758,-0.030296458069847303,0.0076043809387504975,-0.008071162689269775,,0.0946976405840295,0.0025030885069682886,-0.015069817512741437,-0.020314133633967318,0.02489495292457041,0.045264266533632795
GDF11,0.11928206692052913,0.018233178162314487,0.020835097029400337,-0.01970766424150298,-0.025781677784859444,6.194822366776302e-05,0.09016681449561302,0.03229005460196449,0.013599270299765348,-0.042379901451677714,0.004288248034783732,0.009502643891244228
RAET1E,,,,,,,,,,,,-0.020394482867681904
IL24,,,,,,-0.014534318083272572,,,,,-0.013201398511391743,
SORBS1,-0.009340328847333046,0.049171837811256,-0.016463748927861472,0.03737054258135285,0.04264392013512676,-0.01843809071824165,0.052624479972285275,-0.023250395688001364,0.005668004218086045,0.025679673137299668,0.05453332370237075,0.052535878346149464
DLL1,0.0004921219512640201,0.054129116830983516,0.0782141993582987,0.022193516273608733,-0.033763902894712323,-0.008588303600034704,0.007119823768353876,0.10466491420171838,0.0458836907469543,-0.054695687100183916,0.055230458263688935,0.0061174127009171134
TLN1,-0.039397193828543495,0.04467189062726059,0.040426781937015197,-0.02334985823247423,-0.08784634661954438,0.008476306560941402,0.03919414863429261,0.042700390005481384,0.04936362044218416,0.021712995645192988,-0.05418708464922101,-0.016906138786173634
COL2A1,-0.021930696531525316,-0.02387975478250216,,,-0.009516574605589467,,-0.015650647561336387,,,,-0.010348598582256029,-0.02705656757787999
SHH,,,,0.141106466170998,-0.02412516049848938,,-0.014936863727053797,0.01996874808072013,,,-0.011130256302846636,-0.02813338157307767
PON2,0.0659111450420371,0.14999016228420917,-0.04378342642204457,-0.0039483165906147805,-0.0350135192510696,-0.0008067497354044819,0.018158687226488696,0.08043843436028457,0.10134561764626543,-0.024893436232496843,0.03778826428231565,0.13191671582520337
ICAM5,,-0.012106982944100413,0.03132615272293442,-0.017503671627895588,0.05098271386377882,-0.013758517878945402,-0.02917088801476622,,,,0.03134857491925594,0.056138005925534
HPX,0.012830478084817775,0.021488341383901526,,-0.02732555332096693,0.01283866563614881,0.01612670467192725,0.06410712874708928,-0.03016259353929979,-0.001352099243582021,0.03272241467372727,0.09423537421709581,-0.02268628487494669
SFRP2,,-0.012507231324280768,,-0.012790424958756243,,0.0901789010966222,-0.02930230408712288,-0.060443624950085525,,0.02873642416634381,0.07192162931282263,0.05643975902757777
CD70,,,,-0.02174008319689911,,0.014682305005358547,,,-0.053088431481049386,,0.00015377262295943094,-0.028364330128743818
HP,-0.01016032009129522,-0.008915125831336546,,-0.015117198137987597,-0.01630621056999055,,-0.01698332263384554,0.00483961326759251,-0.022882050295200573,0.014740278469976283,0.03776105545033257,-0.027810495293442053
CXCL2,-0.020126180764389028,0.05663771931634219,-0.0033687462310490975,0.03990019552649996,-0.02901324574065269,0.06361566358070152,0.015007810180788728,-0.05413555302411576,-0.00829762285508043,,0.026296981685935614,-0.022877120043142737
NPPB,,,,-0.024682156464370046,,,-0.0015192524375192509,,,,-0.006880390020254398,-0.018858765292938003
CCK,-0.030958448433428345,-0.08351465920051619,-0.055092636571692624,0.0741040891492307,0.09891235785367396,,-0.05083651966752204,0.020207850368969865,,-0.03080991450475319,0.022416510818834678,0.09551009556807649
SEMA6A,0.013728509333843075,0.08003313176330985,0.03876251126255944,0.034278440807153525,0.014976855820645561,-0.020103730781407696,-0.011902046504250908,-0.01932816180198343,0.08296951432200644,0.04955413398939638,0.041859185907946676,0.05708181269977501
IRAK4,-0.015354656780358099,-0.03187939618162061,0.06156820771994994,0.020251356102895673,0.004814755674519694,0.04601182918769748,-0.026073916366005485,0.043038656222835384,-0.05781331805255027,0.07129322931144094,0.01776701049315449,0.010220820207286234
GSTP1,-0.053635935024888975,-0.02824222210029495,0.03629119613302034,0.03465354661765736,-0.005987202333101399,0.00532249752947989,0.0881267606925591,0.07521354239949624,0.006738682280620959,-0.049802976201233494,0.07315045775629747,0.09781514649576814
VCAM1,0.0005150293003665992,0.01215401023024788,0.011160443443073287,0.009003883892760495,-0.05386223852366663,0.004118009618036669,0.019302578862053915,-0.03036366882748284,-0.05697910447702011,0.05802135748459273,-0.0004433523353629259,0.06083064448235062
NXPH3,-0.04093070169150117,0.048170079950467876,0.016102948226557612,0.0003065906070680731,-0.03456951777532458,-0.013276751652602737,0.023000333950602657,0.062443492772570025,-0.08415246622131028,0.05084247836735704,0.07423328555943857,0.09871730866284287
MTMR4,0.019209957861722568,0.10199347169814238,0.04537204138266504,0.0739910626988698,-0.08212260837669268,0.05376226497841156,-0.017484709324769077,0.09006731319568509,0.0039871611019072165,0.029725873826240454,0.013115713678506183,0.018743644033081288
LAMC2,,-0.02130484706798589,,-0.025102340373642507,,-0.021111758710464314,,,0.05106795439680387,,-0.01733714048679833,-0.011919413289830167
IL10,-0.024252518724669953,0.07029687718854531,-0.026099825517044616,-0.017649205866280507,0.0419039440932926,0.045600656666541166,-0.01720618765456281,-0.0027058460105968333,0.1495202198031479,0.18346310349503334,0.02264953707355723,-0.006109170110241274
SEMA4D,0.033568337323916154,-0.007825879242785225,0.09024467233546105,0.06651564655491418,0.058965379973340504,0.024873166083271635,-0.01630218687873365,-0.06215746025134396,-0.049208903614997926,-0.07723198945939472,0.07208426076834323,0.015489828018215749
TRH,-0.02143887784330794,-0.026389720158384554,,-0.0043995446882410935,-0.009365030924553808,,0.0036611679855159643,0.040996666479764146,,,0.042733709950867345,-0.02112308182469028
SEMA6D,-0.013233683520534318,0.09970995849703865,-0.007844856857659009,-0.013452786762558672,0.05683157022326723,0.05721205960047261,0.04099874116615834,0.05140437701024941,0.017925546350247526,0.03366930103965781,0.010222012441322849,0.06966433837375063
CEL,,,,,-0.018476230490250163,,,,0.22316121782116766,-0.03422167734511244,-0.021553033618276807,-0.008308133526257647
PDCD1LG2,-0.06508894452496752,0.07426506812174588,0.004264526621359599,-0.03732013161845657,-0.020822334540943566,0.03305105242704142,-0.02943322772825986,0.008533325319061261,0.028968049176871576,0.04353437335298028,0.03812400922072913,0.007232701448016417
SPINT1,0.06959289458939935,-0.0329864012250059,0.019888417824509213,-0.03129556042681619,-0.024979348645759843,-0.02170948946466687,0.016051908537879446,0.10630448894249507,-0.006633797604329119,-0.03496985300823136,0.01714941366065428,0.005334189169849208
CTHRC1,-0.011225359281506966,0.048357112248026045,-0.027335118868066933,-0.044039809226217294,0.04474336462665706,-0.011220057101325996,0.04141648858757546,0.08526403955893273,0.0603310233708596,0.17108232066298212,0.015257571862213982,-0.02378310153196066
PODXL,0.03882341652171635,0.041748455570250344,-0.021544079904798532,0.027647050363735284,-0.01811293698511399,0.03382660871873452,0.02541555432219917,0.08306113256695088,-0.05091569503362974,0.07341319247561805,0.04960628311083465,-0.02772683284657731
JAM3,-0.017667298773295797,0.04923813199590238,-0.000178906461347712,0.005431353590805802,-0.03990966170691459,-0.027899038989836752,0.0047694382712634925,-0.024791722186333593,0.04345605677525999,-0.10476756888515197,0.034142036868385565,-0.08307627133443124
TGFB2,0.014682246928412636,-0.01712173418488291,0.1176954552606316,0.03486368021378445,0.06575709869999047,0.024348604528321712,0.022641845890541253,0.01489171955642029,0.07978466500512671,0.10012091968254033,0.02103276186317869,0.011984645438290899
COL18A1,-0.01975112506062228,0.07760360501864663,-0.020983992930446265,0.014079551135425626,-0.002888668607567125,-0.004709318819780269,0.06085918447385325,0.04809782267868579,0.039027714076912516,0.06263812855733988,-0.01566945606989325,-0.08191853554324525
NODAL,0.03824436921302294,,0.05632131125677509,0.004084849265866239,-0.022555628549862074,,0.026097024879880144,0.03984482187755883,0.0420337962924393,0.0526273302720278,-0.016306836917697805,0.11769682752886947
INHBB,-0.03240847048403487,-0.029111830182154047,-0.024365839789254048,-0.01921694568865594,0.028385285224840517,-0.00964565302477567,-0.024210780354815692,-0.03890212235639918,0.01230345932579558,0.07971196436747735,-0.01610411307721681,0.08328546644310729
LCN1,,,,,,,,0.14804259252939078,,,-0.015399744922756203,-0.02136081004658729
ARF4,0.036555936991067815,0.031242053501965107,0.03798496576756594,-0.024483281382904593,-0.04698246503446297,-0.01001440593062455,-0.006375888498073344,0.13041585256474364,-0.03930672006288927,0.09765032646435083,0.09129456955719532,-0.02446294391530799
CXCL14,-0.03114758223314852,-0.0752490673047418,-0.003095363315113097,-0.024196388370733523,0.09549935307096845,0.07246887644462324,-0.046018135648665956,0.004710392986382393,0.02244134206935609,0.022776008126993576,-0.0050266629637143985,0.06732228163518857
LIF,-0.028957233002194147,-0.04985658397284148,-0.0222096334488379,-0.014796532801531221,-0.004145254573364827,0.05310261789388397,-0.020828664506947304,0.06833342261887977,-0.0717484515675208,0.00895839809188733,-0.059991644231753787,0.005164728807010999
IL17B,,0.020062023836608538,,,,0.010693043043756038,,-0.03208477216791293,0.20731678541067258,,-0.02465740096467079,0.023912890777586123
MMP1,,,,,-0.009365028881599324,-0.0029012498302478833,,0.047432165962136834,,,-0.02538264271917763,-0.02576935379584122
MATN1,,0.06628133593766747,,,,-0.014534320178224723,0.07329714196576416,,0.05023136429240982,,0.07922725558263458,-0.025690181233534493
ADAM28,-0.05495000972745326,0.021039441683826474,0.0015400713734079995,0.01923202723583578,0.03410686744789397,0.006813627244256699,0.01730679582134902,0.11282397235560239,0.04040055149134344,0.07101882031502335,0.008750069465936343,-0.019798797487323945
TCN2,-0.023096726460873813,0.05739683352103644,0.026114476718997335,0.010067400007475307,0.0834852672360663,-0.018750952717067258,-0.02105325336940652,-0.0076958441092989174,0.11580168472077329,-0.026703733619612466,-0.014817336621936846,-0.01708164375712732
THPO,,,,-0.02278399131270588,,,-0.015650647411517272,,0.03841497503901847,0.028731496415770344,,-0.02781050375955988
