,UKF243,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HMGB1,0.006311814500997327,0.04033944262297451,0.014732198279036492,-0.04951392119927135,-0.12527898368886128,-0.01749146902981334,-0.013810837865044926,-0.08411470405122434,0.03679196860091959,-0.06273409691686985,-0.0729463779334308,0.030714310135657036,-0.06345144638735743
ITGB3BP,-0.10005938036157294,0.04003054130319928,-0.003120281040403031,0.005593558442716132,-0.07280311107585011,-0.002190014121313562,0.02699958395629568,0.0853325388894856,-0.103117179721025,0.03473002417299162,-0.0785122053018587,-0.06262763862490897,0.06967997010355025
AANAT,-0.030756245669879397,0.08386468883294718,0.021684927333592875,,0.023602166292885324,-0.019214643291214875,-0.008419514142747215,-0.0379387837284142,-0.021967669739287557,,,0.026630536345124047,
RELN,0.07104531593334798,-0.054910057687792085,0.05896184271693967,0.08336352926933237,0.06888076904788157,0.006839959485129848,0.052911110396153045,0.021127138433896863,0.10233609847217229,0.07952592386424358,-0.05072352841368476,0.021261336121075308,0.07950181915073573
IL15,-0.030176410089879608,0.03135633358613916,0.05105868844127849,0.018367551725312924,-0.051498511680373726,-0.03657810816484244,-0.01176582115361781,-0.07774504208364436,-0.020373998354010336,-0.03219798027753523,0.039326988279245995,-0.0019643649354571455,
UTS2,,,,,-0.08053574355366322,,,,,,,,
BSG,-0.12613312944759433,0.018124646429858126,-0.04818009493274487,0.0272570558701978,0.06840294977982304,-0.07948244761708356,0.022875043894428966,0.19478257655648998,-0.10091436911253085,-0.05641344596588914,-0.15452043424227851,0.06750339280313447,0.017070842110878635
ADAMTS3,-0.01975129927125764,-0.04933374652272341,0.05267592047296095,0.014792969217982394,-0.16651581567050971,0.014603067096776171,0.0386700144395246,0.09363564303198553,-0.033855009712407215,-0.008930567680265547,0.058726662378351877,0.05736675731151495,
CD34,0.08837913327006998,0.009441627264161466,-0.006864318261512322,0.010106810300953761,-0.10728039110868651,-0.022053031949516202,-0.03420804292805432,-0.02927070258258861,0.00815351184901614,-0.0026810152360809,-0.06497747859418643,0.0017014331876406149,-0.06435995614446932
CCL23,,,,,-0.02778016786295556,,,,,,,,
PLAT,0.02427118270075103,0.03879360969538384,0.005040777541352905,-0.01510016657887491,-0.19568022283013234,-0.10794307934273528,-0.025387202179973253,0.02058346626166973,-0.04848900867786357,-0.1307620788488564,-0.07715414152138932,0.07127241737140132,0.1025150688321414
NTF3,,,,,,,0.022079013904930295,,,-0.035277107099607165,,,
LTA,,,,,,-0.018505703968442658,,,-0.020374000868986202,,,,
CKLF,-0.06679943984250342,-0.004885879368955154,0.014881186081419006,-0.03114451718619589,-0.13272453028068976,0.01923685146958091,-0.01233316605927174,-0.12062139946580884,-0.09966890324373223,-0.04023441357291298,-0.006801843458295266,0.06307923202067134,-0.0348905020179152
CD24,-0.10844726254327787,0.006258253984431866,0.009315284007082121,0.00488660451323798,0.010318822100316191,0.09887682901683376,-0.06375463563749935,-0.05812373961802043,-0.02621639962343353,-0.036830654415805325,0.03499876602579769,0.05846323349872927,0.15076709124409252
HSP90AA1,0.1083310333502165,0.005854723453801128,0.14848291704648534,0.05348091652668041,0.20334427771466632,0.05236792395030992,0.00904867243088127,0.22945866858962446,0.16463729138546304,0.003458614805460852,0.1377777776972091,0.09454567286549005,0.044453002785737626
BMP4,0.07879138231944117,-0.03317748561487262,-0.03515204250061308,0.008589724926187028,0.16019529807158583,0.03483667028625126,0.021375435021899553,0.08523606347706203,-0.01736075305735053,0.07031055692640913,,-0.0598389439108697,
SCGB3A1,,-0.005114695261950004,-0.02157086245247069,-0.0020116131683827706,,,-0.024898047685601683,-0.031221950603792226,0.08008044182374853,-0.02741148368141733,,0.033861918261006124,
IGFBP4,0.028958642379413136,-0.02694957820356312,-0.08459492598761055,-0.03196379616524466,-0.13005159727093446,-0.040815798160704915,-0.0012274443983921125,-0.06857098737817777,-0.07024983997559388,-0.07719870074722751,-0.10214082356242718,-0.0068827427829098635,0.13853759830436557
RSPO4,-0.020962466895277976,,-0.02489628172521264,,,0.057610903604223315,-0.024898044043698976,,-0.028261946721504953,-0.018460467690813387,,-0.02720825007249586,
LEFTY2,-0.03511226764893087,0.016062827336772657,-0.038642877709976084,-0.02028912423873898,-0.12450295315220868,0.0035730648210960596,-0.016092846308597624,0.01145616583186369,-0.02515147654337178,-0.01007422859166303,0.0726946245335107,0.13253387594574834,
PF4,,0.1512699970058377,,,,,,,,,,-0.021313761852153182,
ANGPTL2,-0.0075770020886616815,-0.025969450693683598,0.000771096389016515,-0.03514311983227895,-0.15889643571921228,0.0068501425896929325,-0.062483807728546746,-0.1360455628506572,-0.1443865253938755,-0.05208223650051139,-0.06014614185223462,-0.005042158739610693,-0.04483324907492908
LRIG2,-0.06178242632344898,0.03145185100733509,-0.02481934418792165,0.03668510108896824,-0.04318642408442979,-0.06076244093223204,-0.016037932042093708,0.016107646302229075,0.004762084608235506,-0.01324948484415432,-0.00796199022760284,-0.017851522590229738,-0.06788540007692397
ICOSLG,-0.012078357878840646,0.034007161894235305,-0.0403462932697635,-0.009875978881013582,-0.06707402477419049,-0.0008342397713811614,-0.0020527842405025395,-0.08269431663072192,-0.06159518425885164,-0.0012230385875194305,0.058641625965828045,-0.02010352704721274,0.005336827421004009
WIF1,0.22725968430259488,0.017067098040761442,0.11298192009363785,0.0767536237591562,0.1582256563178451,0.09986651054928827,-0.027345749164651236,0.0023883682058905412,0.20113475637075398,-0.01716079283469864,0.07051876432687211,-0.03911029761579488,0.09968798896166857
NPPC,0.016126479757485185,0.047908797794149346,0.04461964476248621,0.06546842871591829,0.03623232100384331,-0.0323988625762207,0.036373027982451886,0.04826273767904508,-0.07199926321224663,-0.04013022816494641,-0.051396460064742605,0.03704511869924018,0.011480927660504642
LYZ,0.026679938281278143,0.02242392711647441,-0.03628088992127756,0.00053670162704105,-0.10635087523195967,0.010194590157771898,0.03126331872896954,-0.15993507168610818,-0.017897973839876312,0.015235712797464069,-0.040884857891671476,-0.029397482326378382,-0.03722855393926616
EREG,,,-0.035034975515531676,,,,,-0.028406093055679354,,0.07730019064321256,,-0.02453845372696721,
SPTAN1,0.11346653919826513,0.023750084622777157,0.07701841119270048,0.12402757739984806,0.09800021654023035,0.0412071884740834,-0.0007557883371822287,0.2335873541148486,0.146322197030587,-0.0276890433429192,0.05449294626565534,0.077899871777391,-0.0071470742230315305
PTH2,,,,,,,,,,-0.029358293584442377,,,
LIPC,0.0013009637342822015,-0.026797826976042674,-0.00863678231070068,0.0526578478602381,-0.03564705172139659,0.05583325916626835,,-0.01647494132757729,-0.020673830361191855,,,0.04736170048428291,
COL8A1,-0.1043573747575071,-0.04240480026911153,0.002765971345050995,-0.015210283076985106,-0.0744794366434828,-0.05356876368899077,-0.010839954274229385,-0.0945962854815546,-0.10901512388723703,0.03700850353343132,0.054683982042976524,0.05864174762721429,
GSTM2,-0.05498065035599316,0.054999382550388956,-0.04880634172510536,-0.02608443912326089,-0.02694503645634038,-0.04019566175698968,-0.025226473590949552,-0.03455640530894794,-0.027978573036007176,0.08024662467068931,0.033699927711321104,-0.05109088558882822,
SPX,0.1034630728276359,0.14268085553469623,0.11810870026000282,-0.01978607090580489,0.09555424238743404,0.1065029738586219,0.028128283901241412,0.12396124333378992,0.16440818080045827,0.08001654389732515,-0.13450374942811164,0.010142065728592758,-0.026478037163957142
MFGE8,-0.08171657188250629,-0.008564665252441338,0.04382100390840171,-0.023232743855401243,-0.02295423840615985,-0.05742110158455143,0.04557238884164199,0.02142264562863303,-0.07252273867130034,-0.09067041576271825,-0.07994269551189707,-0.0595874771356544,-0.011652267890059628
TGFA,-0.15231854160190436,-0.03964992105797581,-0.04990599454219403,0.006635910566738713,-0.12195097464912932,-0.06549876410564776,-0.030231454389977205,-0.10937662872481999,-0.04072449679763854,-0.06371507957813967,-0.060640404082789916,-0.0860970881282174,-0.024284263730208918
SLIT2,0.21357148689822633,0.03725547586859959,0.14747587783945518,0.09821618561310153,0.07460066066681356,0.00892098127014179,0.033282474873782324,0.15908074934439645,0.14998113176541442,-0.01332643053897411,0.08859918294907601,-0.029527411394568884,0.10009125263484599
PLTP,-0.018843982148481674,-0.02213183485461418,-0.0854779431629425,-0.04191256344871625,-0.18759638759465663,0.018280580447742112,-0.04386304761515937,-0.23642960448890918,-0.0027044527654683866,-0.027784845677778957,-0.0990918458925557,0.08727533386044149,0.02925698796343712
APOD,0.11671227532151997,0.03236223208209874,-0.03536933627052923,-0.03716412946113279,-0.158477316586855,0.010811707412975621,-0.03436891491883613,-0.18060017823052693,0.060584782119266135,-0.02398933661825846,0.06551853713022772,-0.012465905154360529,-0.0529950201328419
B2M,0.04297855705732425,0.03089678571714798,-0.09649701262750092,-0.11144067778016933,-0.2566330315549191,0.032415449730851656,-0.08224740790034518,-0.25733318667808625,-0.17406982496397536,0.00904772960908735,-0.07228717550207546,-0.033761054920748906,-0.1586988053789818
OMG,0.14938984674492561,0.09203483168399636,0.041658609108721684,-0.004223272734497654,0.05154514291377274,0.029880730943491515,0.0162149812605847,-0.0024688911344616735,0.07788105396695516,0.0629361891134217,-0.03826271661204306,0.13582743384969448,-0.08629502655463873
CXCL3,-0.0286557597020122,0.020488323958008724,-0.04665555788314268,,-0.03205546652960262,-0.05880462266705958,-0.026635644260673292,-0.002774458768871153,-0.014672970079921991,-0.015591449514773417,0.00928403037261902,-0.07502531081620813,
CXCL10,-0.01078781425521085,0.04493231957752312,0.04254620181318723,0.07426462244424815,-0.16153671668126923,0.015959634600604077,-0.006053653948297893,0.025348498636427675,-0.023317125146984863,0.12502513400691995,,-0.024948865437411084,
RSPO3,,0.05293271254514507,0.11280889539268599,0.04955960762168554,0.06910737929673666,-0.01480780422673155,0.02117447212142319,0.11494448028615542,0.02894029066875366,0.004022481016855683,0.012236661686601999,0.11536150603720403,0.12420597593227474
CORT,0.052833520503397784,-0.004648088432590675,0.16223851612335868,-0.003819163867671964,0.09708484391349742,0.026507832099950827,-0.04137508023499043,0.032376353280825394,0.014026354830208136,-0.00499823404027039,-0.05720218290673188,,0.18689885559418212
NCAN,-0.015019157006242964,0.04014191868908729,0.07637419750498256,-0.03052775434284462,-0.08237492025740127,-0.053762388067873104,-0.0022667952739401755,0.12425810013692987,-0.11516319156880755,0.06222542313372369,-0.03526806430380117,0.11155353966972903,-0.05359564102750576
PRG4,-0.032075556386825375,0.021725282133887688,-0.01725815087971918,,-0.03472917644808364,-0.027505872240210474,,,-0.017926777662131365,-0.0440211981746532,,-0.029665852769601136,
ZG16B,,0.029362063190075206,,,0.10012656540504009,-0.014704461722644587,,,,,,-0.01818282479528858,
TGM2,0.03214379929600749,0.026061586014147497,-0.0009158976188066954,0.03300857275068025,-0.11720154385757255,-0.034143589692396545,-0.04044531595755049,-0.0027067753674524233,0.06407437394687726,0.058826249834376426,-0.09655304367734528,-0.06341541703792455,-0.006598142371348061
VEGFC,-0.02301485211738895,0.003573464988558936,0.01490325607679116,0.03859497880971603,-0.007576970045498259,0.08758479430386229,-0.03225380926593628,-0.04690902382085541,0.01881586350174114,-0.019219385877291377,,-0.026342502341625825,
WNT6,-0.029188963840343116,0.04927194140515437,-0.02378007039159202,-0.03163848273229002,-0.03415159744781519,-0.0238961542879204,,,0.11137162136263912,-0.008400943674962282,,-0.0187883132546149,
NRG4,-0.021752651291232893,-0.019434806995457184,0.004738419475385417,0.04491637132064617,-0.04325739242466783,-0.02824965183354278,-0.04333408934874541,0.06396375590623074,-0.021343241104998675,-0.02437752655526736,,-0.028254741403577643,
PMCH,,-0.02239966096441771,,,,-0.021523259275150763,,,,-0.014035573300032798,,-0.036184262714958004,
COL9A1,-0.03388791649697594,0.09221146805871197,0.017429194151502642,-0.021304785609133115,-0.01205251907421727,0.02042740903490923,-0.0057970402834188715,0.09594942120375297,0.03452645703642631,-0.011750985605459055,,-0.02935284964818318,0.07547537373686483
GDF11,0.045773208151963604,0.010950969422890285,0.023817944839217092,0.005859880150582211,-0.0825895569510902,-0.0451202933754767,-0.05022522597901243,0.014198992688146133,-0.03882933599946416,-0.018018095809367383,-0.022776291003167196,0.045887406718830334,-0.005631428284696841
IL24,,,,,,,,,,,,-0.03158786094696081,
SORBS1,-0.00832280940868204,-0.007797701561229876,0.041574405946463715,-0.029183044849114284,-0.0018689390823848386,0.03120458737877193,-0.02586547200631641,-0.04351737056911568,-0.012487452168693087,0.01639382263366311,0.0637978076957243,-0.01873766261770767,0.06380237907209067
DLL1,0.13652594166548015,-0.0025644057515087984,-0.007477177665168644,0.006046558845214597,-0.08647868170207666,0.03861887886894877,0.02489376430486691,0.009268320623989955,-0.08373833502305976,-0.05884401425924553,-0.0599377279331486,-0.04521678380047684,0.010092907773993307
TLN1,-0.10116602055820678,-0.05532057861679214,-0.08181365072193966,-0.05915684357531168,-0.15522076185037254,-0.06951821011994055,0.020685583372662786,-0.22734116071471683,-0.14191258940219934,0.03860607417903881,-0.03750368656313563,-0.04036697263142741,-0.09032621898720962
COL2A1,0.08204524857419267,0.007446685639315814,-0.015414146828043805,0.00887461661139783,-0.03205547743843315,,,,0.008228298008293194,-0.02956819633409473,,-0.025456005445953167,
SHH,,,0.02730682360176101,0.026733223503677545,0.036260505341429404,-0.008129715387775403,0.04998945017812556,,0.17605709446794746,-0.057158724447015745,,-0.041494674726175226,
PON2,-0.02274030525759474,0.02734956674273633,-0.06840707497512896,0.029794426091855352,-0.16384331519809991,0.0006860661702256583,-0.020863887962636468,-0.09533278111271722,-0.08503081068801194,0.08860761393486792,-0.11048600047034841,0.08774444140797658,0.02212016733020464
ICAM5,0.19292049480937024,-0.03743364192228467,0.11555646107763233,0.05873272399095565,0.061568281310642445,0.07210942715561616,0.010359157866074251,0.1965628755748881,0.09780328685836084,0.06716388768671394,0.12270103364149773,-0.014001234276612678,0.08507481658789394
HPX,0.03507255118549904,0.04033505101203192,-0.0106954464925026,0.031370742933605214,-0.046679453543740736,-0.010014001987280866,-0.024898045147305686,,-0.03613603212779547,-0.029393346311794376,,0.000997227737243159,
SFRP2,0.07328569828106325,-0.028053898160700842,,0.030216159971899016,-0.025583250648422567,0.05465942854379899,0.024808708710306177,-0.07028321433331006,-0.015274297197678522,-0.06458655765251675,-0.0062270973355252465,-0.02922795926096771,-0.028404161093366895
CFC1,,,,0.06369758261155313,,-0.018505705086837944,,0.08803848229077244,,,,-0.02500100046959911,
CD70,,0.03096695448337557,,,,-0.03451961943092968,,,,-0.0237536733287677,,-0.029038898756769033,
HP,0.05247749472837808,0.0069431697240017855,-0.019498767960126975,,-0.05024404212172874,-0.03756673901029009,0.025142071398857456,-0.07409825648287477,-0.0028254558629896374,-0.010042031163095351,,-0.038138684203693825,
CXCL2,0.030390194620201975,0.055323134881771874,-0.053276609534545785,0.04237976279555409,-0.026217223668822887,-0.01320744173794517,-0.00036242081638116017,-0.07119762849352441,-0.0027438726859233603,-0.04566878635144137,0.010154092011770878,-0.04867713255845775,-0.00869708961862659
NPPB,,-0.014613703238441238,,,,-0.016204347976780577,,,0.11308756543777655,-0.020977614938758753,,,
CCK,0.20843259420035973,0.07241047414224983,0.155267888451756,0.03506206371531812,0.255073541934482,0.14439696280647515,0.08318219445929824,0.3169351235910721,0.1894130093724414,0.09584482959798192,0.13227694304803406,0.07085142166809645,0.0149719022747479
SEMA6A,-0.07895949010749904,-0.002938481472007284,0.01343252075243102,-0.033995394881584394,-0.13512777526113087,-0.02784831413907662,0.008550710974473137,-0.09421844498515777,-0.1175888976802646,-0.018333763620052235,0.021390803587755813,0.02911143477955231,-0.06960540329160529
IRAK4,-0.056874938306052336,0.02644204659832909,-0.043015849559424356,-0.04274726140078893,-0.1542752416175674,0.05449324710427641,-0.006359010052637217,-0.030655963991774213,-0.06184732849364132,-0.03816129177707456,-0.07225375738993205,-0.06629460449866317,0.11962672650354018
GSTP1,-0.05660796408493174,0.052997411627668245,-0.08187831107995903,-0.027125727525130632,-0.2129961344880823,-0.005626354412724088,-0.029512390892997085,-0.229807478717896,-0.10265343588675457,-0.018385998956272985,-0.07329047131633322,-0.08208646514663175,0.0255965577329053
VCAM1,-0.04250044181779059,0.0156537899384733,-0.07519073860613491,-0.02512973450748961,-0.2020391342453993,0.038478833075088606,-0.040546096851421874,-0.019955550766399252,-0.0494955786736048,-0.04835148432437208,-0.05992629657400545,-0.038733463421260425,-0.06737057055609473
NXPH3,-0.1078313625500532,0.022006763266283997,0.027793453904996837,0.01423566311036248,-0.03079647469562759,0.04807971178965739,0.01069133070912354,0.05702426596551273,0.050500063193095794,-0.05935993687412779,-0.056606521959337755,-0.027637171792287897,-0.030664806646370245
MTMR4,0.10301515934913953,0.019561958236451665,-0.02298673960688358,0.029784804419099642,-0.030071834932711303,-0.008144644714673648,0.002892421757285137,0.033697153009168195,-0.005123827699654232,-0.006801682278077719,0.06221320263153598,-0.08765250141377176,0.11861518417489687
LAMC2,0.09478102246652764,-0.021366731911662436,,0.032344056377206776,,-0.020399466277887468,,,,0.0973005263552495,,-0.027208265050564315,
IL10,-0.03151564261868922,-0.04514555595689193,-0.04778160697474502,,-0.04206394361202879,-0.046272055011530824,,-0.05071054603026229,-0.016376619292979188,-0.03392583282964813,,-0.036441508920822076,
SEMA4D,0.15655700362934635,-0.011209307999040711,0.018165050321687096,0.024562670530295524,-0.020904431598346207,0.04348097840532853,-0.009266892341219312,-0.14068295917819285,-0.0034564345068315303,0.054544727970951175,-0.07027292146564999,0.031724641448947814,-0.08486482826673415
TRH,-0.03876473273373563,-0.024233249129411924,-0.015168689124284101,-0.046209728105130174,-0.021924447253022814,0.011463169136076886,,0.06914152340121249,-0.038506789680593845,0.002756434585988919,-0.03112843028195469,0.0022242516850144436,
SEMA6D,-0.026925514044934425,0.034094982634210305,0.06592972877775533,-0.03901387487539178,-0.019022466850980194,-0.041442858772544076,0.07124869304318111,0.034204879511901404,-0.06449357295161257,0.0024265877831415408,-0.02107869848768316,-0.03126185532954903,0.07830789107147203
CEL,,,0.03250494707488086,,,,,,,-0.02271017027904973,,0.041822898781257174,
PDCD1LG2,-0.049685774121681126,-0.015147420507411245,0.013046014250071724,-0.030442454056966124,-0.006270596065010203,0.012519380704842325,-0.03428062142448643,-0.05833570541224569,-0.028014152509922622,0.0013675413652692707,,-0.02461769873057535,
SPINT1,-0.030756227226293804,0.10659883905049565,-0.013098110898781172,-0.039375465456122645,-0.05733152614224258,-0.011264623602122183,-0.0034233588673905175,-0.06449119093139075,-0.009574606584177763,-0.0590640739361984,,-0.013112719893884944,
CTHRC1,-0.03582836344252912,0.010616255569192844,0.024159134901836726,-0.04597889313219253,-0.09105932770458434,-0.04046150093343288,-0.010193846817378515,-0.04603416758712477,-0.051056009102113914,-0.0006499544842589179,,-0.0505550016296276,-0.05677226975725472
PODXL,0.026876111687274867,-0.00956377723968736,-0.0068503434619350285,-0.030967754589228864,-0.17434878450770802,-0.07632926509987796,0.06148615578153522,0.07413263817009352,-0.019473087718121618,-0.09187300832196649,-0.02737318966014202,-0.024364039061071912,0.04488290701877659
JAM3,-0.07585506095546554,0.010160507814340337,0.01928617069924573,-0.06078585254235722,-0.17119178064848503,-0.02760316231745854,-0.034850049796810945,-0.1645831321038242,-0.05933985811705723,0.010656184357683203,0.06809983720434329,-0.0746985418234534,-0.06261810793084006
TGFB2,-0.05215590627129218,-0.004361937649179293,0.08605364196437207,0.025421767199147648,-0.15285057045922373,-0.04159733915692856,0.010240641712520027,0.027450140647758352,-0.06832949749845542,0.0356877930380521,0.029814391119009204,-0.017909493365194915,0.026741448553779378
COL18A1,0.015923917193535884,-0.016819394748408368,0.007355460821865064,-0.02914545821598138,-0.12312929142134003,-0.07359893306779221,-0.024971256660481052,-0.09005319454940053,-0.00792733405210153,-0.0661626530897083,0.015514494689172762,-0.03349175362522281,0.07554343694877212
