,UKF243,UKF251,UKF259,UKF260,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1
TAC1,-0.041043979622949193,-0.029371544254639198,0.05494874109841158,-0.06799930347223068,-0.004705568303209891,0.03174537999211943,-0.026770825717824024,,,,-0.02463629097023841
RARRES2,-0.056475344147219456,-0.07960908936720307,0.03310088649448816,0.004358919200884707,0.023563366536381178,-0.013691708950024245,0.030099800408481085,0.02296153977133081,0.00834000454936853,-0.02227802285812794,0.01038806866348678
FGF7,-0.055589275554213606,-0.01833068302121519,-0.032715834815228294,-0.03177519541299006,-0.033100049337786513,0.06441372421648993,0.04121559282767874,0.00882047407503639,0.006256449866284551,-0.014504798426270733,-0.006354187117242107
HBEGF,0.03643795363672033,0.033692226185145856,0.005536230595595205,-0.03283235641185476,0.06206493939801252,-0.04909001252318075,0.056594587834869675,0.03335692976061491,-0.004394627847831219,0.001797065077408443,-0.012441866925835588
CSF3,0.0032838787538955493,,-0.005576383064200933,0.0026909850078537237,,,,,,-0.08268583645652708,-0.001693079341999095
PI3,0.021360719350508626,,-0.034223711723475984,-0.011130448160592043,,,,,,-0.09925183969014299,-0.052550802349518255
PCSK1N,-0.05747432259009589,-0.035519692197381644,0.017316210143338968,0.01420608725955158,-0.018485911879345618,0.12038253780429609,-0.022703150415403318,0.0285123252551967,-0.09252094298020178,0.05759142876609161,-0.025417066113433775
NTS,,,,-0.007934394178160843,-0.020219752202999843,-0.019685311452458602,,,,-0.03607888190327716,0.013108663250380988
SFRP1,0.08065702127160092,0.10783353943101064,-0.019826458642069396,-0.018932376659740714,-0.0139204532335972,-0.023333215799916776,0.06038860079944078,-0.06019988928803581,0.06924220793922913,0.05349127457233736,0.054595334249056195
CXCL13,,-0.02741850896945405,,-0.01876222704729755,,,,,,-0.0095809099390961,0.01043155559448971
MICA,0.00041893141937186004,0.014615255989022259,-0.03674499896859452,-0.06160132395508363,0.011282694411693196,0.05028703333543994,0.04722456879240882,0.03104031344080226,0.0782816941582681,-0.03869406234610957,-0.023377749785229784
TG,0.019304262455738214,0.07031973494025269,0.060099941944942614,-0.0401548443629214,-0.01007417145244478,,0.039368076279986626,-0.07996661277206799,0.005057545639733323,-0.020549486898741462,-0.016848511211093355
ADA,-0.023067122178708474,0.0673793504675518,-0.022757924111736876,0.03482866375602736,-0.01636126460417776,-0.07796166866737338,0.03591807154064643,-0.020913565193698015,0.02483693075205544,0.010082605088890577,0.0006827365954105615
LAMC3,-0.010746275452174315,0.12252759126310023,0.05573262700377895,-0.021074979480698555,0.05521356061503614,0.007342777488166466,-0.01908945230357311,0.003699342223886956,0.043803638013577464,-0.01292683843084959,-0.030796957738045964
CCL7,,,0.05899101429283087,-0.024875249049013427,,,,,,-0.02317888581285377,
NGF,-0.01888068393825237,,0.017302718935817453,-0.012458309318102899,,-0.019685324413930092,,-0.02425716576722328,0.01006707085504461,0.03758180978866531,-0.023645505907536817
TNFSF15,0.02738525414772624,,-0.01722570447727194,0.10084790432065459,,,,-0.020969105073880338,-0.032901430012847496,-0.022596810903136748,-0.012712564836192186
HMGB1,0.0772362218056463,0.03802311909693414,0.012084957320158725,-0.012173016751365106,0.03175742900764354,-0.05601744399298491,0.01599280906840398,-0.09904243664311879,-0.059002823728776306,-0.0514411921056896,-0.007247281947111485
ITGB3BP,-0.011651064464654559,0.012875377868229565,-0.01863203916075334,-0.009128561248958918,0.020005286592101247,-0.038259249016691324,0.05283370570888087,0.05733181336442879,0.07166818161899215,-0.03614279658780903,-0.02675772236553444
AANAT,-0.033840640552461554,,0.02247535933887625,-0.016595314010765097,-0.011612658801959875,-0.018507099994883612,0.09665807040915002,,-0.022833329826389845,-0.02033442312650149,
RELN,-0.03255438234228174,0.02108801569467777,0.01664171991778217,-0.025441903746067987,-0.002645044948623921,0.12166368490774822,-0.021896429214341793,0.027411714318952594,,,-0.015355400631874459
IL15,0.07409499214679026,-0.019643139636704533,-0.042920045842588406,-0.03367239401243888,0.036772209335893084,0.04517165450407118,-0.01834357972945304,-0.006156623181774933,-0.038598328577164394,0.0255328579093345,0.021115851304320078
UTS2,,,,,,,,,,-0.017316249519604133,
BSG,-0.0019672484972528704,-0.02149426148249416,-0.030333589628841588,0.010816514561792404,-0.013868701017224785,-0.005328520521152407,0.05200938199027663,0.06933182846009263,0.045988238908182905,0.01466557892161893,-0.0022625788039768845
ADAMTS3,0.06436256013992575,-0.027091707205502937,0.010741839924925426,0.012269344985136193,-0.012295563157454038,-0.029718053900912533,0.013894321089298299,,-0.027340587937769435,0.1029085530592837,-0.010811955635703377
CD34,-0.034581194315629414,0.06306935840652012,0.031941169378404285,0.021950964234777475,-0.02172696931048095,-0.027591314558964273,-0.0424807916486383,0.03878993419739672,0.10143435018081493,-0.008039245946281836,0.0031477346642509
PLAT,0.001999749485083372,0.09227154704180947,0.07444857132809844,0.002095731438219634,0.01230653679766147,-0.027171664012166086,-0.013601790556573788,-0.05949252574169494,0.13030647043657304,0.017791335129009038,-0.03212855054299395
NTF3,,,,,0.05888746242526213,,,,,0.026794566523877145,0.030147077735385892
LTA,,-0.011338932580480353,-0.019826457714556496,,,,-0.00040792603727247967,,,,
CKLF,0.08187635560344908,-0.02433898899172465,0.0323191616605505,-0.0014733766744835775,0.0020648770966582917,-0.06169757625999811,0.0004243127547460431,-0.03528184879373394,0.0641609996981918,0.026517597234154328,0.004668764071069667
CD24,-0.02559403718171744,-0.022898013653425867,0.02557708716363974,-0.05594913441742529,0.1066347765162589,-0.022820580376151877,0.03853859503604459,0.03924981741577816,0.03700796621576699,0.05942109460244744,0.044572040873114255
HSP90AA1,-0.022349433089024706,0.027241494889795995,0.01790133621918366,-0.06889807534706202,0.014997350256124645,0.1076354903766979,-0.015000900536550555,-0.06689631949625016,-0.03012500476813157,-0.10250999334746792,0.018326236628606732
BMP4,-0.0102108877672774,0.04121802698837977,-0.025683496202710005,0.02736097329088985,0.03597570880313732,-0.029519226075098864,0.07150004165178883,-0.02027743326961213,-0.05103807247728258,0.0616936245217423,-0.03503965471559669
SCGB3A1,,,,-0.019762970301905568,0.04790198545054852,-0.03257767516590767,-0.012799908931542448,0.03467958071778316,,0.1621444259530511,0.03115321723949523
IGFBP4,0.04339579744702108,0.028463500172229664,-0.015081751161822525,0.06812924727228817,0.015161660714119337,0.0160080764173805,0.004695660164724004,0.05893379516714256,0.06591852020682422,-0.033680958073088706,-0.04252296868115687
RSPO4,-0.023064691149567034,-0.01833067954113618,0.01823437217658132,0.01025610500570765,-0.009795389846465212,,-0.02544543608905491,0.07340534842184401,,,0.02475090756600047
LEFTY2,0.03900227143543104,-0.01147819192445241,0.04837425682193921,-0.013026804157609206,-0.010740764766899136,-0.019685324413930092,-0.022644947116921423,,-0.029179060397238245,-0.01967624925357467,-0.024178628393233037
PF4,,-0.010314300304071544,0.028976803360526646,,,,,,,,
ANGPTL2,0.042793696091097184,-0.03816775562874033,0.07130760362348144,0.0009456537704718481,-0.005765738931079185,-0.06020280260613239,0.03461745132884662,0.04735167469965387,0.008745346614417582,0.03728289840751559,0.004987234399744481
LRIG2,0.00980054923707228,0.018488002498134554,0.014134379108754412,0.032945086574755464,0.002428452956734671,0.004119416884996534,0.015032913329094674,0.07950165155254105,0.06277501311045472,-0.014605260051567093,0.05779574073546644
ICOSLG,-0.052736330391813364,-0.038679637459059585,-0.021712209334024065,-0.026966162165838466,-0.018589820718860003,0.041992170489603145,0.0021851114577745617,0.07082482407727778,-0.009933434175531412,0.005863143890239073,0.09647968523727565
WIF1,-0.021127614390041335,,,0.009643915604952239,-0.01843289560198393,0.09324714711655634,0.04084068699572187,,,,0.02866917324343006
NPPC,-0.047071681382738026,,0.04880715473365232,-0.039789729791117244,-0.013613194746652119,0.009862023008719818,0.04540275615322563,0.07571941125855425,-0.027340535428533104,0.053453419302514134,-0.016067544809771243
LYZ,0.06159492696669517,-0.004850421788915028,0.02626537232922471,0.0029549104578565776,-0.002375295074117711,-0.07261950074265318,-0.00025604394429587035,-0.06527817455547705,0.025431967617719875,0.004465520084961867,0.04038371075699595
EREG,,,,-0.020407755917937424,,-0.02025044601495926,,,,0.001312265641699489,-0.02214437669425697
SPTAN1,-0.018947746519035153,-0.03302600196245883,0.017101364738312416,0.01874967231003329,-0.030196221240491188,0.09185840017692544,0.02591960294865933,0.0863787270981337,0.06291444134657657,0.015820281729467544,0.028243803125307672
PTH2,,,,,,,,,,,-0.014780601643379057
LIPC,0.04203157175590821,-0.015523573201007643,-0.024254336614769067,-0.022083524790218113,,0.026664085611211773,0.030854235199642085,0.017297810438809482,0.023335600186908615,,
COL8A1,0.039518714965553745,-0.03792692100209636,-0.002581145409553775,-0.037056171338734,0.07797697284024974,-0.07013922684695428,0.08037841221512035,0.03269333870129363,0.020340461313557833,0.08582705163808373,0.08469722748069133
GSTM2,0.0027483118570932807,-0.02260129594796403,0.05686021579639687,-0.03567401837375268,0.05194590215868518,0.019296659759308502,0.04388325030675496,0.027969965424815786,0.11581104172329201,0.011248181981593525,0.008471136385558806
SPX,0.07128321642703032,-0.001222306803898151,0.0005275441723952113,-0.024895711256614952,0.023288189170387125,0.03014535844458771,-0.03404880667300023,,-0.040108228663418836,0.0525884653537507,0.04167578474021245
MFGE8,0.01923729789774799,0.037164195859733976,-0.001752293844257837,-0.037408727190630785,0.05379660434199824,0.05430694348626481,0.009429027906544022,0.018704038545018422,0.058461600715373395,0.0416593321854585,-0.07022957499707437
TGFA,0.0031975700041769165,0.04403863562062991,-0.014984959333774911,0.06943027044736565,0.11243180746390102,-0.05695836943742303,0.00536747645587398,-0.05887206933287312,-0.02371045190274688,0.05936197678136497,-0.0004912860070369153
SLIT2,-0.04674215464768047,0.023837574553896245,0.038623747472627416,-0.04300004007785257,0.05869337975275975,-0.005712401244568239,0.006150798142955675,0.1764026888751935,-0.030919727645759957,0.033299779585075115,0.01473424718893941
PLTP,0.027085586488347548,-0.007087958485568447,-0.07537799063924304,-0.04286565232577012,0.06025521204114428,-0.09930231421653611,-0.022579512611140756,0.016675790530459002,0.05156149691995331,0.0036151160480010344,0.01491350064134447
APOD,0.0350570753237163,-0.015450572942930684,-0.01949388189419076,0.008930026141680033,-0.03683658959689261,-0.02539107708784576,-0.058917788237380565,-0.018278804526837302,-0.10153684813933048,0.07717736245026173,-0.09335966082136668
B2M,0.09309334094073377,-0.04535353301118414,-0.003851416611612937,-0.0311033696173543,0.06853523934163865,-0.12556532776475735,0.03999164153854829,0.08592585700342664,0.059408668424615195,-0.0014065555962000115,0.005783385597466221
OMG,0.0721357019040706,0.0020271582807061235,0.020652752835810074,0.01610587584812151,-0.07585827326515059,0.03099244254235518,-0.009925702345738897,-0.0034452128363018472,-0.005658357824762507,0.08773745563320681,0.00029998935537145217
CXCL3,-0.05258937552068167,-0.0212052198316427,-0.005257232415206238,-0.010808076615509584,-0.010478996618655548,-0.028507460022569056,-0.01321070080856017,,,-0.057653239586429,-0.019474137064009852
CXCL10,0.020295021317284005,-0.03459128996359353,-0.0321250048401338,-0.02851448980595186,-0.015918362839322325,-0.002910211281238274,-0.02099340231423748,-0.0021349228335343696,0.04440034970479881,-0.023935173165240322,-0.024293732136533425
RSPO3,,,0.003052811075346942,-0.022083511174641777,-0.0031184465947841885,0.05613770115318063,-0.013804927733628196,,,0.0556969248270774,0.052127416195594946
CORT,0.06290319214203939,-0.01842068719420588,-0.026688083858586644,-0.026801675093835065,-0.034428858442185455,0.008305410195907161,0.029291128182906006,,,0.18988192124748282,-0.029569305366581564
NCAN,0.10218993474165278,0.07008041665357866,-0.027197804647638196,-0.02684528057912081,-0.022719336512118722,0.051721567674344514,0.011791607573676555,0.05724535827751096,0.017272610670915275,0.12545059376459208,0.01864957326735225
PRG4,0.02874059640789614,,-0.015469196742632575,-0.01581171471716606,,,-0.016140242559348036,,,-0.02538729421476843,-0.023960334379878236
ZG16B,,-0.012411584046857275,-0.017953894698581344,,,,,,-0.025383018365888983,,
TGM2,0.06634870888890922,0.06724975013870378,-0.01594505389657565,-0.01110159832256845,0.05216564143227748,0.03807946096234595,-0.04904650852191686,0.06296322065882902,0.05741201812621049,-0.04066518278724083,-0.009085714517032379
VEGFC,-0.0018135193913877475,-0.015936951880366753,0.038584193684989415,-0.024339468445502395,0.016407768940348004,0.0260884986534435,-0.016471760879677163,0.03780251374368304,-0.03290143294688667,-0.029829894471075466,-0.03034417204912009
WNT6,-0.03211618362078594,-0.011478192225691856,0.005966458768678345,-0.02178702061458039,,,-0.01437572112248545,,-0.0241392534460205,-0.034601901254042555,-0.02359598874642011
NRG4,-0.023934119310620578,,0.01141810067955665,-0.022521719876555126,0.018984140748601247,-0.025492922263618833,-0.001856758436993614,-0.014135976934687527,,,-0.023477983248027776
PMCH,,,-0.01460252850829653,,,,,,,-0.023559741898579734,-0.01351765340374262
COL9A1,-0.03728637147573193,-0.028509006603397318,0.009293726979071423,-0.02196851462784285,0.06628985931165318,-0.019969718694655608,-0.021896437613014356,0.07500642730513923,-0.006428855042155959,0.037004921347556056,-0.01679314352469076
GDF11,-0.02488496601942932,-0.018472051309016975,-0.01208826266235723,0.010724183875275566,-0.0384175222258512,0.047207789600089985,-0.012142666038345072,0.06028441905041522,-0.003610581028898397,-0.0004046383829640367,0.021210539419658857
IL24,,,,,,,,,,-0.017565575842122497,
SORBS1,0.01237727558360885,0.05646594847007798,-0.006159445114553613,-0.047226748135870786,0.03886126599879863,0.05864244405054097,0.014738175341695957,0.013755182984393457,-0.012483259335478872,0.044287760660510746,-0.022612095751113434
DLL1,0.04150160228596384,0.04462616192116945,0.05718424142250241,-0.059463332907098626,-0.030779012058035637,0.03960766391825339,-0.0012203437156695278,0.06561232078653909,0.06615465045740039,0.1042232071308238,0.05713748577041296
TLN1,-0.022675737233885912,-0.012446081381811842,0.020704906155251404,0.033572525653572494,0.0471518397174631,-0.12138355710323795,0.05939343066197191,-0.027698284939939845,0.0931458660508823,-0.056103863294943185,0.03926489891611368
COL2A1,-0.024498147220323632,,,-0.014122259907922687,,,-0.013411573517412742,,,-0.03840065150510448,-0.0284771146339403
SHH,,,0.10980794721011246,-0.0358008843518033,-0.011246856122339813,,-0.012799907812750724,,,0.0444660598836524,-0.02265757606774982
PON2,0.08281509005324994,0.019609306005837972,0.037901097584902406,0.02410806597654726,0.042920558712717494,-0.032231562205677515,0.008899369626092708,0.08408799560478845,0.05853672043385245,0.08656549348534599,0.03923872613145376
ICAM5,-0.0570854982696024,-0.014775011210040968,-0.0015312946059799258,-0.03745215297934306,0.0028449361235768325,0.14893410306053925,-0.010545574630676314,,,0.0038132610534899374,-0.0049489502610633555
HPX,0.06720097699787173,,-0.014801504636764546,-0.04006378657523467,-0.009795390280646223,,-0.0325348110333884,-0.012031573355995102,-0.0415989198808431,0.05669678254858379,-0.005485262846105636
SFRP2,-0.03189517014750667,,-0.01830772309148715,,-0.0059778332861147665,-0.014864535699250985,-0.025110143459167858,,0.015819767600986454,0.01055893856177226,-0.06555169854923168
CFC1,,,,,,-0.020801345232390012,,,,,
CD70,,,0.008158030398711,,,,,0.12308883091108042,,0.035999445809750195,-0.02327860326668915
HP,0.018970108074142,,-0.019860237489097123,0.02350093210518584,-0.038200582618781204,-0.0469381330576835,-0.019925995183344137,-0.00784724625197479,0.06415059653076206,-0.005912772747994654,-0.011293032214352142
CXCL2,-0.02351226667664781,-0.006344964043008382,0.060668945749150126,-0.028363538169098115,-0.013613193681241463,-0.022313901635117487,0.12202979346049855,-0.03862354278204682,,-0.007088345063116567,0.09769599185770489
NPPB,,,0.001752932201254299,,,,0.12335072991886396,,,0.011807119860790407,-0.020203530124320017
CCK,-0.04126746128423344,-0.0009922466397658434,0.07661420594527836,-0.032612166566349896,-0.0642742815913345,0.11822392109544026,-0.021461817466491423,,-0.03159230371948459,0.053191392029058364,0.07754542790748502
SEMA6A,0.10498116379786367,0.051491177898709266,0.023470004311746413,-0.056066571751614586,0.00877937378615015,-0.018715317853379404,0.055044976440169535,-0.10710411468106945,0.01375816429755818,0.03078396825017071,-0.007038084526723629
IRAK4,0.07272622688881997,0.09616931300306591,-0.04169906097622844,-0.019559874252800365,0.006537931796942687,-0.05082565972674821,0.022356822976938737,0.03891524084893102,0.1292311819508483,-0.01826132518960519,-0.031816105428592735
GSTP1,0.040372584131667326,0.024816398810792062,-0.01481478466856409,-0.03628620795173206,-0.0022280843935825255,-0.04823208439156589,-0.020828257355524776,-0.023649446302885055,-0.007745268165472272,-0.02223412571069856,0.024767147655342856
VCAM1,-0.01032769094469864,-0.0019284429384873877,-0.034140452320450654,-0.03786994695882588,0.00316957553748821,-0.03965995337956859,-0.005565582441653615,-0.07632973975428096,0.055575793334068334,-0.03226627392670271,-0.020010372099921
NXPH3,0.034186215822492226,-0.03893888747735994,-0.03119047665419132,0.08049203647079077,-0.011211075363250705,0.025795175887631187,0.03081383254482253,0.022713093986479818,-0.04048944411026347,0.0010382993787780386,-0.021827333648388358
MTMR4,-0.05558544336854999,0.03402916315112308,-0.006097845898302442,0.0002272412914782068,0.04643502725614755,-0.01139378893608663,0.007962174505620617,0.02724540493669185,-0.02435142001462531,0.03698072701820577,-0.025917940896693432
LAMC2,0.16607377510230464,,-0.0006712180227266193,,,,,-0.039205349365995054,,-0.021595273121727845,-0.013120991082367663
IL10,0.16902556375734507,0.06178049711910048,-0.024269034482599084,-0.04377694594733511,,-0.041518918828594015,-0.014744568860757363,0.14687634836053973,0.02470619771030465,-0.00010895839145850774,0.012476106193610132
SEMA4D,0.022027497460493428,-0.03380482821640764,-0.023327049379841404,0.009904881076515526,-0.004352178018729075,-0.07633836689275039,-0.011432828938475244,0.014150562228535673,-0.026516365645068405,0.04870896754886453,0.0017670438583578373
TRH,-0.02860902517469127,,-0.0305872809815111,-0.013897374448638635,,0.10803682955440096,-0.012670522451656535,,,0.03775282004200886,-0.017145413346857808
SEMA6D,0.03246959317414852,-0.06758075356043178,0.017086560379192307,-0.031904549593678055,-0.007376710529676679,0.04321721072340568,0.003347959708002057,-0.008371557863812022,-0.005710608839781942,0.05383183136379393,0.0011438819264804135
CEL,,,,7.214113753342317e-05,,,,0.0883395681749985,0.006375621911785097,0.07146765040173678,0.015759739182997716
PDCD1LG2,0.018293491643795838,0.016323237931466127,-0.06284094592431452,-0.03089960752309015,0.010394729318502138,0.029174791768603926,-0.025222336391210735,-0.06348002720291279,0.04262096845358064,0.027038717734577257,-0.004056119247148004
SPINT1,0.03724114788733702,0.040765803992733135,0.04110143058066909,0.005107644173537606,-0.016007822755781245,-0.03145975706286218,-0.021641852854517293,0.06158827411283354,0.022574461187725207,0.04363104867434999,0.007996505845472231
CTHRC1,0.06925717320509907,-0.017218583622761664,0.04088850587507547,-0.03176985483372722,-0.02544618219001221,-0.023032104801652648,-0.043038047831850064,0.06137363516173182,0.07522829375196478,-0.001276192105754569,-0.04324406034244403
PODXL,0.04258717372102422,0.030076201253542673,-0.04577580403966807,-0.044129544938837396,0.023920961666981745,0.09818102609454434,-0.033753197746767834,0.12043485717708811,0.07258483849753827,0.01991240886846777,-0.02514123835524991
JAM3,-0.03586408093176938,-0.004145974770336462,0.04727354659257745,-0.01453804020907681,-0.008803288897441836,-0.05095148713101913,0.032040195449773205,-0.02991859781029757,-0.046716708350923085,-0.03365275293238279,-0.0563153794366965
TGFB2,-0.08952414854762836,-0.05456115612264513,-0.01865882542999027,-0.0006881822745966531,0.0220154055719755,-0.017817854465143407,0.008566778105606392,-0.05747189005892619,0.04015673214997856,-0.013835874896447463,0.05004200047909959
COL18A1,0.08338073119135778,-0.0036672019986932806,0.03402017646039823,0.0005167965435667289,-0.01052497133488893,-0.009626305030301102,-0.011588609808559948,0.09725776047319251,0.055315100351468346,-0.04150440443059996,-0.006465519247078007
NODAL,,-0.011055423551102265,0.04296982801470114,-0.022300322181512462,,,-0.022644944583835484,0.06468209691041328,0.1601243315457363,0.13714689676981018,0.03383298523040978
INHBB,0.020274406720902714,0.02752105383832256,0.007945470141327697,-0.038213822508043185,0.01101168312763734,0.03108217911943838,0.028404925368098004,-0.051655112247463934,0.06969164158472729,-0.0003846454816573733,-0.011748527037327086
LCN1,,,,,,,,,,-0.012618159407270797,
ARF4,0.005714017129747849,0.04385048690379961,0.002624745586476283,0.0010485479484837546,0.03263162873434038,-0.07015540215292156,0.03365083495884638,0.07096905461669706,0.03896899494259162,0.015170065129370223,0.014008694034685625
CXCL14,-0.06271453871049203,-0.006047317118783432,-0.044404179118722326,-0.07805463520366943,0.0014721081041587493,-0.008564834595380403,-0.03995937557765574,-0.05848527067881259,0.013543478366155349,-0.016886376997904205,0.09387606315093312
LIF,0.09542361737001226,-0.013990004309673723,0.04116551017667365,-0.011516689509684826,-0.011612658801959875,-0.028301399133562905,-0.027279213490375764,0.014088654734714478,-0.007661281658449772,-0.03711161882114205,-0.025903688447352004
IL17B,0.06021509898624219,,,,,,,0.12093325265092193,,0.011554665004076597,-0.01866741199949781
MMP1,,,,-0.013897371416966483,,,,,,0.04314310633916109,-0.013517652333227183
MATN1,0.0931919081418533,,,,,,-0.013411571848406592,0.00710274572996787,,0.002841390408906913,0.0781457700046497
ADAM28,0.04481626397624302,-0.02639734176869488,0.008794335987935204,-0.045040882419238586,0.07267999250036239,-0.04345595309891738,-0.009219217688025512,-0.05035011083531871,0.026102588540048773,0.005955144301624658,-0.006122820758707137
TCN2,0.038308171230846094,0.03108556706232413,-0.021961749972343354,0.05710360092830636,-0.03866222549595186,-0.057120926954228005,-0.02687216051954985,0.033527677124640456,-0.0020200700281675097,-0.016715804662428994,-0.024151319265179404
THPO,,,0.004437173591964808,,-0.012084074252692218,0.04721117782887933,-0.013411573389027633,0.008707096840628063,9.730668289963526e-05,,-0.016688743704350223
CUBN,0.03668618455669959,-0.026629206915150767,0.01876114016848971,0.04163730078933003,-0.034673179385891456,-0.02160341747426195,0.06250332027930769,-0.0005701998965797283,0.14545438718394885,-0.020541738270074692,-0.028334970892786478
TIMP3,0.05184220379671894,-0.020405124135124734,0.010398550479403936,-0.01610496965112694,0.03459801179041368,0.008228159136527642,0.0045224069123503624,-0.021887010068431047,-0.012429715137861654,0.002978533702959828,0.01089589406230261
PIGF,0.019532960948182517,0.053496939635856125,0.004088059698020385,0.013571650853171378,0.0332697998692398,-0.033328025887362035,-0.0008306025439693088,0.06068858500356862,0.0358351786001732,0.05430148081615181,-0.02674957228747464
CRH,,-0.013874527405302158,-0.018131622357764447,-0.014122262499130301,-0.00904257848454992,0.019429751586114104,0.0005352264713426947,,,-0.02956164857654478,-0.003061014553243419
BDNF,-0.004184220340102944,-0.012411581681103328,0.01944445852202826,-0.030788764888011452,0.04085990749151575,0.085538257364029,0.007700917407451811,,,0.02173356644845234,0.031853184100429706
CCL5,0.045787922751020844,-0.013381459477843046,0.005733716411144249,-0.012781872060042814,0.008130869844863484,0.019164432185041186,-0.01819441211887056,-0.029568621260465805,0.06129024678991829,-0.006706335166949338,0.000528304087860353
GAD1,-0.010454165807977815,0.013947990444539775,0.06583984848991281,-0.015282337534197239,-0.0169007469356838,0.11887338938061595,-0.024966724877011907,-0.04308462931132429,-0.05550874840572499,0.06934865283596395,-0.022836240936070347
COL14A1,-0.025715895169547417,-0.017313659344569625,0.011468000159309837,-0.03770641499536097,0.02098559605001569,-0.04955237683952996,0.022221019469779082,-0.020681177179134442,0.08322280522851479,0.003771474935741237,0.023219196294764932
HLA-A,0.10042898534957488,0.03229247682694902,0.022548756285437888,0.04663215303937235,0.004117217593905159,-0.11530064369030919,0.0564942174359685,0.04239733338613441,0.09226682449419835,-0.11650224489550018,-0.0573077255578657
CD5L,,-0.039147219916113744,,,,0.009498989161645346,,,-0.0058074608152865635,,
FGF18,,,-0.0144054383708015,2.523353379728636e-05,,,,,,-0.028734816237037983,-0.02335946511821448
