,UKF248,UKF251,UKF259,ZH1019T1,ZH8811Bbulk,ZH881T1
RARRES2,-0.031391471774082386,-0.048355618134800424,-0.020746481691212296,-0.02600198417805035,0.013145060223295443,-0.017287816054055688
FGF7,,-0.006015922080667865,-0.0114628457052163,-0.055329358475396,0.07275110145532528,0.07505546199721293
EFNA2,,,,,0.10634688976810602,
HBEGF,0.05742985579503581,0.01768501420698136,0.013029890955361556,0.10924859097182493,0.03499121456692732,-0.04882174030147602
CSF3,,,-0.027083517458039958,,-0.05572288281774067,-0.0252711163787688
PI3,0.05874061248601124,,-0.04673797436420343,,-0.03602793504054215,-0.05101151068628809
PCSK1N,-0.07494716434596044,-0.03269436583890065,0.04056024145445059,-0.0565884718081908,0.003909844825576192,0.11567066279494577
NTS,,,,,-0.02737681833718823,0.1062738097926585
SFRP1,0.03401952591515162,-0.017763208088922473,-0.019826463579624306,0.12860167228315494,0.024341754048388703,0.01822173441159504
CXCL13,,-0.0017412541465162072,,,-0.02950626942196097,-0.041222449628705166
MICA,0.05090680054012244,-0.02508127312873719,-0.03458700066117727,0.04599357524418133,0.05993669181964942,0.030725479547743326
TG,-0.032805568408831705,-9.770327254866018e-05,-0.02139589539317422,-0.01768793736371345,-0.008952747214564549,0.014939872903396998
ADA,0.034009409707211634,-0.03714043203795503,-0.00664266113901721,0.06431699547688516,-0.015455270749075612,-0.019792167625954846
LAMC3,0.03328592290807626,-0.011710657127759348,0.0012313007160374208,0.023780699315403643,0.009223677831457446,-0.01141817099999579
CCL7,0.08943122422267526,,-0.015469198184415866,,,
NGF,-0.022751311739911864,,-0.026923205654071677,0.03902352116394567,0.05151587461318564,-0.04338498435390789
TNFSF15,,,-0.00036645622780615965,0.15297826637197914,,0.008142476773796944
HMGB1,-0.0625872945619975,0.02691027873422145,0.013268105897228802,0.01750738357955281,-0.013750477512392183,0.013238430245541043
ITGB3BP,0.007246599498095033,0.0927766572771439,-0.01468060991996887,0.05587398951731697,-0.027087049187447188,-0.019004123048679353
AANAT,-0.019225187343874444,,-0.015673634917133843,,-0.030240066515131267,
RELN,-0.007779094264287137,0.03257367794289101,-0.016060759062856873,0.11421278280950131,,0.0004654692710340672
IL15,0.15837190408498317,-0.02290386819145291,-0.041690731845854215,0.02290662543284488,0.04023180247209418,0.012618452146909875
BSG,-0.0011979105125860682,-0.00994122464632833,0.014099712124034908,0.08714795290288606,0.054705600071052136,-0.01883539120107224
ADAMTS3,0.007757489967150324,-0.008549969501003158,0.00020700802701963144,,-0.03739266196872843,0.0853047932162663
CD34,-0.00020145556330325687,-0.0369739071999271,0.006369936551546329,0.01993636181066004,0.09023716730133852,-0.013039729516388555
PLAT,0.018273620176687568,0.01234610548486482,0.06187047843201311,0.06829845364981874,-0.011610425880345965,0.04242099719769515
NTF3,,,,,0.06438191898228929,0.09055445185932307
LTA,,-0.013221176556206722,-0.019826462652111177,,,
CKLF,-0.08664706994479193,-0.012384925007282102,0.029680287200726834,0.06551333075931993,0.046198950458086675,-0.052002581398891475
CD24,0.016692920961607394,0.07378077489796768,-0.00029498003787369254,-0.07197178053214423,0.02478281567742707,0.1227330897070559
HSP90AA1,0.04068315552295286,0.005196273832073258,0.041135132191660935,-0.043706001007036026,-0.06207992161415488,-0.052228100800292845
BMP4,0.007136391328692446,-0.014015222175024121,-0.01958873910161891,0.0010308369069055266,0.041556687513890654,-0.04739790012819364
SCGB3A1,-0.01325100028967802,,,0.01159771287529842,-0.023144842674335572,-0.009548335953873567
IGFBP4,0.07364712974291682,0.036654875294357375,-0.0036428985483115475,0.034112555176673685,-0.017856306902984113,-0.09066091226575805
RSPO4,,0.05534258620356194,0.041112215904884515,-0.04595445721141821,,-0.021947481434645224
LEFTY2,0.06258715340431274,-0.013383552719984752,0.03556282092460572,,0.08256980680578435,0.09900080879402959
PF4,-0.013745785703858695,-0.012026457023707748,-0.013496570654526382,,-0.020596354391622208,
ANGPTL2,0.03901062834635564,-0.0016736547657704983,-0.015804714955853196,0.12904026032332472,0.050162960557393735,0.02033672076628632
LRIG2,-0.016401227185956317,-0.021068733061468847,0.013192565764543755,-0.04373965672175971,0.01632957028703508,0.03484915468573511
ICOSLG,0.07084245049375107,0.05380113863452222,0.009199616910488602,-0.02570034466328107,0.0498637830458286,0.03717996916257895
WIF1,-0.024733310250102992,,,,,-0.020402309868388077
NPPC,0.03292961175054085,,-0.007315254914014277,-0.06731887306722505,-0.03896968328866239,-0.017406240778896815
LYZ,0.06217034298139499,0.008160740808221555,0.015588233265143097,0.00947059327345086,0.06372576821058279,-0.05183963028217905
EREG,,,,,0.05354009077596282,-0.027335958162934472
SPTAN1,0.033552935637740276,0.0030641977736078495,0.02252680293777873,0.02027696590761753,0.007191428493468528,0.03603327092371353
PTH2,,,,,,-0.02413246783491265
LIPC,-0.016828454709705176,-0.018100460569545656,-0.02425434265503682,0.07916985815950571,,
COL8A1,0.08769992408450712,-0.059434414935715885,0.05615633991689531,-0.008984394696415144,0.034480697463085824,-0.054546983290698015
GSTM2,0.022528613308214675,-0.02635307353723178,0.03708028005970743,0.04752700375191197,-0.010371764840442665,-0.046595374391183025
SPX,-0.014754230476058998,0.05331120526218389,-0.02436141568840496,,0.053310903367851895,-0.012593086967790764
MFGE8,0.030362211826298214,0.016668339804025815,-0.0031412315264055793,0.09426640915386011,-0.00994818874980754,-0.06886312268612034
TGFA,-0.0013651699345755112,0.05117262362313817,0.02481442488390763,-0.013200069211422626,-0.0023430643379888693,-0.00438690157530885
SLIT2,0.024083713403349576,0.03323902295416905,-0.011005913544928787,0.0638100547607407,0.026860582189605627,-0.008803902787443332
PLTP,-0.0040942044120858565,-0.0022146995183735907,0.021992162343724347,-0.010415611847087057,0.04041994427327112,-0.1389985729082955
APOD,-0.08624625657470271,-0.04622138141761066,0.005234228925777236,0.07055609293019635,0.0313831230311643,-0.06737386393511531
B2M,0.046173702627932064,-0.07987890779559588,-0.008497214882315803,0.1203534131731587,0.05559285337031693,-0.13502776210952117
OMG,-0.05363780508482104,0.007348064826095698,0.06212201135160758,0.07785213598750304,0.04906198847088365,0.006915946360983028
CXCL3,-0.014186079174532674,-0.024725251104319338,-0.061890359205413824,,-0.0023918989186085607,-0.032121696283832664
CXCL10,-0.045869651129204776,-0.014130208409496319,0.050619371167005475,0.029151481489779647,0.0011603577187943494,-0.016943648017453593
RSPO3,0.09531527228913375,,-0.01567363375902968,,-0.02062349844060534,-0.026231998842924528
CORT,-0.02142866646489283,-0.021478490673849212,0.010205672840269249,,-0.0019596361120492512,0.08975177516837993
NCAN,-0.02482835443052371,0.0925452211428428,0.044888953433852845,0.06405442133243947,0.038563561509405826,0.07893796641400355
PRG4,-0.01992792392089795,,-0.015469200595060772,,-0.031802826543229856,-0.02037697021216346
ZG16B,0.0007022035065469491,0.007839396202603358,-0.01795389916979542,,,
TGM2,0.06046189887049668,0.02212660308021105,0.013006375995190961,0.03831385826802641,0.0009551403425829025,-0.07044302584860436
VEGFC,0.028090117149462992,0.016654317081777722,-0.027570257489463183,0.15479580024627496,0.0285821581379559,-0.0165217683729331
WNT6,-0.021380198165568718,-0.013383553071229445,0.032560555561290956,,-0.03013607984171057,0.060206408411544475
NRG4,-0.012204637697202203,,0.011382417772662504,-0.036677099455410624,,-0.028982218676970452
PMCH,0.034405260372269576,,-0.02608626134341191,,-0.002869543626233687,-0.01668676490684832
COL9A1,0.04423571580418572,0.04003778532057945,-0.004592759360698079,0.05096886239114853,0.044997704466242724,-0.0377131201284309
GDF11,0.01211186162144199,0.03620295547428296,-0.008991544091547806,0.1022206268481505,-0.0029558203915604165,0.02073401516257618
IL24,,,,,-0.020267955992419383,
SORBS1,0.06824354592480146,0.03623101108224294,0.07947662842662269,-0.0037964400426169858,0.03062082227252297,-0.02121073565990041
DLL1,0.0304429420243588,0.029892918099216816,0.028848173609860493,0.02605280144997705,0.0374185387195756,0.023926938071008652
TLN1,0.055294817390092774,0.03823941789288143,0.02215329018615396,0.04079330567391891,0.03215050556156509,-0.01117903664401887
COL2A1,0.009624118711900819,,,,-0.028849627618951962,0.01879876999009964
SHH,,,-0.01607503924545715,,0.006680019200301649,-0.029483581452202787
PON2,-0.04023968921485921,-0.04143185666924545,0.04943534279353243,-0.07910224029143366,0.09899211921764862,-0.07873467665580618
ICAM5,-0.026234414847527178,0.057403836650993655,0.023146762112636696,,-0.044996323448438284,0.012801659750682327
HPX,-0.021652385935113597,,0.046031362296791486,0.03672498139497195,0.07542193467710166,-0.004040501254684527
SFRP2,-0.017617240198248067,,0.012971554271572894,,0.05988805817173609,-0.02487126177547626
CD70,-0.02136928451808205,,-0.031117927946755303,0.008633969902657457,0.032789862172654796,-0.04220543399817835
HP,-0.026225601851950463,,-0.05294008466304871,0.09031576625997845,0.02651094432993402,-0.06037787192233912
CXCL2,-0.027440363298197636,0.006079697118775405,-0.005165166524337264,-0.036132833710298067,0.024461428303070826,0.005077315660180466
NPPB,0.022817814698694344,,-0.016818952660901925,,0.02559666629069783,0.020577435726216668
CCK,-0.017018675851371075,-0.012574628256367985,0.033296786197953614,,0.08843685200333638,0.09474192596993013
SEMA6A,0.000955810777624418,-0.019113734006443752,0.10449642443199955,0.05549476106323807,-0.03578176624309436,0.04794309555351523
IRAK4,-0.005413587067226555,-0.010426691832058277,0.0563498411887011,0.03592650005190154,0.03909523395946338,-0.004415387140547254
GSTP1,-0.06874933887732783,-0.005657883012415649,0.021191231293035857,0.05429153592540879,0.05650382378573177,0.02141836217563394
VCAM1,0.02190641455141686,-0.013558627792278805,-0.014494207753335568,-0.006750431695693607,-0.020663217954772974,0.011071349555580373
NXPH3,-0.02140932387487264,0.03514252345489603,0.018145704591913538,0.0715719993477954,0.05707205550639621,-0.013692869100045094
MTMR4,0.019123426047998226,-0.017462375531777534,0.0033640789851226774,0.009611171240979799,0.040345717520780255,0.07264205325014343
LAMC2,-0.013417844685364947,,0.032474111483641654,0.14998774934960457,-0.026617513297367786,-0.016197108107217993
IL10,-0.01600793952315597,-0.01916955331388502,0.012029712185169364,-0.04814211082402942,0.04539308540105467,-0.002324865546030994
SEMA4D,0.03220384975161073,-0.013654742163496415,0.04861047040706992,0.07725420395667251,-0.01752234951631675,0.08495642811121125
TRH,0.003723949983434242,,0.0018360611171275036,,0.0038127577156798994,0.007117532526368225
SEMA6D,-0.010848485785619531,-0.02944471462679923,0.05818302591962567,0.053272634226481895,0.012472546956578304,0.061421231215841504
CEL,,,,-0.0009262368309232693,0.016620108250556886,-0.03138433050492227
PDCD1LG2,0.03561480379434621,-0.034550844116251506,0.03274185515565523,-0.00981229271572899,0.026270373294895216,-0.015499282997902918
SPINT1,0.01754891340002507,-0.012479357989896654,0.05463436741724212,0.049046382610027396,0.016001047739022552,0.01563950616512211
CTHRC1,-0.010817054736412268,-0.004231795923603543,-0.05231483578217088,0.15006234307614527,0.05187884592174834,-0.03212857543960424
PODXL,-0.006877429387334453,0.04585549520478712,0.03902995148260675,0.1209303356984665,0.022501668350130257,-0.017297371798081124
JAM3,0.06661791203107265,-0.02186009544452179,0.05174083183053957,-0.02861194107398614,-0.0007782163282140953,-0.019303407651448487
TGFB2,0.044486273419528655,0.0035275864760956725,-0.005244964630435183,0.013010918012806318,0.07080449149458713,0.06978372982165072
COL18A1,0.029931061542027227,0.03902053775832649,0.03572292990377249,0.08746831538517527,0.020550117299663898,-0.09700376450863193
NODAL,-0.0034929098759719193,-0.012890605498827024,0.014986049646964334,-0.01450544419345025,0.044225466322359124,0.06173117597428015
INHBB,0.020781915804537008,0.011808388564407593,-0.012303053870955668,0.022105944438700537,0.0460790781463335,-0.10124509953612137
LCN1,-0.013417847704434634,,,,-0.02364305206903428,
ARF4,0.019751811819621,0.07681568011255276,0.02515592758156083,-0.024245026071618967,0.031515991847169106,-0.0007843305378860059
CXCL14,0.06865900223105226,-0.047791087297252385,-0.024810365540040555,0.16785769739803733,0.017533658661639567,-0.09603879806885748
LIF,0.05421704722593001,-0.016312321789327865,-0.00201130968155369,0.052612298048903564,-0.057425673247738555,-0.0012358514770001389
IL17B,,,,-0.03502210197765733,0.03199129800661774,-0.02304384541836639
MMP1,-0.018498718773091942,,,,0.0037169629999590672,-0.016686763585358644
MATN1,-0.01761724259901993,,,0.010501705241295725,0.06979322480701672,0.023393972776441445
ADAM28,0.04754040331995539,-0.000928853171158232,0.06557374106815601,-0.01428884634320042,0.018823338074856928,0.010339861836035056
TCN2,-0.001702932433084769,-0.04406310621423777,0.018490233507070408,0.026424214294375182,0.05600074145507838,-0.0025778352444164585
THPO,0.03865068528605629,,-0.03261213830632474,0.0673525660230452,,-0.020601293321223506
CUBN,0.0677664753422184,-0.03104961103508515,-0.003890580187197184,-0.03441648216076347,0.02009375780704092,0.002641278147379662
TIMP3,0.04334088113773913,-0.0456655287549037,-0.043125993856404005,-0.029849558495776526,0.016900724431046444,-0.14490920164877805
PIGF,0.004127403915000649,0.01275945921278016,0.027880218866990842,0.11875171305185613,0.031191835287719637,-0.04740832572893075
CRH,-0.015720606094666453,-0.016177675910624176,-0.018131626873239583,,0.030614464265097823,-0.004062432129907959
BDNF,0.07825293819793133,0.03057538011757625,0.02282508148506205,,0.0596324041809982,0.016140535707133096
CCL5,-0.04218552052351309,0.020329181006667068,0.005239883567583873,0.03907357689878838,0.029924166089004115,-0.03240997763266934
GAD1,0.06828695321138614,0.08108628267589842,0.0360427567726407,0.033466518250289394,0.053596802284403604,0.017844723569990513
COL14A1,-0.03179476395220517,0.04378128623018424,0.008064615890376223,-0.07429876550464348,0.0021703555653472782,-0.06533449378152233
HLA-A,-0.010965435926096029,-0.043909819216308564,-0.0736601664108297,-0.007681085751229995,0.014405054711303102,-0.1389597786621015
CD5L,-0.01572060427591207,-0.004053655051296008,,,,
FGF18,-0.01422430546443049,,0.08666540486851364,,0.04023015405288078,-0.0028685835385669056
ADM,0.03906375453972216,0.00023123849461873563,0.014088556392440589,-0.04816438350046494,-0.02762197010363175,-0.02004944871169469
CCL15,-0.02622843572102638,,,,,
GNAI2,0.039768174650890616,0.05048087475408115,-0.00382184054504301,-0.06143847474069956,-0.043328770806791685,-0.09972799620922476
HDC,,,,-0.04367524699996874,,
COL11A1,0.005165358103354073,-0.04116992463630912,-0.014514217014389489,,0.036332422574944054,-0.008187128913098694
NUCB2,0.02817740024351519,-0.028994053086441582,-0.003829733858344036,0.0732011120018103,-0.032577015168557114,0.003192076942237902
CXCL1,-0.01679038553422301,-0.017354777387739696,0.09638888105939056,0.05225615201781863,0.009658690806997093,-0.04759936304639982
VCAN,-0.0024839574812471244,0.07977698672837898,0.06193921102444718,-0.12274966660675342,3.012840190687884e-06,0.01723508954788756
MMP7,0.11697410883169757,,-0.007528499364201092,,0.015215208663014877,-0.04396400005368837
PTPN6,0.02884758488941592,-0.008255461189493047,0.013559925952195562,0.08724717902049613,0.02752649418869315,0.015737900515810723
PTGS2,0.04489765773415904,-0.015488228453273462,-0.056677637149648824,-0.03182372180442268,-0.03259511911697322,-0.03933904740748092
XCL1,-0.017226970496924596,,-0.01567363639693398,,,
CD58,-0.013122601919283225,0.042094918145499864,-0.0020622104457167973,0.019647409007372146,0.04692562143308511,0.005572603313021368
TNFSF14,-0.01735794871347849,-0.018100460666040277,-0.020790533288380427,,0.02273309541170295,-0.024094810876836705
CNTN4,0.004120652770465718,0.03120529483891598,-0.028168344452175545,,0.016469106956257126,-0.06400001969386299
NTF4,,,0.09769469016103612,,,
INSL3,0.049813458271817254,,-0.014405439132769367,,-0.023355241485699518,0.06681455174363894
BTLA,,,-0.010258199121940398,,,
MFNG,0.026683926625036745,0.06692424163399786,-0.001171774743990754,0.09760403403209086,0.031185052457986837,-0.05095693384383989
ICAM1,-0.01055246590674432,-0.03952728412243772,-0.01430923245163526,0.10087416690294009,0.017258061506869395,-0.0313832743681894
PROS1,0.1100568329405385,0.03400797173738505,0.006892306984170484,0.1366902776555944,0.09346249436886363,-0.10085467634654995
CLCF1,0.025023817742818956,-0.02914658101077466,0.00226746134848599,0.13463920869471227,-0.009617674075219872,0.031153035887768094
PSAP,0.08720574369642693,-0.070790092681317,-0.08199558633120595,-0.06426746458009269,0.10487364008985536,-0.09833431090789058
EFEMP1,0.09896456309014527,0.05095956728673205,0.041981043581450495,0.04904623514713228,0.010916483049094174,-0.10104994752422707
C1QTNF1,0.08688338956035732,0.002739991001231003,-0.00882229651723165,-0.03992775795985169,-0.023891982270830094,-0.07752701270244804
ALB,-0.009672811861676149,0.0029722753252290363,0.021624040322284162,0.05382035404793017,0.010565174244879147,-0.021590971183453767
CCL13,,,,,,-0.027027334594735945
EFNA3,0.06368254346576949,-0.007246975484319891,0.030492615405998208,-0.035403723686171444,0.0407732969341806,0.14060207158990595
DRAXIN,0.008112774105371376,0.027391669538101873,0.02035894054174271,-0.00542193761969668,0.025525894155842485,0.048802843080302985
RAET1L,-0.012021822903913522,,,,-0.023643036574367976,0.05744905616190838
NPTX2,0.07428378810416036,-0.038308401071360416,0.01641186154114612,,0.04563458869926746,-0.1167677837034864
FGF11,0.03274247949648502,0.07039857988049875,-0.0016434050806274731,0.014640421745350641,0.02502039909063595,-0.008564312521820267
CD59,0.02985334223653222,0.03531365412186854,-0.024185995908631793,-0.0360353025244043,-6.920653964476637e-05,-0.13134934508562043
COL9A2,-0.038616107251533555,0.04816108781195307,0.024785201733383277,0.0018085500208161046,0.059539068281841724,0.07710114861688822
DLL3,-0.0860411694432834,0.06924071708580219,0.06369542652510644,0.029463852546752378,0.014436682334258748,0.11939321379948307
LIN7C,0.028910700300526657,-0.0008664745779559522,-0.011933062198881449,-0.06232401584055054,-0.036436751110535126,0.11399988414903903
GDF7,0.00794866659820426,-0.0152043268661382,-0.025703509092107713,,-0.020267962413718227,-0.019587672948750436
PSPN,0.03737773684122499,-0.02739417361300375,-0.03435165375097609,0.10123687497304613,0.02068406972054191,0.004013183272925602
ANGPT1,0.038377067202442015,-0.01217882715792759,0.053356426708775245,-0.06352752317976049,0.0508398100853852,-0.05080967613582816
PNOC,0.050619849504506084,-0.011128786074922117,-0.02628358850168085,,-0.02155304038328825,-0.023221986304200616
L1CAM,0.03768260217850263,0.03703599363844964,-0.002649131612019674,0.04454199871375187,-0.02952534467238508,0.08550612976381165
APOA1,-0.006781074785060246,-0.021055951568681508,0.0040140713114967955,0.07315048987383707,0.0775578084420731,-0.006035528828351834
PSEN1,0.059098436272179054,-0.010216954447965713,-0.02214302699173342,0.06972001355408909,0.05546439493681089,0.005288514957802797
CALM2,-0.04209412318561988,-0.013226187585096938,0.05348845406547505,0.005222498317917023,0.021935193303234086,0.13559834624983877
CLEC2B,0.07304565126263304,0.014341247604510514,-0.026966140535100127,0.05871415053204165,0.06090805959313301,-0.06326154224307512
NTNG1,0.08021588218477067,0.03807879092672686,0.01707226772666857,-0.03387914503457799,0.04263140833877799,0.0606293376074567
LRIG1,0.003685137132195234,0.029127453326416388,0.07646114109016668,0.03430524662756912,0.07382438146505692,0.0019891323499292056
CPAMD8,-0.024153085276556744,,-0.017039064045936404,0.003511911661427902,0.08712428661292203,
GHRL,0.03162783894136733,-0.0192850466113643,-0.005337960719606151,0.035318987339224735,,0.013509606171055202
NPY,0.024131585967028708,-0.016105703031418006,0.03242129394395577,,0.018924403956360268,0.07266239786346515
MMP2,0.00349791372630153,0.01206441075443709,0.008906817774899512,0.021669761399102403,0.044990077905523555,-0.02224278081926186
LHB,,,-0.014839737989425075,,,
PPY,0.012497314127232966,,-0.0035756894988561213,,0.08332594232964494,-0.04295873006787612
ALKAL2,-0.022545040458921837,-0.012203963390808785,-0.014624139742456516,,0.028366600797471844,-0.003957034378569914
CSF1,0.11850987966640647,0.057705942938401804,0.02044572520479665,-0.016838061311226348,-0.015132771522676317,-0.05797498064004491
SEMA4C,0.013564971461295776,0.012889596472503154,0.035782346561597206,0.07090673166701544,0.028819818165252555,0.007678994368243479
ICAM2,0.017566596074616535,-0.00492531632750598,0.008728879285836039,0.09786289532493275,0.04147655374483994,-0.01108557394067726
SYTL3,0.0023765365785043424,0.0627866125826302,0.017618616748501927,-0.015135809733200188,-0.0045058722735388836,0.01894692645992103
IL1A,0.0031430643946449635,0.04236536027582019,0.00579533103253546,0.10226824581851116,-0.03761307620923323,0.017994828445087804
HLA-G,-0.00031279326914960095,,-0.01567363498147297,0.059823883656208096,0.02419970930762836,0.00859622276922435
PGF,0.01058668646773173,0.007100946556382095,0.014929957241284451,0.0024461946157671335,0.02244219634383626,-0.047274771794913226
LGALS8,0.047446626766515176,-0.027037990546315796,0.05055807507783086,0.03173188420686365,0.020839537090491807,0.007665656658461285
DKK3,0.009446077606028912,-0.029644895581934765,0.021759913765888844,0.02463255110028949,0.05305657000477488,-0.017545859148291376
COL16A1,-0.009824840654980896,-0.05419313994454649,0.03311472167451734,0.09048886294806342,0.04287852743847023,0.006557424293740864
TPH1,-0.01358275475776833,,-0.007667204553135806,0.14012359987105139,-0.03487236219164801,-0.011143682566283356
TNC,0.0930480803805829,0.018946141734523102,-0.02155038933807927,0.0446014187427668,-0.050929249193404316,-0.09562012461797219
TNFSF9,0.017802211481621637,-0.02040780898739648,0.019440353866545447,-0.03721425761981513,0.0918700399798578,-0.017389481651253258
C4A,,-0.012026458897548399,-0.01759337050254973,,,-0.019794257204998
CNTN2,0.000993245273559317,0.03917268919488821,0.0019236322488226825,0.007492000757338393,0.0281696343748804,0.08713378633745411
F7,-0.0132510009522192,,,,,0.05619240438513345
LUM,0.018925506108991772,0.0008855117852170927,-0.030475136156550817,0.07134726989105239,0.06016742047502422,-0.10548513460485692
BTC,-0.01202181789643791,0.05011236933149778,0.026814280669175274,-0.02326464477227473,-0.03453863646908869,-0.01895537100531845
APOC1,-0.06723042407742766,-0.03815933552756977,-0.02962592024998543,0.12741745209261282,0.06079997277980717,-0.04308272032181526
PKM,0.06837708676562085,0.009228652859606393,-0.061849512632198,-0.020546790564661285,-0.01701794806846798,-0.023737027167886504
TNF,0.02341606894074934,-0.026703740099751794,0.006873393409025959,0.12282473949628468,-0.023643043023011522,
GNAS,0.032447537597764274,-0.0018109338609984247,0.011253295269681978,-0.044418448409354216,-0.048745207405447445,0.06517502168288196
BMP8B,0.019002969238163598,0.007309410711285223,-0.022722733395617055,0.018887342267665697,0.026821021008376248,-0.002365160120194596
LIPH,-0.013582751413800304,,0.01787827951726014,,-0.010775938246235591,-0.019371552583376184
CCL28,-0.019105829460898324,,,,,
PTPN11,0.022429354123229887,0.01573682132395455,0.013447172346542708,-0.029071957970637403,-0.06106095589904002,0.023127308791090914
ADAM12,0.04647606705742684,-0.014321188269920628,0.016906257910724733,0.18344783649202148,0.011960424698047416,-0.03307053551919771
EPO,0.03763062619608173,,-0.022722734031877516,-0.016239305091056457,-0.027376826862771205,0.12155239081391185
EDN3,0.004407182783939698,0.030235497769889083,-0.028286645503565463,,0.08195051609100386,0.009480212657017774
CCL22,,-0.015204326497959367,,,-0.025035688984076678,-0.01644367172856167
CCL2,0.08599163919011436,-0.031342702104019925,-0.05212395733064057,0.22463711479900925,-0.052745093198260304,0.015101409148266472
DSCAM,-0.0013306593385388264,0.02258182588957437,0.08399476995060697,0.07379911439208245,0.09242494283443312,0.07503089314506509
GPHA2,-0.015138666625975156,,,,,
ANG,0.0396435912006059,-0.0018204491517243907,0.041605506028627615,-0.03626793009450966,0.02561512666790151,-0.0026770528353334848
FBLN2,-0.0067362408651503005,-0.0017620363722822153,-0.02573243938879667,,0.09542774473935285,-0.053456839745328506
VTN,0.05811935493351078,,-0.029218118337570004,-0.038099028596681586,-0.01925083275099552,-0.024265973617551968
VEGFA,0.009595449598286844,-0.030608436087442556,-0.0302206042086493,-0.10991272689937277,-0.07361421324833702,-0.06419787005193513
F10,,0.019853822606846577,,-0.03445490131163782,-0.020259332163901425,-0.02006185647549174
SERPINA1,0.052802105729872366,0.01706987636786342,-0.025150838661904585,0.03458498864122921,-0.010781891157661852,-0.09709735862434948
VWF,0.03573153241814157,-0.017138066138287365,-0.019474653661188595,0.00673920837614361,0.008476676254366853,-0.04264991943745484
GDNF,0.010776282129845369,,0.04436677767929423,-0.013072266220423113,-0.04318998020037605,0.045039050614224106
VASP,0.09436587114905799,0.04512367795288632,-0.05497056758568974,0.07036005942795276,0.020877785107577394,0.030264436518893375
ADAM15,0.010492095962459941,-0.06058160792135188,0.03561355310372177,0.08360785930715361,0.01261496633189546,-0.046939792739897915
WNT2,-0.023759706146664752,,,,0.016380854541950655,-0.022501747738688578
CALCB,,0.035903582832578204,,,0.053802968058283,-0.01602297682986924
OLFM2,-0.048672522804535795,-0.01380074947029377,0.006533141647900292,0.05210817643913769,0.006796749674698053,0.03987330481176858
MFAP2,0.022729231770944987,0.09807133404871603,0.020989272862717675,0.06978015646318021,-0.03874565930540877,-0.03500975284461766
HLA-C,0.0035797051369687548,-0.06398120492711962,-0.028499614263542226,0.11092218932777605,0.008168966645107167,-0.05410871900404325
THBS1,-0.027095398367101488,-0.012067118204657034,0.03399035139719508,0.10994172966218803,-0.0023054210431469645,-0.09267736752112565
HSPA4,-0.01541018127563847,0.04276096883857725,0.006445345867696034,0.08104208140723704,-0.0017413158484202204,0.052164218366893035
LMAN1,0.03451172828080973,-0.032469324364780755,0.0029579576809956386,-0.05515909819779431,-0.03205298046016114,-0.06370102617308686
